municipality,group,variable,month,Pacientes retornados al establecimiento de origen,TOTAL
VIACHA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-06-01,2,2
VILLA SERRANO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-06-01,1,1
VILLA TUNARI,referencias y retornos,pacientes retornados al establecimiento de origen,2013-06-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),referencias y retornos,pacientes retornados al establecimiento de origen,2013-06-01,2,2
VILLAZON,referencias y retornos,pacientes retornados al establecimiento de origen,2013-06-01,22,22
YACUIBA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-06-01,18,18
YUNCHARA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-06-01,2,2
ZUDAÑEZ,referencias y retornos,pacientes retornados al establecimiento de origen,2013-06-01,1,1
ALCALA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,6,6
ANCORAIMES,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,1,1
ANDAMARCA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,1,1
ANZALDO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,2,2
ASCENCION DE GUARAYOS,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,1,1
ATOCHA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,4,4
AYATA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,1,1
AYO AYO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,3,3
BERMEJO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,14,14
BETANZOS,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,2,2
BOLPEBRA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,1,1
BUENA VISTA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,1,1
CABEZAS,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,4,4
"CAIZA ""D""",referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,1,1
CAJUATA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,2,2
CHARAGUA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,6,6
CHIMORE,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,2,2
COBIJA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,115,115
COCHABAMBA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,13,13
COLOMI,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,1,1
COLPA BELGICA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,23,23
CONCEPCION,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,1,1
COTAGAITA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,10,10
COTOCA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,6,6
CUATRO CAÑADAS,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,1,1
CULPINA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,2,2
CURVA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,1,1
DESAGUADERO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,2,2
EL ALTO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,20,20
EL CHORO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,3,3
EL PUENTE(STC),referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,1,1
ENTRE RIOS CBBA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,1,1
EUCALIPTUS,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,3,3
FERNANDEZ ALONSO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,3,3
FILADELFIA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,2,2
GRAL. J.J. PEREZ (CHARAZANI),referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,1,1
GUTIERREZ,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,10,10
HUACARETA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,6,6
ICLA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,3,3
INGAVI (HUMAITA),referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,1,1
INQUISIVI,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,1,1
LA GUARDIA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,3,3
LA PAZ,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,273,273
LAS CARRERAS,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,2,2
LORETO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,1,1
LURIBAY,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,5,5
MACHARETI,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,10,10
MOJINETE,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,2,2
MONTEAGUDO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,35,35
MONTERO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,232,232
NACEBE (SANTA ROSA DEL ABUNA),referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,1,1
ORURO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,412,412
PADCAYA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,3,3
PADILLA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,40,40
PAILON,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,1,1
PALCA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,1,1
PALOS BLANCOS,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,2,2
PAMPA GRANDE,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,2,2
PAZÑA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,1,1
POCOATA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,1,1
POCONA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,1,1
PORCO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,1,1
PORVENIR,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,1,1
POTOSI,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,78,78
PUERTO GONZALO MORENO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,3,3
PUERTO SUAREZ,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,17,17
PUERTO VILLARROEL,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,2,2
PUNA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,4,4
PUNATA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,6,6
RIBERALTA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,5,5
ROBORE,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,2,2
RURRENABAQUE,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,37,37
SACABA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,6,6
SACABAMBA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,2,2
SAN AGUSTIN,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,3,3
SAN ANDRES,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,2,2
SAN BUENA VENTURA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,2,2
SAN CARLOS,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,3,3
SAN IGNACIO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,1,1
SAN IGNACIO DE VELASCO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,46,46
SAN JULIAN,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,3,3
SAN LUCAS,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,6,6
SAN MATIAS,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,1,1
SAN PABLO DE LIPEZ,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,1,1
SAN PEDRO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,2,2
SANTA CRUZ DE LA SIERRA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,30,30
SANTA ROSA DEL SARA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,1,1
SAPAHAQUI,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,1,1
SHINAOTA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,1,1
SOPACHUY,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,2,2
SORATA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,3,3
SUCRE,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,435,435
TACACOMA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,2,2
TAPACARI,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,1,1
TARABUCO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,5,5
TARIJA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,95,95
TARVITA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,12,12
TIPUANI,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,1,1
TIRAQUE (CBBA),referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,1,1
TOLEDO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,1,1
TOMINA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,1,1
TOTORA(CBBA),referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,1,1
TOTORA(ORR),referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,1,1
TRINIDAD,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,21,21
TUPIZA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,82,82
UNCIA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,4,4
VIACHA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,1,1
VILLA SERRANO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,1,1
VILLA TUNARI,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,3,3
VILLAZON,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,6,6
VINTO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,1,1
VITICHI,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,2,2
WARNES,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,2,2
YACUIBA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,70,70
YAMPARAEZ,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,2,2
YAPACANI,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,95,95
YOCALLA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,2,2
YUNCHARA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,1,1
ZUDAÑEZ,referencias y retornos,pacientes retornados al establecimiento de origen,2013-07-01,1,1
ACHACACHI,referencias y retornos,pacientes retornados al establecimiento de origen,2013-08-01,1,1
ANDAMARCA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-08-01,1,1
ANZALDO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-08-01,1,1
ARQUE,referencias y retornos,pacientes retornados al establecimiento de origen,2013-08-01,1,1
ATOCHA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-08-01,11,11
AUCAPATA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-08-01,1,1
AYO AYO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-08-01,5,5
BAURES,referencias y retornos,pacientes retornados al establecimiento de origen,2013-08-01,1,1
BERMEJO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-08-01,11,11
BETANZOS,referencias y retornos,pacientes retornados al establecimiento de origen,2013-08-01,3,3
BUENA VISTA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-08-01,1,1
"CAIZA ""D""",referencias y retornos,pacientes retornados al establecimiento de origen,2013-08-01,1,1
CAJUATA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-08-01,3,3
CAMATAQUI (C. VILLA ABECIA),referencias y retornos,pacientes retornados al establecimiento de origen,2013-08-01,1,1
CARAPARI,referencias y retornos,pacientes retornados al establecimiento de origen,2013-08-01,3,3
CHARAGUA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-08-01,4,4
CHIMORE,referencias y retornos,pacientes retornados al establecimiento de origen,2013-08-01,2,2
CHUMA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-08-01,1,1
COBIJA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-08-01,62,62
COCHABAMBA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-08-01,24,24
COLPA BELGICA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-08-01,23,23
COLQUECHACA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-08-01,3,3
COMARAPA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-08-01,7,7
CONCEPCION,referencias y retornos,pacientes retornados al establecimiento de origen,2013-08-01,1,1
COTAGAITA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-08-01,27,27
COTOCA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-08-01,5,5
CURVA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-08-01,1,1
EL ALTO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-08-01,43,43
EL CHORO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-08-01,4,4
EL TORNO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-08-01,2,2
ENTRE RIOS CBBA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-08-01,2,2
FERNANDEZ ALONSO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-08-01,3,3
GENERAL SAAVEDRA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-08-01,1,1
GUAYARAMERIN,referencias y retornos,pacientes retornados al establecimiento de origen,2013-08-01,3,3
GUTIERREZ,referencias y retornos,pacientes retornados al establecimiento de origen,2013-08-01,4,4
HUACARETA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-08-01,1,1
HUANUNI,referencias y retornos,pacientes retornados al establecimiento de origen,2013-08-01,3,3
ICLA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-08-01,1,1
INQUISIVI,referencias y retornos,pacientes retornados al establecimiento de origen,2013-08-01,1,1
LA ASUNTA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-08-01,1,1
LA PAZ,referencias y retornos,pacientes retornados al establecimiento de origen,2013-08-01,285,285
LAS CARRERAS,referencias y retornos,pacientes retornados al establecimiento de origen,2013-08-01,2,2
LURIBAY,referencias y retornos,pacientes retornados al establecimiento de origen,2013-08-01,1,1
MACHARETI,referencias y retornos,pacientes retornados al establecimiento de origen,2013-08-01,1,1
MECAPACA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-08-01,1,1
MONTEAGUDO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-08-01,3,3
MONTERO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-08-01,257,257
OCURI,referencias y retornos,pacientes retornados al establecimiento de origen,2013-08-01,1,1
ORURO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-08-01,510,510
PADCAYA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-08-01,4,4
PADILLA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-08-01,43,43
PAILON,referencias y retornos,pacientes retornados al establecimiento de origen,2013-08-01,1,1
PAMPA GRANDE,referencias y retornos,pacientes retornados al establecimiento de origen,2013-08-01,3,3
PORCO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-08-01,2,2
PORONGO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-08-01,1,1
PORTACHUELO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-08-01,3,3
POTOSI,referencias y retornos,pacientes retornados al establecimiento de origen,2013-08-01,99,99
PRESTO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-08-01,3,3
PUERTO GONZALO MORENO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-08-01,3,3
PUERTO SUAREZ,referencias y retornos,pacientes retornados al establecimiento de origen,2013-08-01,2,2
PUNATA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-08-01,7,7
RIBERALTA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-08-01,6,6
ROBORE,referencias y retornos,pacientes retornados al establecimiento de origen,2013-08-01,18,18
SACABA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-08-01,1,1
SAN AGUSTIN,referencias y retornos,pacientes retornados al establecimiento de origen,2013-08-01,3,3
SAN BUENA VENTURA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-08-01,2,2
SAN IGNACIO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-08-01,2,2
SAN IGNACIO DE VELASCO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-08-01,21,21
SAN JOSE DE CHIQUITOS,referencias y retornos,pacientes retornados al establecimiento de origen,2013-08-01,2,2
SAN JULIAN,referencias y retornos,pacientes retornados al establecimiento de origen,2013-08-01,3,3
SAN LUCAS,referencias y retornos,pacientes retornados al establecimiento de origen,2013-08-01,5,5
SAN MATIAS,referencias y retornos,pacientes retornados al establecimiento de origen,2013-08-01,2,2
SAN MIGUEL DE VELASCO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-08-01,6,6
SAN PEDRO DE BUENA VISTA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-08-01,1,1
SANTA CRUZ DE LA SIERRA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-08-01,35,35
SANTA ROSA DEL SARA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-08-01,3,3
SHINAOTA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-08-01,1,1
SOPACHUY,referencias y retornos,pacientes retornados al establecimiento de origen,2013-08-01,3,3
SORATA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-08-01,6,6
SUCRE,referencias y retornos,pacientes retornados al establecimiento de origen,2013-08-01,461,461
TAPACARI,referencias y retornos,pacientes retornados al establecimiento de origen,2013-08-01,2,2
TARABUCO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-08-01,7,7
TARIJA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-08-01,67,67
TARVITA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-08-01,9,9
TOLEDO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-08-01,3,3
TORO TORO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-08-01,2,2
TRINIDAD,referencias y retornos,pacientes retornados al establecimiento de origen,2013-08-01,34,34
TUPIZA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-08-01,46,46
UNCIA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-08-01,1,1
VILLA MONTES,referencias y retornos,pacientes retornados al establecimiento de origen,2013-08-01,1,1
VILLA TUNARI,referencias y retornos,pacientes retornados al establecimiento de origen,2013-08-01,2,2
VILLA VACA GUZMAN (MUYUPAMPA),referencias y retornos,pacientes retornados al establecimiento de origen,2013-08-01,8,8
VILLAZON,referencias y retornos,pacientes retornados al establecimiento de origen,2013-08-01,30,30
VINTO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-08-01,3,3
VITICHI,referencias y retornos,pacientes retornados al establecimiento de origen,2013-08-01,1,1
YAPACANI,referencias y retornos,pacientes retornados al establecimiento de origen,2013-08-01,1,1
YUNCHARA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-08-01,2,2
ZUDAÑEZ,referencias y retornos,pacientes retornados al establecimiento de origen,2013-08-01,4,4
ARAMPAMPA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-09-01,1,1
ATOCHA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-09-01,5,5
AYO AYO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-09-01,2,2
BERMEJO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-09-01,13,13
BUENA VISTA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-09-01,2,2
"CAIZA ""D""",referencias y retornos,pacientes retornados al establecimiento de origen,2013-09-01,1,1
CAPINOTA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-09-01,2,2
CARANAVI,referencias y retornos,pacientes retornados al establecimiento de origen,2013-09-01,1,1
CHARAGUA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-09-01,2,2
CHIMORE,referencias y retornos,pacientes retornados al establecimiento de origen,2013-09-01,2,2
CLIZA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-09-01,2,2
COBIJA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-09-01,136,136
COCAPATA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-09-01,1,1
COCHABAMBA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-09-01,24,24
COLOMI,referencias y retornos,pacientes retornados al establecimiento de origen,2013-09-01,2,2
COLPA BELGICA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-09-01,13,13
COLQUECHACA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-09-01,2,2
COMARAPA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-09-01,2,2
CONCEPCION,referencias y retornos,pacientes retornados al establecimiento de origen,2013-09-01,1,1
CORQUE,referencias y retornos,pacientes retornados al establecimiento de origen,2013-09-01,2,2
COTAGAITA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-09-01,25,25
COTOCA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-09-01,8,8
CUATRO CAÑADAS,referencias y retornos,pacientes retornados al establecimiento de origen,2013-09-01,4,4
CULPINA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-09-01,2,2
CURVA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-09-01,1,1
EL ALTO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-09-01,11,11
EL CHORO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-09-01,4,4
EL TORNO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-09-01,2,2
EL VILLAR,referencias y retornos,pacientes retornados al establecimiento de origen,2013-09-01,2,2
ENTRE RIOS CBBA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-09-01,1,1
FERNANDEZ ALONSO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-09-01,4,4
GENERAL SAAVEDRA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-09-01,1,1
GUAYARAMERIN,referencias y retornos,pacientes retornados al establecimiento de origen,2013-09-01,2,2
GUTIERREZ,referencias y retornos,pacientes retornados al establecimiento de origen,2013-09-01,4,4
HUACARETA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-09-01,3,3
LA GUARDIA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-09-01,1,1
LA PAZ,referencias y retornos,pacientes retornados al establecimiento de origen,2013-09-01,363,363
LAGUNILLAS,referencias y retornos,pacientes retornados al establecimiento de origen,2013-09-01,1,1
LORETO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-09-01,2,2
LURIBAY,referencias y retornos,pacientes retornados al establecimiento de origen,2013-09-01,1,1
MACHARETI,referencias y retornos,pacientes retornados al establecimiento de origen,2013-09-01,6,6
MECAPACA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-09-01,1,1
MOJOCOYA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-09-01,1,1
MONTEAGUDO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-09-01,1,1
MONTERO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-09-01,255,255
OCURI,referencias y retornos,pacientes retornados al establecimiento de origen,2013-09-01,1,1
ORURO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-09-01,100,100
PADCAYA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-09-01,2,2
PADILLA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-09-01,37,37
PELECHUCO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-09-01,2,2
POCONA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-09-01,4,4
PORCO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-09-01,2,2
POROMA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-09-01,2,2
PORTACHUELO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-09-01,1,1
POTOSI,referencias y retornos,pacientes retornados al establecimiento de origen,2013-09-01,86,86
PRESTO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-09-01,1,1
PUERTO GONZALO MORENO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-09-01,2,2
PUERTO SUAREZ,referencias y retornos,pacientes retornados al establecimiento de origen,2013-09-01,2,2
PUNATA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-09-01,7,7
RIBERALTA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-09-01,5,5
ROBORE,referencias y retornos,pacientes retornados al establecimiento de origen,2013-09-01,10,10
SACABA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-09-01,5,5
SAN ANDRES,referencias y retornos,pacientes retornados al establecimiento de origen,2013-09-01,1,1
SAN BORJA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-09-01,1,1
SAN IGNACIO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-09-01,1,1
SAN IGNACIO DE VELASCO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-09-01,20,20
SAN JUAN DE YAPACANI,referencias y retornos,pacientes retornados al establecimiento de origen,2013-09-01,1,1
SAN JULIAN,referencias y retornos,pacientes retornados al establecimiento de origen,2013-09-01,1,1
SAN LUCAS,referencias y retornos,pacientes retornados al establecimiento de origen,2013-09-01,5,5
SAN MATIAS,referencias y retornos,pacientes retornados al establecimiento de origen,2013-09-01,3,3
SAN MIGUEL DE VELASCO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-09-01,4,4
SAN PEDRO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-09-01,2,2
SANTA CRUZ DE LA SIERRA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-09-01,37,37
SHINAOTA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-09-01,2,2
SOPACHUY,referencias y retornos,pacientes retornados al establecimiento de origen,2013-09-01,1,1
SORATA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-09-01,1,1
SUCRE,referencias y retornos,pacientes retornados al establecimiento de origen,2013-09-01,366,366
TACACOMA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-09-01,1,1
TARABUCO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-09-01,7,7
TARIJA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-09-01,74,74
TARVITA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-09-01,5,5
TOMINA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-09-01,6,6
TOTORA(ORR),referencias y retornos,pacientes retornados al establecimiento de origen,2013-09-01,1,1
TRINIDAD,referencias y retornos,pacientes retornados al establecimiento de origen,2013-09-01,20,20
TUPIZA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-09-01,67,67
UNCIA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-09-01,1,1
VALLEGRANDE,referencias y retornos,pacientes retornados al establecimiento de origen,2013-09-01,6,6
VIACHA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-09-01,2,2
