,group,variable,month,PENTAVALENTE 2DA. DOSIS,PENTAVALENTE 2DA. DOSIS,TOTALES,TOTALES,TOTALES
TORO TORO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-06-01,6,17,6,17,23
TOTORA(CBBA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-06-01,19,20,19,20,39
TOTORA(ORR),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-06-01,4,3,4,3,7
TRIGAL,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-06-01,2,1,2,1,3
TRINIDAD,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-06-01,244,3,244,3,247
TUPIZA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-06-01,47,16,47,16,63
TURCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-06-01,7,3,7,3,10
UMALA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-06-01,0,17,0,17,17
UNCIA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-06-01,27,34,27,34,61
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-06-01,23,3,23,3,26
URUBICHA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-06-01,9,14,9,14,23
UYUNI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-06-01,22,24,22,24,46
VACAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-06-01,16,15,16,15,31
VALLEGRANDE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-06-01,20,3,20,3,23
VIACHA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-06-01,98,13,98,13,111
VILA VILA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-06-01,2,5,2,5,7
VILLA MONTES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-06-01,63,12,63,12,75
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-06-01,0,3,0,3,3
VILLA RIVERO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-06-01,10,4,10,4,14
VILLA SERRANO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-06-01,10,12,10,12,22
VILLA TUNARI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-06-01,159,61,159,61,220
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-06-01,7,8,7,8,15
VILLAZON,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-06-01,85,10,85,10,95
VINTO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-06-01,86,5,86,5,91
VITICHI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-06-01,5,3,5,3,8
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-06-01,4,1,4,1,5
WARNES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-06-01,122,50,122,50,172
YACO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-06-01,3,7,3,7,10
YACUIBA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-06-01,148,16,148,16,164
YAMPARAEZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-06-01,5,4,5,4,9
YANACACHI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-06-01,8,0,8,0,8
YAPACANI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-06-01,89,9,89,9,98
YOCALLA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-06-01,4,6,4,6,10
YOTALA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-06-01,6,5,6,5,11
YUNCHARA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-06-01,2,7,2,7,9
ZUDAÑEZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-06-01,11,9,11,9,20
ACACIO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,2,2,2,2,4
ACHACACHI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,45,64,45,64,109
ACHOCALLA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,12,18,12,18,30
AIQUILE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,38,19,38,19,57
ALALAY,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,1,8,1,8,9
ALCALA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,2,1,2,1,3
ANCORAIMES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,1,28,1,28,29
ANDAMARCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,5,3,5,3,8
ANTEQUERA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,2,0,2,0,2
ANZALDO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,5,13,5,13,18
APOLO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,29,10,29,10,39
ARAMPAMPA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,5,4,5,4,9
ARANI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,6,8,6,8,14
ARBIETO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,5,11,5,11,16
ARQUE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,18,8,18,8,26
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,59,2,59,2,61
ATOCHA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,16,3,16,3,19
AUCAPATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,1,4,1,4,5
AYATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,0,9,0,9,9
AYO AYO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,11,4,11,4,15
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,17,27,17,27,44
AZURDUY,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,10,7,10,7,17
BATALLAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,19,8,19,8,27
BAURES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,4,1,4,1,5
BELEN DE URMIRI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,0,3,0,3,3
BELLA FLOR,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,0,5,0,5,5
BERMEJO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,69,26,69,26,95
BETANZOS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,30,43,30,43,73
BOLIVAR,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,5,8,5,8,13
BOLPEBRA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,0,1,0,1,1
BOYUIBE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,1,2,1,2,3
BUENA VISTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,15,22,15,22,37
CABEZAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,29,52,29,52,81
CAIROMA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,7,11,7,11,18
"CAIZA ""D""",vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,2,13,2,13,15
CAJUATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,21,6,21,6,27
CALACOTO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,1,8,1,8,9
CALAMARCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,16,9,16,9,25
CAMARGO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,16,10,16,10,26
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,5,1,5,1,6
CAMIRI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,40,15,40,15,55
CAPINOTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,33,13,33,13,46
CAQUIAVIRI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,3,20,3,20,23
CARACOLLO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,11,28,11,28,39
CARANAVI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,87,35,87,35,122
CARAPARI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,18,12,18,12,30
CARIPUYO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,4,15,4,15,19
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,2,8,2,8,10
CATACORA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,2,0,2,0,2
CHACARILLA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,2,0,2,0,2
CHALLAPATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,43,21,43,21,64
CHAQUI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,5,6,5,6,11
CHARAGUA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,10,76,10,76,86
CHARAÑA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,2,1,2,1,3
CHAYANTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,20,28,20,28,48
CHIMORE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,37,27,37,27,64
CHIPAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,0,1,0,1,1
CHOQUE COTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,15,18,15,18,33
CHUMA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,8,14,8,14,22
CLIZA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,17,15,17,15,32
COBIJA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,99,2,99,2,101
COCHABAMBA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,1310,30,1310,30,1340
COIPASA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,2,3,2,3,5
COLCAPIRHUA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,89,1,89,1,90
"COLCHA ""K""",vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,12,7,12,7,19
COLLANA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,1,3,1,3,4
COLOMI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,41,10,41,10,51
COLPA BELGICA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,10,2,10,2,12
COLQUECHACA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,27,64,27,64,91
COLQUENCHA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,12,0,12,0,12
COLQUIRI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,18,40,18,40,58
COMANCHE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,6,1,6,1,7
COMARAPA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,28,7,28,7,35
COMBAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,0,5,0,5,5
CONCEPCION,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,20,6,20,6,26
COPACABANA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,15,11,15,11,26
CORIPATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,25,7,25,7,32
CORO CORO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,0,15,0,15,15
COROICO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,23,6,23,6,29
CORQUE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,3,6,3,6,9
COTAGAITA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,16,20,16,20,36
COTOCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,87,24,87,24,111
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,38,26,38,26,64
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,3,3,3,3,6
CUEVO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,5,5,5,5,10
CULPINA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,27,22,27,22,49
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,1,4,1,4,5
CURVA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,0,3,0,3,3
DESAGUADERO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,3,5,3,5,8
EL ALTO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,1729,37,1729,37,1766
EL CHORO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,3,5,3,5,8
EL PUENTE(STC),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,19,8,19,8,27
EL PUENTE(TJA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,7,2,7,2,9
EL TORNO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,91,6,91,6,97
EL VILLAR,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,6,1,6,1,7
ENTRE RIOS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,40,21,40,21,61
ENTRE RIOS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,28,12,28,12,40
EUCALIPTUS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,8,2,8,2,10
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,0,3,0,3,3
EXALTACION,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,1,0,1,0,1
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,20,5,20,5,25
FILADELFIA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,6,5,6,5,11
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,29,1,29,1,30
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,6,23,6,23,29
GUANAY,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,15,10,15,10,25
GUAQUI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,5,5,5,5,10
GUAYARAMERIN,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,80,39,80,39,119
GUTIERREZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,21,12,21,12,33
HUACARETA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,11,3,11,3,14
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,0,3,0,3,3
HUACHACALLA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,1,1,1,1,2
HUANUNI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,58,15,58,15,73
HUARACAJE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,8,0,8,0,8
HUAYLLAMARCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,4,3,4,3,7
ICHOCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,2,7,2,7,9
ICLA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,10,13,10,13,23
INCAHUASI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,32,36,32,36,68
INQUISIVI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,5,21,5,21,26
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,13,14,13,14,27
IXIAMAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,17,5,17,5,22
JESUS DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,17,6,17,6,23
LA ASUNTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,68,20,68,20,88
LA GUARDIA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,131,17,131,17,148
LA PAZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,1344,21,1344,21,1365
LAGUNILLAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,8,6,8,6,14
LAJA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,23,13,23,13,36
LAS CARRERAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,4,0,4,0,4
LICOMA PAMPA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,4,0,4,0,4
LLALLAGUA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,43,64,43,64,107
LLICA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,1,3,1,3,4
LORETO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,8,20,8,20,28
LURIBAY,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,10,4,10,4,14
MACHACAMARCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,6,1,6,1,7
MACHARETI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,7,6,7,6,13
MAGDALENA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,16,11,16,11,27
MAIRANA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,13,0,13,0,13
MALLA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,1,0,1,0,1
MAPIRI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,17,6,17,6,23
MECAPACA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,11,16,11,16,27
MINEROS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,56,6,56,6,62
MIZQUE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,33,27,33,27,60
MOCOMOCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,12,12,12,12,24
MOJOCOYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,7,5,7,5,12
MONTEAGUDO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,27,10,27,10,37
MONTERO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,222,14,222,14,236
MORO MORO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,1,3,1,3,4
MOROCHATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,21,55,21,55,76
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,0,5,0,5,5
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,2,1,2,1,3
OCURI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,6,30,6,30,36
OKINAWA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,22,6,22,6,28
OMEREQUE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,7,5,7,5,12
ORURO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,492,22,492,22,514
PADCAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,22,11,22,11,33
PADILLA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,13,4,13,4,17
PAILON,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,37,40,37,40,77
PALCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,13,14,13,14,27
PALOS BLANCOS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,67,14,67,14,81
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,2,1,2,1,3
PAMPA GRANDE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,10,1,10,1,11
PAPEL PAMPA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,1,3,1,3,4
PASORAPA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,1,1,1,1,2
PATACAMAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,30,4,30,4,34
PAZÑA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,4,2,4,2,6
PELECHUCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,6,8,6,8,14
POCOATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,9,47,9,47,56
POCONA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,17,24,17,24,41
POJO (CBBA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,15,13,15,13,28
POOPO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,7,0,7,0,7
PORCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,17,9,17,9,26
POROMA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,16,21,16,21,37
PORONGO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,10,9,10,9,19
PORTACHUELO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,33,6,33,6,39
PORVENIR,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,4,5,4,5,9
POSTRER VALLE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,1,3,1,3,4
POTOSI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,434,18,434,18,452
PRESTO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,5,23,5,23,28
PUCARA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,2,2,2,2,4
PUCARANI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,43,18,43,18,61
PUERTO ACOSTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,21,22,21,22,43
PUERTO CARABUCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,4,17,4,17,21
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,0,9,0,9,9
PUERTO PEREZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,2,4,2,4,6
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,36,12,36,12,48
PUERTO RICO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,8,5,8,5,13
PUERTO SILES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,1,0,1,0,1
PUERTO SUAREZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,28,10,28,10,38
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,104,18,104,18,122
PUNA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,17,58,17,58,75
PUNATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,46,5,46,5,51
QUIABAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,1,2,1,2,3
QUILLACOLLO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,204,22,204,22,226
QUIME,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,6,2,6,2,8
QUIRUSILLAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,1,0,1,0,1
RAVELO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,10,35,10,35,45
REYES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,16,9,16,9,25
RIBERALTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,245,44,245,44,289
ROBORE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,38,2,38,2,40
RURRENABAQUE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,33,15,33,15,48
SABAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,4,2,4,2,6
SACABA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,208,80,208,80,288
SACABAMBA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,5,6,5,6,11
SACACA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,16,12,16,12,28
SAIPINA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,9,6,9,6,15
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,8,11,8,11,19
SAMAIPATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,12,6,12,6,18
SAN AGUSTIN,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,1,0,1,0,1
SAN ANDRES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,13,13,13,13,26
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,2,2,2,2,4
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,2,2,2,2,4
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,4,10,4,10,14
SAN BENITO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,21,7,21,7,28
SAN BORJA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,64,72,64,72,136
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,8,11,8,11,19
SAN CARLOS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,56,9,56,9,65
SAN IGNACIO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,42,21,42,21,63
