,group,variable,month,ANTIROTAVIRUS 2RA. DOSIS,ANTIROTAVIRUS 2RA. DOSIS,TOTALES,TOTALES,TOTALES
CHAQUI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,3,5,3,5,8
CHARAGUA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,8,31,8,31,39
CHARAÑA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,2,2,2,2,4
CHAYANTA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,24,21,24,21,45
CHIMORE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,36,9,36,9,45
CHIPAYA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,0,1,0,1,1
CHOQUE COTA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,20,16,20,16,36
CHUMA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,6,8,6,8,14
CLIZA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,18,17,18,17,35
COBIJA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,94,0,94,0,94
COCHABAMBA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,1087,0,1087,0,1087
COIPASA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,2,3,2,3,5
COLCAPIRHUA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,87,0,87,0,87
"COLCHA ""K""",vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,12,0,12,0,12
COLLANA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,2,1,2,1,3
COLOMI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,31,3,31,3,34
COLPA BELGICA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,8,1,8,1,9
COLQUECHACA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,22,45,22,45,67
COLQUENCHA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,8,0,8,0,8
COLQUIRI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,13,24,13,24,37
COMANCHE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,3,1,3,1,4
COMARAPA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,20,7,20,7,27
COMBAYA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,0,3,0,3,3
CONCEPCION,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,17,6,17,6,23
COPACABANA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,11,9,11,9,20
CORIPATA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,12,4,12,4,16
CORO CORO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,0,11,0,11,11
COROICO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,18,5,18,5,23
CORQUE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,2,6,2,6,8
COTAGAITA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,12,20,12,20,32
COTOCA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,74,14,74,14,88
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,23,16,23,16,39
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,3,1,3,1,4
CUEVO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,5,5,5,5,10
CULPINA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,20,15,20,15,35
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,1,4,1,4,5
CURVA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,0,2,0,2,2
DESAGUADERO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,3,4,3,4,7
EL ALTO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,1292,0,1292,0,1292
EL CHORO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,3,4,3,4,7
EL PUENTE(STC),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,18,5,18,5,23
EL PUENTE(TJA),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,3,2,3,2,5
EL TORNO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,74,5,74,5,79
EL VILLAR,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,4,1,4,1,5
ENTRE RIOS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,45,3,45,3,48
ENTRE RIOS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,25,9,25,9,34
EUCALIPTUS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,6,1,6,1,7
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,0,1,0,1,1
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,19,1,19,1,20
FILADELFIA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,3,3,3,3,6
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,22,1,22,1,23
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,6,17,6,17,23
GUANAY,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,12,6,12,6,18
GUAQUI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,4,3,4,3,7
GUAYARAMERIN,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,69,25,69,25,94
GUTIERREZ,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,17,8,17,8,25
HUACARETA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,11,4,11,4,15
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,0,3,0,3,3
HUACHACALLA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,1,0,1,0,1
HUANUNI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,56,13,56,13,69
HUARACAJE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,8,0,8,0,8
HUAYLLAMARCA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,4,1,4,1,5
ICHOCA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,2,3,2,3,5
ICLA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,7,9,7,9,16
INCAHUASI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,27,32,27,32,59
INQUISIVI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,5,8,5,8,13
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,13,13,13,13,26
IXIAMAS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,14,4,14,4,18
JESUS DE MACHACA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,13,5,13,5,18
LA ASUNTA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,45,3,45,3,48
LA GUARDIA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,130,14,130,14,144
LA PAZ,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,1116,4,1116,4,1120
LAGUNILLAS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,8,6,8,6,14
LAJA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,15,13,15,13,28
LAS CARRERAS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,3,0,3,0,3
LICOMA PAMPA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,3,0,3,0,3
LLALLAGUA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,37,50,37,50,87
LLICA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,1,4,1,4,5
LORETO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,5,17,5,17,22
LURIBAY,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,8,4,8,4,12
MACHACAMARCA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,6,0,6,0,6
MACHARETI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,4,6,4,6,10
MAGDALENA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,15,11,15,11,26
MAIRANA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,14,0,14,0,14
MAPIRI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,15,5,15,5,20
MECAPACA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,9,15,9,15,24
MINEROS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,41,11,41,11,52
MIZQUE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,27,18,27,18,45
MOCOMOCO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,9,6,9,6,15
MOJOCOYA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,4,3,4,3,7
MONTEAGUDO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,26,10,26,10,36
MONTERO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,197,11,197,11,208
MORO MORO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,1,3,1,3,4
MOROCHATA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,10,39,10,39,49
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,0,2,0,2,2
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,2,0,2,0,2
OCURI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,5,24,5,24,29
OKINAWA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,22,4,22,4,26
OMEREQUE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,6,7,6,7,13
ORURO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,413,9,413,9,422
PADCAYA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,19,9,19,9,28
PADILLA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,13,3,13,3,16
PAILON,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,34,6,34,6,40
PALCA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,6,6,6,6,12
PALOS BLANCOS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,36,4,36,4,40
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,3,1,3,1,4
PAMPA GRANDE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,9,1,9,1,10
PAPEL PAMPA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,0,2,0,2,2
PASORAPA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,0,1,0,1,1
PATACAMAYA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,13,2,13,2,15
PAZÑA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,5,2,5,2,7
PELECHUCO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,5,5,5,5,10
POCOATA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,11,39,11,39,50
POCONA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,14,17,14,17,31
POJO (CBBA),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,9,8,9,8,17
POOPO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,6,0,6,0,6
PORCO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,12,3,12,3,15
POROMA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,10,18,10,18,28
PORONGO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,6,5,6,5,11
PORTACHUELO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,24,6,24,6,30
PORVENIR,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,5,3,5,3,8
POSTRER VALLE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,1,4,1,4,5
POTOSI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,392,6,392,6,398
PRESTO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,5,15,5,15,20
PUCARA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,2,2,2,2,4
PUCARANI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,33,13,33,13,46
PUERTO ACOSTA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,12,17,12,17,29
PUERTO CARABUCO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,2,6,2,6,8
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,1,3,1,3,4
PUERTO PEREZ,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,1,3,1,3,4
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,36,15,36,15,51
PUERTO RICO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,6,4,6,4,10
PUERTO SILES,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,1,0,1,0,1
PUERTO SUAREZ,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,22,9,22,9,31
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,91,3,91,3,94
PUNA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,13,47,13,47,60
PUNATA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,43,5,43,5,48
QUIABAYA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,0,2,0,2,2
QUILLACOLLO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,180,0,180,0,180
QUIME,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,7,2,7,2,9
QUIRUSILLAS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,1,0,1,0,1
RAVELO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,9,24,9,24,33
REYES,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,13,3,13,3,16
RIBERALTA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,200,34,200,34,234
ROBORE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,31,1,31,1,32
RURRENABAQUE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,19,6,19,6,25
SABAYA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,1,0,1,0,1
SACABA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,167,12,167,12,179
SACABAMBA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,5,5,5,5,10
SACACA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,15,10,15,10,25
SAIPINA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,7,2,7,2,9
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,7,7,7,7,14
SAMAIPATA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,11,6,11,6,17
SAN AGUSTIN,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,1,0,1,0,1
SAN ANDRES,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,5,8,5,8,13
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,2,3,2,3,5
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,2,2,2,2,4
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,5,12,5,12,17
SAN BENITO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,19,3,19,3,22
SAN BORJA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,56,42,56,42,98
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,4,6,4,6,10
SAN CARLOS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,54,0,54,0,54
SAN IGNACIO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,29,13,29,13,42
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,98,30,98,30,128
SAN JAVIER(STC),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,27,2,27,2,29
SAN JOAQUIN,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,6,0,6,0,6
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,34,0,34,0,34
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,13,0,13,0,13
SAN JULIAN,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,39,41,39,41,80
SAN LORENZO(PND),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,6,12,6,12,18
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,14,12,14,12,26
SAN LUCAS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,24,40,24,40,64
SAN MATIAS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,28,0,28,0,28
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,20,6,20,6,26
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,3,3,3,3,6
SAN PEDRO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,27,4,27,4,31
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,14,30,14,30,44
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,0,1,0,1,1
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,9,3,9,3,12
SAN PEDRO(PND),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,0,1,0,1,1
SAN RAFAEL,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,14,0,14,0,14
SAN RAMON,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,19,1,19,1,20
SAN RAMON,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,4,10,4,10,14
SANTA ANA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,21,8,21,8,29
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,2201,45,2201,45,2246
SANTA ROSA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,10,5,10,5,15
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,16,6,16,6,22
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,1,7,1,7,8
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,1,10,1,10,11
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,0,4,0,4,4
SANTIVAÑES,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,6,2,6,2,8
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,5,3,5,3,8
SAPAHAQUI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,3,11,3,11,14
SENA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,3,0,3,0,3
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,14,8,14,8,22
SICAYA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,4,2,4,2,6
SIPE SIPE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,48,0,48,0,48
SOPACHUY,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,4,2,4,2,6
SORACACHI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,5,6,5,6,11
SORATA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,9,12,9,12,21
SUCRE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,447,8,447,8,455
TACACOMA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,4,3,4,3,7
TACOBAMBA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,10,8,10,8,18
TACOPAYA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,9,8,9,8,17
TAHUA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,1,2,1,2,3
TAPACARI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,32,25,32,25,57
TARABUCO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,11,7,11,7,18
TARACO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,0,1,0,1,1
TARATA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,8,0,8,0,8
TARIJA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,290,1,290,1,291
TARVITA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,10,12,10,12,22
TEOPONTE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,9,4,9,4,13
TIAWANACU,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,10,15,10,15,25
TINGUIPAYA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,12,20,12,20,32
TIPUANI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,12,0,12,0,12
TIQUIPAYA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,70,0,70,0,70
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,70,20,70,20,90
TOCO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,10,2,10,2,12
TODOS SANTOS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,1,0,1,0,1
TOLATA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,8,1,8,1,9
TOLEDO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,6,2,6,2,8
TOMAVE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,15,5,15,5,20
TOMINA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,8,6,8,6,14
TORO TORO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,6,10,6,10,16
TOTORA(CBBA),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,13,6,13,6,19
TOTORA(ORR),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,4,1,4,1,5
TRINIDAD,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,172,4,172,4,176
TUPIZA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,52,22,52,22,74
TURCO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,1,4,1,4,5
UMALA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,0,20,0,20,20
UNCIA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,36,31,36,31,67
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,11,4,11,4,15
URUBICHA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,0,13,0,13,13
UYUNI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,27,0,27,0,27
VACAS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,4,11,4,11,15
VALLEGRANDE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,25,7,25,7,32
VIACHA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,89,6,89,6,95
VILA VILA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,3,2,3,2,5
VILLA MONTES,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,78,24,78,24,102
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,1,5,1,5,6
VILLA RIVERO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,4,6,4,6,10
