,group,variable,month,APLICACIÓN DE FLUOR MENORES DE 5 AÑOS,APLICACIÓN DE FLUOR MENORES DE 5 AÑOS,APLICACIÓN DE FLUOR 5 A 13 AÑOS,APLICACIÓN DE FLUOR 5 A 13 AÑOS,APLICACIÓN DE FLUOR 14 A 19 AÑOS,APLICACIÓN DE FLUOR 14 A 19 AÑOS,APLICACIÓN DE FLUOR 20 A 59 AÑOS,APLICACIÓN DE FLUOR 20 A 59 AÑOS,APLICACIÓN DE FLUOR 60 AÑOS Y MAS,APLICACIÓN DE FLUOR 60 AÑOS Y MAS,APLICACIÓN DE FLUOR EMB,APLICACIÓN DE FLUOR EMB,APLICACIÓN DE FLUOR POST,APLICACIÓN DE FLUOR POST,TOTALES,TOTALES,TOTALES
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,aplicacion de fluor,2016-07-01,1,2,0,2,1,1,0,1,0,0,0,0,0,0,2,6,8
VILLAZON,atencion odontologica,aplicacion de fluor,2016-07-01,2,4,5,11,1,0,0,5,1,0,0,0,0,0,9,20,29
VINTO,atencion odontologica,aplicacion de fluor,2016-07-01,11,14,0,1,0,0,0,4,0,0,0,0,0,0,11,19,30
VITICHI,atencion odontologica,aplicacion de fluor,2016-07-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2
WARNES,atencion odontologica,aplicacion de fluor,2016-07-01,39,23,4,4,4,2,1,9,0,0,0,0,0,0,48,38,86
YACO,atencion odontologica,aplicacion de fluor,2016-07-01,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,3
YACUIBA,atencion odontologica,aplicacion de fluor,2016-07-01,16,6,15,9,17,19,10,23,4,4,0,0,0,0,62,61,123
YAMPARAEZ,atencion odontologica,aplicacion de fluor,2016-07-01,8,2,0,0,0,0,0,0,0,0,0,0,0,0,8,2,10
YANACACHI,atencion odontologica,aplicacion de fluor,2016-07-01,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2
YAPACANI,atencion odontologica,aplicacion de fluor,2016-07-01,32,41,0,2,1,1,0,10,3,8,0,0,0,0,36,62,98
YOCALLA,atencion odontologica,aplicacion de fluor,2016-07-01,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,3,3
YOTALA,atencion odontologica,aplicacion de fluor,2016-07-01,17,17,0,2,0,0,1,1,0,0,0,0,0,0,18,20,38
ZUDAÑEZ,atencion odontologica,aplicacion de fluor,2016-07-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
ACACIO,atencion odontologica,aplicacion de fluor,2016-08-01,0,5,0,0,0,0,4,8,1,0,0,0,0,0,5,13,18
ACHACACHI,atencion odontologica,aplicacion de fluor,2016-08-01,11,6,1,0,0,0,0,0,0,0,0,0,0,0,12,6,18
ACHOCALLA,atencion odontologica,aplicacion de fluor,2016-08-01,9,12,2,0,0,0,0,0,0,0,0,0,0,0,11,12,23
AIQUILE,atencion odontologica,aplicacion de fluor,2016-08-01,2,8,1,1,0,0,0,0,0,0,0,0,0,0,3,9,12
ALALAY,atencion odontologica,aplicacion de fluor,2016-08-01,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2
ALCALA,atencion odontologica,aplicacion de fluor,2016-08-01,0,0,0,0,0,1,1,2,0,0,0,0,0,0,1,3,4
ALTO BENI,atencion odontologica,aplicacion de fluor,2016-08-01,11,8,6,5,0,0,0,2,0,0,0,0,0,0,17,15,32
ANCORAIMES,atencion odontologica,aplicacion de fluor,2016-08-01,26,18,0,0,0,3,0,1,0,0,0,0,0,0,26,22,48
ANDAMARCA,atencion odontologica,aplicacion de fluor,2016-08-01,1,3,18,18,0,0,0,1,0,2,0,0,0,0,19,24,43
ANTEQUERA,atencion odontologica,aplicacion de fluor,2016-08-01,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2
ANZALDO,atencion odontologica,aplicacion de fluor,2016-08-01,47,35,58,149,0,11,0,0,0,1,0,0,0,0,105,196,301
APOLO,atencion odontologica,aplicacion de fluor,2016-08-01,3,1,0,0,0,0,0,1,0,0,0,0,0,0,3,2,5
ARAMPAMPA,atencion odontologica,aplicacion de fluor,2016-08-01,1,2,0,0,0,0,1,1,0,1,0,0,0,0,2,4,6
ARANI,atencion odontologica,aplicacion de fluor,2016-08-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
ARBIETO,atencion odontologica,aplicacion de fluor,2016-08-01,3,10,0,0,0,0,0,0,0,0,0,0,0,0,3,10,13
ARQUE,atencion odontologica,aplicacion de fluor,2016-08-01,4,4,0,1,1,1,2,2,1,0,0,0,0,0,8,8,16
ASCENCION DE GUARAYOS,atencion odontologica,aplicacion de fluor,2016-08-01,2,2,0,0,0,0,0,1,0,0,0,0,0,0,2,3,5
ATOCHA,atencion odontologica,aplicacion de fluor,2016-08-01,0,0,4,7,0,2,1,2,0,0,0,0,0,0,5,11,16
AUCAPATA,atencion odontologica,aplicacion de fluor,2016-08-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
AYATA,atencion odontologica,aplicacion de fluor,2016-08-01,5,7,0,0,0,0,0,0,0,0,0,0,0,0,5,7,12
AYO AYO,atencion odontologica,aplicacion de fluor,2016-08-01,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,aplicacion de fluor,2016-08-01,18,22,1,0,0,0,0,4,1,3,0,0,0,0,20,29,49
AZURDUY,atencion odontologica,aplicacion de fluor,2016-08-01,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
BATALLAS,atencion odontologica,aplicacion de fluor,2016-08-01,12,14,0,0,0,0,0,0,0,0,0,0,0,0,12,14,26
BELEN DE URMIRI,atencion odontologica,aplicacion de fluor,2016-08-01,2,2,0,0,1,1,0,3,0,0,0,0,0,0,3,6,9
BELLA FLOR,atencion odontologica,aplicacion de fluor,2016-08-01,2,1,7,6,0,3,0,2,0,0,0,0,0,0,9,12,21
BERMEJO,atencion odontologica,aplicacion de fluor,2016-08-01,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3,3
BETANZOS,atencion odontologica,aplicacion de fluor,2016-08-01,34,20,0,0,0,1,6,2,0,0,0,0,0,0,40,23,63
BOLIVAR,atencion odontologica,aplicacion de fluor,2016-08-01,0,1,3,7,0,0,0,0,0,0,0,0,0,0,3,8,11
BOYUIBE,atencion odontologica,aplicacion de fluor,2016-08-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
BUENA VISTA,atencion odontologica,aplicacion de fluor,2016-08-01,152,110,1,0,0,1,0,0,0,0,0,0,0,0,153,111,264
CABEZAS,atencion odontologica,aplicacion de fluor,2016-08-01,39,63,1,0,0,2,1,3,0,0,0,0,0,0,41,68,109
CAIROMA,atencion odontologica,aplicacion de fluor,2016-08-01,3,6,1,2,0,0,0,0,0,0,0,0,0,0,4,8,12
CAJUATA,atencion odontologica,aplicacion de fluor,2016-08-01,5,7,0,0,0,0,1,0,0,0,0,0,0,0,6,7,13
CALACOTO,atencion odontologica,aplicacion de fluor,2016-08-01,5,5,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10
CALAMARCA,atencion odontologica,aplicacion de fluor,2016-08-01,5,3,2,0,0,0,0,0,0,0,0,0,0,0,7,3,10
CAMARGO,atencion odontologica,aplicacion de fluor,2016-08-01,1,6,0,0,0,1,0,1,0,0,0,0,0,0,1,8,9
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,aplicacion de fluor,2016-08-01,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
CAMIRI,atencion odontologica,aplicacion de fluor,2016-08-01,100,99,44,21,3,12,25,68,16,11,0,0,0,0,188,211,399
CAPINOTA,atencion odontologica,aplicacion de fluor,2016-08-01,2,0,0,0,0,0,0,1,0,1,0,0,0,0,2,2,4
CAQUIAVIRI,atencion odontologica,aplicacion de fluor,2016-08-01,3,5,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8
CARACOLLO,atencion odontologica,aplicacion de fluor,2016-08-01,3,8,14,11,0,2,1,2,0,3,0,0,0,0,18,26,44
CARANAVI,atencion odontologica,aplicacion de fluor,2016-08-01,85,108,19,16,1,8,3,18,14,8,0,0,0,0,122,158,280
CARAPARI,atencion odontologica,aplicacion de fluor,2016-08-01,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,2
CARIPUYO,atencion odontologica,aplicacion de fluor,2016-08-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CARMEN RIVERO TORREZ,atencion odontologica,aplicacion de fluor,2016-08-01,14,19,7,7,0,0,0,2,0,0,0,0,0,0,21,28,49
CATACORA,atencion odontologica,aplicacion de fluor,2016-08-01,2,0,0,0,1,3,0,0,0,0,0,0,0,0,3,3,6
CHALLAPATA,atencion odontologica,aplicacion de fluor,2016-08-01,12,19,34,34,0,3,6,20,2,3,0,0,0,0,54,79,133
CHAQUI,atencion odontologica,aplicacion de fluor,2016-08-01,3,7,0,0,0,1,0,0,0,2,0,0,0,0,3,10,13
CHARAGUA,atencion odontologica,aplicacion de fluor,2016-08-01,28,34,3,6,4,1,1,1,0,0,0,0,0,0,36,42,78
CHARAÑA,atencion odontologica,aplicacion de fluor,2016-08-01,10,10,0,0,0,0,0,0,0,0,0,0,0,0,10,10,20
CHAYANTA,atencion odontologica,aplicacion de fluor,2016-08-01,2,3,1,0,1,0,2,2,0,0,0,0,0,0,6,5,11
CHIMORE,atencion odontologica,aplicacion de fluor,2016-08-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CHUA COCANI,atencion odontologica,aplicacion de fluor,2016-08-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,aplicacion de fluor,2016-08-01,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4
CHUMA,atencion odontologica,aplicacion de fluor,2016-08-01,7,9,10,5,0,0,0,0,0,0,0,0,0,0,17,14,31
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,aplicacion de fluor,2016-08-01,3,2,0,0,0,0,0,3,0,3,0,0,0,0,3,8,11
CKOCHAS,atencion odontologica,aplicacion de fluor,2016-08-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
CLIZA,atencion odontologica,aplicacion de fluor,2016-08-01,3,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
COBIJA,atencion odontologica,aplicacion de fluor,2016-08-01,136,143,2,1,0,2,2,4,0,0,0,0,0,0,140,150,290
COCAPATA,atencion odontologica,aplicacion de fluor,2016-08-01,20,24,0,0,0,0,0,4,5,3,0,0,0,0,25,31,56
COCHABAMBA,atencion odontologica,aplicacion de fluor,2016-08-01,312,242,145,192,45,85,66,242,34,58,0,0,0,0,602,819,1421
COIPASA,atencion odontologica,aplicacion de fluor,2016-08-01,3,4,0,1,0,0,0,0,0,0,0,0,0,0,3,5,8
COLCAPIRHUA,atencion odontologica,aplicacion de fluor,2016-08-01,18,24,4,3,3,3,5,38,11,7,0,0,0,0,41,75,116
"COLCHA ""K""",atencion odontologica,aplicacion de fluor,2016-08-01,4,2,0,0,0,0,0,1,0,0,0,0,0,0,4,3,7
COLLANA,atencion odontologica,aplicacion de fluor,2016-08-01,2,0,1,1,0,0,0,0,0,0,0,0,0,0,3,1,4
COLOMI,atencion odontologica,aplicacion de fluor,2016-08-01,18,19,0,0,0,1,0,1,0,0,0,0,0,0,18,21,39
COLPA BELGICA,atencion odontologica,aplicacion de fluor,2016-08-01,17,15,68,95,5,2,0,0,0,0,0,0,0,0,90,112,202
COLQUECHACA,atencion odontologica,aplicacion de fluor,2016-08-01,1,4,0,2,0,1,0,2,2,5,0,0,0,0,3,14,17
COLQUENCHA,atencion odontologica,aplicacion de fluor,2016-08-01,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,2
COLQUIRI,atencion odontologica,aplicacion de fluor,2016-08-01,5,1,0,1,0,4,0,1,0,0,0,0,0,0,5,7,12
COMARAPA,atencion odontologica,aplicacion de fluor,2016-08-01,1,1,1,0,1,2,0,3,4,4,0,0,0,0,7,10,17
CONCEPCION,atencion odontologica,aplicacion de fluor,2016-08-01,60,75,94,108,0,0,1,4,1,0,0,0,0,0,156,187,343
CORIPATA,atencion odontologica,aplicacion de fluor,2016-08-01,36,33,0,1,0,2,0,4,0,0,0,0,0,0,36,40,76
CORO CORO,atencion odontologica,aplicacion de fluor,2016-08-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
COROICO,atencion odontologica,aplicacion de fluor,2016-08-01,3,4,18,14,0,0,0,0,0,0,0,0,0,0,21,18,39
CORQUE,atencion odontologica,aplicacion de fluor,2016-08-01,3,1,0,0,0,0,1,0,0,0,0,0,0,0,4,1,5
COTAGAITA,atencion odontologica,aplicacion de fluor,2016-08-01,3,8,4,9,0,0,3,0,4,0,0,0,0,0,14,17,31
COTOCA,atencion odontologica,aplicacion de fluor,2016-08-01,154,193,0,0,0,14,0,60,5,15,0,0,0,0,159,282,441
CUATRO CAÑADAS,atencion odontologica,aplicacion de fluor,2016-08-01,43,37,0,0,1,4,0,11,4,0,0,0,0,0,48,52,100
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,aplicacion de fluor,2016-08-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CUEVO,atencion odontologica,aplicacion de fluor,2016-08-01,49,58,5,3,0,0,0,1,0,0,0,0,0,0,54,62,116
CULPINA,atencion odontologica,aplicacion de fluor,2016-08-01,1,3,0,1,0,0,0,0,0,0,0,0,0,0,1,4,5
CURVA,atencion odontologica,aplicacion de fluor,2016-08-01,5,3,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8
DESAGUADERO,atencion odontologica,aplicacion de fluor,2016-08-01,4,2,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
EL ALTO,atencion odontologica,aplicacion de fluor,2016-08-01,477,529,293,296,102,106,93,184,2,4,0,0,0,0,967,1119,2086
EL CHORO,atencion odontologica,aplicacion de fluor,2016-08-01,7,4,0,0,0,0,1,1,1,2,0,0,0,0,9,7,16
EL PUENTE(STC),atencion odontologica,aplicacion de fluor,2016-08-01,4,6,0,0,0,0,0,10,2,1,0,0,0,0,6,17,23
EL TORNO,atencion odontologica,aplicacion de fluor,2016-08-01,253,276,269,263,11,14,16,81,9,9,0,0,0,0,558,643,1201
EL VILLAR,atencion odontologica,aplicacion de fluor,2016-08-01,3,2,0,0,0,2,3,2,0,0,0,0,0,0,6,6,12
ENTRE RIOS TRJ,atencion odontologica,aplicacion de fluor,2016-08-01,3,3,22,24,0,2,0,0,0,0,0,0,0,0,25,29,54
ENTRE RIOS CBBA,atencion odontologica,aplicacion de fluor,2016-08-01,1,0,0,1,0,0,0,2,0,0,0,0,0,0,1,3,4
ESCOMA,atencion odontologica,aplicacion de fluor,2016-08-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ESMERALDA,atencion odontologica,aplicacion de fluor,2016-08-01,1,0,0,0,0,0,0,0,5,3,0,0,0,0,6,3,9
EUCALIPTUS,atencion odontologica,aplicacion de fluor,2016-08-01,11,4,0,0,0,0,0,0,0,0,0,0,0,0,11,4,15
EUREKA (SANTOS MERCADO),atencion odontologica,aplicacion de fluor,2016-08-01,9,13,0,1,0,0,0,3,0,0,0,0,0,0,9,17,26
FILADELFIA,atencion odontologica,aplicacion de fluor,2016-08-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,aplicacion de fluor,2016-08-01,17,23,1,2,0,1,0,3,0,0,0,0,0,0,18,29,47
GUANAY,atencion odontologica,aplicacion de fluor,2016-08-01,20,22,0,0,0,0,1,0,0,0,0,0,0,0,21,22,43
GUAQUI,atencion odontologica,aplicacion de fluor,2016-08-01,6,8,0,0,0,0,0,0,0,0,0,0,0,0,6,8,14
GUAYARAMERIN,atencion odontologica,aplicacion de fluor,2016-08-01,10,16,12,17,2,2,1,7,0,0,0,0,0,0,25,42,67
GUTIERREZ,atencion odontologica,aplicacion de fluor,2016-08-01,18,16,1,0,0,2,0,0,0,0,0,0,0,0,19,18,37
HUACHACALLA,atencion odontologica,aplicacion de fluor,2016-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
HUANUNI,atencion odontologica,aplicacion de fluor,2016-08-01,5,1,1,2,1,0,0,1,0,0,0,0,0,0,7,4,11
HUARACAJE,atencion odontologica,aplicacion de fluor,2016-08-01,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,3,3
HUARINA,atencion odontologica,aplicacion de fluor,2016-08-01,7,7,0,0,0,0,0,0,0,0,0,0,0,0,7,7,14
HUATAJATA,atencion odontologica,aplicacion de fluor,2016-08-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
HUAYLLAMARCA,atencion odontologica,aplicacion de fluor,2016-08-01,0,0,2,2,0,2,0,0,0,0,0,0,0,0,2,4,6
HUMANATA,atencion odontologica,aplicacion de fluor,2016-08-01,11,21,0,0,0,0,0,0,0,0,0,0,0,0,11,21,32
ICHOCA,atencion odontologica,aplicacion de fluor,2016-08-01,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
ICLA,atencion odontologica,aplicacion de fluor,2016-08-01,81,71,7,4,1,7,0,10,0,0,0,0,0,0,89,92,181
INCAHUASI,atencion odontologica,aplicacion de fluor,2016-08-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
INGAVI (HUMAITA),atencion odontologica,aplicacion de fluor,2016-08-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
INQUISIVI,atencion odontologica,aplicacion de fluor,2016-08-01,1,1,1,0,1,0,0,1,0,0,0,0,0,0,3,2,5
IRUPANA (VILLA DE LANZA),atencion odontologica,aplicacion de fluor,2016-08-01,15,18,0,0,0,0,0,0,0,0,0,0,0,0,15,18,33
IXIAMAS,atencion odontologica,aplicacion de fluor,2016-08-01,9,21,28,39,0,10,3,10,5,7,0,0,0,0,45,87,132
JESUS DE MACHACA,atencion odontologica,aplicacion de fluor,2016-08-01,14,22,0,2,0,0,0,1,0,0,0,0,0,0,14,25,39
LA ASUNTA,atencion odontologica,aplicacion de fluor,2016-08-01,30,29,9,1,14,3,0,3,0,1,0,0,0,0,53,37,90
LA GUARDIA,atencion odontologica,aplicacion de fluor,2016-08-01,93,111,0,0,0,0,0,1,3,1,0,0,0,0,96,113,209
LA PAZ,atencion odontologica,aplicacion de fluor,2016-08-01,926,817,650,732,47,47,45,149,93,112,0,0,0,0,1761,1857,3618
LAGUNILLAS,atencion odontologica,aplicacion de fluor,2016-08-01,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,4
LAJA,atencion odontologica,aplicacion de fluor,2016-08-01,2,5,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7
LICOMA PAMPA,atencion odontologica,aplicacion de fluor,2016-08-01,5,4,0,0,0,0,1,0,1,0,0,0,0,0,7,4,11
LLALLAGUA,atencion odontologica,aplicacion de fluor,2016-08-01,12,2,14,5,3,7,6,0,0,0,0,0,0,0,35,14,49
LLICA,atencion odontologica,aplicacion de fluor,2016-08-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
LURIBAY,atencion odontologica,aplicacion de fluor,2016-08-01,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2
MACHACAMARCA,atencion odontologica,aplicacion de fluor,2016-08-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
MACHARETI,atencion odontologica,aplicacion de fluor,2016-08-01,2,2,0,0,0,1,0,0,0,0,0,0,0,0,2,3,5
MAGDALENA,atencion odontologica,aplicacion de fluor,2016-08-01,3,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,4
MAIRANA,atencion odontologica,aplicacion de fluor,2016-08-01,22,22,9,7,8,15,5,26,0,0,0,0,0,0,44,70,114
MAPIRI,atencion odontologica,aplicacion de fluor,2016-08-01,43,42,19,22,2,0,0,0,0,0,0,0,0,0,64,64,128
MECAPACA,atencion odontologica,aplicacion de fluor,2016-08-01,6,2,0,1,0,0,0,0,0,0,0,0,0,0,6,3,9
MIZQUE,atencion odontologica,aplicacion de fluor,2016-08-01,21,16,0,0,0,0,0,1,0,0,0,0,0,0,21,17,38
MOCOMOCO,atencion odontologica,aplicacion de fluor,2016-08-01,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6
MOJOCOYA,atencion odontologica,aplicacion de fluor,2016-08-01,6,3,6,3,0,0,2,3,0,0,0,0,0,0,14,9,23
MONTEAGUDO,atencion odontologica,aplicacion de fluor,2016-08-01,9,4,1,0,0,2,3,1,0,0,0,0,0,0,13,7,20
MONTERO,atencion odontologica,aplicacion de fluor,2016-08-01,50,71,18,14,1,11,17,51,5,3,0,0,0,0,91,150,241
MORO MORO,atencion odontologica,aplicacion de fluor,2016-08-01,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
MOROCHATA,atencion odontologica,aplicacion de fluor,2016-08-01,3,9,0,0,0,0,0,0,0,0,0,0,0,0,3,9,12
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,aplicacion de fluor,2016-08-01,5,7,2,3,0,0,0,0,0,0,0,0,0,0,7,10,17
OCURI,atencion odontologica,aplicacion de fluor,2016-08-01,8,21,0,0,0,0,0,7,2,1,0,0,0,0,10,29,39
OKINAWA,atencion odontologica,aplicacion de fluor,2016-08-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
OMEREQUE,atencion odontologica,aplicacion de fluor,2016-08-01,7,12,1,1,0,0,0,0,0,0,0,0,0,0,8,13,21
ORURO,atencion odontologica,aplicacion de fluor,2016-08-01,83,82,70,79,14,37,61,81,27,8,0,0,0,0,255,287,542
PADCAYA,atencion odontologica,aplicacion de fluor,2016-08-01,5,5,36,43,0,0,0,0,0,0,0,0,0,0,41,48,89
PADILLA,atencion odontologica,aplicacion de fluor,2016-08-01,1,2,0,0,0,0,2,1,0,0,0,0,0,0,3,3,6
PAILON,atencion odontologica,aplicacion de fluor,2016-08-01,1,1,1,1,1,1,0,1,0,0,0,0,0,0,3,4,7
PALCA,atencion odontologica,aplicacion de fluor,2016-08-01,16,22,0,0,0,0,0,0,0,0,0,0,0,0,16,22,38
PALOS BLANCOS,atencion odontologica,aplicacion de fluor,2016-08-01,40,35,5,4,0,1,0,1,0,0,0,0,0,0,45,41,86
PAMPA GRANDE,atencion odontologica,aplicacion de fluor,2016-08-01,28,24,0,0,0,3,0,8,0,0,0,0,0,0,28,35,63
PAPEL PAMPA,atencion odontologica,aplicacion de fluor,2016-08-01,4,3,0,1,0,5,0,5,4,1,0,0,0,0,8,15,23
PASORAPA,atencion odontologica,aplicacion de fluor,2016-08-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
PATACAMAYA,atencion odontologica,aplicacion de fluor,2016-08-01,6,10,1,1,0,0,0,1,0,0,0,0,0,0,7,12,19
PAZÑA,atencion odontologica,aplicacion de fluor,2016-08-01,1,1,2,5,0,0,0,2,0,0,0,0,0,0,3,8,11
PELECHUCO,atencion odontologica,aplicacion de fluor,2016-08-01,3,10,0,0,0,0,0,0,0,0,0,0,0,0,3,10,13
POCOATA,atencion odontologica,aplicacion de fluor,2016-08-01,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
POCONA,atencion odontologica,aplicacion de fluor,2016-08-01,4,0,33,26,0,0,0,0,0,0,0,0,0,0,37,26,63
POJO (CBBA),atencion odontologica,aplicacion de fluor,2016-08-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
POOPO,atencion odontologica,aplicacion de fluor,2016-08-01,1,0,0,1,0,0,7,2,4,5,0,0,0,0,12,8,20
PORCO,atencion odontologica,aplicacion de fluor,2016-08-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
POROMA,atencion odontologica,aplicacion de fluor,2016-08-01,14,18,59,43,15,14,2,2,0,0,0,0,0,0,90,77,167
PORONGO,atencion odontologica,aplicacion de fluor,2016-08-01,13,11,226,223,58,33,0,0,0,0,0,0,0,0,297,267,564
PORTACHUELO,atencion odontologica,aplicacion de fluor,2016-08-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
PORVENIR,atencion odontologica,aplicacion de fluor,2016-08-01,14,19,1,4,0,0,0,1,0,0,0,0,0,0,15,24,39
POSTRER VALLE,atencion odontologica,aplicacion de fluor,2016-08-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
POTOSI,atencion odontologica,aplicacion de fluor,2016-08-01,60,53,8,10,10,12,39,52,23,21,0,0,0,0,140,148,288
PRESTO,atencion odontologica,aplicacion de fluor,2016-08-01,2,2,0,0,0,1,0,2,0,0,0,0,0,0,2,5,7
PUCARA,atencion odontologica,aplicacion de fluor,2016-08-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
PUCARANI,atencion odontologica,aplicacion de fluor,2016-08-01,37,32,12,11,3,11,12,38,3,1,0,0,0,0,67,93,160
PUERTO ACOSTA,atencion odontologica,aplicacion de fluor,2016-08-01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
PUERTO CARABUCO,atencion odontologica,aplicacion de fluor,2016-08-01,3,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
PUERTO GONZALO MORENO,atencion odontologica,aplicacion de fluor,2016-08-01,18,14,42,56,2,3,0,6,1,6,0,0,0,0,63,85,148
PUERTO QUIJARRO,atencion odontologica,aplicacion de fluor,2016-08-01,13,12,0,0,0,0,0,0,0,0,0,0,0,0,13,12,25
PUERTO RICO,atencion odontologica,aplicacion de fluor,2016-08-01,30,31,17,34,1,2,0,4,0,0,0,0,0,0,48,71,119
PUERTO SUAREZ,atencion odontologica,aplicacion de fluor,2016-08-01,0,0,8,5,1,0,0,0,0,0,0,0,0,0,9,5,14
PUERTO VILLARROEL,atencion odontologica,aplicacion de fluor,2016-08-01,6,0,1,0,0,0,0,2,0,0,0,0,0,0,7,2,9
PUNA,atencion odontologica,aplicacion de fluor,2016-08-01,3,6,0,0,0,0,0,1,0,0,0,0,0,0,3,7,10
PUNATA,atencion odontologica,aplicacion de fluor,2016-08-01,3,2,0,2,0,3,0,0,0,0,0,0,0,0,3,7,10
QUIABAYA,atencion odontologica,aplicacion de fluor,2016-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
QUILLACOLLO,atencion odontologica,aplicacion de fluor,2016-08-01,112,116,34,38,25,38,38,61,29,22,0,0,0,0,238,275,513
QUIME,atencion odontologica,aplicacion de fluor,2016-08-01,9,11,2,3,2,0,2,0,0,0,0,0,0,0,15,14,29
QUIRUSILLAS,atencion odontologica,aplicacion de fluor,2016-08-01,2,1,2,0,0,0,1,0,0,0,0,0,0,0,5,1,6
RAVELO,atencion odontologica,aplicacion de fluor,2016-08-01,14,16,0,0,0,0,0,1,6,3,0,0,0,0,20,20,40
REYES,atencion odontologica,aplicacion de fluor,2016-08-01,4,1,46,45,9,5,0,0,0,0,0,0,0,0,59,51,110
RIBERALTA,atencion odontologica,aplicacion de fluor,2016-08-01,64,58,67,69,4,32,10,49,4,3,0,0,0,0,149,211,360
ROBORE,atencion odontologica,aplicacion de fluor,2016-08-01,17,28,0,0,0,0,0,0,0,0,0,0,0,0,17,28,45
RURRENABAQUE,atencion odontologica,aplicacion de fluor,2016-08-01,28,33,39,34,27,22,29,20,7,10,0,0,0,0,130,119,249
SABAYA,atencion odontologica,aplicacion de fluor,2016-08-01,0,0,40,10,11,8,0,1,0,0,0,0,0,0,51,19,70
