,group,variable,month,PERIODONCIA MENORES DE 5 AÑOS,PERIODONCIA MENORES DE 5 AÑOS,PERIODONCIA 5 A 13 AÑOS,PERIODONCIA 5 A 13 AÑOS,PERIODONCIA 14 A 19 AÑOS,PERIODONCIA 14 A 19 AÑOS,PERIODONCIA 20 A 59 AÑOS,PERIODONCIA 20 A 59 AÑOS,PERIODONCIA 60 AÑOS Y MAS,PERIODONCIA 60 AÑOS Y MAS,PERIODONCIA EMB,PERIODONCIA EMB,PERIODONCIA POST,PERIODONCIA POST,TOTALES,TOTALES,TOTALES
UMALA,atencion odontologica,periodoncia,2016-06-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
UNCIA,atencion odontologica,periodoncia,2016-06-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
URIONDO (A. CONCEPCION),atencion odontologica,periodoncia,2016-06-01,0,0,2,2,1,5,1,10,0,1,0,0,0,0,4,18,22
UYUNI,atencion odontologica,periodoncia,2016-06-01,0,0,0,0,0,0,2,4,0,1,0,0,0,0,2,5,7
VACAS,atencion odontologica,periodoncia,2016-06-01,0,0,1,0,0,1,3,5,0,2,0,0,0,0,4,8,12
VALLEGRANDE,atencion odontologica,periodoncia,2016-06-01,0,0,2,0,0,4,13,8,4,1,0,0,0,0,19,13,32
VIACHA,atencion odontologica,periodoncia,2016-06-01,0,0,2,3,1,2,2,17,6,5,0,0,0,0,11,27,38
VILA VILA,atencion odontologica,periodoncia,2016-06-01,0,0,1,0,1,1,1,4,0,0,0,0,0,0,3,5,8
VILLA CHARCAS,atencion odontologica,periodoncia,2016-06-01,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
VILLA MONTES,atencion odontologica,periodoncia,2016-06-01,0,0,9,7,7,19,48,31,0,0,0,0,0,0,64,57,121
VILLA NUEVA (LOMA ALTA),atencion odontologica,periodoncia,2016-06-01,0,0,0,0,0,0,0,4,10,6,0,0,0,0,10,10,20
VILLA RIVERO,atencion odontologica,periodoncia,2016-06-01,0,0,0,0,1,0,0,1,0,2,0,0,0,0,1,3,4
VILLA SERRANO,atencion odontologica,periodoncia,2016-06-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
VILLA TUNARI,atencion odontologica,periodoncia,2016-06-01,0,0,1,2,4,3,2,20,5,0,0,0,0,0,12,25,37
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,periodoncia,2016-06-01,0,0,0,0,0,2,1,5,0,1,0,0,0,0,1,8,9
VILLAZON,atencion odontologica,periodoncia,2016-06-01,0,0,0,0,0,3,2,15,0,2,0,0,0,0,2,20,22
VINTO,atencion odontologica,periodoncia,2016-06-01,0,0,0,0,1,3,0,38,8,8,0,0,0,0,9,49,58
VITICHI,atencion odontologica,periodoncia,2016-06-01,0,0,0,0,1,0,2,5,0,1,0,0,0,0,3,6,9
WALDO BALLIVIAN,atencion odontologica,periodoncia,2016-06-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
WARNES,atencion odontologica,periodoncia,2016-06-01,0,0,0,1,5,0,2,7,0,2,0,0,0,0,7,10,17
YACO,atencion odontologica,periodoncia,2016-06-01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
YACUIBA,atencion odontologica,periodoncia,2016-06-01,0,0,2,1,4,4,22,59,13,2,0,0,0,0,41,66,107
YAMPARAEZ,atencion odontologica,periodoncia,2016-06-01,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,14,14
YANACACHI,atencion odontologica,periodoncia,2016-06-01,0,0,1,0,0,0,2,3,0,0,0,0,0,0,3,3,6
YAPACANI,atencion odontologica,periodoncia,2016-06-01,0,0,0,0,0,1,2,15,18,15,0,0,0,0,20,31,51
YOCALLA,atencion odontologica,periodoncia,2016-06-01,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,5
YOTALA,atencion odontologica,periodoncia,2016-06-01,0,0,1,0,0,1,0,8,0,0,0,0,0,0,1,9,10
YUNCHARA,atencion odontologica,periodoncia,2016-06-01,0,0,0,1,0,1,3,4,0,0,0,0,0,0,3,6,9
ZUDAÑEZ,atencion odontologica,periodoncia,2016-06-01,0,0,0,0,0,3,1,4,0,0,0,0,0,0,1,7,8
ACACIO,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
ACHACACHI,atencion odontologica,periodoncia,2016-07-01,0,0,0,1,1,2,2,7,12,4,0,0,0,0,15,14,29
ACHOCALLA,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
AIQUILE,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,1,7,23,8,7,0,0,0,0,15,31,46
ALCALA,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,3,7,2,4,0,0,0,0,0,0,5,11,16
ANCORAIMES,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,5,5
ANDAMARCA,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,0,1,3,1,0,0,0,0,0,2,3,5
ANTEQUERA,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
ANZALDO,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,1,2,0,4,3,4,0,0,0,0,4,10,14
APOLO,atencion odontologica,periodoncia,2016-07-01,0,0,1,0,0,0,1,6,0,0,0,0,0,0,2,6,8
ARANI,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,1,3,0,6,1,4,0,0,0,0,2,13,15
ARBIETO,atencion odontologica,periodoncia,2016-07-01,0,0,2,0,2,3,10,8,9,21,0,0,0,0,23,32,55
ARQUE,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,2,2,14,0,3,0,0,0,0,2,19,21
ASCENCION DE GUARAYOS,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
ATOCHA,atencion odontologica,periodoncia,2016-07-01,0,0,2,1,1,5,3,11,6,2,0,0,0,0,12,19,31
AYATA,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
AYO AYO,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,periodoncia,2016-07-01,0,0,1,0,1,3,13,21,7,7,0,0,0,0,22,31,53
AZURDUY,atencion odontologica,periodoncia,2016-07-01,0,0,1,0,2,0,0,2,0,0,0,0,0,0,3,2,5
BAURES,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,1,0,3,3,0,0,0,0,0,0,4,3,7
BELLA FLOR,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,0,1,1,4,1,0,0,0,0,5,2,7
BERMEJO,atencion odontologica,periodoncia,2016-07-01,0,0,2,0,5,4,5,18,0,0,0,0,0,0,12,22,34
BETANZOS,atencion odontologica,periodoncia,2016-07-01,0,0,2,0,1,8,3,6,1,0,0,0,0,0,7,14,21
BOLIVAR,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
BOYUIBE,atencion odontologica,periodoncia,2016-07-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
BUENA VISTA,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,4,2,1,0,0,0,0,0,0,2,5,7
CABEZAS,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,13,13
CAIROMA,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
"CAIZA ""D""",atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,1,0,0,4,2,0,0,0,0,4,3,7
CAJUATA,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,7
CALACOTO,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,0,0,4,2,0,0,0,0,0,2,4,6
CALAMARCA,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CAMARGO,atencion odontologica,periodoncia,2016-07-01,0,0,1,0,0,1,1,2,0,0,0,0,0,0,2,3,5
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,periodoncia,2016-07-01,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,2
CAMIRI,atencion odontologica,periodoncia,2016-07-01,0,0,0,2,1,3,0,16,2,0,0,0,0,0,3,21,24
CAPINOTA,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,2,0,19,9,14,0,0,0,0,9,35,44
CARACOLLO,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,1,0,3,4,1,1,0,0,0,0,5,5,10
CARANAVI,atencion odontologica,periodoncia,2016-07-01,0,0,8,6,12,15,10,29,7,6,0,0,0,0,37,56,93
CARAPARI,atencion odontologica,periodoncia,2016-07-01,0,0,3,1,2,3,4,5,0,0,0,0,0,0,9,9,18
CARIPUYO,atencion odontologica,periodoncia,2016-07-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CARMEN RIVERO TORREZ,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,0,5,10,2,2,0,0,0,0,7,12,19
CHALLAPATA,atencion odontologica,periodoncia,2016-07-01,0,0,0,1,1,3,3,15,2,0,0,0,0,0,6,19,25
CHAQUI,atencion odontologica,periodoncia,2016-07-01,0,0,0,1,0,1,0,3,1,2,0,0,0,0,1,7,8
CHARAGUA,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,1,6,8,0,0,0,0,0,0,6,9,15
CHARAÑA,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CHAYANTA,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
CHIMORE,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4
CHIPAYA,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3,0,3
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,periodoncia,2016-07-01,0,0,0,0,2,2,2,20,1,0,0,0,0,0,5,22,27
CHUMA,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,1,2,4,4,2,0,0,0,0,6,7,13
CKOCHAS,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,4,0,9,2,2,0,0,0,0,2,15,17
CLIZA,atencion odontologica,periodoncia,2016-07-01,0,0,1,3,1,8,10,22,9,23,0,0,0,0,21,56,77
COBIJA,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,1,4,8,7,0,5,0,0,0,0,9,16,25
COCAPATA,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,4,0,17,2,3,0,0,0,0,2,24,26
COCHABAMBA,atencion odontologica,periodoncia,2016-07-01,0,0,88,86,126,214,562,789,120,100,0,0,0,0,896,1189,2085
COIPASA,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,0,1,2,1,0,0,0,0,0,2,2,4
COLCAPIRHUA,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,1,0,34,26,24,0,0,0,0,26,59,85
"COLCHA ""K""",atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,2,0,2,2,2,0,0,0,0,2,6,8
COLOMI,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,2,0,8,8,7,0,0,0,0,8,17,25
COLQUECHACA,atencion odontologica,periodoncia,2016-07-01,0,0,0,1,0,4,3,14,9,11,0,0,0,0,12,30,42
COLQUENCHA,atencion odontologica,periodoncia,2016-07-01,0,0,2,3,0,0,0,1,0,0,0,0,0,0,2,4,6
COLQUIRI,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,0,6,5,0,2,0,0,0,0,6,7,13
CONCEPCION,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,2,2,3,2,0,0,0,0,0,4,5,9
CORIPATA,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,1,0,5,0,1,0,0,0,0,0,7,7
CORO CORO,atencion odontologica,periodoncia,2016-07-01,0,0,4,2,3,5,2,1,1,4,0,0,0,0,10,12,22
COROICO,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,0,1,1,10,5,0,0,0,0,11,6,17
COTAGAITA,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,4,3,15,22,1,0,0,0,0,0,20,25,45
COTOCA,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,3,0,4,37,1,5,0,0,0,0,8,42,50
CUATRO CAÑADAS,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,1,0,8,1,2,0,0,0,0,1,11,12
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
CUEVO,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
CULPINA,atencion odontologica,periodoncia,2016-07-01,0,0,0,1,0,0,1,1,0,2,0,0,0,0,1,4,5
DESAGUADERO,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
EL ALTO,atencion odontologica,periodoncia,2016-07-01,0,0,87,57,83,128,213,318,42,29,0,0,0,0,425,532,957
EL CHORO,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,0,1,1,0,4,0,0,0,0,1,5,6
EL PUENTE(STC),atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
EL PUENTE(TJA),atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,0,3,2,1,0,0,0,0,0,4,2,6
EL TORNO,atencion odontologica,periodoncia,2016-07-01,0,0,8,1,7,22,15,53,10,3,0,0,0,0,40,79,119
EL VILLAR,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,6,6
ENTRE RIOS TRJ,atencion odontologica,periodoncia,2016-07-01,0,0,10,8,2,2,1,7,0,0,0,0,0,0,13,17,30
ENTRE RIOS CBBA,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,5,5
ESCARA,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
EUCALIPTUS,atencion odontologica,periodoncia,2016-07-01,0,0,0,5,2,2,1,2,0,0,0,0,0,0,3,9,12
FERNANDEZ ALONSO,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,4,4
FILADELFIA,atencion odontologica,periodoncia,2016-07-01,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,2
GENERAL SAAVEDRA,atencion odontologica,periodoncia,2016-07-01,0,0,1,1,0,1,0,2,3,1,0,0,0,0,4,5,9
GUANAY,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,2,2,1,1,2,1,0,0,0,0,5,4,9
GUAQUI,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,0,1,3,2,1,0,0,0,0,3,4,7
GUAYARAMERIN,atencion odontologica,periodoncia,2016-07-01,0,0,1,2,2,5,0,38,0,0,0,0,0,0,3,45,48
GUTIERREZ,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,2,4
HUACAYA (VILLA DE HUACAYA),atencion odontologica,periodoncia,2016-07-01,0,0,0,0,1,0,1,1,1,0,0,0,0,0,3,1,4
HUACHACALLA,atencion odontologica,periodoncia,2016-07-01,0,0,0,1,1,0,2,2,0,0,0,0,0,0,3,3,6
HUANUNI,atencion odontologica,periodoncia,2016-07-01,0,0,1,0,2,5,9,19,0,1,0,0,0,0,12,25,37
HUARACAJE,atencion odontologica,periodoncia,2016-07-01,0,0,0,1,1,3,0,6,0,0,0,0,0,0,1,10,11
HUATAJATA,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
HUMANATA,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,4,4
ICHOCA,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,1,0,0,2,5,0,0,0,0,2,6,8
ICLA,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
INCAHUASI,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
INGAVI (HUMAITA),atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
INQUISIVI,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
IRUPANA (VILLA DE LANZA),atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,6,1,16,4,6,0,0,0,0,5,28,33
IXIAMAS,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,3,3
JESUS DE MACHACA,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,1,0,3,1,1,0,0,0,0,1,5,6
LA ASUNTA,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,0,3,7,0,0,0,0,0,0,3,7,10
LA GUARDIA,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,8,1,12,9,5,0,0,0,0,10,25,35
LA PAZ,atencion odontologica,periodoncia,2016-07-01,0,0,44,56,116,152,282,432,88,69,0,0,0,0,530,709,1239
LAGUNILLAS,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,1,1,0,2,0,0,0,0,0,0,1,3,4
LAJA,atencion odontologica,periodoncia,2016-07-01,0,0,4,2,1,7,2,30,0,3,0,0,0,0,7,42,49
LAS CARRERAS,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
LICOMA PAMPA,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,1,0,3,1,0,0,0,0,0,1,4,5
LLALLAGUA,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,1,1,0,2,0,0,0,0,0,0,1,3,4
LLICA,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,6
LURIBAY,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,1,3
MACHACAMARCA,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,6,6
MACHARETI,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,2,1,3,1,1,0,0,0,0,2,6,8
MAGDALENA,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,0,3,4,0,0,0,0,0,0,3,4,7
MAIRANA,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
MAPIRI,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,1,0,4,1,1,0,0,0,0,1,6,7
MECAPACA,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,3,0,4,10,0,0,0,0,0,0,7,10,17
MINEROS,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,5,20,14,10,0,0,0,0,0,30,19,49
MIZQUE,atencion odontologica,periodoncia,2016-07-01,0,0,1,2,0,5,6,5,14,21,0,0,0,0,21,33,54
MOCOMOCO,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
MOJINETE,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
MOJOCOYA,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,1,2,5,12,2,1,0,0,0,0,8,15,23
MONTEAGUDO,atencion odontologica,periodoncia,2016-07-01,0,0,0,4,1,3,3,4,1,0,0,0,0,0,5,11,16
MONTERO,atencion odontologica,periodoncia,2016-07-01,0,0,5,5,7,21,19,54,1,3,0,0,0,0,32,83,115
MOROCHATA,atencion odontologica,periodoncia,2016-07-01,0,0,0,4,0,3,3,13,12,12,0,0,0,0,15,32,47
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,0,1,2,2,0,0,0,0,0,3,2,5
OCURI,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,3
OMEREQUE,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,0,0,2,3,1,0,0,0,0,3,3,6
ORURO,atencion odontologica,periodoncia,2016-07-01,0,0,92,7,12,36,192,406,36,27,0,0,0,0,332,476,808
PADCAYA,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
PADILLA,atencion odontologica,periodoncia,2016-07-01,0,0,1,0,1,0,4,9,0,0,0,0,0,0,6,9,15
PAILON,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,2,6,7,3,2,0,0,0,0,9,11,20
PALCA,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
PALOS BLANCOS,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,1,4,7,4,2,0,0,0,0,0,10,8,18
PAMPA GRANDE,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,2,0,2,0,3,0,0,0,0,0,7,7
PASORAPA,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,1,1,3,1,1,0,0,0,0,2,5,7
PAZÑA,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,0,0,3,4,0,0,0,0,0,4,3,7
PELECHUCO,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
POCOATA,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,1,3
POCONA,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,1,3,8,5,4,3,0,0,0,0,13,11,24
POJO (CBBA),atencion odontologica,periodoncia,2016-07-01,0,0,0,0,1,1,8,21,2,3,0,0,0,0,11,25,36
POOPO,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,2,4,6,10,3,0,0,0,0,0,11,14,25
PORCO,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,1,0,4,0,1,0,0,0,0,0,6,6
POROMA,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,10,10
PORONGO,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,4
PORTACHUELO,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2
PORVENIR,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,1,1,1,0,0,1,0,0,0,0,2,2,4
POSTRER VALLE,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,0,2,2,0,1,0,0,0,0,2,3,5
POTOSI,atencion odontologica,periodoncia,2016-07-01,0,0,6,10,10,26,24,89,7,8,0,0,0,0,47,133,180
PRESTO,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,2
PUCARA,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2
PUERTO ACOSTA,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
PUERTO CARABUCO,atencion odontologica,periodoncia,2016-07-01,0,0,2,1,0,0,2,2,0,0,0,0,0,0,4,3,7
PUERTO GONZALO MORENO,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,3,4
PUERTO PEREZ,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
PUERTO RICO,atencion odontologica,periodoncia,2016-07-01,0,0,18,11,0,1,0,0,0,0,0,0,0,0,18,12,30
PUERTO SUAREZ,atencion odontologica,periodoncia,2016-07-01,0,0,0,1,0,3,0,3,1,2,0,0,0,0,1,9,10
PUERTO VILLARROEL,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,4,12,19,3,3,0,0,0,0,15,26,41
PUNA,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,1,1,4,5,4,0,0,0,0,0,9,6,15
PUNATA,atencion odontologica,periodoncia,2016-07-01,0,0,0,1,3,2,2,12,0,3,0,0,0,0,5,18,23
QUIABAYA,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,1,1,5,1,0,0,0,0,0,2,6,8
QUILLACOLLO,atencion odontologica,periodoncia,2016-07-01,0,0,11,18,13,32,28,79,31,20,0,0,0,0,83,149,232
QUIME,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,1,0,6,4,0,0,0,0,0,4,7,11
RAVELO,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,1,0,4,4,3,0,0,0,0,4,8,12
REYES,atencion odontologica,periodoncia,2016-07-01,0,0,0,2,5,4,4,4,1,0,0,0,0,0,10,10,20
RIBERALTA,atencion odontologica,periodoncia,2016-07-01,0,0,12,16,18,39,13,81,3,2,0,0,0,0,46,138,184
ROBORE,atencion odontologica,periodoncia,2016-07-01,0,0,0,4,2,0,3,3,0,3,0,0,0,0,5,10,15
RURRENABAQUE,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,0,9,8,10,11,0,0,0,0,19,19,38
SABAYA,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,1,3
SACABA,atencion odontologica,periodoncia,2016-07-01,0,0,8,15,18,18,42,41,6,9,0,0,0,0,74,83,157
SACABAMBA,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,1,3
SACACA,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
SAIPINA,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,4,4
SALINAS DE GARCI MENDOZA,atencion odontologica,periodoncia,2016-07-01,0,0,0,1,0,1,0,2,5,5,0,0,0,0,5,9,14
SAMAIPATA,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SAN ANDRES,atencion odontologica,periodoncia,2016-07-01,0,0,7,6,5,10,6,8,2,3,0,0,0,0,20,27,47
SAN ANDRES DE MACHACA,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,0,2,1,1,0,0,0,0,0,3,1,4
SAN BENITO,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,2,3
SAN BORJA,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,2,6,24,21,0,1,0,0,0,0,26,28,54
SAN BUENA VENTURA,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,0,1,4,2,0,0,0,0,0,3,4,7
SAN CARLOS,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,1,6,6,0,1,0,0,0,0,6,8,14
SAN IGNACIO,atencion odontologica,periodoncia,2016-07-01,0,0,1,3,1,0,8,8,0,2,0,0,0,0,10,13,23
SAN JOSE DE CHIQUITOS,atencion odontologica,periodoncia,2016-07-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2
