,group,variable,month,CIRUGIA BUCAL MENOR MENORES DE 5 AÑOS,CIRUGIA BUCAL MENOR MENORES DE 5 AÑOS,CIRUGIA BUCAL MENOR 5 A 13 AÑOS,CIRUGIA BUCAL MENOR 5 A 13 AÑOS,CIRUGIA BUCAL MENOR 14 A 19 AÑOS,CIRUGIA BUCAL MENOR 14 A 19 AÑOS,CIRUGIA BUCAL MENOR 20 A 59 AÑOS,CIRUGIA BUCAL MENOR 20 A 59 AÑOS,CIRUGIA BUCAL MENOR 60 AÑOS Y MAS,CIRUGIA BUCAL MENOR 60 AÑOS Y MAS,CIRUGIA BUCAL MENOR EMB,CIRUGIA BUCAL MENOR EMB,CIRUGIA BUCAL MENOR POST,CIRUGIA BUCAL MENOR POST,TOTALES,TOTALES,TOTALES
CORQUE,atencion odontologica,cirugia bucal menor,2016-06-01,4,0,0,0,2,1,1,6,4,4,0,0,0,0,11,11,22
COTAGAITA,atencion odontologica,cirugia bucal menor,2016-06-01,6,5,17,10,3,12,36,39,20,22,0,0,0,0,82,88,170
COTOCA,atencion odontologica,cirugia bucal menor,2016-06-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
CUATRO CAÑADAS,atencion odontologica,cirugia bucal menor,2016-06-01,1,0,4,1,1,0,0,0,1,0,0,0,0,0,7,1,8
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,cirugia bucal menor,2016-06-01,0,1,0,0,0,0,1,5,1,0,0,0,0,0,2,6,8
CUEVO,atencion odontologica,cirugia bucal menor,2016-06-01,0,0,3,3,0,4,3,11,0,0,0,0,0,0,6,18,24
CULPINA,atencion odontologica,cirugia bucal menor,2016-06-01,2,3,13,13,1,4,12,37,5,28,0,0,0,0,33,85,118
CURAHUARA DE CARANGAS,atencion odontologica,cirugia bucal menor,2016-06-01,2,0,0,0,0,0,1,1,1,0,0,0,0,0,4,1,5
CURVA,atencion odontologica,cirugia bucal menor,2016-06-01,4,1,1,1,0,3,5,1,0,5,0,0,0,0,10,11,21
DESAGUADERO,atencion odontologica,cirugia bucal menor,2016-06-01,4,1,5,3,0,3,4,7,3,3,0,0,0,0,16,17,33
EL ALTO,atencion odontologica,cirugia bucal menor,2016-06-01,153,133,698,758,125,206,224,408,130,114,0,0,0,0,1330,1619,2949
EL CHORO,atencion odontologica,cirugia bucal menor,2016-06-01,3,0,2,4,2,0,2,6,0,2,0,0,0,0,9,12,21
EL PUENTE(STC),atencion odontologica,cirugia bucal menor,2016-06-01,0,3,6,8,3,1,3,7,9,1,0,0,0,0,21,20,41
EL PUENTE(TJA),atencion odontologica,cirugia bucal menor,2016-06-01,1,0,11,16,6,14,21,57,7,10,0,0,0,0,46,97,143
EL TORNO,atencion odontologica,cirugia bucal menor,2016-06-01,2,2,25,12,5,1,7,24,8,7,0,0,0,0,47,46,93
EL VILLAR,atencion odontologica,cirugia bucal menor,2016-06-01,1,1,0,1,0,1,1,5,0,1,0,0,0,0,2,9,11
ENTRE RIOS TRJ,atencion odontologica,cirugia bucal menor,2016-06-01,0,5,12,12,5,9,9,42,4,3,0,0,0,0,30,71,101
ENTRE RIOS CBBA,atencion odontologica,cirugia bucal menor,2016-06-01,2,1,2,0,0,0,1,0,0,0,0,0,0,0,5,1,6
ESCARA,atencion odontologica,cirugia bucal menor,2016-06-01,3,0,0,0,0,0,0,1,5,3,0,0,0,0,8,4,12
ESCOMA,atencion odontologica,cirugia bucal menor,2016-06-01,1,0,8,10,1,5,4,3,6,8,0,0,0,0,20,26,46
ESMERALDA,atencion odontologica,cirugia bucal menor,2016-06-01,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,2
EUCALIPTUS,atencion odontologica,cirugia bucal menor,2016-06-01,4,4,5,10,1,3,3,4,7,9,0,0,0,0,20,30,50
FERNANDEZ ALONSO,atencion odontologica,cirugia bucal menor,2016-06-01,0,1,22,12,4,9,3,9,7,5,0,0,0,0,36,36,72
FILADELFIA,atencion odontologica,cirugia bucal menor,2016-06-01,0,2,0,1,1,0,1,3,0,0,0,0,0,0,2,6,8
GENERAL SAAVEDRA,atencion odontologica,cirugia bucal menor,2016-06-01,1,3,7,4,1,4,1,11,9,3,0,0,0,0,19,25,44
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,cirugia bucal menor,2016-06-01,5,3,16,20,1,5,18,22,9,8,0,0,0,0,49,58,107
GUANAY,atencion odontologica,cirugia bucal menor,2016-06-01,2,3,2,6,9,3,9,9,15,11,0,0,0,0,37,32,69
GUAQUI,atencion odontologica,cirugia bucal menor,2016-06-01,4,2,4,14,3,9,11,21,29,27,0,0,0,0,51,73,124
GUAYARAMERIN,atencion odontologica,cirugia bucal menor,2016-06-01,4,3,1,1,3,4,5,12,6,1,0,0,0,0,19,21,40
HUACARETA,atencion odontologica,cirugia bucal menor,2016-06-01,0,1,0,2,0,1,2,11,1,12,0,0,0,0,3,27,30
HUACAYA (VILLA DE HUACAYA),atencion odontologica,cirugia bucal menor,2016-06-01,1,1,8,7,4,2,1,11,0,0,0,0,0,0,14,21,35
HUACHACALLA,atencion odontologica,cirugia bucal menor,2016-06-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
HUANUNI,atencion odontologica,cirugia bucal menor,2016-06-01,1,5,24,28,5,6,7,8,12,5,0,0,0,0,49,52,101
HUARACAJE,atencion odontologica,cirugia bucal menor,2016-06-01,4,1,2,0,0,1,1,3,0,0,0,0,0,0,7,5,12
HUARINA,atencion odontologica,cirugia bucal menor,2016-06-01,0,0,3,1,1,1,5,9,19,27,0,0,0,0,28,38,66
HUATAJATA,atencion odontologica,cirugia bucal menor,2016-06-01,2,2,6,3,0,2,2,3,6,6,0,0,0,0,16,16,32
HUAYLLAMARCA,atencion odontologica,cirugia bucal menor,2016-06-01,0,0,3,3,2,2,6,11,2,4,0,0,0,0,13,20,33
HUMANATA,atencion odontologica,cirugia bucal menor,2016-06-01,3,0,1,1,0,0,1,5,24,17,0,0,0,0,29,23,52
ICHOCA,atencion odontologica,cirugia bucal menor,2016-06-01,0,2,0,2,0,0,2,7,10,3,0,0,0,0,12,14,26
ICLA,atencion odontologica,cirugia bucal menor,2016-06-01,0,2,7,12,6,1,4,19,4,6,0,0,0,0,21,40,61
INCAHUASI,atencion odontologica,cirugia bucal menor,2016-06-01,0,0,2,2,0,6,7,26,3,3,0,0,0,0,12,37,49
INQUISIVI,atencion odontologica,cirugia bucal menor,2016-06-01,14,2,8,8,3,14,13,29,48,30,0,0,0,0,86,83,169
IRUPANA (VILLA DE LANZA),atencion odontologica,cirugia bucal menor,2016-06-01,22,17,20,14,0,9,16,32,15,26,0,0,0,0,73,98,171
IXIAMAS,atencion odontologica,cirugia bucal menor,2016-06-01,1,3,9,10,6,23,2,25,6,3,0,0,0,0,24,64,88
JESUS DE MACHACA,atencion odontologica,cirugia bucal menor,2016-06-01,3,0,5,9,6,9,8,30,15,7,0,0,0,0,37,55,92
LA ASUNTA,atencion odontologica,cirugia bucal menor,2016-06-01,5,8,30,41,7,16,28,87,12,6,0,0,0,0,82,158,240
LA GUARDIA,atencion odontologica,cirugia bucal menor,2016-06-01,14,11,1,8,4,8,10,20,45,22,0,0,0,0,74,69,143
LA PAZ,atencion odontologica,cirugia bucal menor,2016-06-01,107,121,252,267,93,117,237,483,250,161,0,0,0,0,939,1149,2088
LAGUNILLAS,atencion odontologica,cirugia bucal menor,2016-06-01,0,0,1,3,0,3,0,7,0,0,0,0,0,0,1,13,14
LAJA,atencion odontologica,cirugia bucal menor,2016-06-01,2,5,11,13,7,17,18,43,20,22,0,0,0,0,58,100,158
LAS CARRERAS,atencion odontologica,cirugia bucal menor,2016-06-01,0,0,5,1,1,1,6,9,7,7,0,0,0,0,19,18,37
LICOMA PAMPA,atencion odontologica,cirugia bucal menor,2016-06-01,3,3,8,9,5,1,2,11,4,1,0,0,0,0,22,25,47
LLALLAGUA,atencion odontologica,cirugia bucal menor,2016-06-01,29,20,3,8,8,21,17,84,9,8,0,0,0,0,66,141,207
LLICA,atencion odontologica,cirugia bucal menor,2016-06-01,2,0,0,3,4,4,7,8,1,1,0,0,0,0,14,16,30
LURIBAY,atencion odontologica,cirugia bucal menor,2016-06-01,0,3,4,5,1,1,10,9,4,2,0,0,0,0,19,20,39
MACHACAMARCA,atencion odontologica,cirugia bucal menor,2016-06-01,1,1,5,5,1,1,0,8,0,6,0,0,0,0,7,21,28
MACHARETI,atencion odontologica,cirugia bucal menor,2016-06-01,0,0,2,6,4,1,10,11,6,7,0,0,0,0,22,25,47
MAGDALENA,atencion odontologica,cirugia bucal menor,2016-06-01,3,5,0,0,0,1,7,8,0,0,0,0,0,0,10,14,24
MAIRANA,atencion odontologica,cirugia bucal menor,2016-06-01,2,2,0,0,0,1,0,0,0,0,0,0,0,0,2,3,5
MALLA,atencion odontologica,cirugia bucal menor,2016-06-01,0,0,2,0,1,0,0,1,0,0,0,0,0,0,3,1,4
MAPIRI,atencion odontologica,cirugia bucal menor,2016-06-01,2,3,15,20,4,10,13,22,10,4,0,0,0,0,44,59,103
MECAPACA,atencion odontologica,cirugia bucal menor,2016-06-01,0,0,7,3,4,7,5,16,18,15,0,0,0,0,34,41,75
MINEROS,atencion odontologica,cirugia bucal menor,2016-06-01,0,0,0,1,0,0,0,2,1,0,0,0,0,0,1,3,4
MIZQUE,atencion odontologica,cirugia bucal menor,2016-06-01,7,5,12,22,4,7,7,52,37,29,0,0,0,0,67,115,182
MOCOMOCO,atencion odontologica,cirugia bucal menor,2016-06-01,2,1,6,5,8,9,11,29,25,19,0,0,0,0,52,63,115
MOJINETE,atencion odontologica,cirugia bucal menor,2016-06-01,0,0,2,2,1,0,0,0,2,0,0,0,0,0,5,2,7
MOJOCOYA,atencion odontologica,cirugia bucal menor,2016-06-01,2,2,8,14,5,1,17,35,6,14,0,0,0,0,38,66,104
MONTEAGUDO,atencion odontologica,cirugia bucal menor,2016-06-01,6,5,6,13,4,5,17,26,9,3,0,0,0,0,42,52,94
MONTERO,atencion odontologica,cirugia bucal menor,2016-06-01,15,16,53,61,23,33,43,135,19,20,0,0,0,0,153,265,418
MORO MORO,atencion odontologica,cirugia bucal menor,2016-06-01,0,0,7,5,0,4,3,6,0,2,0,0,0,0,10,17,27
MOROCHATA,atencion odontologica,cirugia bucal menor,2016-06-01,4,3,8,8,2,14,6,17,13,10,0,0,0,0,33,52,85
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,cirugia bucal menor,2016-06-01,2,1,0,0,0,0,0,2,0,0,0,0,0,0,2,3,5
NAZACARA DE PACAJES,atencion odontologica,cirugia bucal menor,2016-06-01,0,0,4,3,0,3,1,7,0,0,0,0,0,0,5,13,18
OCURI,atencion odontologica,cirugia bucal menor,2016-06-01,4,1,6,5,5,1,9,40,5,2,0,0,0,0,29,49,78
OKINAWA,atencion odontologica,cirugia bucal menor,2016-06-01,1,1,1,1,0,1,1,3,2,1,0,0,0,0,5,7,12
OMEREQUE,atencion odontologica,cirugia bucal menor,2016-06-01,0,5,10,3,3,5,11,19,10,10,0,0,0,0,34,42,76
ORURO,atencion odontologica,cirugia bucal menor,2016-06-01,81,59,86,101,26,60,129,169,111,59,0,0,0,0,433,448,881
PADCAYA,atencion odontologica,cirugia bucal menor,2016-06-01,2,1,18,11,10,9,27,49,4,2,0,0,0,0,61,72,133
PADILLA,atencion odontologica,cirugia bucal menor,2016-06-01,1,1,0,7,2,1,5,12,5,5,0,0,0,0,13,26,39
PALCA,atencion odontologica,cirugia bucal menor,2016-06-01,0,0,5,6,3,7,16,13,9,16,0,0,0,0,33,42,75
PALOS BLANCOS,atencion odontologica,cirugia bucal menor,2016-06-01,3,1,6,4,2,5,9,20,22,9,0,0,0,0,42,39,81
PAMPA AULLAGAS,atencion odontologica,cirugia bucal menor,2016-06-01,1,0,8,3,0,1,1,3,0,1,0,0,0,0,10,8,18
PAMPA GRANDE,atencion odontologica,cirugia bucal menor,2016-06-01,1,1,1,0,0,0,2,5,0,5,0,0,0,0,4,11,15
PAPEL PAMPA,atencion odontologica,cirugia bucal menor,2016-06-01,1,0,2,4,0,4,3,6,10,7,0,0,0,0,16,21,37
PASORAPA,atencion odontologica,cirugia bucal menor,2016-06-01,0,0,3,4,2,0,1,9,7,5,0,0,0,0,13,18,31
PATACAMAYA,atencion odontologica,cirugia bucal menor,2016-06-01,4,3,2,1,1,2,17,7,9,0,0,0,0,0,33,13,46
PAZÑA,atencion odontologica,cirugia bucal menor,2016-06-01,9,2,28,34,2,4,0,6,3,4,0,0,0,0,42,50,92
PELECHUCO,atencion odontologica,cirugia bucal menor,2016-06-01,1,1,2,0,0,1,2,6,7,2,0,0,0,0,12,10,22
POCOATA,atencion odontologica,cirugia bucal menor,2016-06-01,4,4,0,0,1,3,5,4,4,2,0,0,0,0,14,13,27
POCONA,atencion odontologica,cirugia bucal menor,2016-06-01,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,3,4
POJO (CBBA),atencion odontologica,cirugia bucal menor,2016-06-01,1,0,2,13,2,2,8,10,7,5,0,0,0,0,20,30,50
POOPO,atencion odontologica,cirugia bucal menor,2016-06-01,1,7,12,4,0,2,3,2,3,2,0,0,0,0,19,17,36
PORCO,atencion odontologica,cirugia bucal menor,2016-06-01,2,3,8,4,3,5,0,11,1,0,0,0,0,0,14,23,37
POROMA,atencion odontologica,cirugia bucal menor,2016-06-01,1,2,21,11,1,6,9,63,9,0,0,0,0,0,41,82,123
PORONGO,atencion odontologica,cirugia bucal menor,2016-06-01,0,1,0,1,0,0,1,5,1,1,0,0,0,0,2,8,10
PORTACHUELO,atencion odontologica,cirugia bucal menor,2016-06-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
PORVENIR,atencion odontologica,cirugia bucal menor,2016-06-01,0,1,1,1,3,0,0,1,0,0,0,0,0,0,4,3,7
POSTRER VALLE,atencion odontologica,cirugia bucal menor,2016-06-01,0,0,2,0,1,1,0,1,0,0,0,0,0,0,3,2,5
POTOSI,atencion odontologica,cirugia bucal menor,2016-06-01,64,73,54,48,32,54,73,140,24,23,0,0,0,0,247,338,585
PRESTO,atencion odontologica,cirugia bucal menor,2016-06-01,0,4,6,5,4,3,6,29,5,10,0,0,0,0,21,51,72
PUCARA,atencion odontologica,cirugia bucal menor,2016-06-01,2,0,5,5,0,0,4,10,20,2,0,0,0,0,31,17,48
PUCARANI,atencion odontologica,cirugia bucal menor,2016-06-01,6,9,21,21,15,23,27,62,46,35,0,0,0,0,115,150,265
PUERTO ACOSTA,atencion odontologica,cirugia bucal menor,2016-06-01,0,1,6,3,7,9,9,11,7,4,0,0,0,0,29,28,57
PUERTO CARABUCO,atencion odontologica,cirugia bucal menor,2016-06-01,1,1,4,5,7,11,15,20,44,12,0,0,0,0,71,49,120
PUERTO GONZALO MORENO,atencion odontologica,cirugia bucal menor,2016-06-01,2,0,3,0,5,2,14,25,6,7,0,0,0,0,30,34,64
PUERTO PEREZ,atencion odontologica,cirugia bucal menor,2016-06-01,4,0,2,5,2,0,5,6,4,1,0,0,0,0,17,12,29
PUERTO QUIJARRO,atencion odontologica,cirugia bucal menor,2016-06-01,2,0,3,0,10,0,0,1,1,0,0,0,0,0,16,1,17
PUERTO RICO,atencion odontologica,cirugia bucal menor,2016-06-01,0,1,3,11,6,6,16,14,5,0,0,0,0,0,30,32,62
PUERTO SUAREZ,atencion odontologica,cirugia bucal menor,2016-06-01,0,0,0,1,3,3,0,4,9,2,0,0,0,0,12,10,22
PUERTO VILLARROEL,atencion odontologica,cirugia bucal menor,2016-06-01,7,14,2,0,0,4,1,5,0,3,0,0,0,0,10,26,36
PUNA,atencion odontologica,cirugia bucal menor,2016-06-01,9,6,13,8,16,13,12,50,110,129,0,0,0,0,160,206,366
PUNATA,atencion odontologica,cirugia bucal menor,2016-06-01,7,12,8,10,5,3,0,10,3,6,0,0,0,0,23,41,64
QUIABAYA,atencion odontologica,cirugia bucal menor,2016-06-01,0,0,4,4,3,4,15,17,6,2,0,0,0,0,28,27,55
QUILLACOLLO,atencion odontologica,cirugia bucal menor,2016-06-01,50,43,1,13,1,5,6,22,3,13,0,0,0,0,61,96,157
QUIME,atencion odontologica,cirugia bucal menor,2016-06-01,9,4,6,7,2,7,12,24,8,9,0,0,0,0,37,51,88
RAVELO,atencion odontologica,cirugia bucal menor,2016-06-01,2,2,5,5,2,6,17,28,16,18,0,0,0,0,42,59,101
REYES,atencion odontologica,cirugia bucal menor,2016-06-01,4,1,8,5,4,6,6,22,3,2,0,0,0,0,25,36,61
RIBERALTA,atencion odontologica,cirugia bucal menor,2016-06-01,10,8,62,53,25,49,75,143,214,121,0,0,0,0,386,374,760
RURRENABAQUE,atencion odontologica,cirugia bucal menor,2016-06-01,15,18,20,22,28,32,38,34,14,11,0,0,0,0,115,117,232
SABAYA,atencion odontologica,cirugia bucal menor,2016-06-01,1,2,10,13,0,0,6,8,8,9,0,0,0,0,25,32,57
SACABA,atencion odontologica,cirugia bucal menor,2016-06-01,29,33,190,165,20,27,3,38,11,24,0,0,0,0,253,287,540
SACABAMBA,atencion odontologica,cirugia bucal menor,2016-06-01,1,0,5,3,1,3,5,2,9,10,0,0,0,0,21,18,39
SACACA,atencion odontologica,cirugia bucal menor,2016-06-01,2,1,4,7,2,3,8,29,7,2,0,0,0,0,23,42,65
SAIPINA,atencion odontologica,cirugia bucal menor,2016-06-01,0,0,1,0,0,0,1,0,1,1,0,0,0,0,3,1,4
SALINAS DE GARCI MENDOZA,atencion odontologica,cirugia bucal menor,2016-06-01,0,1,20,31,5,4,11,18,15,10,0,0,0,0,51,64,115
SAMAIPATA,atencion odontologica,cirugia bucal menor,2016-06-01,0,1,12,3,5,0,1,2,8,3,0,0,0,0,26,9,35
SAN AGUSTIN,atencion odontologica,cirugia bucal menor,2016-06-01,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
SAN ANDRES,atencion odontologica,cirugia bucal menor,2016-06-01,0,5,1,2,2,3,4,9,4,0,0,0,0,0,11,19,30
SAN ANDRES DE MACHACA,atencion odontologica,cirugia bucal menor,2016-06-01,3,0,32,30,7,4,9,24,22,8,0,0,0,0,73,66,139
SAN ANTONIO DE ESMORUCO,atencion odontologica,cirugia bucal menor,2016-06-01,1,0,6,0,0,1,4,1,0,0,0,0,0,0,11,2,13
SAN ANTONIO DE LOMERIO,atencion odontologica,cirugia bucal menor,2016-06-01,2,1,0,2,1,1,0,6,1,2,0,0,0,0,4,12,16
SAN BENITO,atencion odontologica,cirugia bucal menor,2016-06-01,3,0,2,2,0,1,0,1,7,1,0,0,0,0,12,5,17
SAN BORJA,atencion odontologica,cirugia bucal menor,2016-06-01,0,2,2,5,0,3,8,18,2,0,0,0,0,0,12,28,40
SAN BUENA VENTURA,atencion odontologica,cirugia bucal menor,2016-06-01,0,1,3,8,3,3,3,11,2,6,0,0,0,0,11,29,40
SAN CARLOS,atencion odontologica,cirugia bucal menor,2016-06-01,0,2,1,3,0,0,0,0,0,0,0,0,0,0,1,5,6
SAN IGNACIO,atencion odontologica,cirugia bucal menor,2016-06-01,3,2,56,34,8,23,45,66,17,7,0,0,0,0,129,132,261
SAN IGNACIO DE VELASCO,atencion odontologica,cirugia bucal menor,2016-06-01,3,0,1,1,0,0,1,2,1,2,0,0,0,0,6,5,11
SAN JAVIER(STC),atencion odontologica,cirugia bucal menor,2016-06-01,2,2,4,2,0,3,4,4,3,0,0,0,0,0,13,11,24
SAN JOSE DE CHIQUITOS,atencion odontologica,cirugia bucal menor,2016-06-01,1,0,8,14,2,3,7,25,5,2,0,0,0,0,23,44,67
SAN JUAN DE YAPACANI,atencion odontologica,cirugia bucal menor,2016-06-01,0,2,0,0,0,0,0,2,1,0,0,0,0,0,1,4,5
SAN JULIAN,atencion odontologica,cirugia bucal menor,2016-06-01,0,0,4,2,2,4,0,11,27,9,0,0,0,0,33,26,59
SAN LORENZO(PND),atencion odontologica,cirugia bucal menor,2016-06-01,0,0,2,0,1,0,0,2,0,0,0,0,0,0,3,2,5
SAN LORENZO(TJA),atencion odontologica,cirugia bucal menor,2016-06-01,4,4,18,22,9,15,31,71,8,5,0,0,0,0,70,117,187
SAN LUCAS,atencion odontologica,cirugia bucal menor,2016-06-01,2,2,13,11,3,9,19,80,23,21,0,0,0,0,60,123,183
SAN MATIAS,atencion odontologica,cirugia bucal menor,2016-06-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAN MIGUEL DE VELASCO,atencion odontologica,cirugia bucal menor,2016-06-01,2,1,4,4,0,2,7,14,2,5,0,0,0,0,15,26,41
SAN PEDRO,atencion odontologica,cirugia bucal menor,2016-06-01,2,0,9,9,3,5,8,11,6,2,0,0,0,0,28,27,55
SAN PEDRO DE BUENA VISTA,atencion odontologica,cirugia bucal menor,2016-06-01,4,1,3,5,2,5,8,15,15,16,0,0,0,0,32,42,74
SAN PEDRO DE CURAHUARA,atencion odontologica,cirugia bucal menor,2016-06-01,3,0,0,2,1,1,0,1,5,0,0,0,0,0,9,4,13
SAN PEDRO DE QUEMES,atencion odontologica,cirugia bucal menor,2016-06-01,0,0,3,0,0,0,0,5,0,0,0,0,0,0,3,5,8
SAN PEDRO DE TIQUINA,atencion odontologica,cirugia bucal menor,2016-06-01,0,2,5,1,2,3,5,10,6,1,0,0,0,0,18,17,35
SAN RAFAEL,atencion odontologica,cirugia bucal menor,2016-06-01,0,2,0,1,0,1,0,10,2,0,0,0,0,0,2,14,16
SAN RAMON SCZ,atencion odontologica,cirugia bucal menor,2016-06-01,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
SANTA ANA,atencion odontologica,cirugia bucal menor,2016-06-01,2,2,18,22,5,4,5,30,10,7,0,0,0,0,40,65,105
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucal menor,2016-06-01,64,62,36,39,31,46,200,352,152,91,0,0,0,0,483,590,1073
SANTA ROSA,atencion odontologica,cirugia bucal menor,2016-06-01,2,0,11,15,5,3,5,22,4,1,0,0,0,0,27,41,68
SANTA ROSA DEL SARA,atencion odontologica,cirugia bucal menor,2016-06-01,0,2,1,5,0,1,2,4,2,0,0,0,0,0,5,12,17
SANTIAGO DE CALLAPA,atencion odontologica,cirugia bucal menor,2016-06-01,0,0,1,3,2,2,2,5,11,13,0,0,0,0,16,23,39
SANTIAGO DE HUARI,atencion odontologica,cirugia bucal menor,2016-06-01,6,0,14,4,0,1,5,6,17,6,0,0,0,0,42,17,59
SANTIAGO DE HUATA,atencion odontologica,cirugia bucal menor,2016-06-01,4,2,4,2,0,2,11,18,33,23,0,0,0,0,52,47,99
SANTIAGO DE MACHACA,atencion odontologica,cirugia bucal menor,2016-06-01,1,0,1,1,2,1,3,15,7,10,0,0,0,0,14,27,41
SANTIVAÑES,atencion odontologica,cirugia bucal menor,2016-06-01,0,0,1,1,0,0,0,1,0,6,0,0,0,0,1,8,9
SANTUARIO DE QUILLACAS,atencion odontologica,cirugia bucal menor,2016-06-01,1,1,8,11,0,1,2,4,7,6,0,0,0,0,18,23,41
SAPAHAQUI,atencion odontologica,cirugia bucal menor,2016-06-01,3,1,5,5,5,6,15,32,9,4,0,0,0,0,37,48,85
SENA,atencion odontologica,cirugia bucal menor,2016-06-01,2,1,5,7,5,7,9,20,30,11,0,0,0,0,51,46,97
SHINAOTA,atencion odontologica,cirugia bucal menor,2016-06-01,1,6,6,8,0,1,3,10,11,5,0,0,0,0,21,30,51
SICA SICA (VILLA AROMA),atencion odontologica,cirugia bucal menor,2016-06-01,3,4,3,3,2,4,8,18,28,22,0,0,0,0,44,51,95
SICAYA,atencion odontologica,cirugia bucal menor,2016-06-01,2,2,4,1,2,1,4,4,2,1,0,0,0,0,14,9,23
SIPE SIPE,atencion odontologica,cirugia bucal menor,2016-06-01,1,8,19,10,1,6,2,16,8,8,0,0,0,0,31,48,79
SOPACHUY,atencion odontologica,cirugia bucal menor,2016-06-01,2,1,15,19,1,3,2,35,1,2,0,0,0,0,21,60,81
SORACACHI,atencion odontologica,cirugia bucal menor,2016-06-01,0,2,20,28,5,12,10,19,18,16,0,0,0,0,53,77,130
SORATA,atencion odontologica,cirugia bucal menor,2016-06-01,5,3,4,7,0,5,12,12,19,16,0,0,0,0,40,43,83
SUCRE,atencion odontologica,cirugia bucal menor,2016-06-01,123,91,165,243,28,43,63,191,78,68,0,0,0,0,457,636,1093
TACACHI,atencion odontologica,cirugia bucal menor,2016-06-01,0,0,0,2,0,0,1,2,7,0,0,0,0,0,8,4,12
TACACOMA,atencion odontologica,cirugia bucal menor,2016-06-01,0,0,4,3,0,2,7,11,1,0,0,0,0,0,12,16,28
TACOPAYA,atencion odontologica,cirugia bucal menor,2016-06-01,2,0,1,0,1,2,1,8,8,6,0,0,0,0,13,16,29
TAHUA,atencion odontologica,cirugia bucal menor,2016-06-01,0,0,1,0,0,4,3,3,1,2,0,0,0,0,5,9,14
TAPACARI,atencion odontologica,cirugia bucal menor,2016-06-01,4,1,10,8,4,5,9,27,26,24,0,0,0,0,53,65,118
TARABUCO,atencion odontologica,cirugia bucal menor,2016-06-01,6,10,6,3,1,5,1,31,9,14,0,0,0,0,23,63,86
TARACO,atencion odontologica,cirugia bucal menor,2016-06-01,1,1,3,4,1,4,7,8,14,9,0,0,0,0,26,26,52
TARATA,atencion odontologica,cirugia bucal menor,2016-06-01,0,0,4,12,1,1,3,4,1,1,0,0,0,0,9,18,27
TARIJA,atencion odontologica,cirugia bucal menor,2016-06-01,24,10,59,73,19,34,74,158,23,12,0,0,0,0,199,287,486
TARVITA,atencion odontologica,cirugia bucal menor,2016-06-01,1,0,4,3,0,5,9,13,1,6,0,0,0,0,15,27,42
TEOPONTE,atencion odontologica,cirugia bucal menor,2016-06-01,1,4,9,9,0,3,16,18,17,0,0,0,0,0,43,34,77
TIAWANACU,atencion odontologica,cirugia bucal menor,2016-06-01,3,2,8,8,4,14,8,13,5,12,0,0,0,0,28,49,77
TINGUIPAYA,atencion odontologica,cirugia bucal menor,2016-06-01,2,1,1,3,1,6,10,36,6,20,0,0,0,0,20,66,86
TIPUANI,atencion odontologica,cirugia bucal menor,2016-06-01,1,1,3,3,0,1,1,3,1,3,0,0,0,0,6,11,17
TIQUIPAYA,atencion odontologica,cirugia bucal menor,2016-06-01,22,23,32,23,4,15,3,50,21,11,0,0,0,0,82,122,204
TIRAQUE (CBBA),atencion odontologica,cirugia bucal menor,2016-06-01,2,1,14,11,1,1,3,5,5,9,0,0,0,0,25,27,52
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,cirugia bucal menor,2016-06-01,0,1,14,7,3,3,9,7,1,6,0,0,0,0,27,24,51
TOCO,atencion odontologica,cirugia bucal menor,2016-06-01,0,3,7,0,1,3,22,19,10,9,0,0,0,0,40,34,74
TODOS SANTOS,atencion odontologica,cirugia bucal menor,2016-06-01,1,1,0,0,0,0,0,1,2,4,0,0,0,0,3,6,9
TOLATA,atencion odontologica,cirugia bucal menor,2016-06-01,2,0,4,5,0,2,0,2,4,0,0,0,0,0,10,9,19
TOLEDO,atencion odontologica,cirugia bucal menor,2016-06-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
TOMAVE,atencion odontologica,cirugia bucal menor,2016-06-01,2,0,0,2,0,2,1,8,2,0,0,0,0,0,5,12,17
TOMINA,atencion odontologica,cirugia bucal menor,2016-06-01,3,3,4,9,1,2,4,6,0,0,0,0,0,0,12,20,32
TORO TORO,atencion odontologica,cirugia bucal menor,2016-06-01,2,3,2,5,2,3,7,13,2,0,0,0,0,0,15,24,39
TOTORA(CBBA),atencion odontologica,cirugia bucal menor,2016-06-01,6,2,3,3,1,4,6,8,4,3,0,0,0,0,20,20,40
