,group,variable,month,CONSULTA REPETIDA MENORES DE 5 AÑOS,CONSULTA REPETIDA MENORES DE 5 AÑOS,CONSULTA REPETIDA 5 A 13 AÑOS,CONSULTA REPETIDA 5 A 13 AÑOS,CONSULTA REPETIDA 14 A 19 AÑOS,CONSULTA REPETIDA 14 A 19 AÑOS,CONSULTA REPETIDA 20 A 59 AÑOS,CONSULTA REPETIDA 20 A 59 AÑOS,CONSULTA REPETIDA 60 AÑOS Y MAS,CONSULTA REPETIDA 60 AÑOS Y MAS,CONSULTA REPETIDA EMB,CONSULTA REPETIDA EMB,CONSULTA REPETIDA POST,CONSULTA REPETIDA POST,TOTALES,TOTALES,TOTALES
HUMANATA,atencion odontologica,consulta repetida,2016-06-01,4,4,0,0,0,0,1,3,9,10,0,3,0,0,14,20,34
ICLA,atencion odontologica,consulta repetida,2016-06-01,0,3,0,3,1,0,1,3,0,0,0,0,0,0,2,9,11
INCAHUASI,atencion odontologica,consulta repetida,2016-06-01,0,1,0,0,0,0,0,2,1,1,0,0,0,0,1,4,5
INQUISIVI,atencion odontologica,consulta repetida,2016-06-01,0,0,0,0,1,1,2,2,0,0,0,0,0,3,3,6,9
IRUPANA (VILLA DE LANZA),atencion odontologica,consulta repetida,2016-06-01,1,0,0,0,5,0,2,12,0,0,0,0,0,0,8,12,20
IXIAMAS,atencion odontologica,consulta repetida,2016-06-01,2,0,1,3,0,1,3,12,0,0,0,1,0,6,6,23,29
JESUS DE MACHACA,atencion odontologica,consulta repetida,2016-06-01,14,27,3,5,4,5,1,10,4,5,0,1,0,0,26,53,79
LA ASUNTA,atencion odontologica,consulta repetida,2016-06-01,3,2,11,13,3,10,20,50,0,0,0,4,0,13,37,92,129
LA GUARDIA,atencion odontologica,consulta repetida,2016-06-01,3,6,3,0,0,0,5,2,1,0,0,0,0,2,12,10,22
LA PAZ,atencion odontologica,consulta repetida,2016-06-01,611,602,561,804,360,564,1168,1902,439,342,0,147,0,112,3139,4473,7612
LAGUNILLAS,atencion odontologica,consulta repetida,2016-06-01,0,0,0,0,0,0,10,6,0,0,0,0,0,0,10,6,16
LAS CARRERAS,atencion odontologica,consulta repetida,2016-06-01,0,2,2,0,1,2,1,12,1,0,0,0,0,2,5,18,23
LLALLAGUA,atencion odontologica,consulta repetida,2016-06-01,20,30,24,23,14,34,47,94,17,25,0,22,0,28,122,256,378
LLICA,atencion odontologica,consulta repetida,2016-06-01,0,0,0,1,3,1,1,10,0,1,0,2,0,0,4,15,19
MACHACAMARCA,atencion odontologica,consulta repetida,2016-06-01,9,3,10,12,1,0,2,18,3,3,0,0,0,0,25,36,61
MACHARETI,atencion odontologica,consulta repetida,2016-06-01,0,0,1,0,0,1,0,3,0,2,0,0,0,0,1,6,7
MAGDALENA,atencion odontologica,consulta repetida,2016-06-01,0,0,0,1,2,4,9,6,1,0,0,0,0,0,12,11,23
MAIRANA,atencion odontologica,consulta repetida,2016-06-01,19,14,7,10,1,3,0,68,8,10,0,12,0,32,35,149,184
MAPIRI,atencion odontologica,consulta repetida,2016-06-01,0,0,10,3,5,4,7,19,0,0,0,2,0,3,22,31,53
MECAPACA,atencion odontologica,consulta repetida,2016-06-01,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
MINEROS,atencion odontologica,consulta repetida,2016-06-01,0,0,0,2,0,0,4,22,0,0,0,1,0,0,4,25,29
MIZQUE,atencion odontologica,consulta repetida,2016-06-01,7,22,9,3,1,5,3,17,0,1,0,1,0,12,20,61,81
MOCOMOCO,atencion odontologica,consulta repetida,2016-06-01,8,0,1,0,0,0,4,0,0,0,0,0,0,0,13,0,13
MOJINETE,atencion odontologica,consulta repetida,2016-06-01,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
MOJOCOYA,atencion odontologica,consulta repetida,2016-06-01,0,5,4,9,4,25,20,75,0,1,0,0,0,0,28,115,143
MONTEAGUDO,atencion odontologica,consulta repetida,2016-06-01,86,50,3,16,16,5,17,56,5,0,0,4,0,7,127,138,265
MONTERO,atencion odontologica,consulta repetida,2016-06-01,7,14,33,14,9,15,24,73,0,0,0,6,0,1,73,123,196
MORO MORO,atencion odontologica,consulta repetida,2016-06-01,2,1,3,0,0,1,8,11,0,2,0,0,0,0,13,15,28
MOROCHATA,atencion odontologica,consulta repetida,2016-06-01,0,0,2,0,0,1,1,1,0,1,0,0,0,1,3,4,7
OCURI,atencion odontologica,consulta repetida,2016-06-01,0,0,0,0,0,1,0,9,0,0,0,3,0,1,0,14,14
OMEREQUE,atencion odontologica,consulta repetida,2016-06-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ORURO,atencion odontologica,consulta repetida,2016-06-01,303,240,208,247,104,160,427,639,142,106,0,41,0,81,1184,1514,2698
PADCAYA,atencion odontologica,consulta repetida,2016-06-01,0,4,7,9,3,8,3,10,0,0,0,0,0,0,13,31,44
PADILLA,atencion odontologica,consulta repetida,2016-06-01,6,1,4,10,4,20,19,33,1,0,0,1,0,12,34,77,111
PAILON,atencion odontologica,consulta repetida,2016-06-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
PALCA,atencion odontologica,consulta repetida,2016-06-01,0,2,0,2,0,0,1,4,0,0,0,2,0,0,1,10,11
PALOS BLANCOS,atencion odontologica,consulta repetida,2016-06-01,1,2,0,0,1,0,0,1,0,0,0,0,0,0,2,3,5
PAMPA AULLAGAS,atencion odontologica,consulta repetida,2016-06-01,4,5,2,17,0,6,1,4,0,0,0,0,0,0,7,32,39
PAMPA GRANDE,atencion odontologica,consulta repetida,2016-06-01,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,4,4
PAPEL PAMPA,atencion odontologica,consulta repetida,2016-06-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
PASORAPA,atencion odontologica,consulta repetida,2016-06-01,0,0,0,0,0,0,1,22,0,0,0,0,0,0,1,22,23
PATACAMAYA,atencion odontologica,consulta repetida,2016-06-01,27,40,5,8,2,7,2,30,3,3,0,1,0,7,39,96,135
PAZÑA,atencion odontologica,consulta repetida,2016-06-01,1,11,1,9,3,0,11,21,2,2,0,3,0,0,18,46,64
POCOATA,atencion odontologica,consulta repetida,2016-06-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
POCONA,atencion odontologica,consulta repetida,2016-06-01,0,0,4,0,2,1,3,4,0,1,0,1,0,5,9,12,21
POJO (CBBA),atencion odontologica,consulta repetida,2016-06-01,5,0,6,10,6,4,10,13,2,0,0,1,0,3,29,31,60
POOPO,atencion odontologica,consulta repetida,2016-06-01,4,9,6,15,2,7,5,21,5,2,0,2,0,2,22,58,80
PORCO,atencion odontologica,consulta repetida,2016-06-01,2,6,2,0,0,1,1,7,0,1,0,1,0,0,5,16,21
POROMA,atencion odontologica,consulta repetida,2016-06-01,0,1,3,0,0,0,1,8,0,0,0,1,0,0,4,10,14
PORTACHUELO,atencion odontologica,consulta repetida,2016-06-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
PORVENIR,atencion odontologica,consulta repetida,2016-06-01,0,5,2,0,0,0,5,3,1,0,0,0,0,0,8,8,16
POSTRER VALLE,atencion odontologica,consulta repetida,2016-06-01,1,0,0,0,0,1,0,2,0,0,0,0,0,1,1,4,5
POTOSI,atencion odontologica,consulta repetida,2016-06-01,292,263,200,236,178,296,395,829,78,99,0,92,0,71,1143,1886,3029
PRESTO,atencion odontologica,consulta repetida,2016-06-01,21,0,3,1,4,2,2,10,0,3,0,3,0,0,30,19,49
PUCARA,atencion odontologica,consulta repetida,2016-06-01,0,0,2,0,0,0,1,0,0,0,0,0,0,0,3,0,3
PUCARANI,atencion odontologica,consulta repetida,2016-06-01,6,3,0,3,0,6,14,3,1,0,0,0,0,3,21,18,39
PUERTO CARABUCO,atencion odontologica,consulta repetida,2016-06-01,0,8,0,0,0,2,4,5,0,0,0,0,0,0,4,15,19
PUERTO GONZALO MORENO,atencion odontologica,consulta repetida,2016-06-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
PUERTO QUIJARRO,atencion odontologica,consulta repetida,2016-06-01,26,1,0,0,0,2,5,7,3,0,0,7,0,2,34,19,53
PUERTO RICO,atencion odontologica,consulta repetida,2016-06-01,0,0,0,0,2,2,1,4,2,0,0,2,0,0,5,8,13
PUERTO SUAREZ,atencion odontologica,consulta repetida,2016-06-01,2,0,0,0,0,1,1,15,14,6,0,13,0,2,17,37,54
PUERTO VILLARROEL,atencion odontologica,consulta repetida,2016-06-01,37,25,6,2,3,10,13,24,10,6,0,11,0,18,69,96,165
PUNA,atencion odontologica,consulta repetida,2016-06-01,8,1,2,4,4,3,7,30,1,8,0,0,0,14,22,60,82
PUNATA,atencion odontologica,consulta repetida,2016-06-01,16,8,20,11,1,5,13,64,20,16,0,1,0,21,70,126,196
QUIABAYA,atencion odontologica,consulta repetida,2016-06-01,0,0,0,0,0,2,0,3,0,0,0,0,0,1,0,6,6
QUILLACOLLO,atencion odontologica,consulta repetida,2016-06-01,107,86,45,27,31,40,51,99,25,15,0,15,0,22,259,304,563
QUIME,atencion odontologica,consulta repetida,2016-06-01,5,13,19,17,1,43,12,39,1,0,0,0,0,0,38,112,150
QUIRUSILLAS,atencion odontologica,consulta repetida,2016-06-01,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,4
RAVELO,atencion odontologica,consulta repetida,2016-06-01,0,2,1,1,0,0,0,2,0,0,0,0,0,0,1,5,6
REYES,atencion odontologica,consulta repetida,2016-06-01,1,0,0,0,1,1,6,6,0,1,0,0,0,0,8,8,16
RIBERALTA,atencion odontologica,consulta repetida,2016-06-01,32,60,49,73,68,111,58,85,67,51,0,20,0,6,274,406,680
ROBORE,atencion odontologica,consulta repetida,2016-06-01,0,0,2,3,1,2,0,0,0,0,0,0,0,0,3,5,8
RURRENABAQUE,atencion odontologica,consulta repetida,2016-06-01,7,9,6,2,1,2,1,2,7,0,0,5,0,0,22,20,42
SABAYA,atencion odontologica,consulta repetida,2016-06-01,0,0,0,1,0,1,0,2,1,0,0,4,0,0,1,8,9
SACABA,atencion odontologica,consulta repetida,2016-06-01,22,28,83,178,17,43,40,70,7,28,0,4,0,13,169,364,533
SACABAMBA,atencion odontologica,consulta repetida,2016-06-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
SACACA,atencion odontologica,consulta repetida,2016-06-01,1,0,0,4,0,3,11,23,1,2,0,2,0,4,13,38,51
SAIPINA,atencion odontologica,consulta repetida,2016-06-01,0,0,1,2,2,2,9,20,3,1,0,0,0,4,15,29,44
SALINAS DE GARCI MENDOZA,atencion odontologica,consulta repetida,2016-06-01,0,0,0,4,4,4,9,4,10,2,0,2,0,0,23,16,39
SAMAIPATA,atencion odontologica,consulta repetida,2016-06-01,4,3,5,2,0,7,1,6,2,3,0,1,0,6,12,28,40
SAN ANDRES,atencion odontologica,consulta repetida,2016-06-01,0,1,0,0,1,0,1,1,0,0,0,0,0,0,2,2,4
SAN ANDRES DE MACHACA,atencion odontologica,consulta repetida,2016-06-01,2,2,0,0,1,2,2,1,0,1,0,0,0,0,5,6,11
SAN ANTONIO DE ESMORUCO,atencion odontologica,consulta repetida,2016-06-01,28,20,0,0,0,0,0,0,0,0,0,0,0,0,28,20,48
SAN BENITO,atencion odontologica,consulta repetida,2016-06-01,17,24,0,5,3,4,0,14,8,13,0,6,0,7,28,73,101
SAN BORJA,atencion odontologica,consulta repetida,2016-06-01,3,15,13,8,3,6,26,65,1,0,0,6,0,3,46,103,149
SAN BUENA VENTURA,atencion odontologica,consulta repetida,2016-06-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN CARLOS,atencion odontologica,consulta repetida,2016-06-01,0,2,0,0,0,1,2,0,0,0,0,0,0,0,2,3,5
SAN IGNACIO,atencion odontologica,consulta repetida,2016-06-01,2,1,5,4,3,5,6,15,0,0,0,0,0,0,16,25,41
SAN IGNACIO DE VELASCO,atencion odontologica,consulta repetida,2016-06-01,4,2,18,9,6,7,24,68,6,8,0,6,0,0,58,100,158
SAN JAVIER(BNI),atencion odontologica,consulta repetida,2016-06-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,2
SAN JAVIER(STC),atencion odontologica,consulta repetida,2016-06-01,0,1,0,0,0,1,3,4,1,0,0,2,0,0,4,8,12
SAN JOSE DE CHIQUITOS,atencion odontologica,consulta repetida,2016-06-01,0,0,6,0,0,3,4,12,2,1,0,0,0,0,12,16,28
SAN JULIAN,atencion odontologica,consulta repetida,2016-06-01,0,0,1,2,0,4,0,3,2,0,0,3,0,0,3,12,15
SAN LORENZO(TJA),atencion odontologica,consulta repetida,2016-06-01,1,7,13,58,21,27,28,115,5,1,0,1,0,0,68,209,277
SAN LUCAS,atencion odontologica,consulta repetida,2016-06-01,2,1,4,5,0,11,11,28,2,0,0,0,0,12,19,57,76
SAN MATIAS,atencion odontologica,consulta repetida,2016-06-01,23,12,3,1,4,20,6,7,4,0,0,1,0,0,40,41,81
SAN MIGUEL DE VELASCO,atencion odontologica,consulta repetida,2016-06-01,0,0,5,18,5,16,7,36,0,0,0,0,0,9,17,79,96
SAN PEDRO,atencion odontologica,consulta repetida,2016-06-01,0,0,8,2,1,0,2,5,4,1,0,0,0,0,15,8,23
SAN PEDRO DE BUENA VISTA,atencion odontologica,consulta repetida,2016-06-01,4,2,0,1,3,5,11,13,4,1,0,0,0,8,22,30,52
SAN PEDRO DE CURAHUARA,atencion odontologica,consulta repetida,2016-06-01,0,0,0,0,0,0,2,3,1,0,0,0,0,0,3,3,6
SAN PEDRO DE QUEMES,atencion odontologica,consulta repetida,2016-06-01,0,2,2,4,0,1,0,2,1,0,0,0,0,0,3,9,12
SAN RAFAEL,atencion odontologica,consulta repetida,2016-06-01,2,5,0,2,0,0,1,7,0,0,0,2,0,0,3,16,19
SANTA CRUZ DE LA SIERRA,atencion odontologica,consulta repetida,2016-06-01,550,609,261,296,170,214,938,1111,232,231,0,66,0,99,2151,2626,4777
SANTA ROSA,atencion odontologica,consulta repetida,2016-06-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
SANTA ROSA DEL SARA,atencion odontologica,consulta repetida,2016-06-01,2,0,1,3,2,0,0,3,0,0,0,7,0,0,5,13,18
SANTIAGO DE HUARI,atencion odontologica,consulta repetida,2016-06-01,7,5,21,18,3,2,17,27,11,9,0,0,0,1,59,62,121
SANTIAGO DE HUATA,atencion odontologica,consulta repetida,2016-06-01,0,0,0,2,0,0,4,12,3,0,0,0,0,0,7,14,21
SANTIVAÑES,atencion odontologica,consulta repetida,2016-06-01,0,5,10,4,1,1,5,10,3,9,0,0,0,3,19,32,51
SANTUARIO DE QUILLACAS,atencion odontologica,consulta repetida,2016-06-01,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,6
SAPAHAQUI,atencion odontologica,consulta repetida,2016-06-01,0,1,0,0,0,0,1,2,1,0,0,0,0,0,2,3,5
SENA,atencion odontologica,consulta repetida,2016-06-01,0,0,0,0,0,1,2,1,2,2,0,2,0,0,4,6,10
SHINAOTA,atencion odontologica,consulta repetida,2016-06-01,0,4,0,0,0,0,0,2,0,0,0,1,0,0,0,7,7
SICAYA,atencion odontologica,consulta repetida,2016-06-01,0,2,0,0,8,2,5,2,0,0,0,0,0,0,13,6,19
SIPE SIPE,atencion odontologica,consulta repetida,2016-06-01,23,55,19,10,0,7,4,31,10,9,0,9,0,10,56,131,187
SOPACHUY,atencion odontologica,consulta repetida,2016-06-01,7,11,10,6,4,9,18,35,0,1,0,2,0,8,39,72,111
SORACACHI,atencion odontologica,consulta repetida,2016-06-01,2,2,5,7,0,1,9,17,3,0,0,5,0,5,19,37,56
SORATA,atencion odontologica,consulta repetida,2016-06-01,0,1,0,0,0,2,1,6,2,0,0,4,0,3,3,16,19
SUCRE,atencion odontologica,consulta repetida,2016-06-01,365,336,381,466,289,420,692,1086,132,85,0,81,0,73,1859,2547,4406
TACOPAYA,atencion odontologica,consulta repetida,2016-06-01,5,5,0,0,0,3,4,16,15,12,0,2,0,11,24,49,73
TAPACARI,atencion odontologica,consulta repetida,2016-06-01,0,0,1,4,0,0,2,5,2,2,0,0,0,1,5,12,17
TARABUCO,atencion odontologica,consulta repetida,2016-06-01,0,0,0,0,0,3,5,5,2,0,0,0,0,0,7,8,15
TARATA,atencion odontologica,consulta repetida,2016-06-01,3,4,1,3,2,5,0,6,7,3,0,0,0,3,13,24,37
TARIJA,atencion odontologica,consulta repetida,2016-06-01,47,60,220,227,139,236,414,897,110,52,0,9,0,1,930,1482,2412
TARVITA,atencion odontologica,consulta repetida,2016-06-01,1,2,2,4,7,3,9,22,0,0,0,0,0,9,19,40,59
TEOPONTE,atencion odontologica,consulta repetida,2016-06-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
TIAWANACU,atencion odontologica,consulta repetida,2016-06-01,1,0,1,3,2,5,10,34,9,4,0,3,0,6,23,55,78
TINGUIPAYA,atencion odontologica,consulta repetida,2016-06-01,0,0,0,0,0,0,0,2,1,1,0,0,0,1,1,4,5
TIPUANI,atencion odontologica,consulta repetida,2016-06-01,0,0,1,0,0,3,2,3,0,0,0,1,0,0,3,7,10
TIQUIPAYA,atencion odontologica,consulta repetida,2016-06-01,48,18,13,13,0,4,3,40,1,5,0,15,0,12,65,107,172
TIRAQUE (CBBA),atencion odontologica,consulta repetida,2016-06-01,9,7,1,5,2,2,2,15,2,3,0,4,0,3,16,39,55
TOCO,atencion odontologica,consulta repetida,2016-06-01,0,0,0,0,0,0,25,10,1,2,0,0,0,0,26,12,38
TOLATA,atencion odontologica,consulta repetida,2016-06-01,0,0,0,2,0,1,0,3,1,0,0,0,0,0,1,6,7
TOLEDO,atencion odontologica,consulta repetida,2016-06-01,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,4
TOMAVE,atencion odontologica,consulta repetida,2016-06-01,0,0,0,0,2,0,3,10,0,0,0,1,0,2,5,13,18
TOMINA,atencion odontologica,consulta repetida,2016-06-01,6,4,4,17,15,9,15,24,0,0,0,1,0,3,40,58,98
TORO TORO,atencion odontologica,consulta repetida,2016-06-01,2,2,0,0,1,2,3,1,0,0,0,2,0,3,6,10,16
TOTORA(CBBA),atencion odontologica,consulta repetida,2016-06-01,6,3,3,14,2,12,5,20,1,1,0,3,0,3,17,56,73
TRIGAL,atencion odontologica,consulta repetida,2016-06-01,0,0,4,1,2,3,1,10,3,5,0,3,0,0,10,22,32
TRINIDAD,atencion odontologica,consulta repetida,2016-06-01,24,22,42,48,32,38,92,121,44,19,0,26,0,2,234,276,510
TUPIZA,atencion odontologica,consulta repetida,2016-06-01,8,19,13,21,12,12,54,110,40,37,0,1,0,8,127,208,335
TURCO,atencion odontologica,consulta repetida,2016-06-01,0,0,2,0,1,0,1,13,6,2,0,0,0,0,10,15,25
UMALA,atencion odontologica,consulta repetida,2016-06-01,4,5,0,0,0,1,3,2,0,0,0,2,0,0,7,10,17
UNCIA,atencion odontologica,consulta repetida,2016-06-01,24,7,21,19,19,7,18,34,14,10,0,4,0,8,96,89,185
URIONDO (A. CONCEPCION),atencion odontologica,consulta repetida,2016-06-01,1,3,21,32,21,52,66,164,14,8,0,0,0,0,123,259,382
URUBICHA,atencion odontologica,consulta repetida,2016-06-01,0,0,1,0,1,2,0,5,0,0,0,1,0,0,2,8,10
UYUNI,atencion odontologica,consulta repetida,2016-06-01,1,13,3,2,0,1,2,5,3,0,0,0,0,1,9,22,31
VACAS,atencion odontologica,consulta repetida,2016-06-01,5,8,4,1,5,5,12,11,1,5,0,1,0,1,27,32,59
VALLEGRANDE,atencion odontologica,consulta repetida,2016-06-01,3,1,7,3,0,10,14,36,3,2,0,3,0,2,27,57,84
VIACHA,atencion odontologica,consulta repetida,2016-06-01,87,63,8,8,1,24,6,27,1,3,0,6,0,32,103,163,266
VILA VILA,atencion odontologica,consulta repetida,2016-06-01,0,2,0,1,0,0,1,0,0,0,0,0,0,0,1,3,4
VILLA CHARCAS,atencion odontologica,consulta repetida,2016-06-01,1,0,3,2,0,2,0,1,0,0,0,0,0,0,4,5,9
VILLA MONTES,atencion odontologica,consulta repetida,2016-06-01,6,3,16,19,9,16,19,44,3,0,0,0,0,2,53,84,137
VILLA RIVERO,atencion odontologica,consulta repetida,2016-06-01,7,18,4,0,4,1,8,16,0,0,0,0,0,5,23,40,63
VILLA SERRANO,atencion odontologica,consulta repetida,2016-06-01,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,2
VILLA TUNARI,atencion odontologica,consulta repetida,2016-06-01,1,2,2,1,13,9,10,11,3,1,0,5,0,1,29,30,59
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,consulta repetida,2016-06-01,5,1,1,0,0,0,6,9,0,6,0,1,0,3,12,20,32
VILLAZON,atencion odontologica,consulta repetida,2016-06-01,45,81,25,36,11,39,49,155,25,23,0,9,0,10,155,353,508
VINTO,atencion odontologica,consulta repetida,2016-06-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
VITICHI,atencion odontologica,consulta repetida,2016-06-01,6,5,7,10,4,19,9,33,3,3,0,2,0,6,29,78,107
WALDO BALLIVIAN,atencion odontologica,consulta repetida,2016-06-01,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,2,3
WARNES,atencion odontologica,consulta repetida,2016-06-01,6,20,9,6,2,3,5,12,1,2,0,2,0,4,23,49,72
YACUIBA,atencion odontologica,consulta repetida,2016-06-01,4,12,29,31,18,54,91,199,17,13,0,2,0,0,159,311,470
YAMPARAEZ,atencion odontologica,consulta repetida,2016-06-01,38,31,10,1,0,2,7,28,0,0,0,3,0,4,55,69,124
YANACACHI,atencion odontologica,consulta repetida,2016-06-01,0,2,9,3,0,0,6,8,1,0,0,1,0,0,16,14,30
YAPACANI,atencion odontologica,consulta repetida,2016-06-01,22,12,0,5,3,9,18,34,5,4,0,9,0,27,48,100,148
YOCALLA,atencion odontologica,consulta repetida,2016-06-01,11,21,39,9,0,0,10,8,0,1,0,0,0,1,60,40,100
YOTALA,atencion odontologica,consulta repetida,2016-06-01,4,6,5,13,0,1,3,18,1,12,0,6,0,1,13,57,70
YUNCHARA,atencion odontologica,consulta repetida,2016-06-01,1,0,3,2,0,5,3,11,0,0,0,0,0,0,7,18,25
ZUDAÑEZ,atencion odontologica,consulta repetida,2016-06-01,3,9,2,20,3,3,14,31,0,1,0,0,0,11,22,75,97
ACACIO,atencion odontologica,consulta repetida,2016-07-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
ACHACACHI,atencion odontologica,consulta repetida,2016-07-01,28,29,8,15,4,17,20,52,6,13,0,4,0,23,66,153,219
ACHOCALLA,atencion odontologica,consulta repetida,2016-07-01,0,3,0,4,0,4,0,7,0,0,0,0,0,0,0,18,18
AIQUILE,atencion odontologica,consulta repetida,2016-07-01,26,13,5,9,1,10,18,45,33,9,0,5,0,4,83,95,178
ALALAY,atencion odontologica,consulta repetida,2016-07-01,2,0,1,0,0,0,1,1,0,1,0,0,0,1,4,3,7
ALCALA,atencion odontologica,consulta repetida,2016-07-01,1,1,1,24,4,33,7,32,0,0,0,0,0,0,13,90,103
ALTO BENI,atencion odontologica,consulta repetida,2016-07-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ANDAMARCA,atencion odontologica,consulta repetida,2016-07-01,4,0,7,0,2,4,8,17,1,3,0,1,0,1,22,26,48
ANTEQUERA,atencion odontologica,consulta repetida,2016-07-01,4,0,2,0,0,2,2,4,1,3,0,0,0,0,9,9,18
ANZALDO,atencion odontologica,consulta repetida,2016-07-01,0,0,0,0,0,0,3,2,0,0,0,0,0,0,3,2,5
APOLO,atencion odontologica,consulta repetida,2016-07-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ARAMPAMPA,atencion odontologica,consulta repetida,2016-07-01,0,0,0,2,0,3,1,4,0,1,0,0,0,0,1,10,11
ARANI,atencion odontologica,consulta repetida,2016-07-01,13,5,1,2,3,1,5,3,4,2,0,0,0,1,26,14,40
ARBIETO,atencion odontologica,consulta repetida,2016-07-01,5,0,8,2,1,13,4,8,0,1,0,0,0,5,18,29,47
ARQUE,atencion odontologica,consulta repetida,2016-07-01,1,0,1,1,0,2,2,8,1,3,0,1,0,1,5,16,21
ASCENCION DE GUARAYOS,atencion odontologica,consulta repetida,2016-07-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
ATOCHA,atencion odontologica,consulta repetida,2016-07-01,19,21,32,80,37,127,140,173,12,18,0,1,0,1,240,421,661
AUCAPATA,atencion odontologica,consulta repetida,2016-07-01,1,0,0,0,0,0,0,1,3,0,0,0,0,1,4,2,6
AYO AYO,atencion odontologica,consulta repetida,2016-07-01,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,4,4
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,consulta repetida,2016-07-01,9,3,16,11,1,6,10,29,1,2,0,0,0,3,37,54,91
AZURDUY,atencion odontologica,consulta repetida,2016-07-01,34,6,4,11,6,9,7,45,0,0,0,7,0,7,51,85,136
BATALLAS,atencion odontologica,consulta repetida,2016-07-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
BAURES,atencion odontologica,consulta repetida,2016-07-01,0,0,0,0,5,2,4,5,0,0,0,0,0,0,9,7,16
BELEN DE ANDAMARCA,atencion odontologica,consulta repetida,2016-07-01,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,3
BELEN DE URMIRI,atencion odontologica,consulta repetida,2016-07-01,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,2,3
BERMEJO,atencion odontologica,consulta repetida,2016-07-01,18,8,57,35,38,64,66,117,22,22,0,12,0,12,201,270,471
BETANZOS,atencion odontologica,consulta repetida,2016-07-01,2,3,4,5,8,14,8,9,2,2,0,0,0,4,24,37,61
BOYUIBE,atencion odontologica,consulta repetida,2016-07-01,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,3,3
BUENA VISTA,atencion odontologica,consulta repetida,2016-07-01,40,21,0,2,0,5,2,6,1,1,0,0,0,9,43,44,87
CABEZAS,atencion odontologica,consulta repetida,2016-07-01,11,0,4,2,11,6,5,15,0,2,0,0,0,0,31,25,56
CAIROMA,atencion odontologica,consulta repetida,2016-07-01,0,0,0,6,0,0,1,9,0,0,0,0,0,0,1,15,16
"CAIZA ""D""",atencion odontologica,consulta repetida,2016-07-01,1,1,4,5,1,1,5,4,0,0,0,0,0,0,11,11,22
CAJUATA,atencion odontologica,consulta repetida,2016-07-01,0,0,0,0,1,1,2,4,0,0,0,0,0,2,3,7,10
CALAMARCA,atencion odontologica,consulta repetida,2016-07-01,1,2,5,2,2,9,8,13,4,1,0,2,0,1,20,30,50
CAMARGO,atencion odontologica,consulta repetida,2016-07-01,3,0,1,1,0,2,0,16,1,0,0,2,0,5,5,26,31
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,consulta repetida,2016-07-01,8,4,2,0,1,0,3,15,0,2,0,1,0,1,14,23,37
CAMIRI,atencion odontologica,consulta repetida,2016-07-01,31,9,2,4,2,6,9,15,3,3,0,0,0,3,47,40,87
CAPINOTA,atencion odontologica,consulta repetida,2016-07-01,5,16,5,13,0,3,8,14,0,1,0,1,0,2,18,50,68
CARACOLLO,atencion odontologica,consulta repetida,2016-07-01,21,29,16,29,10,42,20,67,5,9,0,1,0,10,72,187,259
CARANAVI,atencion odontologica,consulta repetida,2016-07-01,24,23,13,13,10,26,10,39,18,8,0,9,0,13,75,131,206
CARAPARI,atencion odontologica,consulta repetida,2016-07-01,0,1,6,9,12,22,16,33,2,0,0,0,0,0,36,65,101
