,group,variable,month,MEDIDAS PREVENTIVAS MENORES DE 5 AÑOS,MEDIDAS PREVENTIVAS MENORES DE 5 AÑOS,MEDIDAS PREVENTIVAS 5 A 13 AÑOS,MEDIDAS PREVENTIVAS 5 A 13 AÑOS,MEDIDAS PREVENTIVAS 14 A 19 AÑOS,MEDIDAS PREVENTIVAS 14 A 19 AÑOS,MEDIDAS PREVENTIVAS 20 A 59 AÑOS,MEDIDAS PREVENTIVAS 20 A 59 AÑOS,MEDIDAS PREVENTIVAS 60 AÑOS Y MAS,MEDIDAS PREVENTIVAS 60 AÑOS Y MAS,MEDIDAS PREVENTIVAS EMB,MEDIDAS PREVENTIVAS EMB,MEDIDAS PREVENTIVAS POST,MEDIDAS PREVENTIVAS POST,TOTALES,TOTALES,TOTALES
CAIROMA,atencion odontologica,medidas preventivas,2016-08-01,8,13,10,6,1,1,12,7,2,1,0,0,0,0,33,28,61
"CAIZA ""D""",atencion odontologica,medidas preventivas,2016-08-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
CAJUATA,atencion odontologica,medidas preventivas,2016-08-01,23,28,0,0,0,1,2,2,0,0,0,0,0,0,25,31,56
CALACOTO,atencion odontologica,medidas preventivas,2016-08-01,10,10,0,0,0,0,0,0,0,0,0,0,0,0,10,10,20
CALAMARCA,atencion odontologica,medidas preventivas,2016-08-01,12,16,114,138,0,0,1,3,0,0,0,0,0,0,127,157,284
CAMARGO,atencion odontologica,medidas preventivas,2016-08-01,54,67,4,3,0,3,1,1,0,0,0,0,0,0,59,74,133
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,medidas preventivas,2016-08-01,13,9,0,0,0,0,0,0,0,1,0,0,0,0,13,10,23
CAMIRI,atencion odontologica,medidas preventivas,2016-08-01,115,72,17,23,30,46,111,185,12,3,0,0,0,0,285,329,614
CAPINOTA,atencion odontologica,medidas preventivas,2016-08-01,112,80,66,65,9,32,116,92,12,16,0,0,0,0,315,285,600
CAQUIAVIRI,atencion odontologica,medidas preventivas,2016-08-01,27,32,51,41,0,1,0,0,1,1,0,0,0,0,79,75,154
CARACOLLO,atencion odontologica,medidas preventivas,2016-08-01,34,33,25,36,1,15,12,24,1,9,0,0,0,0,73,117,190
CARANAVI,atencion odontologica,medidas preventivas,2016-08-01,92,124,20,25,22,29,10,36,16,10,0,0,0,0,160,224,384
CARAPARI,atencion odontologica,medidas preventivas,2016-08-01,7,8,23,26,5,3,5,16,0,0,0,0,0,0,40,53,93
CARIPUYO,atencion odontologica,medidas preventivas,2016-08-01,12,16,14,24,0,1,0,5,0,1,0,0,0,0,26,47,73
CARMEN RIVERO TORREZ,atencion odontologica,medidas preventivas,2016-08-01,25,27,7,7,0,0,2,7,0,0,0,0,0,0,34,41,75
CATACORA,atencion odontologica,medidas preventivas,2016-08-01,2,4,0,0,0,0,0,2,0,0,0,0,0,0,2,6,8
CHALLAPATA,atencion odontologica,medidas preventivas,2016-08-01,91,125,163,156,0,12,35,60,15,19,0,0,0,0,304,372,676
CHAQUI,atencion odontologica,medidas preventivas,2016-08-01,13,19,2,2,0,0,0,0,0,4,0,0,0,0,15,25,40
CHARAGUA,atencion odontologica,medidas preventivas,2016-08-01,31,29,1,4,0,0,0,5,0,0,0,0,0,0,32,38,70
CHARAÑA,atencion odontologica,medidas preventivas,2016-08-01,13,11,0,2,0,0,0,0,0,0,0,0,0,0,13,13,26
CHAYANTA,atencion odontologica,medidas preventivas,2016-08-01,30,32,3,0,0,1,0,2,0,2,0,0,0,0,33,37,70
CHIMORE,atencion odontologica,medidas preventivas,2016-08-01,38,48,0,0,0,0,0,2,1,0,0,0,0,0,39,50,89
CHIPAYA,atencion odontologica,medidas preventivas,2016-08-01,0,0,0,11,8,12,0,0,0,0,0,0,0,0,8,23,31
CHOQUE COTA,atencion odontologica,medidas preventivas,2016-08-01,0,0,0,0,0,2,0,2,5,2,0,0,0,0,5,6,11
CHUA COCANI,atencion odontologica,medidas preventivas,2016-08-01,0,3,7,0,4,1,1,0,2,0,0,0,0,0,14,4,18
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,medidas preventivas,2016-08-01,14,6,1,1,0,0,0,1,0,0,0,0,0,0,15,8,23
CHUMA,atencion odontologica,medidas preventivas,2016-08-01,31,27,16,6,3,11,9,8,5,12,0,0,0,0,64,64,128
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,medidas preventivas,2016-08-01,14,16,0,0,0,0,0,6,2,2,0,0,0,0,16,24,40
CKOCHAS,atencion odontologica,medidas preventivas,2016-08-01,0,1,0,0,0,0,0,5,1,0,0,0,0,0,1,6,7
CLIZA,atencion odontologica,medidas preventivas,2016-08-01,57,37,7,9,2,3,9,9,0,0,0,0,0,0,75,58,133
COBIJA,atencion odontologica,medidas preventivas,2016-08-01,285,259,2,2,0,35,31,103,5,1,0,0,0,0,323,400,723
COCAPATA,atencion odontologica,medidas preventivas,2016-08-01,66,57,20,13,2,10,6,25,21,26,0,0,0,0,115,131,246
COCHABAMBA,atencion odontologica,medidas preventivas,2016-08-01,1673,1603,1846,1980,570,1004,1624,2928,388,296,0,0,0,0,6101,7811,13912
COIPASA,atencion odontologica,medidas preventivas,2016-08-01,4,8,7,9,0,0,0,0,0,0,0,0,0,0,11,17,28
COLCAPIRHUA,atencion odontologica,medidas preventivas,2016-08-01,233,216,27,16,6,16,16,56,23,8,0,0,0,0,305,312,617
"COLCHA ""K""",atencion odontologica,medidas preventivas,2016-08-01,26,35,0,0,0,0,0,1,0,0,0,0,0,0,26,36,62
COLLANA,atencion odontologica,medidas preventivas,2016-08-01,10,8,1,1,0,0,0,0,0,0,0,0,0,0,11,9,20
COLOMI,atencion odontologica,medidas preventivas,2016-08-01,137,86,0,0,0,15,0,16,11,9,0,0,0,0,148,126,274
COLPA BELGICA,atencion odontologica,medidas preventivas,2016-08-01,30,26,116,167,5,2,0,0,0,0,0,0,0,0,151,195,346
COLQUECHACA,atencion odontologica,medidas preventivas,2016-08-01,21,18,0,1,0,12,0,6,13,12,0,0,0,0,34,49,83
COLQUENCHA,atencion odontologica,medidas preventivas,2016-08-01,7,3,8,6,0,1,0,2,0,0,0,0,0,0,15,12,27
COLQUIRI,atencion odontologica,medidas preventivas,2016-08-01,14,18,18,13,2,9,20,17,11,6,0,0,0,0,65,63,128
COMANCHE,atencion odontologica,medidas preventivas,2016-08-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2
COMARAPA,atencion odontologica,medidas preventivas,2016-08-01,14,24,1,0,0,2,1,13,0,1,0,0,0,0,16,40,56
CONCEPCION,atencion odontologica,medidas preventivas,2016-08-01,55,65,84,100,0,0,1,4,0,0,0,0,0,0,140,169,309
COPACABANA,atencion odontologica,medidas preventivas,2016-08-01,5,3,1,1,0,0,0,0,0,0,0,0,0,0,6,4,10
CORIPATA,atencion odontologica,medidas preventivas,2016-08-01,51,59,283,263,0,2,0,4,0,0,0,0,0,0,334,328,662
CORO CORO,atencion odontologica,medidas preventivas,2016-08-01,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2,3
COROICO,atencion odontologica,medidas preventivas,2016-08-01,17,23,2,2,0,5,3,18,1,1,0,0,0,0,23,49,72
CORQUE,atencion odontologica,medidas preventivas,2016-08-01,7,0,0,0,0,0,2,0,0,0,0,0,0,0,9,0,9
COTAGAITA,atencion odontologica,medidas preventivas,2016-08-01,10,20,22,51,2,7,28,26,11,13,0,0,0,0,73,117,190
COTOCA,atencion odontologica,medidas preventivas,2016-08-01,352,164,2,2,2,2,2,8,0,0,0,0,0,0,358,176,534
CUATRO CAÑADAS,atencion odontologica,medidas preventivas,2016-08-01,114,109,1,0,1,11,0,14,6,1,0,0,0,0,122,135,257
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,medidas preventivas,2016-08-01,1,0,0,1,0,0,2,2,0,1,0,0,0,0,3,4,7
CUEVO,atencion odontologica,medidas preventivas,2016-08-01,48,51,5,4,0,0,0,1,0,0,0,0,0,0,53,56,109
CULPINA,atencion odontologica,medidas preventivas,2016-08-01,15,24,0,4,0,0,0,0,0,0,0,0,0,0,15,28,43
CURAHUARA DE CARANGAS,atencion odontologica,medidas preventivas,2016-08-01,16,12,0,0,0,0,0,1,1,1,0,0,0,0,17,14,31
CURVA,atencion odontologica,medidas preventivas,2016-08-01,7,4,0,0,0,1,0,1,2,3,0,0,0,0,9,9,18
DESAGUADERO,atencion odontologica,medidas preventivas,2016-08-01,4,2,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
EL ALTO,atencion odontologica,medidas preventivas,2016-08-01,1099,1116,1073,1477,466,565,542,885,176,61,0,0,0,0,3356,4104,7460
EL CHORO,atencion odontologica,medidas preventivas,2016-08-01,34,11,0,0,0,1,1,4,3,6,0,0,0,0,38,22,60
EL PUENTE(STC),atencion odontologica,medidas preventivas,2016-08-01,21,9,0,0,0,0,3,10,0,0,0,0,0,0,24,19,43
EL PUENTE(TJA),atencion odontologica,medidas preventivas,2016-08-01,1,6,4,4,0,0,1,5,0,0,0,0,0,0,6,15,21
EL TORNO,atencion odontologica,medidas preventivas,2016-08-01,338,375,368,372,24,25,26,153,11,12,0,0,0,0,767,937,1704
EL VILLAR,atencion odontologica,medidas preventivas,2016-08-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ENTRE RIOS TRJ,atencion odontologica,medidas preventivas,2016-08-01,27,57,50,49,2,12,0,16,11,12,0,0,0,0,90,146,236
ENTRE RIOS CBBA,atencion odontologica,medidas preventivas,2016-08-01,19,14,0,7,0,0,0,4,0,0,0,0,0,0,19,25,44
ESCARA,atencion odontologica,medidas preventivas,2016-08-01,2,5,0,0,0,4,0,1,0,0,0,0,0,0,2,10,12
ESCOMA,atencion odontologica,medidas preventivas,2016-08-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
ESMERALDA,atencion odontologica,medidas preventivas,2016-08-01,1,0,0,0,0,0,0,1,5,3,0,0,0,0,6,4,10
EUCALIPTUS,atencion odontologica,medidas preventivas,2016-08-01,25,16,9,11,0,0,0,0,0,0,0,0,0,0,34,27,61
FERNANDEZ ALONSO,atencion odontologica,medidas preventivas,2016-08-01,30,31,25,17,1,7,1,10,3,0,0,0,0,0,60,65,125
FILADELFIA,atencion odontologica,medidas preventivas,2016-08-01,3,0,2,2,0,2,0,3,0,0,0,0,0,0,5,7,12
GENERAL SAAVEDRA,atencion odontologica,medidas preventivas,2016-08-01,10,17,11,10,6,5,0,6,0,0,0,0,0,0,27,38,65
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,medidas preventivas,2016-08-01,49,54,3,3,0,2,2,10,0,2,0,0,0,0,54,71,125
GUANAY,atencion odontologica,medidas preventivas,2016-08-01,2,4,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
GUAQUI,atencion odontologica,medidas preventivas,2016-08-01,18,23,7,7,2,9,5,25,5,16,0,0,0,0,37,80,117
GUAYARAMERIN,atencion odontologica,medidas preventivas,2016-08-01,26,34,53,54,4,8,2,27,1,1,0,0,0,0,86,124,210
GUTIERREZ,atencion odontologica,medidas preventivas,2016-08-01,8,11,1,3,3,8,0,0,4,7,0,0,0,0,16,29,45
HUACAYA (VILLA DE HUACAYA),atencion odontologica,medidas preventivas,2016-08-01,20,24,15,18,1,2,0,2,0,0,0,0,0,0,36,46,82
HUACHACALLA,atencion odontologica,medidas preventivas,2016-08-01,1,0,0,2,0,6,0,3,4,5,0,0,0,0,5,16,21
HUANUNI,atencion odontologica,medidas preventivas,2016-08-01,41,29,50,60,10,28,32,37,1,1,0,0,0,0,134,155,289
HUARACAJE,atencion odontologica,medidas preventivas,2016-08-01,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,3,3
HUARINA,atencion odontologica,medidas preventivas,2016-08-01,7,9,2,0,0,1,0,2,5,5,0,0,0,0,14,17,31
HUATAJATA,atencion odontologica,medidas preventivas,2016-08-01,18,12,1,1,0,0,0,0,12,4,0,0,0,0,31,17,48
HUAYLLAMARCA,atencion odontologica,medidas preventivas,2016-08-01,0,8,14,39,5,7,2,2,0,0,0,0,0,0,21,56,77
HUMANATA,atencion odontologica,medidas preventivas,2016-08-01,8,11,0,0,0,0,0,0,0,0,0,0,0,0,8,11,19
ICHOCA,atencion odontologica,medidas preventivas,2016-08-01,4,10,0,1,0,0,0,0,0,0,0,0,0,0,4,11,15
ICLA,atencion odontologica,medidas preventivas,2016-08-01,192,170,8,4,3,11,0,16,0,0,0,0,0,0,203,201,404
INCAHUASI,atencion odontologica,medidas preventivas,2016-08-01,4,6,0,0,0,1,0,2,0,0,0,0,0,0,4,9,13
INGAVI (HUMAITA),atencion odontologica,medidas preventivas,2016-08-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
INQUISIVI,atencion odontologica,medidas preventivas,2016-08-01,2,6,3,0,2,0,0,2,0,0,0,0,0,0,7,8,15
IRUPANA (VILLA DE LANZA),atencion odontologica,medidas preventivas,2016-08-01,35,50,0,2,0,3,1,47,2,3,0,0,0,0,38,105,143
IXIAMAS,atencion odontologica,medidas preventivas,2016-08-01,8,20,17,26,1,9,3,16,5,7,0,0,0,0,34,78,112
JESUS DE MACHACA,atencion odontologica,medidas preventivas,2016-08-01,30,40,9,4,0,2,2,5,1,1,0,0,0,0,42,52,94
LA ASUNTA,atencion odontologica,medidas preventivas,2016-08-01,63,66,25,44,5,9,2,35,1,1,0,0,0,0,96,155,251
LA GUARDIA,atencion odontologica,medidas preventivas,2016-08-01,164,156,0,0,1,12,0,30,12,6,0,0,0,0,177,204,381
LA PAZ,atencion odontologica,medidas preventivas,2016-08-01,2017,2013,1210,1376,302,619,645,939,402,260,0,0,0,0,4576,5207,9783
LAGUNILLAS,atencion odontologica,medidas preventivas,2016-08-01,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
LAJA,atencion odontologica,medidas preventivas,2016-08-01,29,26,0,0,0,1,0,4,4,3,0,0,0,0,33,34,67
LAS CARRERAS,atencion odontologica,medidas preventivas,2016-08-01,2,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,3
LICOMA PAMPA,atencion odontologica,medidas preventivas,2016-08-01,16,10,1,4,0,0,1,0,2,0,0,0,0,0,20,14,34
LLALLAGUA,atencion odontologica,medidas preventivas,2016-08-01,103,98,24,52,15,35,28,86,11,20,0,0,0,0,181,291,472
LLICA,atencion odontologica,medidas preventivas,2016-08-01,10,10,0,0,0,0,0,2,1,0,0,0,0,0,11,12,23
LURIBAY,atencion odontologica,medidas preventivas,2016-08-01,7,5,0,1,0,0,7,6,0,4,0,0,0,0,14,16,30
MACHACAMARCA,atencion odontologica,medidas preventivas,2016-08-01,6,3,0,2,7,1,1,13,3,4,0,0,0,0,17,23,40
MACHARETI,atencion odontologica,medidas preventivas,2016-08-01,13,13,0,0,0,2,0,8,0,0,0,0,0,0,13,23,36
MAGDALENA,atencion odontologica,medidas preventivas,2016-08-01,3,0,1,0,0,1,1,3,1,0,0,0,0,0,6,4,10
MAIRANA,atencion odontologica,medidas preventivas,2016-08-01,33,42,21,17,16,26,8,31,0,0,0,0,0,0,78,116,194
MAPIRI,atencion odontologica,medidas preventivas,2016-08-01,37,40,20,15,3,2,2,6,0,0,0,0,0,0,62,63,125
MECAPACA,atencion odontologica,medidas preventivas,2016-08-01,28,31,1,3,0,2,0,7,2,1,0,0,0,0,31,44,75
MINEROS,atencion odontologica,medidas preventivas,2016-08-01,45,66,4,3,0,2,0,3,3,2,0,0,0,0,52,76,128
MIZQUE,atencion odontologica,medidas preventivas,2016-08-01,166,146,0,2,0,0,0,3,0,1,0,0,0,0,166,152,318
MOCOMOCO,atencion odontologica,medidas preventivas,2016-08-01,5,4,26,40,1,6,1,9,2,2,0,0,0,0,35,61,96
MOJINETE,atencion odontologica,medidas preventivas,2016-08-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
MOJOCOYA,atencion odontologica,medidas preventivas,2016-08-01,12,21,26,29,1,1,2,13,0,1,0,0,0,0,41,65,106
MONTEAGUDO,atencion odontologica,medidas preventivas,2016-08-01,71,48,1,1,0,9,6,9,0,0,0,0,0,0,78,67,145
MONTERO,atencion odontologica,medidas preventivas,2016-08-01,94,121,116,82,17,31,12,79,9,8,0,0,0,0,248,321,569
MORO MORO,atencion odontologica,medidas preventivas,2016-08-01,13,0,0,0,0,0,0,1,0,0,0,0,0,0,13,1,14
MOROCHATA,atencion odontologica,medidas preventivas,2016-08-01,12,30,3,2,0,2,0,7,10,8,0,0,0,0,25,49,74
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,medidas preventivas,2016-08-01,10,10,9,9,0,1,0,0,1,0,0,0,0,0,20,20,40
NAZACARA DE PACAJES,atencion odontologica,medidas preventivas,2016-08-01,0,0,26,15,0,0,0,0,0,0,0,0,0,0,26,15,41
OCURI,atencion odontologica,medidas preventivas,2016-08-01,24,19,0,14,0,1,0,9,3,1,0,0,0,0,27,44,71
OKINAWA,atencion odontologica,medidas preventivas,2016-08-01,4,7,0,0,0,0,0,0,1,1,0,0,0,0,5,8,13
OMEREQUE,atencion odontologica,medidas preventivas,2016-08-01,39,53,41,53,3,1,0,0,0,0,0,0,0,0,83,107,190
ORURO,atencion odontologica,medidas preventivas,2016-08-01,399,488,340,435,285,332,540,700,121,64,0,0,0,0,1685,2019,3704
PADCAYA,atencion odontologica,medidas preventivas,2016-08-01,5,15,10,18,0,2,3,2,0,0,0,0,0,0,18,37,55
PADILLA,atencion odontologica,medidas preventivas,2016-08-01,13,20,0,2,2,1,1,7,0,0,0,0,0,0,16,30,46
PAILON,atencion odontologica,medidas preventivas,2016-08-01,8,6,3,1,0,0,1,1,0,0,0,0,0,0,12,8,20
PALCA,atencion odontologica,medidas preventivas,2016-08-01,98,92,0,2,0,5,0,5,8,1,0,0,0,0,106,105,211
PALOS BLANCOS,atencion odontologica,medidas preventivas,2016-08-01,29,41,10,9,5,12,18,83,12,14,0,0,0,0,74,159,233
PAMPA AULLAGAS,atencion odontologica,medidas preventivas,2016-08-01,6,18,3,4,0,0,0,0,0,0,0,0,0,0,9,22,31
PAMPA GRANDE,atencion odontologica,medidas preventivas,2016-08-01,61,47,0,0,0,2,0,13,0,0,0,0,0,0,61,62,123
PAPEL PAMPA,atencion odontologica,medidas preventivas,2016-08-01,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,11,11
PASORAPA,atencion odontologica,medidas preventivas,2016-08-01,8,5,8,5,6,7,16,23,6,3,0,0,0,0,44,43,87
PATACAMAYA,atencion odontologica,medidas preventivas,2016-08-01,93,92,4,0,0,0,0,2,0,0,0,0,0,0,97,94,191
PAZÑA,atencion odontologica,medidas preventivas,2016-08-01,16,18,22,28,0,2,2,5,3,2,0,0,0,0,43,55,98
PELECHUCO,atencion odontologica,medidas preventivas,2016-08-01,13,24,0,1,0,0,0,2,0,0,0,0,0,0,13,27,40
POCOATA,atencion odontologica,medidas preventivas,2016-08-01,9,24,0,0,0,0,0,1,0,0,0,0,0,0,9,25,34
POCONA,atencion odontologica,medidas preventivas,2016-08-01,21,38,135,73,0,2,0,2,0,1,0,0,0,0,156,116,272
POJO (CBBA),atencion odontologica,medidas preventivas,2016-08-01,7,8,4,4,0,1,2,2,1,0,0,0,0,0,14,15,29
POOPO,atencion odontologica,medidas preventivas,2016-08-01,8,7,20,16,3,14,25,18,11,8,0,0,0,0,67,63,130
PORCO,atencion odontologica,medidas preventivas,2016-08-01,20,9,2,4,0,3,2,12,1,1,0,0,0,0,25,29,54
POROMA,atencion odontologica,medidas preventivas,2016-08-01,28,49,106,78,16,16,2,6,0,0,0,0,0,0,152,149,301
PORONGO,atencion odontologica,medidas preventivas,2016-08-01,20,17,2,0,0,1,1,6,111,120,0,0,0,0,134,144,278
PORTACHUELO,atencion odontologica,medidas preventivas,2016-08-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
PORVENIR,atencion odontologica,medidas preventivas,2016-08-01,7,12,3,4,0,0,0,1,0,0,0,0,0,0,10,17,27
POSTRER VALLE,atencion odontologica,medidas preventivas,2016-08-01,5,14,0,0,0,1,0,0,0,0,0,0,0,0,5,15,20
POTOSI,atencion odontologica,medidas preventivas,2016-08-01,274,292,56,60,51,85,77,138,32,29,0,0,0,0,490,604,1094
PRESTO,atencion odontologica,medidas preventivas,2016-08-01,11,30,1,2,1,5,0,11,2,1,0,0,0,0,15,49,64
PUCARA,atencion odontologica,medidas preventivas,2016-08-01,1,5,1,0,0,2,0,2,1,0,0,0,0,0,3,9,12
PUCARANI,atencion odontologica,medidas preventivas,2016-08-01,72,56,27,27,7,24,24,93,8,3,0,0,0,0,138,203,341
PUERTO GONZALO MORENO,atencion odontologica,medidas preventivas,2016-08-01,50,30,115,149,9,7,2,12,9,6,0,0,0,0,185,204,389
PUERTO PEREZ,atencion odontologica,medidas preventivas,2016-08-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
PUERTO QUIJARRO,atencion odontologica,medidas preventivas,2016-08-01,27,60,0,0,0,0,0,1,1,0,0,0,0,0,28,61,89
PUERTO RICO,atencion odontologica,medidas preventivas,2016-08-01,65,62,20,34,1,3,0,8,0,0,0,0,0,0,86,107,193
PUERTO SUAREZ,atencion odontologica,medidas preventivas,2016-08-01,10,6,16,10,2,0,0,0,0,0,0,0,0,0,28,16,44
PUERTO VILLARROEL,atencion odontologica,medidas preventivas,2016-08-01,86,81,5,3,3,4,0,12,5,3,0,0,0,0,99,103,202
PUNA,atencion odontologica,medidas preventivas,2016-08-01,7,13,18,20,4,7,0,1,2,1,0,0,0,0,31,42,73
PUNATA,atencion odontologica,medidas preventivas,2016-08-01,40,31,70,110,23,54,52,123,15,20,0,0,0,0,200,338,538
QUIABAYA,atencion odontologica,medidas preventivas,2016-08-01,8,3,0,0,1,0,0,4,0,0,0,0,0,0,9,7,16
QUILLACOLLO,atencion odontologica,medidas preventivas,2016-08-01,682,574,259,258,174,313,305,513,65,67,0,0,0,0,1485,1725,3210
QUIME,atencion odontologica,medidas preventivas,2016-08-01,53,49,14,11,4,0,34,11,0,0,0,0,0,0,105,71,176
QUIRUSILLAS,atencion odontologica,medidas preventivas,2016-08-01,12,3,2,0,0,0,1,0,0,0,0,0,0,0,15,3,18
RAVELO,atencion odontologica,medidas preventivas,2016-08-01,44,34,0,0,0,0,0,4,14,5,0,0,0,0,58,43,101
REYES,atencion odontologica,medidas preventivas,2016-08-01,4,1,68,73,13,5,2,4,1,2,0,0,0,0,88,85,173
RIBERALTA,atencion odontologica,medidas preventivas,2016-08-01,132,132,30,60,5,70,5,106,12,8,0,0,0,0,184,376,560
ROBORE,atencion odontologica,medidas preventivas,2016-08-01,0,3,2,11,4,0,0,0,0,0,0,0,0,0,6,14,20
RURRENABAQUE,atencion odontologica,medidas preventivas,2016-08-01,43,51,54,57,42,40,53,52,20,21,0,0,0,0,212,221,433
SABAYA,atencion odontologica,medidas preventivas,2016-08-01,5,5,20,81,28,18,0,3,0,0,0,0,0,0,53,107,160
SACABA,atencion odontologica,medidas preventivas,2016-08-01,150,201,621,866,180,247,110,372,66,59,0,0,0,0,1127,1745,2872
SACABAMBA,atencion odontologica,medidas preventivas,2016-08-01,16,11,9,6,0,1,0,0,0,0,0,0,0,0,25,18,43
SACACA,atencion odontologica,medidas preventivas,2016-08-01,2,4,0,0,0,0,0,1,0,0,0,0,0,0,2,5,7
SAIPINA,atencion odontologica,medidas preventivas,2016-08-01,3,0,1,1,0,0,0,1,0,0,0,0,0,0,4,2,6
SALINAS DE GARCI MENDOZA,atencion odontologica,medidas preventivas,2016-08-01,11,28,98,95,9,19,13,19,17,12,0,0,0,0,148,173,321
SAMAIPATA,atencion odontologica,medidas preventivas,2016-08-01,29,17,24,22,3,1,0,9,1,1,0,0,0,0,57,50,107
SAN AGUSTIN,atencion odontologica,medidas preventivas,2016-08-01,0,1,1,1,0,0,1,1,0,0,0,0,0,0,2,3,5
SAN ANDRES,atencion odontologica,medidas preventivas,2016-08-01,7,6,4,2,3,4,3,2,0,0,0,0,0,0,17,14,31
SAN ANDRES DE MACHACA,atencion odontologica,medidas preventivas,2016-08-01,5,9,58,44,18,14,0,0,3,1,0,0,0,0,84,68,152
SAN ANTONIO DE ESMORUCO,atencion odontologica,medidas preventivas,2016-08-01,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,61,61
SAN ANTONIO DE LOMERIO,atencion odontologica,medidas preventivas,2016-08-01,10,4,0,0,0,1,0,2,0,0,0,0,0,0,10,7,17
SAN BENITO,atencion odontologica,medidas preventivas,2016-08-01,62,73,28,28,0,5,5,21,24,33,0,0,0,0,119,160,279
SAN BORJA,atencion odontologica,medidas preventivas,2016-08-01,40,52,1,2,1,4,4,6,3,0,0,0,0,0,49,64,113
SAN BUENA VENTURA,atencion odontologica,medidas preventivas,2016-08-01,16,30,5,17,0,6,2,9,0,0,0,0,0,0,23,62,85
SAN CARLOS,atencion odontologica,medidas preventivas,2016-08-01,0,11,0,0,0,1,0,3,0,0,0,0,0,0,0,15,15
SAN IGNACIO,atencion odontologica,medidas preventivas,2016-08-01,4,10,14,32,4,16,15,34,2,0,0,0,0,0,39,92,131
SAN IGNACIO DE VELASCO,atencion odontologica,medidas preventivas,2016-08-01,99,100,13,9,7,5,6,35,0,0,0,0,0,0,125,149,274
SAN JAVIER(STC),atencion odontologica,medidas preventivas,2016-08-01,9,8,17,13,11,10,0,5,1,0,0,0,0,0,38,36,74
SAN JOAQUIN,atencion odontologica,medidas preventivas,2016-08-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
SAN JOSE DE CHIQUITOS,atencion odontologica,medidas preventivas,2016-08-01,1,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAN JUAN DE YAPACANI,atencion odontologica,medidas preventivas,2016-08-01,2,8,0,0,0,0,1,0,1,0,0,0,0,0,4,8,12
SAN JULIAN,atencion odontologica,medidas preventivas,2016-08-01,113,125,221,235,0,3,3,14,9,3,0,0,0,0,346,380,726
SAN LORENZO(TJA),atencion odontologica,medidas preventivas,2016-08-01,22,9,11,41,38,17,10,24,1,4,0,0,0,0,82,95,177
SAN LUCAS,atencion odontologica,medidas preventivas,2016-08-01,221,186,0,11,0,9,0,34,0,0,0,0,0,0,221,240,461
SAN MATIAS,atencion odontologica,medidas preventivas,2016-08-01,3,6,4,3,2,1,2,1,1,0,0,0,0,0,12,11,23
SAN MIGUEL DE VELASCO,atencion odontologica,medidas preventivas,2016-08-01,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,5,5
SAN PEDRO,atencion odontologica,medidas preventivas,2016-08-01,38,47,30,25,3,7,1,5,0,1,0,0,0,0,72,85,157
SAN PEDRO DE BUENA VISTA,atencion odontologica,medidas preventivas,2016-08-01,29,21,92,74,43,90,1,8,3,2,0,0,0,0,168,195,363
SAN PEDRO DE CURAHUARA,atencion odontologica,medidas preventivas,2016-08-01,9,11,4,1,0,0,1,2,0,1,0,0,0,0,14,15,29
SAN PEDRO DE TIQUINA,atencion odontologica,medidas preventivas,2016-08-01,2,2,19,16,6,4,0,2,0,0,0,0,0,0,27,24,51
SAN RAFAEL,atencion odontologica,medidas preventivas,2016-08-01,70,66,19,33,3,10,9,35,9,3,0,0,0,0,110,147,257
SAN RAMON SCZ,atencion odontologica,medidas preventivas,2016-08-01,38,42,0,0,0,0,0,0,0,0,0,0,0,0,38,42,80
SANTA ANA,atencion odontologica,medidas preventivas,2016-08-01,33,14,18,18,2,10,4,11,1,0,0,0,0,0,58,53,111
SANTA CRUZ DE LA SIERRA,atencion odontologica,medidas preventivas,2016-08-01,2177,2104,204,171,90,392,288,1249,118,101,0,0,0,0,2877,4017,6894
