municipality,group,variable,month,Exodoncias,TOTAL
COMARAPA,atenciones odontologicas,exodoncias,2009-07-01,101,101
COMBAYA,atenciones odontologicas,exodoncias,2009-07-01,2,2
CONCEPCION,atenciones odontologicas,exodoncias,2009-07-01,32,32
COPACABANA,atenciones odontologicas,exodoncias,2009-07-01,193,193
CORIPATA,atenciones odontologicas,exodoncias,2009-07-01,51,51
CORO CORO,atenciones odontologicas,exodoncias,2009-07-01,18,18
COROICO,atenciones odontologicas,exodoncias,2009-07-01,140,140
CORQUE,atenciones odontologicas,exodoncias,2009-07-01,19,19
COTAGAITA,atenciones odontologicas,exodoncias,2009-07-01,36,36
COTOCA,atenciones odontologicas,exodoncias,2009-07-01,61,61
CUATRO CAÑADAS,atenciones odontologicas,exodoncias,2009-07-01,29,29
CUCHUMUELA (V. G. VILLARROEL),atenciones odontologicas,exodoncias,2009-07-01,1,1
CUEVO,atenciones odontologicas,exodoncias,2009-07-01,26,26
CULPINA,atenciones odontologicas,exodoncias,2009-07-01,46,46
CURAHUARA DE CARANGAS,atenciones odontologicas,exodoncias,2009-07-01,28,28
CURVA,atenciones odontologicas,exodoncias,2009-07-01,4,4
DESAGUADERO,atenciones odontologicas,exodoncias,2009-07-01,78,78
EL ALTO,atenciones odontologicas,exodoncias,2009-07-01,3001,3001
EL CHORO,atenciones odontologicas,exodoncias,2009-07-01,7,7
EL PUENTE(STC),atenciones odontologicas,exodoncias,2009-07-01,53,53
EL PUENTE(TJA),atenciones odontologicas,exodoncias,2009-07-01,79,79
EL TORNO,atenciones odontologicas,exodoncias,2009-07-01,90,90
EL VILLAR,atenciones odontologicas,exodoncias,2009-07-01,26,26
ENTRE RIOS,atenciones odontologicas,exodoncias,2009-07-01,24,24
ENTRE RIOS,atenciones odontologicas,exodoncias,2009-07-01,198,198
EUCALIPTUS,atenciones odontologicas,exodoncias,2009-07-01,22,22
FERNANDEZ ALONSO,atenciones odontologicas,exodoncias,2009-07-01,46,46
FILADELFIA,atenciones odontologicas,exodoncias,2009-07-01,19,19
GENERAL SAAVEDRA,atenciones odontologicas,exodoncias,2009-07-01,53,53
GRAL. J.J. PEREZ (CHARAZANI),atenciones odontologicas,exodoncias,2009-07-01,69,69
GUANAY,atenciones odontologicas,exodoncias,2009-07-01,50,50
GUAQUI,atenciones odontologicas,exodoncias,2009-07-01,39,39
GUAYARAMERIN,atenciones odontologicas,exodoncias,2009-07-01,187,187
GUTIERREZ,atenciones odontologicas,exodoncias,2009-07-01,238,238
HUACARETA,atenciones odontologicas,exodoncias,2009-07-01,28,28
HUACAYA (VILLA DE HUACAYA),atenciones odontologicas,exodoncias,2009-07-01,22,22
HUACHACALLA,atenciones odontologicas,exodoncias,2009-07-01,10,10
HUANUNI,atenciones odontologicas,exodoncias,2009-07-01,103,103
HUARACAJE,atenciones odontologicas,exodoncias,2009-07-01,15,15
HUAYLLAMARCA,atenciones odontologicas,exodoncias,2009-07-01,14,14
ICHOCA,atenciones odontologicas,exodoncias,2009-07-01,10,10
ICLA,atenciones odontologicas,exodoncias,2009-07-01,33,33
INCAHUASI,atenciones odontologicas,exodoncias,2009-07-01,61,61
INQUISIVI,atenciones odontologicas,exodoncias,2009-07-01,68,68
IRUPANA (VILLA DE LANZA),atenciones odontologicas,exodoncias,2009-07-01,62,62
IXIAMAS,atenciones odontologicas,exodoncias,2009-07-01,73,73
JESUS DE MACHACA,atenciones odontologicas,exodoncias,2009-07-01,70,70
LA ASUNTA,atenciones odontologicas,exodoncias,2009-07-01,85,85
LA GUARDIA,atenciones odontologicas,exodoncias,2009-07-01,221,221
LA PAZ,atenciones odontologicas,exodoncias,2009-07-01,2617,2617
LAGUNILLAS,atenciones odontologicas,exodoncias,2009-07-01,193,193
LAJA,atenciones odontologicas,exodoncias,2009-07-01,112,112
LAS CARRERAS,atenciones odontologicas,exodoncias,2009-07-01,16,16
LICOMA PAMPA,atenciones odontologicas,exodoncias,2009-07-01,40,40
LLALLAGUA,atenciones odontologicas,exodoncias,2009-07-01,84,84
LLICA,atenciones odontologicas,exodoncias,2009-07-01,35,35
LURIBAY,atenciones odontologicas,exodoncias,2009-07-01,7,7
MACHACAMARCA,atenciones odontologicas,exodoncias,2009-07-01,49,49
MACHARETI,atenciones odontologicas,exodoncias,2009-07-01,13,13
MAGDALENA,atenciones odontologicas,exodoncias,2009-07-01,21,21
MAIRANA,atenciones odontologicas,exodoncias,2009-07-01,21,21
MAPIRI,atenciones odontologicas,exodoncias,2009-07-01,69,69
MECAPACA,atenciones odontologicas,exodoncias,2009-07-01,49,49
MINEROS,atenciones odontologicas,exodoncias,2009-07-01,52,52
MIZQUE,atenciones odontologicas,exodoncias,2009-07-01,12,12
MOCOMOCO,atenciones odontologicas,exodoncias,2009-07-01,104,104
MOJOCOYA,atenciones odontologicas,exodoncias,2009-07-01,39,39
MONTEAGUDO,atenciones odontologicas,exodoncias,2009-07-01,102,102
MONTERO,atenciones odontologicas,exodoncias,2009-07-01,150,150
MORO MORO,atenciones odontologicas,exodoncias,2009-07-01,15,15
MOROCHATA,atenciones odontologicas,exodoncias,2009-07-01,64,64
OCURI,atenciones odontologicas,exodoncias,2009-07-01,90,90
OKINAWA,atenciones odontologicas,exodoncias,2009-07-01,28,28
OMEREQUE,atenciones odontologicas,exodoncias,2009-07-01,22,22
ORURO,atenciones odontologicas,exodoncias,2009-07-01,1142,1142
PADCAYA,atenciones odontologicas,exodoncias,2009-07-01,116,116
PADILLA,atenciones odontologicas,exodoncias,2009-07-01,34,34
PAILON,atenciones odontologicas,exodoncias,2009-07-01,59,59
PALCA,atenciones odontologicas,exodoncias,2009-07-01,33,33
PALOS BLANCOS,atenciones odontologicas,exodoncias,2009-07-01,64,64
PAMPA AULLAGAS,atenciones odontologicas,exodoncias,2009-07-01,14,14
PAMPA GRANDE,atenciones odontologicas,exodoncias,2009-07-01,26,26
PASORAPA,atenciones odontologicas,exodoncias,2009-07-01,39,39
PATACAMAYA,atenciones odontologicas,exodoncias,2009-07-01,49,49
PAZÑA,atenciones odontologicas,exodoncias,2009-07-01,40,40
PELECHUCO,atenciones odontologicas,exodoncias,2009-07-01,21,21
POCOATA,atenciones odontologicas,exodoncias,2009-07-01,75,75
POCONA,atenciones odontologicas,exodoncias,2009-07-01,78,78
POJO (CBBA),atenciones odontologicas,exodoncias,2009-07-01,26,26
POOPO,atenciones odontologicas,exodoncias,2009-07-01,43,43
PORCO,atenciones odontologicas,exodoncias,2009-07-01,26,26
POROMA,atenciones odontologicas,exodoncias,2009-07-01,56,56
PORONGO,atenciones odontologicas,exodoncias,2009-07-01,66,66
PORTACHUELO,atenciones odontologicas,exodoncias,2009-07-01,71,71
PORVENIR,atenciones odontologicas,exodoncias,2009-07-01,72,72
POSTRER VALLE,atenciones odontologicas,exodoncias,2009-07-01,34,34
POTOSI,atenciones odontologicas,exodoncias,2009-07-01,755,755
PRESTO,atenciones odontologicas,exodoncias,2009-07-01,10,10
PUCARA,atenciones odontologicas,exodoncias,2009-07-01,11,11
PUCARANI,atenciones odontologicas,exodoncias,2009-07-01,122,122
PUERTO ACOSTA,atenciones odontologicas,exodoncias,2009-07-01,148,148
PUERTO CARABUCO,atenciones odontologicas,exodoncias,2009-07-01,89,89
PUERTO GONZALO MORENO,atenciones odontologicas,exodoncias,2009-07-01,51,51
PUERTO PEREZ,atenciones odontologicas,exodoncias,2009-07-01,14,14
PUERTO QUIJARRO,atenciones odontologicas,exodoncias,2009-07-01,56,56
PUERTO RICO,atenciones odontologicas,exodoncias,2009-07-01,73,73
PUERTO SUAREZ,atenciones odontologicas,exodoncias,2009-07-01,69,69
PUERTO VILLARROEL,atenciones odontologicas,exodoncias,2009-07-01,83,83
PUNA,atenciones odontologicas,exodoncias,2009-07-01,134,134
PUNATA,atenciones odontologicas,exodoncias,2009-07-01,102,102
QUIABAYA,atenciones odontologicas,exodoncias,2009-07-01,16,16
QUILLACOLLO,atenciones odontologicas,exodoncias,2009-07-01,193,193
QUIME,atenciones odontologicas,exodoncias,2009-07-01,155,155
QUIRUSILLAS,atenciones odontologicas,exodoncias,2009-07-01,2,2
RAVELO,atenciones odontologicas,exodoncias,2009-07-01,40,40
REYES,atenciones odontologicas,exodoncias,2009-07-01,71,71
RIBERALTA,atenciones odontologicas,exodoncias,2009-07-01,414,414
ROBORE,atenciones odontologicas,exodoncias,2009-07-01,117,117
RURRENABAQUE,atenciones odontologicas,exodoncias,2009-07-01,56,56
SABAYA,atenciones odontologicas,exodoncias,2009-07-01,9,9
SACABA,atenciones odontologicas,exodoncias,2009-07-01,331,331
SACABAMBA,atenciones odontologicas,exodoncias,2009-07-01,6,6
SACACA,atenciones odontologicas,exodoncias,2009-07-01,80,80
SAIPINA,atenciones odontologicas,exodoncias,2009-07-01,29,29
SALINAS DE GARCI MENDOZA,atenciones odontologicas,exodoncias,2009-07-01,40,40
SAMAIPATA,atenciones odontologicas,exodoncias,2009-07-01,56,56
SAN AGUSTIN,atenciones odontologicas,exodoncias,2009-07-01,21,21
SAN ANDRES,atenciones odontologicas,exodoncias,2009-07-01,15,15
SAN ANDRES DE MACHACA,atenciones odontologicas,exodoncias,2009-07-01,114,114
SAN ANTONIO DE LOMERIO,atenciones odontologicas,exodoncias,2009-07-01,70,70
SAN BENITO,atenciones odontologicas,exodoncias,2009-07-01,127,127
SAN BORJA,atenciones odontologicas,exodoncias,2009-07-01,203,203
SAN BUENA VENTURA,atenciones odontologicas,exodoncias,2009-07-01,24,24
SAN CARLOS,atenciones odontologicas,exodoncias,2009-07-01,51,51
SAN IGNACIO,atenciones odontologicas,exodoncias,2009-07-01,202,202
SAN IGNACIO DE VELASCO,atenciones odontologicas,exodoncias,2009-07-01,145,145
SAN JAVIER(BNI),atenciones odontologicas,exodoncias,2009-07-01,22,22
SAN JAVIER(STC),atenciones odontologicas,exodoncias,2009-07-01,5,5
SAN JOAQUIN,atenciones odontologicas,exodoncias,2009-07-01,5,5
SAN JOSE DE CHIQUITOS,atenciones odontologicas,exodoncias,2009-07-01,133,133
SAN JUAN DE YAPACANI,atenciones odontologicas,exodoncias,2009-07-01,53,53
SAN JULIAN,atenciones odontologicas,exodoncias,2009-07-01,35,35
SAN LORENZO(PND),atenciones odontologicas,exodoncias,2009-07-01,30,30
SAN LORENZO(TJA),atenciones odontologicas,exodoncias,2009-07-01,274,274
SAN LUCAS,atenciones odontologicas,exodoncias,2009-07-01,110,110
SAN MATIAS,atenciones odontologicas,exodoncias,2009-07-01,107,107
SAN MIGUEL DE VELASCO,atenciones odontologicas,exodoncias,2009-07-01,69,69
SAN PEDRO,atenciones odontologicas,exodoncias,2009-07-01,35,35
SAN PEDRO DE BUENA VISTA,atenciones odontologicas,exodoncias,2009-07-01,76,76
SAN PEDRO DE TIQUINA,atenciones odontologicas,exodoncias,2009-07-01,35,35
SAN RAFAEL,atenciones odontologicas,exodoncias,2009-07-01,32,32
SAN RAMON,atenciones odontologicas,exodoncias,2009-07-01,7,7
SAN RAMON,atenciones odontologicas,exodoncias,2009-07-01,29,29
SANTA ANA,atenciones odontologicas,exodoncias,2009-07-01,96,96
SANTA CRUZ DE LA SIERRA,atenciones odontologicas,exodoncias,2009-07-01,2248,2248
SANTA ROSA,atenciones odontologicas,exodoncias,2009-07-01,73,73
SANTA ROSA DEL SARA,atenciones odontologicas,exodoncias,2009-07-01,53,53
SANTIAGO DE HUARI,atenciones odontologicas,exodoncias,2009-07-01,61,61
SANTIAGO DE MACHACA,atenciones odontologicas,exodoncias,2009-07-01,19,19
SANTIVAÑES,atenciones odontologicas,exodoncias,2009-07-01,46,46
SANTUARIO DE QUILLACAS,atenciones odontologicas,exodoncias,2009-07-01,13,13
SAPAHAQUI,atenciones odontologicas,exodoncias,2009-07-01,47,47
SENA,atenciones odontologicas,exodoncias,2009-07-01,22,22
SICA SICA (VILLA AROMA),atenciones odontologicas,exodoncias,2009-07-01,102,102
SICAYA,atenciones odontologicas,exodoncias,2009-07-01,9,9
SIPE SIPE,atenciones odontologicas,exodoncias,2009-07-01,73,73
SOPACHUY,atenciones odontologicas,exodoncias,2009-07-01,31,31
SORACACHI,atenciones odontologicas,exodoncias,2009-07-01,17,17
SORATA,atenciones odontologicas,exodoncias,2009-07-01,68,68
SUCRE,atenciones odontologicas,exodoncias,2009-07-01,1100,1100
TACACOMA,atenciones odontologicas,exodoncias,2009-07-01,38,38
TACOPAYA,atenciones odontologicas,exodoncias,2009-07-01,13,13
TAHUA,atenciones odontologicas,exodoncias,2009-07-01,11,11
TAPACARI,atenciones odontologicas,exodoncias,2009-07-01,33,33
TARABUCO,atenciones odontologicas,exodoncias,2009-07-01,76,76
TARACO,atenciones odontologicas,exodoncias,2009-07-01,18,18
TARATA,atenciones odontologicas,exodoncias,2009-07-01,7,7
TARIJA,atenciones odontologicas,exodoncias,2009-07-01,928,928
TARVITA,atenciones odontologicas,exodoncias,2009-07-01,54,54
TIAWANACU,atenciones odontologicas,exodoncias,2009-07-01,120,120
TINGUIPAYA,atenciones odontologicas,exodoncias,2009-07-01,24,24
TIPUANI,atenciones odontologicas,exodoncias,2009-07-01,29,29
TIQUIPAYA,atenciones odontologicas,exodoncias,2009-07-01,115,115
TIRAQUE (CBBA),atenciones odontologicas,exodoncias,2009-07-01,91,91
TITO YUPANQUI (PARQUIPUJIO),atenciones odontologicas,exodoncias,2009-07-01,15,15
TOCO,atenciones odontologicas,exodoncias,2009-07-01,29,29
TOLATA,atenciones odontologicas,exodoncias,2009-07-01,34,34
TOLEDO,atenciones odontologicas,exodoncias,2009-07-01,44,44
TOMAVE,atenciones odontologicas,exodoncias,2009-07-01,71,71
TOMINA,atenciones odontologicas,exodoncias,2009-07-01,80,80
TORO TORO,atenciones odontologicas,exodoncias,2009-07-01,33,33
TOTORA(CBBA),atenciones odontologicas,exodoncias,2009-07-01,37,37
TOTORA(ORR),atenciones odontologicas,exodoncias,2009-07-01,3,3
TRIGAL,atenciones odontologicas,exodoncias,2009-07-01,16,16
TRINIDAD,atenciones odontologicas,exodoncias,2009-07-01,527,527
TUPIZA,atenciones odontologicas,exodoncias,2009-07-01,143,143
TURCO,atenciones odontologicas,exodoncias,2009-07-01,43,43
UMALA,atenciones odontologicas,exodoncias,2009-07-01,23,23
UNCIA,atenciones odontologicas,exodoncias,2009-07-01,71,71
URIONDO (A. CONCEPCION),atenciones odontologicas,exodoncias,2009-07-01,122,122
URUBICHA,atenciones odontologicas,exodoncias,2009-07-01,69,69
UYUNI,atenciones odontologicas,exodoncias,2009-07-01,119,119
VACAS,atenciones odontologicas,exodoncias,2009-07-01,16,16
VALLEGRANDE,atenciones odontologicas,exodoncias,2009-07-01,68,68
VIACHA,atenciones odontologicas,exodoncias,2009-07-01,100,100
VILA VILA,atenciones odontologicas,exodoncias,2009-07-01,21,21
VILLA MONTES,atenciones odontologicas,exodoncias,2009-07-01,315,315
VILLA NUEVA (LOMA ALTA),atenciones odontologicas,exodoncias,2009-07-01,36,36
VILLA RIVERO,atenciones odontologicas,exodoncias,2009-07-01,17,17
VILLA SERRANO,atenciones odontologicas,exodoncias,2009-07-01,57,57
VILLA TUNARI,atenciones odontologicas,exodoncias,2009-07-01,181,181
VILLA VACA GUZMAN (MUYUPAMPA),atenciones odontologicas,exodoncias,2009-07-01,53,53
VILLAZON,atenciones odontologicas,exodoncias,2009-07-01,159,159
VINTO,atenciones odontologicas,exodoncias,2009-07-01,18,18
VITICHI,atenciones odontologicas,exodoncias,2009-07-01,12,12
WALDO BALLIVIAN,atenciones odontologicas,exodoncias,2009-07-01,20,20
WARNES,atenciones odontologicas,exodoncias,2009-07-01,127,127
YACO,atenciones odontologicas,exodoncias,2009-07-01,28,28
YACUIBA,atenciones odontologicas,exodoncias,2009-07-01,554,554
YAMPARAEZ,atenciones odontologicas,exodoncias,2009-07-01,57,57
YANACACHI,atenciones odontologicas,exodoncias,2009-07-01,23,23
YAPACANI,atenciones odontologicas,exodoncias,2009-07-01,92,92
YOCALLA,atenciones odontologicas,exodoncias,2009-07-01,25,25
YOTALA,atenciones odontologicas,exodoncias,2009-07-01,19,19
YUNCHARA,atenciones odontologicas,exodoncias,2009-07-01,37,37
ZUDAÑEZ,atenciones odontologicas,exodoncias,2009-07-01,29,29
ACACIO,atenciones odontologicas,exodoncias,2009-08-01,11,11
ACHACACHI,atenciones odontologicas,exodoncias,2009-08-01,341,341
ACHOCALLA,atenciones odontologicas,exodoncias,2009-08-01,48,48
AIQUILE,atenciones odontologicas,exodoncias,2009-08-01,27,27
ALALAY,atenciones odontologicas,exodoncias,2009-08-01,7,7
ALCALA,atenciones odontologicas,exodoncias,2009-08-01,9,9
ANCORAIMES,atenciones odontologicas,exodoncias,2009-08-01,71,71
ANDAMARCA,atenciones odontologicas,exodoncias,2009-08-01,18,18
ANZALDO,atenciones odontologicas,exodoncias,2009-08-01,85,85
APOLO,atenciones odontologicas,exodoncias,2009-08-01,41,41
ARAMPAMPA,atenciones odontologicas,exodoncias,2009-08-01,10,10
ARANI,atenciones odontologicas,exodoncias,2009-08-01,41,41
ARBIETO,atenciones odontologicas,exodoncias,2009-08-01,8,8
ARQUE,atenciones odontologicas,exodoncias,2009-08-01,46,46
ASCENCION DE GUARAYOS,atenciones odontologicas,exodoncias,2009-08-01,42,42
AUCAPATA,atenciones odontologicas,exodoncias,2009-08-01,80,80
AYATA,atenciones odontologicas,exodoncias,2009-08-01,37,37
AYO AYO,atenciones odontologicas,exodoncias,2009-08-01,54,54
AYOPAYA (V. DE INDEPENDENCIA),atenciones odontologicas,exodoncias,2009-08-01,103,103
AZURDUY,atenciones odontologicas,exodoncias,2009-08-01,34,34
BATALLAS,atenciones odontologicas,exodoncias,2009-08-01,39,39
BAURES,atenciones odontologicas,exodoncias,2009-08-01,58,58
BELEN DE URMIRI,atenciones odontologicas,exodoncias,2009-08-01,13,13
BELLA FLOR,atenciones odontologicas,exodoncias,2009-08-01,10,10
BERMEJO,atenciones odontologicas,exodoncias,2009-08-01,225,225
BETANZOS,atenciones odontologicas,exodoncias,2009-08-01,72,72
BOLIVAR,atenciones odontologicas,exodoncias,2009-08-01,39,39
BOLPEBRA,atenciones odontologicas,exodoncias,2009-08-01,12,12
BOYUIBE,atenciones odontologicas,exodoncias,2009-08-01,31,31
BUENA VISTA,atenciones odontologicas,exodoncias,2009-08-01,14,14
CABEZAS,atenciones odontologicas,exodoncias,2009-08-01,91,91
CAIROMA,atenciones odontologicas,exodoncias,2009-08-01,75,75
"CAIZA ""D""",atenciones odontologicas,exodoncias,2009-08-01,28,28
CAJUATA,atenciones odontologicas,exodoncias,2009-08-01,50,50
CALACOTO,atenciones odontologicas,exodoncias,2009-08-01,32,32
CALAMARCA,atenciones odontologicas,exodoncias,2009-08-01,116,116
CAMARGO,atenciones odontologicas,exodoncias,2009-08-01,43,43
CAMATAQUI (C. VILLA ABECIA),atenciones odontologicas,exodoncias,2009-08-01,15,15
CAMIRI,atenciones odontologicas,exodoncias,2009-08-01,249,249
CAPINOTA,atenciones odontologicas,exodoncias,2009-08-01,18,18
CAQUIAVIRI,atenciones odontologicas,exodoncias,2009-08-01,60,60
CARACOLLO,atenciones odontologicas,exodoncias,2009-08-01,94,94
CARANAVI,atenciones odontologicas,exodoncias,2009-08-01,107,107
CARAPARI,atenciones odontologicas,exodoncias,2009-08-01,101,101
CARIPUYO,atenciones odontologicas,exodoncias,2009-08-01,18,18
CARMEN RIVERO TORREZ,atenciones odontologicas,exodoncias,2009-08-01,53,53
CATACORA,atenciones odontologicas,exodoncias,2009-08-01,73,73
CHALLAPATA,atenciones odontologicas,exodoncias,2009-08-01,129,129
CHARAGUA,atenciones odontologicas,exodoncias,2009-08-01,175,175
CHARAÑA,atenciones odontologicas,exodoncias,2009-08-01,61,61
CHAYANTA,atenciones odontologicas,exodoncias,2009-08-01,79,79
CHIMORE,atenciones odontologicas,exodoncias,2009-08-01,20,20
CHOQUE COTA,atenciones odontologicas,exodoncias,2009-08-01,10,10
CHULUMANI (V. DE LA LIBERTAD),atenciones odontologicas,exodoncias,2009-08-01,56,56
CHUMA,atenciones odontologicas,exodoncias,2009-08-01,101,101
CLIZA,atenciones odontologicas,exodoncias,2009-08-01,34,34
COBIJA,atenciones odontologicas,exodoncias,2009-08-01,103,103
COCHABAMBA,atenciones odontologicas,exodoncias,2009-08-01,2248,2248
COLCAPIRHUA,atenciones odontologicas,exodoncias,2009-08-01,61,61
"COLCHA ""K""",atenciones odontologicas,exodoncias,2009-08-01,42,42
COLLANA,atenciones odontologicas,exodoncias,2009-08-01,37,37
COLOMI,atenciones odontologicas,exodoncias,2009-08-01,12,12
COLPA BELGICA,atenciones odontologicas,exodoncias,2009-08-01,29,29
COLQUECHACA,atenciones odontologicas,exodoncias,2009-08-01,63,63
COLQUIRI,atenciones odontologicas,exodoncias,2009-08-01,76,76
COMANCHE,atenciones odontologicas,exodoncias,2009-08-01,83,83
COMARAPA,atenciones odontologicas,exodoncias,2009-08-01,95,95
COMBAYA,atenciones odontologicas,exodoncias,2009-08-01,96,96
CONCEPCION,atenciones odontologicas,exodoncias,2009-08-01,11,11
COPACABANA,atenciones odontologicas,exodoncias,2009-08-01,73,73
CORIPATA,atenciones odontologicas,exodoncias,2009-08-01,52,52
CORO CORO,atenciones odontologicas,exodoncias,2009-08-01,23,23
COROICO,atenciones odontologicas,exodoncias,2009-08-01,110,110
CORQUE,atenciones odontologicas,exodoncias,2009-08-01,35,35
COTAGAITA,atenciones odontologicas,exodoncias,2009-08-01,31,31
COTOCA,atenciones odontologicas,exodoncias,2009-08-01,39,39
CUATRO CAÑADAS,atenciones odontologicas,exodoncias,2009-08-01,23,23
CUEVO,atenciones odontologicas,exodoncias,2009-08-01,11,11
CULPINA,atenciones odontologicas,exodoncias,2009-08-01,32,32
CURAHUARA DE CARANGAS,atenciones odontologicas,exodoncias,2009-08-01,60,60
CURVA,atenciones odontologicas,exodoncias,2009-08-01,221,221
DESAGUADERO,atenciones odontologicas,exodoncias,2009-08-01,76,76
EL ALTO,atenciones odontologicas,exodoncias,2009-08-01,1955,1955
EL CHORO,atenciones odontologicas,exodoncias,2009-08-01,18,18
EL PUENTE(STC),atenciones odontologicas,exodoncias,2009-08-01,41,41
EL PUENTE(TJA),atenciones odontologicas,exodoncias,2009-08-01,130,130
EL TORNO,atenciones odontologicas,exodoncias,2009-08-01,77,77
EL VILLAR,atenciones odontologicas,exodoncias,2009-08-01,100,100
ENTRE RIOS,atenciones odontologicas,exodoncias,2009-08-01,26,26
ENTRE RIOS,atenciones odontologicas,exodoncias,2009-08-01,146,146
EUCALIPTUS,atenciones odontologicas,exodoncias,2009-08-01,18,18
FERNANDEZ ALONSO,atenciones odontologicas,exodoncias,2009-08-01,29,29
FILADELFIA,atenciones odontologicas,exodoncias,2009-08-01,35,35
GENERAL SAAVEDRA,atenciones odontologicas,exodoncias,2009-08-01,50,50
GRAL. J.J. PEREZ (CHARAZANI),atenciones odontologicas,exodoncias,2009-08-01,69,69
GUANAY,atenciones odontologicas,exodoncias,2009-08-01,46,46
GUAQUI,atenciones odontologicas,exodoncias,2009-08-01,49,49
GUAYARAMERIN,atenciones odontologicas,exodoncias,2009-08-01,122,122
GUTIERREZ,atenciones odontologicas,exodoncias,2009-08-01,151,151
HUACARETA,atenciones odontologicas,exodoncias,2009-08-01,23,23
HUACAYA (VILLA DE HUACAYA),atenciones odontologicas,exodoncias,2009-08-01,39,39
HUACHACALLA,atenciones odontologicas,exodoncias,2009-08-01,17,17
HUANUNI,atenciones odontologicas,exodoncias,2009-08-01,79,79
HUARACAJE,atenciones odontologicas,exodoncias,2009-08-01,19,19
HUAYLLAMARCA,atenciones odontologicas,exodoncias,2009-08-01,19,19
ICHOCA,atenciones odontologicas,exodoncias,2009-08-01,18,18
ICLA,atenciones odontologicas,exodoncias,2009-08-01,25,25
INCAHUASI,atenciones odontologicas,exodoncias,2009-08-01,50,50
INQUISIVI,atenciones odontologicas,exodoncias,2009-08-01,85,85
IRUPANA (VILLA DE LANZA),atenciones odontologicas,exodoncias,2009-08-01,78,78
IXIAMAS,atenciones odontologicas,exodoncias,2009-08-01,37,37
JESUS DE MACHACA,atenciones odontologicas,exodoncias,2009-08-01,87,87
LA ASUNTA,atenciones odontologicas,exodoncias,2009-08-01,49,49
LA GUARDIA,atenciones odontologicas,exodoncias,2009-08-01,189,189
LA PAZ,atenciones odontologicas,exodoncias,2009-08-01,2060,2060
LAGUNILLAS,atenciones odontologicas,exodoncias,2009-08-01,30,30
LAJA,atenciones odontologicas,exodoncias,2009-08-01,108,108
LAS CARRERAS,atenciones odontologicas,exodoncias,2009-08-01,22,22
LICOMA PAMPA,atenciones odontologicas,exodoncias,2009-08-01,26,26
LLALLAGUA,atenciones odontologicas,exodoncias,2009-08-01,39,39
LLICA,atenciones odontologicas,exodoncias,2009-08-01,42,42
LORETO,atenciones odontologicas,exodoncias,2009-08-01,4,4
LURIBAY,atenciones odontologicas,exodoncias,2009-08-01,4,4
MACHACAMARCA,atenciones odontologicas,exodoncias,2009-08-01,35,35
MACHARETI,atenciones odontologicas,exodoncias,2009-08-01,44,44
MAGDALENA,atenciones odontologicas,exodoncias,2009-08-01,28,28
MAIRANA,atenciones odontologicas,exodoncias,2009-08-01,35,35
MAPIRI,atenciones odontologicas,exodoncias,2009-08-01,33,33
MECAPACA,atenciones odontologicas,exodoncias,2009-08-01,43,43
MINEROS,atenciones odontologicas,exodoncias,2009-08-01,27,27
MIZQUE,atenciones odontologicas,exodoncias,2009-08-01,12,12
MOCOMOCO,atenciones odontologicas,exodoncias,2009-08-01,111,111
MOJOCOYA,atenciones odontologicas,exodoncias,2009-08-01,38,38
MONTEAGUDO,atenciones odontologicas,exodoncias,2009-08-01,71,71
MONTERO,atenciones odontologicas,exodoncias,2009-08-01,58,58
MORO MORO,atenciones odontologicas,exodoncias,2009-08-01,15,15
MOROCHATA,atenciones odontologicas,exodoncias,2009-08-01,51,51
OCURI,atenciones odontologicas,exodoncias,2009-08-01,51,51
OKINAWA,atenciones odontologicas,exodoncias,2009-08-01,33,33
OMEREQUE,atenciones odontologicas,exodoncias,2009-08-01,13,13
ORURO,atenciones odontologicas,exodoncias,2009-08-01,934,934
PADCAYA,atenciones odontologicas,exodoncias,2009-08-01,85,85
PADILLA,atenciones odontologicas,exodoncias,2009-08-01,43,43
PAILON,atenciones odontologicas,exodoncias,2009-08-01,48,48
PALCA,atenciones odontologicas,exodoncias,2009-08-01,62,62
PALOS BLANCOS,atenciones odontologicas,exodoncias,2009-08-01,95,95
PAMPA AULLAGAS,atenciones odontologicas,exodoncias,2009-08-01,12,12
PAMPA GRANDE,atenciones odontologicas,exodoncias,2009-08-01,5,5
PAPEL PAMPA,atenciones odontologicas,exodoncias,2009-08-01,17,17
PASORAPA,atenciones odontologicas,exodoncias,2009-08-01,68,68
PATACAMAYA,atenciones odontologicas,exodoncias,2009-08-01,39,39
PAZÑA,atenciones odontologicas,exodoncias,2009-08-01,20,20
PELECHUCO,atenciones odontologicas,exodoncias,2009-08-01,45,45
POCOATA,atenciones odontologicas,exodoncias,2009-08-01,24,24
POCONA,atenciones odontologicas,exodoncias,2009-08-01,174,174
POJO (CBBA),atenciones odontologicas,exodoncias,2009-08-01,45,45
POOPO,atenciones odontologicas,exodoncias,2009-08-01,40,40
PORCO,atenciones odontologicas,exodoncias,2009-08-01,15,15
POROMA,atenciones odontologicas,exodoncias,2009-08-01,41,41
PORONGO,atenciones odontologicas,exodoncias,2009-08-01,21,21
PORTACHUELO,atenciones odontologicas,exodoncias,2009-08-01,78,78
PORVENIR,atenciones odontologicas,exodoncias,2009-08-01,95,95
POSTRER VALLE,atenciones odontologicas,exodoncias,2009-08-01,28,28
