municipality,group,variable,month,Acciones preventivas,TOTAL
CAQUIAVIRI,atenciones odontologicas,acciones preventivas,2009-07-01,61,61
CARACOLLO,atenciones odontologicas,acciones preventivas,2009-07-01,117,117
CARANAVI,atenciones odontologicas,acciones preventivas,2009-07-01,307,307
CARAPARI,atenciones odontologicas,acciones preventivas,2009-07-01,255,255
CARIPUYO,atenciones odontologicas,acciones preventivas,2009-07-01,79,79
CARMEN RIVERO TORREZ,atenciones odontologicas,acciones preventivas,2009-07-01,28,28
CATACORA,atenciones odontologicas,acciones preventivas,2009-07-01,11,11
CHALLAPATA,atenciones odontologicas,acciones preventivas,2009-07-01,128,128
CHAQUI,atenciones odontologicas,acciones preventivas,2009-07-01,5,5
CHARAGUA,atenciones odontologicas,acciones preventivas,2009-07-01,46,46
CHARAÑA,atenciones odontologicas,acciones preventivas,2009-07-01,17,17
CHAYANTA,atenciones odontologicas,acciones preventivas,2009-07-01,50,50
CHIMORE,atenciones odontologicas,acciones preventivas,2009-07-01,15,15
CHOQUE COTA,atenciones odontologicas,acciones preventivas,2009-07-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atenciones odontologicas,acciones preventivas,2009-07-01,197,197
CHUMA,atenciones odontologicas,acciones preventivas,2009-07-01,26,26
CLIZA,atenciones odontologicas,acciones preventivas,2009-07-01,141,141
COBIJA,atenciones odontologicas,acciones preventivas,2009-07-01,741,741
COCHABAMBA,atenciones odontologicas,acciones preventivas,2009-07-01,18591,18591
COIPASA,atenciones odontologicas,acciones preventivas,2009-07-01,6,6
COLCAPIRHUA,atenciones odontologicas,acciones preventivas,2009-07-01,285,285
"COLCHA ""K""",atenciones odontologicas,acciones preventivas,2009-07-01,76,76
COLLANA,atenciones odontologicas,acciones preventivas,2009-07-01,7,7
COLOMI,atenciones odontologicas,acciones preventivas,2009-07-01,54,54
COLPA BELGICA,atenciones odontologicas,acciones preventivas,2009-07-01,186,186
COLQUECHACA,atenciones odontologicas,acciones preventivas,2009-07-01,74,74
COLQUIRI,atenciones odontologicas,acciones preventivas,2009-07-01,4,4
COMANCHE,atenciones odontologicas,acciones preventivas,2009-07-01,15,15
COMARAPA,atenciones odontologicas,acciones preventivas,2009-07-01,423,423
COMBAYA,atenciones odontologicas,acciones preventivas,2009-07-01,4,4
CONCEPCION,atenciones odontologicas,acciones preventivas,2009-07-01,140,140
COPACABANA,atenciones odontologicas,acciones preventivas,2009-07-01,51,51
CORIPATA,atenciones odontologicas,acciones preventivas,2009-07-01,100,100
COROICO,atenciones odontologicas,acciones preventivas,2009-07-01,67,67
CORQUE,atenciones odontologicas,acciones preventivas,2009-07-01,6,6
COTAGAITA,atenciones odontologicas,acciones preventivas,2009-07-01,55,55
COTOCA,atenciones odontologicas,acciones preventivas,2009-07-01,147,147
CUATRO CAÑADAS,atenciones odontologicas,acciones preventivas,2009-07-01,115,115
CUCHUMUELA (V. G. VILLARROEL),atenciones odontologicas,acciones preventivas,2009-07-01,7,7
CUEVO,atenciones odontologicas,acciones preventivas,2009-07-01,63,63
CULPINA,atenciones odontologicas,acciones preventivas,2009-07-01,147,147
CURAHUARA DE CARANGAS,atenciones odontologicas,acciones preventivas,2009-07-01,7,7
CURVA,atenciones odontologicas,acciones preventivas,2009-07-01,154,154
DESAGUADERO,atenciones odontologicas,acciones preventivas,2009-07-01,13,13
EL ALTO,atenciones odontologicas,acciones preventivas,2009-07-01,3756,3756
EL CHORO,atenciones odontologicas,acciones preventivas,2009-07-01,66,66
EL PUENTE(STC),atenciones odontologicas,acciones preventivas,2009-07-01,93,93
EL PUENTE(TJA),atenciones odontologicas,acciones preventivas,2009-07-01,28,28
EL TORNO,atenciones odontologicas,acciones preventivas,2009-07-01,45,45
EL VILLAR,atenciones odontologicas,acciones preventivas,2009-07-01,11,11
ENTRE RIOS,atenciones odontologicas,acciones preventivas,2009-07-01,41,41
ENTRE RIOS,atenciones odontologicas,acciones preventivas,2009-07-01,77,77
EUCALIPTUS,atenciones odontologicas,acciones preventivas,2009-07-01,14,14
FERNANDEZ ALONSO,atenciones odontologicas,acciones preventivas,2009-07-01,41,41
FILADELFIA,atenciones odontologicas,acciones preventivas,2009-07-01,50,50
GENERAL SAAVEDRA,atenciones odontologicas,acciones preventivas,2009-07-01,146,146
GRAL. J.J. PEREZ (CHARAZANI),atenciones odontologicas,acciones preventivas,2009-07-01,284,284
GUANAY,atenciones odontologicas,acciones preventivas,2009-07-01,251,251
GUAQUI,atenciones odontologicas,acciones preventivas,2009-07-01,3,3
GUAYARAMERIN,atenciones odontologicas,acciones preventivas,2009-07-01,169,169
GUTIERREZ,atenciones odontologicas,acciones preventivas,2009-07-01,307,307
HUACARETA,atenciones odontologicas,acciones preventivas,2009-07-01,25,25
HUACAYA (VILLA DE HUACAYA),atenciones odontologicas,acciones preventivas,2009-07-01,32,32
HUACHACALLA,atenciones odontologicas,acciones preventivas,2009-07-01,3,3
HUANUNI,atenciones odontologicas,acciones preventivas,2009-07-01,316,316
HUARACAJE,atenciones odontologicas,acciones preventivas,2009-07-01,42,42
HUAYLLAMARCA,atenciones odontologicas,acciones preventivas,2009-07-01,2,2
ICLA,atenciones odontologicas,acciones preventivas,2009-07-01,511,511
INCAHUASI,atenciones odontologicas,acciones preventivas,2009-07-01,437,437
INQUISIVI,atenciones odontologicas,acciones preventivas,2009-07-01,2,2
IRUPANA (VILLA DE LANZA),atenciones odontologicas,acciones preventivas,2009-07-01,91,91
IXIAMAS,atenciones odontologicas,acciones preventivas,2009-07-01,37,37
JESUS DE MACHACA,atenciones odontologicas,acciones preventivas,2009-07-01,9,9
LA ASUNTA,atenciones odontologicas,acciones preventivas,2009-07-01,33,33
LA GUARDIA,atenciones odontologicas,acciones preventivas,2009-07-01,326,326
LA PAZ,atenciones odontologicas,acciones preventivas,2009-07-01,6196,6196
LAGUNILLAS,atenciones odontologicas,acciones preventivas,2009-07-01,42,42
LAJA,atenciones odontologicas,acciones preventivas,2009-07-01,7,7
LAS CARRERAS,atenciones odontologicas,acciones preventivas,2009-07-01,20,20
LICOMA PAMPA,atenciones odontologicas,acciones preventivas,2009-07-01,10,10
LLALLAGUA,atenciones odontologicas,acciones preventivas,2009-07-01,89,89
LLICA,atenciones odontologicas,acciones preventivas,2009-07-01,1,1
LURIBAY,atenciones odontologicas,acciones preventivas,2009-07-01,34,34
MACHACAMARCA,atenciones odontologicas,acciones preventivas,2009-07-01,77,77
MACHARETI,atenciones odontologicas,acciones preventivas,2009-07-01,219,219
MAGDALENA,atenciones odontologicas,acciones preventivas,2009-07-01,40,40
MAIRANA,atenciones odontologicas,acciones preventivas,2009-07-01,26,26
MAPIRI,atenciones odontologicas,acciones preventivas,2009-07-01,32,32
MECAPACA,atenciones odontologicas,acciones preventivas,2009-07-01,11,11
MINEROS,atenciones odontologicas,acciones preventivas,2009-07-01,56,56
MIZQUE,atenciones odontologicas,acciones preventivas,2009-07-01,151,151
MOCOMOCO,atenciones odontologicas,acciones preventivas,2009-07-01,101,101
MOJOCOYA,atenciones odontologicas,acciones preventivas,2009-07-01,73,73
MONTEAGUDO,atenciones odontologicas,acciones preventivas,2009-07-01,667,667
MONTERO,atenciones odontologicas,acciones preventivas,2009-07-01,1796,1796
MORO MORO,atenciones odontologicas,acciones preventivas,2009-07-01,50,50
MOROCHATA,atenciones odontologicas,acciones preventivas,2009-07-01,156,156
OCURI,atenciones odontologicas,acciones preventivas,2009-07-01,11,11
OKINAWA,atenciones odontologicas,acciones preventivas,2009-07-01,164,164
OMEREQUE,atenciones odontologicas,acciones preventivas,2009-07-01,67,67
ORURO,atenciones odontologicas,acciones preventivas,2009-07-01,2760,2760
PADCAYA,atenciones odontologicas,acciones preventivas,2009-07-01,346,346
PADILLA,atenciones odontologicas,acciones preventivas,2009-07-01,39,39
PAILON,atenciones odontologicas,acciones preventivas,2009-07-01,179,179
PALCA,atenciones odontologicas,acciones preventivas,2009-07-01,33,33
PALOS BLANCOS,atenciones odontologicas,acciones preventivas,2009-07-01,95,95
PAMPA AULLAGAS,atenciones odontologicas,acciones preventivas,2009-07-01,9,9
PAMPA GRANDE,atenciones odontologicas,acciones preventivas,2009-07-01,1,1
PASORAPA,atenciones odontologicas,acciones preventivas,2009-07-01,64,64
PATACAMAYA,atenciones odontologicas,acciones preventivas,2009-07-01,40,40
PAZÑA,atenciones odontologicas,acciones preventivas,2009-07-01,371,371
PELECHUCO,atenciones odontologicas,acciones preventivas,2009-07-01,8,8
POCOATA,atenciones odontologicas,acciones preventivas,2009-07-01,236,236
POCONA,atenciones odontologicas,acciones preventivas,2009-07-01,231,231
POJO (CBBA),atenciones odontologicas,acciones preventivas,2009-07-01,1788,1788
POOPO,atenciones odontologicas,acciones preventivas,2009-07-01,19,19
PORCO,atenciones odontologicas,acciones preventivas,2009-07-01,27,27
POROMA,atenciones odontologicas,acciones preventivas,2009-07-01,83,83
PORONGO,atenciones odontologicas,acciones preventivas,2009-07-01,147,147
PORTACHUELO,atenciones odontologicas,acciones preventivas,2009-07-01,22,22
PORVENIR,atenciones odontologicas,acciones preventivas,2009-07-01,141,141
POSTRER VALLE,atenciones odontologicas,acciones preventivas,2009-07-01,4,4
POTOSI,atenciones odontologicas,acciones preventivas,2009-07-01,557,557
PRESTO,atenciones odontologicas,acciones preventivas,2009-07-01,329,329
PUCARA,atenciones odontologicas,acciones preventivas,2009-07-01,45,45
PUCARANI,atenciones odontologicas,acciones preventivas,2009-07-01,4,4
PUERTO ACOSTA,atenciones odontologicas,acciones preventivas,2009-07-01,11,11
PUERTO CARABUCO,atenciones odontologicas,acciones preventivas,2009-07-01,9,9
PUERTO GONZALO MORENO,atenciones odontologicas,acciones preventivas,2009-07-01,483,483
PUERTO QUIJARRO,atenciones odontologicas,acciones preventivas,2009-07-01,720,720
PUERTO RICO,atenciones odontologicas,acciones preventivas,2009-07-01,107,107
PUERTO SUAREZ,atenciones odontologicas,acciones preventivas,2009-07-01,102,102
PUERTO VILLARROEL,atenciones odontologicas,acciones preventivas,2009-07-01,239,239
PUNA,atenciones odontologicas,acciones preventivas,2009-07-01,78,78
PUNATA,atenciones odontologicas,acciones preventivas,2009-07-01,686,686
QUIABAYA,atenciones odontologicas,acciones preventivas,2009-07-01,14,14
QUILLACOLLO,atenciones odontologicas,acciones preventivas,2009-07-01,1042,1042
QUIME,atenciones odontologicas,acciones preventivas,2009-07-01,32,32
RAVELO,atenciones odontologicas,acciones preventivas,2009-07-01,178,178
REYES,atenciones odontologicas,acciones preventivas,2009-07-01,73,73
RIBERALTA,atenciones odontologicas,acciones preventivas,2009-07-01,523,523
ROBORE,atenciones odontologicas,acciones preventivas,2009-07-01,67,67
RURRENABAQUE,atenciones odontologicas,acciones preventivas,2009-07-01,11,11
SABAYA,atenciones odontologicas,acciones preventivas,2009-07-01,7,7
SACABA,atenciones odontologicas,acciones preventivas,2009-07-01,1151,1151
SACABAMBA,atenciones odontologicas,acciones preventivas,2009-07-01,96,96
SACACA,atenciones odontologicas,acciones preventivas,2009-07-01,131,131
SAIPINA,atenciones odontologicas,acciones preventivas,2009-07-01,8,8
SALINAS DE GARCI MENDOZA,atenciones odontologicas,acciones preventivas,2009-07-01,139,139
SAMAIPATA,atenciones odontologicas,acciones preventivas,2009-07-01,95,95
SAN AGUSTIN,atenciones odontologicas,acciones preventivas,2009-07-01,89,89
SAN ANDRES,atenciones odontologicas,acciones preventivas,2009-07-01,9,9
SAN ANDRES DE MACHACA,atenciones odontologicas,acciones preventivas,2009-07-01,22,22
SAN ANTONIO DE LOMERIO,atenciones odontologicas,acciones preventivas,2009-07-01,2,2
SAN BENITO,atenciones odontologicas,acciones preventivas,2009-07-01,41,41
SAN BORJA,atenciones odontologicas,acciones preventivas,2009-07-01,31,31
SAN BUENA VENTURA,atenciones odontologicas,acciones preventivas,2009-07-01,6,6
SAN CARLOS,atenciones odontologicas,acciones preventivas,2009-07-01,214,214
SAN IGNACIO,atenciones odontologicas,acciones preventivas,2009-07-01,145,145
SAN IGNACIO DE VELASCO,atenciones odontologicas,acciones preventivas,2009-07-01,692,692
SAN JAVIER(BNI),atenciones odontologicas,acciones preventivas,2009-07-01,11,11
SAN JAVIER(STC),atenciones odontologicas,acciones preventivas,2009-07-01,2,2
SAN JOAQUIN,atenciones odontologicas,acciones preventivas,2009-07-01,23,23
SAN JOSE DE CHIQUITOS,atenciones odontologicas,acciones preventivas,2009-07-01,47,47
SAN JUAN DE YAPACANI,atenciones odontologicas,acciones preventivas,2009-07-01,13,13
SAN LORENZO(PND),atenciones odontologicas,acciones preventivas,2009-07-01,252,252
SAN LORENZO(TJA),atenciones odontologicas,acciones preventivas,2009-07-01,116,116
SAN LUCAS,atenciones odontologicas,acciones preventivas,2009-07-01,495,495
SAN MATIAS,atenciones odontologicas,acciones preventivas,2009-07-01,25,25
SAN MIGUEL DE VELASCO,atenciones odontologicas,acciones preventivas,2009-07-01,14,14
SAN PEDRO,atenciones odontologicas,acciones preventivas,2009-07-01,15,15
SAN PEDRO DE BUENA VISTA,atenciones odontologicas,acciones preventivas,2009-07-01,70,70
SAN PEDRO DE TIQUINA,atenciones odontologicas,acciones preventivas,2009-07-01,26,26
SAN RAFAEL,atenciones odontologicas,acciones preventivas,2009-07-01,64,64
SAN RAMON,atenciones odontologicas,acciones preventivas,2009-07-01,44,44
SAN RAMON,atenciones odontologicas,acciones preventivas,2009-07-01,6,6
SANTA ANA,atenciones odontologicas,acciones preventivas,2009-07-01,103,103
SANTA CRUZ DE LA SIERRA,atenciones odontologicas,acciones preventivas,2009-07-01,11404,11404
SANTA ROSA,atenciones odontologicas,acciones preventivas,2009-07-01,16,16
SANTA ROSA DEL SARA,atenciones odontologicas,acciones preventivas,2009-07-01,68,68
SANTIAGO DE CALLAPA,atenciones odontologicas,acciones preventivas,2009-07-01,5,5
SANTIAGO DE HUARI,atenciones odontologicas,acciones preventivas,2009-07-01,63,63
SANTIAGO DE MACHACA,atenciones odontologicas,acciones preventivas,2009-07-01,5,5
SANTIVAÑES,atenciones odontologicas,acciones preventivas,2009-07-01,9,9
SANTUARIO DE QUILLACAS,atenciones odontologicas,acciones preventivas,2009-07-01,164,164
SAPAHAQUI,atenciones odontologicas,acciones preventivas,2009-07-01,205,205
SENA,atenciones odontologicas,acciones preventivas,2009-07-01,280,280
SICA SICA (VILLA AROMA),atenciones odontologicas,acciones preventivas,2009-07-01,114,114
SICAYA,atenciones odontologicas,acciones preventivas,2009-07-01,22,22
SIPE SIPE,atenciones odontologicas,acciones preventivas,2009-07-01,64,64
SOPACHUY,atenciones odontologicas,acciones preventivas,2009-07-01,337,337
SORACACHI,atenciones odontologicas,acciones preventivas,2009-07-01,19,19
SORATA,atenciones odontologicas,acciones preventivas,2009-07-01,162,162
SUCRE,atenciones odontologicas,acciones preventivas,2009-07-01,1488,1488
TACACOMA,atenciones odontologicas,acciones preventivas,2009-07-01,129,129
TACOPAYA,atenciones odontologicas,acciones preventivas,2009-07-01,2,2
TAHUA,atenciones odontologicas,acciones preventivas,2009-07-01,10,10
TAPACARI,atenciones odontologicas,acciones preventivas,2009-07-01,26,26
TARABUCO,atenciones odontologicas,acciones preventivas,2009-07-01,2381,2381
TARACO,atenciones odontologicas,acciones preventivas,2009-07-01,21,21
TARATA,atenciones odontologicas,acciones preventivas,2009-07-01,68,68
TARIJA,atenciones odontologicas,acciones preventivas,2009-07-01,891,891
TARVITA,atenciones odontologicas,acciones preventivas,2009-07-01,169,169
TIAWANACU,atenciones odontologicas,acciones preventivas,2009-07-01,20,20
TINGUIPAYA,atenciones odontologicas,acciones preventivas,2009-07-01,8,8
TIPUANI,atenciones odontologicas,acciones preventivas,2009-07-01,76,76
TIQUIPAYA,atenciones odontologicas,acciones preventivas,2009-07-01,811,811
TIRAQUE (CBBA),atenciones odontologicas,acciones preventivas,2009-07-01,176,176
TITO YUPANQUI (PARQUIPUJIO),atenciones odontologicas,acciones preventivas,2009-07-01,4,4
TOCO,atenciones odontologicas,acciones preventivas,2009-07-01,294,294
TOLATA,atenciones odontologicas,acciones preventivas,2009-07-01,443,443
TOLEDO,atenciones odontologicas,acciones preventivas,2009-07-01,18,18
TOMAVE,atenciones odontologicas,acciones preventivas,2009-07-01,92,92
TOMINA,atenciones odontologicas,acciones preventivas,2009-07-01,394,394
TORO TORO,atenciones odontologicas,acciones preventivas,2009-07-01,49,49
TOTORA(CBBA),atenciones odontologicas,acciones preventivas,2009-07-01,355,355
TOTORA(ORR),atenciones odontologicas,acciones preventivas,2009-07-01,5,5
TRIGAL,atenciones odontologicas,acciones preventivas,2009-07-01,12,12
TRINIDAD,atenciones odontologicas,acciones preventivas,2009-07-01,2104,2104
TUPIZA,atenciones odontologicas,acciones preventivas,2009-07-01,161,161
TURCO,atenciones odontologicas,acciones preventivas,2009-07-01,33,33
UMALA,atenciones odontologicas,acciones preventivas,2009-07-01,38,38
UNCIA,atenciones odontologicas,acciones preventivas,2009-07-01,200,200
URIONDO (A. CONCEPCION),atenciones odontologicas,acciones preventivas,2009-07-01,153,153
URUBICHA,atenciones odontologicas,acciones preventivas,2009-07-01,69,69
UYUNI,atenciones odontologicas,acciones preventivas,2009-07-01,14,14
VACAS,atenciones odontologicas,acciones preventivas,2009-07-01,107,107
VALLEGRANDE,atenciones odontologicas,acciones preventivas,2009-07-01,611,611
VIACHA,atenciones odontologicas,acciones preventivas,2009-07-01,481,481
VILA VILA,atenciones odontologicas,acciones preventivas,2009-07-01,12,12
VILLA MONTES,atenciones odontologicas,acciones preventivas,2009-07-01,202,202
VILLA NUEVA (LOMA ALTA),atenciones odontologicas,acciones preventivas,2009-07-01,171,171
VILLA RIVERO,atenciones odontologicas,acciones preventivas,2009-07-01,45,45
VILLA SERRANO,atenciones odontologicas,acciones preventivas,2009-07-01,168,168
VILLA TUNARI,atenciones odontologicas,acciones preventivas,2009-07-01,169,169
VILLA VACA GUZMAN (MUYUPAMPA),atenciones odontologicas,acciones preventivas,2009-07-01,139,139
VILLAZON,atenciones odontologicas,acciones preventivas,2009-07-01,165,165
VINTO,atenciones odontologicas,acciones preventivas,2009-07-01,356,356
VITICHI,atenciones odontologicas,acciones preventivas,2009-07-01,21,21
WALDO BALLIVIAN,atenciones odontologicas,acciones preventivas,2009-07-01,1,1
WARNES,atenciones odontologicas,acciones preventivas,2009-07-01,209,209
YACUIBA,atenciones odontologicas,acciones preventivas,2009-07-01,470,470
YAMPARAEZ,atenciones odontologicas,acciones preventivas,2009-07-01,673,673
YANACACHI,atenciones odontologicas,acciones preventivas,2009-07-01,1,1
YAPACANI,atenciones odontologicas,acciones preventivas,2009-07-01,520,520
YOCALLA,atenciones odontologicas,acciones preventivas,2009-07-01,157,157
YOTALA,atenciones odontologicas,acciones preventivas,2009-07-01,100,100
YUNCHARA,atenciones odontologicas,acciones preventivas,2009-07-01,13,13
ZUDAÑEZ,atenciones odontologicas,acciones preventivas,2009-07-01,108,108
ACACIO,atenciones odontologicas,acciones preventivas,2009-08-01,40,40
ACHACACHI,atenciones odontologicas,acciones preventivas,2009-08-01,566,566
ACHOCALLA,atenciones odontologicas,acciones preventivas,2009-08-01,407,407
AIQUILE,atenciones odontologicas,acciones preventivas,2009-08-01,92,92
ALALAY,atenciones odontologicas,acciones preventivas,2009-08-01,52,52
ALCALA,atenciones odontologicas,acciones preventivas,2009-08-01,175,175
ANCORAIMES,atenciones odontologicas,acciones preventivas,2009-08-01,160,160
ANDAMARCA,atenciones odontologicas,acciones preventivas,2009-08-01,140,140
ANZALDO,atenciones odontologicas,acciones preventivas,2009-08-01,180,180
APOLO,atenciones odontologicas,acciones preventivas,2009-08-01,77,77
ARAMPAMPA,atenciones odontologicas,acciones preventivas,2009-08-01,26,26
ARANI,atenciones odontologicas,acciones preventivas,2009-08-01,100,100
ARBIETO,atenciones odontologicas,acciones preventivas,2009-08-01,1184,1184
ARQUE,atenciones odontologicas,acciones preventivas,2009-08-01,44,44
ASCENCION DE GUARAYOS,atenciones odontologicas,acciones preventivas,2009-08-01,28,28
AUCAPATA,atenciones odontologicas,acciones preventivas,2009-08-01,4,4
AYATA,atenciones odontologicas,acciones preventivas,2009-08-01,29,29
AYO AYO,atenciones odontologicas,acciones preventivas,2009-08-01,16,16
AYOPAYA (V. DE INDEPENDENCIA),atenciones odontologicas,acciones preventivas,2009-08-01,233,233
AZURDUY,atenciones odontologicas,acciones preventivas,2009-08-01,36,36
BATALLAS,atenciones odontologicas,acciones preventivas,2009-08-01,7,7
BAURES,atenciones odontologicas,acciones preventivas,2009-08-01,6,6
BELEN DE URMIRI,atenciones odontologicas,acciones preventivas,2009-08-01,2,2
BERMEJO,atenciones odontologicas,acciones preventivas,2009-08-01,129,129
BETANZOS,atenciones odontologicas,acciones preventivas,2009-08-01,58,58
BOLIVAR,atenciones odontologicas,acciones preventivas,2009-08-01,38,38
BOLPEBRA,atenciones odontologicas,acciones preventivas,2009-08-01,103,103
BOYUIBE,atenciones odontologicas,acciones preventivas,2009-08-01,25,25
BUENA VISTA,atenciones odontologicas,acciones preventivas,2009-08-01,428,428
CABEZAS,atenciones odontologicas,acciones preventivas,2009-08-01,339,339
CAIROMA,atenciones odontologicas,acciones preventivas,2009-08-01,82,82
"CAIZA ""D""",atenciones odontologicas,acciones preventivas,2009-08-01,23,23
CAJUATA,atenciones odontologicas,acciones preventivas,2009-08-01,6,6
CALACOTO,atenciones odontologicas,acciones preventivas,2009-08-01,107,107
CALAMARCA,atenciones odontologicas,acciones preventivas,2009-08-01,586,586
CAMARGO,atenciones odontologicas,acciones preventivas,2009-08-01,400,400
CAMATAQUI (C. VILLA ABECIA),atenciones odontologicas,acciones preventivas,2009-08-01,157,157
CAMIRI,atenciones odontologicas,acciones preventivas,2009-08-01,1439,1439
CAPINOTA,atenciones odontologicas,acciones preventivas,2009-08-01,225,225
CAQUIAVIRI,atenciones odontologicas,acciones preventivas,2009-08-01,16,16
CARACOLLO,atenciones odontologicas,acciones preventivas,2009-08-01,45,45
CARANAVI,atenciones odontologicas,acciones preventivas,2009-08-01,305,305
CARAPARI,atenciones odontologicas,acciones preventivas,2009-08-01,155,155
CARIPUYO,atenciones odontologicas,acciones preventivas,2009-08-01,18,18
CARMEN RIVERO TORREZ,atenciones odontologicas,acciones preventivas,2009-08-01,82,82
CATACORA,atenciones odontologicas,acciones preventivas,2009-08-01,10,10
CHALLAPATA,atenciones odontologicas,acciones preventivas,2009-08-01,119,119
CHARAGUA,atenciones odontologicas,acciones preventivas,2009-08-01,99,99
CHARAÑA,atenciones odontologicas,acciones preventivas,2009-08-01,8,8
CHAYANTA,atenciones odontologicas,acciones preventivas,2009-08-01,160,160
CHIMORE,atenciones odontologicas,acciones preventivas,2009-08-01,67,67
CHOQUE COTA,atenciones odontologicas,acciones preventivas,2009-08-01,3,3
CHULUMANI (V. DE LA LIBERTAD),atenciones odontologicas,acciones preventivas,2009-08-01,203,203
CHUMA,atenciones odontologicas,acciones preventivas,2009-08-01,36,36
CLIZA,atenciones odontologicas,acciones preventivas,2009-08-01,149,149
COBIJA,atenciones odontologicas,acciones preventivas,2009-08-01,558,558
COCHABAMBA,atenciones odontologicas,acciones preventivas,2009-08-01,41972,41972
COLCAPIRHUA,atenciones odontologicas,acciones preventivas,2009-08-01,371,371
"COLCHA ""K""",atenciones odontologicas,acciones preventivas,2009-08-01,40,40
COLLANA,atenciones odontologicas,acciones preventivas,2009-08-01,12,12
COLOMI,atenciones odontologicas,acciones preventivas,2009-08-01,31,31
COLPA BELGICA,atenciones odontologicas,acciones preventivas,2009-08-01,156,156
COLQUECHACA,atenciones odontologicas,acciones preventivas,2009-08-01,457,457
COLQUIRI,atenciones odontologicas,acciones preventivas,2009-08-01,131,131
COMANCHE,atenciones odontologicas,acciones preventivas,2009-08-01,96,96
COMARAPA,atenciones odontologicas,acciones preventivas,2009-08-01,920,920
COPACABANA,atenciones odontologicas,acciones preventivas,2009-08-01,9,9
CORIPATA,atenciones odontologicas,acciones preventivas,2009-08-01,198,198
CORO CORO,atenciones odontologicas,acciones preventivas,2009-08-01,8,8
COROICO,atenciones odontologicas,acciones preventivas,2009-08-01,72,72
CORQUE,atenciones odontologicas,acciones preventivas,2009-08-01,25,25
COTAGAITA,atenciones odontologicas,acciones preventivas,2009-08-01,330,330
COTOCA,atenciones odontologicas,acciones preventivas,2009-08-01,530,530
CUATRO CAÑADAS,atenciones odontologicas,acciones preventivas,2009-08-01,145,145
CUCHUMUELA (V. G. VILLARROEL),atenciones odontologicas,acciones preventivas,2009-08-01,8,8
CUEVO,atenciones odontologicas,acciones preventivas,2009-08-01,20,20
CULPINA,atenciones odontologicas,acciones preventivas,2009-08-01,36,36
CURAHUARA DE CARANGAS,atenciones odontologicas,acciones preventivas,2009-08-01,151,151
CURVA,atenciones odontologicas,acciones preventivas,2009-08-01,163,163
DESAGUADERO,atenciones odontologicas,acciones preventivas,2009-08-01,3,3
EL ALTO,atenciones odontologicas,acciones preventivas,2009-08-01,3622,3622
EL CHORO,atenciones odontologicas,acciones preventivas,2009-08-01,267,267
EL PUENTE(STC),atenciones odontologicas,acciones preventivas,2009-08-01,36,36
EL PUENTE(TJA),atenciones odontologicas,acciones preventivas,2009-08-01,163,163
EL TORNO,atenciones odontologicas,acciones preventivas,2009-08-01,42,42
EL VILLAR,atenciones odontologicas,acciones preventivas,2009-08-01,71,71
ENTRE RIOS,atenciones odontologicas,acciones preventivas,2009-08-01,26,26
ENTRE RIOS,atenciones odontologicas,acciones preventivas,2009-08-01,52,52
ESCARA,atenciones odontologicas,acciones preventivas,2009-08-01,48,48
EUCALIPTUS,atenciones odontologicas,acciones preventivas,2009-08-01,33,33
FERNANDEZ ALONSO,atenciones odontologicas,acciones preventivas,2009-08-01,23,23
FILADELFIA,atenciones odontologicas,acciones preventivas,2009-08-01,221,221
GENERAL SAAVEDRA,atenciones odontologicas,acciones preventivas,2009-08-01,134,134
GRAL. J.J. PEREZ (CHARAZANI),atenciones odontologicas,acciones preventivas,2009-08-01,319,319
GUANAY,atenciones odontologicas,acciones preventivas,2009-08-01,275,275
GUAQUI,atenciones odontologicas,acciones preventivas,2009-08-01,2,2
GUAYARAMERIN,atenciones odontologicas,acciones preventivas,2009-08-01,76,76
GUTIERREZ,atenciones odontologicas,acciones preventivas,2009-08-01,336,336
HUACARETA,atenciones odontologicas,acciones preventivas,2009-08-01,21,21
HUACAYA (VILLA DE HUACAYA),atenciones odontologicas,acciones preventivas,2009-08-01,3,3
HUACHACALLA,atenciones odontologicas,acciones preventivas,2009-08-01,32,32
HUANUNI,atenciones odontologicas,acciones preventivas,2009-08-01,126,126
HUARACAJE,atenciones odontologicas,acciones preventivas,2009-08-01,83,83
HUAYLLAMARCA,atenciones odontologicas,acciones preventivas,2009-08-01,7,7
ICLA,atenciones odontologicas,acciones preventivas,2009-08-01,731,731
INCAHUASI,atenciones odontologicas,acciones preventivas,2009-08-01,797,797
INGAVI (HUMAITA),atenciones odontologicas,acciones preventivas,2009-08-01,50,50
INQUISIVI,atenciones odontologicas,acciones preventivas,2009-08-01,24,24
IRUPANA (VILLA DE LANZA),atenciones odontologicas,acciones preventivas,2009-08-01,335,335
IXIAMAS,atenciones odontologicas,acciones preventivas,2009-08-01,27,27
JESUS DE MACHACA,atenciones odontologicas,acciones preventivas,2009-08-01,38,38
LA ASUNTA,atenciones odontologicas,acciones preventivas,2009-08-01,31,31
LA GUARDIA,atenciones odontologicas,acciones preventivas,2009-08-01,232,232
LA PAZ,atenciones odontologicas,acciones preventivas,2009-08-01,6200,6200
LAGUNILLAS,atenciones odontologicas,acciones preventivas,2009-08-01,40,40
LAJA,atenciones odontologicas,acciones preventivas,2009-08-01,20,20
LAS CARRERAS,atenciones odontologicas,acciones preventivas,2009-08-01,20,20
