municipality,group,variable,month,Actividades Odontológicas en la Comunidad,TOTAL
SAN IGNACIO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-06-01,5,5
SAN IGNACIO DE VELASCO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-06-01,268,268
SAN JAVIER(BNI),atenciones odontologicas,actividades odontologicas en la comunidad,2009-06-01,1,1
SAN JOSE DE CHIQUITOS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-06-01,287,287
SAN JUAN DE YAPACANI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-06-01,2,2
SAN LORENZO(PND),atenciones odontologicas,actividades odontologicas en la comunidad,2009-06-01,1,1
SAN LORENZO(TJA),atenciones odontologicas,actividades odontologicas en la comunidad,2009-06-01,33,33
SAN LUCAS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-06-01,19,19
SAN MATIAS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-06-01,3,3
SAN MIGUEL DE VELASCO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-06-01,17,17
SAN PEDRO DE BUENA VISTA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-06-01,2,2
SAN PEDRO DE CURAHUARA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-06-01,3,3
SAN PEDRO DE TIQUINA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-06-01,15,15
SAN RAFAEL,atenciones odontologicas,actividades odontologicas en la comunidad,2009-06-01,1,1
SAN RAMON,atenciones odontologicas,actividades odontologicas en la comunidad,2009-06-01,2,2
SAN RAMON,atenciones odontologicas,actividades odontologicas en la comunidad,2009-06-01,2,2
SANTA ANA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-06-01,1,1
SANTA CRUZ DE LA SIERRA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-06-01,165,165
SANTA ROSA DEL SARA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-06-01,4,4
SANTIAGO DE HUARI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-06-01,34,34
SANTIVAÑES,atenciones odontologicas,actividades odontologicas en la comunidad,2009-06-01,10,10
SANTUARIO DE QUILLACAS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-06-01,22,22
SAPAHAQUI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-06-01,9,9
SENA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-06-01,27,27
SICA SICA (VILLA AROMA),atenciones odontologicas,actividades odontologicas en la comunidad,2009-06-01,16,16
SICAYA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-06-01,4,4
SIPE SIPE,atenciones odontologicas,actividades odontologicas en la comunidad,2009-06-01,4,4
SOPACHUY,atenciones odontologicas,actividades odontologicas en la comunidad,2009-06-01,4,4
SORACACHI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-06-01,7,7
SORATA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-06-01,21,21
SUCRE,atenciones odontologicas,actividades odontologicas en la comunidad,2009-06-01,1119,1119
TACACOMA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-06-01,16,16
TACOPAYA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-06-01,5,5
TAPACARI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-06-01,8,8
TARABUCO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-06-01,36,36
TARACO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-06-01,4,4
TARIJA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-06-01,509,509
TARVITA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-06-01,13,13
TIAWANACU,atenciones odontologicas,actividades odontologicas en la comunidad,2009-06-01,6,6
TINGUIPAYA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-06-01,13,13
TIQUIPAYA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-06-01,11,11
TIRAQUE (CBBA),atenciones odontologicas,actividades odontologicas en la comunidad,2009-06-01,54,54
TITO YUPANQUI (PARQUIPUJIO),atenciones odontologicas,actividades odontologicas en la comunidad,2009-06-01,5,5
TOCO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-06-01,4,4
TOLATA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-06-01,1,1
TOLEDO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-06-01,168,168
TOMAVE,atenciones odontologicas,actividades odontologicas en la comunidad,2009-06-01,15,15
TOMINA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-06-01,8,8
TORO TORO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-06-01,5,5
TOTORA(CBBA),atenciones odontologicas,actividades odontologicas en la comunidad,2009-06-01,2,2
TRIGAL,atenciones odontologicas,actividades odontologicas en la comunidad,2009-06-01,4,4
TRINIDAD,atenciones odontologicas,actividades odontologicas en la comunidad,2009-06-01,715,715
TUPIZA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-06-01,3,3
TURCO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-06-01,4,4
UNCIA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-06-01,12,12
URIONDO (A. CONCEPCION),atenciones odontologicas,actividades odontologicas en la comunidad,2009-06-01,20,20
URUBICHA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-06-01,4,4
VACAS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-06-01,396,396
VALLEGRANDE,atenciones odontologicas,actividades odontologicas en la comunidad,2009-06-01,18,18
VIACHA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-06-01,131,131
VILA VILA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-06-01,6,6
VILLA MONTES,atenciones odontologicas,actividades odontologicas en la comunidad,2009-06-01,7,7
VILLA NUEVA (LOMA ALTA),atenciones odontologicas,actividades odontologicas en la comunidad,2009-06-01,4,4
VILLA RIVERO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-06-01,3,3
VILLA SERRANO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-06-01,68,68
VILLA TUNARI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-06-01,49,49
VILLA VACA GUZMAN (MUYUPAMPA),atenciones odontologicas,actividades odontologicas en la comunidad,2009-06-01,16,16
VILLAZON,atenciones odontologicas,actividades odontologicas en la comunidad,2009-06-01,1,1
VINTO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-06-01,124,124
WARNES,atenciones odontologicas,actividades odontologicas en la comunidad,2009-06-01,4,4
YACO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-06-01,8,8
YACUIBA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-06-01,193,193
YAMPARAEZ,atenciones odontologicas,actividades odontologicas en la comunidad,2009-06-01,360,360
YANACACHI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-06-01,4,4
YAPACANI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-06-01,4,4
YOCALLA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-06-01,2,2
YOTALA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-06-01,8,8
YUNCHARA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-06-01,15,15
ZUDAÑEZ,atenciones odontologicas,actividades odontologicas en la comunidad,2009-06-01,9,9
ACACIO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,3,3
ACHACACHI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,18,18
ACHOCALLA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,14,14
ALALAY,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,1,1
ALCALA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,15,15
ANCORAIMES,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,8,8
ANDAMARCA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,8,8
ANZALDO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,4,4
ARAMPAMPA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,8,8
ARANI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,17,17
ARBIETO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,1,1
ARQUE,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,2,2
ASCENCION DE GUARAYOS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,50,50
AYATA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,11,11
AYOPAYA (V. DE INDEPENDENCIA),atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,4,4
AZURDUY,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,7,7
BATALLAS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,2,2
BELEN DE URMIRI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,1,1
BERMEJO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,5,5
BETANZOS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,10,10
BOLIVAR,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,1,1
BOLPEBRA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,1,1
CABEZAS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,6,6
CAIROMA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,2,2
"CAIZA ""D""",atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,2,2
CAJUATA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,3,3
CALACOTO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,4,4
CALAMARCA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,8,8
CAMARGO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,22,22
CAMATAQUI (C. VILLA ABECIA),atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,4,4
CAMIRI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,17,17
CAPINOTA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,2,2
CAQUIAVIRI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,8,8
CARACOLLO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,5,5
CARANAVI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,16,16
CARAPARI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,48,48
CARIPUYO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,3,3
CATACORA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,6,6
CHALLAPATA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,13,13
CHARAGUA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,11,11
CHAYANTA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,4,4
CHULUMANI (V. DE LA LIBERTAD),atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,9,9
CHUMA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,9,9
COBIJA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,9,9
COCHABAMBA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,4275,4275
COLCAPIRHUA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,103,103
"COLCHA ""K""",atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,6,6
COLLANA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,1,1
COLOMI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,1,1
COLPA BELGICA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,26,26
COLQUECHACA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,6,6
COMANCHE,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,6,6
COMARAPA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,14,14
CONCEPCION,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,3,3
COPACABANA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,9,9
CORIPATA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,9,9
CORO CORO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,1,1
CORQUE,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,2,2
COTAGAITA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,7,7
COTOCA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,1,1
CUATRO CAÑADAS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,30,30
CUEVO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,10,10
CULPINA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,7,7
CURAHUARA DE CARANGAS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,7,7
DESAGUADERO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,5,5
EL ALTO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,326,326
EL CHORO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,3,3
EL PUENTE(STC),atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,2,2
EL PUENTE(TJA),atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,13,13
EL VILLAR,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,2,2
ENTRE RIOS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,4,4
ENTRE RIOS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,29,29
EUCALIPTUS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,2,2
FERNANDEZ ALONSO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,2,2
FILADELFIA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,1,1
GENERAL SAAVEDRA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,16,16
GRAL. J.J. PEREZ (CHARAZANI),atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,9,9
GUANAY,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,6,6
GUAQUI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,1,1
GUTIERREZ,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,340,340
HUACARETA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,1,1
HUACAYA (VILLA DE HUACAYA),atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,8,8
HUACHACALLA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,9,9
HUARACAJE,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,3,3
HUAYLLAMARCA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,7,7
ICHOCA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,9,9
ICLA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,13,13
INCAHUASI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,9,9
INQUISIVI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,2,2
IRUPANA (VILLA DE LANZA),atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,4,4
IXIAMAS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,20,20
LA ASUNTA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,4,4
LA GUARDIA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,11,11
LA PAZ,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,146,146
LAGUNILLAS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,12,12
LAJA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,7,7
LAS CARRERAS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,1,1
MACHARETI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,28,28
MAIRANA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,11,11
MAPIRI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,3,3
MECAPACA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,50,50
MINEROS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,27,27
MOCOMOCO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,8,8
MOJOCOYA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,6,6
MONTEAGUDO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,4,4
MONTERO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,13,13
MORO MORO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,8,8
MOROCHATA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,18,18
OCURI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,2,2
OKINAWA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,1,1
ORURO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,921,921
PADCAYA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,6,6
PADILLA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,12,12
PAILON,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,6,6
PALCA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,5,5
PALOS BLANCOS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,5,5
PAMPA AULLAGAS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,4,4
PAMPA GRANDE,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,1,1
PASORAPA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,2,2
PAZÑA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,5,5
PELECHUCO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,2,2
POCOATA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,9,9
POCONA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,5,5
PORCO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,10,10
POROMA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,146,146
PORONGO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,4,4
PORTACHUELO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,274,274
PORVENIR,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,7,7
POSTRER VALLE,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,4,4
POTOSI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,77,77
PRESTO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,7,7
PUCARA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,9,9
PUCARANI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,18,18
PUERTO ACOSTA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,4,4
PUERTO CARABUCO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,5,5
PUERTO GONZALO MORENO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,10,10
PUERTO QUIJARRO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,5,5
PUERTO RICO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,14,14
PUERTO SUAREZ,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,3,3
PUERTO VILLARROEL,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,5,5
PUNA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,16,16
PUNATA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,5,5
QUIABAYA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,6,6
QUILLACOLLO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,2,2
QUIME,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,3,3
QUIRUSILLAS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,3,3
RIBERALTA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,30,30
ROBORE,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,10,10
SACABA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,44,44
SACABAMBA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,3,3
SACACA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,13,13
SAIPINA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,7,7
SALINAS DE GARCI MENDOZA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,33,33
SAMAIPATA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,4,4
SAN AGUSTIN,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,3,3
SAN ANDRES,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,2,2
SAN ANDRES DE MACHACA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,9,9
SAN ANTONIO DE LOMERIO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,8,8
SAN BENITO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,2,2
SAN BORJA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,5,5
SAN CARLOS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,3,3
SAN IGNACIO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,7,7
SAN IGNACIO DE VELASCO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,503,503
SAN JUAN DE YAPACANI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,2,2
SAN LORENZO(PND),atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,8,8
SAN LORENZO(TJA),atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,22,22
SAN LUCAS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,10,10
SAN MATIAS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,4,4
SAN MIGUEL DE VELASCO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,13,13
SAN PEDRO DE BUENA VISTA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,6,6
SAN PEDRO DE TIQUINA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,14,14
SAN RAMON,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,1,1
SAN RAMON,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,2,2
SANTA ANA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,2,2
SANTA CRUZ DE LA SIERRA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,932,932
SANTA ROSA DEL SARA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,5,5
SANTIAGO DE HUARI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,30,30
SANTIVAÑES,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,13,13
SANTUARIO DE QUILLACAS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,8,8
SAPAHAQUI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,17,17
SENA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,6,6
SICA SICA (VILLA AROMA),atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,11,11
SICAYA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,4,4
SIPE SIPE,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,6,6
SOPACHUY,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,2,2
SORACACHI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,6,6
SORATA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,30,30
SUCRE,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,96,96
TACACOMA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,19,19
TACOPAYA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,4,4
TAHUA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,21,21
TAPACARI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,11,11
TARABUCO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,35,35
TARACO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,4,4
TARATA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,3,3
TARIJA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,37,37
TARVITA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,15,15
TEOPONTE,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,4,4
TIAWANACU,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,2,2
TINGUIPAYA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,10,10
TIPUANI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,31,31
TIQUIPAYA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,7,7
TIRAQUE (CBBA),atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,76,76
TITO YUPANQUI (PARQUIPUJIO),atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,4,4
TOCO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,2,2
TOLEDO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,6,6
TOMAVE,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,17,17
TOMINA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,17,17
TORO TORO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,4,4
TOTORA(CBBA),atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,5,5
TRIGAL,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,4,4
TRINIDAD,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,95,95
TUPIZA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,4,4
TURCO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,4,4
UMALA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,18,18
UNCIA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,10,10
URIONDO (A. CONCEPCION),atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,12,12
URUBICHA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,2,2
VACAS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,238,238
VALLEGRANDE,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,20,20
VIACHA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,1,1
VILA VILA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,6,6
VILLA MONTES,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,1,1
VILLA NUEVA (LOMA ALTA),atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,9,9
VILLA RIVERO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,3,3
VILLA SERRANO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,12,12
VILLA TUNARI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,6,6
VILLA VACA GUZMAN (MUYUPAMPA),atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,5,5
VITICHI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-07-01,4,4
