municipality,group,variable,month,Periodoncias,TOTAL
YUNCHARA,atenciones odontologicas,periodoncias,2009-04-01,5,5
ACACIO,atenciones odontologicas,periodoncias,2009-05-01,17,17
ACHACACHI,atenciones odontologicas,periodoncias,2009-05-01,4,4
AIQUILE,atenciones odontologicas,periodoncias,2009-05-01,25,25
ALCALA,atenciones odontologicas,periodoncias,2009-05-01,52,52
ANCORAIMES,atenciones odontologicas,periodoncias,2009-05-01,2,2
ANDAMARCA,atenciones odontologicas,periodoncias,2009-05-01,1,1
ANTEQUERA,atenciones odontologicas,periodoncias,2009-05-01,1,1
ANZALDO,atenciones odontologicas,periodoncias,2009-05-01,59,59
ARAMPAMPA,atenciones odontologicas,periodoncias,2009-05-01,2,2
ARANI,atenciones odontologicas,periodoncias,2009-05-01,53,53
ARBIETO,atenciones odontologicas,periodoncias,2009-05-01,45,45
ARQUE,atenciones odontologicas,periodoncias,2009-05-01,1,1
ASCENCION DE GUARAYOS,atenciones odontologicas,periodoncias,2009-05-01,7,7
AYOPAYA (V. DE INDEPENDENCIA),atenciones odontologicas,periodoncias,2009-05-01,7,7
AZURDUY,atenciones odontologicas,periodoncias,2009-05-01,6,6
BAURES,atenciones odontologicas,periodoncias,2009-05-01,1,1
BERMEJO,atenciones odontologicas,periodoncias,2009-05-01,38,38
BETANZOS,atenciones odontologicas,periodoncias,2009-05-01,33,33
BOLPEBRA,atenciones odontologicas,periodoncias,2009-05-01,5,5
CABEZAS,atenciones odontologicas,periodoncias,2009-05-01,26,26
CAIROMA,atenciones odontologicas,periodoncias,2009-05-01,82,82
CAJUATA,atenciones odontologicas,periodoncias,2009-05-01,6,6
CALAMARCA,atenciones odontologicas,periodoncias,2009-05-01,4,4
CAMARGO,atenciones odontologicas,periodoncias,2009-05-01,5,5
CAMATAQUI (C. VILLA ABECIA),atenciones odontologicas,periodoncias,2009-05-01,4,4
CAMIRI,atenciones odontologicas,periodoncias,2009-05-01,70,70
CAPINOTA,atenciones odontologicas,periodoncias,2009-05-01,14,14
CARACOLLO,atenciones odontologicas,periodoncias,2009-05-01,17,17
CARANAVI,atenciones odontologicas,periodoncias,2009-05-01,54,54
CARAPARI,atenciones odontologicas,periodoncias,2009-05-01,26,26
CARIPUYO,atenciones odontologicas,periodoncias,2009-05-01,9,9
CARMEN RIVERO TORREZ,atenciones odontologicas,periodoncias,2009-05-01,13,13
CATACORA,atenciones odontologicas,periodoncias,2009-05-01,3,3
CHALLAPATA,atenciones odontologicas,periodoncias,2009-05-01,9,9
CHAQUI,atenciones odontologicas,periodoncias,2009-05-01,1,1
CHARAGUA,atenciones odontologicas,periodoncias,2009-05-01,4,4
CHULUMANI (V. DE LA LIBERTAD),atenciones odontologicas,periodoncias,2009-05-01,2,2
CLIZA,atenciones odontologicas,periodoncias,2009-05-01,25,25
COBIJA,atenciones odontologicas,periodoncias,2009-05-01,26,26
COCHABAMBA,atenciones odontologicas,periodoncias,2009-05-01,1542,1542
COIPASA,atenciones odontologicas,periodoncias,2009-05-01,4,4
COLCAPIRHUA,atenciones odontologicas,periodoncias,2009-05-01,162,162
"COLCHA ""K""",atenciones odontologicas,periodoncias,2009-05-01,2,2
COLOMI,atenciones odontologicas,periodoncias,2009-05-01,2,2
COLPA BELGICA,atenciones odontologicas,periodoncias,2009-05-01,7,7
COLQUENCHA,atenciones odontologicas,periodoncias,2009-05-01,2,2
COLQUIRI,atenciones odontologicas,periodoncias,2009-05-01,2,2
COMANCHE,atenciones odontologicas,periodoncias,2009-05-01,2,2
COMARAPA,atenciones odontologicas,periodoncias,2009-05-01,6,6
CONCEPCION,atenciones odontologicas,periodoncias,2009-05-01,1,1
CORIPATA,atenciones odontologicas,periodoncias,2009-05-01,9,9
COROICO,atenciones odontologicas,periodoncias,2009-05-01,22,22
CORQUE,atenciones odontologicas,periodoncias,2009-05-01,1,1
COTAGAITA,atenciones odontologicas,periodoncias,2009-05-01,2,2
COTOCA,atenciones odontologicas,periodoncias,2009-05-01,17,17
CUATRO CAÑADAS,atenciones odontologicas,periodoncias,2009-05-01,6,6
CUCHUMUELA (V. G. VILLARROEL),atenciones odontologicas,periodoncias,2009-05-01,3,3
CULPINA,atenciones odontologicas,periodoncias,2009-05-01,1,1
EL ALTO,atenciones odontologicas,periodoncias,2009-05-01,371,371
EL PUENTE(TJA),atenciones odontologicas,periodoncias,2009-05-01,3,3
EL TORNO,atenciones odontologicas,periodoncias,2009-05-01,10,10
EL VILLAR,atenciones odontologicas,periodoncias,2009-05-01,1,1
ENTRE RIOS,atenciones odontologicas,periodoncias,2009-05-01,2,2
ENTRE RIOS,atenciones odontologicas,periodoncias,2009-05-01,4,4
EUCALIPTUS,atenciones odontologicas,periodoncias,2009-05-01,10,10
FERNANDEZ ALONSO,atenciones odontologicas,periodoncias,2009-05-01,13,13
FILADELFIA,atenciones odontologicas,periodoncias,2009-05-01,3,3
GENERAL SAAVEDRA,atenciones odontologicas,periodoncias,2009-05-01,3,3
GUANAY,atenciones odontologicas,periodoncias,2009-05-01,6,6
GUAQUI,atenciones odontologicas,periodoncias,2009-05-01,4,4
GUAYARAMERIN,atenciones odontologicas,periodoncias,2009-05-01,23,23
GUTIERREZ,atenciones odontologicas,periodoncias,2009-05-01,7,7
HUACAYA (VILLA DE HUACAYA),atenciones odontologicas,periodoncias,2009-05-01,3,3
HUACHACALLA,atenciones odontologicas,periodoncias,2009-05-01,6,6
HUANUNI,atenciones odontologicas,periodoncias,2009-05-01,5,5
HUARACAJE,atenciones odontologicas,periodoncias,2009-05-01,25,25
ICLA,atenciones odontologicas,periodoncias,2009-05-01,5,5
IRUPANA (VILLA DE LANZA),atenciones odontologicas,periodoncias,2009-05-01,5,5
JESUS DE MACHACA,atenciones odontologicas,periodoncias,2009-05-01,9,9
LA GUARDIA,atenciones odontologicas,periodoncias,2009-05-01,19,19
LA PAZ,atenciones odontologicas,periodoncias,2009-05-01,1496,1496
LAGUNILLAS,atenciones odontologicas,periodoncias,2009-05-01,16,16
LLALLAGUA,atenciones odontologicas,periodoncias,2009-05-01,18,18
MACHACAMARCA,atenciones odontologicas,periodoncias,2009-05-01,3,3
MAIRANA,atenciones odontologicas,periodoncias,2009-05-01,7,7
MAPIRI,atenciones odontologicas,periodoncias,2009-05-01,2,2
MECAPACA,atenciones odontologicas,periodoncias,2009-05-01,2,2
MINEROS,atenciones odontologicas,periodoncias,2009-05-01,14,14
MIZQUE,atenciones odontologicas,periodoncias,2009-05-01,55,55
MONTEAGUDO,atenciones odontologicas,periodoncias,2009-05-01,1,1
MONTERO,atenciones odontologicas,periodoncias,2009-05-01,156,156
MOROCHATA,atenciones odontologicas,periodoncias,2009-05-01,12,12
OKINAWA,atenciones odontologicas,periodoncias,2009-05-01,9,9
OMEREQUE,atenciones odontologicas,periodoncias,2009-05-01,10,10
ORURO,atenciones odontologicas,periodoncias,2009-05-01,139,139
PADCAYA,atenciones odontologicas,periodoncias,2009-05-01,7,7
PADILLA,atenciones odontologicas,periodoncias,2009-05-01,2,2
PAILON,atenciones odontologicas,periodoncias,2009-05-01,31,31
PAMPA AULLAGAS,atenciones odontologicas,periodoncias,2009-05-01,1,1
PAMPA GRANDE,atenciones odontologicas,periodoncias,2009-05-01,2,2
PATACAMAYA,atenciones odontologicas,periodoncias,2009-05-01,2,2
PAZÑA,atenciones odontologicas,periodoncias,2009-05-01,7,7
POJO (CBBA),atenciones odontologicas,periodoncias,2009-05-01,21,21
POOPO,atenciones odontologicas,periodoncias,2009-05-01,5,5
PORTACHUELO,atenciones odontologicas,periodoncias,2009-05-01,10,10
POSTRER VALLE,atenciones odontologicas,periodoncias,2009-05-01,1,1
POTOSI,atenciones odontologicas,periodoncias,2009-05-01,106,106
PUCARANI,atenciones odontologicas,periodoncias,2009-05-01,10,10
PUERTO ACOSTA,atenciones odontologicas,periodoncias,2009-05-01,3,3
PUERTO CARABUCO,atenciones odontologicas,periodoncias,2009-05-01,82,82
PUERTO GONZALO MORENO,atenciones odontologicas,periodoncias,2009-05-01,2,2
PUERTO PEREZ,atenciones odontologicas,periodoncias,2009-05-01,7,7
PUERTO RICO,atenciones odontologicas,periodoncias,2009-05-01,20,20
PUERTO SUAREZ,atenciones odontologicas,periodoncias,2009-05-01,27,27
PUERTO VILLARROEL,atenciones odontologicas,periodoncias,2009-05-01,10,10
PUNA,atenciones odontologicas,periodoncias,2009-05-01,10,10
PUNATA,atenciones odontologicas,periodoncias,2009-05-01,121,121
QUILLACOLLO,atenciones odontologicas,periodoncias,2009-05-01,68,68
QUIME,atenciones odontologicas,periodoncias,2009-05-01,26,26
REYES,atenciones odontologicas,periodoncias,2009-05-01,17,17
RIBERALTA,atenciones odontologicas,periodoncias,2009-05-01,59,59
ROBORE,atenciones odontologicas,periodoncias,2009-05-01,5,5
SACABA,atenciones odontologicas,periodoncias,2009-05-01,109,109
SACABAMBA,atenciones odontologicas,periodoncias,2009-05-01,8,8
SAIPINA,atenciones odontologicas,periodoncias,2009-05-01,5,5
SALINAS DE GARCI MENDOZA,atenciones odontologicas,periodoncias,2009-05-01,5,5
SAMAIPATA,atenciones odontologicas,periodoncias,2009-05-01,3,3
SAN ANDRES DE MACHACA,atenciones odontologicas,periodoncias,2009-05-01,9,9
SAN ANTONIO DE LOMERIO,atenciones odontologicas,periodoncias,2009-05-01,1,1
SAN BENITO,atenciones odontologicas,periodoncias,2009-05-01,18,18
SAN BORJA,atenciones odontologicas,periodoncias,2009-05-01,25,25
SAN BUENA VENTURA,atenciones odontologicas,periodoncias,2009-05-01,2,2
SAN CARLOS,atenciones odontologicas,periodoncias,2009-05-01,23,23
SAN IGNACIO,atenciones odontologicas,periodoncias,2009-05-01,9,9
SAN IGNACIO DE VELASCO,atenciones odontologicas,periodoncias,2009-05-01,2,2
SAN JAVIER(STC),atenciones odontologicas,periodoncias,2009-05-01,4,4
SAN JUAN DE YAPACANI,atenciones odontologicas,periodoncias,2009-05-01,1,1
SAN JULIAN,atenciones odontologicas,periodoncias,2009-05-01,3,3
SAN LORENZO(TJA),atenciones odontologicas,periodoncias,2009-05-01,19,19
SAN LUCAS,atenciones odontologicas,periodoncias,2009-05-01,1,1
SAN MATIAS,atenciones odontologicas,periodoncias,2009-05-01,3,3
SAN MIGUEL DE VELASCO,atenciones odontologicas,periodoncias,2009-05-01,5,5
SAN PEDRO DE BUENA VISTA,atenciones odontologicas,periodoncias,2009-05-01,3,3
SAN PEDRO DE TIQUINA,atenciones odontologicas,periodoncias,2009-05-01,1,1
SAN RAFAEL,atenciones odontologicas,periodoncias,2009-05-01,58,58
SAN RAMON,atenciones odontologicas,periodoncias,2009-05-01,5,5
SANTA ANA,atenciones odontologicas,periodoncias,2009-05-01,15,15
SANTA CRUZ DE LA SIERRA,atenciones odontologicas,periodoncias,2009-05-01,2271,2271
SANTA ROSA,atenciones odontologicas,periodoncias,2009-05-01,1,1
SANTA ROSA DEL SARA,atenciones odontologicas,periodoncias,2009-05-01,1,1
SANTIVAÑES,atenciones odontologicas,periodoncias,2009-05-01,5,5
SANTUARIO DE QUILLACAS,atenciones odontologicas,periodoncias,2009-05-01,2,2
SAPAHAQUI,atenciones odontologicas,periodoncias,2009-05-01,13,13
SENA,atenciones odontologicas,periodoncias,2009-05-01,4,4
SICA SICA (VILLA AROMA),atenciones odontologicas,periodoncias,2009-05-01,10,10
SICAYA,atenciones odontologicas,periodoncias,2009-05-01,1,1
SIPE SIPE,atenciones odontologicas,periodoncias,2009-05-01,35,35
SORACACHI,atenciones odontologicas,periodoncias,2009-05-01,7,7
SORATA,atenciones odontologicas,periodoncias,2009-05-01,52,52
SUCRE,atenciones odontologicas,periodoncias,2009-05-01,407,407
TACACOMA,atenciones odontologicas,periodoncias,2009-05-01,2,2
TACOPAYA,atenciones odontologicas,periodoncias,2009-05-01,26,26
TAHUA,atenciones odontologicas,periodoncias,2009-05-01,4,4
TAPACARI,atenciones odontologicas,periodoncias,2009-05-01,2,2
TARABUCO,atenciones odontologicas,periodoncias,2009-05-01,11,11
TARATA,atenciones odontologicas,periodoncias,2009-05-01,1,1
TARIJA,atenciones odontologicas,periodoncias,2009-05-01,203,203
TARVITA,atenciones odontologicas,periodoncias,2009-05-01,6,6
TEOPONTE,atenciones odontologicas,periodoncias,2009-05-01,2,2
TIPUANI,atenciones odontologicas,periodoncias,2009-05-01,9,9
TIQUIPAYA,atenciones odontologicas,periodoncias,2009-05-01,239,239
TIRAQUE (CBBA),atenciones odontologicas,periodoncias,2009-05-01,101,101
TOCO,atenciones odontologicas,periodoncias,2009-05-01,12,12
TOLATA,atenciones odontologicas,periodoncias,2009-05-01,19,19
TOLEDO,atenciones odontologicas,periodoncias,2009-05-01,3,3
TOMINA,atenciones odontologicas,periodoncias,2009-05-01,6,6
TORO TORO,atenciones odontologicas,periodoncias,2009-05-01,5,5
TOTORA(CBBA),atenciones odontologicas,periodoncias,2009-05-01,23,23
TRIGAL,atenciones odontologicas,periodoncias,2009-05-01,12,12
TRINIDAD,atenciones odontologicas,periodoncias,2009-05-01,112,112
TUPIZA,atenciones odontologicas,periodoncias,2009-05-01,18,18
TURCO,atenciones odontologicas,periodoncias,2009-05-01,1,1
UMALA,atenciones odontologicas,periodoncias,2009-05-01,3,3
UNCIA,atenciones odontologicas,periodoncias,2009-05-01,9,9
URIONDO (A. CONCEPCION),atenciones odontologicas,periodoncias,2009-05-01,4,4
UYUNI,atenciones odontologicas,periodoncias,2009-05-01,1,1
VACAS,atenciones odontologicas,periodoncias,2009-05-01,21,21
VALLEGRANDE,atenciones odontologicas,periodoncias,2009-05-01,5,5
VIACHA,atenciones odontologicas,periodoncias,2009-05-01,41,41
VILLA MONTES,atenciones odontologicas,periodoncias,2009-05-01,78,78
VILLA NUEVA (LOMA ALTA),atenciones odontologicas,periodoncias,2009-05-01,2,2
VILLA RIVERO,atenciones odontologicas,periodoncias,2009-05-01,360,360
VILLA SERRANO,atenciones odontologicas,periodoncias,2009-05-01,17,17
VILLA TUNARI,atenciones odontologicas,periodoncias,2009-05-01,233,233
VILLAZON,atenciones odontologicas,periodoncias,2009-05-01,8,8
VINTO,atenciones odontologicas,periodoncias,2009-05-01,11,11
WARNES,atenciones odontologicas,periodoncias,2009-05-01,58,58
YACO,atenciones odontologicas,periodoncias,2009-05-01,5,5
YACUIBA,atenciones odontologicas,periodoncias,2009-05-01,251,251
YAMPARAEZ,atenciones odontologicas,periodoncias,2009-05-01,158,158
YANACACHI,atenciones odontologicas,periodoncias,2009-05-01,1,1
YAPACANI,atenciones odontologicas,periodoncias,2009-05-01,9,9
YOTALA,atenciones odontologicas,periodoncias,2009-05-01,2,2
ACACIO,atenciones odontologicas,periodoncias,2009-06-01,5,5
ACHACACHI,atenciones odontologicas,periodoncias,2009-06-01,2,2
AIQUILE,atenciones odontologicas,periodoncias,2009-06-01,27,27
ALCALA,atenciones odontologicas,periodoncias,2009-06-01,27,27
ANCORAIMES,atenciones odontologicas,periodoncias,2009-06-01,8,8
ANDAMARCA,atenciones odontologicas,periodoncias,2009-06-01,11,11
ANTEQUERA,atenciones odontologicas,periodoncias,2009-06-01,1,1
ANZALDO,atenciones odontologicas,periodoncias,2009-06-01,17,17
ARAMPAMPA,atenciones odontologicas,periodoncias,2009-06-01,1,1
ARANI,atenciones odontologicas,periodoncias,2009-06-01,21,21
ARBIETO,atenciones odontologicas,periodoncias,2009-06-01,41,41
ARQUE,atenciones odontologicas,periodoncias,2009-06-01,2,2
ASCENCION DE GUARAYOS,atenciones odontologicas,periodoncias,2009-06-01,17,17
AYOPAYA (V. DE INDEPENDENCIA),atenciones odontologicas,periodoncias,2009-06-01,4,4
AZURDUY,atenciones odontologicas,periodoncias,2009-06-01,1,1
BAURES,atenciones odontologicas,periodoncias,2009-06-01,6,6
BERMEJO,atenciones odontologicas,periodoncias,2009-06-01,68,68
BETANZOS,atenciones odontologicas,periodoncias,2009-06-01,6,6
BOLIVAR,atenciones odontologicas,periodoncias,2009-06-01,1,1
BUENA VISTA,atenciones odontologicas,periodoncias,2009-06-01,2,2
CABEZAS,atenciones odontologicas,periodoncias,2009-06-01,27,27
CAIROMA,atenciones odontologicas,periodoncias,2009-06-01,50,50
CALAMARCA,atenciones odontologicas,periodoncias,2009-06-01,2,2
CAMARGO,atenciones odontologicas,periodoncias,2009-06-01,4,4
CAMIRI,atenciones odontologicas,periodoncias,2009-06-01,73,73
CAPINOTA,atenciones odontologicas,periodoncias,2009-06-01,1,1
CARACOLLO,atenciones odontologicas,periodoncias,2009-06-01,13,13
CARANAVI,atenciones odontologicas,periodoncias,2009-06-01,63,63
CARAPARI,atenciones odontologicas,periodoncias,2009-06-01,16,16
CARMEN RIVERO TORREZ,atenciones odontologicas,periodoncias,2009-06-01,35,35
CATACORA,atenciones odontologicas,periodoncias,2009-06-01,2,2
CHALLAPATA,atenciones odontologicas,periodoncias,2009-06-01,9,9
CHAQUI,atenciones odontologicas,periodoncias,2009-06-01,2,2
CHARAGUA,atenciones odontologicas,periodoncias,2009-06-01,5,5
CHARAÑA,atenciones odontologicas,periodoncias,2009-06-01,6,6
CHULUMANI (V. DE LA LIBERTAD),atenciones odontologicas,periodoncias,2009-06-01,5,5
CHUMA,atenciones odontologicas,periodoncias,2009-06-01,4,4
CLIZA,atenciones odontologicas,periodoncias,2009-06-01,16,16
COBIJA,atenciones odontologicas,periodoncias,2009-06-01,14,14
COCHABAMBA,atenciones odontologicas,periodoncias,2009-06-01,1974,1974
COIPASA,atenciones odontologicas,periodoncias,2009-06-01,2,2
COLCAPIRHUA,atenciones odontologicas,periodoncias,2009-06-01,230,230
"COLCHA ""K""",atenciones odontologicas,periodoncias,2009-06-01,4,4
COLOMI,atenciones odontologicas,periodoncias,2009-06-01,5,5
COLPA BELGICA,atenciones odontologicas,periodoncias,2009-06-01,11,11
COLQUIRI,atenciones odontologicas,periodoncias,2009-06-01,4,4
COMANCHE,atenciones odontologicas,periodoncias,2009-06-01,4,4
COMARAPA,atenciones odontologicas,periodoncias,2009-06-01,4,4
CONCEPCION,atenciones odontologicas,periodoncias,2009-06-01,2,2
CORIPATA,atenciones odontologicas,periodoncias,2009-06-01,5,5
COROICO,atenciones odontologicas,periodoncias,2009-06-01,15,15
CORQUE,atenciones odontologicas,periodoncias,2009-06-01,1,1
COTAGAITA,atenciones odontologicas,periodoncias,2009-06-01,2,2
COTOCA,atenciones odontologicas,periodoncias,2009-06-01,16,16
CUATRO CAÑADAS,atenciones odontologicas,periodoncias,2009-06-01,2,2
CUCHUMUELA (V. G. VILLARROEL),atenciones odontologicas,periodoncias,2009-06-01,24,24
CUEVO,atenciones odontologicas,periodoncias,2009-06-01,2,2
CULPINA,atenciones odontologicas,periodoncias,2009-06-01,4,4
CURVA,atenciones odontologicas,periodoncias,2009-06-01,1,1
EL ALTO,atenciones odontologicas,periodoncias,2009-06-01,420,420
EL CHORO,atenciones odontologicas,periodoncias,2009-06-01,1,1
EL PUENTE(TJA),atenciones odontologicas,periodoncias,2009-06-01,1,1
EL TORNO,atenciones odontologicas,periodoncias,2009-06-01,9,9
EL VILLAR,atenciones odontologicas,periodoncias,2009-06-01,3,3
FERNANDEZ ALONSO,atenciones odontologicas,periodoncias,2009-06-01,10,10
FILADELFIA,atenciones odontologicas,periodoncias,2009-06-01,5,5
GENERAL SAAVEDRA,atenciones odontologicas,periodoncias,2009-06-01,3,3
GUANAY,atenciones odontologicas,periodoncias,2009-06-01,16,16
GUAQUI,atenciones odontologicas,periodoncias,2009-06-01,2,2
GUAYARAMERIN,atenciones odontologicas,periodoncias,2009-06-01,41,41
GUTIERREZ,atenciones odontologicas,periodoncias,2009-06-01,6,6
HUACAYA (VILLA DE HUACAYA),atenciones odontologicas,periodoncias,2009-06-01,12,12
HUANUNI,atenciones odontologicas,periodoncias,2009-06-01,4,4
HUARACAJE,atenciones odontologicas,periodoncias,2009-06-01,15,15
HUAYLLAMARCA,atenciones odontologicas,periodoncias,2009-06-01,1,1
ICLA,atenciones odontologicas,periodoncias,2009-06-01,2,2
IRUPANA (VILLA DE LANZA),atenciones odontologicas,periodoncias,2009-06-01,16,16
LA GUARDIA,atenciones odontologicas,periodoncias,2009-06-01,29,29
LA PAZ,atenciones odontologicas,periodoncias,2009-06-01,1168,1168
LAGUNILLAS,atenciones odontologicas,periodoncias,2009-06-01,4,4
LLALLAGUA,atenciones odontologicas,periodoncias,2009-06-01,25,25
LURIBAY,atenciones odontologicas,periodoncias,2009-06-01,2,2
MACHACAMARCA,atenciones odontologicas,periodoncias,2009-06-01,5,5
MACHARETI,atenciones odontologicas,periodoncias,2009-06-01,4,4
MAGDALENA,atenciones odontologicas,periodoncias,2009-06-01,9,9
MAIRANA,atenciones odontologicas,periodoncias,2009-06-01,23,23
MAPIRI,atenciones odontologicas,periodoncias,2009-06-01,4,4
MECAPACA,atenciones odontologicas,periodoncias,2009-06-01,2,2
MINEROS,atenciones odontologicas,periodoncias,2009-06-01,12,12
MIZQUE,atenciones odontologicas,periodoncias,2009-06-01,103,103
MOJOCOYA,atenciones odontologicas,periodoncias,2009-06-01,14,14
MONTERO,atenciones odontologicas,periodoncias,2009-06-01,183,183
MOROCHATA,atenciones odontologicas,periodoncias,2009-06-01,10,10
OKINAWA,atenciones odontologicas,periodoncias,2009-06-01,8,8
OMEREQUE,atenciones odontologicas,periodoncias,2009-06-01,9,9
ORURO,atenciones odontologicas,periodoncias,2009-06-01,130,130
PADCAYA,atenciones odontologicas,periodoncias,2009-06-01,14,14
PADILLA,atenciones odontologicas,periodoncias,2009-06-01,5,5
PAILON,atenciones odontologicas,periodoncias,2009-06-01,6,6
PALCA,atenciones odontologicas,periodoncias,2009-06-01,2,2
PAMPA AULLAGAS,atenciones odontologicas,periodoncias,2009-06-01,1,1
PAMPA GRANDE,atenciones odontologicas,periodoncias,2009-06-01,1,1
PATACAMAYA,atenciones odontologicas,periodoncias,2009-06-01,5,5
PAZÑA,atenciones odontologicas,periodoncias,2009-06-01,2,2
POJO (CBBA),atenciones odontologicas,periodoncias,2009-06-01,12,12
POOPO,atenciones odontologicas,periodoncias,2009-06-01,6,6
PORTACHUELO,atenciones odontologicas,periodoncias,2009-06-01,16,16
PORVENIR,atenciones odontologicas,periodoncias,2009-06-01,3,3
POSTRER VALLE,atenciones odontologicas,periodoncias,2009-06-01,2,2
POTOSI,atenciones odontologicas,periodoncias,2009-06-01,123,123
PRESTO,atenciones odontologicas,periodoncias,2009-06-01,1,1
PUCARANI,atenciones odontologicas,periodoncias,2009-06-01,18,18
PUERTO ACOSTA,atenciones odontologicas,periodoncias,2009-06-01,1,1
PUERTO CARABUCO,atenciones odontologicas,periodoncias,2009-06-01,14,14
PUERTO GONZALO MORENO,atenciones odontologicas,periodoncias,2009-06-01,1,1
PUERTO PEREZ,atenciones odontologicas,periodoncias,2009-06-01,2,2
PUERTO QUIJARRO,atenciones odontologicas,periodoncias,2009-06-01,1,1
PUERTO SUAREZ,atenciones odontologicas,periodoncias,2009-06-01,13,13
PUERTO VILLARROEL,atenciones odontologicas,periodoncias,2009-06-01,11,11
PUNATA,atenciones odontologicas,periodoncias,2009-06-01,117,117
QUIABAYA,atenciones odontologicas,periodoncias,2009-06-01,1,1
QUILLACOLLO,atenciones odontologicas,periodoncias,2009-06-01,87,87
QUIME,atenciones odontologicas,periodoncias,2009-06-01,17,17
QUIRUSILLAS,atenciones odontologicas,periodoncias,2009-06-01,1,1
RAVELO,atenciones odontologicas,periodoncias,2009-06-01,4,4
REYES,atenciones odontologicas,periodoncias,2009-06-01,14,14
RIBERALTA,atenciones odontologicas,periodoncias,2009-06-01,190,190
ROBORE,atenciones odontologicas,periodoncias,2009-06-01,8,8
RURRENABAQUE,atenciones odontologicas,periodoncias,2009-06-01,4,4
SABAYA,atenciones odontologicas,periodoncias,2009-06-01,2,2
SACABA,atenciones odontologicas,periodoncias,2009-06-01,235,235
SACABAMBA,atenciones odontologicas,periodoncias,2009-06-01,171,171
SAIPINA,atenciones odontologicas,periodoncias,2009-06-01,2,2
SALINAS DE GARCI MENDOZA,atenciones odontologicas,periodoncias,2009-06-01,3,3
SAMAIPATA,atenciones odontologicas,periodoncias,2009-06-01,1,1
SAN ANDRES,atenciones odontologicas,periodoncias,2009-06-01,17,17
SAN ANDRES DE MACHACA,atenciones odontologicas,periodoncias,2009-06-01,2,2
SAN ANTONIO DE LOMERIO,atenciones odontologicas,periodoncias,2009-06-01,3,3
SAN BENITO,atenciones odontologicas,periodoncias,2009-06-01,6,6
SAN BORJA,atenciones odontologicas,periodoncias,2009-06-01,136,136
SAN BUENA VENTURA,atenciones odontologicas,periodoncias,2009-06-01,2,2
SAN CARLOS,atenciones odontologicas,periodoncias,2009-06-01,30,30
SAN IGNACIO,atenciones odontologicas,periodoncias,2009-06-01,6,6
SAN IGNACIO DE VELASCO,atenciones odontologicas,periodoncias,2009-06-01,13,13
SAN JOSE DE CHIQUITOS,atenciones odontologicas,periodoncias,2009-06-01,3,3
SAN LORENZO(TJA),atenciones odontologicas,periodoncias,2009-06-01,29,29
SAN LUCAS,atenciones odontologicas,periodoncias,2009-06-01,11,11
SAN MATIAS,atenciones odontologicas,periodoncias,2009-06-01,2,2
SAN MIGUEL DE VELASCO,atenciones odontologicas,periodoncias,2009-06-01,10,10
SAN PEDRO,atenciones odontologicas,periodoncias,2009-06-01,1,1
SAN PEDRO DE BUENA VISTA,atenciones odontologicas,periodoncias,2009-06-01,2,2
SAN PEDRO DE TIQUINA,atenciones odontologicas,periodoncias,2009-06-01,5,5
SAN RAFAEL,atenciones odontologicas,periodoncias,2009-06-01,232,232
SAN RAMON,atenciones odontologicas,periodoncias,2009-06-01,8,8
SANTA ANA,atenciones odontologicas,periodoncias,2009-06-01,19,19
SANTA CRUZ DE LA SIERRA,atenciones odontologicas,periodoncias,2009-06-01,2192,2192
SANTA ROSA,atenciones odontologicas,periodoncias,2009-06-01,7,7
SANTA ROSA DEL SARA,atenciones odontologicas,periodoncias,2009-06-01,1,1
SANTIAGO DE HUARI,atenciones odontologicas,periodoncias,2009-06-01,6,6
SANTIVAÑES,atenciones odontologicas,periodoncias,2009-06-01,2,2
SAPAHAQUI,atenciones odontologicas,periodoncias,2009-06-01,8,8
SENA,atenciones odontologicas,periodoncias,2009-06-01,3,3
SICA SICA (VILLA AROMA),atenciones odontologicas,periodoncias,2009-06-01,15,15
SICAYA,atenciones odontologicas,periodoncias,2009-06-01,7,7
SIPE SIPE,atenciones odontologicas,periodoncias,2009-06-01,19,19
SORACACHI,atenciones odontologicas,periodoncias,2009-06-01,5,5
SORATA,atenciones odontologicas,periodoncias,2009-06-01,70,70
SUCRE,atenciones odontologicas,periodoncias,2009-06-01,474,474
TACOPAYA,atenciones odontologicas,periodoncias,2009-06-01,11,11
TAHUA,atenciones odontologicas,periodoncias,2009-06-01,7,7
TAPACARI,atenciones odontologicas,periodoncias,2009-06-01,2,2
TARABUCO,atenciones odontologicas,periodoncias,2009-06-01,1,1
TARIJA,atenciones odontologicas,periodoncias,2009-06-01,166,166
TARVITA,atenciones odontologicas,periodoncias,2009-06-01,10,10
TEOPONTE,atenciones odontologicas,periodoncias,2009-06-01,2,2
TIQUIPAYA,atenciones odontologicas,periodoncias,2009-06-01,195,195
TIRAQUE (CBBA),atenciones odontologicas,periodoncias,2009-06-01,106,106
TOCO,atenciones odontologicas,periodoncias,2009-06-01,20,20
TOLATA,atenciones odontologicas,periodoncias,2009-06-01,51,51
TOLEDO,atenciones odontologicas,periodoncias,2009-06-01,3,3
TOMINA,atenciones odontologicas,periodoncias,2009-06-01,18,18
TORO TORO,atenciones odontologicas,periodoncias,2009-06-01,2,2
TOTORA(CBBA),atenciones odontologicas,periodoncias,2009-06-01,7,7
