municipality,group,variable,month,Primeras consultas,TOTAL
CARMEN RIVERO TORREZ,atenciones odontologicas,primeras consultas,2009-07-01,35,35
CATACORA,atenciones odontologicas,primeras consultas,2009-07-01,17,17
CHALLAPATA,atenciones odontologicas,primeras consultas,2009-07-01,131,131
CHAQUI,atenciones odontologicas,primeras consultas,2009-07-01,22,22
CHARAGUA,atenciones odontologicas,primeras consultas,2009-07-01,195,195
CHARAÑA,atenciones odontologicas,primeras consultas,2009-07-01,53,53
CHAYANTA,atenciones odontologicas,primeras consultas,2009-07-01,118,118
CHIMORE,atenciones odontologicas,primeras consultas,2009-07-01,66,66
CHOQUE COTA,atenciones odontologicas,primeras consultas,2009-07-01,14,14
CHULUMANI (V. DE LA LIBERTAD),atenciones odontologicas,primeras consultas,2009-07-01,263,263
CHUMA,atenciones odontologicas,primeras consultas,2009-07-01,336,336
CLIZA,atenciones odontologicas,primeras consultas,2009-07-01,66,66
COBIJA,atenciones odontologicas,primeras consultas,2009-07-01,557,557
COCHABAMBA,atenciones odontologicas,primeras consultas,2009-07-01,6395,6395
COIPASA,atenciones odontologicas,primeras consultas,2009-07-01,8,8
COLCAPIRHUA,atenciones odontologicas,primeras consultas,2009-07-01,315,315
"COLCHA ""K""",atenciones odontologicas,primeras consultas,2009-07-01,134,134
COLLANA,atenciones odontologicas,primeras consultas,2009-07-01,45,45
COLOMI,atenciones odontologicas,primeras consultas,2009-07-01,88,88
COLPA BELGICA,atenciones odontologicas,primeras consultas,2009-07-01,117,117
COLQUECHACA,atenciones odontologicas,primeras consultas,2009-07-01,205,205
COLQUIRI,atenciones odontologicas,primeras consultas,2009-07-01,5,5
COMANCHE,atenciones odontologicas,primeras consultas,2009-07-01,47,47
COMARAPA,atenciones odontologicas,primeras consultas,2009-07-01,711,711
COMBAYA,atenciones odontologicas,primeras consultas,2009-07-01,35,35
CONCEPCION,atenciones odontologicas,primeras consultas,2009-07-01,50,50
COPACABANA,atenciones odontologicas,primeras consultas,2009-07-01,254,254
CORIPATA,atenciones odontologicas,primeras consultas,2009-07-01,105,105
CORO CORO,atenciones odontologicas,primeras consultas,2009-07-01,23,23
COROICO,atenciones odontologicas,primeras consultas,2009-07-01,42,42
CORQUE,atenciones odontologicas,primeras consultas,2009-07-01,34,34
COTAGAITA,atenciones odontologicas,primeras consultas,2009-07-01,105,105
COTOCA,atenciones odontologicas,primeras consultas,2009-07-01,88,88
CUATRO CAÑADAS,atenciones odontologicas,primeras consultas,2009-07-01,121,121
CUCHUMUELA (V. G. VILLARROEL),atenciones odontologicas,primeras consultas,2009-07-01,3,3
CUEVO,atenciones odontologicas,primeras consultas,2009-07-01,118,118
CULPINA,atenciones odontologicas,primeras consultas,2009-07-01,237,237
CURAHUARA DE CARANGAS,atenciones odontologicas,primeras consultas,2009-07-01,42,42
CURVA,atenciones odontologicas,primeras consultas,2009-07-01,10,10
DESAGUADERO,atenciones odontologicas,primeras consultas,2009-07-01,1,1
EL ALTO,atenciones odontologicas,primeras consultas,2009-07-01,5266,5266
EL CHORO,atenciones odontologicas,primeras consultas,2009-07-01,34,34
EL PUENTE(STC),atenciones odontologicas,primeras consultas,2009-07-01,58,58
EL PUENTE(TJA),atenciones odontologicas,primeras consultas,2009-07-01,80,80
EL TORNO,atenciones odontologicas,primeras consultas,2009-07-01,98,98
EL VILLAR,atenciones odontologicas,primeras consultas,2009-07-01,40,40
ENTRE RIOS,atenciones odontologicas,primeras consultas,2009-07-01,65,65
ENTRE RIOS,atenciones odontologicas,primeras consultas,2009-07-01,228,228
EUCALIPTUS,atenciones odontologicas,primeras consultas,2009-07-01,44,44
FERNANDEZ ALONSO,atenciones odontologicas,primeras consultas,2009-07-01,70,70
FILADELFIA,atenciones odontologicas,primeras consultas,2009-07-01,52,52
GENERAL SAAVEDRA,atenciones odontologicas,primeras consultas,2009-07-01,222,222
GRAL. J.J. PEREZ (CHARAZANI),atenciones odontologicas,primeras consultas,2009-07-01,160,160
GUANAY,atenciones odontologicas,primeras consultas,2009-07-01,111,111
GUAQUI,atenciones odontologicas,primeras consultas,2009-07-01,104,104
GUAYARAMERIN,atenciones odontologicas,primeras consultas,2009-07-01,366,366
GUTIERREZ,atenciones odontologicas,primeras consultas,2009-07-01,201,201
HUACARETA,atenciones odontologicas,primeras consultas,2009-07-01,12,12
HUACAYA (VILLA DE HUACAYA),atenciones odontologicas,primeras consultas,2009-07-01,32,32
HUACHACALLA,atenciones odontologicas,primeras consultas,2009-07-01,17,17
HUANUNI,atenciones odontologicas,primeras consultas,2009-07-01,174,174
HUARACAJE,atenciones odontologicas,primeras consultas,2009-07-01,3,3
HUAYLLAMARCA,atenciones odontologicas,primeras consultas,2009-07-01,56,56
ICLA,atenciones odontologicas,primeras consultas,2009-07-01,297,297
INCAHUASI,atenciones odontologicas,primeras consultas,2009-07-01,156,156
INQUISIVI,atenciones odontologicas,primeras consultas,2009-07-01,55,55
IRUPANA (VILLA DE LANZA),atenciones odontologicas,primeras consultas,2009-07-01,74,74
IXIAMAS,atenciones odontologicas,primeras consultas,2009-07-01,47,47
JESUS DE MACHACA,atenciones odontologicas,primeras consultas,2009-07-01,71,71
LA ASUNTA,atenciones odontologicas,primeras consultas,2009-07-01,96,96
LA GUARDIA,atenciones odontologicas,primeras consultas,2009-07-01,459,459
LA PAZ,atenciones odontologicas,primeras consultas,2009-07-01,7300,7300
LAGUNILLAS,atenciones odontologicas,primeras consultas,2009-07-01,118,118
LAJA,atenciones odontologicas,primeras consultas,2009-07-01,92,92
LAS CARRERAS,atenciones odontologicas,primeras consultas,2009-07-01,50,50
LICOMA PAMPA,atenciones odontologicas,primeras consultas,2009-07-01,91,91
LLALLAGUA,atenciones odontologicas,primeras consultas,2009-07-01,223,223
LLICA,atenciones odontologicas,primeras consultas,2009-07-01,46,46
LURIBAY,atenciones odontologicas,primeras consultas,2009-07-01,54,54
MACHACAMARCA,atenciones odontologicas,primeras consultas,2009-07-01,49,49
MACHARETI,atenciones odontologicas,primeras consultas,2009-07-01,103,103
MAGDALENA,atenciones odontologicas,primeras consultas,2009-07-01,21,21
MAIRANA,atenciones odontologicas,primeras consultas,2009-07-01,85,85
MAPIRI,atenciones odontologicas,primeras consultas,2009-07-01,88,88
MECAPACA,atenciones odontologicas,primeras consultas,2009-07-01,116,116
MINEROS,atenciones odontologicas,primeras consultas,2009-07-01,135,135
MIZQUE,atenciones odontologicas,primeras consultas,2009-07-01,151,151
MOCOMOCO,atenciones odontologicas,primeras consultas,2009-07-01,173,173
MOJOCOYA,atenciones odontologicas,primeras consultas,2009-07-01,98,98
MONTEAGUDO,atenciones odontologicas,primeras consultas,2009-07-01,222,222
MONTERO,atenciones odontologicas,primeras consultas,2009-07-01,2068,2068
MORO MORO,atenciones odontologicas,primeras consultas,2009-07-01,61,61
MOROCHATA,atenciones odontologicas,primeras consultas,2009-07-01,131,131
OCURI,atenciones odontologicas,primeras consultas,2009-07-01,113,113
OKINAWA,atenciones odontologicas,primeras consultas,2009-07-01,29,29
OMEREQUE,atenciones odontologicas,primeras consultas,2009-07-01,14,14
ORURO,atenciones odontologicas,primeras consultas,2009-07-01,2177,2177
PADCAYA,atenciones odontologicas,primeras consultas,2009-07-01,332,332
PADILLA,atenciones odontologicas,primeras consultas,2009-07-01,224,224
PAILON,atenciones odontologicas,primeras consultas,2009-07-01,186,186
PALCA,atenciones odontologicas,primeras consultas,2009-07-01,55,55
PALOS BLANCOS,atenciones odontologicas,primeras consultas,2009-07-01,146,146
PAMPA AULLAGAS,atenciones odontologicas,primeras consultas,2009-07-01,13,13
PAMPA GRANDE,atenciones odontologicas,primeras consultas,2009-07-01,53,53
PASORAPA,atenciones odontologicas,primeras consultas,2009-07-01,42,42
PATACAMAYA,atenciones odontologicas,primeras consultas,2009-07-01,59,59
PAZÑA,atenciones odontologicas,primeras consultas,2009-07-01,412,412
PELECHUCO,atenciones odontologicas,primeras consultas,2009-07-01,33,33
POCOATA,atenciones odontologicas,primeras consultas,2009-07-01,204,204
POCONA,atenciones odontologicas,primeras consultas,2009-07-01,149,149
POJO (CBBA),atenciones odontologicas,primeras consultas,2009-07-01,61,61
POOPO,atenciones odontologicas,primeras consultas,2009-07-01,70,70
PORCO,atenciones odontologicas,primeras consultas,2009-07-01,92,92
POROMA,atenciones odontologicas,primeras consultas,2009-07-01,53,53
PORONGO,atenciones odontologicas,primeras consultas,2009-07-01,140,140
PORTACHUELO,atenciones odontologicas,primeras consultas,2009-07-01,175,175
PORVENIR,atenciones odontologicas,primeras consultas,2009-07-01,161,161
POSTRER VALLE,atenciones odontologicas,primeras consultas,2009-07-01,47,47
POTOSI,atenciones odontologicas,primeras consultas,2009-07-01,1883,1883
PRESTO,atenciones odontologicas,primeras consultas,2009-07-01,183,183
PUCARA,atenciones odontologicas,primeras consultas,2009-07-01,46,46
PUCARANI,atenciones odontologicas,primeras consultas,2009-07-01,151,151
PUERTO ACOSTA,atenciones odontologicas,primeras consultas,2009-07-01,169,169
PUERTO CARABUCO,atenciones odontologicas,primeras consultas,2009-07-01,55,55
PUERTO GONZALO MORENO,atenciones odontologicas,primeras consultas,2009-07-01,442,442
PUERTO PEREZ,atenciones odontologicas,primeras consultas,2009-07-01,16,16
PUERTO QUIJARRO,atenciones odontologicas,primeras consultas,2009-07-01,722,722
PUERTO RICO,atenciones odontologicas,primeras consultas,2009-07-01,123,123
PUERTO SUAREZ,atenciones odontologicas,primeras consultas,2009-07-01,104,104
PUERTO VILLARROEL,atenciones odontologicas,primeras consultas,2009-07-01,247,247
PUNA,atenciones odontologicas,primeras consultas,2009-07-01,316,316
PUNATA,atenciones odontologicas,primeras consultas,2009-07-01,338,338
QUIABAYA,atenciones odontologicas,primeras consultas,2009-07-01,25,25
QUILLACOLLO,atenciones odontologicas,primeras consultas,2009-07-01,769,769
QUIME,atenciones odontologicas,primeras consultas,2009-07-01,260,260
QUIRUSILLAS,atenciones odontologicas,primeras consultas,2009-07-01,17,17
RAVELO,atenciones odontologicas,primeras consultas,2009-07-01,53,53
RIBERALTA,atenciones odontologicas,primeras consultas,2009-07-01,876,876
ROBORE,atenciones odontologicas,primeras consultas,2009-07-01,10,10
RURRENABAQUE,atenciones odontologicas,primeras consultas,2009-07-01,22,22
SABAYA,atenciones odontologicas,primeras consultas,2009-07-01,23,23
SACABA,atenciones odontologicas,primeras consultas,2009-07-01,816,816
SACABAMBA,atenciones odontologicas,primeras consultas,2009-07-01,6,6
SACACA,atenciones odontologicas,primeras consultas,2009-07-01,227,227
SAIPINA,atenciones odontologicas,primeras consultas,2009-07-01,92,92
SALINAS DE GARCI MENDOZA,atenciones odontologicas,primeras consultas,2009-07-01,74,74
SAMAIPATA,atenciones odontologicas,primeras consultas,2009-07-01,79,79
SAN ANDRES,atenciones odontologicas,primeras consultas,2009-07-01,39,39
SAN ANDRES DE MACHACA,atenciones odontologicas,primeras consultas,2009-07-01,116,116
SAN ANTONIO DE LOMERIO,atenciones odontologicas,primeras consultas,2009-07-01,61,61
SAN BENITO,atenciones odontologicas,primeras consultas,2009-07-01,106,106
SAN BORJA,atenciones odontologicas,primeras consultas,2009-07-01,590,590
SAN BUENA VENTURA,atenciones odontologicas,primeras consultas,2009-07-01,103,103
SAN CARLOS,atenciones odontologicas,primeras consultas,2009-07-01,120,120
SAN IGNACIO,atenciones odontologicas,primeras consultas,2009-07-01,326,326
SAN IGNACIO DE VELASCO,atenciones odontologicas,primeras consultas,2009-07-01,616,616
SAN JAVIER(BNI),atenciones odontologicas,primeras consultas,2009-07-01,34,34
SAN JAVIER(STC),atenciones odontologicas,primeras consultas,2009-07-01,17,17
SAN JOAQUIN,atenciones odontologicas,primeras consultas,2009-07-01,32,32
SAN JOSE DE CHIQUITOS,atenciones odontologicas,primeras consultas,2009-07-01,205,205
SAN JUAN DE YAPACANI,atenciones odontologicas,primeras consultas,2009-07-01,61,61
SAN JULIAN,atenciones odontologicas,primeras consultas,2009-07-01,84,84
SAN LORENZO(PND),atenciones odontologicas,primeras consultas,2009-07-01,151,151
SAN LORENZO(TJA),atenciones odontologicas,primeras consultas,2009-07-01,545,545
SAN LUCAS,atenciones odontologicas,primeras consultas,2009-07-01,545,545
SAN MATIAS,atenciones odontologicas,primeras consultas,2009-07-01,140,140
SAN MIGUEL DE VELASCO,atenciones odontologicas,primeras consultas,2009-07-01,102,102
SAN PEDRO,atenciones odontologicas,primeras consultas,2009-07-01,62,62
SAN PEDRO DE BUENA VISTA,atenciones odontologicas,primeras consultas,2009-07-01,116,116
SAN PEDRO DE TIQUINA,atenciones odontologicas,primeras consultas,2009-07-01,55,55
SAN RAFAEL,atenciones odontologicas,primeras consultas,2009-07-01,64,64
SAN RAMON,atenciones odontologicas,primeras consultas,2009-07-01,72,72
SAN RAMON,atenciones odontologicas,primeras consultas,2009-07-01,68,68
SANTA ANA,atenciones odontologicas,primeras consultas,2009-07-01,142,142
SANTA CRUZ DE LA SIERRA,atenciones odontologicas,primeras consultas,2009-07-01,8686,8686
SANTA ROSA,atenciones odontologicas,primeras consultas,2009-07-01,90,90
SANTA ROSA DEL SARA,atenciones odontologicas,primeras consultas,2009-07-01,283,283
SANTIAGO DE CALLAPA,atenciones odontologicas,primeras consultas,2009-07-01,16,16
SANTIAGO DE HUARI,atenciones odontologicas,primeras consultas,2009-07-01,78,78
SANTIAGO DE MACHACA,atenciones odontologicas,primeras consultas,2009-07-01,20,20
SANTIVAÑES,atenciones odontologicas,primeras consultas,2009-07-01,19,19
SANTUARIO DE QUILLACAS,atenciones odontologicas,primeras consultas,2009-07-01,61,61
SAPAHAQUI,atenciones odontologicas,primeras consultas,2009-07-01,163,163
SENA,atenciones odontologicas,primeras consultas,2009-07-01,325,325
SICA SICA (VILLA AROMA),atenciones odontologicas,primeras consultas,2009-07-01,181,181
SICAYA,atenciones odontologicas,primeras consultas,2009-07-01,36,36
SIPE SIPE,atenciones odontologicas,primeras consultas,2009-07-01,216,216
SOPACHUY,atenciones odontologicas,primeras consultas,2009-07-01,432,432
SORACACHI,atenciones odontologicas,primeras consultas,2009-07-01,37,37
SORATA,atenciones odontologicas,primeras consultas,2009-07-01,222,222
SUCRE,atenciones odontologicas,primeras consultas,2009-07-01,2244,2244
TACACOMA,atenciones odontologicas,primeras consultas,2009-07-01,150,150
TACOPAYA,atenciones odontologicas,primeras consultas,2009-07-01,5,5
TAHUA,atenciones odontologicas,primeras consultas,2009-07-01,9,9
TAPACARI,atenciones odontologicas,primeras consultas,2009-07-01,55,55
TARABUCO,atenciones odontologicas,primeras consultas,2009-07-01,1391,1391
TARACO,atenciones odontologicas,primeras consultas,2009-07-01,64,64
TARATA,atenciones odontologicas,primeras consultas,2009-07-01,49,49
TARIJA,atenciones odontologicas,primeras consultas,2009-07-01,1740,1740
TARVITA,atenciones odontologicas,primeras consultas,2009-07-01,217,217
TIAWANACU,atenciones odontologicas,primeras consultas,2009-07-01,162,162
TINGUIPAYA,atenciones odontologicas,primeras consultas,2009-07-01,45,45
TIPUANI,atenciones odontologicas,primeras consultas,2009-07-01,109,109
TIQUIPAYA,atenciones odontologicas,primeras consultas,2009-07-01,296,296
TIRAQUE (CBBA),atenciones odontologicas,primeras consultas,2009-07-01,102,102
TITO YUPANQUI (PARQUIPUJIO),atenciones odontologicas,primeras consultas,2009-07-01,14,14
TOCO,atenciones odontologicas,primeras consultas,2009-07-01,48,48
TOLATA,atenciones odontologicas,primeras consultas,2009-07-01,62,62
TOLEDO,atenciones odontologicas,primeras consultas,2009-07-01,153,153
TOMAVE,atenciones odontologicas,primeras consultas,2009-07-01,151,151
TOMINA,atenciones odontologicas,primeras consultas,2009-07-01,313,313
TORO TORO,atenciones odontologicas,primeras consultas,2009-07-01,84,84
TOTORA(CBBA),atenciones odontologicas,primeras consultas,2009-07-01,111,111
TOTORA(ORR),atenciones odontologicas,primeras consultas,2009-07-01,18,18
TRIGAL,atenciones odontologicas,primeras consultas,2009-07-01,42,42
TRINIDAD,atenciones odontologicas,primeras consultas,2009-07-01,1063,1063
TUPIZA,atenciones odontologicas,primeras consultas,2009-07-01,370,370
TURCO,atenciones odontologicas,primeras consultas,2009-07-01,71,71
UMALA,atenciones odontologicas,primeras consultas,2009-07-01,86,86
UNCIA,atenciones odontologicas,primeras consultas,2009-07-01,224,224
URIONDO (A. CONCEPCION),atenciones odontologicas,primeras consultas,2009-07-01,248,248
URUBICHA,atenciones odontologicas,primeras consultas,2009-07-01,103,103
UYUNI,atenciones odontologicas,primeras consultas,2009-07-01,358,358
VACAS,atenciones odontologicas,primeras consultas,2009-07-01,33,33
VALLEGRANDE,atenciones odontologicas,primeras consultas,2009-07-01,164,164
VIACHA,atenciones odontologicas,primeras consultas,2009-07-01,343,343
VILA VILA,atenciones odontologicas,primeras consultas,2009-07-01,13,13
VILLA MONTES,atenciones odontologicas,primeras consultas,2009-07-01,331,331
VILLA NUEVA (LOMA ALTA),atenciones odontologicas,primeras consultas,2009-07-01,167,167
VILLA RIVERO,atenciones odontologicas,primeras consultas,2009-07-01,33,33
VILLA SERRANO,atenciones odontologicas,primeras consultas,2009-07-01,47,47
VILLA TUNARI,atenciones odontologicas,primeras consultas,2009-07-01,695,695
VILLA VACA GUZMAN (MUYUPAMPA),atenciones odontologicas,primeras consultas,2009-07-01,124,124
VILLAZON,atenciones odontologicas,primeras consultas,2009-07-01,326,326
VINTO,atenciones odontologicas,primeras consultas,2009-07-01,48,48
VITICHI,atenciones odontologicas,primeras consultas,2009-07-01,42,42
WALDO BALLIVIAN,atenciones odontologicas,primeras consultas,2009-07-01,19,19
WARNES,atenciones odontologicas,primeras consultas,2009-07-01,304,304
YACO,atenciones odontologicas,primeras consultas,2009-07-01,87,87
YACUIBA,atenciones odontologicas,primeras consultas,2009-07-01,1114,1114
YAMPARAEZ,atenciones odontologicas,primeras consultas,2009-07-01,265,265
YANACACHI,atenciones odontologicas,primeras consultas,2009-07-01,38,38
YAPACANI,atenciones odontologicas,primeras consultas,2009-07-01,55,55
YOCALLA,atenciones odontologicas,primeras consultas,2009-07-01,46,46
YOTALA,atenciones odontologicas,primeras consultas,2009-07-01,123,123
YUNCHARA,atenciones odontologicas,primeras consultas,2009-07-01,88,88
ZUDAÑEZ,atenciones odontologicas,primeras consultas,2009-07-01,18,18
ACACIO,atenciones odontologicas,primeras consultas,2009-08-01,30,30
ACHACACHI,atenciones odontologicas,primeras consultas,2009-08-01,1217,1217
ACHOCALLA,atenciones odontologicas,primeras consultas,2009-08-01,455,455
AIQUILE,atenciones odontologicas,primeras consultas,2009-08-01,136,136
ALALAY,atenciones odontologicas,primeras consultas,2009-08-01,37,37
ALCALA,atenciones odontologicas,primeras consultas,2009-08-01,13,13
ANCORAIMES,atenciones odontologicas,primeras consultas,2009-08-01,92,92
ANDAMARCA,atenciones odontologicas,primeras consultas,2009-08-01,47,47
ANZALDO,atenciones odontologicas,primeras consultas,2009-08-01,30,30
APOLO,atenciones odontologicas,primeras consultas,2009-08-01,93,93
ARAMPAMPA,atenciones odontologicas,primeras consultas,2009-08-01,41,41
ARANI,atenciones odontologicas,primeras consultas,2009-08-01,100,100
ARBIETO,atenciones odontologicas,primeras consultas,2009-08-01,58,58
ARQUE,atenciones odontologicas,primeras consultas,2009-08-01,76,76
ASCENCION DE GUARAYOS,atenciones odontologicas,primeras consultas,2009-08-01,161,161
AUCAPATA,atenciones odontologicas,primeras consultas,2009-08-01,98,98
AYATA,atenciones odontologicas,primeras consultas,2009-08-01,100,100
AYO AYO,atenciones odontologicas,primeras consultas,2009-08-01,41,41
AYOPAYA (V. DE INDEPENDENCIA),atenciones odontologicas,primeras consultas,2009-08-01,114,114
AZURDUY,atenciones odontologicas,primeras consultas,2009-08-01,40,40
BATALLAS,atenciones odontologicas,primeras consultas,2009-08-01,37,37
BAURES,atenciones odontologicas,primeras consultas,2009-08-01,19,19
BELEN DE URMIRI,atenciones odontologicas,primeras consultas,2009-08-01,17,17
BELLA FLOR,atenciones odontologicas,primeras consultas,2009-08-01,21,21
BERMEJO,atenciones odontologicas,primeras consultas,2009-08-01,369,369
BETANZOS,atenciones odontologicas,primeras consultas,2009-08-01,104,104
BOLIVAR,atenciones odontologicas,primeras consultas,2009-08-01,80,80
BOLPEBRA,atenciones odontologicas,primeras consultas,2009-08-01,67,67
BOYUIBE,atenciones odontologicas,primeras consultas,2009-08-01,116,116
BUENA VISTA,atenciones odontologicas,primeras consultas,2009-08-01,43,43
CABEZAS,atenciones odontologicas,primeras consultas,2009-08-01,310,310
CAIROMA,atenciones odontologicas,primeras consultas,2009-08-01,163,163
"CAIZA ""D""",atenciones odontologicas,primeras consultas,2009-08-01,50,50
CAJUATA,atenciones odontologicas,primeras consultas,2009-08-01,54,54
CALACOTO,atenciones odontologicas,primeras consultas,2009-08-01,106,106
CALAMARCA,atenciones odontologicas,primeras consultas,2009-08-01,521,521
CAMARGO,atenciones odontologicas,primeras consultas,2009-08-01,275,275
CAMATAQUI (C. VILLA ABECIA),atenciones odontologicas,primeras consultas,2009-08-01,84,84
CAMIRI,atenciones odontologicas,primeras consultas,2009-08-01,615,615
CAPINOTA,atenciones odontologicas,primeras consultas,2009-08-01,148,148
CAQUIAVIRI,atenciones odontologicas,primeras consultas,2009-08-01,88,88
CARACOLLO,atenciones odontologicas,primeras consultas,2009-08-01,173,173
CARANAVI,atenciones odontologicas,primeras consultas,2009-08-01,352,352
CARAPARI,atenciones odontologicas,primeras consultas,2009-08-01,153,153
CARIPUYO,atenciones odontologicas,primeras consultas,2009-08-01,66,66
CARMEN RIVERO TORREZ,atenciones odontologicas,primeras consultas,2009-08-01,84,84
CATACORA,atenciones odontologicas,primeras consultas,2009-08-01,19,19
CHALLAPATA,atenciones odontologicas,primeras consultas,2009-08-01,116,116
CHARAGUA,atenciones odontologicas,primeras consultas,2009-08-01,151,151
CHARAÑA,atenciones odontologicas,primeras consultas,2009-08-01,41,41
CHAYANTA,atenciones odontologicas,primeras consultas,2009-08-01,218,218
CHIMORE,atenciones odontologicas,primeras consultas,2009-08-01,143,143
CHOQUE COTA,atenciones odontologicas,primeras consultas,2009-08-01,13,13
CHULUMANI (V. DE LA LIBERTAD),atenciones odontologicas,primeras consultas,2009-08-01,264,264
CHUMA,atenciones odontologicas,primeras consultas,2009-08-01,205,205
CLIZA,atenciones odontologicas,primeras consultas,2009-08-01,82,82
COBIJA,atenciones odontologicas,primeras consultas,2009-08-01,543,543
COCHABAMBA,atenciones odontologicas,primeras consultas,2009-08-01,5762,5762
COLCAPIRHUA,atenciones odontologicas,primeras consultas,2009-08-01,297,297
"COLCHA ""K""",atenciones odontologicas,primeras consultas,2009-08-01,154,154
COLLANA,atenciones odontologicas,primeras consultas,2009-08-01,42,42
COLOMI,atenciones odontologicas,primeras consultas,2009-08-01,61,61
COLPA BELGICA,atenciones odontologicas,primeras consultas,2009-08-01,69,69
COLQUECHACA,atenciones odontologicas,primeras consultas,2009-08-01,472,472
COLQUIRI,atenciones odontologicas,primeras consultas,2009-08-01,167,167
COMANCHE,atenciones odontologicas,primeras consultas,2009-08-01,60,60
COMARAPA,atenciones odontologicas,primeras consultas,2009-08-01,226,226
CONCEPCION,atenciones odontologicas,primeras consultas,2009-08-01,31,31
COPACABANA,atenciones odontologicas,primeras consultas,2009-08-01,101,101
CORIPATA,atenciones odontologicas,primeras consultas,2009-08-01,138,138
CORO CORO,atenciones odontologicas,primeras consultas,2009-08-01,34,34
COROICO,atenciones odontologicas,primeras consultas,2009-08-01,40,40
CORQUE,atenciones odontologicas,primeras consultas,2009-08-01,60,60
COTAGAITA,atenciones odontologicas,primeras consultas,2009-08-01,372,372
COTOCA,atenciones odontologicas,primeras consultas,2009-08-01,91,91
CUATRO CAÑADAS,atenciones odontologicas,primeras consultas,2009-08-01,92,92
CUCHUMUELA (V. G. VILLARROEL),atenciones odontologicas,primeras consultas,2009-08-01,6,6
CUEVO,atenciones odontologicas,primeras consultas,2009-08-01,52,52
CULPINA,atenciones odontologicas,primeras consultas,2009-08-01,63,63
CURAHUARA DE CARANGAS,atenciones odontologicas,primeras consultas,2009-08-01,116,116
CURVA,atenciones odontologicas,primeras consultas,2009-08-01,104,104
DESAGUADERO,atenciones odontologicas,primeras consultas,2009-08-01,1,1
EL ALTO,atenciones odontologicas,primeras consultas,2009-08-01,4480,4480
EL CHORO,atenciones odontologicas,primeras consultas,2009-08-01,75,75
EL PUENTE(STC),atenciones odontologicas,primeras consultas,2009-08-01,17,17
EL PUENTE(TJA),atenciones odontologicas,primeras consultas,2009-08-01,181,181
EL TORNO,atenciones odontologicas,primeras consultas,2009-08-01,131,131
EL VILLAR,atenciones odontologicas,primeras consultas,2009-08-01,217,217
ENTRE RIOS,atenciones odontologicas,primeras consultas,2009-08-01,51,51
ENTRE RIOS,atenciones odontologicas,primeras consultas,2009-08-01,190,190
EUCALIPTUS,atenciones odontologicas,primeras consultas,2009-08-01,69,69
FERNANDEZ ALONSO,atenciones odontologicas,primeras consultas,2009-08-01,53,53
FILADELFIA,atenciones odontologicas,primeras consultas,2009-08-01,265,265
GENERAL SAAVEDRA,atenciones odontologicas,primeras consultas,2009-08-01,110,110
GRAL. J.J. PEREZ (CHARAZANI),atenciones odontologicas,primeras consultas,2009-08-01,156,156
GUANAY,atenciones odontologicas,primeras consultas,2009-08-01,96,96
GUAQUI,atenciones odontologicas,primeras consultas,2009-08-01,130,130
GUAYARAMERIN,atenciones odontologicas,primeras consultas,2009-08-01,160,160
GUTIERREZ,atenciones odontologicas,primeras consultas,2009-08-01,160,160
HUACARETA,atenciones odontologicas,primeras consultas,2009-08-01,34,34
HUACAYA (VILLA DE HUACAYA),atenciones odontologicas,primeras consultas,2009-08-01,24,24
HUACHACALLA,atenciones odontologicas,primeras consultas,2009-08-01,18,18
HUANUNI,atenciones odontologicas,primeras consultas,2009-08-01,465,465
HUARACAJE,atenciones odontologicas,primeras consultas,2009-08-01,2,2
HUAYLLAMARCA,atenciones odontologicas,primeras consultas,2009-08-01,44,44
ICHOCA,atenciones odontologicas,primeras consultas,2009-08-01,18,18
ICLA,atenciones odontologicas,primeras consultas,2009-08-01,259,259
INCAHUASI,atenciones odontologicas,primeras consultas,2009-08-01,127,127
INGAVI (HUMAITA),atenciones odontologicas,primeras consultas,2009-08-01,100,100
INQUISIVI,atenciones odontologicas,primeras consultas,2009-08-01,100,100
IRUPANA (VILLA DE LANZA),atenciones odontologicas,primeras consultas,2009-08-01,440,440
IXIAMAS,atenciones odontologicas,primeras consultas,2009-08-01,8,8
JESUS DE MACHACA,atenciones odontologicas,primeras consultas,2009-08-01,140,140
LA ASUNTA,atenciones odontologicas,primeras consultas,2009-08-01,134,134
LA GUARDIA,atenciones odontologicas,primeras consultas,2009-08-01,429,429
LA PAZ,atenciones odontologicas,primeras consultas,2009-08-01,6530,6530
LAGUNILLAS,atenciones odontologicas,primeras consultas,2009-08-01,56,56
LAJA,atenciones odontologicas,primeras consultas,2009-08-01,78,78
LAS CARRERAS,atenciones odontologicas,primeras consultas,2009-08-01,55,55
LICOMA PAMPA,atenciones odontologicas,primeras consultas,2009-08-01,45,45
LLALLAGUA,atenciones odontologicas,primeras consultas,2009-08-01,122,122
LLICA,atenciones odontologicas,primeras consultas,2009-08-01,45,45
LORETO,atenciones odontologicas,primeras consultas,2009-08-01,9,9
LURIBAY,atenciones odontologicas,primeras consultas,2009-08-01,56,56
MACHACAMARCA,atenciones odontologicas,primeras consultas,2009-08-01,44,44
MACHARETI,atenciones odontologicas,primeras consultas,2009-08-01,202,202
MAGDALENA,atenciones odontologicas,primeras consultas,2009-08-01,26,26
MAIRANA,atenciones odontologicas,primeras consultas,2009-08-01,80,80
MAPIRI,atenciones odontologicas,primeras consultas,2009-08-01,68,68
