municipality,group,variable,month,Endodoncias,TOTAL
PUERTO VILLARROEL,atenciones odontologicas,endodoncias,2009-04-01,47,47
PUNA,atenciones odontologicas,endodoncias,2009-04-01,10,10
PUNATA,atenciones odontologicas,endodoncias,2009-04-01,57,57
QUIABAYA,atenciones odontologicas,endodoncias,2009-04-01,1,1
QUILLACOLLO,atenciones odontologicas,endodoncias,2009-04-01,102,102
QUIME,atenciones odontologicas,endodoncias,2009-04-01,9,9
QUIRUSILLAS,atenciones odontologicas,endodoncias,2009-04-01,1,1
RAVELO,atenciones odontologicas,endodoncias,2009-04-01,7,7
REYES,atenciones odontologicas,endodoncias,2009-04-01,44,44
RIBERALTA,atenciones odontologicas,endodoncias,2009-04-01,23,23
RURRENABAQUE,atenciones odontologicas,endodoncias,2009-04-01,1,1
SABAYA,atenciones odontologicas,endodoncias,2009-04-01,3,3
SACABA,atenciones odontologicas,endodoncias,2009-04-01,118,118
SACABAMBA,atenciones odontologicas,endodoncias,2009-04-01,1,1
SACACA,atenciones odontologicas,endodoncias,2009-04-01,31,31
SAIPINA,atenciones odontologicas,endodoncias,2009-04-01,16,16
SALINAS DE GARCI MENDOZA,atenciones odontologicas,endodoncias,2009-04-01,8,8
SAMAIPATA,atenciones odontologicas,endodoncias,2009-04-01,6,6
SAN ANDRES DE MACHACA,atenciones odontologicas,endodoncias,2009-04-01,7,7
SAN ANTONIO DE LOMERIO,atenciones odontologicas,endodoncias,2009-04-01,4,4
SAN BENITO,atenciones odontologicas,endodoncias,2009-04-01,16,16
SAN BORJA,atenciones odontologicas,endodoncias,2009-04-01,9,9
SAN BUENA VENTURA,atenciones odontologicas,endodoncias,2009-04-01,5,5
SAN CARLOS,atenciones odontologicas,endodoncias,2009-04-01,16,16
SAN IGNACIO,atenciones odontologicas,endodoncias,2009-04-01,16,16
SAN IGNACIO DE VELASCO,atenciones odontologicas,endodoncias,2009-04-01,16,16
SAN JAVIER(STC),atenciones odontologicas,endodoncias,2009-04-01,5,5
SAN JUAN DE YAPACANI,atenciones odontologicas,endodoncias,2009-04-01,11,11
SAN JULIAN,atenciones odontologicas,endodoncias,2009-04-01,7,7
SAN LORENZO(TJA),atenciones odontologicas,endodoncias,2009-04-01,174,174
SAN LUCAS,atenciones odontologicas,endodoncias,2009-04-01,9,9
SAN MATIAS,atenciones odontologicas,endodoncias,2009-04-01,23,23
SAN MIGUEL DE VELASCO,atenciones odontologicas,endodoncias,2009-04-01,53,53
SAN PEDRO,atenciones odontologicas,endodoncias,2009-04-01,3,3
SAN PEDRO DE CURAHUARA,atenciones odontologicas,endodoncias,2009-04-01,1,1
SAN RAFAEL,atenciones odontologicas,endodoncias,2009-04-01,8,8
SAN RAMON,atenciones odontologicas,endodoncias,2009-04-01,5,5
SAN RAMON,atenciones odontologicas,endodoncias,2009-04-01,12,12
SANTA ANA,atenciones odontologicas,endodoncias,2009-04-01,21,21
SANTA CRUZ DE LA SIERRA,atenciones odontologicas,endodoncias,2009-04-01,1045,1045
SANTA ROSA DEL SARA,atenciones odontologicas,endodoncias,2009-04-01,4,4
SANTIAGO DE CALLAPA,atenciones odontologicas,endodoncias,2009-04-01,4,4
SANTIAGO DE HUARI,atenciones odontologicas,endodoncias,2009-04-01,8,8
SANTIVAÑES,atenciones odontologicas,endodoncias,2009-04-01,6,6
SANTUARIO DE QUILLACAS,atenciones odontologicas,endodoncias,2009-04-01,4,4
SAPAHAQUI,atenciones odontologicas,endodoncias,2009-04-01,4,4
SICA SICA (VILLA AROMA),atenciones odontologicas,endodoncias,2009-04-01,16,16
SICAYA,atenciones odontologicas,endodoncias,2009-04-01,10,10
SIPE SIPE,atenciones odontologicas,endodoncias,2009-04-01,80,80
SOPACHUY,atenciones odontologicas,endodoncias,2009-04-01,19,19
SORACACHI,atenciones odontologicas,endodoncias,2009-04-01,5,5
SORATA,atenciones odontologicas,endodoncias,2009-04-01,4,4
SUCRE,atenciones odontologicas,endodoncias,2009-04-01,800,800
TACACOMA,atenciones odontologicas,endodoncias,2009-04-01,14,14
TAPACARI,atenciones odontologicas,endodoncias,2009-04-01,3,3
TARABUCO,atenciones odontologicas,endodoncias,2009-04-01,5,5
TARACO,atenciones odontologicas,endodoncias,2009-04-01,2,2
TARATA,atenciones odontologicas,endodoncias,2009-04-01,1,1
TARIJA,atenciones odontologicas,endodoncias,2009-04-01,1020,1020
TARVITA,atenciones odontologicas,endodoncias,2009-04-01,17,17
TEOPONTE,atenciones odontologicas,endodoncias,2009-04-01,4,4
TIQUIPAYA,atenciones odontologicas,endodoncias,2009-04-01,100,100
TIRAQUE (CBBA),atenciones odontologicas,endodoncias,2009-04-01,50,50
TOCO,atenciones odontologicas,endodoncias,2009-04-01,17,17
TOLATA,atenciones odontologicas,endodoncias,2009-04-01,11,11
TOLEDO,atenciones odontologicas,endodoncias,2009-04-01,2,2
TOTORA(CBBA),atenciones odontologicas,endodoncias,2009-04-01,4,4
TRINIDAD,atenciones odontologicas,endodoncias,2009-04-01,95,95
TUPIZA,atenciones odontologicas,endodoncias,2009-04-01,17,17
TURCO,atenciones odontologicas,endodoncias,2009-04-01,7,7
UMALA,atenciones odontologicas,endodoncias,2009-04-01,6,6
UNCIA,atenciones odontologicas,endodoncias,2009-04-01,85,85
URIONDO (A. CONCEPCION),atenciones odontologicas,endodoncias,2009-04-01,29,29
URUBICHA,atenciones odontologicas,endodoncias,2009-04-01,5,5
UYUNI,atenciones odontologicas,endodoncias,2009-04-01,11,11
VACAS,atenciones odontologicas,endodoncias,2009-04-01,6,6
VALLEGRANDE,atenciones odontologicas,endodoncias,2009-04-01,25,25
VIACHA,atenciones odontologicas,endodoncias,2009-04-01,14,14
VILA VILA,atenciones odontologicas,endodoncias,2009-04-01,5,5
VILLA MONTES,atenciones odontologicas,endodoncias,2009-04-01,102,102
VILLA NUEVA (LOMA ALTA),atenciones odontologicas,endodoncias,2009-04-01,1,1
VILLA RIVERO,atenciones odontologicas,endodoncias,2009-04-01,3,3
VILLA SERRANO,atenciones odontologicas,endodoncias,2009-04-01,1,1
VILLA TUNARI,atenciones odontologicas,endodoncias,2009-04-01,88,88
VILLA VACA GUZMAN (MUYUPAMPA),atenciones odontologicas,endodoncias,2009-04-01,23,23
VILLAZON,atenciones odontologicas,endodoncias,2009-04-01,109,109
VINTO,atenciones odontologicas,endodoncias,2009-04-01,11,11
WALDO BALLIVIAN,atenciones odontologicas,endodoncias,2009-04-01,1,1
WARNES,atenciones odontologicas,endodoncias,2009-04-01,10,10
YACUIBA,atenciones odontologicas,endodoncias,2009-04-01,236,236
YAMPARAEZ,atenciones odontologicas,endodoncias,2009-04-01,17,17
YAPACANI,atenciones odontologicas,endodoncias,2009-04-01,9,9
YUNCHARA,atenciones odontologicas,endodoncias,2009-04-01,9,9
ACACIO,atenciones odontologicas,endodoncias,2009-05-01,3,3
ACHACACHI,atenciones odontologicas,endodoncias,2009-05-01,6,6
ACHOCALLA,atenciones odontologicas,endodoncias,2009-05-01,1,1
AIQUILE,atenciones odontologicas,endodoncias,2009-05-01,43,43
ALCALA,atenciones odontologicas,endodoncias,2009-05-01,2,2
ANDAMARCA,atenciones odontologicas,endodoncias,2009-05-01,3,3
ANTEQUERA,atenciones odontologicas,endodoncias,2009-05-01,2,2
ANZALDO,atenciones odontologicas,endodoncias,2009-05-01,6,6
ARAMPAMPA,atenciones odontologicas,endodoncias,2009-05-01,1,1
ARANI,atenciones odontologicas,endodoncias,2009-05-01,32,32
ARBIETO,atenciones odontologicas,endodoncias,2009-05-01,9,9
ARQUE,atenciones odontologicas,endodoncias,2009-05-01,1,1
ASCENCION DE GUARAYOS,atenciones odontologicas,endodoncias,2009-05-01,4,4
AYO AYO,atenciones odontologicas,endodoncias,2009-05-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),atenciones odontologicas,endodoncias,2009-05-01,19,19
AZURDUY,atenciones odontologicas,endodoncias,2009-05-01,10,10
BATALLAS,atenciones odontologicas,endodoncias,2009-05-01,4,4
BAURES,atenciones odontologicas,endodoncias,2009-05-01,10,10
BELEN DE URMIRI,atenciones odontologicas,endodoncias,2009-05-01,1,1
BERMEJO,atenciones odontologicas,endodoncias,2009-05-01,70,70
BETANZOS,atenciones odontologicas,endodoncias,2009-05-01,27,27
BOLIVAR,atenciones odontologicas,endodoncias,2009-05-01,4,4
BOLPEBRA,atenciones odontologicas,endodoncias,2009-05-01,1,1
BOYUIBE,atenciones odontologicas,endodoncias,2009-05-01,6,6
CABEZAS,atenciones odontologicas,endodoncias,2009-05-01,4,4
CAIROMA,atenciones odontologicas,endodoncias,2009-05-01,3,3
CAJUATA,atenciones odontologicas,endodoncias,2009-05-01,1,1
CALAMARCA,atenciones odontologicas,endodoncias,2009-05-01,45,45
CAMARGO,atenciones odontologicas,endodoncias,2009-05-01,41,41
CAMATAQUI (C. VILLA ABECIA),atenciones odontologicas,endodoncias,2009-05-01,4,4
CAMIRI,atenciones odontologicas,endodoncias,2009-05-01,105,105
CAPINOTA,atenciones odontologicas,endodoncias,2009-05-01,30,30
CARACOLLO,atenciones odontologicas,endodoncias,2009-05-01,30,30
CARANAVI,atenciones odontologicas,endodoncias,2009-05-01,8,8
CARAPARI,atenciones odontologicas,endodoncias,2009-05-01,81,81
CATACORA,atenciones odontologicas,endodoncias,2009-05-01,1,1
CHALLAPATA,atenciones odontologicas,endodoncias,2009-05-01,16,16
CHAQUI,atenciones odontologicas,endodoncias,2009-05-01,2,2
CHARAGUA,atenciones odontologicas,endodoncias,2009-05-01,4,4
CHAYANTA,atenciones odontologicas,endodoncias,2009-05-01,4,4
CHOQUE COTA,atenciones odontologicas,endodoncias,2009-05-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atenciones odontologicas,endodoncias,2009-05-01,46,46
CHUMA,atenciones odontologicas,endodoncias,2009-05-01,7,7
CLIZA,atenciones odontologicas,endodoncias,2009-05-01,32,32
COBIJA,atenciones odontologicas,endodoncias,2009-05-01,59,59
COCHABAMBA,atenciones odontologicas,endodoncias,2009-05-01,1587,1587
COIPASA,atenciones odontologicas,endodoncias,2009-05-01,11,11
COLCAPIRHUA,atenciones odontologicas,endodoncias,2009-05-01,107,107
"COLCHA ""K""",atenciones odontologicas,endodoncias,2009-05-01,11,11
COLPA BELGICA,atenciones odontologicas,endodoncias,2009-05-01,9,9
COLQUECHACA,atenciones odontologicas,endodoncias,2009-05-01,2,2
COLQUENCHA,atenciones odontologicas,endodoncias,2009-05-01,1,1
COMANCHE,atenciones odontologicas,endodoncias,2009-05-01,6,6
COMARAPA,atenciones odontologicas,endodoncias,2009-05-01,47,47
COROICO,atenciones odontologicas,endodoncias,2009-05-01,67,67
CORQUE,atenciones odontologicas,endodoncias,2009-05-01,2,2
COTAGAITA,atenciones odontologicas,endodoncias,2009-05-01,9,9
COTOCA,atenciones odontologicas,endodoncias,2009-05-01,9,9
CUATRO CAÑADAS,atenciones odontologicas,endodoncias,2009-05-01,3,3
CULPINA,atenciones odontologicas,endodoncias,2009-05-01,9,9
CURAHUARA DE CARANGAS,atenciones odontologicas,endodoncias,2009-05-01,3,3
CURVA,atenciones odontologicas,endodoncias,2009-05-01,1,1
EL ALTO,atenciones odontologicas,endodoncias,2009-05-01,1223,1223
EL PUENTE(STC),atenciones odontologicas,endodoncias,2009-05-01,4,4
EL PUENTE(TJA),atenciones odontologicas,endodoncias,2009-05-01,22,22
EL TORNO,atenciones odontologicas,endodoncias,2009-05-01,4,4
ENTRE RIOS,atenciones odontologicas,endodoncias,2009-05-01,39,39
ENTRE RIOS,atenciones odontologicas,endodoncias,2009-05-01,11,11
EUCALIPTUS,atenciones odontologicas,endodoncias,2009-05-01,10,10
FERNANDEZ ALONSO,atenciones odontologicas,endodoncias,2009-05-01,9,9
FILADELFIA,atenciones odontologicas,endodoncias,2009-05-01,3,3
GENERAL SAAVEDRA,atenciones odontologicas,endodoncias,2009-05-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),atenciones odontologicas,endodoncias,2009-05-01,4,4
GUANAY,atenciones odontologicas,endodoncias,2009-05-01,27,27
GUAQUI,atenciones odontologicas,endodoncias,2009-05-01,1,1
GUAYARAMERIN,atenciones odontologicas,endodoncias,2009-05-01,20,20
GUTIERREZ,atenciones odontologicas,endodoncias,2009-05-01,40,40
HUACARETA,atenciones odontologicas,endodoncias,2009-05-01,5,5
HUANUNI,atenciones odontologicas,endodoncias,2009-05-01,27,27
HUARACAJE,atenciones odontologicas,endodoncias,2009-05-01,8,8
HUAYLLAMARCA,atenciones odontologicas,endodoncias,2009-05-01,3,3
ICLA,atenciones odontologicas,endodoncias,2009-05-01,4,4
INCAHUASI,atenciones odontologicas,endodoncias,2009-05-01,21,21
IRUPANA (VILLA DE LANZA),atenciones odontologicas,endodoncias,2009-05-01,8,8
LA ASUNTA,atenciones odontologicas,endodoncias,2009-05-01,4,4
LA GUARDIA,atenciones odontologicas,endodoncias,2009-05-01,31,31
LA PAZ,atenciones odontologicas,endodoncias,2009-05-01,1804,1804
LAGUNILLAS,atenciones odontologicas,endodoncias,2009-05-01,8,8
LAJA,atenciones odontologicas,endodoncias,2009-05-01,2,2
LICOMA PAMPA,atenciones odontologicas,endodoncias,2009-05-01,2,2
LLALLAGUA,atenciones odontologicas,endodoncias,2009-05-01,59,59
LURIBAY,atenciones odontologicas,endodoncias,2009-05-01,1,1
MACHACAMARCA,atenciones odontologicas,endodoncias,2009-05-01,4,4
MACHARETI,atenciones odontologicas,endodoncias,2009-05-01,4,4
MAGDALENA,atenciones odontologicas,endodoncias,2009-05-01,13,13
MAIRANA,atenciones odontologicas,endodoncias,2009-05-01,2,2
MAPIRI,atenciones odontologicas,endodoncias,2009-05-01,31,31
MECAPACA,atenciones odontologicas,endodoncias,2009-05-01,20,20
MINEROS,atenciones odontologicas,endodoncias,2009-05-01,22,22
MIZQUE,atenciones odontologicas,endodoncias,2009-05-01,28,28
MOJOCOYA,atenciones odontologicas,endodoncias,2009-05-01,9,9
MONTEAGUDO,atenciones odontologicas,endodoncias,2009-05-01,38,38
MONTERO,atenciones odontologicas,endodoncias,2009-05-01,97,97
MOROCHATA,atenciones odontologicas,endodoncias,2009-05-01,3,3
OCURI,atenciones odontologicas,endodoncias,2009-05-01,2,2
OKINAWA,atenciones odontologicas,endodoncias,2009-05-01,3,3
OMEREQUE,atenciones odontologicas,endodoncias,2009-05-01,17,17
ORURO,atenciones odontologicas,endodoncias,2009-05-01,639,639
PADCAYA,atenciones odontologicas,endodoncias,2009-05-01,60,60
PADILLA,atenciones odontologicas,endodoncias,2009-05-01,16,16
PAILON,atenciones odontologicas,endodoncias,2009-05-01,3,3
PALCA,atenciones odontologicas,endodoncias,2009-05-01,5,5
PAMPA AULLAGAS,atenciones odontologicas,endodoncias,2009-05-01,1,1
PAMPA GRANDE,atenciones odontologicas,endodoncias,2009-05-01,3,3
PASORAPA,atenciones odontologicas,endodoncias,2009-05-01,5,5
PATACAMAYA,atenciones odontologicas,endodoncias,2009-05-01,30,30
PAZÑA,atenciones odontologicas,endodoncias,2009-05-01,4,4
POCONA,atenciones odontologicas,endodoncias,2009-05-01,13,13
POJO (CBBA),atenciones odontologicas,endodoncias,2009-05-01,5,5
POOPO,atenciones odontologicas,endodoncias,2009-05-01,12,12
PORCO,atenciones odontologicas,endodoncias,2009-05-01,5,5
PORONGO,atenciones odontologicas,endodoncias,2009-05-01,3,3
PORTACHUELO,atenciones odontologicas,endodoncias,2009-05-01,12,12
PORVENIR,atenciones odontologicas,endodoncias,2009-05-01,20,20
POSTRER VALLE,atenciones odontologicas,endodoncias,2009-05-01,2,2
POTOSI,atenciones odontologicas,endodoncias,2009-05-01,326,326
PRESTO,atenciones odontologicas,endodoncias,2009-05-01,1,1
PUCARA,atenciones odontologicas,endodoncias,2009-05-01,3,3
PUERTO ACOSTA,atenciones odontologicas,endodoncias,2009-05-01,12,12
PUERTO CARABUCO,atenciones odontologicas,endodoncias,2009-05-01,8,8
PUERTO GONZALO MORENO,atenciones odontologicas,endodoncias,2009-05-01,1,1
PUERTO RICO,atenciones odontologicas,endodoncias,2009-05-01,11,11
PUERTO SUAREZ,atenciones odontologicas,endodoncias,2009-05-01,10,10
PUERTO VILLARROEL,atenciones odontologicas,endodoncias,2009-05-01,69,69
PUNA,atenciones odontologicas,endodoncias,2009-05-01,5,5
PUNATA,atenciones odontologicas,endodoncias,2009-05-01,31,31
QUIABAYA,atenciones odontologicas,endodoncias,2009-05-01,3,3
QUILLACOLLO,atenciones odontologicas,endodoncias,2009-05-01,92,92
QUIME,atenciones odontologicas,endodoncias,2009-05-01,3,3
QUIRUSILLAS,atenciones odontologicas,endodoncias,2009-05-01,2,2
RAVELO,atenciones odontologicas,endodoncias,2009-05-01,4,4
REYES,atenciones odontologicas,endodoncias,2009-05-01,27,27
RIBERALTA,atenciones odontologicas,endodoncias,2009-05-01,20,20
ROBORE,atenciones odontologicas,endodoncias,2009-05-01,17,17
SABAYA,atenciones odontologicas,endodoncias,2009-05-01,2,2
SACABA,atenciones odontologicas,endodoncias,2009-05-01,92,92
SAIPINA,atenciones odontologicas,endodoncias,2009-05-01,6,6
SALINAS DE GARCI MENDOZA,atenciones odontologicas,endodoncias,2009-05-01,11,11
SAMAIPATA,atenciones odontologicas,endodoncias,2009-05-01,3,3
SAN ANDRES DE MACHACA,atenciones odontologicas,endodoncias,2009-05-01,13,13
SAN ANTONIO DE LOMERIO,atenciones odontologicas,endodoncias,2009-05-01,2,2
SAN BENITO,atenciones odontologicas,endodoncias,2009-05-01,28,28
SAN BORJA,atenciones odontologicas,endodoncias,2009-05-01,17,17
SAN BUENA VENTURA,atenciones odontologicas,endodoncias,2009-05-01,23,23
SAN CARLOS,atenciones odontologicas,endodoncias,2009-05-01,28,28
SAN IGNACIO,atenciones odontologicas,endodoncias,2009-05-01,15,15
SAN IGNACIO DE VELASCO,atenciones odontologicas,endodoncias,2009-05-01,14,14
SAN JAVIER(STC),atenciones odontologicas,endodoncias,2009-05-01,1,1
SAN JOSE DE CHIQUITOS,atenciones odontologicas,endodoncias,2009-05-01,2,2
SAN JUAN DE YAPACANI,atenciones odontologicas,endodoncias,2009-05-01,52,52
SAN LORENZO(TJA),atenciones odontologicas,endodoncias,2009-05-01,207,207
SAN LUCAS,atenciones odontologicas,endodoncias,2009-05-01,7,7
SAN MATIAS,atenciones odontologicas,endodoncias,2009-05-01,5,5
SAN MIGUEL DE VELASCO,atenciones odontologicas,endodoncias,2009-05-01,31,31
SAN PEDRO,atenciones odontologicas,endodoncias,2009-05-01,3,3
SAN PEDRO DE BUENA VISTA,atenciones odontologicas,endodoncias,2009-05-01,3,3
SAN PEDRO DE TIQUINA,atenciones odontologicas,endodoncias,2009-05-01,2,2
SAN RAFAEL,atenciones odontologicas,endodoncias,2009-05-01,12,12
SAN RAMON,atenciones odontologicas,endodoncias,2009-05-01,5,5
SAN RAMON,atenciones odontologicas,endodoncias,2009-05-01,15,15
SANTA ANA,atenciones odontologicas,endodoncias,2009-05-01,16,16
SANTA CRUZ DE LA SIERRA,atenciones odontologicas,endodoncias,2009-05-01,1273,1273
SANTA ROSA DEL SARA,atenciones odontologicas,endodoncias,2009-05-01,7,7
SANTIAGO DE CALLAPA,atenciones odontologicas,endodoncias,2009-05-01,1,1
SANTIAGO DE HUARI,atenciones odontologicas,endodoncias,2009-05-01,14,14
SANTIVAÑES,atenciones odontologicas,endodoncias,2009-05-01,23,23
SAPAHAQUI,atenciones odontologicas,endodoncias,2009-05-01,8,8
SICA SICA (VILLA AROMA),atenciones odontologicas,endodoncias,2009-05-01,16,16
SICAYA,atenciones odontologicas,endodoncias,2009-05-01,7,7
SIPE SIPE,atenciones odontologicas,endodoncias,2009-05-01,84,84
SOPACHUY,atenciones odontologicas,endodoncias,2009-05-01,5,5
SORACACHI,atenciones odontologicas,endodoncias,2009-05-01,7,7
SORATA,atenciones odontologicas,endodoncias,2009-05-01,8,8
SUCRE,atenciones odontologicas,endodoncias,2009-05-01,711,711
TACACOMA,atenciones odontologicas,endodoncias,2009-05-01,6,6
TAPACARI,atenciones odontologicas,endodoncias,2009-05-01,11,11
TARABUCO,atenciones odontologicas,endodoncias,2009-05-01,2,2
TARACO,atenciones odontologicas,endodoncias,2009-05-01,7,7
TARATA,atenciones odontologicas,endodoncias,2009-05-01,10,10
TARIJA,atenciones odontologicas,endodoncias,2009-05-01,799,799
TARVITA,atenciones odontologicas,endodoncias,2009-05-01,8,8
TEOPONTE,atenciones odontologicas,endodoncias,2009-05-01,5,5
TIAWANACU,atenciones odontologicas,endodoncias,2009-05-01,2,2
TIPUANI,atenciones odontologicas,endodoncias,2009-05-01,15,15
TIQUIPAYA,atenciones odontologicas,endodoncias,2009-05-01,112,112
TIRAQUE (CBBA),atenciones odontologicas,endodoncias,2009-05-01,68,68
TOCO,atenciones odontologicas,endodoncias,2009-05-01,21,21
TOLATA,atenciones odontologicas,endodoncias,2009-05-01,17,17
TOLEDO,atenciones odontologicas,endodoncias,2009-05-01,2,2
TOMAVE,atenciones odontologicas,endodoncias,2009-05-01,1,1
TOMINA,atenciones odontologicas,endodoncias,2009-05-01,2,2
TORO TORO,atenciones odontologicas,endodoncias,2009-05-01,2,2
TOTORA(CBBA),atenciones odontologicas,endodoncias,2009-05-01,12,12
TRINIDAD,atenciones odontologicas,endodoncias,2009-05-01,91,91
TUPIZA,atenciones odontologicas,endodoncias,2009-05-01,26,26
TURCO,atenciones odontologicas,endodoncias,2009-05-01,4,4
UMALA,atenciones odontologicas,endodoncias,2009-05-01,4,4
UNCIA,atenciones odontologicas,endodoncias,2009-05-01,113,113
URIONDO (A. CONCEPCION),atenciones odontologicas,endodoncias,2009-05-01,44,44
URUBICHA,atenciones odontologicas,endodoncias,2009-05-01,8,8
UYUNI,atenciones odontologicas,endodoncias,2009-05-01,10,10
VACAS,atenciones odontologicas,endodoncias,2009-05-01,5,5
VALLEGRANDE,atenciones odontologicas,endodoncias,2009-05-01,26,26
VIACHA,atenciones odontologicas,endodoncias,2009-05-01,20,20
VILA VILA,atenciones odontologicas,endodoncias,2009-05-01,1,1
VILLA MONTES,atenciones odontologicas,endodoncias,2009-05-01,110,110
VILLA RIVERO,atenciones odontologicas,endodoncias,2009-05-01,1,1
VILLA SERRANO,atenciones odontologicas,endodoncias,2009-05-01,37,37
VILLA TUNARI,atenciones odontologicas,endodoncias,2009-05-01,101,101
VILLA VACA GUZMAN (MUYUPAMPA),atenciones odontologicas,endodoncias,2009-05-01,26,26
VILLAZON,atenciones odontologicas,endodoncias,2009-05-01,122,122
VINTO,atenciones odontologicas,endodoncias,2009-05-01,8,8
WALDO BALLIVIAN,atenciones odontologicas,endodoncias,2009-05-01,7,7
WARNES,atenciones odontologicas,endodoncias,2009-05-01,21,21
YACUIBA,atenciones odontologicas,endodoncias,2009-05-01,143,143
YAMPARAEZ,atenciones odontologicas,endodoncias,2009-05-01,7,7
YANACACHI,atenciones odontologicas,endodoncias,2009-05-01,8,8
YAPACANI,atenciones odontologicas,endodoncias,2009-05-01,5,5
YOTALA,atenciones odontologicas,endodoncias,2009-05-01,2,2
YUNCHARA,atenciones odontologicas,endodoncias,2009-05-01,7,7
ZUDAÑEZ,atenciones odontologicas,endodoncias,2009-05-01,1,1
ACACIO,atenciones odontologicas,endodoncias,2009-06-01,2,2
ACHACACHI,atenciones odontologicas,endodoncias,2009-06-01,54,54
AIQUILE,atenciones odontologicas,endodoncias,2009-06-01,33,33
ALALAY,atenciones odontologicas,endodoncias,2009-06-01,2,2
ANDAMARCA,atenciones odontologicas,endodoncias,2009-06-01,6,6
ANTEQUERA,atenciones odontologicas,endodoncias,2009-06-01,11,11
ANZALDO,atenciones odontologicas,endodoncias,2009-06-01,11,11
ARAMPAMPA,atenciones odontologicas,endodoncias,2009-06-01,1,1
ARANI,atenciones odontologicas,endodoncias,2009-06-01,82,82
ARBIETO,atenciones odontologicas,endodoncias,2009-06-01,11,11
ARQUE,atenciones odontologicas,endodoncias,2009-06-01,1,1
ASCENCION DE GUARAYOS,atenciones odontologicas,endodoncias,2009-06-01,10,10
AYO AYO,atenciones odontologicas,endodoncias,2009-06-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),atenciones odontologicas,endodoncias,2009-06-01,8,8
AZURDUY,atenciones odontologicas,endodoncias,2009-06-01,11,11
BATALLAS,atenciones odontologicas,endodoncias,2009-06-01,1,1
BAURES,atenciones odontologicas,endodoncias,2009-06-01,19,19
BELEN DE URMIRI,atenciones odontologicas,endodoncias,2009-06-01,1,1
BERMEJO,atenciones odontologicas,endodoncias,2009-06-01,124,124
BETANZOS,atenciones odontologicas,endodoncias,2009-06-01,8,8
BOLIVAR,atenciones odontologicas,endodoncias,2009-06-01,5,5
BOYUIBE,atenciones odontologicas,endodoncias,2009-06-01,4,4
BUENA VISTA,atenciones odontologicas,endodoncias,2009-06-01,4,4
CABEZAS,atenciones odontologicas,endodoncias,2009-06-01,4,4
"CAIZA ""D""",atenciones odontologicas,endodoncias,2009-06-01,1,1
CALACOTO,atenciones odontologicas,endodoncias,2009-06-01,5,5
CALAMARCA,atenciones odontologicas,endodoncias,2009-06-01,40,40
CAMARGO,atenciones odontologicas,endodoncias,2009-06-01,29,29
CAMATAQUI (C. VILLA ABECIA),atenciones odontologicas,endodoncias,2009-06-01,6,6
CAMIRI,atenciones odontologicas,endodoncias,2009-06-01,115,115
CAPINOTA,atenciones odontologicas,endodoncias,2009-06-01,62,62
CARACOLLO,atenciones odontologicas,endodoncias,2009-06-01,31,31
CARANAVI,atenciones odontologicas,endodoncias,2009-06-01,7,7
CARAPARI,atenciones odontologicas,endodoncias,2009-06-01,83,83
CARMEN RIVERO TORREZ,atenciones odontologicas,endodoncias,2009-06-01,9,9
CATACORA,atenciones odontologicas,endodoncias,2009-06-01,2,2
CHALLAPATA,atenciones odontologicas,endodoncias,2009-06-01,24,24
CHAQUI,atenciones odontologicas,endodoncias,2009-06-01,10,10
CHARAGUA,atenciones odontologicas,endodoncias,2009-06-01,5,5
CHARAÑA,atenciones odontologicas,endodoncias,2009-06-01,1,1
CHAYANTA,atenciones odontologicas,endodoncias,2009-06-01,3,3
CHULUMANI (V. DE LA LIBERTAD),atenciones odontologicas,endodoncias,2009-06-01,39,39
CHUMA,atenciones odontologicas,endodoncias,2009-06-01,7,7
CLIZA,atenciones odontologicas,endodoncias,2009-06-01,42,42
COBIJA,atenciones odontologicas,endodoncias,2009-06-01,74,74
COCHABAMBA,atenciones odontologicas,endodoncias,2009-06-01,1547,1547
COIPASA,atenciones odontologicas,endodoncias,2009-06-01,15,15
COLCAPIRHUA,atenciones odontologicas,endodoncias,2009-06-01,157,157
"COLCHA ""K""",atenciones odontologicas,endodoncias,2009-06-01,7,7
COLOMI,atenciones odontologicas,endodoncias,2009-06-01,3,3
COLPA BELGICA,atenciones odontologicas,endodoncias,2009-06-01,4,4
COLQUECHACA,atenciones odontologicas,endodoncias,2009-06-01,15,15
COLQUENCHA,atenciones odontologicas,endodoncias,2009-06-01,1,1
COMANCHE,atenciones odontologicas,endodoncias,2009-06-01,4,4
COMARAPA,atenciones odontologicas,endodoncias,2009-06-01,39,39
COROICO,atenciones odontologicas,endodoncias,2009-06-01,74,74
CORQUE,atenciones odontologicas,endodoncias,2009-06-01,2,2
COTAGAITA,atenciones odontologicas,endodoncias,2009-06-01,3,3
COTOCA,atenciones odontologicas,endodoncias,2009-06-01,8,8
CUATRO CAÑADAS,atenciones odontologicas,endodoncias,2009-06-01,5,5
CUEVO,atenciones odontologicas,endodoncias,2009-06-01,4,4
CULPINA,atenciones odontologicas,endodoncias,2009-06-01,4,4
CURAHUARA DE CARANGAS,atenciones odontologicas,endodoncias,2009-06-01,7,7
