municipality,group,variable,month,Consultas repetidas en menores de 5 años,TOTAL
TUPIZA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-06-01,25,25
TURCO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-06-01,9,9
UNCIA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-06-01,29,29
URIONDO (A. CONCEPCION),atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-06-01,4,4
URUBICHA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-06-01,1,1
UYUNI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-06-01,10,10
VACAS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-06-01,12,12
VALLEGRANDE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-06-01,19,19
VIACHA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-06-01,67,67
VILA VILA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-06-01,1,1
VILLA MONTES,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-06-01,25,25
VILLA RIVERO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-06-01,5,5
VILLA SERRANO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-06-01,69,69
VILLA TUNARI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-06-01,114,114
VILLA VACA GUZMAN (MUYUPAMPA),atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-06-01,4,4
VILLAZON,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-06-01,88,88
VINTO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-06-01,28,28
WALDO BALLIVIAN,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-06-01,2,2
WARNES,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-06-01,6,6
YACUIBA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-06-01,48,48
YAMPARAEZ,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-06-01,56,56
YANACACHI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-06-01,2,2
YAPACANI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-06-01,12,12
YOCALLA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-06-01,7,7
YOTALA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-06-01,4,4
YUNCHARA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-06-01,2,2
ACHACACHI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,19,19
AIQUILE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,52,52
ALCALA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,200,200
ANCORAIMES,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,4,4
ANDAMARCA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,1,1
ANTEQUERA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,3,3
ANZALDO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,1,1
ARANI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,23,23
ARBIETO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,1,1
ARQUE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,3,3
ASCENCION DE GUARAYOS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,4,4
AYOPAYA (V. DE INDEPENDENCIA),atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,43,43
AZURDUY,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,1,1
BAURES,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,25,25
BERMEJO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,50,50
BETANZOS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,9,9
BOLIVAR,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,2,2
CABEZAS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,30,30
CAJUATA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,3,3
CALAMARCA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,10,10
CAMARGO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,40,40
CAMATAQUI (C. VILLA ABECIA),atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,1,1
CAMIRI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,50,50
CAPINOTA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,236,236
CARACOLLO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,31,31
CARANAVI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,26,26
CARAPARI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,3,3
CARIPUYO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,6,6
CARMEN RIVERO TORREZ,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,1,1
CATACORA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,1,1
CHALLAPATA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,8,8
CHAQUI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,3,3
CHARAGUA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,10,10
CHAYANTA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,40,40
CHIMORE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,5,5
CHOQUE COTA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,1,1
CLIZA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,2,2
COBIJA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,38,38
COCHABAMBA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,1097,1097
COIPASA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,6,6
COLCAPIRHUA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,142,142
"COLCHA ""K""",atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,4,4
COLLANA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,1,1
COLOMI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,18,18
COLQUECHACA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,16,16
COLQUIRI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,33,33
COMARAPA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,2,2
COPACABANA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,1,1
CORIPATA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,14,14
COROICO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,1,1
CORQUE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,3,3
COTAGAITA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,1,1
COTOCA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,18,18
CUEVO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,7,7
CULPINA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,6,6
EL ALTO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,681,681
EL TORNO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,4,4
EL VILLAR,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,10,10
ENTRE RIOS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,39,39
EUCALIPTUS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,1,1
FERNANDEZ ALONSO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,6,6
GENERAL SAAVEDRA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,1,1
GUANAY,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,6,6
GUAYARAMERIN,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,7,7
GUTIERREZ,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,11,11
HUANUNI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,62,62
HUARACAJE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,4,4
HUAYLLAMARCA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,5,5
INCAHUASI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,148,148
INQUISIVI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,2,2
IRUPANA (VILLA DE LANZA),atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,12,12
JESUS DE MACHACA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,16,16
LA GUARDIA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,64,64
LA PAZ,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,1598,1598
LAGUNILLAS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,10,10
LLALLAGUA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,139,139
LURIBAY,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,1,1
MACHACAMARCA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,44,44
MACHARETI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,8,8
MAIRANA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,20,20
MAPIRI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,3,3
MECAPACA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,11,11
MINEROS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,1,1
MIZQUE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,12,12
MOJOCOYA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,5,5
MONTEAGUDO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,55,55
MONTERO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,270,270
MOROCHATA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,21,21
OKINAWA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,60,60
OMEREQUE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,3,3
ORURO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,919,919
PADILLA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,11,11
PAILON,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,13,13
PALCA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,7,7
PALOS BLANCOS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,7,7
PAMPA AULLAGAS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,5,5
PAMPA GRANDE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,2,2
PAZÑA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,6,6
POCOATA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,2,2
POCONA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,2,2
POJO (CBBA),atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,6,6
POOPO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,3,3
PORCO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,29,29
PORTACHUELO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,14,14
POTOSI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,667,667
PUCARANI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,2,2
PUERTO CARABUCO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,20,20
PUERTO QUIJARRO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,8,8
PUERTO RICO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,35,35
PUERTO SUAREZ,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,5,5
PUERTO VILLARROEL,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,70,70
PUNA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,16,16
PUNATA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,33,33
QUILLACOLLO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,93,93
QUIME,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,7,7
RAVELO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,4,4
REYES,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,14,14
RIBERALTA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,58,58
ROBORE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,12,12
RURRENABAQUE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,10,10
SABAYA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,1,1
SACABA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,118,118
SAIPINA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,1,1
SALINAS DE GARCI MENDOZA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,78,78
SAMAIPATA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,2,2
SAN ANDRES,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,47,47
SAN BORJA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,334,334
SAN BUENA VENTURA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,1,1
SAN CARLOS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,2,2
SAN IGNACIO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,26,26
SAN IGNACIO DE VELASCO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,32,32
SAN JAVIER(STC),atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,5,5
SAN JOSE DE CHIQUITOS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,10,10
SAN JUAN DE YAPACANI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,1,1
SAN JULIAN,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,51,51
SAN LORENZO(TJA),atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,24,24
SAN LUCAS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,25,25
SAN MATIAS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,5,5
SAN MIGUEL DE VELASCO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,4,4
SAN PEDRO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,1,1
SAN PEDRO DE BUENA VISTA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,3,3
SAN RAFAEL,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,11,11
SAN RAMON,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,5,5
SANTA ANA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,8,8
SANTA CRUZ DE LA SIERRA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,1167,1167
SANTA ROSA DEL SARA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,10,10
SANTIAGO DE HUARI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,54,54
SANTIAGO DE MACHACA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,2,2
SANTIVAÑES,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,2,2
SANTUARIO DE QUILLACAS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,3,3
SAPAHAQUI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,37,37
SENA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,3,3
SICA SICA (VILLA AROMA),atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,4,4
SICAYA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,7,7
SIPE SIPE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,48,48
SOPACHUY,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,1,1
SORACACHI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,13,13
SORATA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,3,3
SUCRE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,766,766
TACACOMA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,1,1
TARABUCO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,13,13
TARATA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,9,9
TARIJA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,155,155
TARVITA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,33,33
TINGUIPAYA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,1,1
TIPUANI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,15,15
TIQUIPAYA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,114,114
TIRAQUE (CBBA),atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,46,46
TOCO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,13,13
TOLATA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,21,21
TOLEDO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,27,27
TOMAVE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,100,100
TOMINA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,2,2
TORO TORO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,6,6
TOTORA(CBBA),atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,8,8
TRINIDAD,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,108,108
TUPIZA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,23,23
TURCO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,2,2
UMALA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,1,1
UNCIA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,55,55
URIONDO (A. CONCEPCION),atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,15,15
URUBICHA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,1,1
UYUNI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,9,9
VACAS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,10,10
VALLEGRANDE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,28,28
VIACHA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,60,60
VILLA MONTES,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,7,7
VILLA RIVERO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,6,6
VILLA SERRANO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,89,89
VILLA TUNARI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,74,74
VILLAZON,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,73,73
VINTO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,26,26
WALDO BALLIVIAN,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,4,4
WARNES,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,12,12
YACUIBA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,49,49
YAMPARAEZ,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,47,47
YANACACHI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,2,2
YAPACANI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,21,21
YOCALLA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,5,5
YOTALA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,7,7
ZUDAÑEZ,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-07-01,1,1
ACHACACHI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-08-01,50,50
AIQUILE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-08-01,64,64
ALCALA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-08-01,205,205
ANCORAIMES,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-08-01,4,4
ARAMPAMPA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-08-01,1,1
ARANI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-08-01,16,16
ARBIETO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-08-01,2,2
ARQUE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-08-01,6,6
ASCENCION DE GUARAYOS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-08-01,6,6
AYOPAYA (V. DE INDEPENDENCIA),atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-08-01,42,42
AZURDUY,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-08-01,6,6
BATALLAS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-08-01,1,1
BERMEJO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-08-01,32,32
BOLIVAR,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-08-01,1,1
BUENA VISTA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-08-01,2,2
CABEZAS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-08-01,21,21
CAJUATA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-08-01,1,1
CALAMARCA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-08-01,16,16
CAMARGO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-08-01,34,34
CAMIRI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-08-01,144,144
CAPINOTA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-08-01,7,7
CARACOLLO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-08-01,13,13
CARANAVI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-08-01,15,15
CARIPUYO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-08-01,5,5
CARMEN RIVERO TORREZ,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-08-01,2,2
CHALLAPATA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-08-01,6,6
CHARAGUA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-08-01,22,22
CHAYANTA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-08-01,37,37
CHIMORE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-08-01,30,30
CHUMA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-08-01,11,11
CLIZA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-08-01,3,3
COBIJA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-08-01,26,26
COCHABAMBA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-08-01,948,948
COLCAPIRHUA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-08-01,122,122
"COLCHA ""K""",atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-08-01,86,86
COLOMI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-08-01,12,12
COLPA BELGICA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-08-01,4,4
COLQUECHACA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-08-01,37,37
COLQUIRI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-08-01,39,39
COMANCHE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-08-01,11,11
COMARAPA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-08-01,15,15
CORIPATA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-08-01,29,29
COROICO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-08-01,2,2
CORQUE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-08-01,2,2
COTAGAITA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-08-01,35,35
COTOCA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-08-01,35,35
CUEVO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-08-01,7,7
CULPINA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-08-01,15,15
CURAHUARA DE CARANGAS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-08-01,7,7
EL ALTO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-08-01,572,572
EL CHORO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-08-01,6,6
EL PUENTE(TJA),atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-08-01,2,2
EL TORNO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-08-01,13,13
EL VILLAR,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-08-01,3,3
ENTRE RIOS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-08-01,27,27
ENTRE RIOS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-08-01,29,29
EUCALIPTUS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-08-01,26,26
FERNANDEZ ALONSO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-08-01,5,5
GENERAL SAAVEDRA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-08-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-08-01,1,1
GUANAY,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-08-01,12,12
GUAYARAMERIN,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-08-01,39,39
GUTIERREZ,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-08-01,5,5
HUACAYA (VILLA DE HUACAYA),atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-08-01,4,4
HUANUNI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-08-01,19,19
HUARACAJE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-08-01,3,3
HUAYLLAMARCA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-08-01,15,15
INCAHUASI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-08-01,2,2
