municipality,group,variable,month,Partos atendidos por personal de salud,TOTAL
ARQUE,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,16,16
ASCENCION DE GUARAYOS,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,5,5
AUCAPATA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,1,1
AYATA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,1,1
AYO AYO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,13,13
AZURDUY,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,8,8
BATALLAS,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,4,4
BELEN DE ANDAMARCA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,2,2
BERMEJO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,3,3
BETANZOS,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,17,17
BOLIVAR,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,9,9
CAIROMA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,2,2
"CAIZA ""D""",atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,3,3
CAJUATA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,4,4
CALACOTO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,3,3
CALAMARCA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,4,4
CAMATAQUI (C. VILLA ABECIA),atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,3,3
CAPINOTA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,2,2
CAQUIAVIRI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,10,10
CARACOLLO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,11,11
CARANAVI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,11,11
CARAPARI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,2,2
CARIPUYO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,11,11
CARMEN RIVERO TORREZ,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,1,1
CHACARILLA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,1,1
CHALLAPATA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,11,11
CHAQUI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,1,1
CHARAGUA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,4,4
CHAYANTA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,15,15
CHIMORE,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,1,1
CHIPAYA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,2,2
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,1,1
CHUMA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,6,6
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,6,6
CKOCHAS,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,19,19
CLIZA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,1,1
COBIJA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,1,1
COCAPATA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,23,23
COCHABAMBA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,2,2
"COLCHA ""K""",atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,13,13
COLLANA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,1,1
COLOMI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,2,2
COLQUECHACA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,38,38
COLQUENCHA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,10,10
COLQUIRI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,18,18
COMANCHE,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,4,4
COMBAYA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,4,4
CONCEPCION,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,1,1
COPACABANA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,4,4
CORIPATA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,4,4
CORO CORO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,8,8
COROICO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,2,2
CORQUE,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,5,5
COTAGAITA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,8,8
CUEVO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,1,1
CULPINA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,8,8
CURAHUARA DE CARANGAS,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,1,1
CURVA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,3,3
EL ALTO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,9,9
EL CHORO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,3,3
EL PUENTE(STC),atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,1,1
EL PUENTE(TJA),atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,4,4
EL VILLAR,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,2,2
ENTRE RIOS TRJ,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,3,3
ENTRE RIOS CBBA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,1,1
ESCOMA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,2,2
EUREKA (SANTOS MERCADO),atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,1,1
FERNANDEZ ALONSO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,1,1
FILADELFIA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,3,3
GENERAL SAAVEDRA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,4,4
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,8,8
GUANAY,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,3,3
GUAQUI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,5,5
GUAYARAMERIN,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,2,2
GUTIERREZ,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,5,5
HUACARETA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,2,2
HUACAYA (VILLA DE HUACAYA),atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,3,3
HUANUNI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,2,2
HUARINA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,9,9
HUAYLLAMARCA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,2,2
HUMANATA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,2,2
ICHOCA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,3,3
ICLA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,3,3
INCAHUASI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,12,12
INQUISIVI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,4,4
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,4,4
IXIAMAS,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,3,3
JESUS DE MACHACA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,7,7
LA ASUNTA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,10,10
LA GUARDIA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,1,1
LA PAZ,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,2,2
LAGUNILLAS,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,1,1
LAJA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,4,4
LAS CARRERAS,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,1,1
LLALLAGUA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,1,1
LLICA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,1,1
LORETO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,6,6
LURIBAY,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,6,6
MACHARETI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,1,1
MAGDALENA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,3,3
MAIRANA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,1,1
MALLA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,4,4
MECAPACA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,2,2
MIZQUE,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,19,19
MOCOMOCO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,7,7
MOJOCOYA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,3,3
MONTEAGUDO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,1,1
MOROCHATA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,11,11
NAZACARA DE PACAJES,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,1,1
OCURI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,30,30
OMEREQUE,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,1,1
ORURO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,3,3
PADCAYA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,1,1
PADILLA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,3,3
PALCA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,2,2
PALOS BLANCOS,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,3,3
PAMPA AULLAGAS,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,4,4
PAPEL PAMPA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,4,4
PATACAMAYA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,1,1
PAZÑA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,3,3
PELECHUCO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,5,5
POCOATA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,30,30
POCONA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,4,4
PORCO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,4,4
POROMA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,6,6
PORONGO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,1,1
PORVENIR,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,1,1
POTOSI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,1,1
PRESTO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,10,10
PUCARANI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,17,17
PUERTO ACOSTA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,2,2
PUERTO CARABUCO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,9,9
PUERTO GONZALO MORENO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,1,1
PUERTO PEREZ,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,5,5
PUERTO QUIJARRO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,1,1
PUERTO RICO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,3,3
PUERTO SILES,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,1,1
PUERTO SUAREZ,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,5,5
PUNA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,9,9
PUNATA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,1,1
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,4,4
RAVELO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,23,23
REYES,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,2,2
RIBERALTA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,4,4
ROBORE,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,2,2
RURRENABAQUE,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,6,6
SABAYA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,2,2
SACABA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,11,11
SACACA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,7,7
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,3,3
SAN AGUSTIN,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,1,1
SAN ANDRES,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,3,3
SAN ANDRES DE MACHACA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,3,3
SAN ANTONIO DE ESMORUCO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,5,5
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,1,1
SAN BENITO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,8,8
SAN BUENA VENTURA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,6,6
SAN CARLOS,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,1,1
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,5,5
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,8,8
SAN JAVIER(BNI),atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,2,2
SAN JOSE DE CHIQUITOS,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,3,3
SAN JULIAN,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,3,3
SAN LORENZO(PND),atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,2,2
SAN LORENZO(TJA),atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,3,3
SAN LUCAS,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,37,37
SAN MATIAS,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,2,2
SAN MIGUEL DE VELASCO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,3,3
SAN PABLO DE LIPEZ,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,2,2
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,8,8
SAN PEDRO DE CURAHUARA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,5,5
SAN PEDRO DE TIQUINA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,1,1
SANTA ROSA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,2,2
SANTA ROSA DEL SARA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,6,6
SANTIAGO DE CALLAPA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,4,4
SANTIAGO DE HUARI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,4,4
SANTIAGO DE HUATA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,5,5
SANTIAGO DE MACHACA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,3,3
SANTUARIO DE QUILLACAS,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,6,6
SAPAHAQUI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,5,5
SICA SICA (VILLA AROMA),atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,4,4
SICAYA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,2,2
SIPE SIPE,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,2,2
SOPACHUY,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,1,1
SORACACHI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,13,13
SORATA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,17,17
SUCRE,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,8,8
TACACOMA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,3,3
TACOBAMBA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,12,12
TACOPAYA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,6,6
TAPACARI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,20,20
TARABUCO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,7,7
TARIJA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,1,1
TARVITA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,5,5
TEOPONTE,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,3,3
TIAWANACU,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,5,5
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,26,26
TIQUIPAYA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,8,8
TIRAQUE (CBBA),atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,1,1
TOCO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,1,1
TOLATA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,1,1
TOLEDO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,7,7
TOMAVE,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,10,10
TOMINA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,3,3
TORO TORO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,2,2
TOTORA(ORR),atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,5,5
TUPIZA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,11,11
TURCO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,1,1
UMALA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,2,2
UNCIA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,9,9
URIONDO (A. CONCEPCION),atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,2,2
UYUNI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,7,7
VACAS,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,2,2
VIACHA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,8,8
VILA VILA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,1,1
VILLA CHARCAS,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,8,8
VILLA MONTES,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,1,1
VILLA RIVERO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,1,1
VILLA SERRANO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,5,5
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,13,13
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,1,1
VILLAZON,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,4,4
VINTO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,1,1
VITICHI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,8,8
WALDO BALLIVIAN,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,1,1
WARNES,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,4,4
YACO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,2,2
YACUIBA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,2,2
YAMPARAEZ,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,1,1
YANACACHI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,2,2
YOCALLA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,2,2
YOTALA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,2,2
YUNCHARA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,4,4
ZUDAÑEZ,atencion de partos en domicilio,partos atendidos por personal de salud,2010-07-01,3,3
ACHACACHI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,14,14
ACHOCALLA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,5,5
ALALAY,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,5,5
ALTO BENI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,8,8
ANCORAIMES,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,4,4
ANDAMARCA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,2,2
ANTEQUERA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,1,1
ANZALDO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,9,9
APOLO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,5,5
ARAMPAMPA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,6,6
ARBIETO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,1,1
ARQUE,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,15,15
ASCENCION DE GUARAYOS,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,1,1
ATOCHA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,2,2
AUCAPATA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,7,7
AYO AYO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,7,7
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,11,11
AZURDUY,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,12,12
BATALLAS,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,13,13
BAURES,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,1,1
BELEN DE ANDAMARCA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,1,1
BELEN DE URMIRI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,1,1
BERMEJO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,3,3
BETANZOS,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,12,12
BOLIVAR,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,9,9
BOLPEBRA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,1,1
CABEZAS,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,4,4
CAIROMA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,5,5
"CAIZA ""D""",atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,5,5
CAJUATA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,1,1
CALACOTO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,2,2
CALAMARCA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,9,9
CAMARGO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,3,3
CAMIRI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,2,2
CAPINOTA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,8,8
CAQUIAVIRI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,11,11
CARACOLLO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,9,9
CARANAVI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,8,8
CARAPARI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,2,2
CARIPUYO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,9,9
CARMEN RIVERO TORREZ,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,2,2
CATACORA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,1,1
CHACARILLA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,3,3
CHALLAPATA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,8,8
CHAQUI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,2,2
CHARAGUA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,1,1
CHAYANTA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,18,18
CHIMORE,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,3,3
CHIPAYA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,3,3
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,3,3
CHUMA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,12,12
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,5,5
CKOCHAS,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,30,30
CLIZA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,3,3
COCAPATA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,21,21
COCHABAMBA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,2,2
"COLCHA ""K""",atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,8,8
COLLANA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,2,2
COLQUECHACA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,30,30
COLQUENCHA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,8,8
COLQUIRI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,27,27
COMANCHE,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,7,7
COMBAYA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,1,1
COPACABANA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,1,1
CORIPATA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,2,2
CORO CORO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,11,11
COROICO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,2,2
CORQUE,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,5,5
COTAGAITA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-08-01,9,9
