,group,variable,month,NRO DE TELECONSULTAS S < A 6 MESES,NRO DE TELECONSULTAS S < A 6 MESES,NRO DE TELECONSULTAS S 6 MESES < 1 AÑO,NRO DE TELECONSULTAS S 6 MESES < 1 AÑO,NRO DE TELECONSULTAS S 1 A 4 AÑOS,NRO DE TELECONSULTAS S 1 A 4 AÑOS,NRO DE TELECONSULTAS S 5 A 9 AÑOS,NRO DE TELECONSULTAS S 5 A 9 AÑOS,NRO DE TELECONSULTAS S 10 A 14 AÑOS,NRO DE TELECONSULTAS S 10 A 14 AÑOS,NRO DE TELECONSULTAS S 15 A 19 AÑOS,NRO DE TELECONSULTAS S 15 A 19 AÑOS,NRO DE TELECONSULTAS S 20 A 39 AÑOS,NRO DE TELECONSULTAS S 20 A 39 AÑOS,NRO DE TELECONSULTAS S 40 A 49 AÑOS,NRO DE TELECONSULTAS S 40 A 49 AÑOS,NRO DE TELECONSULTAS S 50 A 59 AÑOS,NRO DE TELECONSULTAS S 50 A 59 AÑOS,NRO DE TELECONSULTAS S 60 A MAS,NRO DE TELECONSULTAS S 60 A MAS,TOTALES,TOTALES,TOTALES
CORQUE,telesalud,nro de teleconsultas s,2024-07-01,0,0,0,2,0,0,0,0,0,3,0,1,1,6,0,0,0,0,0,1,1,13,14
CULPINA,telesalud,nro de teleconsultas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,45,15,45,60
CURVA,telesalud,nro de teleconsultas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,8,8
EL CHORO,telesalud,nro de teleconsultas s,2024-07-01,0,0,0,0,0,0,0,0,0,3,0,2,2,0,0,0,0,0,0,0,2,5,7
EL VILLAR,telesalud,nro de teleconsultas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,2,0,0,0,2,12,14
GAIOC JATUN AYLLU YURA,telesalud,nro de teleconsultas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,3,0,0,0,4,0,17,17
HUACARETA,telesalud,nro de teleconsultas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,11
HUACAYA (VILLA DE HUACAYA),telesalud,nro de teleconsultas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,8,23,20,12,4,0,12,0,0,35,44,79
HUACHACALLA,telesalud,nro de teleconsultas s,2024-07-01,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,2,1,0,1,2,3,7,10
HUARINA,telesalud,nro de teleconsultas s,2024-07-01,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,2,2,4
ICLA,telesalud,nro de teleconsultas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,15,0,15
IRUPANA (VILLA DE LANZA),telesalud,nro de teleconsultas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,5,5
LA PAZ,telesalud,nro de teleconsultas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,4,4
LAS CARRERAS,telesalud,nro de teleconsultas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,19,25,19,44
LLALLAGUA,telesalud,nro de teleconsultas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,7
MACHACAMARCA,telesalud,nro de teleconsultas s,2024-07-01,0,0,0,0,0,0,0,1,0,0,3,4,0,2,1,0,0,1,3,3,7,11,18
MACHARETI,telesalud,nro de teleconsultas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,2,2,6,0,0,1,0,5,1,8,9,17
MOCOMOCO,telesalud,nro de teleconsultas s,2024-07-01,0,0,1,0,1,0,1,0,0,0,0,2,2,0,1,0,0,0,0,1,6,3,9
MOJINETE,telesalud,nro de teleconsultas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,2
NUEVO MANOA (NUEVA ESPERANZA),telesalud,nro de teleconsultas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3
OCURI,telesalud,nro de teleconsultas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,5,0,5,15,20
OMEREQUE,telesalud,nro de teleconsultas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
PAMPA AULLAGAS,telesalud,nro de teleconsultas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,1,4,3,7
PUERTO VILLARROEL,telesalud,nro de teleconsultas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,2,0,0,0,0,2,4,6
ROBORE,telesalud,nro de teleconsultas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SAMAIPATA,telesalud,nro de teleconsultas s,2024-07-01,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2
SAN AGUSTIN,telesalud,nro de teleconsultas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
SAN ANTONIO DE LOMERIO,telesalud,nro de teleconsultas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
SAN BENITO,telesalud,nro de teleconsultas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,2,0,0,0,10,8,18
SAN LUCAS,telesalud,nro de teleconsultas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,2,2,4
SAN PEDRO DE QUEMES,telesalud,nro de teleconsultas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,6,9,15
SANTUARIO DE QUILLACAS,telesalud,nro de teleconsultas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
SENA,telesalud,nro de teleconsultas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
SOPACHUY,telesalud,nro de teleconsultas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,5
SUCRE,telesalud,nro de teleconsultas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,4,4
TAHUA,telesalud,nro de teleconsultas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,2
TARATA,telesalud,nro de teleconsultas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,2,2,4
TARVITA,telesalud,nro de teleconsultas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,30,0,13,0,0,0,0,0,0,0,43,43
TOCO,telesalud,nro de teleconsultas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,2,1,2,4,7,11
TOLATA,telesalud,nro de teleconsultas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,1,0,0,0,0,4,4,8
TUPIZA,telesalud,nro de teleconsultas s,2024-07-01,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,2,4,3,14,17
VALLEGRANDE,telesalud,nro de teleconsultas s,2024-07-01,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,1,2,2,7,9
VILA VILA,telesalud,nro de teleconsultas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,1,0,8,8
VILLA NUEVA (LOMA ALTA),telesalud,nro de teleconsultas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
VILLA SERRANO,telesalud,nro de teleconsultas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,2
VILLA VACA GUZMAN (MUYUPAMPA),telesalud,nro de teleconsultas s,2024-07-01,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,5,0,17,5,22
VINTO,telesalud,nro de teleconsultas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,10,0,10
YOTALA,telesalud,nro de teleconsultas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3
ALALAY,telesalud,nro de teleconsultas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,2,2,1,6,6,12
ALCALA,telesalud,nro de teleconsultas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,2,2,4
ANCORAIMES,telesalud,nro de teleconsultas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,1,2,3,5,7,12
ANDAMARCA,telesalud,nro de teleconsultas s,2024-08-01,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,7,13,20
ATOCHA,telesalud,nro de teleconsultas s,2024-08-01,1,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,1,0,0,3,5,6,11
AYO AYO,telesalud,nro de teleconsultas s,2024-08-01,0,0,0,0,0,0,0,0,1,1,0,0,1,2,0,1,0,0,1,1,3,5,8
BATALLAS,telesalud,nro de teleconsultas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,0,0,0,0,0,0,9,9
BELEN DE ANDAMARCA,telesalud,nro de teleconsultas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,4,0,6,6,10,12,22
BELEN DE URMIRI,telesalud,nro de teleconsultas s,2024-08-01,0,2,0,0,0,0,0,3,0,0,0,5,0,0,0,3,0,3,0,0,0,16,16
BERMEJO,telesalud,nro de teleconsultas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,2
BETANZOS,telesalud,nro de teleconsultas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,7,4,1,2,3,1,5,4,16,11,27
"CAIZA ""D""",telesalud,nro de teleconsultas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,9,3,12
CAMATAQUI (C. VILLA ABECIA),telesalud,nro de teleconsultas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,2,4,2,2,2,2,0,0,2,8,8,16
CARMEN RIVERO TORREZ,telesalud,nro de teleconsultas s,2024-08-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2,3
CKOCHAS,telesalud,nro de teleconsultas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,3,0,14,14
COBIJA,telesalud,nro de teleconsultas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
"COLCHA ""K""",telesalud,nro de teleconsultas s,2024-08-01,0,0,0,0,1,0,1,0,1,1,0,0,0,8,0,0,0,5,2,1,5,15,20
COLLANA,telesalud,nro de teleconsultas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
COLQUECHACA,telesalud,nro de teleconsultas s,2024-08-01,1,1,0,0,3,1,0,0,0,0,0,0,3,4,0,0,3,1,0,0,10,7,17
CULPINA,telesalud,nro de teleconsultas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27,27,27,54
CURVA,telesalud,nro de teleconsultas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,1,0,0,0,10,10
EL PUENTE(TJA),telesalud,nro de teleconsultas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,3,3
GAIOC JATUN AYLLU YURA,telesalud,nro de teleconsultas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,3,3
GRAL. J.J. PEREZ (CHARAZANI),telesalud,nro de teleconsultas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,3,6
GUAQUI,telesalud,nro de teleconsultas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
HUACARETA,telesalud,nro de teleconsultas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,2,9,2,11
HUACAYA (VILLA DE HUACAYA),telesalud,nro de teleconsultas s,2024-08-01,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,8,8
HUACHACALLA,telesalud,nro de teleconsultas s,2024-08-01,0,1,0,0,0,1,0,0,0,1,0,2,1,3,2,0,1,3,1,0,5,11,16
HUARINA,telesalud,nro de teleconsultas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,2
ICLA,telesalud,nro de teleconsultas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,16,0,16
INCAHUASI,telesalud,nro de teleconsultas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,27,27
IRUPANA (VILLA DE LANZA),telesalud,nro de teleconsultas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,1,4,5
LAS CARRERAS,telesalud,nro de teleconsultas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,10
LLICA,telesalud,nro de teleconsultas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
MACHACAMARCA,telesalud,nro de teleconsultas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,5,5
MACHARETI,telesalud,nro de teleconsultas s,2024-08-01,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,1,2,2,3,6,7,13
MOCOMOCO,telesalud,nro de teleconsultas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2,1,3
MOJINETE,telesalud,nro de teleconsultas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,5,5
NAZACARA DE PACAJES,telesalud,nro de teleconsultas s,2024-08-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),telesalud,nro de teleconsultas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,4,1,5
OMEREQUE,telesalud,nro de teleconsultas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4
PALCA,telesalud,nro de teleconsultas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
PELECHUCO,telesalud,nro de teleconsultas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,0,0,0,0,1,4,5
POCOATA,telesalud,nro de teleconsultas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,4,2,3,0,0,0,0,0,0,2,7,9
PUERTO CARABUCO,telesalud,nro de teleconsultas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
PUERTO GONZALO MORENO,telesalud,nro de teleconsultas s,2024-08-01,0,0,0,0,0,0,0,0,0,2,0,2,0,1,2,0,1,0,0,0,3,5,8
PUERTO VILLARROEL,telesalud,nro de teleconsultas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,3,3
QUIABAYA,telesalud,nro de teleconsultas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2
RAVELO,telesalud,nro de teleconsultas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,8,0,11,0,5,0,8,0,0,0,32,32
SAMAIPATA,telesalud,nro de teleconsultas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,2,0,2,5,7
SAN AGUSTIN,telesalud,nro de teleconsultas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,4,2,2,2,13,8,21
SAN ANTONIO DE LOMERIO,telesalud,nro de teleconsultas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
SAN BENITO,telesalud,nro de teleconsultas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,6,15,5,5,5,0,0,0,16,20,36
SAN PEDRO DE QUEMES,telesalud,nro de teleconsultas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,4,14,0,0,0,0,0,8,4,22,26
SAN RAMON BENI,telesalud,nro de teleconsultas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2
SANTIAGO DE CALLAPA,telesalud,nro de teleconsultas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SIPE SIPE,telesalud,nro de teleconsultas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,2
SOPACHUY,telesalud,nro de teleconsultas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,0,0,3,2,5
SUCRE,telesalud,nro de teleconsultas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,1,0,4,2,0,0,0,0,0,0,5,2,7
TACACOMA,telesalud,nro de teleconsultas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2
TAHUA,telesalud,nro de teleconsultas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,2
TARATA,telesalud,nro de teleconsultas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,4,1,5
TARIJA,telesalud,nro de teleconsultas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
TARVITA,telesalud,nro de teleconsultas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,30,10,30,0,0,0,0,0,0,10,60,70
TOCO,telesalud,nro de teleconsultas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,2,3,4,7
TOLATA,telesalud,nro de teleconsultas s,2024-08-01,0,0,0,0,0,0,1,0,0,4,0,2,7,3,1,2,0,0,0,0,9,11,20
UNCIA,telesalud,nro de teleconsultas s,2024-08-01,0,0,0,0,0,2,0,0,1,0,0,0,6,10,0,1,0,0,0,0,7,13,20
VALLEGRANDE,telesalud,nro de teleconsultas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,1,4,5
VILLA NUEVA (LOMA ALTA),telesalud,nro de teleconsultas s,2024-08-01,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,6,0,6
VILLA SERRANO,telesalud,nro de teleconsultas s,2024-08-01,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,2,1,2,0,1,3,8,11
VILLA VACA GUZMAN (MUYUPAMPA),telesalud,nro de teleconsultas s,2024-08-01,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,12,12
VITICHI,telesalud,nro de teleconsultas s,2024-08-01,0,0,0,0,0,0,0,0,0,3,3,0,0,3,5,5,1,3,1,6,10,20,30
YAMPARAEZ,telesalud,nro de teleconsultas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
ACHOCALLA,telesalud,nro de teleconsultas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,2,2,5,7
ALALAY,telesalud,nro de teleconsultas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,2,0,3,3,6,9
ANCORAIMES,telesalud,nro de teleconsultas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,2,1,5,6
ATOCHA,telesalud,nro de teleconsultas s,2024-09-01,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,5,8
AYO AYO,telesalud,nro de teleconsultas s,2024-09-01,0,2,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,3,2,4,8,12
BELEN DE ANDAMARCA,telesalud,nro de teleconsultas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,4,0,6,6,10,12,22
BETANZOS,telesalud,nro de teleconsultas s,2024-09-01,0,0,0,0,0,2,0,0,0,0,0,3,10,7,0,3,1,1,7,5,18,21,39
"CAIZA ""D""",telesalud,nro de teleconsultas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,4,7,0,7,8,15
CAMATAQUI (C. VILLA ABECIA),telesalud,nro de teleconsultas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,2,4,9,0,0,2,0,0,0,6,11,17
CARIPUYO,telesalud,nro de teleconsultas s,2024-09-01,0,0,2,0,0,0,0,0,1,1,0,1,1,3,2,0,1,2,3,1,10,8,18
CHACARILLA,telesalud,nro de teleconsultas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,2
"COLCHA ""K""",telesalud,nro de teleconsultas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
COLLANA,telesalud,nro de teleconsultas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
COLQUIRI,telesalud,nro de teleconsultas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
CULPINA,telesalud,nro de teleconsultas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,11
EL CHORO,telesalud,nro de teleconsultas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
GRAL. J.J. PEREZ (CHARAZANI),telesalud,nro de teleconsultas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,3,0,0,0,6,6,12
HUACARETA,telesalud,nro de teleconsultas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3
HUACAYA (VILLA DE HUACAYA),telesalud,nro de teleconsultas s,2024-09-01,0,0,0,0,0,0,0,0,0,4,0,0,0,17,0,0,0,4,0,0,0,25,25
HUACHACALLA,telesalud,nro de teleconsultas s,2024-09-01,0,0,0,0,1,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,2,3,5
ICLA,telesalud,nro de teleconsultas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,1,2,0,0,0,2,6,8
IRUPANA (VILLA DE LANZA),telesalud,nro de teleconsultas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,1,4,4,6,10
LICOMA PAMPA,telesalud,nro de teleconsultas s,2024-09-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
MACHACAMARCA,telesalud,nro de teleconsultas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,6,6
MACHARETI,telesalud,nro de teleconsultas s,2024-09-01,0,0,0,0,0,0,0,0,1,0,0,2,0,5,0,1,0,1,2,1,3,10,13
MOJINETE,telesalud,nro de teleconsultas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,4,2,6,8
OMEREQUE,telesalud,nro de teleconsultas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,5,5
PALCA,telesalud,nro de teleconsultas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,2
PELECHUCO,telesalud,nro de teleconsultas s,2024-09-01,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,4
POCOATA,telesalud,nro de teleconsultas s,2024-09-01,0,0,0,0,4,0,4,0,0,0,0,2,0,4,0,0,0,0,0,0,8,6,14
POOPO,telesalud,nro de teleconsultas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,2,0,1,5,3,11,14
POROMA,telesalud,nro de teleconsultas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
PUERTO CARABUCO,telesalud,nro de teleconsultas s,2024-09-01,0,0,0,0,2,0,0,0,0,0,0,2,1,3,0,0,0,1,0,0,3,6,9
PUNA,telesalud,nro de teleconsultas s,2024-09-01,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
QUIABAYA,telesalud,nro de teleconsultas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,5,5
RAVELO,telesalud,nro de teleconsultas s,2024-09-01,0,1,0,0,0,0,0,0,0,0,3,0,5,9,6,0,0,0,0,0,14,10,24
ROBORE,telesalud,nro de teleconsultas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
SACABAMBA,telesalud,nro de teleconsultas s,2024-09-01,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,3
SAMAIPATA,telesalud,nro de teleconsultas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN AGUSTIN,telesalud,nro de teleconsultas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,4,0,0,2,9,6,15
SAN ANTONIO DE LOMERIO,telesalud,nro de teleconsultas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,3,4
SAN BENITO,telesalud,nro de teleconsultas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,2,15,5,5,5,0,0,0,12,20,32
SAN PABLO DE LIPEZ,telesalud,nro de teleconsultas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,7
SAN PEDRO DE QUEMES,telesalud,nro de teleconsultas s,2024-09-01,0,0,0,0,0,0,0,0,5,0,0,0,0,8,0,5,0,0,0,7,5,20,25
SANTA ROSA DEL SARA,telesalud,nro de teleconsultas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2
SOPACHUY,telesalud,nro de teleconsultas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,2,0,11,11
SORATA,telesalud,nro de teleconsultas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,2,0,27,0,5,0,8,0,4,0,46,46
SUCRE,telesalud,nro de teleconsultas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,1,1,2,3,0,0,0,0,0,0,3,4,7
TAHUA,telesalud,nro de teleconsultas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
