,group,variable,month,NRO DE TELEINTERCONSULTAS GENERADAS N < A 6 MESES,NRO DE TELEINTERCONSULTAS GENERADAS N < A 6 MESES,NRO DE TELEINTERCONSULTAS GENERADAS N 6 MESES < 1 AÑO,NRO DE TELEINTERCONSULTAS GENERADAS N 6 MESES < 1 AÑO,NRO DE TELEINTERCONSULTAS GENERADAS N 1 A 4 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS N 1 A 4 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS N 5 A 9 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS N 5 A 9 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS N 10 A 14 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS N 10 A 14 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS N 15 A 19 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS N 15 A 19 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS N 20 A 39 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS N 20 A 39 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS N 40 A 49 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS N 40 A 49 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS N 50 A 59 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS N 50 A 59 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS N 60 A MAS,NRO DE TELEINTERCONSULTAS GENERADAS N 60 A MAS,TOTALES,TOTALES,TOTALES
SANTA CRUZ DE LA SIERRA,telesalud,nro de teleinterconsultas generadas n,2024-07-01,0,0,0,0,0,0,0,1,0,0,0,3,0,14,1,10,3,7,3,6,7,41,48
SANTIAGO DE CALLAPA,telesalud,nro de teleinterconsultas generadas n,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,13,13
SANTIAGO DE HUARI,telesalud,nro de teleinterconsultas generadas n,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,3
SANTUARIO DE QUILLACAS,telesalud,nro de teleinterconsultas generadas n,2024-07-01,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2
SENA,telesalud,nro de teleinterconsultas generadas n,2024-07-01,0,0,0,0,0,0,0,0,0,0,1,1,0,9,0,2,0,0,1,0,2,12,14
SICA SICA (VILLA AROMA),telesalud,nro de teleinterconsultas generadas n,2024-07-01,0,0,1,0,1,0,0,0,0,2,0,2,0,21,0,1,0,0,3,0,5,26,31
SOPACHUY,telesalud,nro de teleinterconsultas generadas n,2024-07-01,0,0,0,0,0,0,0,0,0,0,1,0,1,5,0,1,1,1,1,1,4,8,12
SORACACHI,telesalud,nro de teleinterconsultas generadas n,2024-07-01,0,0,1,0,2,3,0,0,0,0,0,0,1,0,1,0,0,0,4,0,9,3,12
SORATA,telesalud,nro de teleinterconsultas generadas n,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,3,0,27,0,6,0,7,0,4,0,47,47
TACACHI,telesalud,nro de teleinterconsultas generadas n,2024-07-01,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,3,3,5,8
TACACOMA,telesalud,nro de teleinterconsultas generadas n,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,4,0,19,0,4,0,2,0,0,0,29,29
TAHUA,telesalud,nro de teleinterconsultas generadas n,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,1,0,2,3,4,8,12
TARACO,telesalud,nro de teleinterconsultas generadas n,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,2,2,0,0,2,14,16
TARATA,telesalud,nro de teleinterconsultas generadas n,2024-07-01,0,0,0,0,0,0,1,1,0,0,0,2,2,5,1,0,0,1,5,4,9,13,22
TARIJA,telesalud,nro de teleinterconsultas generadas n,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,5,0,5
TARVITA,telesalud,nro de teleinterconsultas generadas n,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,1,1,2,5,7
TOCO,telesalud,nro de teleinterconsultas generadas n,2024-07-01,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,2,0,5,9,4,10,14,24
TOLATA,telesalud,nro de teleinterconsultas generadas n,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,2,3
TOMINA,telesalud,nro de teleinterconsultas generadas n,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
TOTORA(CBBA),telesalud,nro de teleinterconsultas generadas n,2024-07-01,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,2,3,5
TRINIDAD,telesalud,nro de teleinterconsultas generadas n,2024-07-01,0,0,0,0,1,1,2,3,2,0,0,0,0,3,2,0,0,0,2,1,9,8,17
TUPIZA,telesalud,nro de teleinterconsultas generadas n,2024-07-01,0,0,1,0,0,0,0,0,0,0,0,2,0,14,0,12,0,6,0,2,1,36,37
TURCO,telesalud,nro de teleinterconsultas generadas n,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,1,0,9,1,0,0,1,1,3,2,14,16
UNCIA,telesalud,nro de teleinterconsultas generadas n,2024-07-01,0,0,0,0,2,1,1,1,1,0,0,2,4,7,2,3,0,0,2,3,12,17,29
URIONDO (A. CONCEPCION),telesalud,nro de teleinterconsultas generadas n,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,6,8,4,0,4,4,8,0,4,12,26,38
VACAS,telesalud,nro de teleinterconsultas generadas n,2024-07-01,0,0,0,0,0,0,0,0,0,1,5,11,0,10,1,2,1,0,1,4,8,28,36
VALLEGRANDE,telesalud,nro de teleinterconsultas generadas n,2024-07-01,0,0,0,0,0,0,0,0,0,2,1,0,3,3,0,4,0,3,0,0,4,12,16
VIACHA,telesalud,nro de teleinterconsultas generadas n,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,2,3,5,7,12
VILA VILA,telesalud,nro de teleinterconsultas generadas n,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,1,0,8,8
VILLA MONTES,telesalud,nro de teleinterconsultas generadas n,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,6,6,8,3,1,5,0,0,15,14,29
VILLA NUEVA (LOMA ALTA),telesalud,nro de teleinterconsultas generadas n,2024-07-01,0,0,0,0,0,0,0,0,1,1,0,1,1,5,1,0,0,0,1,0,4,7,11
VILLA SERRANO,telesalud,nro de teleinterconsultas generadas n,2024-07-01,0,0,0,0,0,0,1,0,0,1,0,4,3,4,1,3,3,2,7,7,15,21,36
VILLA TUNARI,telesalud,nro de teleinterconsultas generadas n,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,0,0,1,0,0,2,7,9
VILLA VACA GUZMAN (MUYUPAMPA),telesalud,nro de teleinterconsultas generadas n,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,1,2,0,2,6,8
VINTO,telesalud,nro de teleinterconsultas generadas n,2024-07-01,0,0,0,0,0,0,0,0,1,0,0,1,2,2,1,2,4,5,6,5,14,15,29
WALDO BALLIVIAN,telesalud,nro de teleinterconsultas generadas n,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,3,0,18,0,7,0,1,0,0,0,29,29
WARNES,telesalud,nro de teleinterconsultas generadas n,2024-07-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,4,0,0,0,0,4,4,8
YAMPARAEZ,telesalud,nro de teleinterconsultas generadas n,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
YANACACHI,telesalud,nro de teleinterconsultas generadas n,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,2,5,3,9,12
YAPACANI,telesalud,nro de teleinterconsultas generadas n,2024-07-01,0,0,0,0,0,0,0,0,0,0,1,2,1,11,1,5,1,1,3,4,7,23,30
YOTALA,telesalud,nro de teleinterconsultas generadas n,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1,2,3,5,2,3,7,18,25
YUNCHARA,telesalud,nro de teleinterconsultas generadas n,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,2,3
ZUDAÑEZ,telesalud,nro de teleinterconsultas generadas n,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,1,2,4,1,4,2,1,3,4,8,14,22
ACACIO,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,1,0,0,0,0,2,0,1,0,5,0,0,0,0,0,3,1,11,12
ACHOCALLA,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,6,0,0,0,0,0,0,0,0,0,0,0,11,0,4,2,0,3,2,5,23,28
AIQUILE,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,1,0,1,0,0,0,0,0,3,2,0,1,1,1,3,6,9,10,19
ALCALA,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,2,1,0,8,0,4,1,3,4,3,7,19,26
ANCORAIMES,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,1,0,5,3,6,9,15
ANDAMARCA,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,3,0,0,0,0,0,0,0,2,12,0,1,0,2,1,7,6,22,28
ANZALDO,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,1,0,16,0,0,0,0,3,2,3,19,22
ARAMPAMPA,telesalud,nro de teleinterconsultas generadas n,2024-08-01,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,2,3,5
ARQUE,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,1,0,0,0,0,1,0,7,0,3,0,0,0,3,1,14,15
ASCENCION DE GUARAYOS,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1,0,0,1,2,2,7,9
ATOCHA,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,2,0,2,0,1,1,0,0,0,0,1,2,9,0,1,1,0,0,1,4,17,21
AYATA,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,1,0,0,0,0,1,4,0,0,0,0,0,0,0,0,1,5,6
AYO AYO,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,2,0,0,2,0,0,0,0,0,0,2,0,15,0,2,0,1,2,3,4,25,29
AZURDUY,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
BATALLAS,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,1,0,0,0,0,0,2,0,1,0,7,0,26,0,0,0,2,0,0,0,39,39
BAURES,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,2,1,2,1,0,5,7,12
BELEN DE ANDAMARCA,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,1,0,0,0,0,1,0,6,0,0,6,0,1,4,8,11,19
BELEN DE URMIRI,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2
BELLA FLOR,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0,0,1,0,2,6,8
BERMEJO,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
BETANZOS,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,1,4,4,10,1,2,2,3,6,6,14,25,39
BOLPEBRA,telesalud,nro de teleinterconsultas generadas n,2024-08-01,1,0,0,0,0,0,0,0,1,0,0,0,0,9,0,3,0,5,0,2,2,19,21
BOYUIBE,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,0,0,0,2,0,0,3,2,0,1,4,3,2,8,9,16,25
"CAIZA ""D""",telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,1,0,0,1,0,0,0,1,0,0,2,1,0,0,2,0,2,3,7,10
CAJUATA,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,1,0,30,0,9,0,6,0,3,0,49,49
CAMATAQUI (C. VILLA ABECIA),telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,1,2,4,0,6,1,1,2,6,5,18,23
CAMIRI,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,2,3,5
CAQUIAVIRI,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,2,0,0,3,1,3,17,20
CARAPARI,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,1,2,0,10,1,11
CARIPUYO,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,2,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,2,0,5,10,15
CARMEN RIVERO TORREZ,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,3,4
CATACORA,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0,2,0,2,0,14,14
CHACARILLA,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,1,0,0,0,0,0,0,0,0,4,0,4,1,0,0,0,1,0,3,8,11
CHIMORE,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,0,1,0,0,4,4,2,13,0,4,0,1,2,5,8,28,36
CHIPAYA,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,5,5
CHOQUE COTA,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,2,0,0,1,1,0,1,0,1,1,0,1,0,0,1,0,6,3,9
CHUQUIHUTA AYLLU JUCUMANI,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,6,0,10,1,3,0,0,0,0,1,19,20
CKOCHAS,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,2,3,1,0,0,1,0,10,0,0,0,0,0,5,3,19,22
COBIJA,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
COCAPATA,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,9,1,15,16
COLCAPIRHUA,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,1,1,6,4,8,5,21,26
"COLCHA ""K""",telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,1,0,0,1,0,0,3,5,0,2,0,1,0,2,4,11,15
COLLANA,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,0,0,1,0,1,1,1,14,1,4,0,0,0,2,4,21,25
COLOMI,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,1,0,0,0,0,0,0,0,1,0,1,4,2,2,1,0,0,1,5,7,11,18
COLPA BELGICA,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2,2,4
COLQUECHACA,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,3,1,0,10,2,0,2,0,1,0,0,2,8,0,0,0,0,0,0,13,16,29
COLQUIRI,telesalud,nro de teleinterconsultas generadas n,2024-08-01,1,2,3,7,7,12,9,20,5,3,0,0,0,2,0,0,2,0,0,0,27,46,73
CONCEPCION,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,1,0,2,2,0,1,0,0,0,0,1,2,2,0,2,1,3,8,11,14,25
CORQUE,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,2,0,0,0,0,2,0,3,0,4,0,0,4,5,6,14,20
COTOCA,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,1,0,30,0,13,0,4,0,2,0,50,50
CRUZ DE MACHACAMARCA,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,0,0,1,0,0,1,5,4,3,1,3,1,11,11,23,18,41
CUATRO CAÑADAS,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,3,0,41,0,15,0,9,0,1,0,69,69
CULPINA,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,2,2,4
CURAHUARA DE CARANGAS,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,2,0,3,2,2,0,1,3,1,5,9,14
CURVA,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,1,0,0,3,3,6
EL ALTO,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,3,1,2,0,0,1,0,1,1,5,2,6,16,1,15,3,6,8,9,26,54,80
EL CHORO,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,13,15,15,18,33
EL PUENTE(STC),telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,3,0,5,1,8,6,14
EL PUENTE(TJA),telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,2,0,0,0,0,0,3,9,1,0,0,0,4,0,14,9,24,33
EL TORNO,telesalud,nro de teleinterconsultas generadas n,2024-08-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
EL VILLAR,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,3,10,5,10,0,0,0,0,8,20,28
ENTRE RIOS CBBA,telesalud,nro de teleinterconsultas generadas n,2024-08-01,1,0,0,0,0,0,0,0,1,0,0,0,6,10,2,0,1,2,0,1,11,13,24
ESCARA,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,7,7,14
ESCOMA,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,1,1,9,0,1,0,1,0,0,1,12,13
ESMERALDA,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,4,3,4,7,11
FERNANDEZ ALONSO,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,2,1,5,0,5,1,6,0,6,2,24,26
GAIOC JATUN AYLLU YURA,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,4,6,5,9,14
GENERAL SAAVEDRA,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,1,1,15,0,4,1,4,1,2,3,26,29
GRAL. J.J. PEREZ (CHARAZANI),telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,1,0,0,0,0,0,0,4,0,24,0,0,0,0,1,1,2,29,31
GUAQUI,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,3,1,2,0,1,0,0,0,0,0,4,0,14,1,2,1,1,3,7,6,34,40
HUACARETA,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
HUACAYA (VILLA DE HUACAYA),telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,0,2,0,0,0,10,2,0,0,0,0,0,3,3,5,15,20
HUACHACALLA,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,1,0,4,7,8,12,20
HUARINA,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,1,0,0,0,0,0,0,3,1,31,0,7,0,0,0,1,2,42,44
HUATAJATA,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,1,0,0,1,0,0,0,17,0,0,0,0,1,0,2,18,20
HUMANATA,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,2,0,0,1,5,1,13,14
ICHOCA,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,5,0,20,0,0,0,5,0,11,0,41,41
INCAHUASI,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,1,3,1,7,6,13
INQUISIVI,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,2,0,1,0,1,0,0,0,7,0,2,0,0,3,2,3,15,18
IRUPANA (VILLA DE LANZA),telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,1,1,0,1,0,2,0,1,2,2,2,2,3,3,6,10,14,22,36
JESUS DE MACHACA,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,0,2,0,0,0,0,0,13,0,4,0,0,1,0,1,19,20
LA ASUNTA,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,1,2,3,13,1,3,0,4,1,1,6,23,29
LA GUARDIA,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,3,5,3,8
LA PAZ,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,1,2,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,2,6
LA RIVERA,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,1,1,1,5,6
LAGUNILLAS,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,0,2,0,0,0,2,1,9,0,0,1,2,1,0,3,15,18
LAS CARRERAS,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,0,0,0,2,0,1,4,3,1,0,0,0,1,15,6,21,27
LICOMA PAMPA,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,2,0,0,0,0,5,0,13,0,3,1,2,0,3,3,26,29
LLICA,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,1,0,0,0,0,0,0,3,0,5,0,0,1,1,1,1,3,10,13
LORETO,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,0,0,0,2,0,2,0,11,0,0,0,0,1,1,1,16,17
LURIBAY,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,2,0,7,4,11
MACHACAMARCA,telesalud,nro de teleinterconsultas generadas n,2024-08-01,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,2,2,3,7,10
MACHARETI,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,2,0,0,0,0,0,3,6,0,0,2,5,4,6,11,17,28
MAIRANA,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,1,1,13,0,3,0,3,0,0,1,20,21
MIZQUE,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,1,1,0,6,6,13,19
MOCOMOCO,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,1,0,0,0,0,1,0,6,0,0,0,2,0,1,1,10,11
MOJINETE,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,3,1,5,6
MOJOCOYA,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,2,5,4,2,7,12,19
MONTEAGUDO,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3
NACEBE (SANTA ROSA DEL ABUNA),telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,1,0,2,4,6,10
NAZACARA DE PACAJES,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,3
OCURI,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,1,2,0,9,2,0,0,0,0,0,3,11,14
OKINAWA,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,0,0,0,1,1,5,0,69,0,39,0,27,0,6,1,147,148
OMEREQUE,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,2,0,0,0,0,0,0,0,2,4,0,1,0,2,0,3,4,10,14
ORURO,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,1,1,2,14,0,7,0,3,5,4,8,29,37
PADILLA,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
PAILON,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,3,4,5,4,12,11,23
PALCA,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,1,0,0,0,1,0,10,10
PAMPA GRANDE,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,1,1,1,7,8
PAPEL PAMPA,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,2,0,2,0,0,0,10,10
PELECHUCO,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,1,0,1,0,0,0,0,0,1,0,3,0,3,0,2,0,0,0,11,11
POCOATA,telesalud,nro de teleinterconsultas generadas n,2024-08-01,2,0,0,1,0,0,0,0,0,0,0,4,1,7,0,2,1,0,0,0,4,14,18
PORCO,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,1,1,1,2,0,0,0,1,5,8,0,4,0,0,1,0,8,16,24
POROMA,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,2,0,0,0,0,0,3,0,5,1,2,2,0,5,1,8,13,21
PORTACHUELO,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,1,2,0,2,0,0,0,0,5,30,4,7,4,10,20,31,34,82,116
PORVENIR,telesalud,nro de teleinterconsultas generadas n,2024-08-01,0,0,0,0,0,0,0,0,1,3,1,0,1,4,4,6,2,1,3,1,12,15,27
