,group,variable,month,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES < A 6 MESES,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES < A 6 MESES,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 6 MESES < 1 AÑO,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 6 MESES < 1 AÑO,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 1 A 4 AÑOS,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 1 A 4 AÑOS,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 5 A 9 AÑOS,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 5 A 9 AÑOS,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 10 A 14 AÑOS,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 10 A 14 AÑOS,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 15 A 19 AÑOS,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 15 A 19 AÑOS,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 20 A 39 AÑOS,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 20 A 39 AÑOS,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 40 A 49 AÑOS,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 40 A 49 AÑOS,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 50 A 59 AÑOS,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 50 A 59 AÑOS,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 60 A MAS,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 60 A MAS,TOTALES,TOTALES,TOTALES
SANTIAGO DE MACHACA,telesalud,teledispositivos monitor de signos vitales,2024-04-01,0,0,0,0,5,5,10,10,0,6,0,0,0,0,0,0,0,0,0,1,15,22,37
SIPE SIPE,telesalud,teledispositivos monitor de signos vitales,2024-04-01,0,1,0,0,1,0,0,0,0,0,0,2,1,7,1,3,2,4,1,11,6,28,34
SORACACHI,telesalud,teledispositivos monitor de signos vitales,2024-04-01,0,1,2,0,6,1,0,2,0,0,0,0,0,4,0,2,0,2,5,6,13,18,31
TARATA,telesalud,teledispositivos monitor de signos vitales,2024-04-01,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,2,0,4,4,10,7,18,25
TARVITA,telesalud,teledispositivos monitor de signos vitales,2024-04-01,6,4,4,7,34,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,44,37,81
TIAHUANACU,telesalud,teledispositivos monitor de signos vitales,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,3,0,0,11,3,11,21,32
TOCO,telesalud,teledispositivos monitor de signos vitales,2024-04-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,1,1,4,3,7
TODOS SANTOS,telesalud,teledispositivos monitor de signos vitales,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
TOLATA,telesalud,teledispositivos monitor de signos vitales,2024-04-01,7,0,1,2,3,8,2,0,3,1,32,1,0,17,1,2,2,0,7,9,58,40,98
TOMINA,telesalud,teledispositivos monitor de signos vitales,2024-04-01,0,0,0,1,3,2,0,0,7,4,5,3,5,6,15,18,16,6,5,11,56,51,107
TORO TORO,telesalud,teledispositivos monitor de signos vitales,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,2,3,0,2,3,11,14
UNCIA,telesalud,teledispositivos monitor de signos vitales,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,1,0,2,4,6
URUBICHA,telesalud,teledispositivos monitor de signos vitales,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,4,2,1,2,3,8,11,19
UYUNI,telesalud,teledispositivos monitor de signos vitales,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,1,3,6,6,9,12,21
VACAS,telesalud,teledispositivos monitor de signos vitales,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,2,2,4
VILA VILA,telesalud,teledispositivos monitor de signos vitales,2024-04-01,0,0,0,0,0,0,0,0,0,2,2,1,0,1,3,4,0,2,5,0,10,10,20
VILLA CHARCAS,telesalud,teledispositivos monitor de signos vitales,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,4,1,5,2,6,4,18,22
VILLA SERRANO,telesalud,teledispositivos monitor de signos vitales,2024-04-01,1,2,5,2,40,34,0,0,1,0,2,0,3,1,0,0,1,0,5,4,58,43,101
VILLA VACA GUZMAN (MUYUPAMPA),telesalud,teledispositivos monitor de signos vitales,2024-04-01,0,0,0,0,3,3,1,0,0,0,0,0,1,4,3,2,1,3,3,3,12,15,27
VITICHI,telesalud,teledispositivos monitor de signos vitales,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,3,5,6,8,11,18,29
WALDO BALLIVIAN,telesalud,teledispositivos monitor de signos vitales,2024-04-01,0,0,0,0,0,0,8,10,6,9,0,0,0,0,1,0,1,0,0,0,16,19,35
WARNES,telesalud,teledispositivos monitor de signos vitales,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,10,8,0,0,4,13,17,30
YAMPARAEZ,telesalud,teledispositivos monitor de signos vitales,2024-04-01,0,0,0,0,0,0,1,1,1,0,0,0,1,3,0,2,0,1,0,2,3,9,12
ZUDAÑEZ,telesalud,teledispositivos monitor de signos vitales,2024-04-01,0,0,0,0,0,0,0,0,0,0,4,3,3,4,5,4,4,1,7,6,23,18,41
ANDAMARCA,telesalud,teledispositivos monitor de signos vitales,2024-05-01,0,0,0,0,0,0,0,0,0,0,3,5,0,3,0,1,0,0,1,2,4,11,15
APOLO,telesalud,teledispositivos monitor de signos vitales,2024-05-01,0,0,0,0,0,0,0,0,7,11,0,4,0,11,1,3,1,0,2,1,11,30,41
AUCAPATA,telesalud,teledispositivos monitor de signos vitales,2024-05-01,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
AYATA,telesalud,teledispositivos monitor de signos vitales,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,4,4
BETANZOS,telesalud,teledispositivos monitor de signos vitales,2024-05-01,0,0,0,1,0,0,0,1,1,0,0,0,0,5,0,5,4,5,9,9,14,26,40
BOYUIBE,telesalud,teledispositivos monitor de signos vitales,2024-05-01,0,0,0,0,3,0,0,0,0,0,1,0,0,10,7,2,1,7,2,3,14,22,36
CABEZAS,telesalud,teledispositivos monitor de signos vitales,2024-05-01,0,0,0,0,3,1,4,0,1,1,0,0,0,0,0,0,0,2,5,1,13,5,18
"CAIZA ""D""",telesalud,teledispositivos monitor de signos vitales,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2,1,3
CAJUATA,telesalud,teledispositivos monitor de signos vitales,2024-05-01,0,0,0,0,4,5,10,18,2,3,0,0,0,4,0,3,0,0,1,0,17,33,50
CAMARGO,telesalud,teledispositivos monitor de signos vitales,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,6,0,8,0,1,0,35,35
CARANAVI,telesalud,teledispositivos monitor de signos vitales,2024-05-01,0,0,0,0,0,0,1,1,0,2,0,2,3,3,1,0,0,1,4,0,9,9,18
CARAPARI,telesalud,teledispositivos monitor de signos vitales,2024-05-01,0,0,0,0,0,0,1,1,2,0,0,1,3,5,4,0,0,5,8,5,18,17,35
CARIPUYO,telesalud,teledispositivos monitor de signos vitales,2024-05-01,2,1,0,0,0,0,1,0,0,0,2,3,4,7,1,2,1,1,3,2,14,16,30
CHACARILLA,telesalud,teledispositivos monitor de signos vitales,2024-05-01,0,0,0,0,6,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,9,0,9
CHALLAPATA,telesalud,teledispositivos monitor de signos vitales,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,3,3,2,6,6,11,13,24
CHIPAYA,telesalud,teledispositivos monitor de signos vitales,2024-05-01,0,0,0,0,0,0,0,0,0,1,0,0,1,6,0,0,0,0,1,2,2,9,11
CHOQUE COTA,telesalud,teledispositivos monitor de signos vitales,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,3
CHUMA,telesalud,teledispositivos monitor de signos vitales,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,5,5
CHUQUIHUTA AYLLU JUCUMANI,telesalud,teledispositivos monitor de signos vitales,2024-05-01,0,0,0,0,0,0,0,0,0,2,5,0,8,7,0,0,0,3,2,0,15,12,27
CKOCHAS,telesalud,teledispositivos monitor de signos vitales,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,7,7
COLCAPIRHUA,telesalud,teledispositivos monitor de signos vitales,2024-05-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,2,3
"COLCHA ""K""",telesalud,teledispositivos monitor de signos vitales,2024-05-01,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,1,1,4,5
COLLANA,telesalud,teledispositivos monitor de signos vitales,2024-05-01,1,0,4,0,4,1,6,6,4,7,2,3,2,2,4,2,3,1,5,6,35,28,63
COLQUIRI,telesalud,teledispositivos monitor de signos vitales,2024-05-01,4,2,6,5,10,9,12,17,4,4,0,0,1,1,0,0,2,4,0,0,39,42,81
COMARAPA,telesalud,teledispositivos monitor de signos vitales,2024-05-01,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,2,3,5
CORIPATA,telesalud,teledispositivos monitor de signos vitales,2024-05-01,0,0,0,2,0,0,1,0,0,0,0,2,0,2,0,0,0,0,9,3,10,9,19
CORO CORO,telesalud,teledispositivos monitor de signos vitales,2024-05-01,0,0,0,0,2,2,1,5,0,0,1,0,4,7,1,0,3,0,1,2,13,16,29
CULPINA,telesalud,teledispositivos monitor de signos vitales,2024-05-01,0,0,0,0,3,3,0,0,0,0,0,1,1,4,0,1,0,4,0,0,4,13,17
EL CHORO,telesalud,teledispositivos monitor de signos vitales,2024-05-01,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,7,2,8,7,15
EL VILLAR,telesalud,teledispositivos monitor de signos vitales,2024-05-01,0,0,5,10,0,0,0,0,0,0,0,0,0,0,11,19,10,15,4,8,30,52,82
ESCOMA,telesalud,teledispositivos monitor de signos vitales,2024-05-01,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,4
EUREKA (SANTOS MERCADO),telesalud,teledispositivos monitor de signos vitales,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,2
GRAL. J.J. PEREZ (CHARAZANI),telesalud,teledispositivos monitor de signos vitales,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,0,2,0,11,11
GUAQUI,telesalud,teledispositivos monitor de signos vitales,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
HUACARETA,telesalud,teledispositivos monitor de signos vitales,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,2,0,4,2,6
HUACAYA (VILLA DE HUACAYA),telesalud,teledispositivos monitor de signos vitales,2024-05-01,0,0,0,0,0,0,0,0,1,0,0,1,1,11,0,0,0,1,0,0,2,13,15
HUMANATA,telesalud,teledispositivos monitor de signos vitales,2024-05-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,4,5
INCAHUASI,telesalud,teledispositivos monitor de signos vitales,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
INQUISIVI,telesalud,teledispositivos monitor de signos vitales,2024-05-01,2,2,1,4,1,1,0,0,2,0,0,2,0,3,0,0,0,0,4,3,10,15,25
IRUPANA (VILLA DE LANZA),telesalud,teledispositivos monitor de signos vitales,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2
JESUS DE MACHACA,telesalud,teledispositivos monitor de signos vitales,2024-05-01,0,0,0,0,0,4,20,15,12,3,2,0,6,5,3,0,0,3,1,0,44,30,74
LA RIVERA,telesalud,teledispositivos monitor de signos vitales,2024-05-01,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,2,1,2,6,8
LAGUNILLAS,telesalud,teledispositivos monitor de signos vitales,2024-05-01,0,0,0,0,0,0,0,0,0,0,5,8,6,11,13,14,9,9,5,10,38,52,90
LAJA,telesalud,teledispositivos monitor de signos vitales,2024-05-01,0,0,0,0,0,0,55,50,0,0,0,0,4,2,0,0,6,2,1,0,66,54,120
LLALLAGUA,telesalud,teledispositivos monitor de signos vitales,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,3,4,0,4,3,12,8,20
LLICA,telesalud,teledispositivos monitor de signos vitales,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,1,0,34,0,6,0,0,0,3,0,44,44
MACHARETI,telesalud,teledispositivos monitor de signos vitales,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,2,0,2,0,1,1,10,11
MAIRANA,telesalud,teledispositivos monitor de signos vitales,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,4,2,12,5,8,1,3,4,7,12,34,46
MECAPACA,telesalud,teledispositivos monitor de signos vitales,2024-05-01,0,1,0,0,3,0,2,4,3,0,1,0,1,5,0,1,0,1,12,10,22,22,44
MOCOMOCO,telesalud,teledispositivos monitor de signos vitales,2024-05-01,0,0,0,0,0,0,1,0,3,0,1,1,0,11,0,3,0,4,7,6,12,25,37
MOJINETE,telesalud,teledispositivos monitor de signos vitales,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,2,3,5
MONTEAGUDO,telesalud,teledispositivos monitor de signos vitales,2024-05-01,0,0,0,0,0,2,0,0,0,0,1,0,0,2,1,0,0,0,0,0,2,4,6
MOROCHATA,telesalud,teledispositivos monitor de signos vitales,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),telesalud,teledispositivos monitor de signos vitales,2024-05-01,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,2,3,2,8,5,13
OMEREQUE,telesalud,teledispositivos monitor de signos vitales,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,1,2,3,4,4,14,18
PAILON,telesalud,teledispositivos monitor de signos vitales,2024-05-01,0,0,0,0,0,0,0,0,0,0,8,6,4,8,6,5,9,10,12,15,39,44,83
PELECHUCO,telesalud,teledispositivos monitor de signos vitales,2024-05-01,0,0,0,0,0,0,0,0,0,0,15,1,2,5,1,0,0,0,1,0,19,6,25
PORCO,telesalud,teledispositivos monitor de signos vitales,2024-05-01,0,1,0,0,2,1,1,0,0,0,0,1,1,8,0,0,0,1,0,0,4,12,16
PUERTO ACOSTA,telesalud,teledispositivos monitor de signos vitales,2024-05-01,0,0,1,0,1,2,1,0,0,0,0,2,1,3,0,1,0,1,1,2,5,11,16
PUERTO CARABUCO,telesalud,teledispositivos monitor de signos vitales,2024-05-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
PUERTO GONZALO MORENO,telesalud,teledispositivos monitor de signos vitales,2024-05-01,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,2,4
PUERTO PEREZ,telesalud,teledispositivos monitor de signos vitales,2024-05-01,0,0,0,0,0,0,1,0,0,0,0,0,1,5,1,1,4,1,0,2,7,9,16
PUERTO RICO,telesalud,teledispositivos monitor de signos vitales,2024-05-01,0,0,0,0,0,0,0,0,0,1,0,1,0,11,0,12,0,3,3,0,3,28,31
PUERTO SUAREZ,telesalud,teledispositivos monitor de signos vitales,2024-05-01,0,0,0,0,0,0,4,3,5,6,4,7,5,12,10,9,20,18,17,19,65,74,139
PUERTO VILLARROEL,telesalud,teledispositivos monitor de signos vitales,2024-05-01,0,0,0,0,0,0,1,0,2,1,1,2,11,22,8,15,9,5,6,8,38,53,91
QUIABAYA,telesalud,teledispositivos monitor de signos vitales,2024-05-01,0,0,0,0,0,0,2,0,0,0,0,0,1,1,1,2,1,0,0,0,5,3,8
QUILLACOLLO,telesalud,teledispositivos monitor de signos vitales,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,2,13,7,15,10,12,9,23,28,63,91
QUIME,telesalud,teledispositivos monitor de signos vitales,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,4,0,0,0,0,4,10,14
QUIRUSILLAS,telesalud,teledispositivos monitor de signos vitales,2024-05-01,0,0,0,0,0,0,0,1,0,0,0,2,1,1,6,0,2,5,5,10,14,19,33
RAVELO,telesalud,teledispositivos monitor de signos vitales,2024-05-01,0,0,0,0,0,0,0,0,0,1,0,2,0,7,1,32,2,12,4,8,7,62,69
ROBORE,telesalud,teledispositivos monitor de signos vitales,2024-05-01,0,0,0,0,0,0,0,0,0,1,2,2,4,3,2,3,2,1,3,3,13,13,26
SACABA,telesalud,teledispositivos monitor de signos vitales,2024-05-01,0,0,0,0,0,0,0,1,0,1,0,1,5,11,4,11,2,6,13,13,24,44,68
SACABAMBA,telesalud,teledispositivos monitor de signos vitales,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,2,3,5
SAMAIPATA,telesalud,teledispositivos monitor de signos vitales,2024-05-01,0,0,0,0,1,0,0,0,0,0,0,1,5,3,4,8,19,15,5,8,34,35,69
SAN BENITO,telesalud,teledispositivos monitor de signos vitales,2024-05-01,0,0,0,0,10,10,1,3,0,0,1,2,4,18,8,8,6,2,0,2,30,45,75
SAN JAVIER(STC),telesalud,teledispositivos monitor de signos vitales,2024-05-01,0,0,0,0,0,0,0,0,0,0,2,5,0,10,5,2,0,2,5,8,12,27,39
SAN JUAN DE YAPACANI,telesalud,teledispositivos monitor de signos vitales,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,2,3
SAN PABLO DE LIPEZ,telesalud,teledispositivos monitor de signos vitales,2024-05-01,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,0,0,3,1,4,5,9
SAN RAFAEL,telesalud,teledispositivos monitor de signos vitales,2024-05-01,0,0,0,0,0,1,1,1,0,4,1,4,0,12,1,1,1,2,3,4,7,29,36
SANTIAGO DE CALLAPA,telesalud,teledispositivos monitor de signos vitales,2024-05-01,0,0,0,0,6,7,5,3,3,4,0,0,1,3,0,0,0,0,6,1,21,18,39
SANTIAGO DE HUARI,telesalud,teledispositivos monitor de signos vitales,2024-05-01,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,2,1,5,3,8
SANTIAGO DE MACHACA,telesalud,teledispositivos monitor de signos vitales,2024-05-01,0,0,0,0,0,0,1,0,2,2,1,1,0,0,0,0,1,3,1,3,6,9,15
SORACACHI,telesalud,teledispositivos monitor de signos vitales,2024-05-01,0,0,0,1,0,1,0,0,0,0,0,1,1,2,2,3,0,3,4,2,7,13,20
TACACHI,telesalud,teledispositivos monitor de signos vitales,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,6,2,13,0,2,0,6,5,7,7,34,41
TOCO,telesalud,teledispositivos monitor de signos vitales,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,1,0,4,2,6
TOLATA,telesalud,teledispositivos monitor de signos vitales,2024-05-01,0,0,0,0,0,0,0,1,0,1,2,9,7,3,0,4,2,0,6,15,17,33,50
TOMINA,telesalud,teledispositivos monitor de signos vitales,2024-05-01,0,0,0,0,1,0,0,1,2,7,11,8,14,18,2,8,16,11,7,10,53,63,116
TORO TORO,telesalud,teledispositivos monitor de signos vitales,2024-05-01,0,0,0,0,0,0,0,0,0,1,0,1,1,6,0,2,0,1,0,0,1,11,12
TOTORA(CBBA),telesalud,teledispositivos monitor de signos vitales,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,2,3,5
UMALA,telesalud,teledispositivos monitor de signos vitales,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,1,0,6,6
UNCIA,telesalud,teledispositivos monitor de signos vitales,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,6,0,6
UYUNI,telesalud,teledispositivos monitor de signos vitales,2024-05-01,0,0,0,0,0,0,0,0,0,0,3,1,4,4,6,1,0,8,10,12,23,26,49
VALLEGRANDE,telesalud,teledispositivos monitor de signos vitales,2024-05-01,0,0,0,0,0,0,0,0,2,3,0,0,0,10,0,3,0,4,2,5,4,25,29
VILA VILA,telesalud,teledispositivos monitor de signos vitales,2024-05-01,0,0,0,0,0,0,0,0,0,2,0,3,1,2,0,0,0,0,1,0,2,7,9
VILLA CHARCAS,telesalud,teledispositivos monitor de signos vitales,2024-05-01,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,1,0,3,2,4,7,11
VILLA SERRANO,telesalud,teledispositivos monitor de signos vitales,2024-05-01,0,0,4,1,6,10,0,0,0,0,0,0,3,0,0,0,0,3,6,4,19,18,37
VILLA VACA GUZMAN (MUYUPAMPA),telesalud,teledispositivos monitor de signos vitales,2024-05-01,0,0,0,0,0,0,0,0,0,1,1,0,0,3,2,2,0,4,4,5,7,15,22
VINTO,telesalud,teledispositivos monitor de signos vitales,2024-05-01,0,0,0,0,0,0,0,0,0,0,1,0,4,5,2,4,1,5,4,9,12,23,35
VITICHI,telesalud,teledispositivos monitor de signos vitales,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,3,1,12,1,21,22
WALDO BALLIVIAN,telesalud,teledispositivos monitor de signos vitales,2024-05-01,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,2,2,0,0,3,6,9
WARNES,telesalud,teledispositivos monitor de signos vitales,2024-05-01,0,0,0,0,0,0,0,1,0,0,0,0,16,0,0,21,6,12,6,0,28,34,62
YAMPARAEZ,telesalud,teledispositivos monitor de signos vitales,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,1,3
ZUDAÑEZ,telesalud,teledispositivos monitor de signos vitales,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,5,10,8,15,23
ANCORAIMES,telesalud,teledispositivos monitor de signos vitales,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,5,1,7,0,13,3,16
ANDAMARCA,telesalud,teledispositivos monitor de signos vitales,2024-06-01,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,3,1,5,4,9
ANZALDO,telesalud,teledispositivos monitor de signos vitales,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,5,1,13,1,0,3,5,1,1,6,24,30
APOLO,telesalud,teledispositivos monitor de signos vitales,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,9,0,36,0,7,0,1,0,0,0,53,53
AUCAPATA,telesalud,teledispositivos monitor de signos vitales,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,2,1,0,0,0,2,6,8
BELEN DE URMIRI,telesalud,teledispositivos monitor de signos vitales,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,4,2,4,6,10
BETANZOS,telesalud,teledispositivos monitor de signos vitales,2024-06-01,0,0,0,1,0,0,0,0,1,0,0,3,5,11,3,4,1,8,15,11,25,38,63
BOYUIBE,telesalud,teledispositivos monitor de signos vitales,2024-06-01,0,0,0,0,1,0,1,0,1,0,0,2,1,2,0,6,1,5,6,8,11,23,34
CABEZAS,telesalud,teledispositivos monitor de signos vitales,2024-06-01,0,0,0,0,0,0,2,0,0,0,1,0,2,2,0,4,0,1,2,1,7,8,15
"CAIZA ""D""",telesalud,teledispositivos monitor de signos vitales,2024-06-01,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,1,2,4,5,9
CAMIRI,telesalud,teledispositivos monitor de signos vitales,2024-06-01,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,7,4,3,6,12,18
CARACOLLO,telesalud,teledispositivos monitor de signos vitales,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
CARAPARI,telesalud,teledispositivos monitor de signos vitales,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,3,2,4,5,9
CARIPUYO,telesalud,teledispositivos monitor de signos vitales,2024-06-01,0,0,0,0,0,0,5,1,3,3,2,4,2,5,0,1,1,5,5,6,18,25,43
CHAQUI,telesalud,teledispositivos monitor de signos vitales,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
CHIMORE,telesalud,teledispositivos monitor de signos vitales,2024-06-01,0,0,0,0,0,0,1,1,1,0,1,2,2,14,2,10,0,1,3,2,10,30,40
CHIPAYA,telesalud,teledispositivos monitor de signos vitales,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,1,0,0,0,0,0,7,7
CHUMA,telesalud,teledispositivos monitor de signos vitales,2024-06-01,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,3,3,6
CHUQUIHUTA AYLLU JUCUMANI,telesalud,teledispositivos monitor de signos vitales,2024-06-01,0,0,0,0,0,0,0,0,0,0,9,10,0,5,7,0,2,0,4,0,22,15,37
COCAPATA,telesalud,teledispositivos monitor de signos vitales,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2
COLCAPIRHUA,telesalud,teledispositivos monitor de signos vitales,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,7,7,3,8,9,19,23,42
"COLCHA ""K""",telesalud,teledispositivos monitor de signos vitales,2024-06-01,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,3,4
COLLANA,telesalud,teledispositivos monitor de signos vitales,2024-06-01,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,1,4
COLQUENCHA,telesalud,teledispositivos monitor de signos vitales,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,1,1,2,5,7
CORIPATA,telesalud,teledispositivos monitor de signos vitales,2024-06-01,0,1,0,0,0,0,0,1,0,0,0,1,2,19,1,4,2,2,5,12,10,40,50
CORO CORO,telesalud,teledispositivos monitor de signos vitales,2024-06-01,0,0,0,0,0,0,0,0,1,0,0,11,0,30,1,11,0,0,1,1,3,53,56
COTOCA,telesalud,teledispositivos monitor de signos vitales,2024-06-01,0,0,0,0,0,0,0,0,0,1,0,0,3,2,0,0,0,2,5,7,8,12,20
CULPINA,telesalud,teledispositivos monitor de signos vitales,2024-06-01,0,0,2,0,0,0,0,0,0,0,0,3,0,11,0,1,2,0,1,0,5,15,20
EL CHORO,telesalud,teledispositivos monitor de signos vitales,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,1,3
EL VILLAR,telesalud,teledispositivos monitor de signos vitales,2024-06-01,0,0,0,0,0,0,0,3,0,0,0,2,0,4,0,10,2,5,2,9,4,33,37
ESCOMA,telesalud,teledispositivos monitor de signos vitales,2024-06-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,1,3,2,5
