,group,variable,month,17.22 ANTIAMARÍLICA ( DOSIS ÚNICA) DENTRO,17.22 ANTIAMARÍLICA ( DOSIS ÚNICA) DENTRO,17.22 ANTIAMARÍLICA ( DOSIS ÚNICA) FUERA,17.22 ANTIAMARÍLICA ( DOSIS ÚNICA) FUERA,TOTALES,TOTALES,TOTALES
SAN BENITO,otras vacunaciones,antiamarilica ( dosis unica),2023-06-01,11,6,4,4,15,10,25
SAN BORJA,otras vacunaciones,antiamarilica ( dosis unica),2023-06-01,10,4,2,15,12,19,31
SAN BUENA VENTURA,otras vacunaciones,antiamarilica ( dosis unica),2023-06-01,0,0,1,4,1,4,5
SAN CARLOS,otras vacunaciones,antiamarilica ( dosis unica),2023-06-01,18,1,0,0,18,1,19
SAN IGNACIO,otras vacunaciones,antiamarilica ( dosis unica),2023-06-01,1,12,5,5,6,17,23
SAN IGNACIO DE VELASCO,otras vacunaciones,antiamarilica ( dosis unica),2023-06-01,189,159,336,211,525,370,895
SAN JAVIER(STC),otras vacunaciones,antiamarilica ( dosis unica),2023-06-01,4,12,0,0,4,12,16
SAN JOAQUIN,otras vacunaciones,antiamarilica ( dosis unica),2023-06-01,20,0,0,0,20,0,20
SAN JOSE DE CHIQUITOS,otras vacunaciones,antiamarilica ( dosis unica),2023-06-01,5,11,5,4,10,15,25
SAN JUAN DE YAPACANI,otras vacunaciones,antiamarilica ( dosis unica),2023-06-01,0,3,0,0,0,3,3
SAN JULIAN,otras vacunaciones,antiamarilica ( dosis unica),2023-06-01,5,13,17,26,22,39,61
SAN LORENZO(PND),otras vacunaciones,antiamarilica ( dosis unica),2023-06-01,1,0,0,0,1,0,1
SAN LORENZO(TJA),otras vacunaciones,antiamarilica ( dosis unica),2023-06-01,1,1,0,0,1,1,2
SAN LUCAS,otras vacunaciones,antiamarilica ( dosis unica),2023-06-01,4,6,3,17,7,23,30
SAN MATIAS,otras vacunaciones,antiamarilica ( dosis unica),2023-06-01,3,5,31,19,34,24,58
SAN MIGUEL DE VELASCO,otras vacunaciones,antiamarilica ( dosis unica),2023-06-01,0,1,3,5,3,6,9
SAN RAFAEL,otras vacunaciones,antiamarilica ( dosis unica),2023-06-01,6,15,3,5,9,20,29
SAN RAMON SCZ,otras vacunaciones,antiamarilica ( dosis unica),2023-06-01,1,1,0,0,1,1,2
SANTA ANA,otras vacunaciones,antiamarilica ( dosis unica),2023-06-01,1,1,2,2,3,3,6
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antiamarilica ( dosis unica),2023-06-01,1185,1216,129,245,1314,1461,2775
SANTA ROSA,otras vacunaciones,antiamarilica ( dosis unica),2023-06-01,0,0,0,1,0,1,1
SANTA ROSA DEL SARA,otras vacunaciones,antiamarilica ( dosis unica),2023-06-01,1,2,1,0,2,2,4
SANTIAGO DE HUARI,otras vacunaciones,antiamarilica ( dosis unica),2023-06-01,1,0,1,5,2,5,7
SAPAHAQUI,otras vacunaciones,antiamarilica ( dosis unica),2023-06-01,1,1,0,6,1,7,8
SENA,otras vacunaciones,antiamarilica ( dosis unica),2023-06-01,3,2,8,7,11,9,20
SHINAOTA,otras vacunaciones,antiamarilica ( dosis unica),2023-06-01,45,12,101,67,146,79,225
SIPE SIPE,otras vacunaciones,antiamarilica ( dosis unica),2023-06-01,2,0,0,0,2,0,2
SOPACHUY,otras vacunaciones,antiamarilica ( dosis unica),2023-06-01,0,0,1,2,1,2,3
SORATA,otras vacunaciones,antiamarilica ( dosis unica),2023-06-01,0,1,1,2,1,3,4
SUCRE,otras vacunaciones,antiamarilica ( dosis unica),2023-06-01,79,119,99,17,178,136,314
TACACOMA,otras vacunaciones,antiamarilica ( dosis unica),2023-06-01,1,0,1,1,2,1,3
TAHUA,otras vacunaciones,antiamarilica ( dosis unica),2023-06-01,6,3,0,0,6,3,9
TARATA,otras vacunaciones,antiamarilica ( dosis unica),2023-06-01,0,1,0,1,0,2,2
TARIJA,otras vacunaciones,antiamarilica ( dosis unica),2023-06-01,93,25,3,6,96,31,127
TEOPONTE,otras vacunaciones,antiamarilica ( dosis unica),2023-06-01,0,0,19,6,19,6,25
TIAHUANACU,otras vacunaciones,antiamarilica ( dosis unica),2023-06-01,6,13,8,12,14,25,39
TIQUIPAYA,otras vacunaciones,antiamarilica ( dosis unica),2023-06-01,6,8,6,18,12,26,38
TIRAQUE (CBBA),otras vacunaciones,antiamarilica ( dosis unica),2023-06-01,4,1,1,1,5,2,7
TOCO,otras vacunaciones,antiamarilica ( dosis unica),2023-06-01,0,2,0,1,0,3,3
TOLEDO,otras vacunaciones,antiamarilica ( dosis unica),2023-06-01,0,1,0,0,0,1,1
TOMAVE,otras vacunaciones,antiamarilica ( dosis unica),2023-06-01,0,0,0,1,0,1,1
TOMINA,otras vacunaciones,antiamarilica ( dosis unica),2023-06-01,2,3,0,0,2,3,5
TRINIDAD,otras vacunaciones,antiamarilica ( dosis unica),2023-06-01,68,48,52,18,120,66,186
TUPIZA,otras vacunaciones,antiamarilica ( dosis unica),2023-06-01,43,38,2,5,45,43,88
UNCIA,otras vacunaciones,antiamarilica ( dosis unica),2023-06-01,0,0,1,1,1,1,2
URIONDO (A. CONCEPCION),otras vacunaciones,antiamarilica ( dosis unica),2023-06-01,2,3,0,0,2,3,5
URUBICHA,otras vacunaciones,antiamarilica ( dosis unica),2023-06-01,2,0,0,2,2,2,4
UYUNI,otras vacunaciones,antiamarilica ( dosis unica),2023-06-01,6,7,0,2,6,9,15
VACAS,otras vacunaciones,antiamarilica ( dosis unica),2023-06-01,0,1,0,1,0,2,2
VALLEGRANDE,otras vacunaciones,antiamarilica ( dosis unica),2023-06-01,2,1,0,0,2,1,3
VIACHA,otras vacunaciones,antiamarilica ( dosis unica),2023-06-01,7,9,67,3,74,12,86
VILA VILA,otras vacunaciones,antiamarilica ( dosis unica),2023-06-01,1,1,3,3,4,4,8
VILLA CHARCAS,otras vacunaciones,antiamarilica ( dosis unica),2023-06-01,0,2,24,23,24,25,49
VILLA MONTES,otras vacunaciones,antiamarilica ( dosis unica),2023-06-01,22,27,20,15,42,42,84
VILLA RIVERO,otras vacunaciones,antiamarilica ( dosis unica),2023-06-01,0,0,1,1,1,1,2
VILLA SERRANO,otras vacunaciones,antiamarilica ( dosis unica),2023-06-01,0,2,0,0,0,2,2
VILLA TUNARI,otras vacunaciones,antiamarilica ( dosis unica),2023-06-01,45,51,589,661,634,712,1346
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,antiamarilica ( dosis unica),2023-06-01,3,6,0,0,3,6,9
VILLAZON,otras vacunaciones,antiamarilica ( dosis unica),2023-06-01,12,18,2,2,14,20,34
VINTO,otras vacunaciones,antiamarilica ( dosis unica),2023-06-01,46,74,7,16,53,90,143
VITICHI,otras vacunaciones,antiamarilica ( dosis unica),2023-06-01,1,2,0,3,1,5,6
WARNES,otras vacunaciones,antiamarilica ( dosis unica),2023-06-01,51,55,56,6,107,61,168
YACUIBA,otras vacunaciones,antiamarilica ( dosis unica),2023-06-01,12,17,17,10,29,27,56
YANACACHI,otras vacunaciones,antiamarilica ( dosis unica),2023-06-01,2,8,0,0,2,8,10
YAPACANI,otras vacunaciones,antiamarilica ( dosis unica),2023-06-01,64,20,6,3,70,23,93
YUNCHARA,otras vacunaciones,antiamarilica ( dosis unica),2023-06-01,0,0,0,1,0,1,1
ACHACACHI,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,3,6,1,5,4,11,15
ACHOCALLA,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,0,1,0,0,0,1,1
ALTO BENI,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,6,4,2,8,8,12,20
ANCORAIMES,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,5,6,0,0,5,6,11
ARANI,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,0,2,2,4,2,6,8
ARBIETO,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,0,2,0,0,0,2,2
ASCENCION DE GUARAYOS,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,3,5,0,2,3,7,10
ATOCHA,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,7,13,0,0,7,13,20
BATALLAS,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,1,2,2,1,3,3,6
BAURES,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,0,0,9,4,9,4,13
BELLA FLOR,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,2,1,1,7,3,8,11
BERMEJO,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,7,6,0,0,7,6,13
BOLPEBRA,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,0,0,4,2,4,2,6
BUENA VISTA,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,6,5,4,5,10,10,20
CABEZAS,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,7,6,16,22,23,28,51
CAMARGO,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,5,10,0,0,5,10,15
CAMIRI,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,12,15,3,3,15,18,33
CAPINOTA,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,7,4,0,1,7,5,12
CARANAVI,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,21,24,0,0,21,24,45
CARAPARI,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,0,0,0,5,0,5,5
CARMEN RIVERO TORREZ,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,1,3,0,1,1,4,5
CHACARILLA,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,0,0,2,3,2,3,5
CHALLAPATA,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,2,0,4,4,6,4,10
CHARAGUA,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,2,2,2,1,4,3,7
CHIMORE,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,3,11,12,13,15,24,39
CHUA COCANI,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,5,11,0,0,5,11,16
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,0,4,1,0,1,4,5
CLIZA,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,1,0,1,1,2,1,3
COBIJA,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,15,25,13,33,28,58,86
COCHABAMBA,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,169,282,89,111,258,393,651
COLCAPIRHUA,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,8,17,2,3,10,20,30
"COLCHA ""K""",otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,2,7,1,1,3,8,11
COLPA BELGICA,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,2,3,1,1,3,4,7
COMARAPA,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,0,1,0,0,0,1,1
CONCEPCION,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,4,6,3,8,7,14,21
CORIPATA,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,6,6,2,3,8,9,17
CORO CORO,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,4,5,2,1,6,6,12
COROICO,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,5,3,0,1,5,4,9
COTAGAITA,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,1,2,0,0,1,2,3
COTOCA,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,11,15,15,17,26,32,58
CUATRO CAÑADAS,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,8,4,1,0,9,4,13
CUEVO,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,1,0,1,1,2,1,3
CULPINA,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,4,8,5,10,9,18,27
CURAHUARA DE CARANGAS,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,0,5,0,0,0,5,5
EL ALTO,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,155,238,175,182,330,420,750
EL CHORO,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,1,1,0,0,1,1,2
EL TORNO,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,10,13,1,3,11,16,27
ENTRE RIOS TRJ,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,2,1,0,0,2,1,3
ENTRE RIOS CBBA,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,12,18,14,11,26,29,55
ESCOMA,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,1,3,1,1,2,4,6
EUCALIPTUS,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,0,2,0,0,0,2,2
EXALTACION,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,0,0,1,0,1,0,1
FERNANDEZ ALONSO,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,0,1,2,2,2,3,5
FILADELFIA,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,0,0,0,2,0,2,2
GENERAL SAAVEDRA,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,0,3,4,4,4,7,11
GUANAY,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,4,9,5,4,9,13,22
GUAQUI,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,0,0,1,0,1,0,1
GUAYARAMERIN,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,0,1,0,0,0,1,1
GUTIERREZ,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,0,3,10,20,10,23,33
HUACHACALLA,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,0,0,2,0,2,0,2
HUANUNI,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,8,5,0,0,8,5,13
HUARINA,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,5,2,0,1,5,3,8
ICLA,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,0,0,1,0,1,0,1
INCAHUASI,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,0,0,1,2,1,2,3
INQUISIVI,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,3,4,0,0,3,4,7
IRUPANA (VILLA DE LANZA),otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,5,1,13,8,18,9,27
IXIAMAS,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,1,1,8,7,9,8,17
JESUS DE MACHACA,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,0,3,0,0,0,3,3
LA GUARDIA,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,53,62,5,2,58,64,122
LA PAZ,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,325,344,138,105,463,449,912
LAGUNILLAS,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,4,2,0,1,4,3,7
LICOMA PAMPA,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,0,4,0,0,0,4,4
LLALLAGUA,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,22,24,22,21,44,45,89
LLICA,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,0,1,1,0,1,1,2
MACHARETI,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,5,11,19,17,24,28,52
MAPIRI,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,3,8,5,11,8,19,27
MECAPACA,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,0,2,0,0,0,2,2
MINEROS,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,2,1,0,0,2,1,3
MIZQUE,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,0,1,1,2,1,3,4
MOCOMOCO,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,1,6,7,3,8,9,17
MONTEAGUDO,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,4,2,0,0,4,2,6
MONTERO,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,14,40,2,13,16,53,69
MOROCHATA,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,0,3,0,0,0,3,3
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,0,0,6,6,6,6,12
OKINAWA,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,0,1,0,0,0,1,1
OMEREQUE,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,0,0,8,7,8,7,15
ORURO,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,73,91,1,6,74,97,171
PADCAYA,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,1,0,0,0,1,0,1
PADILLA,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,0,3,0,0,0,3,3
PAILON,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,12,12,13,8,25,20,45
PALOS BLANCOS,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,5,12,16,14,21,26,47
PASORAPA,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,0,1,6,14,6,15,21
PATACAMAYA,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,16,18,0,0,16,18,34
POCOATA,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,2,0,0,1,2,1,3
POOPO,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,1,1,0,0,1,1,2
PORONGO,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,10,6,1,1,11,7,18
PORTACHUELO,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,0,9,0,0,0,9,9
PORVENIR,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,1,7,0,0,1,7,8
POTOSI,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,61,99,0,6,61,105,166
PUCARANI,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,7,15,3,6,10,21,31
PUERTO ACOSTA,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,0,1,3,5,3,6,9
PUERTO GONZALO MORENO,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,0,6,0,0,0,6,6
PUERTO QUIJARRO,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,13,2,10,13,23,15,38
PUERTO SUAREZ,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,19,10,5,12,24,22,46
PUERTO VILLARROEL,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,35,17,27,33,62,50,112
PUNA,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,0,3,0,0,0,3,3
PUNATA,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,3,5,1,0,4,5,9
QUIABAYA,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,3,3,5,3,8,6,14
QUILLACOLLO,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,10,24,9,11,19,35,54
QUIME,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,1,1,0,0,1,1,2
RAVELO,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,2,3,0,0,2,3,5
REYES,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,1,2,0,0,1,2,3
RIBERALTA,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,4,2,3,7,7,9,16
ROBORE,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,0,0,10,4,10,4,14
RURRENABAQUE,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,7,12,4,3,11,15,26
SACABA,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,27,55,5,9,32,64,96
SACACA,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,0,7,0,0,0,7,7
SALINAS DE GARCI MENDOZA,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,5,6,13,11,18,17,35
SAN ANTONIO DE LOMERIO,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,0,1,0,0,0,1,1
SAN BENITO,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,0,1,0,0,0,1,1
SAN BORJA,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,11,20,0,0,11,20,31
SAN BUENA VENTURA,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,4,7,2,2,6,9,15
SAN CARLOS,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,2,2,0,0,2,2,4
SAN IGNACIO,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,25,57,21,22,46,79,125
SAN IGNACIO DE VELASCO,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,27,31,45,11,72,42,114
SAN JAVIER(BNI),otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,1,2,4,11,5,13,18
SAN JAVIER(STC),otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,1,0,0,0,1,0,1
SAN JOAQUIN,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,0,1,0,0,0,1,1
SAN JOSE DE CHIQUITOS,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,7,7,1,1,8,8,16
SAN JUAN DE YAPACANI,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,1,0,0,0,1,0,1
SAN JULIAN,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,10,17,6,6,16,23,39
SAN LORENZO(TJA),otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,1,0,0,0,1,0,1
SAN LUCAS,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,3,1,0,0,3,1,4
SAN MATIAS,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,17,12,86,7,103,19,122
SAN MIGUEL DE VELASCO,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,2,4,0,0,2,4,6
SAN PEDRO,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,0,2,0,0,0,2,2
SAN PEDRO DE TIQUINA,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,3,5,1,2,4,7,11
SAN RAFAEL,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,1,7,3,1,4,8,12
SAN RAMON SCZ,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,0,1,0,0,0,1,1
SANTA ANA,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,6,7,3,0,9,7,16
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,1009,1137,72,126,1081,1263,2344
SANTA ROSA DEL SARA,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,2,1,6,4,8,5,13
SANTIAGO DE HUARI,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,0,0,0,1,0,1,1
SANTIAGO DE HUATA,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,1,0,0,0,1,0,1
SAPAHAQUI,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,1,5,1,4,2,9,11
SENA,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,5,12,0,1,5,13,18
SHINAOTA,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,4,10,0,0,4,10,14
SICAYA,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,0,1,0,0,0,1,1
SIPE SIPE,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,1,5,0,1,1,6,7
SOPACHUY,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,0,1,0,0,0,1,1
SUCRE,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,102,149,20,26,122,175,297
TARATA,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,4,0,0,0,4,0,4
TARIJA,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,58,46,1,1,59,47,106
TARVITA,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,1,1,0,0,1,1,2
TEOPONTE,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,18,29,0,0,18,29,47
TIAHUANACU,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,2,5,10,18,12,23,35
TIPUANI,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,1,3,1,2,2,5,7
TIQUIPAYA,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,6,8,2,6,8,14,22
TIRAQUE (CBBA),otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,0,0,0,1,0,1,1
TOLATA,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,0,1,0,0,0,1,1
TOMINA,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,0,3,0,0,0,3,3
TRIGAL,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,2,2,1,4,3,6,9
TRINIDAD,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,35,52,214,78,249,130,379
TUPIZA,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,8,40,0,0,8,40,48
UNCIA,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,0,2,0,0,0,2,2
URIONDO (A. CONCEPCION),otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,0,1,1,4,1,5,6
UYUNI,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,5,9,1,7,6,16,22
VACAS,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,2,0,0,0,2,0,2
VIACHA,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,8,12,4,4,12,16,28
VILLA MONTES,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,20,19,9,2,29,21,50
VILLA NUEVA (LOMA ALTA),otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,0,0,1,3,1,3,4
VILLA RIVERO,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,1,1,1,0,2,1,3
VILLA SERRANO,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,0,0,1,6,1,6,7
VILLA TUNARI,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,15,26,15,16,30,42,72
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,0,1,1,3,1,4,5
VILLAZON,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,18,32,5,3,23,35,58
VINTO,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,24,28,5,10,29,38,67
VITICHI,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,1,1,0,0,1,1,2
WARNES,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,23,27,69,11,92,38,130
YACUIBA,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,6,6,22,5,28,11,39
YANACACHI,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,0,0,2,6,2,6,8
YAPACANI,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,28,8,5,3,33,11,44
YUNCHARA,otras vacunaciones,antiamarilica ( dosis unica),2023-07-01,0,0,0,1,0,1,1
ACACIO,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,0,2,0,3,0,5,5
ACHACACHI,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,2,8,3,3,5,11,16
ACHOCALLA,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,0,4,1,1,1,5,6
ALTO BENI,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,3,9,8,7,11,16,27
ANCORAIMES,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,0,1,0,2,0,3,3
ANDAMARCA,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,1,3,2,2,3,5,8
ANTEQUERA,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,0,0,0,1,0,1,1
ANZALDO,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,0,0,0,4,0,4,4
ARANI,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,1,2,2,1,3,3,6
ASCENCION DE GUARAYOS,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,11,3,4,1,15,4,19
ATOCHA,otras vacunaciones,antiamarilica ( dosis unica),2023-08-01,4,20,1,0,5,20,25
