,group,variable,month,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADES CRÓNICAS DENTRO,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADES CRÓNICAS DENTRO,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADES CRÓNICAS FUERA,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADES CRÓNICAS FUERA,TOTALES,TOTALES,TOTALES
ENTRE RIOS CBBA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,43,40,49,65,92,105,197
ESCARA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,0,0,1,1,1,1,2
ESCOMA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,1,4,2,4,3,8,11
EUCALIPTUS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,3,0,1,2,4,2,6
EUREKA (SANTOS MERCADO),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,3,0,4,10,7,10,17
EXALTACION,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,5,3,0,0,5,3,8
FERNANDEZ ALONSO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,5,4,1,2,6,6,12
FILADELFIA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,4,5,10,11,14,16,30
GAIOC JATUN AYLLU YURA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,3,4,3,12,6,16,22
GENERAL SAAVEDRA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,17,28,47,34,64,62,126
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,4,5,4,5,8,10,18
GUANAY,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,6,28,29,34,35,62,97
GUAQUI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,3,12,11,12,14,24,38
GUAYARAMERIN,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,28,40,15,17,43,57,100
GUTIERREZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,2,4,6,6,8,10,18
HUACARAJE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,8,10,0,1,8,11,19
HUACARETA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,29,58,56,49,85,107,192
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,3,8,1,9,4,17,21
HUACHACALLA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,0,1,0,0,0,1,1
HUANUNI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,3,4,10,7,13,11,24
HUARINA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,18,32,15,19,33,51,84
HUATAJATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,1,1,1,3,2,4,6
HUMANATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,1,1,1,0,2,1,3
ICHOCA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,2,0,12,13,14,13,27
ICLA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,20,22,124,133,144,155,299
INCAHUASI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,4,2,25,22,29,24,53
INGAVI (HUMAITA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,0,0,6,2,6,2,8
INQUISIVI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,3,6,3,4,6,10,16
IRUPANA (VILLA DE LANZA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,11,11,31,24,42,35,77
IXIAMAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,12,27,27,27,39,54,93
JESUS DE MACHACA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,12,11,30,29,42,40,82
LA ASUNTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,7,12,5,2,12,14,26
LA GUARDIA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,201,387,232,436,433,823,1256
LA PAZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,1222,1778,1637,2411,2859,4189,7048
LA RIVERA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,0,0,0,1,0,1,1
LAJA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,9,15,18,34,27,49,76
LAS CARRERAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,1,1,3,4,4,5,9
LICOMA PAMPA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,4,6,3,0,7,6,13
LLALLAGUA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,137,140,171,244,308,384,692
LLICA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,1,2,2,7,3,9,12
LURIBAY,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,1,3,10,6,11,9,20
MACHACAMARCA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,1,1,1,2,2,3,5
MACHARETI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,63,93,26,56,89,149,238
MAGDALENA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,1,0,34,61,35,61,96
MAIRANA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,13,24,12,20,25,44,69
MALLA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,0,0,2,4,2,4,6
MAPIRI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,9,10,3,5,12,15,27
MECAPACA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,6,30,5,8,11,38,49
MINEROS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,21,42,5,15,26,57,83
MIZQUE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,43,79,19,65,62,144,206
MOCOMOCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,11,18,29,46,40,64,104
MOJINETE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,0,0,0,1,0,1,1
MOJOCOYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,60,65,0,0,60,65,125
MONTEAGUDO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,50,69,70,90,120,159,279
MONTERO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,178,236,365,584,543,820,1363
MORO MORO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,2,4,3,4,5,8,13
MOROCHATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,4,6,6,21,10,27,37
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,0,0,2,2,2,2,4
NAZACARA DE PACAJES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,2,2,0,0,2,2,4
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,0,1,5,6,5,7,12
OCURI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,1,0,3,1,4,1,5
OKINAWA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,9,14,7,9,16,23,39
ORURO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,201,280,335,593,536,873,1409
PADCAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,19,30,23,49,42,79,121
PADILLA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,0,2,1,0,1,2,3
PAILON,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,27,30,47,77,74,107,181
PALOS BLANCOS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,16,19,37,42,53,61,114
PAMPA GRANDE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,8,13,6,5,14,18,32
PAPEL PAMPA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,5,3,0,4,5,7,12
PATACAMAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,7,18,70,117,77,135,212
PELECHUCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,18,15,20,17,38,32,70
POCOATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,13,12,5,11,18,23,41
POCONA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,0,1,20,27,20,28,48
POJO (CBBA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,4,5,13,25,17,30,47
POOPO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,1,1,5,7,6,8,14
PORCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,0,6,50,112,50,118,168
POROMA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,3,8,29,38,32,46,78
PORONGO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,16,23,4,1,20,24,44
PORTACHUELO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,55,135,8,27,63,162,225
PORVENIR,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,10,13,24,56,34,69,103
POSTRER VALLE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,1,2,2,1,3,3,6
POTOSI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,133,217,382,606,515,823,1338
PRESTO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,5,14,55,107,60,121,181
PUCARANI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,10,14,16,23,26,37,63
PUERTO ACOSTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,1,2,2,6,3,8,11
PUERTO CARABUCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,6,8,29,45,35,53,88
PUERTO GONZALO MORENO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,0,2,7,6,7,8,15
PUERTO PEREZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,0,0,5,5,5,5,10
PUERTO QUIJARRO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,45,63,337,360,382,423,805
PUERTO RICO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,1,0,18,31,19,31,50
PUERTO SILES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,0,3,3,2,3,5,8
PUERTO SUAREZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,62,134,36,49,98,183,281
PUERTO VILLARROEL,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,37,45,266,421,303,466,769
PUNA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,9,9,11,23,20,32,52
PUNATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,46,71,118,178,164,249,413
QUIABAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,2,0,4,2,6,2,8
QUILLACOLLO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,106,133,589,802,695,935,1630
QUIME,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,2,2,16,22,18,24,42
QUIRUSILLAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,5,13,2,4,7,17,24
RAQAYPAMPA(ETA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,2,4,4,6,6,10,16
RAVELO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,1,5,11,15,12,20,32
REYES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,1,5,0,1,1,6,7
RIBERALTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,117,159,158,249,275,408,683
ROBORE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,26,30,0,1,26,31,57
RURRENABAQUE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,19,22,35,52,54,74,128
SABAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,1,0,15,2,16,2,18
SACABA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,118,213,336,411,454,624,1078
SACABAMBA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,1,1,0,1,1,2,3
SACACA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,12,7,12,22,24,29,53
SAIPINA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,6,9,11,18,17,27,44
SAMAIPATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,19,33,15,28,34,61,95
SAN ANDRES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,12,18,15,19,27,37,64
SAN ANDRES DE MACHACA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,4,4,4,10,8,14,22
SAN ANTONIO DE ESMORUCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,3,1,0,0,3,1,4
SAN BENITO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,4,6,4,10,8,16,24
SAN BORJA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,31,41,57,65,88,106,194
SAN BUENA VENTURA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,0,0,7,6,7,6,13
SAN CARLOS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,36,30,65,159,101,189,290
SAN IGNACIO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,21,40,20,18,41,58,99
SAN IGNACIO DE VELASCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,86,141,163,146,249,287,536
SAN JAVIER(BNI),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,0,0,13,15,13,15,28
SAN JAVIER(STC),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,6,11,1,1,7,12,19
SAN JOAQUIN,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,1,2,0,2,1,4,5
SAN JOSE DE CHIQUITOS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,57,71,18,32,75,103,178
SAN JUAN DE YAPACANI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,24,39,44,46,68,85,153
SAN JULIAN,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,127,152,127,148,254,300,554
SAN LORENZO(PND),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,2,0,0,2,2,2,4
SAN LORENZO(TJA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,91,83,118,147,209,230,439
SAN LUCAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,20,27,47,58,67,85,152
SAN MATIAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,5,13,16,19,21,32,53
SAN MIGUEL DE VELASCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,1,3,9,8,10,11,21
SAN PEDRO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,16,23,17,32,33,55,88
SAN PEDRO DE BUENA VISTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,12,11,49,66,61,77,138
SAN PEDRO DE CURAHUARA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,4,3,1,2,5,5,10
SAN PEDRO DE MACHA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,11,26,14,27,25,53,78
SAN PEDRO DE QUEMES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,0,0,13,7,13,7,20
SAN RAFAEL,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,0,1,0,0,0,1,1
SAN RAMON BENI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,14,9,0,0,14,9,23
SAN RAMON SCZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,15,14,26,29,41,43,84
SANTA ANA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,15,19,6,14,21,33,54
SANTA CRUZ DE LA SIERRA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,4218,6233,3531,4472,7749,10705,18454
SANTA ROSA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,24,36,2,3,26,39,65
SANTA ROSA DEL SARA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,31,37,66,43,97,80,177
SANTIAGO DE CALLAPA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,1,0,1,4,2,4,6
SANTIAGO DE HUARI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,0,0,2,0,2,0,2
SANTIAGO DE HUATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,17,18,5,6,22,24,46
SANTIAGO DE MACHACA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,0,0,2,1,2,1,3
SANTIVAÑES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,0,0,5,9,5,9,14
SAPAHAQUI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,16,24,58,26,74,50,124
SHINAOTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,5,4,142,22,147,26,173
SICA SICA (VILLA AROMA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,10,12,25,53,35,65,100
SICAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,0,0,9,11,9,11,20
SIPE SIPE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,10,12,53,86,63,98,161
SOPACHUY,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,14,13,101,82,115,95,210
SORACACHI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,1,1,1,0,2,1,3
SORATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,1,7,59,43,60,50,110
SUCRE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,472,806,638,975,1110,1781,2891
TACACOMA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,12,14,40,8,52,22,74
TACOBAMBA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,3,3,4,8,7,11,18
TACOPAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,1,5,3,4,4,9,13
TAPACARI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,1,4,7,12,8,16,24
TARABUCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,6,13,89,102,95,115,210
TARACO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,7,6,12,21,19,27,46
TARATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,5,3,22,40,27,43,70
TARIJA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,399,487,395,549,794,1036,1830
TARVITA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,10,26,17,27,27,53,80
TEOPONTE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,1,9,46,60,47,69,116
TIAHUANACU,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,14,9,7,12,21,21,42
TINGUIPAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,0,1,0,1,0,2,2
TIPUANI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,15,9,36,53,51,62,113
TIQUIPAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,7,11,57,46,64,57,121
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,1,0,4,14,5,14,19
TOLATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,4,5,10,7,14,12,26
TOLEDO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,0,0,1,0,1,0,1
TOMAVE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,0,1,4,5,4,6,10
TOMINA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,3,4,8,11,11,15,26
TORO TORO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,13,19,11,11,24,30,54
TOTORA(CBBA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,17,27,113,146,130,173,303
TOTORA(ORR),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,2,0,0,0,2,0,2
TRIGAL,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,1,1,0,0,1,1,2
TRINIDAD,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,279,180,339,200,618,380,998
TUPIZA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,113,169,166,181,279,350,629
TURCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,0,0,4,3,4,3,7
UMALA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,5,1,16,7,21,8,29
UNCIA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,4,7,5,12,9,19,28
URIONDO (A. CONCEPCION),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,6,11,8,31,14,42,56
URUBICHA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,1,2,0,0,1,2,3
UYUNI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,28,25,42,58,70,83,153
VACAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,6,8,45,39,51,47,98
VALLEGRANDE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,20,19,13,22,33,41,74
VIACHA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,11,19,95,115,106,134,240
VILA VILA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,1,1,23,35,24,36,60
VILLA CHARCAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,9,19,82,72,91,91,182
VILLA MONTES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,78,80,76,87,154,167,321
VILLA NUEVA (LOMA ALTA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,0,0,0,2,0,2,2
VILLA RIVERO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,2,3,2,6,4,9,13
VILLA SERRANO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,9,14,9,13,18,27,45
VILLA TUNARI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,25,66,122,122,147,188,335
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,75,90,102,95,177,185,362
VILLAZON,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,22,39,14,15,36,54,90
VINTO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,36,43,86,117,122,160,282
VITICHI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,1,0,0,0,1,0,1
WALDO BALLIVIAN,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,1,0,0,1,1,1,2
WARNES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,182,324,194,155,376,479,855
YACO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,5,3,5,2,10,5,15
YACUIBA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,125,154,92,105,217,259,476
YAMPARAEZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,10,21,31,40,41,61,102
YANACACHI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,12,7,8,4,20,11,31
YAPACANI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,26,10,37,86,63,96,159
YOCALLA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,1,0,0,0,1,0,1
YOTALA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,65,61,253,290,318,351,669
YUNCHARA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,3,2,11,16,14,18,32
ZUDAÑEZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-06-01,1,2,28,33,29,35,64
ACACIO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-07-01,3,0,2,5,5,5,10
ACHACACHI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-07-01,28,47,62,156,90,203,293
ACHOCALLA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-07-01,4,15,7,5,11,20,31
AIQUILE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-07-01,2,2,4,9,6,11,17
ALTO BENI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-07-01,7,9,12,12,19,21,40
ANCORAIMES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-07-01,6,10,11,28,17,38,55
ANTEQUERA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-07-01,0,1,0,2,0,3,3
APOLO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-07-01,6,8,2,2,8,10,18
ARANI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-07-01,5,8,9,19,14,27,41
ARQUE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-07-01,0,0,5,8,5,8,13
ASCENCION DE GUARAYOS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-07-01,57,229,15,13,72,242,314
ATOCHA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-07-01,2,0,1,5,3,5,8
AUCAPATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-07-01,13,20,10,20,23,40,63
AYATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-07-01,3,3,4,3,7,6,13
AYO AYO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-07-01,1,4,9,11,10,15,25
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-07-01,21,28,125,140,146,168,314
AZURDUY,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-07-01,11,9,3,0,14,9,23
BATALLAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2023-07-01,1,3,6,9,7,12,19
