,group,variable,month,INFLUENZA ESTACIONAL EN MAYORES DE 60 AÑOS DENTRO,INFLUENZA ESTACIONAL EN MAYORES DE 60 AÑOS DENTRO,INFLUENZA ESTACIONAL EN MAYORES DE 60 AÑOS FUERA,INFLUENZA ESTACIONAL EN MAYORES DE 60 AÑOS FUERA,TOTALES,TOTALES,TOTALES
ASCENCION DE GUARAYOS,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,19,26,39,54,58,80,138
ATOCHA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,6,0,6,16,12,16,28
AUCAPATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,3,3,3,0,6,3,9
AYATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,17,10,28,48,45,58,103
AYO AYO,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,39,33,21,23,60,56,116
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,59,61,134,170,193,231,424
AZURDUY,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,9,19,12,19,21,38,59
BATALLAS,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,15,14,26,58,41,72,113
BAURES,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,11,14,7,3,18,17,35
BELEN DE ANDAMARCA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,9,4,6,8,15,12,27
BELEN DE URMIRI,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,0,0,1,2,1,2,3
BELLA FLOR,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,1,4,21,16,22,20,42
BERMEJO,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,70,49,55,58,125,107,232
BETANZOS,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,39,38,124,153,163,191,354
BOLIVAR,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,1,0,19,29,20,29,49
BOLPEBRA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,3,1,0,1,3,2,5
BOYUIBE,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,0,4,4,4,4,8,12
BUENA VISTA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,25,9,19,22,44,31,75
CABEZAS,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,6,6,16,15,22,21,43
CAIROMA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,15,27,35,26,50,53,103
"CAIZA ""D""",otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,9,10,20,42,29,52,81
CAJUATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,15,17,10,10,25,27,52
CALACOTO,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,1,5,106,116,107,121,228
CALAMARCA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,15,22,13,9,28,31,59
CAMARGO,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,2,3,11,8,13,11,24
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,3,10,12,16,15,26,41
CAMIRI,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,53,63,43,46,96,109,205
CAPINOTA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,10,9,60,75,70,84,154
CAQUIAVIRI,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,45,28,31,36,76,64,140
CARACOLLO,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,17,26,34,28,51,54,105
CARANAVI,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,105,79,104,61,209,140,349
CARAPARI,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,14,16,75,67,89,83,172
CARIPUYO,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,1,1,22,24,23,25,48
CARMEN RIVERO TORREZ,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,4,1,5,3,9,4,13
CATACORA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,0,0,3,1,3,1,4
CHACARILLA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,5,3,4,3,9,6,15
CHALLAPATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,10,12,38,33,48,45,93
CHAQUI,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,16,15,39,70,55,85,140
CHARAGUA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,26,19,48,53,74,72,146
CHARAÑA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,2,2,7,8,9,10,19
CHAYANTA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,2,0,29,30,31,30,61
CHIMORE,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,33,34,61,58,94,92,186
CHIPAYA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,0,0,1,1,1,1,2
CHOQUE COTA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,0,0,2,2,2,2,4
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,9,14,27,25,36,39,75
CHUMA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,11,13,82,75,93,88,181
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,16,16,43,47,59,63,122
CKOCHAS,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,28,21,24,33,52,54,106
CLIZA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,28,34,29,43,57,77,134
COBIJA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,44,36,69,72,113,108,221
COCAPATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,85,72,84,82,169,154,323
COCHABAMBA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,1389,1457,914,1143,2303,2600,4903
COLCAPIRHUA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,28,27,209,276,237,303,540
"COLCHA ""K""",otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,29,40,12,21,41,61,102
COLLANA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,8,4,4,8,12,12,24
COLOMI,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,31,41,30,26,61,67,128
COLPA BELGICA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,7,8,4,3,11,11,22
COLQUECHACA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,27,30,113,112,140,142,282
COLQUENCHA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,22,11,9,5,31,16,47
COLQUIRI,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,10,7,97,114,107,121,228
COMANCHE,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,1,4,14,16,15,20,35
COMARAPA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,1,2,0,0,1,2,3
COMBAYA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,5,6,9,15,14,21,35
CONCEPCION,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,6,8,11,17,17,25,42
COPACABANA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,2,5,11,22,13,27,40
CORIPATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,14,10,22,29,36,39,75
CORO CORO,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,5,5,25,21,30,26,56
COROICO,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,38,41,17,7,55,48,103
CORQUE,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,6,12,7,7,13,19,32
COTAGAITA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,44,52,108,138,152,190,342
COTOCA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,67,73,101,121,168,194,362
CRUZ DE MACHACAMARCA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,1,1,0,0,1,1,2
CUATRO CAÑADAS,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,10,5,14,19,24,24,48
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,3,8,11,21,14,29,43
CUEVO,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,6,5,6,7,12,12,24
CULPINA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,52,59,14,13,66,72,138
CURAHUARA DE CARANGAS,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,2,7,13,19,15,26,41
CURVA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,1,1,4,6,5,7,12
DESAGUADERO,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,2,2,7,13,9,15,24
EL ALTO,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,666,752,698,853,1364,1605,2969
EL CHORO,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,1,0,0,0,1,0,1
EL PUENTE(STC),otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,0,1,0,1,0,2,2
EL PUENTE(TJA),otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,11,10,28,36,39,46,85
EL TORNO,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,116,132,58,111,174,243,417
EL VILLAR,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,11,14,2,1,13,15,28
ENTRE RIOS TRJ,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,25,22,45,57,70,79,149
ENTRE RIOS CBBA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,69,60,79,90,148,150,298
ESCOMA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,35,24,7,11,42,35,77
EUCALIPTUS,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,1,1,1,3,2,4,6
EUREKA (SANTOS MERCADO),otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,3,0,4,2,7,2,9
EXALTACION,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,0,1,0,0,0,1,1
FERNANDEZ ALONSO,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,1,3,5,1,6,4,10
FILADELFIA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,6,5,30,22,36,27,63
GAIOC JATUN AYLLU YURA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,8,11,11,12,19,23,42
GENERAL SAAVEDRA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,5,15,20,27,25,42,67
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,10,12,27,27,37,39,76
GUANAY,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,19,11,55,43,74,54,128
GUAQUI,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,21,14,31,38,52,52,104
GUAYARAMERIN,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,39,54,25,33,64,87,151
GUTIERREZ,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,3,10,11,16,14,26,40
HUACARAJE,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,5,5,2,1,7,6,13
HUACARETA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,25,45,24,31,49,76,125
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,0,1,8,14,8,15,23
HUACHACALLA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,1,1,1,1,2,2,4
HUANUNI,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,9,6,17,35,26,41,67
HUARINA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,31,33,7,15,38,48,86
HUATAJATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,5,5,5,14,10,19,29
HUAYLLAMARCA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,0,1,1,0,1,1,2
HUMANATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,22,22,13,16,35,38,73
ICHOCA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,1,1,38,45,39,46,85
ICLA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,20,26,26,22,46,48,94
INCAHUASI,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,8,8,28,33,36,41,77
INGAVI (HUMAITA),otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,4,2,8,2,12,4,16
INQUISIVI,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,32,22,56,54,88,76,164
IRUPANA (VILLA DE LANZA),otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,18,22,58,58,76,80,156
IXIAMAS,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,6,6,8,7,14,13,27
JESUS DE MACHACA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,19,15,42,46,61,61,122
LA ASUNTA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,30,20,9,6,39,26,65
LA GUARDIA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,104,125,89,107,193,232,425
LA PAZ,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,1301,1753,1182,1010,2483,2763,5246
LA RIVERA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,0,0,1,2,1,2,3
LAJA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,35,23,76,89,111,112,223
LAS CARRERAS,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,0,0,2,4,2,4,6
LICOMA PAMPA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,5,1,5,4,10,5,15
LLALLAGUA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,33,39,30,53,63,92,155
LLICA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,4,4,3,7,7,11,18
LORETO,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,2,2,0,0,2,2,4
LURIBAY,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,1,4,32,34,33,38,71
MACHACAMARCA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,3,1,4,7,7,8,15
MACHARETI,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,33,41,37,48,70,89,159
MAGDALENA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,11,10,9,9,20,19,39
MAIRANA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,20,15,13,9,33,24,57
MALLA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,2,4,15,17,17,21,38
MAPIRI,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,18,11,12,7,30,18,48
MECAPACA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,31,28,26,29,57,57,114
MINEROS,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,38,34,6,11,44,45,89
MIZQUE,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,29,34,138,176,167,210,377
MOCOMOCO,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,62,56,73,76,135,132,267
MOJINETE,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,0,0,3,1,3,1,4
MOJOCOYA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,2,7,0,0,2,7,9
MONTEAGUDO,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,65,67,34,44,99,111,210
MONTERO,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,137,155,116,153,253,308,561
MORO MORO,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,4,8,12,14,16,22,38
MOROCHATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,14,21,80,94,94,115,209
NAZACARA DE PACAJES,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,2,0,0,0,2,0,2
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,0,0,6,8,6,8,14
OCURI,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,4,2,12,11,16,13,29
OKINAWA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,18,11,10,13,28,24,52
ORURO,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,381,463,290,360,671,823,1494
PADCAYA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,53,47,46,56,99,103,202
PADILLA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,4,6,7,7,11,13,24
PAILON,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,29,29,6,16,35,45,80
PALOS BLANCOS,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,58,39,88,75,146,114,260
PAMPA GRANDE,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,13,6,8,8,21,14,35
PAPEL PAMPA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,17,20,18,19,35,39,74
PASORAPA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,0,0,8,12,8,12,20
PATACAMAYA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,11,9,60,69,71,78,149
PAZÑA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,3,3,6,11,9,14,23
PELECHUCO,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,15,4,10,16,25,20,45
POCOATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,15,10,54,55,69,65,134
POCONA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,8,7,51,78,59,85,144
POJO (CBBA),otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,13,14,26,39,39,53,92
POOPO,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,0,2,8,8,8,10,18
PORCO,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,1,2,11,14,12,16,28
POROMA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,12,19,15,26,27,45,72
PORONGO,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,15,13,1,2,16,15,31
PORTACHUELO,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,29,50,10,11,39,61,100
PORVENIR,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,5,3,35,33,40,36,76
POSTRER VALLE,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,1,0,1,1,2,1,3
POTOSI,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,152,159,88,171,240,330,570
PRESTO,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,11,4,29,40,40,44,84
PUCARANI,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,71,97,161,237,232,334,566
PUERTO ACOSTA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,14,19,44,60,58,79,137
PUERTO CARABUCO,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,17,15,63,68,80,83,163
PUERTO GONZALO MORENO,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,3,0,8,4,11,4,15
PUERTO PEREZ,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,12,6,29,40,41,46,87
PUERTO QUIJARRO,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,17,17,11,5,28,22,50
PUERTO RICO,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,5,4,21,12,26,16,42
PUERTO SILES,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,0,0,1,0,1,0,1
PUERTO SUAREZ,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,78,85,10,12,88,97,185
PUERTO VILLARROEL,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,46,43,87,96,133,139,272
PUNA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,13,26,53,69,66,95,161
PUNATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,46,71,53,83,99,154,253
QUIABAYA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,0,1,13,13,13,14,27
QUILLACOLLO,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,138,147,577,739,715,886,1601
QUIME,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,4,5,37,27,41,32,73
QUIRUSILLAS,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,5,8,8,2,13,10,23
RAQAYPAMPA(ETA),otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,27,44,26,33,53,77,130
RAVELO,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,18,26,47,44,65,70,135
REYES,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,9,7,5,5,14,12,26
RIBERALTA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,47,46,7,30,54,76,130
ROBORE,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,26,20,8,6,34,26,60
RURRENABAQUE,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,63,43,19,23,82,66,148
SABAYA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,3,8,3,1,6,9,15
SACABA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,125,164,177,232,302,396,698
SACABAMBA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,4,5,1,2,5,7,12
SACACA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,28,27,105,115,133,142,275
SAIPINA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,3,0,21,19,24,19,43
SALINAS DE GARCI MENDOZA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,7,8,20,13,27,21,48
SAMAIPATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,39,32,44,48,83,80,163
SAN ANDRES,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,1,1,17,13,18,14,32
SAN ANDRES DE MACHACA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,14,8,30,39,44,47,91
SAN ANTONIO DE ESMORUCO,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,2,2,1,1,3,3,6
SAN BENITO,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,9,8,36,40,45,48,93
SAN BORJA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,20,16,32,41,52,57,109
SAN BUENA VENTURA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,7,17,22,28,29,45,74
SAN CARLOS,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,16,22,32,45,48,67,115
SAN IGNACIO,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,23,17,22,20,45,37,82
SAN IGNACIO DE VELASCO,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,43,45,45,59,88,104,192
SAN JAVIER(BNI),otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,2,2,22,22,24,24,48
SAN JAVIER(STC),otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,11,9,0,3,11,12,23
SAN JOAQUIN,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,3,3,3,0,6,3,9
SAN JOSE DE CHIQUITOS,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,32,23,9,14,41,37,78
SAN JUAN DE YAPACANI,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,14,9,5,6,19,15,34
SAN JULIAN,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,64,56,42,38,106,94,200
SAN LORENZO(PND),otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,0,0,4,4,4,4,8
SAN LORENZO(TJA),otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,57,56,68,90,125,146,271
SAN LUCAS,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,31,48,30,36,61,84,145
SAN MATIAS,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,15,6,24,25,39,31,70
SAN MIGUEL DE VELASCO,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,8,8,20,30,28,38,66
SAN PABLO DE LIPEZ,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,3,5,0,0,3,5,8
SAN PEDRO,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,13,5,16,13,29,18,47
SAN PEDRO DE BUENA VISTA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,54,72,166,200,220,272,492
SAN PEDRO DE CURAHUARA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,17,20,3,7,20,27,47
SAN PEDRO DE MACHA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,67,72,167,179,234,251,485
SAN PEDRO DE QUEMES,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,1,3,14,15,15,18,33
SAN PEDRO DE TIQUINA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,1,6,11,11,12,17,29
SAN RAFAEL,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,1,2,0,0,1,2,3
SAN RAMON BENI,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,6,5,0,0,6,5,11
SAN RAMON SCZ,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,16,12,2,5,18,17,35
SANTA ANA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,9,9,5,2,14,11,25
SANTA CRUZ DE LA SIERRA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,2313,2778,569,768,2882,3546,6428
SANTA ROSA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,10,9,0,0,10,9,19
SANTA ROSA DEL SARA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,21,25,35,21,56,46,102
SANTIAGO DE CALLAPA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,12,14,24,21,36,35,71
SANTIAGO DE HUARI,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,1,0,14,11,15,11,26
SANTIAGO DE HUATA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,15,11,8,12,23,23,46
SANTIAGO DE MACHACA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,3,3,17,20,20,23,43
SANTIVAÑES,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,3,4,9,8,12,12,24
SAPAHAQUI,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,31,33,7,19,38,52,90
SHINAOTA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,17,11,22,37,39,48,87
SICA SICA (VILLA AROMA),otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,36,32,51,63,87,95,182
SICAYA,otras vacunaciones,influenza estacional en mayores de 60 anos,2023-06-01,1,1,27,22,28,23,51
