,group,variable,month,VPH (NIÑAS QUE CUMPLIRAN 10 AÑOS) 2DA. DOSIS DENTRO,VPH (NIÑAS QUE CUMPLIRAN 10 AÑOS) 2DA. DOSIS DENTRO,VPH (NIÑAS QUE CUMPLIRAN 10 AÑOS) 2DA. DOSIS FUERA,VPH (NIÑAS QUE CUMPLIRAN 10 AÑOS) 2DA. DOSIS FUERA,TOTALES,TOTALES,TOTALES
YACUIBA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-05-01,0,1,0,0,0,1,1
APOLO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-06-01,0,0,0,2,0,2,2
CAMARGO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-06-01,0,0,0,1,0,1,1
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-06-01,0,1,0,0,0,1,1
COCHABAMBA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-06-01,0,0,0,3,0,3,3
CONCEPCION,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-06-01,0,0,0,2,0,2,2
CORO CORO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-06-01,0,0,0,1,0,1,1
COTAGAITA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-06-01,0,0,0,1,0,1,1
EL ALTO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-06-01,0,1,0,2,0,3,3
EUCALIPTUS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-06-01,0,1,0,0,0,1,1
GUANAY,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-06-01,0,3,0,0,0,3,3
HUACARETA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-06-01,0,1,0,0,0,1,1
HUAYLLAMARCA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-06-01,0,1,0,1,0,2,2
INGAVI (HUMAITA),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-06-01,0,0,0,1,0,1,1
LA PAZ,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-06-01,0,1,0,1,0,2,2
MONTEAGUDO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-06-01,0,1,0,0,0,1,1
ORURO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-06-01,0,0,0,1,0,1,1
POROMA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-06-01,0,0,0,1,0,1,1
POTOSI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-06-01,0,0,0,1,0,1,1
PUERTO QUIJARRO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-06-01,0,4,0,4,0,8,8
PUERTO SUAREZ,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-06-01,0,1,0,0,0,1,1
RIBERALTA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-06-01,0,3,0,0,0,3,3
SAN BORJA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-06-01,0,3,0,0,0,3,3
SAN JOSE DE CHIQUITOS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-06-01,0,3,0,0,0,3,3
SAN PEDRO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-06-01,0,0,0,1,0,1,1
SANTA ANA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-06-01,0,0,0,6,0,6,6
SAPAHAQUI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-06-01,0,0,0,1,0,1,1
SENA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-06-01,0,0,0,4,0,4,4
SUCRE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-06-01,0,1,0,25,0,26,26
TRINIDAD,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-06-01,0,1,0,0,0,1,1
TUPIZA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-06-01,0,1,0,1,0,2,2
UYUNI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-06-01,0,1,0,6,0,7,7
VILLA CHARCAS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-06-01,0,1,0,1,0,2,2
YOTALA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-06-01,0,2,0,1,0,3,3
ALTO BENI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-07-01,0,0,0,2,0,2,2
AYO AYO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-07-01,0,0,0,1,0,1,1
COBIJA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-07-01,0,0,0,1,0,1,1
COCHABAMBA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-07-01,0,2,0,0,0,2,2
EL ALTO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-07-01,0,1,0,5,0,6,6
GENERAL SAAVEDRA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-07-01,0,1,0,0,0,1,1
GUANAY,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-07-01,0,0,0,3,0,3,3
HUAYLLAMARCA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-07-01,0,1,0,0,0,1,1
LA PAZ,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-07-01,0,1,0,0,0,1,1
MONTEAGUDO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-07-01,0,0,0,1,0,1,1
PALOS BLANCOS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-07-01,0,1,0,0,0,1,1
POTOSI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-07-01,0,2,0,0,0,2,2
PRESTO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-07-01,0,0,0,2,0,2,2
PUERTO QUIJARRO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-07-01,0,3,0,0,0,3,3
SAN BORJA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-07-01,0,4,0,0,0,4,4
SUCRE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-07-01,0,0,0,1,0,1,1
TRINIDAD,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-07-01,0,2,0,0,0,2,2
VILLA MONTES,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-07-01,0,0,0,1,0,1,1
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-07-01,0,1,0,0,0,1,1
ACHACACHI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-08-01,0,0,0,1,0,1,1
COBIJA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-08-01,0,1,0,0,0,1,1
COLOMI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-08-01,0,1,0,0,0,1,1
EL ALTO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-08-01,0,5,0,0,0,5,5
HUACARETA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-08-01,0,0,0,2,0,2,2
JESUS DE MACHACA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-08-01,0,0,0,1,0,1,1
LA PAZ,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-08-01,0,1,0,0,0,1,1
PADCAYA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-08-01,0,1,0,0,0,1,1
PALOS BLANCOS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-08-01,0,0,0,1,0,1,1
PELECHUCO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-08-01,0,1,0,0,0,1,1
POCOATA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-08-01,0,0,0,2,0,2,2
POROMA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-08-01,0,0,0,1,0,1,1
PUERTO QUIJARRO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-08-01,0,0,0,2,0,2,2
SANTA CRUZ DE LA SIERRA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-08-01,0,5,0,0,0,5,5
SENA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-08-01,0,0,0,7,0,7,7
SORACACHI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-08-01,0,0,0,5,0,5,5
SUCRE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-08-01,0,1,0,0,0,1,1
TRINIDAD,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-08-01,0,4,0,0,0,4,4
TUPIZA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-08-01,0,0,0,3,0,3,3
YACUIBA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-08-01,0,0,0,4,0,4,4
ATOCHA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-09-01,0,0,0,6,0,6,6
COCHABAMBA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-09-01,0,2,0,0,0,2,2
EL ALTO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-09-01,0,10,0,5,0,15,15
GUANAY,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-09-01,0,0,0,3,0,3,3
GUAYARAMERIN,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-09-01,0,0,0,1,0,1,1
HUANUNI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-09-01,0,0,0,1,0,1,1
LA PAZ,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-09-01,0,2,0,1,0,3,3
MAPIRI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-09-01,0,0,0,1,0,1,1
MONTERO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-09-01,0,0,0,3,0,3,3
OCURI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-09-01,0,0,0,1,0,1,1
PALOS BLANCOS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-09-01,0,0,0,3,0,3,3
PUERTO QUIJARRO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-09-01,0,2,0,6,0,8,8
PUERTO SUAREZ,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-09-01,0,0,0,14,0,14,14
SAN BORJA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-09-01,0,1,0,0,0,1,1
SAN JOSE DE CHIQUITOS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-09-01,0,2,0,0,0,2,2
SAN LORENZO(TJA),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-09-01,2,0,0,0,2,0,2
SAN MATIAS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-09-01,0,0,0,1,0,1,1
SUCRE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-09-01,0,3,0,0,0,3,3
TARACO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-09-01,0,1,0,0,0,1,1
TUPIZA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-09-01,0,3,0,0,0,3,3
UYUNI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-09-01,0,1,0,1,0,2,2
VILLAZON,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-09-01,0,2,0,3,0,5,5
YACUIBA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-09-01,0,0,0,1,0,1,1
BERMEJO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-10-01,0,1,0,0,0,1,1
BUENA VISTA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-10-01,0,6,0,77,0,83,83
CAPINOTA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-10-01,0,0,0,6,0,6,6
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-10-01,0,0,0,1,0,1,1
COBIJA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-10-01,0,0,0,2,0,2,2
COCHABAMBA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-10-01,0,0,0,1,0,1,1
CONCEPCION,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-10-01,0,0,0,7,0,7,7
CUATRO CAÑADAS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-10-01,0,0,0,3,0,3,3
CUEVO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-10-01,0,0,0,4,0,4,4
EL ALTO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-10-01,0,3,0,8,0,11,11
LA PAZ,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-10-01,0,2,0,26,0,28,28
MAPIRI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-10-01,0,1,0,0,0,1,1
MONTERO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-10-01,0,0,0,1,0,1,1
OCURI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-10-01,0,0,0,1,0,1,1
PAILON,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-10-01,0,1,0,0,0,1,1
PALOS BLANCOS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-10-01,0,1,0,0,0,1,1
PUERTO QUIJARRO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-10-01,0,2,0,5,0,7,7
PUERTO SUAREZ,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-10-01,0,4,0,5,0,9,9
PUERTO VILLARROEL,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-10-01,0,0,0,3,0,3,3
SACACA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-10-01,0,0,0,3,0,3,3
SAN ANDRES DE MACHACA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-10-01,0,0,0,1,0,1,1
SAN PEDRO DE BUENA VISTA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-10-01,0,0,0,1,0,1,1
SANTIAGO DE MACHACA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-10-01,0,0,0,1,0,1,1
SANTIVAÑES,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-10-01,0,0,0,7,0,7,7
SUCRE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-10-01,0,0,0,3,0,3,3
TARABUCO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-10-01,0,0,0,1,0,1,1
TARACO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-10-01,0,1,0,0,0,1,1
TARIJA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-10-01,0,0,0,17,0,17,17
TARVITA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-10-01,0,0,0,10,0,10,10
TIPUANI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-10-01,0,0,0,6,0,6,6
TOTORA(ORR),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-10-01,0,1,0,0,0,1,1
TRINIDAD,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-10-01,0,1,0,8,0,9,9
TUPIZA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-10-01,0,3,0,0,0,3,3
VILLA SERRANO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-10-01,0,0,0,2,0,2,2
YACUIBA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-10-01,0,1,0,4,0,5,5
YOTALA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-10-01,0,0,0,1,0,1,1
AYATA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-11-01,0,1,0,0,0,1,1
BAURES,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-11-01,0,2,0,0,0,2,2
BERMEJO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-11-01,0,0,0,1,0,1,1
"CAIZA ""D""",otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-11-01,0,3,0,3,0,6,6
CAMARGO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-11-01,0,1,0,2,0,3,3
CAMIRI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-11-01,0,0,0,3,0,3,3
CARANAVI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-11-01,0,0,0,1,0,1,1
COCHABAMBA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-11-01,0,0,0,2,0,2,2
COLOMI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-11-01,0,0,0,2,0,2,2
CORO CORO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-11-01,0,0,0,2,0,2,2
EL ALTO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-11-01,0,12,0,1,0,13,13
EL CHORO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-11-01,0,0,0,4,0,4,4
ESMERALDA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-11-01,0,1,0,0,0,1,1
GUANAY,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-11-01,0,1,0,3,0,4,4
INCAHUASI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-11-01,0,0,0,1,0,1,1
IXIAMAS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-11-01,0,1,0,0,0,1,1
LA PAZ,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-11-01,0,2,0,8,0,10,10
MONTERO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-11-01,0,0,0,2,0,2,2
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-11-01,0,0,0,1,0,1,1
OMEREQUE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-11-01,0,1,0,16,0,17,17
ORURO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-11-01,0,1,0,0,0,1,1
PALOS BLANCOS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-11-01,0,0,0,6,0,6,6
PASORAPA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-11-01,0,0,0,3,0,3,3
POROMA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-11-01,0,0,0,4,0,4,4
POTOSI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-11-01,0,0,0,1,0,1,1
PUERTO CARABUCO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-11-01,0,1,0,0,0,1,1
PUERTO QUIJARRO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-11-01,0,1,0,140,0,141,141
PUERTO SUAREZ,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-11-01,0,2,0,6,0,8,8
SABAYA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-11-01,0,0,0,1,0,1,1
SAN LUCAS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-11-01,0,2,0,0,0,2,2
SANTIVAÑES,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-11-01,0,2,0,7,0,9,9
SAPAHAQUI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-11-01,0,0,0,1,0,1,1
SUCRE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-11-01,0,1,0,11,0,12,12
TACOPAYA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-11-01,0,0,0,4,0,4,4
TARIJA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-11-01,0,1,0,0,0,1,1
TUPIZA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-11-01,0,6,0,2,0,8,8
VILLA MONTES,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-11-01,0,0,0,16,0,16,16
WALDO BALLIVIAN,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-11-01,0,4,0,0,0,4,4
YACUIBA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-11-01,0,0,0,1,0,1,1
YUNCHARA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-11-01,0,1,0,0,0,1,1
ZUDAÑEZ,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-11-01,0,0,0,1,0,1,1
BERMEJO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-12-01,0,0,0,1,0,1,1
CALACOTO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-12-01,0,1,0,0,0,1,1
EL ALTO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-12-01,0,3,0,0,0,3,3
LA PAZ,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-12-01,0,2,0,2,0,4,4
PAILON,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-12-01,0,4,0,1,0,5,5
PUERTO SUAREZ,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-12-01,0,1,0,0,0,1,1
SABAYA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-12-01,0,0,0,6,0,6,6
SAN BORJA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-12-01,0,2,0,0,0,2,2
SAN JOSE DE CHIQUITOS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-12-01,0,2,0,3,0,5,5
SAN LORENZO(TJA),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-12-01,0,0,0,1,0,1,1
SANTIVAÑES,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-12-01,0,2,0,0,0,2,2
SUCRE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-12-01,0,3,0,0,0,3,3
TACOPAYA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-12-01,0,0,0,1,0,1,1
TARIJA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-12-01,0,1,0,0,0,1,1
TUPIZA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2023-12-01,0,1,0,0,0,1,1
