,group,variable,month,HEPATITIS B 1RA. DOSIS POBLACIÓN VULNERABLE (VIH) DENTRO,HEPATITIS B 1RA. DOSIS POBLACIÓN VULNERABLE (VIH) DENTRO,HEPATITIS B 1RA. DOSIS POBLACIÓN VULNERABLE (VIH) FUERA,HEPATITIS B 1RA. DOSIS POBLACIÓN VULNERABLE (VIH) FUERA,TOTALES,TOTALES,TOTALES
COCHABAMBA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-12-01,0,1,1,1,1,2,3
"COLCHA ""K""",otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-12-01,0,2,0,0,0,2,2
COPACABANA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-12-01,3,0,3,5,6,5,11
EL ALTO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-12-01,12,11,1,4,13,15,28
EL PUENTE(TJA),otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-12-01,1,0,0,0,1,0,1
GENERAL SAAVEDRA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-12-01,0,1,0,0,0,1,1
HUANUNI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-12-01,0,0,1,0,1,0,1
LA GUARDIA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-12-01,0,2,0,0,0,2,2
LA PAZ,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-12-01,12,35,12,5,24,40,64
MINEROS,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-12-01,0,1,0,0,0,1,1
OKINAWA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-12-01,2,1,6,4,8,5,13
ORURO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-12-01,18,9,0,0,18,9,27
PADILLA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-12-01,0,2,0,0,0,2,2
PAILON,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-12-01,0,1,0,0,0,1,1
PUCARANI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-12-01,1,0,1,6,2,6,8
PUERTO RICO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-12-01,0,2,0,1,0,3,3
PUERTO VILLARROEL,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-12-01,1,1,0,0,1,1,2
QUILLACOLLO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-12-01,0,0,1,1,1,1,2
RURRENABAQUE,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-12-01,0,0,40,0,40,0,40
SACABA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-12-01,0,1,0,0,0,1,1
SAN ANTONIO DE LOMERIO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-12-01,0,1,0,0,0,1,1
SAN BORJA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-12-01,3,2,0,0,3,2,5
SAN JOAQUIN,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-12-01,0,1,0,0,0,1,1
SAN LORENZO(PND),otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-12-01,1,1,0,0,1,1,2
SAN LORENZO(TJA),otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-12-01,1,2,0,0,1,2,3
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-12-01,2,6,0,0,2,6,8
SAPAHAQUI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-12-01,0,0,0,2,0,2,2
SENA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-12-01,4,2,3,1,7,3,10
SUCRE,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-12-01,0,5,0,0,0,5,5
TARATA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-12-01,0,1,0,0,0,1,1
TARIJA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-12-01,3,16,0,1,3,17,20
TIRAQUE (CBBA),otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-12-01,0,0,1,0,1,0,1
TOCO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-12-01,1,1,0,0,1,1,2
TOLEDO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-12-01,2,1,0,0,2,1,3
TUPIZA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-12-01,0,3,0,0,0,3,3
UYUNI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-12-01,20,0,0,0,20,0,20
VILLA RIVERO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-12-01,0,0,1,0,1,0,1
VILLAZON,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-12-01,2,0,0,0,2,0,2
WARNES,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-12-01,1,1,0,0,1,1,2
