,group,variable,month,17.21 SR DENTRO,17.21 SR DENTRO,17.21 SR FUERA,17.21 SR FUERA,TOTALES,TOTALES,TOTALES
PUERTO PEREZ,otras vacunaciones,sr,2023-04-01,3,2,21,33,24,35,59
PUERTO QUIJARRO,otras vacunaciones,sr,2023-04-01,46,35,931,1074,977,1109,2086
PUERTO RICO,otras vacunaciones,sr,2023-04-01,0,0,1,4,1,4,5
PUNA,otras vacunaciones,sr,2023-04-01,0,0,3,5,3,5,8
PUNATA,otras vacunaciones,sr,2023-04-01,6,4,22,24,28,28,56
QUIABAYA,otras vacunaciones,sr,2023-04-01,0,0,15,14,15,14,29
QUILLACOLLO,otras vacunaciones,sr,2023-04-01,5,5,31,29,36,34,70
QUIME,otras vacunaciones,sr,2023-04-01,0,1,10,23,10,24,34
QUIRUSILLAS,otras vacunaciones,sr,2023-04-01,0,1,0,0,0,1,1
RAQAYPAMPA(ETA),otras vacunaciones,sr,2023-04-01,1,1,6,3,7,4,11
REYES,otras vacunaciones,sr,2023-04-01,0,0,48,31,48,31,79
RIBERALTA,otras vacunaciones,sr,2023-04-01,5,6,11,13,16,19,35
ROBORE,otras vacunaciones,sr,2023-04-01,0,0,12,13,12,13,25
RURRENABAQUE,otras vacunaciones,sr,2023-04-01,0,2,35,41,35,43,78
SABAYA,otras vacunaciones,sr,2023-04-01,9,12,0,1,9,13,22
SACABA,otras vacunaciones,sr,2023-04-01,7,12,15,11,22,23,45
SACABAMBA,otras vacunaciones,sr,2023-04-01,0,2,2,1,2,3,5
SALINAS DE GARCI MENDOZA,otras vacunaciones,sr,2023-04-01,0,0,10,15,10,15,25
SAMAIPATA,otras vacunaciones,sr,2023-04-01,0,1,0,0,0,1,1
SAN ANDRES,otras vacunaciones,sr,2023-04-01,0,0,33,42,33,42,75
SAN ANDRES DE MACHACA,otras vacunaciones,sr,2023-04-01,3,1,6,3,9,4,13
SAN ANTONIO DE LOMERIO,otras vacunaciones,sr,2023-04-01,3,5,1,0,4,5,9
SAN BENITO,otras vacunaciones,sr,2023-04-01,0,1,0,1,0,2,2
SAN BORJA,otras vacunaciones,sr,2023-04-01,1,4,47,65,48,69,117
SAN BUENA VENTURA,otras vacunaciones,sr,2023-04-01,1,3,48,40,49,43,92
SAN CARLOS,otras vacunaciones,sr,2023-04-01,2,2,27,22,29,24,53
SAN IGNACIO,otras vacunaciones,sr,2023-04-01,8,5,295,274,303,279,582
SAN IGNACIO DE VELASCO,otras vacunaciones,sr,2023-04-01,5,4,43,49,48,53,101
SAN JAVIER(STC),otras vacunaciones,sr,2023-04-01,4,2,19,14,23,16,39
SAN JOSE DE CHIQUITOS,otras vacunaciones,sr,2023-04-01,0,0,5,6,5,6,11
SAN JUAN DE YAPACANI,otras vacunaciones,sr,2023-04-01,3,2,4,6,7,8,15
SAN JULIAN,otras vacunaciones,sr,2023-04-01,41,50,136,109,177,159,336
SAN LORENZO(PND),otras vacunaciones,sr,2023-04-01,3,3,9,5,12,8,20
SAN LORENZO(TJA),otras vacunaciones,sr,2023-04-01,3,5,2,3,5,8,13
SAN LUCAS,otras vacunaciones,sr,2023-04-01,1,6,7,7,8,13,21
SAN MIGUEL DE VELASCO,otras vacunaciones,sr,2023-04-01,1,5,10,12,11,17,28
SAN PEDRO,otras vacunaciones,sr,2023-04-01,0,0,1,0,1,0,1
SAN PEDRO DE CURAHUARA,otras vacunaciones,sr,2023-04-01,5,9,11,6,16,15,31
SAN PEDRO DE QUEMES,otras vacunaciones,sr,2023-04-01,0,0,3,0,3,0,3
SAN PEDRO DE TIQUINA,otras vacunaciones,sr,2023-04-01,10,12,62,20,72,32,104
SAN PEDRO(PND),otras vacunaciones,sr,2023-04-01,0,0,9,4,9,4,13
SAN RAFAEL,otras vacunaciones,sr,2023-04-01,0,0,0,1,0,1,1
SAN RAMON BENI,otras vacunaciones,sr,2023-04-01,0,0,36,26,36,26,62
SAN RAMON SCZ,otras vacunaciones,sr,2023-04-01,2,3,8,15,10,18,28
SANTA ANA,otras vacunaciones,sr,2023-04-01,3,1,217,156,220,157,377
SANTA CRUZ DE LA SIERRA,otras vacunaciones,sr,2023-04-01,205,351,1877,1816,2082,2167,4249
SANTA ROSA,otras vacunaciones,sr,2023-04-01,0,2,43,74,43,76,119
SANTA ROSA DEL SARA,otras vacunaciones,sr,2023-04-01,0,0,4,3,4,3,7
SANTIAGO DE CALLAPA,otras vacunaciones,sr,2023-04-01,0,0,8,4,8,4,12
SANTIAGO DE HUARI,otras vacunaciones,sr,2023-04-01,1,2,16,15,17,17,34
SANTIAGO DE HUATA,otras vacunaciones,sr,2023-04-01,0,2,5,5,5,7,12
SANTIAGO DE MACHACA,otras vacunaciones,sr,2023-04-01,0,0,6,2,6,2,8
SANTIVAÑES,otras vacunaciones,sr,2023-04-01,0,1,11,13,11,14,25
SANTUARIO DE QUILLACAS,otras vacunaciones,sr,2023-04-01,0,0,44,64,44,64,108
SAPAHAQUI,otras vacunaciones,sr,2023-04-01,3,2,32,28,35,30,65
SENA,otras vacunaciones,sr,2023-04-01,0,2,36,40,36,42,78
SHINAOTA,otras vacunaciones,sr,2023-04-01,3,2,4,3,7,5,12
SICA SICA (VILLA AROMA),otras vacunaciones,sr,2023-04-01,2,7,20,16,22,23,45
SICAYA,otras vacunaciones,sr,2023-04-01,0,1,8,6,8,7,15
SIPE SIPE,otras vacunaciones,sr,2023-04-01,0,1,6,9,6,10,16
SOPACHUY,otras vacunaciones,sr,2023-04-01,1,1,0,0,1,1,2
SORACACHI,otras vacunaciones,sr,2023-04-01,0,0,35,26,35,26,61
SORATA,otras vacunaciones,sr,2023-04-01,0,0,19,11,19,11,30
SUCRE,otras vacunaciones,sr,2023-04-01,43,55,393,546,436,601,1037
TACACHI,otras vacunaciones,sr,2023-04-01,0,0,2,0,2,0,2
TACACOMA,otras vacunaciones,sr,2023-04-01,7,3,11,5,18,8,26
TACOPAYA,otras vacunaciones,sr,2023-04-01,0,0,13,15,13,15,28
TAHUA,otras vacunaciones,sr,2023-04-01,1,0,3,1,4,1,5
TAPACARI,otras vacunaciones,sr,2023-04-01,4,4,12,18,16,22,38
TARABUCO,otras vacunaciones,sr,2023-04-01,0,5,0,5,0,10,10
TARACO,otras vacunaciones,sr,2023-04-01,18,7,12,4,30,11,41
TARATA,otras vacunaciones,sr,2023-04-01,1,0,29,20,30,20,50
TARIJA,otras vacunaciones,sr,2023-04-01,23,18,38,50,61,68,129
TARVITA,otras vacunaciones,sr,2023-04-01,5,5,30,51,35,56,91
TINGUIPAYA,otras vacunaciones,sr,2023-04-01,15,12,13,6,28,18,46
TIPUANI,otras vacunaciones,sr,2023-04-01,0,0,18,2,18,2,20
TIQUIPAYA,otras vacunaciones,sr,2023-04-01,3,3,5,6,8,9,17
TIRAQUE (CBBA),otras vacunaciones,sr,2023-04-01,0,0,4,4,4,4,8
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,sr,2023-04-01,5,5,11,8,16,13,29
TOCO,otras vacunaciones,sr,2023-04-01,0,0,1,1,1,1,2
TOLEDO,otras vacunaciones,sr,2023-04-01,3,5,6,6,9,11,20
TOMAVE,otras vacunaciones,sr,2023-04-01,3,3,9,0,12,3,15
TOMINA,otras vacunaciones,sr,2023-04-01,2,2,1,0,3,2,5
TOTORA(ORR),otras vacunaciones,sr,2023-04-01,5,4,8,11,13,15,28
TRIGAL,otras vacunaciones,sr,2023-04-01,1,0,2,3,3,3,6
TRINIDAD,otras vacunaciones,sr,2023-04-01,42,41,387,420,429,461,890
TUPIZA,otras vacunaciones,sr,2023-04-01,23,42,104,197,127,239,366
TURCO,otras vacunaciones,sr,2023-04-01,3,13,155,156,158,169,327
UMALA,otras vacunaciones,sr,2023-04-01,0,0,3,1,3,1,4
UNCIA,otras vacunaciones,sr,2023-04-01,6,5,2,7,8,12,20
URIONDO (A. CONCEPCION),otras vacunaciones,sr,2023-04-01,2,1,9,16,11,17,28
URUBICHA,otras vacunaciones,sr,2023-04-01,1,4,22,24,23,28,51
UYUNI,otras vacunaciones,sr,2023-04-01,0,0,120,75,120,75,195
VACAS,otras vacunaciones,sr,2023-04-01,0,0,5,3,5,3,8
VALLEGRANDE,otras vacunaciones,sr,2023-04-01,1,7,6,11,7,18,25
VIACHA,otras vacunaciones,sr,2023-04-01,0,2,23,17,23,19,42
VILLA CHARCAS,otras vacunaciones,sr,2023-04-01,0,0,1,2,1,2,3
VILLA MONTES,otras vacunaciones,sr,2023-04-01,6,3,219,20,225,23,248
VILLA NUEVA (LOMA ALTA),otras vacunaciones,sr,2023-04-01,2,1,10,7,12,8,20
VILLA RIVERO,otras vacunaciones,sr,2023-04-01,0,0,5,0,5,0,5
VILLA SERRANO,otras vacunaciones,sr,2023-04-01,1,0,3,3,4,3,7
VILLA TUNARI,otras vacunaciones,sr,2023-04-01,1,3,9,15,10,18,28
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,sr,2023-04-01,0,0,0,1,0,1,1
VILLAZON,otras vacunaciones,sr,2023-04-01,16,22,121,165,137,187,324
VITICHI,otras vacunaciones,sr,2023-04-01,10,10,28,12,38,22,60
WALDO BALLIVIAN,otras vacunaciones,sr,2023-04-01,2,1,1,1,3,2,5
WARNES,otras vacunaciones,sr,2023-04-01,18,11,74,78,92,89,181
YACO,otras vacunaciones,sr,2023-04-01,3,6,15,12,18,18,36
YACUIBA,otras vacunaciones,sr,2023-04-01,9,15,86,103,95,118,213
YANACACHI,otras vacunaciones,sr,2023-04-01,2,0,3,5,5,5,10
YAPACANI,otras vacunaciones,sr,2023-04-01,0,0,15,27,15,27,42
YOCALLA,otras vacunaciones,sr,2023-04-01,0,2,0,1,0,3,3
YOTALA,otras vacunaciones,sr,2023-04-01,0,1,0,1,0,2,2
YUNCHARA,otras vacunaciones,sr,2023-04-01,1,1,20,16,21,17,38
ZUDAÑEZ,otras vacunaciones,sr,2023-04-01,0,0,12,28,12,28,40
ACHACACHI,otras vacunaciones,sr,2023-05-01,6,3,31,20,37,23,60
ACHOCALLA,otras vacunaciones,sr,2023-05-01,15,10,33,21,48,31,79
AIQUILE,otras vacunaciones,sr,2023-05-01,0,0,15,9,15,9,24
ALCALA,otras vacunaciones,sr,2023-05-01,0,0,1,5,1,5,6
ALTO BENI,otras vacunaciones,sr,2023-05-01,2,4,3,9,5,13,18
ANCORAIMES,otras vacunaciones,sr,2023-05-01,0,4,10,9,10,13,23
ANDAMARCA,otras vacunaciones,sr,2023-05-01,0,1,4,2,4,3,7
ANTEQUERA,otras vacunaciones,sr,2023-05-01,0,0,1,0,1,0,1
APOLO,otras vacunaciones,sr,2023-05-01,1,0,3,4,4,4,8
ARAMPAMPA,otras vacunaciones,sr,2023-05-01,0,2,1,1,1,3,4
ARANI,otras vacunaciones,sr,2023-05-01,0,0,1,0,1,0,1
ARBIETO,otras vacunaciones,sr,2023-05-01,2,3,1,2,3,5,8
ARQUE,otras vacunaciones,sr,2023-05-01,0,0,2,1,2,1,3
ASCENCION DE GUARAYOS,otras vacunaciones,sr,2023-05-01,9,5,7,4,16,9,25
ATOCHA,otras vacunaciones,sr,2023-05-01,0,0,10,14,10,14,24
AUCAPATA,otras vacunaciones,sr,2023-05-01,0,0,1,1,1,1,2
AYATA,otras vacunaciones,sr,2023-05-01,1,1,4,8,5,9,14
AYO AYO,otras vacunaciones,sr,2023-05-01,0,0,4,3,4,3,7
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,sr,2023-05-01,0,0,1,2,1,2,3
AZURDUY,otras vacunaciones,sr,2023-05-01,0,2,6,8,6,10,16
BATALLAS,otras vacunaciones,sr,2023-05-01,1,3,19,21,20,24,44
BAURES,otras vacunaciones,sr,2023-05-01,67,14,0,2,67,16,83
BELEN DE ANDAMARCA,otras vacunaciones,sr,2023-05-01,0,0,3,1,3,1,4
BELLA FLOR,otras vacunaciones,sr,2023-05-01,0,0,16,23,16,23,39
BERMEJO,otras vacunaciones,sr,2023-05-01,55,7,53,46,108,53,161
BOLIVAR,otras vacunaciones,sr,2023-05-01,0,0,0,1,0,1,1
BOLPEBRA,otras vacunaciones,sr,2023-05-01,0,0,1,1,1,1,2
BUENA VISTA,otras vacunaciones,sr,2023-05-01,1,3,3,0,4,3,7
CABEZAS,otras vacunaciones,sr,2023-05-01,4,4,0,0,4,4,8
CAIROMA,otras vacunaciones,sr,2023-05-01,1,1,0,0,1,1,2
"CAIZA ""D""",otras vacunaciones,sr,2023-05-01,0,1,9,8,9,9,18
CAJUATA,otras vacunaciones,sr,2023-05-01,1,0,37,27,38,27,65
CALAMARCA,otras vacunaciones,sr,2023-05-01,0,1,6,16,6,17,23
CAMARGO,otras vacunaciones,sr,2023-05-01,1,1,12,15,13,16,29
CAMIRI,otras vacunaciones,sr,2023-05-01,7,5,2,0,9,5,14
CAQUIAVIRI,otras vacunaciones,sr,2023-05-01,1,3,1,3,2,6,8
CARACOLLO,otras vacunaciones,sr,2023-05-01,1,8,16,19,17,27,44
CARANAVI,otras vacunaciones,sr,2023-05-01,11,17,17,9,28,26,54
CARAPARI,otras vacunaciones,sr,2023-05-01,3,14,6,1,9,15,24
CARIPUYO,otras vacunaciones,sr,2023-05-01,0,0,2,4,2,4,6
CARMEN RIVERO TORREZ,otras vacunaciones,sr,2023-05-01,2,2,5,3,7,5,12
CATACORA,otras vacunaciones,sr,2023-05-01,0,0,3,1,3,1,4
CHACARILLA,otras vacunaciones,sr,2023-05-01,0,0,4,3,4,3,7
CHALLAPATA,otras vacunaciones,sr,2023-05-01,1,2,45,43,46,45,91
CHAQUI,otras vacunaciones,sr,2023-05-01,3,9,6,0,9,9,18
CHARAGUA,otras vacunaciones,sr,2023-05-01,2,1,14,16,16,17,33
CHARAÑA,otras vacunaciones,sr,2023-05-01,0,0,3,2,3,2,5
CHIMORE,otras vacunaciones,sr,2023-05-01,1,2,2,1,3,3,6
CHIPAYA,otras vacunaciones,sr,2023-05-01,0,0,2,8,2,8,10
CHOQUE COTA,otras vacunaciones,sr,2023-05-01,0,0,1,4,1,4,5
CHUA COCANI,otras vacunaciones,sr,2023-05-01,0,0,0,4,0,4,4
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,sr,2023-05-01,15,12,14,22,29,34,63
CHUMA,otras vacunaciones,sr,2023-05-01,3,2,3,5,6,7,13
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,sr,2023-05-01,0,0,0,3,0,3,3
CLIZA,otras vacunaciones,sr,2023-05-01,0,3,2,4,2,7,9
COBIJA,otras vacunaciones,sr,2023-05-01,6,6,45,34,51,40,91
COCHABAMBA,otras vacunaciones,sr,2023-05-01,61,75,209,229,270,304,574
COLCAPIRHUA,otras vacunaciones,sr,2023-05-01,2,3,2,3,4,6,10
"COLCHA ""K""",otras vacunaciones,sr,2023-05-01,5,2,7,0,12,2,14
COLPA BELGICA,otras vacunaciones,sr,2023-05-01,0,0,0,1,0,1,1
COLQUECHACA,otras vacunaciones,sr,2023-05-01,20,15,0,0,20,15,35
COLQUENCHA,otras vacunaciones,sr,2023-05-01,1,1,0,1,1,2,3
COLQUIRI,otras vacunaciones,sr,2023-05-01,0,0,4,8,4,8,12
COMANCHE,otras vacunaciones,sr,2023-05-01,0,1,7,4,7,5,12
COMARAPA,otras vacunaciones,sr,2023-05-01,0,2,3,2,3,4,7
COMBAYA,otras vacunaciones,sr,2023-05-01,4,5,3,4,7,9,16
CONCEPCION,otras vacunaciones,sr,2023-05-01,11,9,61,40,72,49,121
COPACABANA,otras vacunaciones,sr,2023-05-01,2,1,16,22,18,23,41
CORIPATA,otras vacunaciones,sr,2023-05-01,2,3,13,17,15,20,35
CORO CORO,otras vacunaciones,sr,2023-05-01,0,0,3,3,3,3,6
COROICO,otras vacunaciones,sr,2023-05-01,0,1,13,9,13,10,23
CORQUE,otras vacunaciones,sr,2023-05-01,1,5,124,32,125,37,162
COTAGAITA,otras vacunaciones,sr,2023-05-01,3,7,3,3,6,10,16
COTOCA,otras vacunaciones,sr,2023-05-01,1,4,14,9,15,13,28
CUATRO CAÑADAS,otras vacunaciones,sr,2023-05-01,6,1,2,0,8,1,9
CUEVO,otras vacunaciones,sr,2023-05-01,0,0,1,0,1,0,1
CULPINA,otras vacunaciones,sr,2023-05-01,0,1,0,0,0,1,1
CURAHUARA DE CARANGAS,otras vacunaciones,sr,2023-05-01,3,4,2,4,5,8,13
DESAGUADERO,otras vacunaciones,sr,2023-05-01,0,2,3,1,3,3,6
EL ALTO,otras vacunaciones,sr,2023-05-01,88,108,416,494,504,602,1106
EL CHORO,otras vacunaciones,sr,2023-05-01,0,0,11,5,11,5,16
EL PUENTE(STC),otras vacunaciones,sr,2023-05-01,1,0,0,1,1,1,2
EL PUENTE(TJA),otras vacunaciones,sr,2023-05-01,1,0,35,43,36,43,79
EL TORNO,otras vacunaciones,sr,2023-05-01,2,6,0,0,2,6,8
EL VILLAR,otras vacunaciones,sr,2023-05-01,0,2,0,0,0,2,2
ENTRE RIOS TRJ,otras vacunaciones,sr,2023-05-01,5,1,7,6,12,7,19
ESMERALDA,otras vacunaciones,sr,2023-05-01,1,1,1,0,2,1,3
EUCALIPTUS,otras vacunaciones,sr,2023-05-01,1,0,1,2,2,2,4
EUREKA (SANTOS MERCADO),otras vacunaciones,sr,2023-05-01,0,1,5,3,5,4,9
FILADELFIA,otras vacunaciones,sr,2023-05-01,1,0,12,15,13,15,28
GENERAL SAAVEDRA,otras vacunaciones,sr,2023-05-01,1,8,8,14,9,22,31
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,sr,2023-05-01,1,2,6,2,7,4,11
GUANAY,otras vacunaciones,sr,2023-05-01,1,0,0,0,1,0,1
GUAQUI,otras vacunaciones,sr,2023-05-01,2,2,4,4,6,6,12
GUAYARAMERIN,otras vacunaciones,sr,2023-05-01,8,5,105,127,113,132,245
GUTIERREZ,otras vacunaciones,sr,2023-05-01,1,0,0,0,1,0,1
HUACARAJE,otras vacunaciones,sr,2023-05-01,2,1,13,26,15,27,42
HUACARETA,otras vacunaciones,sr,2023-05-01,2,4,1,1,3,5,8
HUACHACALLA,otras vacunaciones,sr,2023-05-01,0,0,3,1,3,1,4
HUANUNI,otras vacunaciones,sr,2023-05-01,1,4,21,27,22,31,53
HUARINA,otras vacunaciones,sr,2023-05-01,0,0,5,6,5,6,11
HUATAJATA,otras vacunaciones,sr,2023-05-01,0,0,4,3,4,3,7
HUAYLLAMARCA,otras vacunaciones,sr,2023-05-01,0,0,4,5,4,5,9
HUMANATA,otras vacunaciones,sr,2023-05-01,0,0,0,4,0,4,4
INCAHUASI,otras vacunaciones,sr,2023-05-01,5,0,1,0,6,0,6
INGAVI (HUMAITA),otras vacunaciones,sr,2023-05-01,2,6,5,4,7,10,17
INQUISIVI,otras vacunaciones,sr,2023-05-01,0,5,10,4,10,9,19
IRUPANA (VILLA DE LANZA),otras vacunaciones,sr,2023-05-01,2,3,46,66,48,69,117
IXIAMAS,otras vacunaciones,sr,2023-05-01,6,5,23,14,29,19,48
JESUS DE MACHACA,otras vacunaciones,sr,2023-05-01,0,1,1,0,1,1,2
LA ASUNTA,otras vacunaciones,sr,2023-05-01,8,13,34,39,42,52,94
LA GUARDIA,otras vacunaciones,sr,2023-05-01,8,15,10,3,18,18,36
LA PAZ,otras vacunaciones,sr,2023-05-01,187,203,522,610,709,813,1522
LA RIVERA,otras vacunaciones,sr,2023-05-01,0,0,2,4,2,4,6
LAGUNILLAS,otras vacunaciones,sr,2023-05-01,1,0,0,0,1,0,1
LAJA,otras vacunaciones,sr,2023-05-01,0,0,3,2,3,2,5
LAS CARRERAS,otras vacunaciones,sr,2023-05-01,0,1,3,3,3,4,7
LICOMA PAMPA,otras vacunaciones,sr,2023-05-01,0,0,1,1,1,1,2
LLALLAGUA,otras vacunaciones,sr,2023-05-01,0,7,1,3,1,10,11
LORETO,otras vacunaciones,sr,2023-05-01,2,4,18,21,20,25,45
LURIBAY,otras vacunaciones,sr,2023-05-01,0,1,9,4,9,5,14
MACHACAMARCA,otras vacunaciones,sr,2023-05-01,0,0,22,8,22,8,30
MACHARETI,otras vacunaciones,sr,2023-05-01,0,5,2,2,2,7,9
MAGDALENA,otras vacunaciones,sr,2023-05-01,1,0,0,0,1,0,1
MAIRANA,otras vacunaciones,sr,2023-05-01,0,0,2,0,2,0,2
MAPIRI,otras vacunaciones,sr,2023-05-01,2,1,1,0,3,1,4
MINEROS,otras vacunaciones,sr,2023-05-01,0,0,1,1,1,1,2
MIZQUE,otras vacunaciones,sr,2023-05-01,0,0,2,3,2,3,5
MOCOMOCO,otras vacunaciones,sr,2023-05-01,1,3,4,0,5,3,8
MOJOCOYA,otras vacunaciones,sr,2023-05-01,1,1,0,0,1,1,2
MONTEAGUDO,otras vacunaciones,sr,2023-05-01,1,4,8,5,9,9,18
MONTERO,otras vacunaciones,sr,2023-05-01,2,9,2,10,4,19,23
MORO MORO,otras vacunaciones,sr,2023-05-01,0,1,0,1,0,2,2
MOROCHATA,otras vacunaciones,sr,2023-05-01,0,2,0,0,0,2,2
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,sr,2023-05-01,1,4,22,11,23,15,38
NAZACARA DE PACAJES,otras vacunaciones,sr,2023-05-01,2,1,2,1,4,2,6
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,sr,2023-05-01,0,0,1,6,1,6,7
OCURI,otras vacunaciones,sr,2023-05-01,0,0,10,7,10,7,17
OKINAWA,otras vacunaciones,sr,2023-05-01,0,0,0,4,0,4,4
ORURO,otras vacunaciones,sr,2023-05-01,25,32,84,81,109,113,222
PADCAYA,otras vacunaciones,sr,2023-05-01,2,6,0,0,2,6,8
PADILLA,otras vacunaciones,sr,2023-05-01,1,3,0,1,1,4,5
PAILON,otras vacunaciones,sr,2023-05-01,4,4,26,24,30,28,58
PALOS BLANCOS,otras vacunaciones,sr,2023-05-01,2,8,12,4,14,12,26
PAMPA AULLAGAS,otras vacunaciones,sr,2023-05-01,0,0,1,1,1,1,2
PAMPA GRANDE,otras vacunaciones,sr,2023-05-01,2,2,0,0,2,2,4
PAPEL PAMPA,otras vacunaciones,sr,2023-05-01,0,0,4,7,4,7,11
PATACAMAYA,otras vacunaciones,sr,2023-05-01,0,2,5,4,5,6,11
POCOATA,otras vacunaciones,sr,2023-05-01,5,8,32,36,37,44,81
POCONA,otras vacunaciones,sr,2023-05-01,0,0,2,1,2,1,3
POJO (CBBA),otras vacunaciones,sr,2023-05-01,0,0,0,3,0,3,3
POOPO,otras vacunaciones,sr,2023-05-01,0,0,7,6,7,6,13
PORCO,otras vacunaciones,sr,2023-05-01,5,4,13,12,18,16,34
POROMA,otras vacunaciones,sr,2023-05-01,0,3,2,6,2,9,11
PORONGO,otras vacunaciones,sr,2023-05-01,1,0,0,0,1,0,1
PORTACHUELO,otras vacunaciones,sr,2023-05-01,3,1,3,6,6,7,13
PORVENIR,otras vacunaciones,sr,2023-05-01,1,0,0,0,1,0,1
POSTRER VALLE,otras vacunaciones,sr,2023-05-01,4,3,0,1,4,4,8
POTOSI,otras vacunaciones,sr,2023-05-01,56,152,124,76,180,228,408
PRESTO,otras vacunaciones,sr,2023-05-01,0,0,79,95,79,95,174
PUCARA,otras vacunaciones,sr,2023-05-01,0,1,0,0,0,1,1
PUCARANI,otras vacunaciones,sr,2023-05-01,17,20,37,42,54,62,116
PUERTO ACOSTA,otras vacunaciones,sr,2023-05-01,3,7,6,5,9,12,21
PUERTO CARABUCO,otras vacunaciones,sr,2023-05-01,0,0,29,25,29,25,54
PUERTO PEREZ,otras vacunaciones,sr,2023-05-01,1,1,10,21,11,22,33
PUERTO QUIJARRO,otras vacunaciones,sr,2023-05-01,0,1,0,0,0,1,1
PUERTO RICO,otras vacunaciones,sr,2023-05-01,1,0,12,11,13,11,24
PUERTO VILLARROEL,otras vacunaciones,sr,2023-05-01,4,17,1,1,5,18,23
PUNA,otras vacunaciones,sr,2023-05-01,1,1,3,3,4,4,8
PUNATA,otras vacunaciones,sr,2023-05-01,0,0,1,1,1,1,2
QUIABAYA,otras vacunaciones,sr,2023-05-01,0,0,2,2,2,2,4
QUILLACOLLO,otras vacunaciones,sr,2023-05-01,1,3,2,8,3,11,14
QUIME,otras vacunaciones,sr,2023-05-01,0,0,1,4,1,4,5
RAVELO,otras vacunaciones,sr,2023-05-01,0,1,0,0,0,1,1
REYES,otras vacunaciones,sr,2023-05-01,1,0,16,8,17,8,25
RIBERALTA,otras vacunaciones,sr,2023-05-01,0,0,17,23,17,23,40
ROBORE,otras vacunaciones,sr,2023-05-01,0,4,1,0,1,4,5
RURRENABAQUE,otras vacunaciones,sr,2023-05-01,1,4,5,6,6,10,16
SABAYA,otras vacunaciones,sr,2023-05-01,3,1,4,12,7,13,20
SACABA,otras vacunaciones,sr,2023-05-01,1,4,4,6,5,10,15
SACABAMBA,otras vacunaciones,sr,2023-05-01,0,0,2,0,2,0,2
SAIPINA,otras vacunaciones,sr,2023-05-01,0,0,0,1,0,1,1
SALINAS DE GARCI MENDOZA,otras vacunaciones,sr,2023-05-01,1,0,5,8,6,8,14
SAN ANDRES,otras vacunaciones,sr,2023-05-01,0,0,10,13,10,13,23
SAN ANDRES DE MACHACA,otras vacunaciones,sr,2023-05-01,2,4,6,1,8,5,13
SAN ANTONIO DE LOMERIO,otras vacunaciones,sr,2023-05-01,0,0,1,0,1,0,1
SAN BENITO,otras vacunaciones,sr,2023-05-01,2,1,0,0,2,1,3
SAN BORJA,otras vacunaciones,sr,2023-05-01,7,6,12,15,19,21,40
SAN BUENA VENTURA,otras vacunaciones,sr,2023-05-01,3,3,23,37,26,40,66
SAN CARLOS,otras vacunaciones,sr,2023-05-01,6,9,0,1,6,10,16
SAN IGNACIO,otras vacunaciones,sr,2023-05-01,5,3,39,40,44,43,87
SAN IGNACIO DE VELASCO,otras vacunaciones,sr,2023-05-01,0,1,5,8,5,9,14
SAN JAVIER(BNI),otras vacunaciones,sr,2023-05-01,0,0,16,19,16,19,35
SAN JAVIER(STC),otras vacunaciones,sr,2023-05-01,2,5,0,5,2,10,12
SAN JOSE DE CHIQUITOS,otras vacunaciones,sr,2023-05-01,3,2,0,0,3,2,5
SAN JUAN DE YAPACANI,otras vacunaciones,sr,2023-05-01,2,2,1,2,3,4,7
SAN JULIAN,otras vacunaciones,sr,2023-05-01,5,3,8,3,13,6,19
SAN LORENZO(PND),otras vacunaciones,sr,2023-05-01,3,2,45,58,48,60,108
SAN LORENZO(TJA),otras vacunaciones,sr,2023-05-01,4,4,3,1,7,5,12
SAN LUCAS,otras vacunaciones,sr,2023-05-01,0,0,3,4,3,4,7
SAN MATIAS,otras vacunaciones,sr,2023-05-01,1,1,0,0,1,1,2
SAN MIGUEL DE VELASCO,otras vacunaciones,sr,2023-05-01,0,2,1,3,1,5,6
SAN PEDRO,otras vacunaciones,sr,2023-05-01,0,0,3,0,3,0,3
SAN PEDRO DE CURAHUARA,otras vacunaciones,sr,2023-05-01,2,2,10,6,12,8,20
SAN PEDRO DE TIQUINA,otras vacunaciones,sr,2023-05-01,9,4,25,15,34,19,53
SAN PEDRO(PND),otras vacunaciones,sr,2023-05-01,0,0,9,8,9,8,17
SAN RAMON BENI,otras vacunaciones,sr,2023-05-01,20,14,0,0,20,14,34
SAN RAMON SCZ,otras vacunaciones,sr,2023-05-01,0,3,0,0,0,3,3
SANTA ANA,otras vacunaciones,sr,2023-05-01,3,7,61,55,64,62,126
SANTA CRUZ DE LA SIERRA,otras vacunaciones,sr,2023-05-01,201,220,171,153,372,373,745
SANTA ROSA,otras vacunaciones,sr,2023-05-01,0,1,0,0,0,1,1
SANTIAGO DE CALLAPA,otras vacunaciones,sr,2023-05-01,3,4,13,15,16,19,35
