municipality,group,variable,month,N° de Sintomáticos Respiratorios,TOTAL
PADCAYA,tuberculosis,n de sintomaticos respiratorios,2008-07-01,18,18
PADILLA,tuberculosis,n de sintomaticos respiratorios,2008-07-01,26,26
PAILON,tuberculosis,n de sintomaticos respiratorios,2008-07-01,35,35
PALCA,tuberculosis,n de sintomaticos respiratorios,2008-07-01,8,8
PALOS BLANCOS,tuberculosis,n de sintomaticos respiratorios,2008-07-01,34,34
PAMPA AULLAGAS,tuberculosis,n de sintomaticos respiratorios,2008-07-01,5,5
PAMPA GRANDE,tuberculosis,n de sintomaticos respiratorios,2008-07-01,10,10
PAPEL PAMPA,tuberculosis,n de sintomaticos respiratorios,2008-07-01,1,1
PASORAPA,tuberculosis,n de sintomaticos respiratorios,2008-07-01,3,3
PATACAMAYA,tuberculosis,n de sintomaticos respiratorios,2008-07-01,16,16
PAZÑA,tuberculosis,n de sintomaticos respiratorios,2008-07-01,8,8
PELECHUCO,tuberculosis,n de sintomaticos respiratorios,2008-07-01,1,1
POCOATA,tuberculosis,n de sintomaticos respiratorios,2008-07-01,14,14
POCONA,tuberculosis,n de sintomaticos respiratorios,2008-07-01,3,3
POJO (CBBA),tuberculosis,n de sintomaticos respiratorios,2008-07-01,8,8
POOPO,tuberculosis,n de sintomaticos respiratorios,2008-07-01,1,1
PORCO,tuberculosis,n de sintomaticos respiratorios,2008-07-01,3,3
POROMA,tuberculosis,n de sintomaticos respiratorios,2008-07-01,19,19
PORONGO,tuberculosis,n de sintomaticos respiratorios,2008-07-01,16,16
PORTACHUELO,tuberculosis,n de sintomaticos respiratorios,2008-07-01,16,16
PORVENIR,tuberculosis,n de sintomaticos respiratorios,2008-07-01,10,10
POSTRER VALLE,tuberculosis,n de sintomaticos respiratorios,2008-07-01,2,2
POTOSI,tuberculosis,n de sintomaticos respiratorios,2008-07-01,132,132
PRESTO,tuberculosis,n de sintomaticos respiratorios,2008-07-01,3,3
PUCARA,tuberculosis,n de sintomaticos respiratorios,2008-07-01,1,1
PUCARANI,tuberculosis,n de sintomaticos respiratorios,2008-07-01,12,12
PUERTO ACOSTA,tuberculosis,n de sintomaticos respiratorios,2008-07-01,19,19
PUERTO CARABUCO,tuberculosis,n de sintomaticos respiratorios,2008-07-01,4,4
PUERTO PEREZ,tuberculosis,n de sintomaticos respiratorios,2008-07-01,1,1
PUERTO QUIJARRO,tuberculosis,n de sintomaticos respiratorios,2008-07-01,5,5
PUERTO RICO,tuberculosis,n de sintomaticos respiratorios,2008-07-01,3,3
PUERTO SUAREZ,tuberculosis,n de sintomaticos respiratorios,2008-07-01,23,23
PUERTO VILLARROEL,tuberculosis,n de sintomaticos respiratorios,2008-07-01,74,74
PUNA,tuberculosis,n de sintomaticos respiratorios,2008-07-01,8,8
PUNATA,tuberculosis,n de sintomaticos respiratorios,2008-07-01,26,26
QUIABAYA,tuberculosis,n de sintomaticos respiratorios,2008-07-01,1,1
QUILLACOLLO,tuberculosis,n de sintomaticos respiratorios,2008-07-01,57,57
QUIME,tuberculosis,n de sintomaticos respiratorios,2008-07-01,8,8
RAVELO,tuberculosis,n de sintomaticos respiratorios,2008-07-01,15,15
REYES,tuberculosis,n de sintomaticos respiratorios,2008-07-01,4,4
RIBERALTA,tuberculosis,n de sintomaticos respiratorios,2008-07-01,93,93
ROBORE,tuberculosis,n de sintomaticos respiratorios,2008-07-01,5,5
RURRENABAQUE,tuberculosis,n de sintomaticos respiratorios,2008-07-01,14,14
SABAYA,tuberculosis,n de sintomaticos respiratorios,2008-07-01,4,4
SACABA,tuberculosis,n de sintomaticos respiratorios,2008-07-01,108,108
SACABAMBA,tuberculosis,n de sintomaticos respiratorios,2008-07-01,1,1
SACACA,tuberculosis,n de sintomaticos respiratorios,2008-07-01,7,7
SALINAS DE GARCI MENDOZA,tuberculosis,n de sintomaticos respiratorios,2008-07-01,7,7
SAMAIPATA,tuberculosis,n de sintomaticos respiratorios,2008-07-01,3,3
SAN ANDRES DE MACHACA,tuberculosis,n de sintomaticos respiratorios,2008-07-01,2,2
SAN ANTONIO DE LOMERIO,tuberculosis,n de sintomaticos respiratorios,2008-07-01,4,4
SAN BENITO,tuberculosis,n de sintomaticos respiratorios,2008-07-01,7,7
SAN BORJA,tuberculosis,n de sintomaticos respiratorios,2008-07-01,46,46
SAN BUENA VENTURA,tuberculosis,n de sintomaticos respiratorios,2008-07-01,7,7
SAN CARLOS,tuberculosis,n de sintomaticos respiratorios,2008-07-01,18,18
SAN IGNACIO,tuberculosis,n de sintomaticos respiratorios,2008-07-01,22,22
SAN IGNACIO DE VELASCO,tuberculosis,n de sintomaticos respiratorios,2008-07-01,28,28
SAN JAVIER(BNI),tuberculosis,n de sintomaticos respiratorios,2008-07-01,3,3
SAN JAVIER(STC),tuberculosis,n de sintomaticos respiratorios,2008-07-01,9,9
SAN JOSE DE CHIQUITOS,tuberculosis,n de sintomaticos respiratorios,2008-07-01,11,11
SAN JUAN DE YAPACANI,tuberculosis,n de sintomaticos respiratorios,2008-07-01,14,14
SAN JULIAN,tuberculosis,n de sintomaticos respiratorios,2008-07-01,122,122
SAN LORENZO(PND),tuberculosis,n de sintomaticos respiratorios,2008-07-01,8,8
SAN LORENZO(TJA),tuberculosis,n de sintomaticos respiratorios,2008-07-01,10,10
SAN LUCAS,tuberculosis,n de sintomaticos respiratorios,2008-07-01,20,20
SAN MIGUEL DE VELASCO,tuberculosis,n de sintomaticos respiratorios,2008-07-01,5,5
SAN PABLO DE LIPEZ,tuberculosis,n de sintomaticos respiratorios,2008-07-01,2,2
SAN PEDRO,tuberculosis,n de sintomaticos respiratorios,2008-07-01,25,25
SAN PEDRO DE BUENA VISTA,tuberculosis,n de sintomaticos respiratorios,2008-07-01,13,13
SAN RAFAEL,tuberculosis,n de sintomaticos respiratorios,2008-07-01,4,4
SAN RAMON,tuberculosis,n de sintomaticos respiratorios,2008-07-01,11,11
SAN RAMON,tuberculosis,n de sintomaticos respiratorios,2008-07-01,1,1
SANTA ANA,tuberculosis,n de sintomaticos respiratorios,2008-07-01,4,4
SANTA CRUZ DE LA SIERRA,tuberculosis,n de sintomaticos respiratorios,2008-07-01,1078,1078
SANTA ROSA,tuberculosis,n de sintomaticos respiratorios,2008-07-01,6,6
SANTA ROSA DEL SARA,tuberculosis,n de sintomaticos respiratorios,2008-07-01,14,14
SANTIAGO DE CALLAPA,tuberculosis,n de sintomaticos respiratorios,2008-07-01,1,1
SANTIAGO DE HUARI,tuberculosis,n de sintomaticos respiratorios,2008-07-01,8,8
SANTIAGO DE MACHACA,tuberculosis,n de sintomaticos respiratorios,2008-07-01,1,1
SANTIVAÑES,tuberculosis,n de sintomaticos respiratorios,2008-07-01,2,2
SAPAHAQUI,tuberculosis,n de sintomaticos respiratorios,2008-07-01,4,4
SICA SICA (VILLA AROMA),tuberculosis,n de sintomaticos respiratorios,2008-07-01,6,6
SICAYA,tuberculosis,n de sintomaticos respiratorios,2008-07-01,2,2
SIPE SIPE,tuberculosis,n de sintomaticos respiratorios,2008-07-01,15,15
SOPACHUY,tuberculosis,n de sintomaticos respiratorios,2008-07-01,14,14
SORACACHI,tuberculosis,n de sintomaticos respiratorios,2008-07-01,6,6
SORATA,tuberculosis,n de sintomaticos respiratorios,2008-07-01,25,25
SUCRE,tuberculosis,n de sintomaticos respiratorios,2008-07-01,271,271
TACACHI,tuberculosis,n de sintomaticos respiratorios,2008-07-01,1,1
TACACOMA,tuberculosis,n de sintomaticos respiratorios,2008-07-01,7,7
TACOBAMBA,tuberculosis,n de sintomaticos respiratorios,2008-07-01,4,4
TACOPAYA,tuberculosis,n de sintomaticos respiratorios,2008-07-01,9,9
TAPACARI,tuberculosis,n de sintomaticos respiratorios,2008-07-01,23,23
TARABUCO,tuberculosis,n de sintomaticos respiratorios,2008-07-01,32,32
TARACO,tuberculosis,n de sintomaticos respiratorios,2008-07-01,8,8
TARATA,tuberculosis,n de sintomaticos respiratorios,2008-07-01,8,8
TARIJA,tuberculosis,n de sintomaticos respiratorios,2008-07-01,209,209
TARVITA,tuberculosis,n de sintomaticos respiratorios,2008-07-01,34,34
TEOPONTE,tuberculosis,n de sintomaticos respiratorios,2008-07-01,13,13
TIAWANACU,tuberculosis,n de sintomaticos respiratorios,2008-07-01,5,5
TINGUIPAYA,tuberculosis,n de sintomaticos respiratorios,2008-07-01,9,9
TIPUANI,tuberculosis,n de sintomaticos respiratorios,2008-07-01,31,31
TIQUIPAYA,tuberculosis,n de sintomaticos respiratorios,2008-07-01,31,31
TIRAQUE (CBBA),tuberculosis,n de sintomaticos respiratorios,2008-07-01,42,42
TOCO,tuberculosis,n de sintomaticos respiratorios,2008-07-01,5,5
TOLATA,tuberculosis,n de sintomaticos respiratorios,2008-07-01,5,5
TOLEDO,tuberculosis,n de sintomaticos respiratorios,2008-07-01,8,8
TOMAVE,tuberculosis,n de sintomaticos respiratorios,2008-07-01,3,3
TOMINA,tuberculosis,n de sintomaticos respiratorios,2008-07-01,20,20
TORO TORO,tuberculosis,n de sintomaticos respiratorios,2008-07-01,9,9
TOTORA(CBBA),tuberculosis,n de sintomaticos respiratorios,2008-07-01,3,3
TOTORA(ORR),tuberculosis,n de sintomaticos respiratorios,2008-07-01,1,1
TRIGAL,tuberculosis,n de sintomaticos respiratorios,2008-07-01,1,1
TRINIDAD,tuberculosis,n de sintomaticos respiratorios,2008-07-01,89,89
TUPIZA,tuberculosis,n de sintomaticos respiratorios,2008-07-01,35,35
TURCO,tuberculosis,n de sintomaticos respiratorios,2008-07-01,2,2
UNCIA,tuberculosis,n de sintomaticos respiratorios,2008-07-01,5,5
URIONDO (A. CONCEPCION),tuberculosis,n de sintomaticos respiratorios,2008-07-01,13,13
URUBICHA,tuberculosis,n de sintomaticos respiratorios,2008-07-01,1,1
UYUNI,tuberculosis,n de sintomaticos respiratorios,2008-07-01,8,8
VACAS,tuberculosis,n de sintomaticos respiratorios,2008-07-01,16,16
VALLEGRANDE,tuberculosis,n de sintomaticos respiratorios,2008-07-01,32,32
VIACHA,tuberculosis,n de sintomaticos respiratorios,2008-07-01,23,23
VILA VILA,tuberculosis,n de sintomaticos respiratorios,2008-07-01,5,5
VILLA MONTES,tuberculosis,n de sintomaticos respiratorios,2008-07-01,84,84
VILLA RIVERO,tuberculosis,n de sintomaticos respiratorios,2008-07-01,3,3
VILLA SERRANO,tuberculosis,n de sintomaticos respiratorios,2008-07-01,13,13
VILLA TUNARI,tuberculosis,n de sintomaticos respiratorios,2008-07-01,128,128
VILLA VACA GUZMAN (MUYUPAMPA),tuberculosis,n de sintomaticos respiratorios,2008-07-01,21,21
VILLAZON,tuberculosis,n de sintomaticos respiratorios,2008-07-01,26,26
VINTO,tuberculosis,n de sintomaticos respiratorios,2008-07-01,12,12
VITICHI,tuberculosis,n de sintomaticos respiratorios,2008-07-01,10,10
WALDO BALLIVIAN,tuberculosis,n de sintomaticos respiratorios,2008-07-01,2,2
WARNES,tuberculosis,n de sintomaticos respiratorios,2008-07-01,98,98
YACO,tuberculosis,n de sintomaticos respiratorios,2008-07-01,2,2
YACUIBA,tuberculosis,n de sintomaticos respiratorios,2008-07-01,166,166
YAMPARAEZ,tuberculosis,n de sintomaticos respiratorios,2008-07-01,13,13
YANACACHI,tuberculosis,n de sintomaticos respiratorios,2008-07-01,6,6
YAPACANI,tuberculosis,n de sintomaticos respiratorios,2008-07-01,75,75
YOCALLA,tuberculosis,n de sintomaticos respiratorios,2008-07-01,6,6
YOTALA,tuberculosis,n de sintomaticos respiratorios,2008-07-01,6,6
YUNCHARA,tuberculosis,n de sintomaticos respiratorios,2008-07-01,8,8
ZUDAÑEZ,tuberculosis,n de sintomaticos respiratorios,2008-07-01,25,25
ACACIO,tuberculosis,n de sintomaticos respiratorios,2008-08-01,4,4
ACHACACHI,tuberculosis,n de sintomaticos respiratorios,2008-08-01,27,27
ACHOCALLA,tuberculosis,n de sintomaticos respiratorios,2008-08-01,5,5
AIQUILE,tuberculosis,n de sintomaticos respiratorios,2008-08-01,9,9
ALALAY,tuberculosis,n de sintomaticos respiratorios,2008-08-01,3,3
ALCALA,tuberculosis,n de sintomaticos respiratorios,2008-08-01,9,9
ANCORAIMES,tuberculosis,n de sintomaticos respiratorios,2008-08-01,5,5
ANDAMARCA,tuberculosis,n de sintomaticos respiratorios,2008-08-01,3,3
ANTEQUERA,tuberculosis,n de sintomaticos respiratorios,2008-08-01,1,1
ANZALDO,tuberculosis,n de sintomaticos respiratorios,2008-08-01,4,4
APOLO,tuberculosis,n de sintomaticos respiratorios,2008-08-01,4,4
ARAMPAMPA,tuberculosis,n de sintomaticos respiratorios,2008-08-01,6,6
ARANI,tuberculosis,n de sintomaticos respiratorios,2008-08-01,2,2
ARBIETO,tuberculosis,n de sintomaticos respiratorios,2008-08-01,4,4
ARQUE,tuberculosis,n de sintomaticos respiratorios,2008-08-01,8,8
ASCENCION DE GUARAYOS,tuberculosis,n de sintomaticos respiratorios,2008-08-01,16,16
ATOCHA,tuberculosis,n de sintomaticos respiratorios,2008-08-01,2,2
AYATA,tuberculosis,n de sintomaticos respiratorios,2008-08-01,5,5
AYO AYO,tuberculosis,n de sintomaticos respiratorios,2008-08-01,4,4
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis,n de sintomaticos respiratorios,2008-08-01,28,28
AZURDUY,tuberculosis,n de sintomaticos respiratorios,2008-08-01,6,6
BATALLAS,tuberculosis,n de sintomaticos respiratorios,2008-08-01,11,11
BELEN DE ANDAMARCA,tuberculosis,n de sintomaticos respiratorios,2008-08-01,1,1
BELLA FLOR,tuberculosis,n de sintomaticos respiratorios,2008-08-01,6,6
BERMEJO,tuberculosis,n de sintomaticos respiratorios,2008-08-01,71,71
BETANZOS,tuberculosis,n de sintomaticos respiratorios,2008-08-01,16,16
BOLIVAR,tuberculosis,n de sintomaticos respiratorios,2008-08-01,10,10
BOYUIBE,tuberculosis,n de sintomaticos respiratorios,2008-08-01,5,5
BUENA VISTA,tuberculosis,n de sintomaticos respiratorios,2008-08-01,16,16
CABEZAS,tuberculosis,n de sintomaticos respiratorios,2008-08-01,8,8
CAIROMA,tuberculosis,n de sintomaticos respiratorios,2008-08-01,4,4
"CAIZA ""D""",tuberculosis,n de sintomaticos respiratorios,2008-08-01,18,18
CAJUATA,tuberculosis,n de sintomaticos respiratorios,2008-08-01,10,10
CALACOTO,tuberculosis,n de sintomaticos respiratorios,2008-08-01,1,1
CALAMARCA,tuberculosis,n de sintomaticos respiratorios,2008-08-01,6,6
CAMARGO,tuberculosis,n de sintomaticos respiratorios,2008-08-01,12,12
CAMATAQUI (C. VILLA ABECIA),tuberculosis,n de sintomaticos respiratorios,2008-08-01,9,9
CAMIRI,tuberculosis,n de sintomaticos respiratorios,2008-08-01,19,19
CAPINOTA,tuberculosis,n de sintomaticos respiratorios,2008-08-01,14,14
CAQUIAVIRI,tuberculosis,n de sintomaticos respiratorios,2008-08-01,3,3
CARACOLLO,tuberculosis,n de sintomaticos respiratorios,2008-08-01,11,11
CARANAVI,tuberculosis,n de sintomaticos respiratorios,2008-08-01,144,144
CARAPARI,tuberculosis,n de sintomaticos respiratorios,2008-08-01,5,5
CARMEN RIVERO TORREZ,tuberculosis,n de sintomaticos respiratorios,2008-08-01,5,5
CATACORA,tuberculosis,n de sintomaticos respiratorios,2008-08-01,2,2
CHACARILLA,tuberculosis,n de sintomaticos respiratorios,2008-08-01,1,1
CHALLAPATA,tuberculosis,n de sintomaticos respiratorios,2008-08-01,33,33
CHAQUI,tuberculosis,n de sintomaticos respiratorios,2008-08-01,3,3
CHARAGUA,tuberculosis,n de sintomaticos respiratorios,2008-08-01,20,20
CHAYANTA,tuberculosis,n de sintomaticos respiratorios,2008-08-01,6,6
CHIMORE,tuberculosis,n de sintomaticos respiratorios,2008-08-01,36,36
CHULUMANI (V. DE LA LIBERTAD),tuberculosis,n de sintomaticos respiratorios,2008-08-01,43,43
CHUMA,tuberculosis,n de sintomaticos respiratorios,2008-08-01,6,6
CLIZA,tuberculosis,n de sintomaticos respiratorios,2008-08-01,30,30
COBIJA,tuberculosis,n de sintomaticos respiratorios,2008-08-01,56,56
COCHABAMBA,tuberculosis,n de sintomaticos respiratorios,2008-08-01,416,416
COLCAPIRHUA,tuberculosis,n de sintomaticos respiratorios,2008-08-01,33,33
"COLCHA ""K""",tuberculosis,n de sintomaticos respiratorios,2008-08-01,4,4
COLLANA,tuberculosis,n de sintomaticos respiratorios,2008-08-01,1,1
COLOMI,tuberculosis,n de sintomaticos respiratorios,2008-08-01,13,13
COLPA BELGICA,tuberculosis,n de sintomaticos respiratorios,2008-08-01,8,8
COLQUECHACA,tuberculosis,n de sintomaticos respiratorios,2008-08-01,4,4
COLQUENCHA,tuberculosis,n de sintomaticos respiratorios,2008-08-01,4,4
COLQUIRI,tuberculosis,n de sintomaticos respiratorios,2008-08-01,11,11
COMARAPA,tuberculosis,n de sintomaticos respiratorios,2008-08-01,7,7
COMBAYA,tuberculosis,n de sintomaticos respiratorios,2008-08-01,2,2
CONCEPCION,tuberculosis,n de sintomaticos respiratorios,2008-08-01,6,6
COPACABANA,tuberculosis,n de sintomaticos respiratorios,2008-08-01,6,6
CORIPATA,tuberculosis,n de sintomaticos respiratorios,2008-08-01,32,32
CORO CORO,tuberculosis,n de sintomaticos respiratorios,2008-08-01,2,2
COROICO,tuberculosis,n de sintomaticos respiratorios,2008-08-01,43,43
CORQUE,tuberculosis,n de sintomaticos respiratorios,2008-08-01,11,11
COTAGAITA,tuberculosis,n de sintomaticos respiratorios,2008-08-01,14,14
COTOCA,tuberculosis,n de sintomaticos respiratorios,2008-08-01,27,27
CUATRO CAÑADAS,tuberculosis,n de sintomaticos respiratorios,2008-08-01,34,34
CULPINA,tuberculosis,n de sintomaticos respiratorios,2008-08-01,18,18
CURAHUARA DE CARANGAS,tuberculosis,n de sintomaticos respiratorios,2008-08-01,9,9
EL ALTO,tuberculosis,n de sintomaticos respiratorios,2008-08-01,560,560
EL CHORO,tuberculosis,n de sintomaticos respiratorios,2008-08-01,9,9
EL PUENTE(STC),tuberculosis,n de sintomaticos respiratorios,2008-08-01,7,7
EL TORNO,tuberculosis,n de sintomaticos respiratorios,2008-08-01,49,49
EL VILLAR,tuberculosis,n de sintomaticos respiratorios,2008-08-01,2,2
ENTRE RIOS,tuberculosis,n de sintomaticos respiratorios,2008-08-01,30,30
ENTRE RIOS,tuberculosis,n de sintomaticos respiratorios,2008-08-01,16,16
EUCALIPTUS,tuberculosis,n de sintomaticos respiratorios,2008-08-01,2,2
EXALTACION,tuberculosis,n de sintomaticos respiratorios,2008-08-01,1,1
FERNANDEZ ALONSO,tuberculosis,n de sintomaticos respiratorios,2008-08-01,20,20
GENERAL SAAVEDRA,tuberculosis,n de sintomaticos respiratorios,2008-08-01,15,15
GRAL. J.J. PEREZ (CHARAZANI),tuberculosis,n de sintomaticos respiratorios,2008-08-01,3,3
GUANAY,tuberculosis,n de sintomaticos respiratorios,2008-08-01,21,21
GUAQUI,tuberculosis,n de sintomaticos respiratorios,2008-08-01,4,4
GUAYARAMERIN,tuberculosis,n de sintomaticos respiratorios,2008-08-01,31,31
GUTIERREZ,tuberculosis,n de sintomaticos respiratorios,2008-08-01,8,8
HUACARETA,tuberculosis,n de sintomaticos respiratorios,2008-08-01,12,12
HUACAYA (VILLA DE HUACAYA),tuberculosis,n de sintomaticos respiratorios,2008-08-01,5,5
HUACHACALLA,tuberculosis,n de sintomaticos respiratorios,2008-08-01,7,7
HUANUNI,tuberculosis,n de sintomaticos respiratorios,2008-08-01,27,27
HUARACAJE,tuberculosis,n de sintomaticos respiratorios,2008-08-01,2,2
HUAYLLAMARCA,tuberculosis,n de sintomaticos respiratorios,2008-08-01,3,3
ICLA,tuberculosis,n de sintomaticos respiratorios,2008-08-01,7,7
INCAHUASI,tuberculosis,n de sintomaticos respiratorios,2008-08-01,13,13
INQUISIVI,tuberculosis,n de sintomaticos respiratorios,2008-08-01,6,6
IRUPANA (VILLA DE LANZA),tuberculosis,n de sintomaticos respiratorios,2008-08-01,20,20
IXIAMAS,tuberculosis,n de sintomaticos respiratorios,2008-08-01,9,9
JESUS DE MACHACA,tuberculosis,n de sintomaticos respiratorios,2008-08-01,3,3
LA ASUNTA,tuberculosis,n de sintomaticos respiratorios,2008-08-01,61,61
LA GUARDIA,tuberculosis,n de sintomaticos respiratorios,2008-08-01,65,65
LA PAZ,tuberculosis,n de sintomaticos respiratorios,2008-08-01,624,624
LAGUNILLAS,tuberculosis,n de sintomaticos respiratorios,2008-08-01,9,9
LAJA,tuberculosis,n de sintomaticos respiratorios,2008-08-01,2,2
LAS CARRERAS,tuberculosis,n de sintomaticos respiratorios,2008-08-01,1,1
LICOMA PAMPA,tuberculosis,n de sintomaticos respiratorios,2008-08-01,2,2
LLALLAGUA,tuberculosis,n de sintomaticos respiratorios,2008-08-01,20,20
LLICA,tuberculosis,n de sintomaticos respiratorios,2008-08-01,3,3
LURIBAY,tuberculosis,n de sintomaticos respiratorios,2008-08-01,6,6
MACHACAMARCA,tuberculosis,n de sintomaticos respiratorios,2008-08-01,3,3
MACHARETI,tuberculosis,n de sintomaticos respiratorios,2008-08-01,11,11
MAGDALENA,tuberculosis,n de sintomaticos respiratorios,2008-08-01,4,4
MAIRANA,tuberculosis,n de sintomaticos respiratorios,2008-08-01,10,10
MALLA,tuberculosis,n de sintomaticos respiratorios,2008-08-01,2,2
MAPIRI,tuberculosis,n de sintomaticos respiratorios,2008-08-01,43,43
MECAPACA,tuberculosis,n de sintomaticos respiratorios,2008-08-01,3,3
MINEROS,tuberculosis,n de sintomaticos respiratorios,2008-08-01,18,18
MIZQUE,tuberculosis,n de sintomaticos respiratorios,2008-08-01,28,28
MOCOMOCO,tuberculosis,n de sintomaticos respiratorios,2008-08-01,8,8
MOJINETE,tuberculosis,n de sintomaticos respiratorios,2008-08-01,2,2
MOJOCOYA,tuberculosis,n de sintomaticos respiratorios,2008-08-01,17,17
MONTEAGUDO,tuberculosis,n de sintomaticos respiratorios,2008-08-01,64,64
MONTERO,tuberculosis,n de sintomaticos respiratorios,2008-08-01,114,114
MORO MORO,tuberculosis,n de sintomaticos respiratorios,2008-08-01,1,1
MOROCHATA,tuberculosis,n de sintomaticos respiratorios,2008-08-01,12,12
NACEBE (SANTA ROSA DEL ABUNA),tuberculosis,n de sintomaticos respiratorios,2008-08-01,3,3
OCURI,tuberculosis,n de sintomaticos respiratorios,2008-08-01,9,9
OKINAWA,tuberculosis,n de sintomaticos respiratorios,2008-08-01,23,23
OMEREQUE,tuberculosis,n de sintomaticos respiratorios,2008-08-01,6,6
ORURO,tuberculosis,n de sintomaticos respiratorios,2008-08-01,216,216
PADCAYA,tuberculosis,n de sintomaticos respiratorios,2008-08-01,16,16
PADILLA,tuberculosis,n de sintomaticos respiratorios,2008-08-01,9,9
PAILON,tuberculosis,n de sintomaticos respiratorios,2008-08-01,16,16
PALCA,tuberculosis,n de sintomaticos respiratorios,2008-08-01,4,4
PALOS BLANCOS,tuberculosis,n de sintomaticos respiratorios,2008-08-01,35,35
PAMPA AULLAGAS,tuberculosis,n de sintomaticos respiratorios,2008-08-01,6,6
PAMPA GRANDE,tuberculosis,n de sintomaticos respiratorios,2008-08-01,12,12
PASORAPA,tuberculosis,n de sintomaticos respiratorios,2008-08-01,1,1
PATACAMAYA,tuberculosis,n de sintomaticos respiratorios,2008-08-01,20,20
PAZÑA,tuberculosis,n de sintomaticos respiratorios,2008-08-01,3,3
PELECHUCO,tuberculosis,n de sintomaticos respiratorios,2008-08-01,3,3
POCOATA,tuberculosis,n de sintomaticos respiratorios,2008-08-01,8,8
POCONA,tuberculosis,n de sintomaticos respiratorios,2008-08-01,4,4
POJO (CBBA),tuberculosis,n de sintomaticos respiratorios,2008-08-01,4,4
POOPO,tuberculosis,n de sintomaticos respiratorios,2008-08-01,2,2
PORCO,tuberculosis,n de sintomaticos respiratorios,2008-08-01,2,2
POROMA,tuberculosis,n de sintomaticos respiratorios,2008-08-01,14,14
PORONGO,tuberculosis,n de sintomaticos respiratorios,2008-08-01,13,13
PORTACHUELO,tuberculosis,n de sintomaticos respiratorios,2008-08-01,20,20
PORVENIR,tuberculosis,n de sintomaticos respiratorios,2008-08-01,5,5
POSTRER VALLE,tuberculosis,n de sintomaticos respiratorios,2008-08-01,2,2
POTOSI,tuberculosis,n de sintomaticos respiratorios,2008-08-01,79,79
PRESTO,tuberculosis,n de sintomaticos respiratorios,2008-08-01,2,2
PUCARA,tuberculosis,n de sintomaticos respiratorios,2008-08-01,3,3
PUCARANI,tuberculosis,n de sintomaticos respiratorios,2008-08-01,10,10
PUERTO ACOSTA,tuberculosis,n de sintomaticos respiratorios,2008-08-01,19,19
PUERTO CARABUCO,tuberculosis,n de sintomaticos respiratorios,2008-08-01,9,9
PUERTO GONZALO MORENO,tuberculosis,n de sintomaticos respiratorios,2008-08-01,1,1
PUERTO PEREZ,tuberculosis,n de sintomaticos respiratorios,2008-08-01,2,2
PUERTO QUIJARRO,tuberculosis,n de sintomaticos respiratorios,2008-08-01,21,21
PUERTO RICO,tuberculosis,n de sintomaticos respiratorios,2008-08-01,6,6
PUERTO SUAREZ,tuberculosis,n de sintomaticos respiratorios,2008-08-01,30,30
PUERTO VILLARROEL,tuberculosis,n de sintomaticos respiratorios,2008-08-01,85,85
PUNA,tuberculosis,n de sintomaticos respiratorios,2008-08-01,13,13
PUNATA,tuberculosis,n de sintomaticos respiratorios,2008-08-01,12,12
QUIABAYA,tuberculosis,n de sintomaticos respiratorios,2008-08-01,1,1
QUILLACOLLO,tuberculosis,n de sintomaticos respiratorios,2008-08-01,62,62
QUIME,tuberculosis,n de sintomaticos respiratorios,2008-08-01,6,6
RAVELO,tuberculosis,n de sintomaticos respiratorios,2008-08-01,10,10
REYES,tuberculosis,n de sintomaticos respiratorios,2008-08-01,4,4
RIBERALTA,tuberculosis,n de sintomaticos respiratorios,2008-08-01,60,60
ROBORE,tuberculosis,n de sintomaticos respiratorios,2008-08-01,5,5
RURRENABAQUE,tuberculosis,n de sintomaticos respiratorios,2008-08-01,4,4
SABAYA,tuberculosis,n de sintomaticos respiratorios,2008-08-01,4,4
SACABA,tuberculosis,n de sintomaticos respiratorios,2008-08-01,114,114
SACABAMBA,tuberculosis,n de sintomaticos respiratorios,2008-08-01,1,1
SACACA,tuberculosis,n de sintomaticos respiratorios,2008-08-01,9,9
SALINAS DE GARCI MENDOZA,tuberculosis,n de sintomaticos respiratorios,2008-08-01,8,8
SAMAIPATA,tuberculosis,n de sintomaticos respiratorios,2008-08-01,6,6
SAN ANDRES,tuberculosis,n de sintomaticos respiratorios,2008-08-01,3,3
SAN ANDRES DE MACHACA,tuberculosis,n de sintomaticos respiratorios,2008-08-01,2,2
SAN ANTONIO DE ESMORUCO,tuberculosis,n de sintomaticos respiratorios,2008-08-01,3,3
SAN ANTONIO DE LOMERIO,tuberculosis,n de sintomaticos respiratorios,2008-08-01,1,1
SAN BENITO,tuberculosis,n de sintomaticos respiratorios,2008-08-01,5,5
SAN BORJA,tuberculosis,n de sintomaticos respiratorios,2008-08-01,37,37
SAN BUENA VENTURA,tuberculosis,n de sintomaticos respiratorios,2008-08-01,3,3
SAN CARLOS,tuberculosis,n de sintomaticos respiratorios,2008-08-01,15,15
SAN IGNACIO,tuberculosis,n de sintomaticos respiratorios,2008-08-01,12,12
SAN IGNACIO DE VELASCO,tuberculosis,n de sintomaticos respiratorios,2008-08-01,21,21
SAN JAVIER(STC),tuberculosis,n de sintomaticos respiratorios,2008-08-01,7,7
SAN JOSE DE CHIQUITOS,tuberculosis,n de sintomaticos respiratorios,2008-08-01,12,12
SAN JUAN DE YAPACANI,tuberculosis,n de sintomaticos respiratorios,2008-08-01,9,9
