,group,variable,month,RESTAURACIONES CANTIDAD,RESTAURACIONES CANTIDAD,TOTALES,TOTALES,TOTALES
APOLO,atencion odontologica,restauraciones,2013-07-01,24,60,24,60,84
ARAMPAMPA,atencion odontologica,restauraciones,2013-07-01,8,30,8,30,38
ARANI,atencion odontologica,restauraciones,2013-07-01,19,55,19,55,74
ARBIETO,atencion odontologica,restauraciones,2013-07-01,56,104,56,104,160
ARQUE,atencion odontologica,restauraciones,2013-07-01,61,78,61,78,139
ASCENCION DE GUARAYOS,atencion odontologica,restauraciones,2013-07-01,11,56,11,56,67
ATOCHA,atencion odontologica,restauraciones,2013-07-01,109,167,109,167,276
AUCAPATA,atencion odontologica,restauraciones,2013-07-01,3,4,3,4,7
AYATA,atencion odontologica,restauraciones,2013-07-01,8,18,8,18,26
AYO AYO,atencion odontologica,restauraciones,2013-07-01,3,14,3,14,17
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,restauraciones,2013-07-01,108,148,108,148,256
AZURDUY,atencion odontologica,restauraciones,2013-07-01,6,33,6,33,39
BATALLAS,atencion odontologica,restauraciones,2013-07-01,18,53,18,53,71
BAURES,atencion odontologica,restauraciones,2013-07-01,16,27,16,27,43
BELEN DE ANDAMARCA,atencion odontologica,restauraciones,2013-07-01,7,11,7,11,18
BELEN DE URMIRI,atencion odontologica,restauraciones,2013-07-01,6,3,6,3,9
BELLA FLOR,atencion odontologica,restauraciones,2013-07-01,6,6,6,6,12
BERMEJO,atencion odontologica,restauraciones,2013-07-01,285,594,285,594,879
BETANZOS,atencion odontologica,restauraciones,2013-07-01,50,121,50,121,171
BOLIVAR,atencion odontologica,restauraciones,2013-07-01,14,34,14,34,48
BOLPEBRA,atencion odontologica,restauraciones,2013-07-01,0,2,0,2,2
BOYUIBE,atencion odontologica,restauraciones,2013-07-01,21,18,21,18,39
BUENA VISTA,atencion odontologica,restauraciones,2013-07-01,13,16,13,16,29
CABEZAS,atencion odontologica,restauraciones,2013-07-01,33,48,33,48,81
CAIROMA,atencion odontologica,restauraciones,2013-07-01,21,7,21,7,28
"CAIZA ""D""",atencion odontologica,restauraciones,2013-07-01,4,25,4,25,29
CAJUATA,atencion odontologica,restauraciones,2013-07-01,36,67,36,67,103
CALACOTO,atencion odontologica,restauraciones,2013-07-01,37,49,37,49,86
CALAMARCA,atencion odontologica,restauraciones,2013-07-01,40,67,40,67,107
CAMARGO,atencion odontologica,restauraciones,2013-07-01,21,72,21,72,93
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,restauraciones,2013-07-01,13,59,13,59,72
CAMIRI,atencion odontologica,restauraciones,2013-07-01,165,319,165,319,484
CAPINOTA,atencion odontologica,restauraciones,2013-07-01,163,152,163,152,315
CAQUIAVIRI,atencion odontologica,restauraciones,2013-07-01,7,6,7,6,13
CARACOLLO,atencion odontologica,restauraciones,2013-07-01,34,76,34,76,110
CARANAVI,atencion odontologica,restauraciones,2013-07-01,55,90,55,90,145
CARAPARI,atencion odontologica,restauraciones,2013-07-01,77,202,77,202,279
CARIPUYO,atencion odontologica,restauraciones,2013-07-01,16,31,16,31,47
CARMEN RIVERO TORREZ,atencion odontologica,restauraciones,2013-07-01,5,10,5,10,15
CATACORA,atencion odontologica,restauraciones,2013-07-01,24,25,24,25,49
CHALLAPATA,atencion odontologica,restauraciones,2013-07-01,84,171,84,171,255
CHAQUI,atencion odontologica,restauraciones,2013-07-01,2,8,2,8,10
CHARAGUA,atencion odontologica,restauraciones,2013-07-01,30,53,30,53,83
CHARAÑA,atencion odontologica,restauraciones,2013-07-01,0,2,0,2,2
CHAYANTA,atencion odontologica,restauraciones,2013-07-01,34,61,34,61,95
CHIMORE,atencion odontologica,restauraciones,2013-07-01,22,38,22,38,60
CHIPAYA,atencion odontologica,restauraciones,2013-07-01,13,9,13,9,22
CHOQUE COTA,atencion odontologica,restauraciones,2013-07-01,9,14,9,14,23
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,restauraciones,2013-07-01,51,87,51,87,138
CHUMA,atencion odontologica,restauraciones,2013-07-01,41,66,41,66,107
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,restauraciones,2013-07-01,13,29,13,29,42
CKOCHAS,atencion odontologica,restauraciones,2013-07-01,17,43,17,43,60
CLIZA,atencion odontologica,restauraciones,2013-07-01,79,123,79,123,202
COBIJA,atencion odontologica,restauraciones,2013-07-01,125,159,125,159,284
COCAPATA,atencion odontologica,restauraciones,2013-07-01,45,68,45,68,113
COCHABAMBA,atencion odontologica,restauraciones,2013-07-01,4683,6837,4683,6837,11520
COIPASA,atencion odontologica,restauraciones,2013-07-01,11,27,11,27,38
COLCAPIRHUA,atencion odontologica,restauraciones,2013-07-01,161,242,161,242,403
"COLCHA ""K""",atencion odontologica,restauraciones,2013-07-01,11,15,11,15,26
COLLANA,atencion odontologica,restauraciones,2013-07-01,47,43,47,43,90
COLOMI,atencion odontologica,restauraciones,2013-07-01,14,64,14,64,78
COLPA BELGICA,atencion odontologica,restauraciones,2013-07-01,36,45,36,45,81
COLQUECHACA,atencion odontologica,restauraciones,2013-07-01,38,96,38,96,134
COLQUENCHA,atencion odontologica,restauraciones,2013-07-01,16,31,16,31,47
COLQUIRI,atencion odontologica,restauraciones,2013-07-01,43,77,43,77,120
COMANCHE,atencion odontologica,restauraciones,2013-07-01,35,40,35,40,75
COMARAPA,atencion odontologica,restauraciones,2013-07-01,49,122,49,122,171
COMBAYA,atencion odontologica,restauraciones,2013-07-01,11,8,11,8,19
CONCEPCION,atencion odontologica,restauraciones,2013-07-01,9,37,9,37,46
COPACABANA,atencion odontologica,restauraciones,2013-07-01,35,58,35,58,93
CORIPATA,atencion odontologica,restauraciones,2013-07-01,4,12,4,12,16
CORO CORO,atencion odontologica,restauraciones,2013-07-01,7,7,7,7,14
COROICO,atencion odontologica,restauraciones,2013-07-01,79,105,79,105,184
CORQUE,atencion odontologica,restauraciones,2013-07-01,11,8,11,8,19
COTAGAITA,atencion odontologica,restauraciones,2013-07-01,99,113,99,113,212
COTOCA,atencion odontologica,restauraciones,2013-07-01,7,57,7,57,64
CUATRO CAÑADAS,atencion odontologica,restauraciones,2013-07-01,26,69,26,69,95
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,restauraciones,2013-07-01,0,15,0,15,15
CUEVO,atencion odontologica,restauraciones,2013-07-01,9,10,9,10,19
CULPINA,atencion odontologica,restauraciones,2013-07-01,12,45,12,45,57
CURAHUARA DE CARANGAS,atencion odontologica,restauraciones,2013-07-01,8,15,8,15,23
CURVA,atencion odontologica,restauraciones,2013-07-01,18,19,18,19,37
DESAGUADERO,atencion odontologica,restauraciones,2013-07-01,30,40,30,40,70
EL ALTO,atencion odontologica,restauraciones,2013-07-01,4380,6298,4380,6298,10678
EL PUENTE(STC),atencion odontologica,restauraciones,2013-07-01,7,15,7,15,22
EL PUENTE(TJA),atencion odontologica,restauraciones,2013-07-01,22,89,22,89,111
EL TORNO,atencion odontologica,restauraciones,2013-07-01,112,218,112,218,330
EL VILLAR,atencion odontologica,restauraciones,2013-07-01,5,29,5,29,34
ENTRE RIOS TRJ,atencion odontologica,restauraciones,2013-07-01,69,103,69,103,172
ENTRE RIOS CBBA,atencion odontologica,restauraciones,2013-07-01,27,129,27,129,156
EUCALIPTUS,atencion odontologica,restauraciones,2013-07-01,10,42,10,42,52
FERNANDEZ ALONSO,atencion odontologica,restauraciones,2013-07-01,52,87,52,87,139
FILADELFIA,atencion odontologica,restauraciones,2013-07-01,33,31,33,31,64
GENERAL SAAVEDRA,atencion odontologica,restauraciones,2013-07-01,20,59,20,59,79
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,restauraciones,2013-07-01,13,29,13,29,42
GUANAY,atencion odontologica,restauraciones,2013-07-01,27,91,27,91,118
GUAQUI,atencion odontologica,restauraciones,2013-07-01,16,28,16,28,44
GUAYARAMERIN,atencion odontologica,restauraciones,2013-07-01,349,499,349,499,848
GUTIERREZ,atencion odontologica,restauraciones,2013-07-01,8,40,8,40,48
HUACARETA,atencion odontologica,restauraciones,2013-07-01,46,97,46,97,143
HUACAYA (VILLA DE HUACAYA),atencion odontologica,restauraciones,2013-07-01,26,39,26,39,65
HUACHACALLA,atencion odontologica,restauraciones,2013-07-01,3,1,3,1,4
HUANUNI,atencion odontologica,restauraciones,2013-07-01,93,217,93,217,310
HUARACAJE,atencion odontologica,restauraciones,2013-07-01,22,20,22,20,42
HUARINA,atencion odontologica,restauraciones,2013-07-01,5,5,5,5,10
HUATAJATA,atencion odontologica,restauraciones,2013-07-01,7,8,7,8,15
HUAYLLAMARCA,atencion odontologica,restauraciones,2013-07-01,18,46,18,46,64
HUMANATA,atencion odontologica,restauraciones,2013-07-01,4,2,4,2,6
ICHOCA,atencion odontologica,restauraciones,2013-07-01,1,8,1,8,9
ICLA,atencion odontologica,restauraciones,2013-07-01,27,33,27,33,60
INCAHUASI,atencion odontologica,restauraciones,2013-07-01,37,87,37,87,124
INGAVI (HUMAITA),atencion odontologica,restauraciones,2013-07-01,1,4,1,4,5
INQUISIVI,atencion odontologica,restauraciones,2013-07-01,12,27,12,27,39
IRUPANA (VILLA DE LANZA),atencion odontologica,restauraciones,2013-07-01,38,66,38,66,104
IXIAMAS,atencion odontologica,restauraciones,2013-07-01,16,48,16,48,64
JESUS DE MACHACA,atencion odontologica,restauraciones,2013-07-01,32,37,32,37,69
LA ASUNTA,atencion odontologica,restauraciones,2013-07-01,68,112,68,112,180
LA GUARDIA,atencion odontologica,restauraciones,2013-07-01,88,126,88,126,214
LA PAZ,atencion odontologica,restauraciones,2013-07-01,5570,7812,5570,7812,13382
LAGUNILLAS,atencion odontologica,restauraciones,2013-07-01,3,12,3,12,15
LAJA,atencion odontologica,restauraciones,2013-07-01,17,21,17,21,38
LAS CARRERAS,atencion odontologica,restauraciones,2013-07-01,6,15,6,15,21
LICOMA PAMPA,atencion odontologica,restauraciones,2013-07-01,10,20,10,20,30
LLALLAGUA,atencion odontologica,restauraciones,2013-07-01,101,246,101,246,347
LLICA,atencion odontologica,restauraciones,2013-07-01,8,6,8,6,14
LURIBAY,atencion odontologica,restauraciones,2013-07-01,21,9,21,9,30
MACHACAMARCA,atencion odontologica,restauraciones,2013-07-01,45,34,45,34,79
MACHARETI,atencion odontologica,restauraciones,2013-07-01,46,43,46,43,89
MAGDALENA,atencion odontologica,restauraciones,2013-07-01,6,14,6,14,20
MAIRANA,atencion odontologica,restauraciones,2013-07-01,25,45,25,45,70
MALLA,atencion odontologica,restauraciones,2013-07-01,4,6,4,6,10
MAPIRI,atencion odontologica,restauraciones,2013-07-01,34,45,34,45,79
MECAPACA,atencion odontologica,restauraciones,2013-07-01,17,34,17,34,51
MINEROS,atencion odontologica,restauraciones,2013-07-01,47,156,47,156,203
MIZQUE,atencion odontologica,restauraciones,2013-07-01,30,47,30,47,77
MOCOMOCO,atencion odontologica,restauraciones,2013-07-01,11,13,11,13,24
MOJOCOYA,atencion odontologica,restauraciones,2013-07-01,4,26,4,26,30
MONTEAGUDO,atencion odontologica,restauraciones,2013-07-01,109,284,109,284,393
MONTERO,atencion odontologica,restauraciones,2013-07-01,201,394,201,394,595
MORO MORO,atencion odontologica,restauraciones,2013-07-01,6,30,6,30,36
MOROCHATA,atencion odontologica,restauraciones,2013-07-01,43,57,43,57,100
OCURI,atencion odontologica,restauraciones,2013-07-01,3,13,3,13,16
OKINAWA,atencion odontologica,restauraciones,2013-07-01,6,21,6,21,27
OMEREQUE,atencion odontologica,restauraciones,2013-07-01,15,15,15,15,30
ORURO,atencion odontologica,restauraciones,2013-07-01,1620,2393,1620,2393,4013
PADCAYA,atencion odontologica,restauraciones,2013-07-01,107,143,107,143,250
PADILLA,atencion odontologica,restauraciones,2013-07-01,35,53,35,53,88
PAILON,atencion odontologica,restauraciones,2013-07-01,67,140,67,140,207
PALCA,atencion odontologica,restauraciones,2013-07-01,42,59,42,59,101
PALOS BLANCOS,atencion odontologica,restauraciones,2013-07-01,54,75,54,75,129
PAMPA AULLAGAS,atencion odontologica,restauraciones,2013-07-01,9,25,9,25,34
PAMPA GRANDE,atencion odontologica,restauraciones,2013-07-01,4,5,4,5,9
PAPEL PAMPA,atencion odontologica,restauraciones,2013-07-01,9,22,9,22,31
PASORAPA,atencion odontologica,restauraciones,2013-07-01,20,9,20,9,29
PATACAMAYA,atencion odontologica,restauraciones,2013-07-01,31,44,31,44,75
PAZÑA,atencion odontologica,restauraciones,2013-07-01,28,59,28,59,87
PELECHUCO,atencion odontologica,restauraciones,2013-07-01,16,48,16,48,64
POCOATA,atencion odontologica,restauraciones,2013-07-01,58,135,58,135,193
POCONA,atencion odontologica,restauraciones,2013-07-01,142,201,142,201,343
POJO (CBBA),atencion odontologica,restauraciones,2013-07-01,39,89,39,89,128
POOPO,atencion odontologica,restauraciones,2013-07-01,6,20,6,20,26
PORCO,atencion odontologica,restauraciones,2013-07-01,11,25,11,25,36
POROMA,atencion odontologica,restauraciones,2013-07-01,28,88,28,88,116
PORONGO,atencion odontologica,restauraciones,2013-07-01,2,8,2,8,10
PORTACHUELO,atencion odontologica,restauraciones,2013-07-01,40,61,40,61,101
PORVENIR,atencion odontologica,restauraciones,2013-07-01,32,64,32,64,96
POSTRER VALLE,atencion odontologica,restauraciones,2013-07-01,15,19,15,19,34
POTOSI,atencion odontologica,restauraciones,2013-07-01,899,1837,899,1837,2736
PRESTO,atencion odontologica,restauraciones,2013-07-01,11,45,11,45,56
PUCARA,atencion odontologica,restauraciones,2013-07-01,3,8,3,8,11
PUCARANI,atencion odontologica,restauraciones,2013-07-01,46,66,46,66,112
PUERTO ACOSTA,atencion odontologica,restauraciones,2013-07-01,4,22,4,22,26
PUERTO CARABUCO,atencion odontologica,restauraciones,2013-07-01,9,11,9,11,20
PUERTO GONZALO MORENO,atencion odontologica,restauraciones,2013-07-01,35,39,35,39,74
PUERTO QUIJARRO,atencion odontologica,restauraciones,2013-07-01,25,79,25,79,104
PUERTO RICO,atencion odontologica,restauraciones,2013-07-01,13,13,13,13,26
PUERTO SUAREZ,atencion odontologica,restauraciones,2013-07-01,28,49,28,49,77
PUERTO VILLARROEL,atencion odontologica,restauraciones,2013-07-01,123,161,123,161,284
PUNA,atencion odontologica,restauraciones,2013-07-01,37,65,37,65,102
PUNATA,atencion odontologica,restauraciones,2013-07-01,142,321,142,321,463
QUIABAYA,atencion odontologica,restauraciones,2013-07-01,20,40,20,40,60
QUILLACOLLO,atencion odontologica,restauraciones,2013-07-01,759,1036,759,1036,1795
QUIME,atencion odontologica,restauraciones,2013-07-01,75,118,75,118,193
RAVELO,atencion odontologica,restauraciones,2013-07-01,8,39,8,39,47
REYES,atencion odontologica,restauraciones,2013-07-01,58,78,58,78,136
RIBERALTA,atencion odontologica,restauraciones,2013-07-01,115,297,115,297,412
ROBORE,atencion odontologica,restauraciones,2013-07-01,36,48,36,48,84
RURRENABAQUE,atencion odontologica,restauraciones,2013-07-01,78,123,78,123,201
SABAYA,atencion odontologica,restauraciones,2013-07-01,5,13,5,13,18
SACABA,atencion odontologica,restauraciones,2013-07-01,341,549,341,549,890
SACABAMBA,atencion odontologica,restauraciones,2013-07-01,16,14,16,14,30
SACACA,atencion odontologica,restauraciones,2013-07-01,7,31,7,31,38
SAIPINA,atencion odontologica,restauraciones,2013-07-01,13,14,13,14,27
SALINAS DE GARCI MENDOZA,atencion odontologica,restauraciones,2013-07-01,79,103,79,103,182
SAMAIPATA,atencion odontologica,restauraciones,2013-07-01,4,17,4,17,21
SAN AGUSTIN,atencion odontologica,restauraciones,2013-07-01,0,2,0,2,2
SAN ANDRES,atencion odontologica,restauraciones,2013-07-01,9,14,9,14,23
SAN ANDRES DE MACHACA,atencion odontologica,restauraciones,2013-07-01,30,36,30,36,66
SAN ANTONIO DE ESMORUCO,atencion odontologica,restauraciones,2013-07-01,1,4,1,4,5
SAN ANTONIO DE LOMERIO,atencion odontologica,restauraciones,2013-07-01,1,23,1,23,24
SAN BENITO,atencion odontologica,restauraciones,2013-07-01,62,52,62,52,114
SAN BORJA,atencion odontologica,restauraciones,2013-07-01,73,153,73,153,226
SAN BUENA VENTURA,atencion odontologica,restauraciones,2013-07-01,36,34,36,34,70
SAN CARLOS,atencion odontologica,restauraciones,2013-07-01,37,51,37,51,88
SAN IGNACIO,atencion odontologica,restauraciones,2013-07-01,119,182,119,182,301
SAN IGNACIO DE VELASCO,atencion odontologica,restauraciones,2013-07-01,75,105,75,105,180
SAN JAVIER(BNI),atencion odontologica,restauraciones,2013-07-01,27,3,27,3,30
SAN JAVIER(STC),atencion odontologica,restauraciones,2013-07-01,30,64,30,64,94
SAN JOAQUIN,atencion odontologica,restauraciones,2013-07-01,8,12,8,12,20
SAN JOSE DE CHIQUITOS,atencion odontologica,restauraciones,2013-07-01,71,96,71,96,167
SAN JUAN DE YAPACANI,atencion odontologica,restauraciones,2013-07-01,21,27,21,27,48
SAN JULIAN,atencion odontologica,restauraciones,2013-07-01,55,59,55,59,114
SAN LORENZO(PND),atencion odontologica,restauraciones,2013-07-01,27,22,27,22,49
SAN LORENZO(TJA),atencion odontologica,restauraciones,2013-07-01,212,432,212,432,644
SAN LUCAS,atencion odontologica,restauraciones,2013-07-01,173,240,173,240,413
SAN MATIAS,atencion odontologica,restauraciones,2013-07-01,20,68,20,68,88
SAN MIGUEL DE VELASCO,atencion odontologica,restauraciones,2013-07-01,9,49,9,49,58
SAN PEDRO,atencion odontologica,restauraciones,2013-07-01,45,102,45,102,147
SAN PEDRO DE BUENA VISTA,atencion odontologica,restauraciones,2013-07-01,16,80,16,80,96
SAN PEDRO DE CURAHUARA,atencion odontologica,restauraciones,2013-07-01,19,31,19,31,50
SAN PEDRO DE QUEMES,atencion odontologica,restauraciones,2013-07-01,18,0,18,0,18
SAN PEDRO DE TIQUINA,atencion odontologica,restauraciones,2013-07-01,5,16,5,16,21
SAN RAFAEL,atencion odontologica,restauraciones,2013-07-01,8,18,8,18,26
SAN RAMON BENI,atencion odontologica,restauraciones,2013-07-01,12,58,12,58,70
SAN RAMON SCZ,atencion odontologica,restauraciones,2013-07-01,18,19,18,19,37
SANTA ANA,atencion odontologica,restauraciones,2013-07-01,63,201,63,201,264
SANTA CRUZ DE LA SIERRA,atencion odontologica,restauraciones,2013-07-01,2752,5765,2752,5765,8517
SANTA ROSA,atencion odontologica,restauraciones,2013-07-01,15,30,15,30,45
SANTA ROSA DEL SARA,atencion odontologica,restauraciones,2013-07-01,35,67,35,67,102
SANTIAGO DE CALLAPA,atencion odontologica,restauraciones,2013-07-01,2,9,2,9,11
SANTIAGO DE HUARI,atencion odontologica,restauraciones,2013-07-01,181,251,181,251,432
SANTIAGO DE HUATA,atencion odontologica,restauraciones,2013-07-01,19,27,19,27,46
SANTIAGO DE MACHACA,atencion odontologica,restauraciones,2013-07-01,11,25,11,25,36
SANTIVAÑES,atencion odontologica,restauraciones,2013-07-01,29,34,29,34,63
SANTUARIO DE QUILLACAS,atencion odontologica,restauraciones,2013-07-01,23,39,23,39,62
SAPAHAQUI,atencion odontologica,restauraciones,2013-07-01,4,11,4,11,15
SENA,atencion odontologica,restauraciones,2013-07-01,0,14,0,14,14
SHINAOTA,atencion odontologica,restauraciones,2013-07-01,3,26,3,26,29
SICA SICA (VILLA AROMA),atencion odontologica,restauraciones,2013-07-01,7,14,7,14,21
SICAYA,atencion odontologica,restauraciones,2013-07-01,0,13,0,13,13
SIPE SIPE,atencion odontologica,restauraciones,2013-07-01,111,260,111,260,371
SOPACHUY,atencion odontologica,restauraciones,2013-07-01,29,71,29,71,100
SORACACHI,atencion odontologica,restauraciones,2013-07-01,23,40,23,40,63
SORATA,atencion odontologica,restauraciones,2013-07-01,39,36,39,36,75
SUCRE,atencion odontologica,restauraciones,2013-07-01,3330,4814,3330,4814,8144
TACACHI,atencion odontologica,restauraciones,2013-07-01,5,2,5,2,7
TACACOMA,atencion odontologica,restauraciones,2013-07-01,43,80,43,80,123
TACOBAMBA,atencion odontologica,restauraciones,2013-07-01,0,4,0,4,4
TACOPAYA,atencion odontologica,restauraciones,2013-07-01,2,38,2,38,40
TAHUA,atencion odontologica,restauraciones,2013-07-01,1,3,1,3,4
TAPACARI,atencion odontologica,restauraciones,2013-07-01,50,129,50,129,179
TARABUCO,atencion odontologica,restauraciones,2013-07-01,35,64,35,64,99
TARACO,atencion odontologica,restauraciones,2013-07-01,57,43,57,43,100
TARATA,atencion odontologica,restauraciones,2013-07-01,57,91,57,91,148
TARIJA,atencion odontologica,restauraciones,2013-07-01,2612,4636,2612,4636,7248
TARVITA,atencion odontologica,restauraciones,2013-07-01,27,61,27,61,88
TEOPONTE,atencion odontologica,restauraciones,2013-07-01,14,23,14,23,37
TIAWANACU,atencion odontologica,restauraciones,2013-07-01,7,30,7,30,37
TINGUIPAYA,atencion odontologica,restauraciones,2013-07-01,4,18,4,18,22
TIPUANI,atencion odontologica,restauraciones,2013-07-01,13,26,13,26,39
TIQUIPAYA,atencion odontologica,restauraciones,2013-07-01,436,871,436,871,1307
TIRAQUE (CBBA),atencion odontologica,restauraciones,2013-07-01,18,37,18,37,55
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,restauraciones,2013-07-01,6,0,6,0,6
TOCO,atencion odontologica,restauraciones,2013-07-01,36,25,36,25,61
TOLATA,atencion odontologica,restauraciones,2013-07-01,20,33,20,33,53
TOLEDO,atencion odontologica,restauraciones,2013-07-01,15,12,15,12,27
TOMAVE,atencion odontologica,restauraciones,2013-07-01,15,62,15,62,77
TOMINA,atencion odontologica,restauraciones,2013-07-01,53,107,53,107,160
TORO TORO,atencion odontologica,restauraciones,2013-07-01,16,50,16,50,66
TOTORA(CBBA),atencion odontologica,restauraciones,2013-07-01,36,95,36,95,131
TOTORA(ORR),atencion odontologica,restauraciones,2013-07-01,0,8,0,8,8
TRIGAL,atencion odontologica,restauraciones,2013-07-01,3,15,3,15,18
TRINIDAD,atencion odontologica,restauraciones,2013-07-01,419,705,419,705,1124
TUPIZA,atencion odontologica,restauraciones,2013-07-01,87,145,87,145,232
TURCO,atencion odontologica,restauraciones,2013-07-01,26,26,26,26,52
UMALA,atencion odontologica,restauraciones,2013-07-01,16,19,16,19,35
UNCIA,atencion odontologica,restauraciones,2013-07-01,82,117,82,117,199
URIONDO (A. CONCEPCION),atencion odontologica,restauraciones,2013-07-01,226,501,226,501,727
URUBICHA,atencion odontologica,restauraciones,2013-07-01,13,24,13,24,37
UYUNI,atencion odontologica,restauraciones,2013-07-01,83,50,83,50,133
VACAS,atencion odontologica,restauraciones,2013-07-01,35,59,35,59,94
VALLEGRANDE,atencion odontologica,restauraciones,2013-07-01,129,189,129,189,318
VIACHA,atencion odontologica,restauraciones,2013-07-01,67,138,67,138,205
VILA VILA,atencion odontologica,restauraciones,2013-07-01,5,13,5,13,18
VILLA CHARCAS,atencion odontologica,restauraciones,2013-07-01,7,35,7,35,42
VILLA MONTES,atencion odontologica,restauraciones,2013-07-01,263,505,263,505,768
VILLA NUEVA (LOMA ALTA),atencion odontologica,restauraciones,2013-07-01,1,6,1,6,7
VILLA RIVERO,atencion odontologica,restauraciones,2013-07-01,20,40,20,40,60
VILLA SERRANO,atencion odontologica,restauraciones,2013-07-01,72,88,72,88,160
VILLA TUNARI,atencion odontologica,restauraciones,2013-07-01,183,464,183,464,647
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,restauraciones,2013-07-01,29,59,29,59,88
VILLAZON,atencion odontologica,restauraciones,2013-07-01,84,161,84,161,245
VINTO,atencion odontologica,restauraciones,2013-07-01,113,214,113,214,327
VITICHI,atencion odontologica,restauraciones,2013-07-01,6,59,6,59,65
WALDO BALLIVIAN,atencion odontologica,restauraciones,2013-07-01,3,4,3,4,7
WARNES,atencion odontologica,restauraciones,2013-07-01,29,137,29,137,166
YACO,atencion odontologica,restauraciones,2013-07-01,2,6,2,6,8
YACUIBA,atencion odontologica,restauraciones,2013-07-01,228,463,228,463,691
YAMPARAEZ,atencion odontologica,restauraciones,2013-07-01,34,34,34,34,68
YANACACHI,atencion odontologica,restauraciones,2013-07-01,7,47,7,47,54
YAPACANI,atencion odontologica,restauraciones,2013-07-01,69,226,69,226,295
YOCALLA,atencion odontologica,restauraciones,2013-07-01,8,21,8,21,29
YOTALA,atencion odontologica,restauraciones,2013-07-01,26,50,26,50,76
YUNCHARA,atencion odontologica,restauraciones,2013-07-01,85,176,85,176,261
ZUDAÑEZ,atencion odontologica,restauraciones,2013-07-01,23,25,23,25,48
ACACIO,atencion odontologica,restauraciones,2013-08-01,17,22,17,22,39
ACHACACHI,atencion odontologica,restauraciones,2013-08-01,129,172,129,172,301
ACHOCALLA,atencion odontologica,restauraciones,2013-08-01,15,38,15,38,53
AIQUILE,atencion odontologica,restauraciones,2013-08-01,64,102,64,102,166
ALALAY,atencion odontologica,restauraciones,2013-08-01,1,5,1,5,6
ALCALA,atencion odontologica,restauraciones,2013-08-01,17,22,17,22,39
ALTO BENI,atencion odontologica,restauraciones,2013-08-01,21,31,21,31,52
ANCORAIMES,atencion odontologica,restauraciones,2013-08-01,5,13,5,13,18
ANDAMARCA,atencion odontologica,restauraciones,2013-08-01,14,29,14,29,43
ANTEQUERA,atencion odontologica,restauraciones,2013-08-01,24,23,24,23,47
ANZALDO,atencion odontologica,restauraciones,2013-08-01,10,17,10,17,27
APOLO,atencion odontologica,restauraciones,2013-08-01,19,24,19,24,43
ARAMPAMPA,atencion odontologica,restauraciones,2013-08-01,11,39,11,39,50
ARANI,atencion odontologica,restauraciones,2013-08-01,10,24,10,24,34
ARBIETO,atencion odontologica,restauraciones,2013-08-01,41,52,41,52,93
ARQUE,atencion odontologica,restauraciones,2013-08-01,30,63,30,63,93
ASCENCION DE GUARAYOS,atencion odontologica,restauraciones,2013-08-01,12,27,12,27,39
ATOCHA,atencion odontologica,restauraciones,2013-08-01,139,139,139,139,278
AUCAPATA,atencion odontologica,restauraciones,2013-08-01,3,6,3,6,9
AYATA,atencion odontologica,restauraciones,2013-08-01,11,21,11,21,32
AYO AYO,atencion odontologica,restauraciones,2013-08-01,7,20,7,20,27
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,restauraciones,2013-08-01,110,141,110,141,251
AZURDUY,atencion odontologica,restauraciones,2013-08-01,8,30,8,30,38
BATALLAS,atencion odontologica,restauraciones,2013-08-01,18,64,18,64,82
BAURES,atencion odontologica,restauraciones,2013-08-01,13,18,13,18,31
BELEN DE ANDAMARCA,atencion odontologica,restauraciones,2013-08-01,3,25,3,25,28
BELEN DE URMIRI,atencion odontologica,restauraciones,2013-08-01,0,8,0,8,8
BELLA FLOR,atencion odontologica,restauraciones,2013-08-01,3,2,3,2,5
BERMEJO,atencion odontologica,restauraciones,2013-08-01,258,349,258,349,607
BETANZOS,atencion odontologica,restauraciones,2013-08-01,75,111,75,111,186
BOLIVAR,atencion odontologica,restauraciones,2013-08-01,25,33,25,33,58
BOYUIBE,atencion odontologica,restauraciones,2013-08-01,6,12,6,12,18
BUENA VISTA,atencion odontologica,restauraciones,2013-08-01,11,28,11,28,39
CABEZAS,atencion odontologica,restauraciones,2013-08-01,37,51,37,51,88
CAIROMA,atencion odontologica,restauraciones,2013-08-01,27,52,27,52,79
"CAIZA ""D""",atencion odontologica,restauraciones,2013-08-01,18,57,18,57,75
CAJUATA,atencion odontologica,restauraciones,2013-08-01,47,58,47,58,105
CALACOTO,atencion odontologica,restauraciones,2013-08-01,45,39,45,39,84
CALAMARCA,atencion odontologica,restauraciones,2013-08-01,49,89,49,89,138
CAMARGO,atencion odontologica,restauraciones,2013-08-01,36,147,36,147,183
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,restauraciones,2013-08-01,15,63,15,63,78
