,group,variable,month,OTRAS ACCIONES CANTIDAD,OTRAS ACCIONES CANTIDAD,TOTALES,TOTALES,TOTALES
SANTA ANA,atencion odontologica,otras acciones,2013-06-01,50,48,50,48,98
SANTA CRUZ DE LA SIERRA,atencion odontologica,otras acciones,2013-06-01,554,799,554,799,1353
SANTA ROSA,atencion odontologica,otras acciones,2013-06-01,18,14,18,14,32
SANTA ROSA DEL SARA,atencion odontologica,otras acciones,2013-06-01,22,28,22,28,50
SANTIAGO DE CALLAPA,atencion odontologica,otras acciones,2013-06-01,2,5,2,5,7
SANTIAGO DE HUARI,atencion odontologica,otras acciones,2013-06-01,75,175,75,175,250
SANTIAGO DE MACHACA,atencion odontologica,otras acciones,2013-06-01,2,6,2,6,8
SANTIVAÑES,atencion odontologica,otras acciones,2013-06-01,27,35,27,35,62
SANTUARIO DE QUILLACAS,atencion odontologica,otras acciones,2013-06-01,3,3,3,3,6
SAPAHAQUI,atencion odontologica,otras acciones,2013-06-01,0,2,0,2,2
SENA,atencion odontologica,otras acciones,2013-06-01,4,13,4,13,17
SHINAOTA,atencion odontologica,otras acciones,2013-06-01,4,8,4,8,12
SICA SICA (VILLA AROMA),atencion odontologica,otras acciones,2013-06-01,6,9,6,9,15
SICAYA,atencion odontologica,otras acciones,2013-06-01,11,22,11,22,33
SIPE SIPE,atencion odontologica,otras acciones,2013-06-01,14,27,14,27,41
SOPACHUY,atencion odontologica,otras acciones,2013-06-01,263,312,263,312,575
SORACACHI,atencion odontologica,otras acciones,2013-06-01,20,23,20,23,43
SORATA,atencion odontologica,otras acciones,2013-06-01,40,51,40,51,91
SUCRE,atencion odontologica,otras acciones,2013-06-01,1587,2194,1587,2194,3781
TACACOMA,atencion odontologica,otras acciones,2013-06-01,2,2,2,2,4
TACOBAMBA,atencion odontologica,otras acciones,2013-06-01,3,3,3,3,6
TACOPAYA,atencion odontologica,otras acciones,2013-06-01,3,1,3,1,4
TAHUA,atencion odontologica,otras acciones,2013-06-01,2,3,2,3,5
TAPACARI,atencion odontologica,otras acciones,2013-06-01,87,104,87,104,191
TARABUCO,atencion odontologica,otras acciones,2013-06-01,23,26,23,26,49
TARACO,atencion odontologica,otras acciones,2013-06-01,35,32,35,32,67
TARATA,atencion odontologica,otras acciones,2013-06-01,16,23,16,23,39
TARIJA,atencion odontologica,otras acciones,2013-06-01,1130,2239,1130,2239,3369
TARVITA,atencion odontologica,otras acciones,2013-06-01,44,63,44,63,107
TEOPONTE,atencion odontologica,otras acciones,2013-06-01,4,2,4,2,6
TIAWANACU,atencion odontologica,otras acciones,2013-06-01,33,23,33,23,56
TINGUIPAYA,atencion odontologica,otras acciones,2013-06-01,22,32,22,32,54
TIPUANI,atencion odontologica,otras acciones,2013-06-01,9,11,9,11,20
TIQUIPAYA,atencion odontologica,otras acciones,2013-06-01,67,235,67,235,302
TIRAQUE (CBBA),atencion odontologica,otras acciones,2013-06-01,39,81,39,81,120
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,otras acciones,2013-06-01,0,1,0,1,1
TOCO,atencion odontologica,otras acciones,2013-06-01,7,13,7,13,20
TOLATA,atencion odontologica,otras acciones,2013-06-01,11,25,11,25,36
TOLEDO,atencion odontologica,otras acciones,2013-06-01,0,1,0,1,1
TOMAVE,atencion odontologica,otras acciones,2013-06-01,27,43,27,43,70
TOMINA,atencion odontologica,otras acciones,2013-06-01,210,264,210,264,474
TORO TORO,atencion odontologica,otras acciones,2013-06-01,52,152,52,152,204
TOTORA(CBBA),atencion odontologica,otras acciones,2013-06-01,1,11,1,11,12
TOTORA(ORR),atencion odontologica,otras acciones,2013-06-01,4,5,4,5,9
TRINIDAD,atencion odontologica,otras acciones,2013-06-01,84,142,84,142,226
TUPIZA,atencion odontologica,otras acciones,2013-06-01,60,105,60,105,165
TURCO,atencion odontologica,otras acciones,2013-06-01,11,15,11,15,26
UMALA,atencion odontologica,otras acciones,2013-06-01,12,6,12,6,18
UNCIA,atencion odontologica,otras acciones,2013-06-01,4,34,4,34,38
URIONDO (A. CONCEPCION),atencion odontologica,otras acciones,2013-06-01,147,284,147,284,431
URUBICHA,atencion odontologica,otras acciones,2013-06-01,0,4,0,4,4
VACAS,atencion odontologica,otras acciones,2013-06-01,24,25,24,25,49
VALLEGRANDE,atencion odontologica,otras acciones,2013-06-01,23,26,23,26,49
VIACHA,atencion odontologica,otras acciones,2013-06-01,115,219,115,219,334
VILA VILA,atencion odontologica,otras acciones,2013-06-01,0,3,0,3,3
VILLA CHARCAS,atencion odontologica,otras acciones,2013-06-01,7,24,7,24,31
VILLA MONTES,atencion odontologica,otras acciones,2013-06-01,115,217,115,217,332
VILLA RIVERO,atencion odontologica,otras acciones,2013-06-01,1,3,1,3,4
VILLA SERRANO,atencion odontologica,otras acciones,2013-06-01,20,32,20,32,52
VILLA TUNARI,atencion odontologica,otras acciones,2013-06-01,103,73,103,73,176
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,otras acciones,2013-06-01,9,22,9,22,31
VILLAZON,atencion odontologica,otras acciones,2013-06-01,131,173,131,173,304
VINTO,atencion odontologica,otras acciones,2013-06-01,7,18,7,18,25
VITICHI,atencion odontologica,otras acciones,2013-06-01,24,52,24,52,76
WALDO BALLIVIAN,atencion odontologica,otras acciones,2013-06-01,0,5,0,5,5
WARNES,atencion odontologica,otras acciones,2013-06-01,6,22,6,22,28
YACO,atencion odontologica,otras acciones,2013-06-01,2,1,2,1,3
YACUIBA,atencion odontologica,otras acciones,2013-06-01,122,135,122,135,257
YAMPARAEZ,atencion odontologica,otras acciones,2013-06-01,14,65,14,65,79
YANACACHI,atencion odontologica,otras acciones,2013-06-01,11,24,11,24,35
YAPACANI,atencion odontologica,otras acciones,2013-06-01,1,5,1,5,6
YOCALLA,atencion odontologica,otras acciones,2013-06-01,33,50,33,50,83
YOTALA,atencion odontologica,otras acciones,2013-06-01,36,75,36,75,111
YUNCHARA,atencion odontologica,otras acciones,2013-06-01,5,12,5,12,17
ZUDAÑEZ,atencion odontologica,otras acciones,2013-06-01,16,29,16,29,45
ACACIO,atencion odontologica,otras acciones,2013-07-01,4,15,4,15,19
ACHACACHI,atencion odontologica,otras acciones,2013-07-01,122,211,122,211,333
ACHOCALLA,atencion odontologica,otras acciones,2013-07-01,27,38,27,38,65
AIQUILE,atencion odontologica,otras acciones,2013-07-01,18,0,18,0,18
ALALAY,atencion odontologica,otras acciones,2013-07-01,3,14,3,14,17
ALCALA,atencion odontologica,otras acciones,2013-07-01,20,55,20,55,75
ALTO BENI,atencion odontologica,otras acciones,2013-07-01,4,5,4,5,9
ANCORAIMES,atencion odontologica,otras acciones,2013-07-01,1,6,1,6,7
ANDAMARCA,atencion odontologica,otras acciones,2013-07-01,17,43,17,43,60
ANTEQUERA,atencion odontologica,otras acciones,2013-07-01,18,34,18,34,52
ANZALDO,atencion odontologica,otras acciones,2013-07-01,4,7,4,7,11
APOLO,atencion odontologica,otras acciones,2013-07-01,10,14,10,14,24
ARAMPAMPA,atencion odontologica,otras acciones,2013-07-01,1,0,1,0,1
ARANI,atencion odontologica,otras acciones,2013-07-01,28,50,28,50,78
ARBIETO,atencion odontologica,otras acciones,2013-07-01,1,0,1,0,1
ARQUE,atencion odontologica,otras acciones,2013-07-01,11,28,11,28,39
ASCENCION DE GUARAYOS,atencion odontologica,otras acciones,2013-07-01,21,36,21,36,57
ATOCHA,atencion odontologica,otras acciones,2013-07-01,160,215,160,215,375
AYATA,atencion odontologica,otras acciones,2013-07-01,10,14,10,14,24
AYO AYO,atencion odontologica,otras acciones,2013-07-01,16,13,16,13,29
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,otras acciones,2013-07-01,35,41,35,41,76
AZURDUY,atencion odontologica,otras acciones,2013-07-01,10,18,10,18,28
BAURES,atencion odontologica,otras acciones,2013-07-01,16,11,16,11,27
BELEN DE ANDAMARCA,atencion odontologica,otras acciones,2013-07-01,5,9,5,9,14
BELEN DE URMIRI,atencion odontologica,otras acciones,2013-07-01,3,5,3,5,8
BELLA FLOR,atencion odontologica,otras acciones,2013-07-01,2,0,2,0,2
BERMEJO,atencion odontologica,otras acciones,2013-07-01,25,40,25,40,65
BETANZOS,atencion odontologica,otras acciones,2013-07-01,21,41,21,41,62
BOLIVAR,atencion odontologica,otras acciones,2013-07-01,12,26,12,26,38
BUENA VISTA,atencion odontologica,otras acciones,2013-07-01,15,29,15,29,44
CABEZAS,atencion odontologica,otras acciones,2013-07-01,33,67,33,67,100
CAIROMA,atencion odontologica,otras acciones,2013-07-01,24,17,24,17,41
"CAIZA ""D""",atencion odontologica,otras acciones,2013-07-01,16,32,16,32,48
CAJUATA,atencion odontologica,otras acciones,2013-07-01,27,55,27,55,82
CALACOTO,atencion odontologica,otras acciones,2013-07-01,5,4,5,4,9
CALAMARCA,atencion odontologica,otras acciones,2013-07-01,14,40,14,40,54
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,otras acciones,2013-07-01,43,72,43,72,115
CAMIRI,atencion odontologica,otras acciones,2013-07-01,109,202,109,202,311
CAPINOTA,atencion odontologica,otras acciones,2013-07-01,7,15,7,15,22
CAQUIAVIRI,atencion odontologica,otras acciones,2013-07-01,1,5,1,5,6
CARACOLLO,atencion odontologica,otras acciones,2013-07-01,54,121,54,121,175
CARANAVI,atencion odontologica,otras acciones,2013-07-01,24,25,24,25,49
CARAPARI,atencion odontologica,otras acciones,2013-07-01,27,50,27,50,77
CARIPUYO,atencion odontologica,otras acciones,2013-07-01,3,9,3,9,12
CARMEN RIVERO TORREZ,atencion odontologica,otras acciones,2013-07-01,11,11,11,11,22
CHALLAPATA,atencion odontologica,otras acciones,2013-07-01,92,125,92,125,217
CHAQUI,atencion odontologica,otras acciones,2013-07-01,8,16,8,16,24
CHARAGUA,atencion odontologica,otras acciones,2013-07-01,5,8,5,8,13
CHARAÑA,atencion odontologica,otras acciones,2013-07-01,10,9,10,9,19
CHAYANTA,atencion odontologica,otras acciones,2013-07-01,21,64,21,64,85
CHIMORE,atencion odontologica,otras acciones,2013-07-01,6,7,6,7,13
CHIPAYA,atencion odontologica,otras acciones,2013-07-01,5,9,5,9,14
CHOQUE COTA,atencion odontologica,otras acciones,2013-07-01,11,21,11,21,32
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,otras acciones,2013-07-01,8,25,8,25,33
CHUMA,atencion odontologica,otras acciones,2013-07-01,12,20,12,20,32
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,otras acciones,2013-07-01,13,22,13,22,35
CKOCHAS,atencion odontologica,otras acciones,2013-07-01,21,15,21,15,36
CLIZA,atencion odontologica,otras acciones,2013-07-01,35,88,35,88,123
COBIJA,atencion odontologica,otras acciones,2013-07-01,48,78,48,78,126
COCAPATA,atencion odontologica,otras acciones,2013-07-01,43,38,43,38,81
COCHABAMBA,atencion odontologica,otras acciones,2013-07-01,2270,3771,2270,3771,6041
COIPASA,atencion odontologica,otras acciones,2013-07-01,1,3,1,3,4
COLCAPIRHUA,atencion odontologica,otras acciones,2013-07-01,23,32,23,32,55
"COLCHA ""K""",atencion odontologica,otras acciones,2013-07-01,7,10,7,10,17
COLLANA,atencion odontologica,otras acciones,2013-07-01,11,16,11,16,27
COLPA BELGICA,atencion odontologica,otras acciones,2013-07-01,1,0,1,0,1
COLQUECHACA,atencion odontologica,otras acciones,2013-07-01,74,130,74,130,204
COLQUENCHA,atencion odontologica,otras acciones,2013-07-01,0,5,0,5,5
COLQUIRI,atencion odontologica,otras acciones,2013-07-01,82,113,82,113,195
COMANCHE,atencion odontologica,otras acciones,2013-07-01,5,16,5,16,21
COMARAPA,atencion odontologica,otras acciones,2013-07-01,39,49,39,49,88
COMBAYA,atencion odontologica,otras acciones,2013-07-01,4,5,4,5,9
COPACABANA,atencion odontologica,otras acciones,2013-07-01,42,32,42,32,74
CORIPATA,atencion odontologica,otras acciones,2013-07-01,25,31,25,31,56
CORO CORO,atencion odontologica,otras acciones,2013-07-01,1,3,1,3,4
COROICO,atencion odontologica,otras acciones,2013-07-01,5,6,5,6,11
CORQUE,atencion odontologica,otras acciones,2013-07-01,13,9,13,9,22
COTAGAITA,atencion odontologica,otras acciones,2013-07-01,57,122,57,122,179
COTOCA,atencion odontologica,otras acciones,2013-07-01,2,6,2,6,8
CUATRO CAÑADAS,atencion odontologica,otras acciones,2013-07-01,28,86,28,86,114
CUEVO,atencion odontologica,otras acciones,2013-07-01,23,26,23,26,49
CULPINA,atencion odontologica,otras acciones,2013-07-01,77,184,77,184,261
CURAHUARA DE CARANGAS,atencion odontologica,otras acciones,2013-07-01,6,10,6,10,16
CURVA,atencion odontologica,otras acciones,2013-07-01,7,10,7,10,17
DESAGUADERO,atencion odontologica,otras acciones,2013-07-01,10,15,10,15,25
EL ALTO,atencion odontologica,otras acciones,2013-07-01,1750,2443,1750,2443,4193
EL PUENTE(STC),atencion odontologica,otras acciones,2013-07-01,12,34,12,34,46
EL PUENTE(TJA),atencion odontologica,otras acciones,2013-07-01,12,28,12,28,40
EL TORNO,atencion odontologica,otras acciones,2013-07-01,30,67,30,67,97
EL VILLAR,atencion odontologica,otras acciones,2013-07-01,0,4,0,4,4
ENTRE RIOS TRJ,atencion odontologica,otras acciones,2013-07-01,22,61,22,61,83
ENTRE RIOS CBBA,atencion odontologica,otras acciones,2013-07-01,40,78,40,78,118
ESCOMA,atencion odontologica,otras acciones,2013-07-01,7,4,7,4,11
EUCALIPTUS,atencion odontologica,otras acciones,2013-07-01,18,51,18,51,69
FERNANDEZ ALONSO,atencion odontologica,otras acciones,2013-07-01,16,49,16,49,65
FILADELFIA,atencion odontologica,otras acciones,2013-07-01,7,5,7,5,12
GENERAL SAAVEDRA,atencion odontologica,otras acciones,2013-07-01,15,13,15,13,28
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,otras acciones,2013-07-01,8,14,8,14,22
GUAQUI,atencion odontologica,otras acciones,2013-07-01,19,26,19,26,45
GUAYARAMERIN,atencion odontologica,otras acciones,2013-07-01,261,394,261,394,655
GUTIERREZ,atencion odontologica,otras acciones,2013-07-01,0,7,0,7,7
HUACARETA,atencion odontologica,otras acciones,2013-07-01,28,58,28,58,86
HUACAYA (VILLA DE HUACAYA),atencion odontologica,otras acciones,2013-07-01,8,24,8,24,32
HUACHACALLA,atencion odontologica,otras acciones,2013-07-01,7,4,7,4,11
HUANUNI,atencion odontologica,otras acciones,2013-07-01,181,259,181,259,440
HUARACAJE,atencion odontologica,otras acciones,2013-07-01,2,0,2,0,2
HUARINA,atencion odontologica,otras acciones,2013-07-01,4,5,4,5,9
HUAYLLAMARCA,atencion odontologica,otras acciones,2013-07-01,75,90,75,90,165
HUMANATA,atencion odontologica,otras acciones,2013-07-01,5,5,5,5,10
ICHOCA,atencion odontologica,otras acciones,2013-07-01,2,3,2,3,5
ICLA,atencion odontologica,otras acciones,2013-07-01,14,28,14,28,42
INCAHUASI,atencion odontologica,otras acciones,2013-07-01,11,43,11,43,54
INGAVI (HUMAITA),atencion odontologica,otras acciones,2013-07-01,3,10,3,10,13
INQUISIVI,atencion odontologica,otras acciones,2013-07-01,2,7,2,7,9
IRUPANA (VILLA DE LANZA),atencion odontologica,otras acciones,2013-07-01,7,15,7,15,22
IXIAMAS,atencion odontologica,otras acciones,2013-07-01,23,46,23,46,69
JESUS DE MACHACA,atencion odontologica,otras acciones,2013-07-01,25,42,25,42,67
LA ASUNTA,atencion odontologica,otras acciones,2013-07-01,27,31,27,31,58
LA GUARDIA,atencion odontologica,otras acciones,2013-07-01,222,301,222,301,523
LA PAZ,atencion odontologica,otras acciones,2013-07-01,2676,3433,2676,3433,6109
LAJA,atencion odontologica,otras acciones,2013-07-01,7,12,7,12,19
LAS CARRERAS,atencion odontologica,otras acciones,2013-07-01,3,15,3,15,18
LICOMA PAMPA,atencion odontologica,otras acciones,2013-07-01,0,7,0,7,7
LLALLAGUA,atencion odontologica,otras acciones,2013-07-01,79,249,79,249,328
LLICA,atencion odontologica,otras acciones,2013-07-01,32,30,32,30,62
LURIBAY,atencion odontologica,otras acciones,2013-07-01,14,9,14,9,23
MACHACAMARCA,atencion odontologica,otras acciones,2013-07-01,19,25,19,25,44
MACHARETI,atencion odontologica,otras acciones,2013-07-01,40,68,40,68,108
MAGDALENA,atencion odontologica,otras acciones,2013-07-01,2,3,2,3,5
MAIRANA,atencion odontologica,otras acciones,2013-07-01,14,23,14,23,37
MALLA,atencion odontologica,otras acciones,2013-07-01,3,4,3,4,7
MAPIRI,atencion odontologica,otras acciones,2013-07-01,36,37,36,37,73
MECAPACA,atencion odontologica,otras acciones,2013-07-01,5,26,5,26,31
MINEROS,atencion odontologica,otras acciones,2013-07-01,43,61,43,61,104
MIZQUE,atencion odontologica,otras acciones,2013-07-01,30,48,30,48,78
MOCOMOCO,atencion odontologica,otras acciones,2013-07-01,10,11,10,11,21
MOJOCOYA,atencion odontologica,otras acciones,2013-07-01,32,70,32,70,102
MONTEAGUDO,atencion odontologica,otras acciones,2013-07-01,122,203,122,203,325
MONTERO,atencion odontologica,otras acciones,2013-07-01,297,235,297,235,532
MORO MORO,atencion odontologica,otras acciones,2013-07-01,1,3,1,3,4
MOROCHATA,atencion odontologica,otras acciones,2013-07-01,14,21,14,21,35
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,otras acciones,2013-07-01,13,13,13,13,26
OCURI,atencion odontologica,otras acciones,2013-07-01,9,7,9,7,16
OMEREQUE,atencion odontologica,otras acciones,2013-07-01,12,20,12,20,32
ORURO,atencion odontologica,otras acciones,2013-07-01,1293,1947,1293,1947,3240
PADCAYA,atencion odontologica,otras acciones,2013-07-01,50,167,50,167,217
PADILLA,atencion odontologica,otras acciones,2013-07-01,23,28,23,28,51
PAILON,atencion odontologica,otras acciones,2013-07-01,12,43,12,43,55
PALCA,atencion odontologica,otras acciones,2013-07-01,22,29,22,29,51
PALOS BLANCOS,atencion odontologica,otras acciones,2013-07-01,31,31,31,31,62
PAMPA AULLAGAS,atencion odontologica,otras acciones,2013-07-01,30,22,30,22,52
PAMPA GRANDE,atencion odontologica,otras acciones,2013-07-01,1,3,1,3,4
PAPEL PAMPA,atencion odontologica,otras acciones,2013-07-01,0,4,0,4,4
PASORAPA,atencion odontologica,otras acciones,2013-07-01,4,5,4,5,9
PATACAMAYA,atencion odontologica,otras acciones,2013-07-01,78,100,78,100,178
PAZÑA,atencion odontologica,otras acciones,2013-07-01,41,46,41,46,87
PELECHUCO,atencion odontologica,otras acciones,2013-07-01,1,2,1,2,3
POCOATA,atencion odontologica,otras acciones,2013-07-01,62,100,62,100,162
POCONA,atencion odontologica,otras acciones,2013-07-01,20,44,20,44,64
POJO (CBBA),atencion odontologica,otras acciones,2013-07-01,23,46,23,46,69
POOPO,atencion odontologica,otras acciones,2013-07-01,6,19,6,19,25
PORCO,atencion odontologica,otras acciones,2013-07-01,33,41,33,41,74
POROMA,atencion odontologica,otras acciones,2013-07-01,59,159,59,159,218
PORTACHUELO,atencion odontologica,otras acciones,2013-07-01,23,67,23,67,90
PORVENIR,atencion odontologica,otras acciones,2013-07-01,10,25,10,25,35
POSTRER VALLE,atencion odontologica,otras acciones,2013-07-01,6,7,6,7,13
POTOSI,atencion odontologica,otras acciones,2013-07-01,415,944,415,944,1359
PRESTO,atencion odontologica,otras acciones,2013-07-01,14,46,14,46,60
PUCARA,atencion odontologica,otras acciones,2013-07-01,4,4,4,4,8
PUCARANI,atencion odontologica,otras acciones,2013-07-01,49,82,49,82,131
PUERTO ACOSTA,atencion odontologica,otras acciones,2013-07-01,4,1,4,1,5
PUERTO CARABUCO,atencion odontologica,otras acciones,2013-07-01,8,7,8,7,15
PUERTO GONZALO MORENO,atencion odontologica,otras acciones,2013-07-01,2,3,2,3,5
PUERTO QUIJARRO,atencion odontologica,otras acciones,2013-07-01,10,56,10,56,66
PUERTO RICO,atencion odontologica,otras acciones,2013-07-01,9,30,9,30,39
PUERTO SUAREZ,atencion odontologica,otras acciones,2013-07-01,3,17,3,17,20
PUERTO VILLARROEL,atencion odontologica,otras acciones,2013-07-01,38,87,38,87,125
PUNA,atencion odontologica,otras acciones,2013-07-01,78,132,78,132,210
PUNATA,atencion odontologica,otras acciones,2013-07-01,43,94,43,94,137
QUIABAYA,atencion odontologica,otras acciones,2013-07-01,0,1,0,1,1
QUILLACOLLO,atencion odontologica,otras acciones,2013-07-01,109,128,109,128,237
QUIME,atencion odontologica,otras acciones,2013-07-01,11,11,11,11,22
RAVELO,atencion odontologica,otras acciones,2013-07-01,7,18,7,18,25
REYES,atencion odontologica,otras acciones,2013-07-01,7,13,7,13,20
RIBERALTA,atencion odontologica,otras acciones,2013-07-01,95,121,95,121,216
RURRENABAQUE,atencion odontologica,otras acciones,2013-07-01,7,11,7,11,18
SABAYA,atencion odontologica,otras acciones,2013-07-01,35,39,35,39,74
SACABA,atencion odontologica,otras acciones,2013-07-01,139,218,139,218,357
SACABAMBA,atencion odontologica,otras acciones,2013-07-01,3,1,3,1,4
SACACA,atencion odontologica,otras acciones,2013-07-01,8,11,8,11,19
SAIPINA,atencion odontologica,otras acciones,2013-07-01,1,17,1,17,18
SALINAS DE GARCI MENDOZA,atencion odontologica,otras acciones,2013-07-01,142,160,142,160,302
SAMAIPATA,atencion odontologica,otras acciones,2013-07-01,3,10,3,10,13
SAN AGUSTIN,atencion odontologica,otras acciones,2013-07-01,2,3,2,3,5
SAN ANDRES,atencion odontologica,otras acciones,2013-07-01,1,6,1,6,7
SAN ANDRES DE MACHACA,atencion odontologica,otras acciones,2013-07-01,14,19,14,19,33
SAN ANTONIO DE ESMORUCO,atencion odontologica,otras acciones,2013-07-01,3,7,3,7,10
SAN ANTONIO DE LOMERIO,atencion odontologica,otras acciones,2013-07-01,3,10,3,10,13
SAN BENITO,atencion odontologica,otras acciones,2013-07-01,19,31,19,31,50
SAN BORJA,atencion odontologica,otras acciones,2013-07-01,37,38,37,38,75
SAN BUENA VENTURA,atencion odontologica,otras acciones,2013-07-01,0,23,0,23,23
SAN CARLOS,atencion odontologica,otras acciones,2013-07-01,14,12,14,12,26
SAN IGNACIO,atencion odontologica,otras acciones,2013-07-01,11,3,11,3,14
SAN IGNACIO DE VELASCO,atencion odontologica,otras acciones,2013-07-01,143,108,143,108,251
SAN JOSE DE CHIQUITOS,atencion odontologica,otras acciones,2013-07-01,9,1,9,1,10
SAN JUAN DE YAPACANI,atencion odontologica,otras acciones,2013-07-01,7,5,7,5,12
SAN LORENZO(PND),atencion odontologica,otras acciones,2013-07-01,8,9,8,9,17
SAN LORENZO(TJA),atencion odontologica,otras acciones,2013-07-01,246,669,246,669,915
SAN LUCAS,atencion odontologica,otras acciones,2013-07-01,33,85,33,85,118
SAN MATIAS,atencion odontologica,otras acciones,2013-07-01,6,7,6,7,13
SAN MIGUEL DE VELASCO,atencion odontologica,otras acciones,2013-07-01,35,119,35,119,154
SAN PABLO DE LIPEZ,atencion odontologica,otras acciones,2013-07-01,3,1,3,1,4
SAN PEDRO,atencion odontologica,otras acciones,2013-07-01,3,11,3,11,14
SAN PEDRO DE BUENA VISTA,atencion odontologica,otras acciones,2013-07-01,28,58,28,58,86
SAN PEDRO DE CURAHUARA,atencion odontologica,otras acciones,2013-07-01,5,5,5,5,10
SAN PEDRO DE QUEMES,atencion odontologica,otras acciones,2013-07-01,3,0,3,0,3
SAN PEDRO DE TIQUINA,atencion odontologica,otras acciones,2013-07-01,8,7,8,7,15
SAN RAFAEL,atencion odontologica,otras acciones,2013-07-01,5,6,5,6,11
SANTA ANA,atencion odontologica,otras acciones,2013-07-01,32,33,32,33,65
SANTA CRUZ DE LA SIERRA,atencion odontologica,otras acciones,2013-07-01,1481,1170,1481,1170,2651
SANTA ROSA,atencion odontologica,otras acciones,2013-07-01,4,4,4,4,8
SANTA ROSA DEL SARA,atencion odontologica,otras acciones,2013-07-01,17,24,17,24,41
SANTIAGO DE CALLAPA,atencion odontologica,otras acciones,2013-07-01,3,4,3,4,7
SANTIAGO DE HUARI,atencion odontologica,otras acciones,2013-07-01,110,149,110,149,259
SANTIAGO DE HUATA,atencion odontologica,otras acciones,2013-07-01,1,4,1,4,5
SANTIAGO DE MACHACA,atencion odontologica,otras acciones,2013-07-01,2,12,2,12,14
SANTIVAÑES,atencion odontologica,otras acciones,2013-07-01,25,33,25,33,58
SANTUARIO DE QUILLACAS,atencion odontologica,otras acciones,2013-07-01,0,5,0,5,5
SAPAHAQUI,atencion odontologica,otras acciones,2013-07-01,3,3,3,3,6
SENA,atencion odontologica,otras acciones,2013-07-01,1,11,1,11,12
SHINAOTA,atencion odontologica,otras acciones,2013-07-01,3,4,3,4,7
SICA SICA (VILLA AROMA),atencion odontologica,otras acciones,2013-07-01,6,9,6,9,15
SICAYA,atencion odontologica,otras acciones,2013-07-01,7,25,7,25,32
SIPE SIPE,atencion odontologica,otras acciones,2013-07-01,9,33,9,33,42
SOPACHUY,atencion odontologica,otras acciones,2013-07-01,32,95,32,95,127
SORACACHI,atencion odontologica,otras acciones,2013-07-01,31,30,31,30,61
SORATA,atencion odontologica,otras acciones,2013-07-01,24,34,24,34,58
SUCRE,atencion odontologica,otras acciones,2013-07-01,1911,2617,1911,2617,4528
TACACHI,atencion odontologica,otras acciones,2013-07-01,0,2,0,2,2
TACOBAMBA,atencion odontologica,otras acciones,2013-07-01,4,2,4,2,6
TACOPAYA,atencion odontologica,otras acciones,2013-07-01,1,2,1,2,3
TAHUA,atencion odontologica,otras acciones,2013-07-01,1,1,1,1,2
TAPACARI,atencion odontologica,otras acciones,2013-07-01,19,34,19,34,53
TARABUCO,atencion odontologica,otras acciones,2013-07-01,17,28,17,28,45
TARACO,atencion odontologica,otras acciones,2013-07-01,25,25,25,25,50
TARATA,atencion odontologica,otras acciones,2013-07-01,8,19,8,19,27
TARIJA,atencion odontologica,otras acciones,2013-07-01,1285,2635,1285,2635,3920
TARVITA,atencion odontologica,otras acciones,2013-07-01,46,96,46,96,142
TEOPONTE,atencion odontologica,otras acciones,2013-07-01,1,3,1,3,4
TIAWANACU,atencion odontologica,otras acciones,2013-07-01,44,85,44,85,129
TINGUIPAYA,atencion odontologica,otras acciones,2013-07-01,13,43,13,43,56
TIPUANI,atencion odontologica,otras acciones,2013-07-01,11,21,11,21,32
TIQUIPAYA,atencion odontologica,otras acciones,2013-07-01,102,230,102,230,332
TIRAQUE (CBBA),atencion odontologica,otras acciones,2013-07-01,59,83,59,83,142
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,otras acciones,2013-07-01,1,0,1,0,1
TOCO,atencion odontologica,otras acciones,2013-07-01,11,10,11,10,21
TOLATA,atencion odontologica,otras acciones,2013-07-01,15,12,15,12,27
TOLEDO,atencion odontologica,otras acciones,2013-07-01,1,1,1,1,2
TOMAVE,atencion odontologica,otras acciones,2013-07-01,17,45,17,45,62
TOMINA,atencion odontologica,otras acciones,2013-07-01,141,196,141,196,337
TORO TORO,atencion odontologica,otras acciones,2013-07-01,55,180,55,180,235
TOTORA(CBBA),atencion odontologica,otras acciones,2013-07-01,7,8,7,8,15
TOTORA(ORR),atencion odontologica,otras acciones,2013-07-01,2,8,2,8,10
TRIGAL,atencion odontologica,otras acciones,2013-07-01,1,1,1,1,2
TRINIDAD,atencion odontologica,otras acciones,2013-07-01,109,136,109,136,245
TUPIZA,atencion odontologica,otras acciones,2013-07-01,239,228,239,228,467
TURCO,atencion odontologica,otras acciones,2013-07-01,8,10,8,10,18
UMALA,atencion odontologica,otras acciones,2013-07-01,5,6,5,6,11
UNCIA,atencion odontologica,otras acciones,2013-07-01,13,11,13,11,24
URIONDO (A. CONCEPCION),atencion odontologica,otras acciones,2013-07-01,277,457,277,457,734
