,group,variable,month,ACCIONES PREVENTIVAS FUERA DEL ESTABLECIMIENTO CANTIDAD,ACCIONES PREVENTIVAS FUERA DEL ESTABLECIMIENTO CANTIDAD,TOTALES,TOTALES,TOTALES
TOMINA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,3,5,3,5,8
TORO TORO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,112,139,112,139,251
TOTORA(CBBA),atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,2,2,2,2,4
TRIGAL,atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,6,5,6,5,11
TRINIDAD,atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,190,200,190,200,390
UMALA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,9,7,9,7,16
UNCIA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,1,1,1,1,2
URIONDO (A. CONCEPCION),atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,9,18,9,18,27
UYUNI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,1,0,1,0,1
VALLEGRANDE,atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,44,30,44,30,74
VIACHA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,70,77,70,77,147
VILA VILA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,8,15,8,15,23
VILLA MONTES,atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,1,34,1,34,35
VILLA RIVERO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,206,200,206,200,406
VILLA SERRANO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,35,34,35,34,69
VILLA TUNARI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,192,207,192,207,399
VILLAZON,atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,8,6,8,6,14
VITICHI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,80,73,80,73,153
WARNES,atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,120,130,120,130,250
YACO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,5,3,5,3,8
YACUIBA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,0,1,0,1,1
YAMPARAEZ,atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,101,127,101,127,228
YAPACANI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,196,100,196,100,296
YOCALLA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,25,32,25,32,57
YOTALA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,40,36,40,36,76
YUNCHARA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,19,9,19,9,28
ZUDAÑEZ,atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,3,5,3,5,8
ACACIO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,4,15,4,15,19
ACHACACHI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,18,23,18,23,41
ACHOCALLA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,9,24,9,24,33
AIQUILE,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,69,38,69,38,107
ALCALA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,22,33,22,33,55
ANTEQUERA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,0,6,0,6,6
APOLO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,2,2,2,2,4
ARBIETO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,164,207,164,207,371
ARQUE,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,43,54,43,54,97
ASCENCION DE GUARAYOS,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,57,82,57,82,139
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,59,85,59,85,144
BATALLAS,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,0,3,0,3,3
BELLA FLOR,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,1,0,1,0,1
BERMEJO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,28,27,28,27,55
BETANZOS,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,4,6,4,6,10
BOLIVAR,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,13,14,13,14,27
BOLPEBRA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,47,51,47,51,98
BOYUIBE,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,0,3,0,3,3
CABEZAS,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,129,127,129,127,256
CALACOTO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,39,37,39,37,76
CAMARGO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,85,154,85,154,239
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,1,0,1,0,1
CAMIRI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,126,122,126,122,248
CAPINOTA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,22,25,22,25,47
CARANAVI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,12,12,12,12,24
CARAPARI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,4,3,4,3,7
CHALLAPATA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,7,3,7,3,10
CHARAGUA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,20,21,20,21,41
CHARAÑA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,11,15,11,15,26
CHIMORE,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,50,49,50,49,99
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,32,44,32,44,76
CHUMA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,12,18,12,18,30
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,7,32,7,32,39
CKOCHAS,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,0,2,0,2,2
CLIZA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,204,170,204,170,374
COCAPATA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,6,7,6,7,13
COCHABAMBA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,1389,1392,1389,1392,2781
"COLCHA ""K""",atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,0,3,0,3,3
COLOMI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,4,4,4,4,8
COLPA BELGICA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,120,92,120,92,212
COLQUECHACA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,7,9,7,9,16
COMANCHE,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,6,27,6,27,33
COMARAPA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,32,34,32,34,66
COMBAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,10,6,10,6,16
COTAGAITA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,48,57,48,57,105
COTOCA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,21,85,21,85,106
CUATRO CAÑADAS,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,16,20,16,20,36
CUEVO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,19,8,19,8,27
CULPINA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,27,25,27,25,52
DESAGUADERO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,15,10,15,10,25
EL ALTO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,2088,2175,2088,2175,4263
EL PUENTE(STC),atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,28,29,28,29,57
EL TORNO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,233,267,233,267,500
EL VILLAR,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,4,7,4,7,11
ENTRE RIOS TRJ,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,6,16,6,16,22
FERNANDEZ ALONSO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,16,12,16,12,28
FILADELFIA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,64,57,64,57,121
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,31,29,31,29,60
GUAQUI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,3,7,3,7,10
GUAYARAMERIN,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,124,126,124,126,250
GUTIERREZ,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,6,12,6,12,18
HUACARETA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,34,27,34,27,61
HUACAYA (VILLA DE HUACAYA),atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,30,35,30,35,65
ICLA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,22,23,22,23,45
INCAHUASI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,10,11,10,11,21
INGAVI (HUMAITA),atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,4,3,4,3,7
IRUPANA (VILLA DE LANZA),atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,30,29,30,29,59
IXIAMAS,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,25,7,25,7,32
JESUS DE MACHACA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,7,8,7,8,15
LA ASUNTA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,49,41,49,41,90
LA GUARDIA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,167,153,167,153,320
LA PAZ,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,266,327,266,327,593
LAGUNILLAS,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,7,8,7,8,15
MACHARETI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,13,6,13,6,19
MAIRANA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,0,6,0,6,6
MAPIRI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,22,35,22,35,57
MONTEAGUDO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,1,1,1,1,2
MONTERO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,540,570,540,570,1110
MORO MORO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,11,6,11,6,17
MOROCHATA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,8,4,8,4,12
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,12,0,12,0,12
PADCAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,41,47,41,47,88
PADILLA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,33,32,33,32,65
PALCA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,22,27,22,27,49
POCOATA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,57,34,57,34,91
POCONA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,25,19,25,19,44
POROMA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,60,72,60,72,132
PORTACHUELO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,20,27,20,27,47
PORVENIR,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,62,47,62,47,109
POTOSI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,45,85,45,85,130
PRESTO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,33,25,33,25,58
PUCARA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,74,83,74,83,157
PUERTO GONZALO MORENO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,30,12,30,12,42
PUERTO QUIJARRO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,3,4,3,4,7
PUERTO RICO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,61,68,61,68,129
PUERTO VILLARROEL,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,8,5,8,5,13
PUNA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,1,5,1,5,6
PUNATA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,1,1,1,1,2
QUIABAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,17,17,17,17,34
QUILLACOLLO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,10,9,10,9,19
RAVELO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,22,50,22,50,72
RIBERALTA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,135,110,135,110,245
SACABA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,10,3,10,3,13
SACACA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,5,3,5,3,8
SAMAIPATA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,53,57,53,57,110
SAN ANTONIO DE ESMORUCO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,0,2,0,2,2
SAN ANTONIO DE LOMERIO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,1,1,1,1,2
SAN BORJA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,18,13,18,13,31
SAN BUENA VENTURA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,0,4,0,4,4
SAN CARLOS,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,4,3,4,3,7
SAN IGNACIO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,2,3,2,3,5
SAN IGNACIO DE VELASCO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,126,90,126,90,216
SAN JAVIER(BNI),atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,16,20,16,20,36
SAN JAVIER(STC),atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,132,153,132,153,285
SAN JOSE DE CHIQUITOS,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,0,1,0,1,1
SAN JULIAN,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,23,24,23,24,47
SAN LORENZO(PND),atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,24,17,24,17,41
SAN LORENZO(TJA),atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,10,10,10,10,20
SAN LUCAS,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,139,135,139,135,274
SAN MATIAS,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,2,2,2,2,4
SAN PEDRO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,3,1,3,1,4
SAN PEDRO DE BUENA VISTA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,12,18,12,18,30
SANTA ANA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,3,2,3,2,5
SANTA CRUZ DE LA SIERRA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,1524,1800,1524,1800,3324
SANTA ROSA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,176,164,176,164,340
SANTA ROSA DEL SARA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,442,380,442,380,822
SANTIAGO DE HUARI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,12,18,12,18,30
SENA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,39,24,39,24,63
SICA SICA (VILLA AROMA),atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,8,14,8,14,22
SICAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,0,4,0,4,4
SIPE SIPE,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,145,161,145,161,306
SORATA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,4,5,4,5,9
SUCRE,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,168,193,168,193,361
TACOPAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,15,20,15,20,35
TAPACARI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,9,15,9,15,24
TARABUCO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,151,174,151,174,325
TARATA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,94,116,94,116,210
TARIJA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,24,23,24,23,47
TARVITA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,2,4,2,4,6
TEOPONTE,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,4,6,4,6,10
TINGUIPAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,17,18,17,18,35
TIPUANI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,14,14,14,14,28
TIQUIPAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,135,178,135,178,313
TIRAQUE (CBBA),atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,8,1,8,1,9
TOCO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,47,37,47,37,84
TOMAVE,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,17,31,17,31,48
TOMINA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,0,1,0,1,1
TORO TORO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,13,30,13,30,43
TOTORA(CBBA),atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,17,12,17,12,29
TRIGAL,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,10,5,10,5,15
TRINIDAD,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,13,11,13,11,24
UMALA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,6,8,6,8,14
UNCIA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,1,0,1,0,1
URIONDO (A. CONCEPCION),atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,41,60,41,60,101
URUBICHA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,13,11,13,11,24
VIACHA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,44,41,44,41,85
VILLA CHARCAS,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,13,19,13,19,32
VILLA MONTES,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,4,3,4,3,7
VILLA NUEVA (LOMA ALTA),atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,19,26,19,26,45
VILLA RIVERO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,400,403,400,403,803
VILLA SERRANO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,20,29,20,29,49
VINTO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,112,123,112,123,235
VITICHI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,36,21,36,21,57
YACUIBA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,0,1,0,1,1
YAMPARAEZ,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,128,131,128,131,259
YAPACANI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,105,120,105,120,225
YOCALLA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,0,8,0,8,8
YOTALA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,36,44,36,44,80
YUNCHARA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,16,26,16,26,42
ZUDAÑEZ,atencion odontologica,acciones preventivas fuera del establecimiento,2013-07-01,9,19,9,19,28
ACHACACHI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,49,43,49,43,92
ACHOCALLA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,31,39,31,39,70
AIQUILE,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,30,30,30,30,60
ALCALA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,29,26,29,26,55
ARAMPAMPA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,18,61,18,61,79
ARQUE,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,98,103,98,103,201
AYATA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,6,0,6,0,6
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,32,35,32,35,67
BAURES,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,40,17,40,17,57
BELLA FLOR,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,16,25,16,25,41
BERMEJO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,111,155,111,155,266
BETANZOS,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,6,13,6,13,19
BOLIVAR,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,3,10,3,10,13
BOLPEBRA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,2,7,2,7,9
CABEZAS,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,236,155,236,155,391
CAIROMA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,25,19,25,19,44
CALACOTO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,75,46,75,46,121
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,6,5,6,5,11
CAMIRI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,309,323,309,323,632
CAPINOTA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,67,55,67,55,122
CARANAVI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,176,153,176,153,329
CARAPARI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,0,1,0,1,1
CARIPUYO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,4,8,4,8,12
CARMEN RIVERO TORREZ,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,76,82,76,82,158
CATACORA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,1,11,1,11,12
CHALLAPATA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,31,15,31,15,46
CHAQUI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,4,5,4,5,9
CHARAGUA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,136,105,136,105,241
CHIMORE,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,0,16,0,16,16
CHIPAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,8,5,8,5,13
CKOCHAS,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,0,5,0,5,5
CLIZA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,40,60,40,60,100
COBIJA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,4,7,4,7,11
COCAPATA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,4,5,4,5,9
COCHABAMBA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,205,366,205,366,571
"COLCHA ""K""",atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,5,0,5,0,5
COLOMI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,5,0,5,0,5
COLPA BELGICA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,97,121,97,121,218
COLQUECHACA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,80,83,80,83,163
COMANCHE,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,18,27,18,27,45
COMARAPA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,64,70,64,70,134
COMBAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,10,9,10,9,19
COPACABANA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,4,3,4,3,7
CORQUE,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,16,15,16,15,31
COTAGAITA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,40,66,40,66,106
COTOCA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,88,200,88,200,288
CUATRO CAÑADAS,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,44,43,44,43,87
CUEVO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,10,13,10,13,23
CULPINA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,27,26,27,26,53
DESAGUADERO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,10,18,10,18,28
EL ALTO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,3072,3025,3072,3025,6097
EL CHORO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,22,11,22,11,33
EL PUENTE(STC),atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,25,22,25,22,47
EL PUENTE(TJA),atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,4,4,4,4,8
EL TORNO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,394,429,394,429,823
EL VILLAR,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,11,5,11,5,16
ENTRE RIOS TRJ,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,48,40,48,40,88
ENTRE RIOS CBBA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,13,17,13,17,30
FERNANDEZ ALONSO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,6,9,6,9,15
FILADELFIA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,3,4,3,4,7
GENERAL SAAVEDRA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,124,0,124,0,124
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,17,8,17,8,25
GUAQUI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,6,8,6,8,14
GUAYARAMERIN,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,179,198,179,198,377
GUTIERREZ,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,23,25,23,25,48
HUACARETA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,13,5,13,5,18
HUACAYA (VILLA DE HUACAYA),atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,5,7,5,7,12
HUARACAJE,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,6,4,6,4,10
HUMANATA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,0,5,0,5,5
ICHOCA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,61,65,61,65,126
ICLA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,12,3,12,3,15
INCAHUASI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,21,21,21,21,42
IRUPANA (VILLA DE LANZA),atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,5,7,5,7,12
IXIAMAS,atencion odontologica,acciones preventivas fuera del establecimiento,2013-08-01,10,16,10,16,26
