,group,variable,month,ENDODONCIAS CANTIDAD,ENDODONCIAS CANTIDAD,TOTALES,TOTALES,TOTALES
BERMEJO,atencion odontologica,endodoncias,2013-07-01,78,115,78,115,193
BETANZOS,atencion odontologica,endodoncias,2013-07-01,7,12,7,12,19
BOLIVAR,atencion odontologica,endodoncias,2013-07-01,3,5,3,5,8
BUENA VISTA,atencion odontologica,endodoncias,2013-07-01,2,3,2,3,5
CABEZAS,atencion odontologica,endodoncias,2013-07-01,47,26,47,26,73
"CAIZA ""D""",atencion odontologica,endodoncias,2013-07-01,0,4,0,4,4
CAJUATA,atencion odontologica,endodoncias,2013-07-01,0,1,0,1,1
CALAMARCA,atencion odontologica,endodoncias,2013-07-01,18,17,18,17,35
CAMARGO,atencion odontologica,endodoncias,2013-07-01,12,16,12,16,28
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,endodoncias,2013-07-01,2,4,2,4,6
CAMIRI,atencion odontologica,endodoncias,2013-07-01,17,48,17,48,65
CAPINOTA,atencion odontologica,endodoncias,2013-07-01,25,27,25,27,52
CAQUIAVIRI,atencion odontologica,endodoncias,2013-07-01,1,0,1,0,1
CARACOLLO,atencion odontologica,endodoncias,2013-07-01,6,13,6,13,19
CARANAVI,atencion odontologica,endodoncias,2013-07-01,24,15,24,15,39
CARAPARI,atencion odontologica,endodoncias,2013-07-01,15,41,15,41,56
CARIPUYO,atencion odontologica,endodoncias,2013-07-01,6,0,6,0,6
CARMEN RIVERO TORREZ,atencion odontologica,endodoncias,2013-07-01,0,1,0,1,1
CHALLAPATA,atencion odontologica,endodoncias,2013-07-01,9,9,9,9,18
CHAQUI,atencion odontologica,endodoncias,2013-07-01,4,1,4,1,5
CHARAGUA,atencion odontologica,endodoncias,2013-07-01,5,5,5,5,10
CHAYANTA,atencion odontologica,endodoncias,2013-07-01,11,8,11,8,19
CHIMORE,atencion odontologica,endodoncias,2013-07-01,10,9,10,9,19
CHIPAYA,atencion odontologica,endodoncias,2013-07-01,0,1,0,1,1
CHOQUE COTA,atencion odontologica,endodoncias,2013-07-01,0,12,0,12,12
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,endodoncias,2013-07-01,13,18,13,18,31
CHUMA,atencion odontologica,endodoncias,2013-07-01,4,12,4,12,16
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,endodoncias,2013-07-01,7,4,7,4,11
CKOCHAS,atencion odontologica,endodoncias,2013-07-01,1,0,1,0,1
CLIZA,atencion odontologica,endodoncias,2013-07-01,8,39,8,39,47
COBIJA,atencion odontologica,endodoncias,2013-07-01,17,28,17,28,45
COCAPATA,atencion odontologica,endodoncias,2013-07-01,1,3,1,3,4
COCHABAMBA,atencion odontologica,endodoncias,2013-07-01,1145,1426,1145,1426,2571
COIPASA,atencion odontologica,endodoncias,2013-07-01,1,3,1,3,4
COLCAPIRHUA,atencion odontologica,endodoncias,2013-07-01,29,38,29,38,67
"COLCHA ""K""",atencion odontologica,endodoncias,2013-07-01,1,4,1,4,5
COLLANA,atencion odontologica,endodoncias,2013-07-01,2,11,2,11,13
COLOMI,atencion odontologica,endodoncias,2013-07-01,2,0,2,0,2
COLPA BELGICA,atencion odontologica,endodoncias,2013-07-01,0,6,0,6,6
COLQUECHACA,atencion odontologica,endodoncias,2013-07-01,10,17,10,17,27
COLQUENCHA,atencion odontologica,endodoncias,2013-07-01,0,3,0,3,3
COLQUIRI,atencion odontologica,endodoncias,2013-07-01,4,6,4,6,10
COMANCHE,atencion odontologica,endodoncias,2013-07-01,0,1,0,1,1
COMARAPA,atencion odontologica,endodoncias,2013-07-01,11,31,11,31,42
COMBAYA,atencion odontologica,endodoncias,2013-07-01,1,1,1,1,2
CONCEPCION,atencion odontologica,endodoncias,2013-07-01,2,1,2,1,3
COPACABANA,atencion odontologica,endodoncias,2013-07-01,4,5,4,5,9
CORO CORO,atencion odontologica,endodoncias,2013-07-01,4,8,4,8,12
COROICO,atencion odontologica,endodoncias,2013-07-01,15,35,15,35,50
CORQUE,atencion odontologica,endodoncias,2013-07-01,4,6,4,6,10
COTAGAITA,atencion odontologica,endodoncias,2013-07-01,28,56,28,56,84
CUATRO CAÑADAS,atencion odontologica,endodoncias,2013-07-01,5,4,5,4,9
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,endodoncias,2013-07-01,0,1,0,1,1
CUEVO,atencion odontologica,endodoncias,2013-07-01,2,0,2,0,2
CULPINA,atencion odontologica,endodoncias,2013-07-01,2,9,2,9,11
CURAHUARA DE CARANGAS,atencion odontologica,endodoncias,2013-07-01,1,4,1,4,5
CURVA,atencion odontologica,endodoncias,2013-07-01,0,2,0,2,2
DESAGUADERO,atencion odontologica,endodoncias,2013-07-01,1,3,1,3,4
EL ALTO,atencion odontologica,endodoncias,2013-07-01,557,786,557,786,1343
EL PUENTE(STC),atencion odontologica,endodoncias,2013-07-01,2,0,2,0,2
EL PUENTE(TJA),atencion odontologica,endodoncias,2013-07-01,15,12,15,12,27
EL TORNO,atencion odontologica,endodoncias,2013-07-01,31,41,31,41,72
EL VILLAR,atencion odontologica,endodoncias,2013-07-01,0,1,0,1,1
ENTRE RIOS TRJ,atencion odontologica,endodoncias,2013-07-01,10,33,10,33,43
ENTRE RIOS CBBA,atencion odontologica,endodoncias,2013-07-01,5,11,5,11,16
EUCALIPTUS,atencion odontologica,endodoncias,2013-07-01,2,10,2,10,12
FERNANDEZ ALONSO,atencion odontologica,endodoncias,2013-07-01,8,11,8,11,19
FILADELFIA,atencion odontologica,endodoncias,2013-07-01,2,4,2,4,6
GENERAL SAAVEDRA,atencion odontologica,endodoncias,2013-07-01,0,12,0,12,12
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,endodoncias,2013-07-01,3,3,3,3,6
GUANAY,atencion odontologica,endodoncias,2013-07-01,7,21,7,21,28
GUAQUI,atencion odontologica,endodoncias,2013-07-01,5,11,5,11,16
GUAYARAMERIN,atencion odontologica,endodoncias,2013-07-01,1,5,1,5,6
GUTIERREZ,atencion odontologica,endodoncias,2013-07-01,1,13,1,13,14
HUACARETA,atencion odontologica,endodoncias,2013-07-01,3,2,3,2,5
HUACAYA (VILLA DE HUACAYA),atencion odontologica,endodoncias,2013-07-01,0,6,0,6,6
HUACHACALLA,atencion odontologica,endodoncias,2013-07-01,0,2,0,2,2
HUANUNI,atencion odontologica,endodoncias,2013-07-01,11,21,11,21,32
HUARACAJE,atencion odontologica,endodoncias,2013-07-01,1,0,1,0,1
HUATAJATA,atencion odontologica,endodoncias,2013-07-01,0,4,0,4,4
HUAYLLAMARCA,atencion odontologica,endodoncias,2013-07-01,3,8,3,8,11
ICLA,atencion odontologica,endodoncias,2013-07-01,5,9,5,9,14
INCAHUASI,atencion odontologica,endodoncias,2013-07-01,14,15,14,15,29
IRUPANA (VILLA DE LANZA),atencion odontologica,endodoncias,2013-07-01,4,4,4,4,8
IXIAMAS,atencion odontologica,endodoncias,2013-07-01,1,5,1,5,6
JESUS DE MACHACA,atencion odontologica,endodoncias,2013-07-01,3,4,3,4,7
LA ASUNTA,atencion odontologica,endodoncias,2013-07-01,9,15,9,15,24
LA GUARDIA,atencion odontologica,endodoncias,2013-07-01,20,22,20,22,42
LA PAZ,atencion odontologica,endodoncias,2013-07-01,998,1216,998,1216,2214
LAGUNILLAS,atencion odontologica,endodoncias,2013-07-01,2,8,2,8,10
LAJA,atencion odontologica,endodoncias,2013-07-01,3,0,3,0,3
LAS CARRERAS,atencion odontologica,endodoncias,2013-07-01,2,4,2,4,6
LICOMA PAMPA,atencion odontologica,endodoncias,2013-07-01,0,3,0,3,3
LLALLAGUA,atencion odontologica,endodoncias,2013-07-01,20,56,20,56,76
LLICA,atencion odontologica,endodoncias,2013-07-01,1,0,1,0,1
LORETO,atencion odontologica,endodoncias,2013-07-01,0,10,0,10,10
MACHACAMARCA,atencion odontologica,endodoncias,2013-07-01,4,4,4,4,8
MACHARETI,atencion odontologica,endodoncias,2013-07-01,2,22,2,22,24
MAGDALENA,atencion odontologica,endodoncias,2013-07-01,1,8,1,8,9
MAIRANA,atencion odontologica,endodoncias,2013-07-01,4,2,4,2,6
MALLA,atencion odontologica,endodoncias,2013-07-01,1,0,1,0,1
MAPIRI,atencion odontologica,endodoncias,2013-07-01,8,11,8,11,19
MECAPACA,atencion odontologica,endodoncias,2013-07-01,1,3,1,3,4
MIZQUE,atencion odontologica,endodoncias,2013-07-01,10,17,10,17,27
MOJOCOYA,atencion odontologica,endodoncias,2013-07-01,0,2,0,2,2
MONTEAGUDO,atencion odontologica,endodoncias,2013-07-01,28,33,28,33,61
MONTERO,atencion odontologica,endodoncias,2013-07-01,80,82,80,82,162
MOROCHATA,atencion odontologica,endodoncias,2013-07-01,6,4,6,4,10
OCURI,atencion odontologica,endodoncias,2013-07-01,1,3,1,3,4
OKINAWA,atencion odontologica,endodoncias,2013-07-01,1,7,1,7,8
OMEREQUE,atencion odontologica,endodoncias,2013-07-01,2,11,2,11,13
ORURO,atencion odontologica,endodoncias,2013-07-01,391,417,391,417,808
PADCAYA,atencion odontologica,endodoncias,2013-07-01,5,16,5,16,21
PADILLA,atencion odontologica,endodoncias,2013-07-01,6,5,6,5,11
PAILON,atencion odontologica,endodoncias,2013-07-01,4,6,4,6,10
PALCA,atencion odontologica,endodoncias,2013-07-01,8,19,8,19,27
PALOS BLANCOS,atencion odontologica,endodoncias,2013-07-01,4,11,4,11,15
PAMPA AULLAGAS,atencion odontologica,endodoncias,2013-07-01,3,4,3,4,7
PAPEL PAMPA,atencion odontologica,endodoncias,2013-07-01,4,2,4,2,6
PATACAMAYA,atencion odontologica,endodoncias,2013-07-01,0,1,0,1,1
PAZÑA,atencion odontologica,endodoncias,2013-07-01,5,5,5,5,10
PELECHUCO,atencion odontologica,endodoncias,2013-07-01,1,6,1,6,7
POCOATA,atencion odontologica,endodoncias,2013-07-01,0,3,0,3,3
POCONA,atencion odontologica,endodoncias,2013-07-01,1,6,1,6,7
POJO (CBBA),atencion odontologica,endodoncias,2013-07-01,3,7,3,7,10
POOPO,atencion odontologica,endodoncias,2013-07-01,0,1,0,1,1
PORCO,atencion odontologica,endodoncias,2013-07-01,3,6,3,6,9
POROMA,atencion odontologica,endodoncias,2013-07-01,2,15,2,15,17
PORTACHUELO,atencion odontologica,endodoncias,2013-07-01,3,6,3,6,9
PORVENIR,atencion odontologica,endodoncias,2013-07-01,6,6,6,6,12
POTOSI,atencion odontologica,endodoncias,2013-07-01,281,508,281,508,789
PRESTO,atencion odontologica,endodoncias,2013-07-01,4,12,4,12,16
PUCARA,atencion odontologica,endodoncias,2013-07-01,1,0,1,0,1
PUERTO ACOSTA,atencion odontologica,endodoncias,2013-07-01,2,2,2,2,4
PUERTO CARABUCO,atencion odontologica,endodoncias,2013-07-01,1,5,1,5,6
PUERTO GONZALO MORENO,atencion odontologica,endodoncias,2013-07-01,2,4,2,4,6
PUERTO RICO,atencion odontologica,endodoncias,2013-07-01,1,2,1,2,3
PUERTO SUAREZ,atencion odontologica,endodoncias,2013-07-01,0,2,0,2,2
PUERTO VILLARROEL,atencion odontologica,endodoncias,2013-07-01,47,78,47,78,125
PUNA,atencion odontologica,endodoncias,2013-07-01,1,1,1,1,2
PUNATA,atencion odontologica,endodoncias,2013-07-01,44,56,44,56,100
QUIABAYA,atencion odontologica,endodoncias,2013-07-01,2,6,2,6,8
QUILLACOLLO,atencion odontologica,endodoncias,2013-07-01,73,119,73,119,192
QUIME,atencion odontologica,endodoncias,2013-07-01,3,13,3,13,16
RAVELO,atencion odontologica,endodoncias,2013-07-01,2,10,2,10,12
REYES,atencion odontologica,endodoncias,2013-07-01,9,10,9,10,19
RIBERALTA,atencion odontologica,endodoncias,2013-07-01,20,25,20,25,45
RURRENABAQUE,atencion odontologica,endodoncias,2013-07-01,0,1,0,1,1
SABAYA,atencion odontologica,endodoncias,2013-07-01,1,2,1,2,3
SACABA,atencion odontologica,endodoncias,2013-07-01,45,54,45,54,99
SACABAMBA,atencion odontologica,endodoncias,2013-07-01,2,2,2,2,4
SACACA,atencion odontologica,endodoncias,2013-07-01,2,7,2,7,9
SAIPINA,atencion odontologica,endodoncias,2013-07-01,0,6,0,6,6
SALINAS DE GARCI MENDOZA,atencion odontologica,endodoncias,2013-07-01,7,9,7,9,16
SAMAIPATA,atencion odontologica,endodoncias,2013-07-01,1,4,1,4,5
SAN ANDRES DE MACHACA,atencion odontologica,endodoncias,2013-07-01,5,9,5,9,14
SAN BENITO,atencion odontologica,endodoncias,2013-07-01,6,21,6,21,27
SAN BORJA,atencion odontologica,endodoncias,2013-07-01,29,71,29,71,100
SAN BUENA VENTURA,atencion odontologica,endodoncias,2013-07-01,11,15,11,15,26
SAN CARLOS,atencion odontologica,endodoncias,2013-07-01,10,16,10,16,26
SAN IGNACIO,atencion odontologica,endodoncias,2013-07-01,3,3,3,3,6
SAN IGNACIO DE VELASCO,atencion odontologica,endodoncias,2013-07-01,2,4,2,4,6
SAN JAVIER(STC),atencion odontologica,endodoncias,2013-07-01,5,15,5,15,20
SAN JOAQUIN,atencion odontologica,endodoncias,2013-07-01,1,18,1,18,19
SAN JOSE DE CHIQUITOS,atencion odontologica,endodoncias,2013-07-01,4,7,4,7,11
SAN JUAN DE YAPACANI,atencion odontologica,endodoncias,2013-07-01,0,1,0,1,1
SAN JULIAN,atencion odontologica,endodoncias,2013-07-01,18,11,18,11,29
SAN LORENZO(PND),atencion odontologica,endodoncias,2013-07-01,1,1,1,1,2
SAN LORENZO(TJA),atencion odontologica,endodoncias,2013-07-01,45,124,45,124,169
SAN LUCAS,atencion odontologica,endodoncias,2013-07-01,9,18,9,18,27
SAN MATIAS,atencion odontologica,endodoncias,2013-07-01,9,23,9,23,32
SAN MIGUEL DE VELASCO,atencion odontologica,endodoncias,2013-07-01,4,4,4,4,8
SAN PEDRO,atencion odontologica,endodoncias,2013-07-01,5,3,5,3,8
SAN PEDRO DE BUENA VISTA,atencion odontologica,endodoncias,2013-07-01,2,5,2,5,7
SAN PEDRO DE CURAHUARA,atencion odontologica,endodoncias,2013-07-01,3,19,3,19,22
SAN PEDRO DE TIQUINA,atencion odontologica,endodoncias,2013-07-01,0,2,0,2,2
SAN RAMON BENI,atencion odontologica,endodoncias,2013-07-01,5,10,5,10,15
SAN RAMON SCZ,atencion odontologica,endodoncias,2013-07-01,8,13,8,13,21
SANTA ANA,atencion odontologica,endodoncias,2013-07-01,10,9,10,9,19
SANTA CRUZ DE LA SIERRA,atencion odontologica,endodoncias,2013-07-01,576,827,576,827,1403
SANTA ROSA,atencion odontologica,endodoncias,2013-07-01,1,2,1,2,3
SANTA ROSA DEL SARA,atencion odontologica,endodoncias,2013-07-01,2,4,2,4,6
SANTIAGO DE CALLAPA,atencion odontologica,endodoncias,2013-07-01,0,1,0,1,1
SANTIAGO DE HUARI,atencion odontologica,endodoncias,2013-07-01,10,6,10,6,16
SANTIAGO DE HUATA,atencion odontologica,endodoncias,2013-07-01,14,23,14,23,37
SANTIAGO DE MACHACA,atencion odontologica,endodoncias,2013-07-01,0,2,0,2,2
SANTIVAÑES,atencion odontologica,endodoncias,2013-07-01,5,8,5,8,13
SANTUARIO DE QUILLACAS,atencion odontologica,endodoncias,2013-07-01,1,0,1,0,1
SAPAHAQUI,atencion odontologica,endodoncias,2013-07-01,5,2,5,2,7
SHINAOTA,atencion odontologica,endodoncias,2013-07-01,1,5,1,5,6
SICAYA,atencion odontologica,endodoncias,2013-07-01,1,2,1,2,3
SIPE SIPE,atencion odontologica,endodoncias,2013-07-01,11,74,11,74,85
SOPACHUY,atencion odontologica,endodoncias,2013-07-01,13,21,13,21,34
SORACACHI,atencion odontologica,endodoncias,2013-07-01,17,7,17,7,24
SORATA,atencion odontologica,endodoncias,2013-07-01,5,5,5,5,10
SUCRE,atencion odontologica,endodoncias,2013-07-01,629,767,629,767,1396
TACOPAYA,atencion odontologica,endodoncias,2013-07-01,2,5,2,5,7
TAPACARI,atencion odontologica,endodoncias,2013-07-01,6,10,6,10,16
TARABUCO,atencion odontologica,endodoncias,2013-07-01,2,5,2,5,7
TARATA,atencion odontologica,endodoncias,2013-07-01,3,3,3,3,6
TARIJA,atencion odontologica,endodoncias,2013-07-01,545,759,545,759,1304
TARVITA,atencion odontologica,endodoncias,2013-07-01,3,2,3,2,5
TEOPONTE,atencion odontologica,endodoncias,2013-07-01,2,4,2,4,6
TIAWANACU,atencion odontologica,endodoncias,2013-07-01,2,9,2,9,11
TIPUANI,atencion odontologica,endodoncias,2013-07-01,5,16,5,16,21
TIQUIPAYA,atencion odontologica,endodoncias,2013-07-01,29,53,29,53,82
TIRAQUE (CBBA),atencion odontologica,endodoncias,2013-07-01,4,10,4,10,14
TOCO,atencion odontologica,endodoncias,2013-07-01,6,10,6,10,16
TOLATA,atencion odontologica,endodoncias,2013-07-01,1,0,1,0,1
TOLEDO,atencion odontologica,endodoncias,2013-07-01,0,2,0,2,2
TOMINA,atencion odontologica,endodoncias,2013-07-01,11,11,11,11,22
TORO TORO,atencion odontologica,endodoncias,2013-07-01,1,5,1,5,6
TOTORA(CBBA),atencion odontologica,endodoncias,2013-07-01,1,8,1,8,9
TOTORA(ORR),atencion odontologica,endodoncias,2013-07-01,0,3,0,3,3
TRINIDAD,atencion odontologica,endodoncias,2013-07-01,51,75,51,75,126
TUPIZA,atencion odontologica,endodoncias,2013-07-01,16,28,16,28,44
TURCO,atencion odontologica,endodoncias,2013-07-01,2,2,2,2,4
UMALA,atencion odontologica,endodoncias,2013-07-01,4,4,4,4,8
UNCIA,atencion odontologica,endodoncias,2013-07-01,22,35,22,35,57
URIONDO (A. CONCEPCION),atencion odontologica,endodoncias,2013-07-01,35,41,35,41,76
URUBICHA,atencion odontologica,endodoncias,2013-07-01,3,2,3,2,5
UYUNI,atencion odontologica,endodoncias,2013-07-01,1,2,1,2,3
VACAS,atencion odontologica,endodoncias,2013-07-01,1,4,1,4,5
VALLEGRANDE,atencion odontologica,endodoncias,2013-07-01,37,46,37,46,83
VIACHA,atencion odontologica,endodoncias,2013-07-01,22,23,22,23,45
VILA VILA,atencion odontologica,endodoncias,2013-07-01,0,1,0,1,1
VILLA CHARCAS,atencion odontologica,endodoncias,2013-07-01,2,4,2,4,6
VILLA MONTES,atencion odontologica,endodoncias,2013-07-01,24,82,24,82,106
VILLA RIVERO,atencion odontologica,endodoncias,2013-07-01,1,2,1,2,3
VILLA SERRANO,atencion odontologica,endodoncias,2013-07-01,2,4,2,4,6
VILLA TUNARI,atencion odontologica,endodoncias,2013-07-01,32,38,32,38,70
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,endodoncias,2013-07-01,7,1,7,1,8
VILLAZON,atencion odontologica,endodoncias,2013-07-01,47,69,47,69,116
VINTO,atencion odontologica,endodoncias,2013-07-01,23,37,23,37,60
VITICHI,atencion odontologica,endodoncias,2013-07-01,5,6,5,6,11
YACUIBA,atencion odontologica,endodoncias,2013-07-01,91,152,91,152,243
YAMPARAEZ,atencion odontologica,endodoncias,2013-07-01,5,23,5,23,28
YANACACHI,atencion odontologica,endodoncias,2013-07-01,0,2,0,2,2
YAPACANI,atencion odontologica,endodoncias,2013-07-01,10,30,10,30,40
YOCALLA,atencion odontologica,endodoncias,2013-07-01,1,3,1,3,4
YOTALA,atencion odontologica,endodoncias,2013-07-01,6,9,6,9,15
YUNCHARA,atencion odontologica,endodoncias,2013-07-01,4,8,4,8,12
ZUDAÑEZ,atencion odontologica,endodoncias,2013-07-01,1,1,1,1,2
ACACIO,atencion odontologica,endodoncias,2013-08-01,0,3,0,3,3
ACHACACHI,atencion odontologica,endodoncias,2013-08-01,37,32,37,32,69
ACHOCALLA,atencion odontologica,endodoncias,2013-08-01,9,17,9,17,26
AIQUILE,atencion odontologica,endodoncias,2013-08-01,38,17,38,17,55
ALALAY,atencion odontologica,endodoncias,2013-08-01,0,1,0,1,1
ALCALA,atencion odontologica,endodoncias,2013-08-01,3,3,3,3,6
ALTO BENI,atencion odontologica,endodoncias,2013-08-01,0,1,0,1,1
ANCORAIMES,atencion odontologica,endodoncias,2013-08-01,0,1,0,1,1
ANDAMARCA,atencion odontologica,endodoncias,2013-08-01,0,2,0,2,2
ANTEQUERA,atencion odontologica,endodoncias,2013-08-01,3,1,3,1,4
ANZALDO,atencion odontologica,endodoncias,2013-08-01,4,1,4,1,5
APOLO,atencion odontologica,endodoncias,2013-08-01,1,2,1,2,3
ARANI,atencion odontologica,endodoncias,2013-08-01,10,11,10,11,21
ARBIETO,atencion odontologica,endodoncias,2013-08-01,3,2,3,2,5
ARQUE,atencion odontologica,endodoncias,2013-08-01,4,7,4,7,11
ASCENCION DE GUARAYOS,atencion odontologica,endodoncias,2013-08-01,8,5,8,5,13
ATOCHA,atencion odontologica,endodoncias,2013-08-01,88,82,88,82,170
AYO AYO,atencion odontologica,endodoncias,2013-08-01,1,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,endodoncias,2013-08-01,21,29,21,29,50
AZURDUY,atencion odontologica,endodoncias,2013-08-01,0,3,0,3,3
BATALLAS,atencion odontologica,endodoncias,2013-08-01,0,1,0,1,1
BAURES,atencion odontologica,endodoncias,2013-08-01,4,1,4,1,5
BELEN DE ANDAMARCA,atencion odontologica,endodoncias,2013-08-01,0,2,0,2,2
BELEN DE URMIRI,atencion odontologica,endodoncias,2013-08-01,0,3,0,3,3
BERMEJO,atencion odontologica,endodoncias,2013-08-01,50,125,50,125,175
BETANZOS,atencion odontologica,endodoncias,2013-08-01,7,7,7,7,14
BOLIVAR,atencion odontologica,endodoncias,2013-08-01,6,1,6,1,7
BOYUIBE,atencion odontologica,endodoncias,2013-08-01,1,8,1,8,9
BUENA VISTA,atencion odontologica,endodoncias,2013-08-01,0,4,0,4,4
CABEZAS,atencion odontologica,endodoncias,2013-08-01,2,3,2,3,5
CAIROMA,atencion odontologica,endodoncias,2013-08-01,1,1,1,1,2
"CAIZA ""D""",atencion odontologica,endodoncias,2013-08-01,0,2,0,2,2
CALAMARCA,atencion odontologica,endodoncias,2013-08-01,6,29,6,29,35
CAMARGO,atencion odontologica,endodoncias,2013-08-01,6,31,6,31,37
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,endodoncias,2013-08-01,1,11,1,11,12
CAMIRI,atencion odontologica,endodoncias,2013-08-01,21,35,21,35,56
CAPINOTA,atencion odontologica,endodoncias,2013-08-01,53,22,53,22,75
CARACOLLO,atencion odontologica,endodoncias,2013-08-01,5,15,5,15,20
CARANAVI,atencion odontologica,endodoncias,2013-08-01,31,21,31,21,52
CARAPARI,atencion odontologica,endodoncias,2013-08-01,30,28,30,28,58
CARIPUYO,atencion odontologica,endodoncias,2013-08-01,4,5,4,5,9
CARMEN RIVERO TORREZ,atencion odontologica,endodoncias,2013-08-01,1,1,1,1,2
CHALLAPATA,atencion odontologica,endodoncias,2013-08-01,12,18,12,18,30
CHAQUI,atencion odontologica,endodoncias,2013-08-01,5,11,5,11,16
CHARAGUA,atencion odontologica,endodoncias,2013-08-01,2,8,2,8,10
CHAYANTA,atencion odontologica,endodoncias,2013-08-01,1,7,1,7,8
CHIMORE,atencion odontologica,endodoncias,2013-08-01,10,9,10,9,19
CHIPAYA,atencion odontologica,endodoncias,2013-08-01,0,2,0,2,2
CHOQUE COTA,atencion odontologica,endodoncias,2013-08-01,1,3,1,3,4
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,endodoncias,2013-08-01,24,15,24,15,39
CHUMA,atencion odontologica,endodoncias,2013-08-01,9,8,9,8,17
CKOCHAS,atencion odontologica,endodoncias,2013-08-01,7,19,7,19,26
CLIZA,atencion odontologica,endodoncias,2013-08-01,7,18,7,18,25
COBIJA,atencion odontologica,endodoncias,2013-08-01,16,34,16,34,50
COCAPATA,atencion odontologica,endodoncias,2013-08-01,10,12,10,12,22
COCHABAMBA,atencion odontologica,endodoncias,2013-08-01,890,995,890,995,1885
COIPASA,atencion odontologica,endodoncias,2013-08-01,0,1,0,1,1
COLCAPIRHUA,atencion odontologica,endodoncias,2013-08-01,27,35,27,35,62
"COLCHA ""K""",atencion odontologica,endodoncias,2013-08-01,2,2,2,2,4
COLLANA,atencion odontologica,endodoncias,2013-08-01,0,5,0,5,5
COLOMI,atencion odontologica,endodoncias,2013-08-01,3,4,3,4,7
COLPA BELGICA,atencion odontologica,endodoncias,2013-08-01,0,1,0,1,1
COLQUECHACA,atencion odontologica,endodoncias,2013-08-01,4,13,4,13,17
COLQUENCHA,atencion odontologica,endodoncias,2013-08-01,1,2,1,2,3
COLQUIRI,atencion odontologica,endodoncias,2013-08-01,11,6,11,6,17
COMANCHE,atencion odontologica,endodoncias,2013-08-01,1,4,1,4,5
COMARAPA,atencion odontologica,endodoncias,2013-08-01,10,14,10,14,24
CONCEPCION,atencion odontologica,endodoncias,2013-08-01,0,2,0,2,2
COPACABANA,atencion odontologica,endodoncias,2013-08-01,2,0,2,0,2
CORO CORO,atencion odontologica,endodoncias,2013-08-01,0,12,0,12,12
COROICO,atencion odontologica,endodoncias,2013-08-01,15,19,15,19,34
CORQUE,atencion odontologica,endodoncias,2013-08-01,1,3,1,3,4
COTAGAITA,atencion odontologica,endodoncias,2013-08-01,52,46,52,46,98
COTOCA,atencion odontologica,endodoncias,2013-08-01,0,6,0,6,6
CUATRO CAÑADAS,atencion odontologica,endodoncias,2013-08-01,4,8,4,8,12
CUEVO,atencion odontologica,endodoncias,2013-08-01,2,1,2,1,3
CULPINA,atencion odontologica,endodoncias,2013-08-01,11,7,11,7,18
DESAGUADERO,atencion odontologica,endodoncias,2013-08-01,5,8,5,8,13
EL ALTO,atencion odontologica,endodoncias,2013-08-01,394,656,394,656,1050
EL CHORO,atencion odontologica,endodoncias,2013-08-01,0,1,0,1,1
EL PUENTE(TJA),atencion odontologica,endodoncias,2013-08-01,10,21,10,21,31
EL TORNO,atencion odontologica,endodoncias,2013-08-01,14,27,14,27,41
ENTRE RIOS TRJ,atencion odontologica,endodoncias,2013-08-01,14,20,14,20,34
ENTRE RIOS CBBA,atencion odontologica,endodoncias,2013-08-01,10,16,10,16,26
ESCOMA,atencion odontologica,endodoncias,2013-08-01,0,1,0,1,1
EUCALIPTUS,atencion odontologica,endodoncias,2013-08-01,6,2,6,2,8
FERNANDEZ ALONSO,atencion odontologica,endodoncias,2013-08-01,7,9,7,9,16
FILADELFIA,atencion odontologica,endodoncias,2013-08-01,2,0,2,0,2
GENERAL SAAVEDRA,atencion odontologica,endodoncias,2013-08-01,0,11,0,11,11
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,endodoncias,2013-08-01,2,3,2,3,5
GUANAY,atencion odontologica,endodoncias,2013-08-01,10,5,10,5,15
GUAQUI,atencion odontologica,endodoncias,2013-08-01,7,7,7,7,14
GUAYARAMERIN,atencion odontologica,endodoncias,2013-08-01,6,10,6,10,16
GUTIERREZ,atencion odontologica,endodoncias,2013-08-01,5,6,5,6,11
HUACARETA,atencion odontologica,endodoncias,2013-08-01,1,3,1,3,4
HUACAYA (VILLA DE HUACAYA),atencion odontologica,endodoncias,2013-08-01,0,4,0,4,4
HUACHACALLA,atencion odontologica,endodoncias,2013-08-01,1,1,1,1,2
HUANUNI,atencion odontologica,endodoncias,2013-08-01,9,11,9,11,20
HUAYLLAMARCA,atencion odontologica,endodoncias,2013-08-01,2,1,2,1,3
HUMANATA,atencion odontologica,endodoncias,2013-08-01,2,2,2,2,4
ICLA,atencion odontologica,endodoncias,2013-08-01,5,6,5,6,11
INCAHUASI,atencion odontologica,endodoncias,2013-08-01,0,18,0,18,18
INGAVI (HUMAITA),atencion odontologica,endodoncias,2013-08-01,0,2,0,2,2
INQUISIVI,atencion odontologica,endodoncias,2013-08-01,5,10,5,10,15
