,group,variable,month,CONSULTAS NUEVAS DE 5 A 59 AÑOS CANTIDAD,CONSULTAS NUEVAS DE 5 A 59 AÑOS CANTIDAD,TOTALES,TOTALES,TOTALES
MIZQUE,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,48,61,48,61,109
MOCOMOCO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,61,111,61,111,172
MOJOCOYA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,78,120,78,120,198
MONTEAGUDO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,142,462,142,462,604
MONTERO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,356,685,356,685,1041
MORO MORO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,20,28,20,28,48
MOROCHATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,4,14,4,14,18
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,53,20,53,20,73
OCURI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,34,64,34,64,98
OKINAWA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,19,59,19,59,78
OMEREQUE,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,12,30,12,30,42
ORURO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,1795,2898,1795,2898,4693
PADCAYA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,260,459,260,459,719
PADILLA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,228,308,228,308,536
PAILON,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,30,48,30,48,78
PALCA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,43,128,43,128,171
PALOS BLANCOS,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,73,97,73,97,170
PAMPA AULLAGAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,20,37,20,37,57
PAMPA GRANDE,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,0,9,0,9,9
PAPEL PAMPA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,5,20,5,20,25
PASORAPA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,14,16,14,16,30
PATACAMAYA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,35,101,35,101,136
PAZÑA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,54,84,54,84,138
PELECHUCO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,17,58,17,58,75
POCOATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,56,99,56,99,155
POCONA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,203,299,203,299,502
POJO (CBBA),atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,63,76,63,76,139
POOPO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,35,52,35,52,87
PORCO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,30,57,30,57,87
POROMA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,131,229,131,229,360
PORONGO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,2,2,2,2,4
PORTACHUELO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,97,179,97,179,276
PORVENIR,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,121,196,121,196,317
POSTRER VALLE,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,9,14,9,14,23
POTOSI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,1402,3097,1402,3097,4499
PRESTO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,71,137,71,137,208
PUCARA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,72,87,72,87,159
PUCARANI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,93,169,93,169,262
PUERTO ACOSTA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,14,26,14,26,40
PUERTO CARABUCO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,55,75,55,75,130
PUERTO GONZALO MORENO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,30,30,30,30,60
PUERTO PEREZ,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,4,8,4,8,12
PUERTO QUIJARRO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,69,19,69,19,88
PUERTO RICO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,118,119,118,119,237
PUERTO SUAREZ,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,23,25,23,25,48
PUERTO VILLARROEL,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,77,140,77,140,217
PUNA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,101,232,101,232,333
PUNATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,178,337,178,337,515
QUIABAYA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,53,80,53,80,133
QUILLACOLLO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,385,640,385,640,1025
QUIME,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,85,139,85,139,224
RAVELO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,31,105,31,105,136
REYES,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,126,131,126,131,257
RIBERALTA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,483,849,483,849,1332
ROBORE,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,95,82,95,82,177
RURRENABAQUE,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,105,161,105,161,266
SABAYA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,23,17,23,17,40
SACABA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,219,565,219,565,784
SACABAMBA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,23,24,23,24,47
SACACA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,32,86,32,86,118
SAIPINA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,19,21,19,21,40
SALINAS DE GARCI MENDOZA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,228,237,228,237,465
SAMAIPATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,32,43,32,43,75
SAN AGUSTIN,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,8,18,8,18,26
SAN ANDRES,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,39,83,39,83,122
SAN ANDRES DE MACHACA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,41,75,41,75,116
SAN ANTONIO DE ESMORUCO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,1,3,1,3,4
SAN ANTONIO DE LOMERIO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,7,6,7,6,13
SAN BENITO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,40,66,40,66,106
SAN BORJA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,100,206,100,206,306
SAN BUENA VENTURA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,31,36,31,36,67
SAN CARLOS,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,105,196,105,196,301
SAN IGNACIO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,165,216,165,216,381
SAN IGNACIO DE VELASCO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,50,160,50,160,210
SAN JAVIER(BNI),atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,13,26,13,26,39
SAN JAVIER(STC),atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,152,155,152,155,307
SAN JOAQUIN,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,5,3,5,3,8
SAN JOSE DE CHIQUITOS,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,41,68,41,68,109
SAN JUAN DE YAPACANI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,27,20,27,20,47
SAN JULIAN,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,60,157,60,157,217
SAN LORENZO(PND),atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,101,101,101,101,202
SAN LORENZO(TJA),atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,649,1135,649,1135,1784
SAN LUCAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,144,319,144,319,463
SAN MATIAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,42,97,42,97,139
SAN MIGUEL DE VELASCO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,22,120,22,120,142
SAN PABLO DE LIPEZ,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,2,4,2,4,6
SAN PEDRO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,50,94,50,94,144
SAN PEDRO DE BUENA VISTA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,41,185,41,185,226
SAN PEDRO DE CURAHUARA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,25,41,25,41,66
SAN PEDRO DE QUEMES,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,4,27,4,27,31
SAN PEDRO DE TIQUINA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,23,31,23,31,54
SAN RAFAEL,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,15,25,15,25,40
SAN RAMON BENI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,30,101,30,101,131
SAN RAMON SCZ,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,43,56,43,56,99
SANTA ANA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,163,238,163,238,401
SANTA CRUZ DE LA SIERRA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,3559,5736,3559,5736,9295
SANTA ROSA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,199,239,199,239,438
SANTA ROSA DEL SARA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,307,323,307,323,630
SANTIAGO DE CALLAPA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,8,19,8,19,27
SANTIAGO DE HUARI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,281,335,281,335,616
SANTIAGO DE HUATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,23,44,23,44,67
SANTIAGO DE MACHACA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,31,50,31,50,81
SANTIVAÑES,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,68,77,68,77,145
SANTUARIO DE QUILLACAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,49,65,49,65,114
SAPAHAQUI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,26,46,26,46,72
SENA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,28,30,28,30,58
SHINAOTA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,2,3,2,3,5
SICA SICA (VILLA AROMA),atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,9,38,9,38,47
SICAYA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,10,47,10,47,57
SIPE SIPE,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,79,225,79,225,304
SOPACHUY,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,49,110,49,110,159
SORACACHI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,42,45,42,45,87
SORATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,16,22,16,22,38
SUCRE,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,2826,5373,2826,5373,8199
TACACHI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,5,10,5,10,15
TACACOMA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,65,125,65,125,190
TACOBAMBA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,4,9,4,9,13
TACOPAYA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,12,17,12,17,29
TAHUA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,6,7,6,7,13
TAPACARI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,82,174,82,174,256
TARABUCO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,178,244,178,244,422
TARACO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,13,38,13,38,51
TARATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,125,185,125,185,310
TARIJA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,4406,7637,4406,7637,12043
TARVITA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,75,190,75,190,265
TEOPONTE,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,21,36,21,36,57
TIAWANACU,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,52,168,52,168,220
TINGUIPAYA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,37,88,37,88,125
TIPUANI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,50,96,50,96,146
TIQUIPAYA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,289,1017,289,1017,1306
TIRAQUE (CBBA),atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,61,110,61,110,171
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,13,6,13,6,19
TOCO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,34,22,34,22,56
TOLATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,7,8,7,8,15
TOLEDO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,11,26,11,26,37
TOMAVE,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,26,132,26,132,158
TOMINA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,210,288,210,288,498
TORO TORO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,63,159,63,159,222
TOTORA(CBBA),atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,60,115,60,115,175
TOTORA(ORR),atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,0,1,0,1,1
TRIGAL,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,10,24,10,24,34
TRINIDAD,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,665,1140,665,1140,1805
TUPIZA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,88,257,88,257,345
TURCO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,20,42,20,42,62
UMALA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,8,18,8,18,26
UNCIA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,20,37,20,37,57
URIONDO (A. CONCEPCION),atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,461,935,461,935,1396
URUBICHA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,21,58,21,58,79
UYUNI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,72,150,72,150,222
VACAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,48,75,48,75,123
VALLEGRANDE,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,61,83,61,83,144
VIACHA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,224,1552,224,1552,1776
VILA VILA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,42,5,42,5,47
VILLA CHARCAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,10,92,10,92,102
VILLA MONTES,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,550,1078,550,1078,1628
VILLA NUEVA (LOMA ALTA),atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,16,13,16,13,29
VILLA RIVERO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,3,16,3,16,19
VILLA SERRANO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,61,99,61,99,160
VILLA TUNARI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,190,223,190,223,413
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,64,124,64,124,188
VILLAZON,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,133,337,133,337,470
VINTO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,53,118,53,118,171
VITICHI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,77,93,77,93,170
WALDO BALLIVIAN,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,14,17,14,17,31
WARNES,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,54,222,54,222,276
YACO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,7,12,7,12,19
YACUIBA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,531,1147,531,1147,1678
YAMPARAEZ,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,52,129,52,129,181
YANACACHI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,10,70,10,70,80
YAPACANI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,77,138,77,138,215
YOCALLA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,30,77,30,77,107
YOTALA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,40,75,40,75,115
YUNCHARA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,143,309,143,309,452
ZUDAÑEZ,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-07-01,34,64,34,64,98
ACACIO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-08-01,15,39,15,39,54
ACHACACHI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-08-01,213,423,213,423,636
ACHOCALLA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-08-01,24,78,24,78,102
AIQUILE,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-08-01,49,85,49,85,134
ALALAY,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-08-01,36,41,36,41,77
ALCALA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-08-01,49,90,49,90,139
ALTO BENI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-08-01,21,40,21,40,61
ANCORAIMES,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-08-01,10,24,10,24,34
ANDAMARCA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-08-01,23,37,23,37,60
ANTEQUERA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-08-01,45,48,45,48,93
ANZALDO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-08-01,22,35,22,35,57
APOLO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-08-01,21,81,21,81,102
ARAMPAMPA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-08-01,10,36,10,36,46
ARANI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-08-01,53,89,53,89,142
ARBIETO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-08-01,9,24,9,24,33
ARQUE,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-08-01,47,122,47,122,169
ASCENCION DE GUARAYOS,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-08-01,14,20,14,20,34
ATOCHA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-08-01,308,292,308,292,600
AUCAPATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-08-01,34,27,34,27,61
AYATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-08-01,31,49,31,49,80
AYO AYO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-08-01,12,38,12,38,50
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,consultas nuevas de 5 a 59 anos,2013-08-01,117,149,117,149,266
AZURDUY,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-08-01,22,33,22,33,55
BATALLAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-08-01,25,66,25,66,91
BAURES,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-08-01,63,55,63,55,118
BELEN DE ANDAMARCA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-08-01,2,14,2,14,16
BELEN DE URMIRI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-08-01,3,15,3,15,18
BELLA FLOR,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-08-01,20,26,20,26,46
BERMEJO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-08-01,431,654,431,654,1085
BETANZOS,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-08-01,94,137,94,137,231
BOLIVAR,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-08-01,50,45,50,45,95
BOLPEBRA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-08-01,3,7,3,7,10
BOYUIBE,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-08-01,13,20,13,20,33
BUENA VISTA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-08-01,3,8,3,8,11
CABEZAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-08-01,85,74,85,74,159
CAIROMA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-08-01,85,116,85,116,201
"CAIZA ""D""",atencion odontologica,consultas nuevas de 5 a 59 anos,2013-08-01,34,88,34,88,122
CAJUATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-08-01,45,101,45,101,146
CALACOTO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-08-01,180,136,180,136,316
CALAMARCA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-08-01,56,168,56,168,224
CAMARGO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-08-01,74,235,74,235,309
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,consultas nuevas de 5 a 59 anos,2013-08-01,17,78,17,78,95
CAMIRI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-08-01,269,362,269,362,631
CAPINOTA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-08-01,78,111,78,111,189
CAQUIAVIRI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-08-01,5,11,5,11,16
CARACOLLO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-08-01,42,85,42,85,127
CARANAVI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-08-01,65,115,65,115,180
CARAPARI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-08-01,205,304,205,304,509
CARIPUYO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-08-01,36,38,36,38,74
CARMEN RIVERO TORREZ,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-08-01,44,51,44,51,95
CATACORA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-08-01,47,94,47,94,141
CHALLAPATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-08-01,142,244,142,244,386
CHAQUI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-08-01,8,30,8,30,38
CHARAGUA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-08-01,264,271,264,271,535
CHARAÑA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-08-01,4,16,4,16,20
CHAYANTA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-08-01,50,93,50,93,143
CHIMORE,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-08-01,121,126,121,126,247
CHIPAYA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-08-01,3,13,3,13,16
CHOQUE COTA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-08-01,8,24,8,24,32
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,consultas nuevas de 5 a 59 anos,2013-08-01,37,87,37,87,124
CHUMA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-08-01,120,205,120,205,325
CKOCHAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-08-01,40,49,40,49,89
CLIZA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-08-01,60,74,60,74,134
COBIJA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-08-01,204,326,204,326,530
COCAPATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-08-01,65,190,65,190,255
COCHABAMBA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-08-01,2879,4733,2879,4733,7612
COIPASA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-08-01,18,29,18,29,47
COLCAPIRHUA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-08-01,31,72,31,72,103
"COLCHA ""K""",atencion odontologica,consultas nuevas de 5 a 59 anos,2013-08-01,25,38,25,38,63
COLLANA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-08-01,10,57,10,57,67
COLOMI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-08-01,13,37,13,37,50
COLPA BELGICA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-08-01,92,126,92,126,218
COLQUECHACA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-08-01,112,198,112,198,310
COLQUENCHA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-08-01,16,21,16,21,37
COLQUIRI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-08-01,126,112,126,112,238
COMANCHE,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-08-01,71,137,71,137,208
COMARAPA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-08-01,63,235,63,235,298
COMBAYA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-08-01,3,6,3,6,9
CONCEPCION,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-08-01,2,24,2,24,26
COPACABANA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-08-01,32,30,32,30,62
CORIPATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-08-01,49,41,49,41,90
CORO CORO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-08-01,25,40,25,40,65
COROICO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-08-01,120,188,120,188,308
CORQUE,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-08-01,5,18,5,18,23
COTAGAITA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-08-01,217,213,217,213,430
COTOCA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-08-01,1,98,1,98,99
CUATRO CAÑADAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-08-01,42,103,42,103,145
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,consultas nuevas de 5 a 59 anos,2013-08-01,12,31,12,31,43
CUEVO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-08-01,20,42,20,42,62
CULPINA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-08-01,121,156,121,156,277
CURAHUARA DE CARANGAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-08-01,7,10,7,10,17
