,group,variable,month,CONSULTAS NUEVAS A MUJER EMBARAZADA O PUÉRPERA CANTIDAD,CONSULTAS NUEVAS A MUJER EMBARAZADA O PUÉRPERA CANTIDAD,TOTALES,TOTALES,TOTALES
SAN PEDRO DE TIQUINA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-07-01,0,10,0,10,10
SAN RAFAEL,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-07-01,0,6,0,6,6
SAN RAMON BENI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-07-01,0,15,0,15,15
SAN RAMON SCZ,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-07-01,0,21,0,21,21
SANTA ANA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-07-01,0,131,0,131,131
SANTA CRUZ DE LA SIERRA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-07-01,0,2794,0,2794,2794
SANTA ROSA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-07-01,0,4,0,4,4
SANTA ROSA DEL SARA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-07-01,0,42,0,42,42
SANTIAGO DE CALLAPA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-07-01,0,1,0,1,1
SANTIAGO DE HUARI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-07-01,0,5,0,5,5
SANTIAGO DE HUATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-07-01,0,28,0,28,28
SANTIAGO DE MACHACA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-07-01,0,12,0,12,12
SANTIVAÑES,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-07-01,0,11,0,11,11
SANTUARIO DE QUILLACAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-07-01,0,22,0,22,22
SAPAHAQUI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-07-01,0,8,0,8,8
SENA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-07-01,0,24,0,24,24
SHINAOTA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-07-01,0,41,0,41,41
SICA SICA (VILLA AROMA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-07-01,0,11,0,11,11
SICAYA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-07-01,0,20,0,20,20
SIPE SIPE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-07-01,0,201,0,201,201
SOPACHUY,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-07-01,0,33,0,33,33
SORACACHI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-07-01,0,14,0,14,14
SORATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-07-01,0,19,0,19,19
SUCRE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-07-01,0,1599,0,1599,1599
TACACOMA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-07-01,0,32,0,32,32
TACOBAMBA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-07-01,0,1,0,1,1
TACOPAYA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-07-01,0,28,0,28,28
TAHUA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-07-01,0,2,0,2,2
TAPACARI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-07-01,0,49,0,49,49
TARABUCO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-07-01,0,78,0,78,78
TARACO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-07-01,0,20,0,20,20
TARATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-07-01,0,20,0,20,20
TARIJA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-07-01,0,250,0,250,250
TARVITA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-07-01,0,99,0,99,99
TEOPONTE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-07-01,0,2,0,2,2
TIAWANACU,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-07-01,0,54,0,54,54
TINGUIPAYA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-07-01,0,49,0,49,49
TIPUANI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-07-01,0,24,0,24,24
TIQUIPAYA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-07-01,0,630,0,630,630
TIRAQUE (CBBA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-07-01,0,27,0,27,27
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-07-01,0,2,0,2,2
TOCO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-07-01,0,21,0,21,21
TOLATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-07-01,0,14,0,14,14
TOLEDO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-07-01,0,7,0,7,7
TOMAVE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-07-01,0,66,0,66,66
TOMINA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-07-01,0,51,0,51,51
TORO TORO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-07-01,0,71,0,71,71
TOTORA(CBBA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-07-01,0,23,0,23,23
TOTORA(ORR),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-07-01,0,4,0,4,4
TRIGAL,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-07-01,0,2,0,2,2
TRINIDAD,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-07-01,0,315,0,315,315
TUPIZA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-07-01,0,88,0,88,88
TURCO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-07-01,0,3,0,3,3
UMALA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-07-01,0,2,0,2,2
UNCIA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-07-01,0,25,0,25,25
URIONDO (A. CONCEPCION),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-07-01,0,30,0,30,30
URUBICHA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-07-01,0,40,0,40,40
UYUNI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-07-01,0,9,0,9,9
VACAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-07-01,0,9,0,9,9
VALLEGRANDE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-07-01,0,57,0,57,57
VIACHA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-07-01,0,130,0,130,130
VILA VILA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-07-01,0,11,0,11,11
VILLA CHARCAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-07-01,0,63,0,63,63
VILLA MONTES,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-07-01,0,43,0,43,43
VILLA RIVERO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-07-01,0,16,0,16,16
VILLA SERRANO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-07-01,0,41,0,41,41
VILLA TUNARI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-07-01,0,249,0,249,249
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-07-01,0,49,0,49,49
VILLAZON,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-07-01,0,85,0,85,85
VINTO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-07-01,0,214,0,214,214
VITICHI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-07-01,0,12,0,12,12
WALDO BALLIVIAN,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-07-01,0,8,0,8,8
WARNES,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-07-01,0,49,0,49,49
YACO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-07-01,0,3,0,3,3
YACUIBA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-07-01,0,17,0,17,17
YAMPARAEZ,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-07-01,0,49,0,49,49
YANACACHI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-07-01,0,14,0,14,14
YAPACANI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-07-01,0,151,0,151,151
YOCALLA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-07-01,0,21,0,21,21
YOTALA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-07-01,0,50,0,50,50
YUNCHARA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-07-01,0,15,0,15,15
ZUDAÑEZ,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-07-01,0,26,0,26,26
ACACIO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,21,0,21,21
ACHACACHI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,89,0,89,89
ACHOCALLA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,20,0,20,20
AIQUILE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,33,0,33,33
ALALAY,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,2,0,2,2
ALCALA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,24,0,24,24
ALTO BENI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,14,0,14,14
ANCORAIMES,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,8,0,8,8
ANDAMARCA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,5,0,5,5
ANTEQUERA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,4,0,4,4
ANZALDO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,5,0,5,5
APOLO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,28,0,28,28
ARAMPAMPA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,16,0,16,16
ARANI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,52,0,52,52
ARBIETO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,73,0,73,73
ARQUE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,24,0,24,24
ASCENCION DE GUARAYOS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,17,0,17,17
ATOCHA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,20,0,20,20
AUCAPATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,4,0,4,4
AYATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,4,0,4,4
AYO AYO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,16,0,16,16
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,160,0,160,160
AZURDUY,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,38,0,38,38
BATALLAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,36,0,36,36
BAURES,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,6,0,6,6
BELEN DE ANDAMARCA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,14,0,14,14
BELEN DE URMIRI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,1,0,1,1
BELLA FLOR,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,9,0,9,9
BERMEJO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,77,0,77,77
BETANZOS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,52,0,52,52
BOLIVAR,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,1,0,1,1
BOLPEBRA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,2,0,2,2
BOYUIBE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,4,0,4,4
BUENA VISTA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,9,0,9,9
CABEZAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,33,0,33,33
CAIROMA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,31,0,31,31
"CAIZA ""D""",atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,26,0,26,26
CAJUATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,56,0,56,56
CALACOTO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,8,0,8,8
CALAMARCA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,88,0,88,88
CAMARGO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,101,0,101,101
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,13,0,13,13
CAMIRI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,278,0,278,278
CAPINOTA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,42,0,42,42
CAQUIAVIRI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,1,0,1,1
CARACOLLO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,14,0,14,14
CARANAVI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,18,0,18,18
CARAPARI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,10,0,10,10
CARIPUYO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,26,0,26,26
CARMEN RIVERO TORREZ,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,8,0,8,8
CATACORA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,4,0,4,4
CHALLAPATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,138,0,138,138
CHAQUI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,7,0,7,7
CHARAGUA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,55,0,55,55
CHARAÑA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,2,0,2,2
CHAYANTA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,29,0,29,29
CHIMORE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,36,0,36,36
CHIPAYA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,11,0,11,11
CHOQUE COTA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,12,0,12,12
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,35,0,35,35
CHUMA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,39,0,39,39
CKOCHAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,35,0,35,35
CLIZA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,174,0,174,174
COBIJA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,238,0,238,238
COCAPATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,134,0,134,134
COCHABAMBA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,1501,0,1501,1501
COIPASA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,10,0,10,10
COLCAPIRHUA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,346,0,346,346
"COLCHA ""K""",atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,5,0,5,5
COLLANA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,29,0,29,29
COLOMI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,40,0,40,40
COLPA BELGICA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,17,0,17,17
COLQUECHACA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,83,0,83,83
COLQUIRI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,21,0,21,21
COMANCHE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,17,0,17,17
COMARAPA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,58,0,58,58
COMBAYA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,16,0,16,16
CONCEPCION,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,10,0,10,10
COPACABANA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,17,0,17,17
CORIPATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,4,0,4,4
CORO CORO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,15,0,15,15
COROICO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,15,0,15,15
CORQUE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,18,0,18,18
COTAGAITA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,11,0,11,11
COTOCA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,87,0,87,87
CUATRO CAÑADAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,85,0,85,85
CUEVO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,10,0,10,10
CULPINA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,78,0,78,78
CURAHUARA DE CARANGAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,7,0,7,7
CURVA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,9,0,9,9
DESAGUADERO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,23,0,23,23
EL ALTO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,1322,0,1322,1322
EL CHORO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,2,0,2,2
EL PUENTE(STC),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,20,0,20,20
EL PUENTE(TJA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,2,0,2,2
EL TORNO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,72,0,72,72
EL VILLAR,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,11,0,11,11
ENTRE RIOS TRJ,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,40,0,40,40
ENTRE RIOS CBBA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,89,0,89,89
ESCOMA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,1,0,1,1
EUCALIPTUS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,7,0,7,7
FERNANDEZ ALONSO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,28,0,28,28
FILADELFIA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,15,0,15,15
GENERAL SAAVEDRA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,67,0,67,67
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,61,0,61,61
GUANAY,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,2,0,2,2
GUAQUI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,18,0,18,18
GUAYARAMERIN,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,41,0,41,41
GUTIERREZ,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,82,0,82,82
HUACARETA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,65,0,65,65
HUACAYA (VILLA DE HUACAYA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,32,0,32,32
HUACHACALLA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,1,0,1,1
HUANUNI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,28,0,28,28
HUARACAJE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,17,0,17,17
HUAYLLAMARCA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,18,0,18,18
HUMANATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,13,0,13,13
ICHOCA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,15,0,15,15
ICLA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,86,0,86,86
INCAHUASI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,31,0,31,31
INGAVI (HUMAITA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,15,0,15,15
INQUISIVI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,37,0,37,37
IRUPANA (VILLA DE LANZA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,45,0,45,45
IXIAMAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,31,0,31,31
JESUS DE MACHACA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,20,0,20,20
LA ASUNTA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,54,0,54,54
LA GUARDIA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,106,0,106,106
LA PAZ,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,1538,0,1538,1538
LAGUNILLAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,12,0,12,12
LAJA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,14,0,14,14
LAS CARRERAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,3,0,3,3
LICOMA PAMPA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,19,0,19,19
LLALLAGUA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,149,0,149,149
LLICA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,2,0,2,2
LURIBAY,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,23,0,23,23
MACHARETI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,61,0,61,61
MAGDALENA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,12,0,12,12
MAIRANA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,53,0,53,53
MALLA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,14,0,14,14
MAPIRI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,15,0,15,15
MECAPACA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,2,0,2,2
MINEROS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,16,0,16,16
MIZQUE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,40,0,40,40
MOCOMOCO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,13,0,13,13
MOJOCOYA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,24,0,24,24
MONTEAGUDO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,282,0,282,282
MONTERO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,207,0,207,207
MORO MORO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,3,0,3,3
MOROCHATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,43,0,43,43
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,8,0,8,8
OCURI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,27,0,27,27
OKINAWA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,16,0,16,16
OMEREQUE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,13,0,13,13
ORURO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,462,0,462,462
PADCAYA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,11,0,11,11
PADILLA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,44,0,44,44
PAILON,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,74,0,74,74
PALCA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,47,0,47,47
PALOS BLANCOS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,67,0,67,67
PAMPA AULLAGAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,7,0,7,7
PAMPA GRANDE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,42,0,42,42
PAPEL PAMPA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,22,0,22,22
PASORAPA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,5,0,5,5
PATACAMAYA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,85,0,85,85
PAZÑA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,26,0,26,26
PELECHUCO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,33,0,33,33
POCOATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,96,0,96,96
POCONA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,33,0,33,33
POJO (CBBA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,58,0,58,58
POOPO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,10,0,10,10
PORCO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,9,0,9,9
POROMA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2013-08-01,0,13,0,13,13
