,group,variable,month,CIRUGIA BUCAL MENOR CANTIDAD,CIRUGIA BUCAL MENOR CANTIDAD,TOTALES,TOTALES,TOTALES
COTOCA,atencion odontologica,cirugia bucal menor,2013-06-01,7,59,7,59,66
CUATRO CAÑADAS,atencion odontologica,cirugia bucal menor,2013-06-01,5,14,5,14,19
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,cirugia bucal menor,2013-06-01,1,4,1,4,5
CUEVO,atencion odontologica,cirugia bucal menor,2013-06-01,3,7,3,7,10
CULPINA,atencion odontologica,cirugia bucal menor,2013-06-01,35,53,35,53,88
CURAHUARA DE CARANGAS,atencion odontologica,cirugia bucal menor,2013-06-01,5,12,5,12,17
CURVA,atencion odontologica,cirugia bucal menor,2013-06-01,3,8,3,8,11
DESAGUADERO,atencion odontologica,cirugia bucal menor,2013-06-01,30,25,30,25,55
EL ALTO,atencion odontologica,cirugia bucal menor,2013-06-01,1236,1577,1236,1577,2813
EL PUENTE(STC),atencion odontologica,cirugia bucal menor,2013-06-01,18,15,18,15,33
EL PUENTE(TJA),atencion odontologica,cirugia bucal menor,2013-06-01,48,99,48,99,147
EL TORNO,atencion odontologica,cirugia bucal menor,2013-06-01,35,59,35,59,94
EL VILLAR,atencion odontologica,cirugia bucal menor,2013-06-01,4,0,4,0,4
ENTRE RIOS TRJ,atencion odontologica,cirugia bucal menor,2013-06-01,104,172,104,172,276
ENTRE RIOS CBBA,atencion odontologica,cirugia bucal menor,2013-06-01,23,21,23,21,44
ESCOMA,atencion odontologica,cirugia bucal menor,2013-06-01,26,29,26,29,55
EUCALIPTUS,atencion odontologica,cirugia bucal menor,2013-06-01,14,21,14,21,35
FERNANDEZ ALONSO,atencion odontologica,cirugia bucal menor,2013-06-01,20,16,20,16,36
FILADELFIA,atencion odontologica,cirugia bucal menor,2013-06-01,9,13,9,13,22
GENERAL SAAVEDRA,atencion odontologica,cirugia bucal menor,2013-06-01,10,18,10,18,28
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,cirugia bucal menor,2013-06-01,82,76,82,76,158
GUANAY,atencion odontologica,cirugia bucal menor,2013-06-01,26,35,26,35,61
GUAQUI,atencion odontologica,cirugia bucal menor,2013-06-01,17,41,17,41,58
GUAYARAMERIN,atencion odontologica,cirugia bucal menor,2013-06-01,23,44,23,44,67
GUTIERREZ,atencion odontologica,cirugia bucal menor,2013-06-01,19,44,19,44,63
HUACARETA,atencion odontologica,cirugia bucal menor,2013-06-01,46,105,46,105,151
HUACAYA (VILLA DE HUACAYA),atencion odontologica,cirugia bucal menor,2013-06-01,13,14,13,14,27
HUACHACALLA,atencion odontologica,cirugia bucal menor,2013-06-01,68,52,68,52,120
HUANUNI,atencion odontologica,cirugia bucal menor,2013-06-01,48,32,48,32,80
HUARACAJE,atencion odontologica,cirugia bucal menor,2013-06-01,0,2,0,2,2
HUARINA,atencion odontologica,cirugia bucal menor,2013-06-01,9,11,9,11,20
HUATAJATA,atencion odontologica,cirugia bucal menor,2013-06-01,1,3,1,3,4
HUAYLLAMARCA,atencion odontologica,cirugia bucal menor,2013-06-01,16,20,16,20,36
HUMANATA,atencion odontologica,cirugia bucal menor,2013-06-01,22,59,22,59,81
ICHOCA,atencion odontologica,cirugia bucal menor,2013-06-01,7,11,7,11,18
ICLA,atencion odontologica,cirugia bucal menor,2013-06-01,18,27,18,27,45
INCAHUASI,atencion odontologica,cirugia bucal menor,2013-06-01,22,75,22,75,97
INGAVI (HUMAITA),atencion odontologica,cirugia bucal menor,2013-06-01,6,3,6,3,9
INQUISIVI,atencion odontologica,cirugia bucal menor,2013-06-01,32,36,32,36,68
IRUPANA (VILLA DE LANZA),atencion odontologica,cirugia bucal menor,2013-06-01,29,31,29,31,60
IXIAMAS,atencion odontologica,cirugia bucal menor,2013-06-01,37,56,37,56,93
JESUS DE MACHACA,atencion odontologica,cirugia bucal menor,2013-06-01,46,61,46,61,107
LA ASUNTA,atencion odontologica,cirugia bucal menor,2013-06-01,40,79,40,79,119
LA GUARDIA,atencion odontologica,cirugia bucal menor,2013-06-01,43,54,43,54,97
LA PAZ,atencion odontologica,cirugia bucal menor,2013-06-01,741,1063,741,1063,1804
LAGUNILLAS,atencion odontologica,cirugia bucal menor,2013-06-01,15,15,15,15,30
LAJA,atencion odontologica,cirugia bucal menor,2013-06-01,25,36,25,36,61
LAS CARRERAS,atencion odontologica,cirugia bucal menor,2013-06-01,8,8,8,8,16
LICOMA PAMPA,atencion odontologica,cirugia bucal menor,2013-06-01,7,10,7,10,17
LLALLAGUA,atencion odontologica,cirugia bucal menor,2013-06-01,58,81,58,81,139
LLICA,atencion odontologica,cirugia bucal menor,2013-06-01,12,27,12,27,39
LORETO,atencion odontologica,cirugia bucal menor,2013-06-01,2,1,2,1,3
LURIBAY,atencion odontologica,cirugia bucal menor,2013-06-01,8,16,8,16,24
MACHACAMARCA,atencion odontologica,cirugia bucal menor,2013-06-01,10,7,10,7,17
MACHARETI,atencion odontologica,cirugia bucal menor,2013-06-01,8,19,8,19,27
MAGDALENA,atencion odontologica,cirugia bucal menor,2013-06-01,35,35,35,35,70
MAIRANA,atencion odontologica,cirugia bucal menor,2013-06-01,4,7,4,7,11
MALLA,atencion odontologica,cirugia bucal menor,2013-06-01,4,4,4,4,8
MAPIRI,atencion odontologica,cirugia bucal menor,2013-06-01,11,19,11,19,30
MECAPACA,atencion odontologica,cirugia bucal menor,2013-06-01,12,9,12,9,21
MINEROS,atencion odontologica,cirugia bucal menor,2013-06-01,14,29,14,29,43
MIZQUE,atencion odontologica,cirugia bucal menor,2013-06-01,18,27,18,27,45
MOCOMOCO,atencion odontologica,cirugia bucal menor,2013-06-01,39,74,39,74,113
MOJOCOYA,atencion odontologica,cirugia bucal menor,2013-06-01,3,19,3,19,22
MONTEAGUDO,atencion odontologica,cirugia bucal menor,2013-06-01,27,38,27,38,65
MONTERO,atencion odontologica,cirugia bucal menor,2013-06-01,95,170,95,170,265
MORO MORO,atencion odontologica,cirugia bucal menor,2013-06-01,3,11,3,11,14
MOROCHATA,atencion odontologica,cirugia bucal menor,2013-06-01,7,7,7,7,14
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,cirugia bucal menor,2013-06-01,9,17,9,17,26
OCURI,atencion odontologica,cirugia bucal menor,2013-06-01,20,78,20,78,98
OKINAWA,atencion odontologica,cirugia bucal menor,2013-06-01,14,21,14,21,35
OMEREQUE,atencion odontologica,cirugia bucal menor,2013-06-01,3,16,3,16,19
ORURO,atencion odontologica,cirugia bucal menor,2013-06-01,284,460,284,460,744
PADCAYA,atencion odontologica,cirugia bucal menor,2013-06-01,46,107,46,107,153
PADILLA,atencion odontologica,cirugia bucal menor,2013-06-01,21,35,21,35,56
PAILON,atencion odontologica,cirugia bucal menor,2013-06-01,14,22,14,22,36
PALCA,atencion odontologica,cirugia bucal menor,2013-06-01,23,158,23,158,181
PALOS BLANCOS,atencion odontologica,cirugia bucal menor,2013-06-01,31,51,31,51,82
PAMPA AULLAGAS,atencion odontologica,cirugia bucal menor,2013-06-01,5,10,5,10,15
PAMPA GRANDE,atencion odontologica,cirugia bucal menor,2013-06-01,0,2,0,2,2
PAPEL PAMPA,atencion odontologica,cirugia bucal menor,2013-06-01,14,21,14,21,35
PASORAPA,atencion odontologica,cirugia bucal menor,2013-06-01,3,2,3,2,5
PATACAMAYA,atencion odontologica,cirugia bucal menor,2013-06-01,15,16,15,16,31
PAZÑA,atencion odontologica,cirugia bucal menor,2013-06-01,10,15,10,15,25
PELECHUCO,atencion odontologica,cirugia bucal menor,2013-06-01,15,48,15,48,63
POCOATA,atencion odontologica,cirugia bucal menor,2013-06-01,15,56,15,56,71
POCONA,atencion odontologica,cirugia bucal menor,2013-06-01,23,40,23,40,63
POJO (CBBA),atencion odontologica,cirugia bucal menor,2013-06-01,17,33,17,33,50
POOPO,atencion odontologica,cirugia bucal menor,2013-06-01,45,39,45,39,84
PORCO,atencion odontologica,cirugia bucal menor,2013-06-01,5,5,5,5,10
POROMA,atencion odontologica,cirugia bucal menor,2013-06-01,19,46,19,46,65
PORONGO,atencion odontologica,cirugia bucal menor,2013-06-01,0,3,0,3,3
PORTACHUELO,atencion odontologica,cirugia bucal menor,2013-06-01,28,47,28,47,75
PORVENIR,atencion odontologica,cirugia bucal menor,2013-06-01,37,16,37,16,53
POSTRER VALLE,atencion odontologica,cirugia bucal menor,2013-06-01,11,16,11,16,27
POTOSI,atencion odontologica,cirugia bucal menor,2013-06-01,272,403,272,403,675
PRESTO,atencion odontologica,cirugia bucal menor,2013-06-01,22,22,22,22,44
PUCARA,atencion odontologica,cirugia bucal menor,2013-06-01,1,0,1,0,1
PUCARANI,atencion odontologica,cirugia bucal menor,2013-06-01,104,98,104,98,202
PUERTO ACOSTA,atencion odontologica,cirugia bucal menor,2013-06-01,22,27,22,27,49
PUERTO CARABUCO,atencion odontologica,cirugia bucal menor,2013-06-01,20,22,20,22,42
PUERTO GONZALO MORENO,atencion odontologica,cirugia bucal menor,2013-06-01,11,17,11,17,28
PUERTO PEREZ,atencion odontologica,cirugia bucal menor,2013-06-01,6,4,6,4,10
PUERTO QUIJARRO,atencion odontologica,cirugia bucal menor,2013-06-01,27,7,27,7,34
PUERTO RICO,atencion odontologica,cirugia bucal menor,2013-06-01,30,21,30,21,51
PUERTO SUAREZ,atencion odontologica,cirugia bucal menor,2013-06-01,1,20,1,20,21
PUERTO VILLARROEL,atencion odontologica,cirugia bucal menor,2013-06-01,29,23,29,23,52
PUNA,atencion odontologica,cirugia bucal menor,2013-06-01,38,62,38,62,100
PUNATA,atencion odontologica,cirugia bucal menor,2013-06-01,29,46,29,46,75
QUIABAYA,atencion odontologica,cirugia bucal menor,2013-06-01,21,19,21,19,40
QUILLACOLLO,atencion odontologica,cirugia bucal menor,2013-06-01,76,164,76,164,240
QUIME,atencion odontologica,cirugia bucal menor,2013-06-01,76,86,76,86,162
QUIRUSILLAS,atencion odontologica,cirugia bucal menor,2013-06-01,3,4,3,4,7
RAVELO,atencion odontologica,cirugia bucal menor,2013-06-01,13,36,13,36,49
REYES,atencion odontologica,cirugia bucal menor,2013-06-01,40,46,40,46,86
RIBERALTA,atencion odontologica,cirugia bucal menor,2013-06-01,111,236,111,236,347
ROBORE,atencion odontologica,cirugia bucal menor,2013-06-01,15,19,15,19,34
RURRENABAQUE,atencion odontologica,cirugia bucal menor,2013-06-01,23,32,23,32,55
SABAYA,atencion odontologica,cirugia bucal menor,2013-06-01,61,55,61,55,116
SACABA,atencion odontologica,cirugia bucal menor,2013-06-01,53,82,53,82,135
SACABAMBA,atencion odontologica,cirugia bucal menor,2013-06-01,12,11,12,11,23
SACACA,atencion odontologica,cirugia bucal menor,2013-06-01,31,57,31,57,88
SAIPINA,atencion odontologica,cirugia bucal menor,2013-06-01,13,14,13,14,27
SALINAS DE GARCI MENDOZA,atencion odontologica,cirugia bucal menor,2013-06-01,48,71,48,71,119
SAMAIPATA,atencion odontologica,cirugia bucal menor,2013-06-01,4,13,4,13,17
SAN AGUSTIN,atencion odontologica,cirugia bucal menor,2013-06-01,1,8,1,8,9
SAN ANDRES,atencion odontologica,cirugia bucal menor,2013-06-01,23,33,23,33,56
SAN ANDRES DE MACHACA,atencion odontologica,cirugia bucal menor,2013-06-01,41,37,41,37,78
SAN ANTONIO DE ESMORUCO,atencion odontologica,cirugia bucal menor,2013-06-01,5,3,5,3,8
SAN ANTONIO DE LOMERIO,atencion odontologica,cirugia bucal menor,2013-06-01,7,19,7,19,26
SAN BENITO,atencion odontologica,cirugia bucal menor,2013-06-01,15,24,15,24,39
SAN BORJA,atencion odontologica,cirugia bucal menor,2013-06-01,2,0,2,0,2
SAN BUENA VENTURA,atencion odontologica,cirugia bucal menor,2013-06-01,10,12,10,12,22
SAN CARLOS,atencion odontologica,cirugia bucal menor,2013-06-01,15,13,15,13,28
SAN IGNACIO,atencion odontologica,cirugia bucal menor,2013-06-01,51,77,51,77,128
SAN IGNACIO DE VELASCO,atencion odontologica,cirugia bucal menor,2013-06-01,77,72,77,72,149
SAN JAVIER(BNI),atencion odontologica,cirugia bucal menor,2013-06-01,5,6,5,6,11
SAN JAVIER(STC),atencion odontologica,cirugia bucal menor,2013-06-01,19,26,19,26,45
SAN JOAQUIN,atencion odontologica,cirugia bucal menor,2013-06-01,2,8,2,8,10
SAN JOSE DE CHIQUITOS,atencion odontologica,cirugia bucal menor,2013-06-01,19,39,19,39,58
SAN JUAN DE YAPACANI,atencion odontologica,cirugia bucal menor,2013-06-01,3,14,3,14,17
SAN JULIAN,atencion odontologica,cirugia bucal menor,2013-06-01,7,24,7,24,31
SAN LORENZO(PND),atencion odontologica,cirugia bucal menor,2013-06-01,3,10,3,10,13
SAN LORENZO(TJA),atencion odontologica,cirugia bucal menor,2013-06-01,98,176,98,176,274
SAN LUCAS,atencion odontologica,cirugia bucal menor,2013-06-01,25,63,25,63,88
SAN MATIAS,atencion odontologica,cirugia bucal menor,2013-06-01,24,20,24,20,44
SAN MIGUEL DE VELASCO,atencion odontologica,cirugia bucal menor,2013-06-01,25,60,25,60,85
SAN PABLO DE LIPEZ,atencion odontologica,cirugia bucal menor,2013-06-01,2,8,2,8,10
SAN PEDRO,atencion odontologica,cirugia bucal menor,2013-06-01,18,29,18,29,47
SAN PEDRO DE BUENA VISTA,atencion odontologica,cirugia bucal menor,2013-06-01,29,51,29,51,80
SAN PEDRO DE CURAHUARA,atencion odontologica,cirugia bucal menor,2013-06-01,3,7,3,7,10
SAN PEDRO DE QUEMES,atencion odontologica,cirugia bucal menor,2013-06-01,0,2,0,2,2
SAN PEDRO DE TIQUINA,atencion odontologica,cirugia bucal menor,2013-06-01,17,25,17,25,42
SAN RAFAEL,atencion odontologica,cirugia bucal menor,2013-06-01,25,47,25,47,72
SAN RAMON BENI,atencion odontologica,cirugia bucal menor,2013-06-01,3,15,3,15,18
SAN RAMON SCZ,atencion odontologica,cirugia bucal menor,2013-06-01,2,3,2,3,5
SANTA ANA,atencion odontologica,cirugia bucal menor,2013-06-01,15,60,15,60,75
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucal menor,2013-06-01,532,650,532,650,1182
SANTA ROSA,atencion odontologica,cirugia bucal menor,2013-06-01,13,24,13,24,37
SANTA ROSA DEL SARA,atencion odontologica,cirugia bucal menor,2013-06-01,33,43,33,43,76
SANTIAGO DE CALLAPA,atencion odontologica,cirugia bucal menor,2013-06-01,8,24,8,24,32
SANTIAGO DE HUARI,atencion odontologica,cirugia bucal menor,2013-06-01,37,50,37,50,87
SANTIAGO DE HUATA,atencion odontologica,cirugia bucal menor,2013-06-01,23,18,23,18,41
SANTIAGO DE MACHACA,atencion odontologica,cirugia bucal menor,2013-06-01,25,34,25,34,59
SANTIVAÑES,atencion odontologica,cirugia bucal menor,2013-06-01,6,12,6,12,18
SANTUARIO DE QUILLACAS,atencion odontologica,cirugia bucal menor,2013-06-01,4,11,4,11,15
SAPAHAQUI,atencion odontologica,cirugia bucal menor,2013-06-01,19,17,19,17,36
SENA,atencion odontologica,cirugia bucal menor,2013-06-01,12,19,12,19,31
SHINAOTA,atencion odontologica,cirugia bucal menor,2013-06-01,4,16,4,16,20
SICA SICA (VILLA AROMA),atencion odontologica,cirugia bucal menor,2013-06-01,28,37,28,37,65
SICAYA,atencion odontologica,cirugia bucal menor,2013-06-01,5,9,5,9,14
SIPE SIPE,atencion odontologica,cirugia bucal menor,2013-06-01,28,41,28,41,69
SOPACHUY,atencion odontologica,cirugia bucal menor,2013-06-01,21,46,21,46,67
SORACACHI,atencion odontologica,cirugia bucal menor,2013-06-01,19,23,19,23,42
SORATA,atencion odontologica,cirugia bucal menor,2013-06-01,34,25,34,25,59
SUCRE,atencion odontologica,cirugia bucal menor,2013-06-01,524,827,524,827,1351
TACACOMA,atencion odontologica,cirugia bucal menor,2013-06-01,18,32,18,32,50
TACOBAMBA,atencion odontologica,cirugia bucal menor,2013-06-01,5,3,5,3,8
TACOPAYA,atencion odontologica,cirugia bucal menor,2013-06-01,14,23,14,23,37
TAHUA,atencion odontologica,cirugia bucal menor,2013-06-01,6,2,6,2,8
TAPACARI,atencion odontologica,cirugia bucal menor,2013-06-01,102,176,102,176,278
TARABUCO,atencion odontologica,cirugia bucal menor,2013-06-01,29,46,29,46,75
TARACO,atencion odontologica,cirugia bucal menor,2013-06-01,18,25,18,25,43
TARATA,atencion odontologica,cirugia bucal menor,2013-06-01,7,15,7,15,22
TARIJA,atencion odontologica,cirugia bucal menor,2013-06-01,560,799,560,799,1359
TARVITA,atencion odontologica,cirugia bucal menor,2013-06-01,36,57,36,57,93
TEOPONTE,atencion odontologica,cirugia bucal menor,2013-06-01,4,1,4,1,5
TIAWANACU,atencion odontologica,cirugia bucal menor,2013-06-01,42,48,42,48,90
TINGUIPAYA,atencion odontologica,cirugia bucal menor,2013-06-01,9,21,9,21,30
TIPUANI,atencion odontologica,cirugia bucal menor,2013-06-01,12,10,12,10,22
TIQUIPAYA,atencion odontologica,cirugia bucal menor,2013-06-01,43,115,43,115,158
TIRAQUE (CBBA),atencion odontologica,cirugia bucal menor,2013-06-01,17,26,17,26,43
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,cirugia bucal menor,2013-06-01,8,14,8,14,22
TOCO,atencion odontologica,cirugia bucal menor,2013-06-01,12,19,12,19,31
TOLATA,atencion odontologica,cirugia bucal menor,2013-06-01,9,25,9,25,34
TOLEDO,atencion odontologica,cirugia bucal menor,2013-06-01,13,17,13,17,30
TOMAVE,atencion odontologica,cirugia bucal menor,2013-06-01,27,64,27,64,91
TOMINA,atencion odontologica,cirugia bucal menor,2013-06-01,22,45,22,45,67
TORO TORO,atencion odontologica,cirugia bucal menor,2013-06-01,13,31,13,31,44
TOTORA(CBBA),atencion odontologica,cirugia bucal menor,2013-06-01,22,48,22,48,70
TOTORA(ORR),atencion odontologica,cirugia bucal menor,2013-06-01,4,5,4,5,9
TRIGAL,atencion odontologica,cirugia bucal menor,2013-06-01,4,17,4,17,21
TRINIDAD,atencion odontologica,cirugia bucal menor,2013-06-01,210,293,210,293,503
TUPIZA,atencion odontologica,cirugia bucal menor,2013-06-01,35,79,35,79,114
TURCO,atencion odontologica,cirugia bucal menor,2013-06-01,13,13,13,13,26
UMALA,atencion odontologica,cirugia bucal menor,2013-06-01,3,6,3,6,9
UNCIA,atencion odontologica,cirugia bucal menor,2013-06-01,17,33,17,33,50
URIONDO (A. CONCEPCION),atencion odontologica,cirugia bucal menor,2013-06-01,61,120,61,120,181
URUBICHA,atencion odontologica,cirugia bucal menor,2013-06-01,10,8,10,8,18
UYUNI,atencion odontologica,cirugia bucal menor,2013-06-01,28,40,28,40,68
VACAS,atencion odontologica,cirugia bucal menor,2013-06-01,11,8,11,8,19
VALLEGRANDE,atencion odontologica,cirugia bucal menor,2013-06-01,33,53,33,53,86
VIACHA,atencion odontologica,cirugia bucal menor,2013-06-01,44,82,44,82,126
VILA VILA,atencion odontologica,cirugia bucal menor,2013-06-01,1,0,1,0,1
VILLA CHARCAS,atencion odontologica,cirugia bucal menor,2013-06-01,10,29,10,29,39
VILLA MONTES,atencion odontologica,cirugia bucal menor,2013-06-01,158,310,158,310,468
VILLA NUEVA (LOMA ALTA),atencion odontologica,cirugia bucal menor,2013-06-01,5,5,5,5,10
VILLA RIVERO,atencion odontologica,cirugia bucal menor,2013-06-01,8,4,8,4,12
VILLA SERRANO,atencion odontologica,cirugia bucal menor,2013-06-01,29,41,29,41,70
VILLA TUNARI,atencion odontologica,cirugia bucal menor,2013-06-01,63,125,63,125,188
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,cirugia bucal menor,2013-06-01,4,12,4,12,16
VILLAZON,atencion odontologica,cirugia bucal menor,2013-06-01,31,118,31,118,149
VINTO,atencion odontologica,cirugia bucal menor,2013-06-01,16,27,16,27,43
VITICHI,atencion odontologica,cirugia bucal menor,2013-06-01,28,50,28,50,78
WALDO BALLIVIAN,atencion odontologica,cirugia bucal menor,2013-06-01,13,17,13,17,30
WARNES,atencion odontologica,cirugia bucal menor,2013-06-01,129,200,129,200,329
YACO,atencion odontologica,cirugia bucal menor,2013-06-01,4,17,4,17,21
YACUIBA,atencion odontologica,cirugia bucal menor,2013-06-01,148,309,148,309,457
YAMPARAEZ,atencion odontologica,cirugia bucal menor,2013-06-01,7,31,7,31,38
YANACACHI,atencion odontologica,cirugia bucal menor,2013-06-01,17,14,17,14,31
YAPACANI,atencion odontologica,cirugia bucal menor,2013-06-01,18,20,18,20,38
YOCALLA,atencion odontologica,cirugia bucal menor,2013-06-01,14,33,14,33,47
YOTALA,atencion odontologica,cirugia bucal menor,2013-06-01,12,22,12,22,34
YUNCHARA,atencion odontologica,cirugia bucal menor,2013-06-01,51,91,51,91,142
ZUDAÑEZ,atencion odontologica,cirugia bucal menor,2013-06-01,10,27,10,27,37
ACACIO,atencion odontologica,cirugia bucal menor,2013-07-01,6,8,6,8,14
ACHACACHI,atencion odontologica,cirugia bucal menor,2013-07-01,191,204,191,204,395
ACHOCALLA,atencion odontologica,cirugia bucal menor,2013-07-01,24,32,24,32,56
AIQUILE,atencion odontologica,cirugia bucal menor,2013-07-01,21,27,21,27,48
ALALAY,atencion odontologica,cirugia bucal menor,2013-07-01,1,3,1,3,4
ALCALA,atencion odontologica,cirugia bucal menor,2013-07-01,22,47,22,47,69
ALTO BENI,atencion odontologica,cirugia bucal menor,2013-07-01,9,17,9,17,26
ANCORAIMES,atencion odontologica,cirugia bucal menor,2013-07-01,27,32,27,32,59
ANDAMARCA,atencion odontologica,cirugia bucal menor,2013-07-01,19,16,19,16,35
ANTEQUERA,atencion odontologica,cirugia bucal menor,2013-07-01,19,26,19,26,45
ANZALDO,atencion odontologica,cirugia bucal menor,2013-07-01,13,21,13,21,34
APOLO,atencion odontologica,cirugia bucal menor,2013-07-01,7,42,7,42,49
ARAMPAMPA,atencion odontologica,cirugia bucal menor,2013-07-01,2,7,2,7,9
ARANI,atencion odontologica,cirugia bucal menor,2013-07-01,11,33,11,33,44
ARBIETO,atencion odontologica,cirugia bucal menor,2013-07-01,11,16,11,16,27
ARQUE,atencion odontologica,cirugia bucal menor,2013-07-01,15,24,15,24,39
ASCENCION DE GUARAYOS,atencion odontologica,cirugia bucal menor,2013-07-01,37,75,37,75,112
ATOCHA,atencion odontologica,cirugia bucal menor,2013-07-01,94,119,94,119,213
AUCAPATA,atencion odontologica,cirugia bucal menor,2013-07-01,24,21,24,21,45
AYATA,atencion odontologica,cirugia bucal menor,2013-07-01,25,32,25,32,57
AYO AYO,atencion odontologica,cirugia bucal menor,2013-07-01,10,27,10,27,37
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,cirugia bucal menor,2013-07-01,48,62,48,62,110
AZURDUY,atencion odontologica,cirugia bucal menor,2013-07-01,2,18,2,18,20
BATALLAS,atencion odontologica,cirugia bucal menor,2013-07-01,15,31,15,31,46
BAURES,atencion odontologica,cirugia bucal menor,2013-07-01,8,12,8,12,20
BELEN DE ANDAMARCA,atencion odontologica,cirugia bucal menor,2013-07-01,0,1,0,1,1
BELEN DE URMIRI,atencion odontologica,cirugia bucal menor,2013-07-01,6,11,6,11,17
BELLA FLOR,atencion odontologica,cirugia bucal menor,2013-07-01,5,5,5,5,10
BERMEJO,atencion odontologica,cirugia bucal menor,2013-07-01,127,223,127,223,350
BETANZOS,atencion odontologica,cirugia bucal menor,2013-07-01,45,71,45,71,116
BOLIVAR,atencion odontologica,cirugia bucal menor,2013-07-01,26,36,26,36,62
BOLPEBRA,atencion odontologica,cirugia bucal menor,2013-07-01,5,3,5,3,8
BOYUIBE,atencion odontologica,cirugia bucal menor,2013-07-01,18,16,18,16,34
BUENA VISTA,atencion odontologica,cirugia bucal menor,2013-07-01,7,12,7,12,19
CABEZAS,atencion odontologica,cirugia bucal menor,2013-07-01,36,52,36,52,88
CAIROMA,atencion odontologica,cirugia bucal menor,2013-07-01,28,50,28,50,78
"CAIZA ""D""",atencion odontologica,cirugia bucal menor,2013-07-01,13,17,13,17,30
CAJUATA,atencion odontologica,cirugia bucal menor,2013-07-01,31,54,31,54,85
CALACOTO,atencion odontologica,cirugia bucal menor,2013-07-01,31,34,31,34,65
CALAMARCA,atencion odontologica,cirugia bucal menor,2013-07-01,42,72,42,72,114
CAMARGO,atencion odontologica,cirugia bucal menor,2013-07-01,45,21,45,21,66
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,cirugia bucal menor,2013-07-01,18,13,18,13,31
CAMIRI,atencion odontologica,cirugia bucal menor,2013-07-01,48,130,48,130,178
CAPINOTA,atencion odontologica,cirugia bucal menor,2013-07-01,30,36,30,36,66
CAQUIAVIRI,atencion odontologica,cirugia bucal menor,2013-07-01,6,12,6,12,18
CARACOLLO,atencion odontologica,cirugia bucal menor,2013-07-01,39,43,39,43,82
CARANAVI,atencion odontologica,cirugia bucal menor,2013-07-01,24,25,24,25,49
CARAPARI,atencion odontologica,cirugia bucal menor,2013-07-01,70,94,70,94,164
CARIPUYO,atencion odontologica,cirugia bucal menor,2013-07-01,16,20,16,20,36
CARMEN RIVERO TORREZ,atencion odontologica,cirugia bucal menor,2013-07-01,60,71,60,71,131
CATACORA,atencion odontologica,cirugia bucal menor,2013-07-01,11,19,11,19,30
CHALLAPATA,atencion odontologica,cirugia bucal menor,2013-07-01,86,103,86,103,189
CHAQUI,atencion odontologica,cirugia bucal menor,2013-07-01,8,16,8,16,24
CHARAGUA,atencion odontologica,cirugia bucal menor,2013-07-01,58,106,58,106,164
CHARAÑA,atencion odontologica,cirugia bucal menor,2013-07-01,10,22,10,22,32
CHAYANTA,atencion odontologica,cirugia bucal menor,2013-07-01,22,52,22,52,74
CHIMORE,atencion odontologica,cirugia bucal menor,2013-07-01,14,16,14,16,30
CHIPAYA,atencion odontologica,cirugia bucal menor,2013-07-01,5,4,5,4,9
CHOQUE COTA,atencion odontologica,cirugia bucal menor,2013-07-01,7,7,7,7,14
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,cirugia bucal menor,2013-07-01,48,37,48,37,85
CHUMA,atencion odontologica,cirugia bucal menor,2013-07-01,87,142,87,142,229
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,cirugia bucal menor,2013-07-01,13,29,13,29,42
CKOCHAS,atencion odontologica,cirugia bucal menor,2013-07-01,8,22,8,22,30
CLIZA,atencion odontologica,cirugia bucal menor,2013-07-01,30,62,30,62,92
COBIJA,atencion odontologica,cirugia bucal menor,2013-07-01,85,82,85,82,167
COCAPATA,atencion odontologica,cirugia bucal menor,2013-07-01,24,53,24,53,77
COCHABAMBA,atencion odontologica,cirugia bucal menor,2013-07-01,880,1260,880,1260,2140
COIPASA,atencion odontologica,cirugia bucal menor,2013-07-01,3,1,3,1,4
COLCAPIRHUA,atencion odontologica,cirugia bucal menor,2013-07-01,43,80,43,80,123
"COLCHA ""K""",atencion odontologica,cirugia bucal menor,2013-07-01,30,27,30,27,57
COLLANA,atencion odontologica,cirugia bucal menor,2013-07-01,10,26,10,26,36
COLOMI,atencion odontologica,cirugia bucal menor,2013-07-01,13,20,13,20,33
COLPA BELGICA,atencion odontologica,cirugia bucal menor,2013-07-01,5,15,5,15,20
COLQUECHACA,atencion odontologica,cirugia bucal menor,2013-07-01,62,121,62,121,183
COLQUENCHA,atencion odontologica,cirugia bucal menor,2013-07-01,12,28,12,28,40
COLQUIRI,atencion odontologica,cirugia bucal menor,2013-07-01,51,59,51,59,110
COMANCHE,atencion odontologica,cirugia bucal menor,2013-07-01,9,32,9,32,41
COMARAPA,atencion odontologica,cirugia bucal menor,2013-07-01,18,51,18,51,69
COMBAYA,atencion odontologica,cirugia bucal menor,2013-07-01,6,13,6,13,19
