,group,variable,month,PERIODONCIAS CANTIDAD,PERIODONCIAS CANTIDAD,TOTALES,TOTALES,TOTALES
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,periodoncias,2013-07-01,8,15,8,15,23
AZURDUY,atencion odontologica,periodoncias,2013-07-01,1,3,1,3,4
BAURES,atencion odontologica,periodoncias,2013-07-01,5,4,5,4,9
BELEN DE ANDAMARCA,atencion odontologica,periodoncias,2013-07-01,4,1,4,1,5
BELEN DE URMIRI,atencion odontologica,periodoncias,2013-07-01,0,1,0,1,1
BELLA FLOR,atencion odontologica,periodoncias,2013-07-01,2,1,2,1,3
BERMEJO,atencion odontologica,periodoncias,2013-07-01,48,94,48,94,142
BETANZOS,atencion odontologica,periodoncias,2013-07-01,6,9,6,9,15
BOLIVAR,atencion odontologica,periodoncias,2013-07-01,1,4,1,4,5
BOLPEBRA,atencion odontologica,periodoncias,2013-07-01,0,9,0,9,9
BUENA VISTA,atencion odontologica,periodoncias,2013-07-01,0,1,0,1,1
CABEZAS,atencion odontologica,periodoncias,2013-07-01,36,43,36,43,79
CAJUATA,atencion odontologica,periodoncias,2013-07-01,2,2,2,2,4
CALACOTO,atencion odontologica,periodoncias,2013-07-01,1,0,1,0,1
CAMARGO,atencion odontologica,periodoncias,2013-07-01,5,2,5,2,7
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,periodoncias,2013-07-01,1,7,1,7,8
CAMIRI,atencion odontologica,periodoncias,2013-07-01,25,45,25,45,70
CAPINOTA,atencion odontologica,periodoncias,2013-07-01,8,22,8,22,30
CARACOLLO,atencion odontologica,periodoncias,2013-07-01,7,10,7,10,17
CARANAVI,atencion odontologica,periodoncias,2013-07-01,40,43,40,43,83
CARAPARI,atencion odontologica,periodoncias,2013-07-01,14,24,14,24,38
CARMEN RIVERO TORREZ,atencion odontologica,periodoncias,2013-07-01,3,18,3,18,21
CHALLAPATA,atencion odontologica,periodoncias,2013-07-01,0,10,0,10,10
CHARAGUA,atencion odontologica,periodoncias,2013-07-01,5,10,5,10,15
CHAYANTA,atencion odontologica,periodoncias,2013-07-01,1,1,1,1,2
CHIMORE,atencion odontologica,periodoncias,2013-07-01,3,1,3,1,4
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,periodoncias,2013-07-01,3,14,3,14,17
CHUMA,atencion odontologica,periodoncias,2013-07-01,5,15,5,15,20
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,periodoncias,2013-07-01,0,15,0,15,15
CLIZA,atencion odontologica,periodoncias,2013-07-01,22,55,22,55,77
COBIJA,atencion odontologica,periodoncias,2013-07-01,9,18,9,18,27
COCAPATA,atencion odontologica,periodoncias,2013-07-01,1,10,1,10,11
COCHABAMBA,atencion odontologica,periodoncias,2013-07-01,1193,1659,1193,1659,2852
COIPASA,atencion odontologica,periodoncias,2013-07-01,1,4,1,4,5
COLCAPIRHUA,atencion odontologica,periodoncias,2013-07-01,5,27,5,27,32
"COLCHA ""K""",atencion odontologica,periodoncias,2013-07-01,0,2,0,2,2
COLOMI,atencion odontologica,periodoncias,2013-07-01,1,3,1,3,4
COLPA BELGICA,atencion odontologica,periodoncias,2013-07-01,1,14,1,14,15
COLQUECHACA,atencion odontologica,periodoncias,2013-07-01,2,11,2,11,13
COLQUENCHA,atencion odontologica,periodoncias,2013-07-01,0,1,0,1,1
COLQUIRI,atencion odontologica,periodoncias,2013-07-01,1,3,1,3,4
COMANCHE,atencion odontologica,periodoncias,2013-07-01,1,1,1,1,2
COMARAPA,atencion odontologica,periodoncias,2013-07-01,0,12,0,12,12
COMBAYA,atencion odontologica,periodoncias,2013-07-01,0,3,0,3,3
CONCEPCION,atencion odontologica,periodoncias,2013-07-01,2,3,2,3,5
COPACABANA,atencion odontologica,periodoncias,2013-07-01,3,19,3,19,22
CORO CORO,atencion odontologica,periodoncias,2013-07-01,0,1,0,1,1
COROICO,atencion odontologica,periodoncias,2013-07-01,0,5,0,5,5
COTAGAITA,atencion odontologica,periodoncias,2013-07-01,18,23,18,23,41
COTOCA,atencion odontologica,periodoncias,2013-07-01,0,45,0,45,45
CUATRO CAÑADAS,atencion odontologica,periodoncias,2013-07-01,0,2,0,2,2
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,periodoncias,2013-07-01,1,6,1,6,7
CUEVO,atencion odontologica,periodoncias,2013-07-01,0,1,0,1,1
CULPINA,atencion odontologica,periodoncias,2013-07-01,6,2,6,2,8
CURVA,atencion odontologica,periodoncias,2013-07-01,0,2,0,2,2
DESAGUADERO,atencion odontologica,periodoncias,2013-07-01,5,3,5,3,8
EL ALTO,atencion odontologica,periodoncias,2013-07-01,256,397,256,397,653
EL TORNO,atencion odontologica,periodoncias,2013-07-01,10,56,10,56,66
ENTRE RIOS TRJ,atencion odontologica,periodoncias,2013-07-01,4,8,4,8,12
ENTRE RIOS CBBA,atencion odontologica,periodoncias,2013-07-01,0,24,0,24,24
EUCALIPTUS,atencion odontologica,periodoncias,2013-07-01,0,4,0,4,4
FERNANDEZ ALONSO,atencion odontologica,periodoncias,2013-07-01,5,6,5,6,11
GENERAL SAAVEDRA,atencion odontologica,periodoncias,2013-07-01,0,11,0,11,11
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,periodoncias,2013-07-01,0,3,0,3,3
GUANAY,atencion odontologica,periodoncias,2013-07-01,10,26,10,26,36
GUAYARAMERIN,atencion odontologica,periodoncias,2013-07-01,6,44,6,44,50
GUTIERREZ,atencion odontologica,periodoncias,2013-07-01,0,2,0,2,2
HUACARETA,atencion odontologica,periodoncias,2013-07-01,0,1,0,1,1
HUACAYA (VILLA DE HUACAYA),atencion odontologica,periodoncias,2013-07-01,2,2,2,2,4
HUACHACALLA,atencion odontologica,periodoncias,2013-07-01,1,0,1,0,1
HUANUNI,atencion odontologica,periodoncias,2013-07-01,3,5,3,5,8
HUARACAJE,atencion odontologica,periodoncias,2013-07-01,0,17,0,17,17
HUAYLLAMARCA,atencion odontologica,periodoncias,2013-07-01,1,3,1,3,4
ICLA,atencion odontologica,periodoncias,2013-07-01,0,3,0,3,3
INCAHUASI,atencion odontologica,periodoncias,2013-07-01,3,2,3,2,5
INQUISIVI,atencion odontologica,periodoncias,2013-07-01,1,3,1,3,4
IRUPANA (VILLA DE LANZA),atencion odontologica,periodoncias,2013-07-01,0,1,0,1,1
IXIAMAS,atencion odontologica,periodoncias,2013-07-01,0,1,0,1,1
JESUS DE MACHACA,atencion odontologica,periodoncias,2013-07-01,1,6,1,6,7
LA ASUNTA,atencion odontologica,periodoncias,2013-07-01,15,27,15,27,42
LA GUARDIA,atencion odontologica,periodoncias,2013-07-01,8,30,8,30,38
LA PAZ,atencion odontologica,periodoncias,2013-07-01,454,646,454,646,1100
LAGUNILLAS,atencion odontologica,periodoncias,2013-07-01,0,8,0,8,8
LAJA,atencion odontologica,periodoncias,2013-07-01,3,0,3,0,3
LLALLAGUA,atencion odontologica,periodoncias,2013-07-01,2,10,2,10,12
MACHACAMARCA,atencion odontologica,periodoncias,2013-07-01,0,3,0,3,3
MACHARETI,atencion odontologica,periodoncias,2013-07-01,0,3,0,3,3
MAGDALENA,atencion odontologica,periodoncias,2013-07-01,3,2,3,2,5
MAIRANA,atencion odontologica,periodoncias,2013-07-01,1,1,1,1,2
MAPIRI,atencion odontologica,periodoncias,2013-07-01,1,1,1,1,2
MECAPACA,atencion odontologica,periodoncias,2013-07-01,4,9,4,9,13
MINEROS,atencion odontologica,periodoncias,2013-07-01,1,3,1,3,4
MIZQUE,atencion odontologica,periodoncias,2013-07-01,1,5,1,5,6
MOCOMOCO,atencion odontologica,periodoncias,2013-07-01,0,1,0,1,1
MOJOCOYA,atencion odontologica,periodoncias,2013-07-01,2,4,2,4,6
MONTEAGUDO,atencion odontologica,periodoncias,2013-07-01,7,9,7,9,16
MONTERO,atencion odontologica,periodoncias,2013-07-01,17,28,17,28,45
MOROCHATA,atencion odontologica,periodoncias,2013-07-01,3,13,3,13,16
OKINAWA,atencion odontologica,periodoncias,2013-07-01,3,4,3,4,7
OMEREQUE,atencion odontologica,periodoncias,2013-07-01,0,2,0,2,2
ORURO,atencion odontologica,periodoncias,2013-07-01,127,173,127,173,300
PADCAYA,atencion odontologica,periodoncias,2013-07-01,6,15,6,15,21
PADILLA,atencion odontologica,periodoncias,2013-07-01,30,33,30,33,63
PAILON,atencion odontologica,periodoncias,2013-07-01,2,4,2,4,6
PALCA,atencion odontologica,periodoncias,2013-07-01,3,9,3,9,12
PALOS BLANCOS,atencion odontologica,periodoncias,2013-07-01,0,1,0,1,1
PAMPA AULLAGAS,atencion odontologica,periodoncias,2013-07-01,0,1,0,1,1
PATACAMAYA,atencion odontologica,periodoncias,2013-07-01,3,11,3,11,14
PELECHUCO,atencion odontologica,periodoncias,2013-07-01,0,3,0,3,3
POCOATA,atencion odontologica,periodoncias,2013-07-01,0,27,0,27,27
POCONA,atencion odontologica,periodoncias,2013-07-01,0,10,0,10,10
POJO (CBBA),atencion odontologica,periodoncias,2013-07-01,3,25,3,25,28
POOPO,atencion odontologica,periodoncias,2013-07-01,0,3,0,3,3
POROMA,atencion odontologica,periodoncias,2013-07-01,3,24,3,24,27
PORTACHUELO,atencion odontologica,periodoncias,2013-07-01,4,9,4,9,13
PORVENIR,atencion odontologica,periodoncias,2013-07-01,3,1,3,1,4
POTOSI,atencion odontologica,periodoncias,2013-07-01,94,170,94,170,264
PRESTO,atencion odontologica,periodoncias,2013-07-01,0,2,0,2,2
PUERTO ACOSTA,atencion odontologica,periodoncias,2013-07-01,0,1,0,1,1
PUERTO CARABUCO,atencion odontologica,periodoncias,2013-07-01,2,2,2,2,4
PUERTO GONZALO MORENO,atencion odontologica,periodoncias,2013-07-01,1,6,1,6,7
PUERTO QUIJARRO,atencion odontologica,periodoncias,2013-07-01,0,4,0,4,4
PUERTO RICO,atencion odontologica,periodoncias,2013-07-01,0,18,0,18,18
PUERTO SUAREZ,atencion odontologica,periodoncias,2013-07-01,1,11,1,11,12
PUERTO VILLARROEL,atencion odontologica,periodoncias,2013-07-01,5,13,5,13,18
PUNA,atencion odontologica,periodoncias,2013-07-01,0,3,0,3,3
PUNATA,atencion odontologica,periodoncias,2013-07-01,8,53,8,53,61
QUIABAYA,atencion odontologica,periodoncias,2013-07-01,0,5,0,5,5
QUILLACOLLO,atencion odontologica,periodoncias,2013-07-01,19,77,19,77,96
QUIME,atencion odontologica,periodoncias,2013-07-01,9,5,9,5,14
REYES,atencion odontologica,periodoncias,2013-07-01,11,12,11,12,23
RIBERALTA,atencion odontologica,periodoncias,2013-07-01,15,77,15,77,92
ROBORE,atencion odontologica,periodoncias,2013-07-01,3,9,3,9,12
RURRENABAQUE,atencion odontologica,periodoncias,2013-07-01,7,10,7,10,17
SACABA,atencion odontologica,periodoncias,2013-07-01,18,41,18,41,59
SACABAMBA,atencion odontologica,periodoncias,2013-07-01,0,1,0,1,1
SACACA,atencion odontologica,periodoncias,2013-07-01,0,7,0,7,7
SAIPINA,atencion odontologica,periodoncias,2013-07-01,1,0,1,0,1
SALINAS DE GARCI MENDOZA,atencion odontologica,periodoncias,2013-07-01,1,3,1,3,4
SAN AGUSTIN,atencion odontologica,periodoncias,2013-07-01,1,1,1,1,2
SAN ANDRES,atencion odontologica,periodoncias,2013-07-01,0,2,0,2,2
SAN ANDRES DE MACHACA,atencion odontologica,periodoncias,2013-07-01,1,5,1,5,6
SAN BENITO,atencion odontologica,periodoncias,2013-07-01,5,11,5,11,16
SAN BORJA,atencion odontologica,periodoncias,2013-07-01,18,31,18,31,49
SAN BUENA VENTURA,atencion odontologica,periodoncias,2013-07-01,8,9,8,9,17
SAN CARLOS,atencion odontologica,periodoncias,2013-07-01,10,12,10,12,22
SAN IGNACIO,atencion odontologica,periodoncias,2013-07-01,1,9,1,9,10
SAN IGNACIO DE VELASCO,atencion odontologica,periodoncias,2013-07-01,1,3,1,3,4
SAN JAVIER(BNI),atencion odontologica,periodoncias,2013-07-01,0,2,0,2,2
SAN JAVIER(STC),atencion odontologica,periodoncias,2013-07-01,0,6,0,6,6
SAN JOSE DE CHIQUITOS,atencion odontologica,periodoncias,2013-07-01,0,1,0,1,1
SAN JULIAN,atencion odontologica,periodoncias,2013-07-01,14,29,14,29,43
SAN LORENZO(TJA),atencion odontologica,periodoncias,2013-07-01,3,5,3,5,8
SAN LUCAS,atencion odontologica,periodoncias,2013-07-01,4,7,4,7,11
SAN MATIAS,atencion odontologica,periodoncias,2013-07-01,0,1,0,1,1
SAN MIGUEL DE VELASCO,atencion odontologica,periodoncias,2013-07-01,0,7,0,7,7
SAN PEDRO,atencion odontologica,periodoncias,2013-07-01,1,4,1,4,5
SAN PEDRO DE BUENA VISTA,atencion odontologica,periodoncias,2013-07-01,2,9,2,9,11
SAN RAFAEL,atencion odontologica,periodoncias,2013-07-01,15,24,15,24,39
SAN RAMON SCZ,atencion odontologica,periodoncias,2013-07-01,6,9,6,9,15
SANTA ANA,atencion odontologica,periodoncias,2013-07-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,atencion odontologica,periodoncias,2013-07-01,595,1246,595,1246,1841
SANTA ROSA,atencion odontologica,periodoncias,2013-07-01,0,1,0,1,1
SANTA ROSA DEL SARA,atencion odontologica,periodoncias,2013-07-01,1,2,1,2,3
SANTIAGO DE HUARI,atencion odontologica,periodoncias,2013-07-01,5,4,5,4,9
SANTIAGO DE HUATA,atencion odontologica,periodoncias,2013-07-01,5,12,5,12,17
SANTIAGO DE MACHACA,atencion odontologica,periodoncias,2013-07-01,5,1,5,1,6
SANTIVAÑES,atencion odontologica,periodoncias,2013-07-01,0,5,0,5,5
SENA,atencion odontologica,periodoncias,2013-07-01,0,1,0,1,1
SHINAOTA,atencion odontologica,periodoncias,2013-07-01,0,5,0,5,5
SICAYA,atencion odontologica,periodoncias,2013-07-01,0,5,0,5,5
SIPE SIPE,atencion odontologica,periodoncias,2013-07-01,11,41,11,41,52
SOPACHUY,atencion odontologica,periodoncias,2013-07-01,0,2,0,2,2
SORACACHI,atencion odontologica,periodoncias,2013-07-01,0,1,0,1,1
SORATA,atencion odontologica,periodoncias,2013-07-01,4,6,4,6,10
SUCRE,atencion odontologica,periodoncias,2013-07-01,362,530,362,530,892
TAHUA,atencion odontologica,periodoncias,2013-07-01,3,2,3,2,5
TAPACARI,atencion odontologica,periodoncias,2013-07-01,6,13,6,13,19
TARABUCO,atencion odontologica,periodoncias,2013-07-01,0,8,0,8,8
TARATA,atencion odontologica,periodoncias,2013-07-01,1,6,1,6,7
TARIJA,atencion odontologica,periodoncias,2013-07-01,216,302,216,302,518
TARVITA,atencion odontologica,periodoncias,2013-07-01,7,12,7,12,19
TEOPONTE,atencion odontologica,periodoncias,2013-07-01,0,4,0,4,4
TIAWANACU,atencion odontologica,periodoncias,2013-07-01,1,3,1,3,4
TINGUIPAYA,atencion odontologica,periodoncias,2013-07-01,0,1,0,1,1
TIQUIPAYA,atencion odontologica,periodoncias,2013-07-01,21,85,21,85,106
TIRAQUE (CBBA),atencion odontologica,periodoncias,2013-07-01,2,4,2,4,6
TOCO,atencion odontologica,periodoncias,2013-07-01,8,13,8,13,21
TOLATA,atencion odontologica,periodoncias,2013-07-01,0,4,0,4,4
TOLEDO,atencion odontologica,periodoncias,2013-07-01,2,1,2,1,3
TOMAVE,atencion odontologica,periodoncias,2013-07-01,0,1,0,1,1
TOMINA,atencion odontologica,periodoncias,2013-07-01,6,49,6,49,55
TORO TORO,atencion odontologica,periodoncias,2013-07-01,5,18,5,18,23
TOTORA(CBBA),atencion odontologica,periodoncias,2013-07-01,0,4,0,4,4
TRINIDAD,atencion odontologica,periodoncias,2013-07-01,56,140,56,140,196
TUPIZA,atencion odontologica,periodoncias,2013-07-01,12,13,12,13,25
TURCO,atencion odontologica,periodoncias,2013-07-01,0,1,0,1,1
UMALA,atencion odontologica,periodoncias,2013-07-01,4,2,4,2,6
UNCIA,atencion odontologica,periodoncias,2013-07-01,10,13,10,13,23
URIONDO (A. CONCEPCION),atencion odontologica,periodoncias,2013-07-01,4,11,4,11,15
URUBICHA,atencion odontologica,periodoncias,2013-07-01,0,1,0,1,1
UYUNI,atencion odontologica,periodoncias,2013-07-01,0,1,0,1,1
VACAS,atencion odontologica,periodoncias,2013-07-01,0,3,0,3,3
VALLEGRANDE,atencion odontologica,periodoncias,2013-07-01,1,17,1,17,18
VIACHA,atencion odontologica,periodoncias,2013-07-01,11,36,11,36,47
VILA VILA,atencion odontologica,periodoncias,2013-07-01,0,1,0,1,1
VILLA CHARCAS,atencion odontologica,periodoncias,2013-07-01,0,3,0,3,3
VILLA MONTES,atencion odontologica,periodoncias,2013-07-01,21,44,21,44,65
VILLA RIVERO,atencion odontologica,periodoncias,2013-07-01,10,16,10,16,26
VILLA SERRANO,atencion odontologica,periodoncias,2013-07-01,2,4,2,4,6
VILLA TUNARI,atencion odontologica,periodoncias,2013-07-01,6,58,6,58,64
VILLAZON,atencion odontologica,periodoncias,2013-07-01,3,14,3,14,17
VINTO,atencion odontologica,periodoncias,2013-07-01,1,18,1,18,19
VITICHI,atencion odontologica,periodoncias,2013-07-01,3,2,3,2,5
WARNES,atencion odontologica,periodoncias,2013-07-01,7,19,7,19,26
YACUIBA,atencion odontologica,periodoncias,2013-07-01,57,91,57,91,148
YAMPARAEZ,atencion odontologica,periodoncias,2013-07-01,6,11,6,11,17
YANACACHI,atencion odontologica,periodoncias,2013-07-01,0,1,0,1,1
YAPACANI,atencion odontologica,periodoncias,2013-07-01,10,30,10,30,40
YOCALLA,atencion odontologica,periodoncias,2013-07-01,1,7,1,7,8
YOTALA,atencion odontologica,periodoncias,2013-07-01,1,7,1,7,8
YUNCHARA,atencion odontologica,periodoncias,2013-07-01,3,7,3,7,10
ZUDAÑEZ,atencion odontologica,periodoncias,2013-07-01,1,9,1,9,10
ACACIO,atencion odontologica,periodoncias,2013-08-01,2,0,2,0,2
ACHACACHI,atencion odontologica,periodoncias,2013-08-01,41,59,41,59,100
ACHOCALLA,atencion odontologica,periodoncias,2013-08-01,1,0,1,0,1
AIQUILE,atencion odontologica,periodoncias,2013-08-01,12,11,12,11,23
ALALAY,atencion odontologica,periodoncias,2013-08-01,1,0,1,0,1
ALCALA,atencion odontologica,periodoncias,2013-08-01,1,6,1,6,7
ALTO BENI,atencion odontologica,periodoncias,2013-08-01,1,1,1,1,2
ANDAMARCA,atencion odontologica,periodoncias,2013-08-01,1,2,1,2,3
ANTEQUERA,atencion odontologica,periodoncias,2013-08-01,1,0,1,0,1
ANZALDO,atencion odontologica,periodoncias,2013-08-01,6,3,6,3,9
APOLO,atencion odontologica,periodoncias,2013-08-01,1,0,1,0,1
ARAMPAMPA,atencion odontologica,periodoncias,2013-08-01,0,4,0,4,4
ARANI,atencion odontologica,periodoncias,2013-08-01,2,1,2,1,3
ARBIETO,atencion odontologica,periodoncias,2013-08-01,3,28,3,28,31
ARQUE,atencion odontologica,periodoncias,2013-08-01,0,4,0,4,4
ASCENCION DE GUARAYOS,atencion odontologica,periodoncias,2013-08-01,13,12,13,12,25
ATOCHA,atencion odontologica,periodoncias,2013-08-01,33,36,33,36,69
AYO AYO,atencion odontologica,periodoncias,2013-08-01,0,1,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,periodoncias,2013-08-01,10,18,10,18,28
AZURDUY,atencion odontologica,periodoncias,2013-08-01,4,3,4,3,7
BELLA FLOR,atencion odontologica,periodoncias,2013-08-01,0,1,0,1,1
BERMEJO,atencion odontologica,periodoncias,2013-08-01,20,54,20,54,74
BETANZOS,atencion odontologica,periodoncias,2013-08-01,5,4,5,4,9
BOLIVAR,atencion odontologica,periodoncias,2013-08-01,0,2,0,2,2
BOLPEBRA,atencion odontologica,periodoncias,2013-08-01,0,1,0,1,1
BUENA VISTA,atencion odontologica,periodoncias,2013-08-01,2,1,2,1,3
CABEZAS,atencion odontologica,periodoncias,2013-08-01,37,40,37,40,77
CAIROMA,atencion odontologica,periodoncias,2013-08-01,25,27,25,27,52
"CAIZA ""D""",atencion odontologica,periodoncias,2013-08-01,0,3,0,3,3
CAJUATA,atencion odontologica,periodoncias,2013-08-01,0,7,0,7,7
CALACOTO,atencion odontologica,periodoncias,2013-08-01,19,9,19,9,28
CAMARGO,atencion odontologica,periodoncias,2013-08-01,12,15,12,15,27
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,periodoncias,2013-08-01,0,1,0,1,1
CAMIRI,atencion odontologica,periodoncias,2013-08-01,35,57,35,57,92
CAPINOTA,atencion odontologica,periodoncias,2013-08-01,13,15,13,15,28
CARACOLLO,atencion odontologica,periodoncias,2013-08-01,2,11,2,11,13
CARANAVI,atencion odontologica,periodoncias,2013-08-01,45,39,45,39,84
CARAPARI,atencion odontologica,periodoncias,2013-08-01,13,18,13,18,31
CARMEN RIVERO TORREZ,atencion odontologica,periodoncias,2013-08-01,9,17,9,17,26
CHALLAPATA,atencion odontologica,periodoncias,2013-08-01,3,8,3,8,11
CHAQUI,atencion odontologica,periodoncias,2013-08-01,0,2,0,2,2
CHARAGUA,atencion odontologica,periodoncias,2013-08-01,14,5,14,5,19
CHARAÑA,atencion odontologica,periodoncias,2013-08-01,0,2,0,2,2
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,periodoncias,2013-08-01,4,7,4,7,11
CHUMA,atencion odontologica,periodoncias,2013-08-01,3,6,3,6,9
CKOCHAS,atencion odontologica,periodoncias,2013-08-01,1,2,1,2,3
CLIZA,atencion odontologica,periodoncias,2013-08-01,8,33,8,33,41
COBIJA,atencion odontologica,periodoncias,2013-08-01,26,22,26,22,48
COCAPATA,atencion odontologica,periodoncias,2013-08-01,2,26,2,26,28
COCHABAMBA,atencion odontologica,periodoncias,2013-08-01,716,1075,716,1075,1791
COIPASA,atencion odontologica,periodoncias,2013-08-01,0,1,0,1,1
COLCAPIRHUA,atencion odontologica,periodoncias,2013-08-01,1,29,1,29,30
"COLCHA ""K""",atencion odontologica,periodoncias,2013-08-01,1,2,1,2,3
COLOMI,atencion odontologica,periodoncias,2013-08-01,1,9,1,9,10
COLPA BELGICA,atencion odontologica,periodoncias,2013-08-01,0,8,0,8,8
COLQUECHACA,atencion odontologica,periodoncias,2013-08-01,0,12,0,12,12
COLQUENCHA,atencion odontologica,periodoncias,2013-08-01,0,1,0,1,1
COLQUIRI,atencion odontologica,periodoncias,2013-08-01,1,0,1,0,1
COMANCHE,atencion odontologica,periodoncias,2013-08-01,1,0,1,0,1
COMARAPA,atencion odontologica,periodoncias,2013-08-01,4,9,4,9,13
COMBAYA,atencion odontologica,periodoncias,2013-08-01,0,5,0,5,5
CONCEPCION,atencion odontologica,periodoncias,2013-08-01,0,2,0,2,2
COPACABANA,atencion odontologica,periodoncias,2013-08-01,0,7,0,7,7
CORO CORO,atencion odontologica,periodoncias,2013-08-01,0,2,0,2,2
COROICO,atencion odontologica,periodoncias,2013-08-01,5,1,5,1,6
COTAGAITA,atencion odontologica,periodoncias,2013-08-01,12,12,12,12,24
COTOCA,atencion odontologica,periodoncias,2013-08-01,0,10,0,10,10
CUATRO CAÑADAS,atencion odontologica,periodoncias,2013-08-01,0,1,0,1,1
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,periodoncias,2013-08-01,0,4,0,4,4
CUEVO,atencion odontologica,periodoncias,2013-08-01,0,1,0,1,1
CULPINA,atencion odontologica,periodoncias,2013-08-01,0,5,0,5,5
CURVA,atencion odontologica,periodoncias,2013-08-01,0,1,0,1,1
DESAGUADERO,atencion odontologica,periodoncias,2013-08-01,5,4,5,4,9
EL ALTO,atencion odontologica,periodoncias,2013-08-01,245,311,245,311,556
EL PUENTE(TJA),atencion odontologica,periodoncias,2013-08-01,1,6,1,6,7
EL TORNO,atencion odontologica,periodoncias,2013-08-01,27,43,27,43,70
EL VILLAR,atencion odontologica,periodoncias,2013-08-01,1,1,1,1,2
ENTRE RIOS TRJ,atencion odontologica,periodoncias,2013-08-01,4,5,4,5,9
ENTRE RIOS CBBA,atencion odontologica,periodoncias,2013-08-01,6,26,6,26,32
ESCOMA,atencion odontologica,periodoncias,2013-08-01,1,0,1,0,1
EUCALIPTUS,atencion odontologica,periodoncias,2013-08-01,0,2,0,2,2
FERNANDEZ ALONSO,atencion odontologica,periodoncias,2013-08-01,1,4,1,4,5
FILADELFIA,atencion odontologica,periodoncias,2013-08-01,4,0,4,0,4
GENERAL SAAVEDRA,atencion odontologica,periodoncias,2013-08-01,1,5,1,5,6
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,periodoncias,2013-08-01,22,36,22,36,58
GUANAY,atencion odontologica,periodoncias,2013-08-01,7,13,7,13,20
GUAQUI,atencion odontologica,periodoncias,2013-08-01,1,0,1,0,1
GUAYARAMERIN,atencion odontologica,periodoncias,2013-08-01,7,27,7,27,34
GUTIERREZ,atencion odontologica,periodoncias,2013-08-01,1,0,1,0,1
HUACARETA,atencion odontologica,periodoncias,2013-08-01,0,1,0,1,1
HUACAYA (VILLA DE HUACAYA),atencion odontologica,periodoncias,2013-08-01,6,9,6,9,15
HUANUNI,atencion odontologica,periodoncias,2013-08-01,3,3,3,3,6
HUARACAJE,atencion odontologica,periodoncias,2013-08-01,0,7,0,7,7
HUAYLLAMARCA,atencion odontologica,periodoncias,2013-08-01,1,0,1,0,1
HUMANATA,atencion odontologica,periodoncias,2013-08-01,6,5,6,5,11
ICHOCA,atencion odontologica,periodoncias,2013-08-01,0,1,0,1,1
ICLA,atencion odontologica,periodoncias,2013-08-01,0,2,0,2,2
INCAHUASI,atencion odontologica,periodoncias,2013-08-01,4,3,4,3,7
INGAVI (HUMAITA),atencion odontologica,periodoncias,2013-08-01,0,1,0,1,1
INQUISIVI,atencion odontologica,periodoncias,2013-08-01,6,7,6,7,13
IRUPANA (VILLA DE LANZA),atencion odontologica,periodoncias,2013-08-01,1,1,1,1,2
IXIAMAS,atencion odontologica,periodoncias,2013-08-01,2,6,2,6,8
JESUS DE MACHACA,atencion odontologica,periodoncias,2013-08-01,2,9,2,9,11
LA ASUNTA,atencion odontologica,periodoncias,2013-08-01,2,11,2,11,13
LA GUARDIA,atencion odontologica,periodoncias,2013-08-01,9,27,9,27,36
LA PAZ,atencion odontologica,periodoncias,2013-08-01,417,710,417,710,1127
LAGUNILLAS,atencion odontologica,periodoncias,2013-08-01,1,9,1,9,10
LLALLAGUA,atencion odontologica,periodoncias,2013-08-01,1,7,1,7,8
LLICA,atencion odontologica,periodoncias,2013-08-01,2,6,2,6,8
LURIBAY,atencion odontologica,periodoncias,2013-08-01,0,2,0,2,2
MACHACAMARCA,atencion odontologica,periodoncias,2013-08-01,1,1,1,1,2
MAGDALENA,atencion odontologica,periodoncias,2013-08-01,4,8,4,8,12
MAIRANA,atencion odontologica,periodoncias,2013-08-01,0,2,0,2,2
MAPIRI,atencion odontologica,periodoncias,2013-08-01,1,1,1,1,2
MECAPACA,atencion odontologica,periodoncias,2013-08-01,1,0,1,0,1
MINEROS,atencion odontologica,periodoncias,2013-08-01,0,6,0,6,6
MIZQUE,atencion odontologica,periodoncias,2013-08-01,3,5,3,5,8
MOJOCOYA,atencion odontologica,periodoncias,2013-08-01,2,6,2,6,8
MONTEAGUDO,atencion odontologica,periodoncias,2013-08-01,3,12,3,12,15
MONTERO,atencion odontologica,periodoncias,2013-08-01,108,185,108,185,293
MOROCHATA,atencion odontologica,periodoncias,2013-08-01,0,6,0,6,6
OKINAWA,atencion odontologica,periodoncias,2013-08-01,4,4,4,4,8
OMEREQUE,atencion odontologica,periodoncias,2013-08-01,0,2,0,2,2
ORURO,atencion odontologica,periodoncias,2013-08-01,121,153,121,153,274
PADCAYA,atencion odontologica,periodoncias,2013-08-01,21,23,21,23,44
