,group,variable,month,ACCIONES PREVENTIVAS DENTRO DEL ESTABLECIMIENTO CANTIDAD,ACCIONES PREVENTIVAS DENTRO DEL ESTABLECIMIENTO CANTIDAD,TOTALES,TOTALES,TOTALES
VILLA NUEVA (LOMA ALTA),atencion odontologica,acciones preventivas dentro del establecimiento,2013-06-01,27,27,27,27,54
VILLA RIVERO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-06-01,11,31,11,31,42
VILLA SERRANO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-06-01,25,13,25,13,38
VILLA TUNARI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-06-01,410,423,410,423,833
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,acciones preventivas dentro del establecimiento,2013-06-01,14,48,14,48,62
VILLAZON,atencion odontologica,acciones preventivas dentro del establecimiento,2013-06-01,89,118,89,118,207
VINTO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-06-01,35,117,35,117,152
VITICHI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-06-01,0,6,0,6,6
WALDO BALLIVIAN,atencion odontologica,acciones preventivas dentro del establecimiento,2013-06-01,54,36,54,36,90
WARNES,atencion odontologica,acciones preventivas dentro del establecimiento,2013-06-01,52,86,52,86,138
YACUIBA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-06-01,88,165,88,165,253
YAMPARAEZ,atencion odontologica,acciones preventivas dentro del establecimiento,2013-06-01,27,61,27,61,88
YANACACHI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-06-01,0,3,0,3,3
YAPACANI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-06-01,37,40,37,40,77
YOCALLA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-06-01,4,6,4,6,10
YOTALA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-06-01,56,55,56,55,111
YUNCHARA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-06-01,10,24,10,24,34
ZUDAÑEZ,atencion odontologica,acciones preventivas dentro del establecimiento,2013-06-01,7,2,7,2,9
ACACIO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,5,3,5,3,8
ACHACACHI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,397,343,397,343,740
ACHOCALLA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,34,70,34,70,104
AIQUILE,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,34,63,34,63,97
ALALAY,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,1,4,1,4,5
ALCALA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,12,14,12,14,26
ALTO BENI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,6,9,6,9,15
ANCORAIMES,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,8,3,8,3,11
ANDAMARCA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,4,5,4,5,9
ANTEQUERA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,1,2,1,2,3
ANZALDO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,62,65,62,65,127
APOLO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,31,44,31,44,75
ARANI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,28,45,28,45,73
ARBIETO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,50,49,50,49,99
ARQUE,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,92,98,92,98,190
ASCENCION DE GUARAYOS,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,1,2,1,2,3
ATOCHA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,80,87,80,87,167
AUCAPATA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,5,4,5,4,9
AYATA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,4,6,4,6,10
AYO AYO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,2,13,2,13,15
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,164,250,164,250,414
AZURDUY,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,21,74,21,74,95
BATALLAS,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,12,16,12,16,28
BAURES,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,21,17,21,17,38
BELEN DE ANDAMARCA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,2,1,2,1,3
BELEN DE URMIRI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,2,1,2,1,3
BELLA FLOR,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,5,9,5,9,14
BERMEJO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,140,282,140,282,422
BETANZOS,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,73,130,73,130,203
BOLIVAR,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,2,4,2,4,6
BOLPEBRA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,4,9,4,9,13
BOYUIBE,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,4,3,4,3,7
BUENA VISTA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,3,6,3,6,9
CABEZAS,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,188,100,188,100,288
CAIROMA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,28,21,28,21,49
"CAIZA ""D""",atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,0,1,0,1,1
CAJUATA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,16,16,16,16,32
CALACOTO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,10,17,10,17,27
CALAMARCA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,85,80,85,80,165
CAMARGO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,9,15,9,15,24
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,9,12,9,12,21
CAMIRI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,97,112,97,112,209
CAPINOTA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,266,220,266,220,486
CAQUIAVIRI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,0,2,0,2,2
CARACOLLO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,4,7,4,7,11
CARANAVI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,88,62,88,62,150
CARAPARI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,20,30,20,30,50
CARIPUYO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,9,2,9,2,11
CARMEN RIVERO TORREZ,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,60,74,60,74,134
CATACORA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,3,1,3,1,4
CHALLAPATA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,197,212,197,212,409
CHAQUI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,4,7,4,7,11
CHARAGUA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,20,22,20,22,42
CHAYANTA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,13,16,13,16,29
CHIMORE,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,23,41,23,41,64
CHIPAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,11,2,11,2,13
CHOQUE COTA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,0,5,0,5,5
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,41,33,41,33,74
CHUMA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,18,28,18,28,46
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,2,8,2,8,10
CKOCHAS,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,0,3,0,3,3
CLIZA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,25,136,25,136,161
COBIJA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,90,132,90,132,222
COCAPATA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,31,41,31,41,72
COCHABAMBA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,5560,7398,5560,7398,12958
COIPASA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,4,2,4,2,6
COLCAPIRHUA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,136,111,136,111,247
"COLCHA ""K""",atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,11,4,11,4,15
COLLANA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,29,26,29,26,55
COLOMI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,38,59,38,59,97
COLPA BELGICA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,158,179,158,179,337
COLQUECHACA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,31,35,31,35,66
COLQUENCHA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,0,1,0,1,1
COLQUIRI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,2,2,2,2,4
COMANCHE,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,0,1,0,1,1
COMARAPA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,82,86,82,86,168
CONCEPCION,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,8,10,8,10,18
COPACABANA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,14,36,14,36,50
CORIPATA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,7,0,7,0,7
CORO CORO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,1,12,1,12,13
COROICO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,3,2,3,2,5
CORQUE,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,3,1,3,1,4
COTAGAITA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,78,92,78,92,170
COTOCA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,54,111,54,111,165
CUATRO CAÑADAS,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,45,73,45,73,118
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,1,2,1,2,3
CUEVO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,5,5,5,5,10
CULPINA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,6,21,6,21,27
CURAHUARA DE CARANGAS,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,5,2,5,2,7
CURVA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,20,13,20,13,33
DESAGUADERO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,24,18,24,18,42
EL ALTO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,2369,2958,2369,2958,5327
EL PUENTE(STC),atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,5,0,5,0,5
EL PUENTE(TJA),atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,1,4,1,4,5
EL TORNO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,87,93,87,93,180
EL VILLAR,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,2,5,2,5,7
ENTRE RIOS TRJ,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,12,28,12,28,40
ENTRE RIOS CBBA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,122,195,122,195,317
ESCOMA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,25,24,25,24,49
EUCALIPTUS,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,11,18,11,18,29
FERNANDEZ ALONSO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,38,40,38,40,78
FILADELFIA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,18,12,18,12,30
GENERAL SAAVEDRA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,55,34,55,34,89
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,1,2,1,2,3
GUANAY,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,15,17,15,17,32
GUAQUI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,14,26,14,26,40
GUAYARAMERIN,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,265,391,265,391,656
GUTIERREZ,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,11,16,11,16,27
HUACARETA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,11,23,11,23,34
HUACAYA (VILLA DE HUACAYA),atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,21,15,21,15,36
HUACHACALLA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,2,0,2,0,2
HUANUNI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,51,59,51,59,110
HUARACAJE,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,31,26,31,26,57
HUATAJATA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,0,1,0,1,1
HUAYLLAMARCA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,6,20,6,20,26
HUMANATA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,1,0,1,0,1
ICHOCA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,15,23,15,23,38
ICLA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,89,130,89,130,219
INCAHUASI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,11,23,11,23,34
INGAVI (HUMAITA),atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,5,9,5,9,14
INQUISIVI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,6,7,6,7,13
IRUPANA (VILLA DE LANZA),atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,14,29,14,29,43
IXIAMAS,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,27,47,27,47,74
JESUS DE MACHACA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,20,28,20,28,48
LA ASUNTA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,100,101,100,101,201
LA GUARDIA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,264,232,264,232,496
LA PAZ,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,2553,3247,2553,3247,5800
LAGUNILLAS,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,50,49,50,49,99
LAJA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,4,11,4,11,15
LAS CARRERAS,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,2,2,2,2,4
LICOMA PAMPA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,10,9,10,9,19
LLALLAGUA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,71,118,71,118,189
LLICA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,6,5,6,5,11
LURIBAY,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,48,34,48,34,82
MACHACAMARCA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,10,22,10,22,32
MACHARETI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,4,4,4,4,8
MAGDALENA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,12,18,12,18,30
MAIRANA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,16,23,16,23,39
MALLA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,2,4,2,4,6
MAPIRI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,29,26,29,26,55
MECAPACA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,9,18,9,18,27
MINEROS,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,15,21,15,21,36
MIZQUE,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,48,69,48,69,117
MOCOMOCO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,11,8,11,8,19
MOJOCOYA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,1,7,1,7,8
MONTEAGUDO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,86,139,86,139,225
MONTERO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,189,256,189,256,445
MORO MORO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,14,39,14,39,53
MOROCHATA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,60,69,60,69,129
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,43,23,43,23,66
OCURI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,1,0,1,0,1
OKINAWA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,2,5,2,5,7
OMEREQUE,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,15,23,15,23,38
ORURO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,1299,1689,1299,1689,2988
PADCAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,91,63,91,63,154
PADILLA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,13,19,13,19,32
PAILON,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,99,82,99,82,181
PALCA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,53,40,53,40,93
PALOS BLANCOS,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,16,23,16,23,39
PAMPA AULLAGAS,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,2,2,2,2,4
PAMPA GRANDE,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,4,4,4,4,8
PAPEL PAMPA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,1,1,1,1,2
PASORAPA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,5,4,5,4,9
PATACAMAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,123,128,123,128,251
PAZÑA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,7,2,7,2,9
PELECHUCO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,35,69,35,69,104
POCOATA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,22,35,22,35,57
POCONA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,41,64,41,64,105
POJO (CBBA),atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,45,67,45,67,112
POOPO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,19,13,19,13,32
PORCO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,2,14,2,14,16
POROMA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,66,97,66,97,163
PORONGO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,4,10,4,10,14
PORTACHUELO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,19,41,19,41,60
PORVENIR,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,5,24,5,24,29
POSTRER VALLE,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,16,13,16,13,29
POTOSI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,505,603,505,603,1108
PRESTO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,35,29,35,29,64
PUCARA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,5,6,5,6,11
PUCARANI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,21,36,21,36,57
PUERTO ACOSTA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,1,5,1,5,6
PUERTO CARABUCO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,1,1,1,1,2
PUERTO GONZALO MORENO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,66,130,66,130,196
PUERTO PEREZ,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,7,10,7,10,17
PUERTO QUIJARRO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,48,61,48,61,109
PUERTO RICO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,25,17,25,17,42
PUERTO SUAREZ,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,40,17,40,17,57
PUERTO VILLARROEL,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,71,94,71,94,165
PUNA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,4,3,4,3,7
PUNATA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,215,370,215,370,585
QUIABAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,2,0,2,0,2
QUILLACOLLO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,700,1111,700,1111,1811
QUIME,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,56,56,56,56,112
RAVELO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,21,34,21,34,55
REYES,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,48,57,48,57,105
RIBERALTA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,246,690,246,690,936
ROBORE,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,1,0,1,0,1
RURRENABAQUE,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,70,119,70,119,189
SABAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,8,0,8,0,8
SACABA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,390,446,390,446,836
SACABAMBA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,1,2,1,2,3
SACACA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,3,53,3,53,56
SAIPINA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,0,7,0,7,7
SALINAS DE GARCI MENDOZA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,75,66,75,66,141
SAMAIPATA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,7,18,7,18,25
SAN AGUSTIN,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,0,9,0,9,9
SAN ANDRES,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,11,28,11,28,39
SAN ANDRES DE MACHACA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,10,17,10,17,27
SAN ANTONIO DE LOMERIO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,2,7,2,7,9
SAN BENITO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,73,101,73,101,174
SAN BORJA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,25,37,25,37,62
SAN BUENA VENTURA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,0,2,0,2,2
SAN CARLOS,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,41,37,41,37,78
SAN IGNACIO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,19,47,19,47,66
SAN IGNACIO DE VELASCO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,154,231,154,231,385
SAN JAVIER(STC),atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,3,5,3,5,8
SAN JOSE DE CHIQUITOS,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,3,0,3,0,3
SAN JUAN DE YAPACANI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,20,3,20,3,23
SAN JULIAN,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,34,29,34,29,63
SAN LORENZO(PND),atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,2,1,2,1,3
SAN LORENZO(TJA),atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,88,160,88,160,248
SAN LUCAS,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,14,51,14,51,65
SAN MATIAS,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,2,7,2,7,9
SAN MIGUEL DE VELASCO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,2,10,2,10,12
SAN PEDRO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,14,14,14,14,28
SAN PEDRO DE BUENA VISTA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,8,22,8,22,30
SAN PEDRO DE CURAHUARA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,4,4,4,4,8
SAN PEDRO DE TIQUINA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,1,1,1,1,2
SAN RAFAEL,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,15,24,15,24,39
SAN RAMON BENI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,0,3,0,3,3
SAN RAMON SCZ,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,11,13,11,13,24
SANTA ANA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,67,195,67,195,262
SANTA CRUZ DE LA SIERRA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,2541,3513,2541,3513,6054
SANTA ROSA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,13,16,13,16,29
SANTA ROSA DEL SARA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,14,26,14,26,40
SANTIAGO DE CALLAPA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,2,1,2,1,3
SANTIAGO DE HUARI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,278,532,278,532,810
SANTIAGO DE HUATA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,7,10,7,10,17
SANTIVAÑES,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,14,16,14,16,30
SANTUARIO DE QUILLACAS,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,71,58,71,58,129
SAPAHAQUI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,23,6,23,6,29
SENA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,6,11,6,11,17
SHINAOTA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,2,21,2,21,23
SICA SICA (VILLA AROMA),atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,14,41,14,41,55
SICAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,0,13,0,13,13
SIPE SIPE,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,65,72,65,72,137
SOPACHUY,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,16,33,16,33,49
SORACACHI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,7,4,7,4,11
SORATA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,10,21,10,21,31
SUCRE,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,3026,3413,3026,3413,6439
TACACOMA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,19,34,19,34,53
TACOPAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-07-01,2,29,2,29,31
