,group,variable,month,CONSULTAS NUEVAS DE 60 AÑOS Y MÁS CANTIDAD,CONSULTAS NUEVAS DE 60 AÑOS Y MÁS CANTIDAD,TOTALES,TOTALES,TOTALES
BETANZOS,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,22,7,22,7,29
BOLIVAR,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,17,13,17,13,30
BOLPEBRA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,1,0,1,0,1
BOYUIBE,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,1,1,1,1,2
BUENA VISTA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,3,1,3,1,4
CABEZAS,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,7,4,7,4,11
CAIROMA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,0,8,0,8,8
"CAIZA ""D""",atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,1,2,1,2,3
CAJUATA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,10,4,10,4,14
CALACOTO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,11,15,11,15,26
CALAMARCA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,8,5,8,5,13
CAMARGO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,25,4,25,4,29
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,0,2,0,2,2
CAMIRI,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,10,2,10,2,12
CAPINOTA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,19,9,19,9,28
CAQUIAVIRI,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,3,2,3,2,5
CARACOLLO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,24,20,24,20,44
CARANAVI,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,12,10,12,10,22
CARAPARI,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,10,1,10,1,11
CARIPUYO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,3,0,3,0,3
CARMEN RIVERO TORREZ,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,7,8,7,8,15
CATACORA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,6,0,6,0,6
CHALLAPATA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,16,8,16,8,24
CHAQUI,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,3,7,3,7,10
CHARAGUA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,12,7,12,7,19
CHARAÑA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,12,19,12,19,31
CHAYANTA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,1,12,1,12,13
CHIMORE,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,6,0,6,0,6
CHIPAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,1,1,1,1,2
CHOQUE COTA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,2,1,2,1,3
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,4,14,4,14,18
CHUMA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,23,18,23,18,41
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,10,1,10,1,11
CKOCHAS,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,2,0,2,0,2
CLIZA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,48,28,48,28,76
COBIJA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,3,0,3,0,3
COCAPATA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,11,5,11,5,16
COCHABAMBA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,347,300,347,300,647
COIPASA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,6,4,6,4,10
COLCAPIRHUA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,3,4,3,4,7
"COLCHA ""K""",atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,5,6,5,6,11
COLLANA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,5,4,5,4,9
COLOMI,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,0,7,0,7,7
COLPA BELGICA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,2,1,2,1,3
COLQUECHACA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,19,26,19,26,45
COLQUENCHA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,0,4,0,4,4
COLQUIRI,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,2,9,2,9,11
COMANCHE,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,1,8,1,8,9
COMARAPA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,6,14,6,14,20
COMBAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,5,8,5,8,13
CONCEPCION,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,9,5,9,5,14
COPACABANA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,6,6,6,6,12
CORIPATA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,1,4,1,4,5
COROICO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,9,3,9,3,12
CORQUE,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,10,0,10,0,10
COTAGAITA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,16,4,16,4,20
COTOCA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,10,14,10,14,24
CUATRO CAÑADAS,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,13,3,13,3,16
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,0,4,0,4,4
CUEVO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,3,6,3,6,9
CULPINA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,11,17,11,17,28
CURAHUARA DE CARANGAS,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,7,5,7,5,12
DESAGUADERO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,22,18,22,18,40
EL ALTO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,161,121,161,121,282
EL PUENTE(STC),atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,6,6,6,6,12
EL PUENTE(TJA),atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,14,8,14,8,22
EL TORNO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,28,36,28,36,64
EL VILLAR,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,2,2,2,2,4
ENTRE RIOS TRJ,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,9,16,9,16,25
ENTRE RIOS CBBA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,1,2,1,2,3
ESCOMA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,4,2,4,2,6
EUCALIPTUS,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,3,3,3,3,6
FERNANDEZ ALONSO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,10,4,10,4,14
GENERAL SAAVEDRA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,20,4,20,4,24
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,4,7,4,7,11
GUANAY,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,11,4,11,4,15
GUAQUI,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,21,18,21,18,39
GUAYARAMERIN,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,33,265,33,265,298
GUTIERREZ,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,7,13,7,13,20
HUACARETA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,7,7,7,7,14
HUACAYA (VILLA DE HUACAYA),atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,5,1,5,1,6
HUACHACALLA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,2,2,2,2,4
HUANUNI,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,23,27,23,27,50
HUARACAJE,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,3,1,3,1,4
HUARINA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,11,8,11,8,19
HUATAJATA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,0,1,0,1,1
HUAYLLAMARCA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,9,14,9,14,23
HUMANATA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,10,10,10,10,20
ICHOCA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,2,2,2,2,4
ICLA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,1,2,1,2,3
INCAHUASI,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,9,7,9,7,16
INQUISIVI,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,22,3,22,3,25
IRUPANA (VILLA DE LANZA),atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,7,3,7,3,10
IXIAMAS,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,3,2,3,2,5
JESUS DE MACHACA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,29,27,29,27,56
LA ASUNTA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,3,6,3,6,9
LA GUARDIA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,28,22,28,22,50
LA PAZ,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,646,501,646,501,1147
LAGUNILLAS,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,3,16,3,16,19
LAJA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,9,4,9,4,13
LAS CARRERAS,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,1,2,1,2,3
LICOMA PAMPA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,6,5,6,5,11
LLALLAGUA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,12,9,12,9,21
LLICA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,1,7,1,7,8
MACHACAMARCA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,11,3,11,3,14
MACHARETI,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,11,5,11,5,16
MAGDALENA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,3,4,3,4,7
MAIRANA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,17,9,17,9,26
MALLA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,1,1,1,1,2
MAPIRI,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,2,5,2,5,7
MECAPACA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,1,0,1,0,1
MINEROS,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,13,4,13,4,17
MIZQUE,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,6,10,6,10,16
MOCOMOCO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,12,9,12,9,21
MOJOCOYA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,14,23,14,23,37
MONTEAGUDO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,40,8,40,8,48
MONTERO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,57,38,57,38,95
MORO MORO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,1,0,1,0,1
OCURI,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,5,9,5,9,14
OKINAWA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,2,2,2,2,4
OMEREQUE,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,2,2,2,2,4
ORURO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,176,175,176,175,351
PADCAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,10,13,10,13,23
PADILLA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,19,31,19,31,50
PAILON,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,8,6,8,6,14
PALCA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,4,7,4,7,11
PALOS BLANCOS,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,22,5,22,5,27
PAMPA AULLAGAS,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,97,79,97,79,176
PAPEL PAMPA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,3,7,3,7,10
PASORAPA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,2,3,2,3,5
PATACAMAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,12,13,12,13,25
PAZÑA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,7,8,7,8,15
PELECHUCO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,3,2,3,2,5
POCOATA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,14,13,14,13,27
POCONA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,14,6,14,6,20
POJO (CBBA),atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,3,3,3,3,6
POOPO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,0,1,0,1,1
PORCO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,1,2,1,2,3
POROMA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,15,13,15,13,28
PORTACHUELO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,16,13,16,13,29
PORVENIR,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,31,22,31,22,53
POSTRER VALLE,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,0,1,0,1,1
POTOSI,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,95,92,95,92,187
PRESTO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,4,7,4,7,11
PUCARA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,1,0,1,0,1
PUCARANI,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,28,25,28,25,53
PUERTO ACOSTA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,5,15,5,15,20
PUERTO CARABUCO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,11,9,11,9,20
PUERTO GONZALO MORENO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,5,4,5,4,9
PUERTO QUIJARRO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,0,8,0,8,8
PUERTO RICO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,3,2,3,2,5
PUERTO SUAREZ,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,8,5,8,5,13
PUERTO VILLARROEL,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,1,1,1,1,2
PUNA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,22,51,22,51,73
PUNATA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,17,19,17,19,36
QUIABAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,10,0,10,0,10
QUILLACOLLO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,35,42,35,42,77
QUIME,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,12,9,12,9,21
RAVELO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,2,4,2,4,6
REYES,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,26,10,26,10,36
RIBERALTA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,15,27,15,27,42
ROBORE,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,24,5,24,5,29
RURRENABAQUE,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,10,18,10,18,28
SABAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,10,4,10,4,14
SACABA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,25,19,25,19,44
SACABAMBA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,4,14,4,14,18
SACACA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,5,2,5,2,7
SAIPINA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,4,0,4,0,4
SALINAS DE GARCI MENDOZA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,21,16,21,16,37
SAMAIPATA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,11,1,11,1,12
SAN ANDRES,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,5,6,5,6,11
SAN ANDRES DE MACHACA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,37,36,37,36,73
SAN ANTONIO DE ESMORUCO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,0,1,0,1,1
SAN ANTONIO DE LOMERIO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,3,2,3,2,5
SAN BENITO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,62,47,62,47,109
SAN BORJA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,3,1,3,1,4
SAN BUENA VENTURA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,7,14,7,14,21
SAN CARLOS,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,12,12,12,12,24
SAN IGNACIO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,4,1,4,1,5
SAN IGNACIO DE VELASCO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,62,90,62,90,152
SAN JAVIER(STC),atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,8,3,8,3,11
SAN JOAQUIN,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,2,4,2,4,6
SAN JOSE DE CHIQUITOS,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,8,2,8,2,10
SAN JUAN DE YAPACANI,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,1,1,1,1,2
SAN JULIAN,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,69,35,69,35,104
SAN LORENZO(PND),atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,1,0,1,0,1
SAN LORENZO(TJA),atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,24,45,24,45,69
SAN LUCAS,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,14,21,14,21,35
SAN MATIAS,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,29,7,29,7,36
SAN MIGUEL DE VELASCO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,19,41,19,41,60
SAN PABLO DE LIPEZ,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,2,0,2,0,2
SAN PEDRO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,5,3,5,3,8
SAN PEDRO DE BUENA VISTA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,13,13,13,13,26
SAN PEDRO DE CURAHUARA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,18,5,18,5,23
SAN PEDRO DE QUEMES,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,2,0,2,0,2
SAN PEDRO DE TIQUINA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,11,4,11,4,15
SAN RAFAEL,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,13,17,13,17,30
SAN RAMON BENI,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,5,0,5,0,5
SAN RAMON SCZ,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,4,10,4,10,14
SANTA ANA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,2,15,2,15,17
SANTA CRUZ DE LA SIERRA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,348,300,348,300,648
SANTA ROSA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,0,2,0,2,2
SANTA ROSA DEL SARA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,8,3,8,3,11
SANTIAGO DE CALLAPA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,6,13,6,13,19
SANTIAGO DE HUARI,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,70,55,70,55,125
SANTIAGO DE HUATA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,25,7,25,7,32
SANTIAGO DE MACHACA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,8,12,8,12,20
SANTIVAÑES,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,4,9,4,9,13
SANTUARIO DE QUILLACAS,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,1,2,1,2,3
SAPAHAQUI,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,10,1,10,1,11
SENA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,1,0,1,0,1
SHINAOTA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,8,8,8,8,16
SICA SICA (VILLA AROMA),atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,7,8,7,8,15
SICAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,0,2,0,2,2
SIPE SIPE,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,4,5,4,5,9
SOPACHUY,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,1,5,1,5,6
SORACACHI,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,2,1,2,1,3
SORATA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,12,15,12,15,27
SUCRE,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,210,177,210,177,387
TACACHI,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,0,1,0,1,1
TACACOMA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,2,4,2,4,6
TACOBAMBA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,2,2,2,2,4
TACOPAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,3,6,3,6,9
TAPACARI,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,17,12,17,12,29
TARABUCO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,13,22,13,22,35
TARACO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,37,30,37,30,67
TARATA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,15,14,15,14,29
TARIJA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,143,113,143,113,256
TARVITA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,24,9,24,9,33
TEOPONTE,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,1,0,1,0,1
TIAWANACU,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,27,25,27,25,52
TINGUIPAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,3,12,3,12,15
TIPUANI,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,16,13,16,13,29
TIQUIPAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,49,80,49,80,129
TIRAQUE (CBBA),atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,4,4,4,4,8
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,1,1,1,1,2
TOCO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,3,11,3,11,14
TOLATA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,2,4,2,4,6
TOLEDO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,0,5,0,5,5
TOMAVE,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,11,29,11,29,40
TOMINA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,16,14,16,14,30
TORO TORO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,4,8,4,8,12
TOTORA(CBBA),atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,1,4,1,4,5
TOTORA(ORR),atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,0,1,0,1,1
TRIGAL,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,1,0,1,0,1
TRINIDAD,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,62,60,62,60,122
TUPIZA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,108,71,108,71,179
TURCO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,12,6,12,6,18
UMALA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,2,2,2,2,4
UNCIA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,5,5,5,5,10
URIONDO (A. CONCEPCION),atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,14,16,14,16,30
URUBICHA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,3,2,3,2,5
UYUNI,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,25,11,25,11,36
VACAS,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,2,3,2,3,5
VALLEGRANDE,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,28,28,28,28,56
VIACHA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,44,29,44,29,73
VILLA CHARCAS,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,2,10,2,10,12
VILLA MONTES,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,25,22,25,22,47
VILLA SERRANO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,10,0,10,0,10
VILLA TUNARI,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,6,3,6,3,9
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,10,8,10,8,18
VILLAZON,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,7,8,7,8,15
VINTO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,2,4,2,4,6
VITICHI,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,11,23,11,23,34
WALDO BALLIVIAN,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,0,2,0,2,2
WARNES,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,2,6,2,6,8
YACO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,3,3,3,3,6
YACUIBA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,62,49,62,49,111
YAMPARAEZ,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,4,13,4,13,17
YANACACHI,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,6,1,6,1,7
YAPACANI,atencion odontologica,consultas nuevas de 60 anos y mas,2013-07-01,19,11,19,11,30
