,group,variable,month,CONSULTAS NUEVAS MENORES DE 5 AÑOS CANTIDAD,CONSULTAS NUEVAS MENORES DE 5 AÑOS CANTIDAD,TOTALES,TOTALES,TOTALES
TARIJA,atencion odontologica,consultas nuevas menores de 5 anos,2013-06-01,413,385,413,385,798
TARVITA,atencion odontologica,consultas nuevas menores de 5 anos,2013-06-01,110,123,110,123,233
TEOPONTE,atencion odontologica,consultas nuevas menores de 5 anos,2013-06-01,8,4,8,4,12
TIAWANACU,atencion odontologica,consultas nuevas menores de 5 anos,2013-06-01,22,17,22,17,39
TINGUIPAYA,atencion odontologica,consultas nuevas menores de 5 anos,2013-06-01,14,22,14,22,36
TIPUANI,atencion odontologica,consultas nuevas menores de 5 anos,2013-06-01,32,20,32,20,52
TIQUIPAYA,atencion odontologica,consultas nuevas menores de 5 anos,2013-06-01,769,925,769,925,1694
TIRAQUE (CBBA),atencion odontologica,consultas nuevas menores de 5 anos,2013-06-01,20,15,20,15,35
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,consultas nuevas menores de 5 anos,2013-06-01,0,1,0,1,1
TOCO,atencion odontologica,consultas nuevas menores de 5 anos,2013-06-01,79,20,79,20,99
TOLATA,atencion odontologica,consultas nuevas menores de 5 anos,2013-06-01,11,33,11,33,44
TOLEDO,atencion odontologica,consultas nuevas menores de 5 anos,2013-06-01,1,4,1,4,5
TOMAVE,atencion odontologica,consultas nuevas menores de 5 anos,2013-06-01,33,16,33,16,49
TOMINA,atencion odontologica,consultas nuevas menores de 5 anos,2013-06-01,51,76,51,76,127
TORO TORO,atencion odontologica,consultas nuevas menores de 5 anos,2013-06-01,17,31,17,31,48
TOTORA(CBBA),atencion odontologica,consultas nuevas menores de 5 anos,2013-06-01,18,34,18,34,52
TOTORA(ORR),atencion odontologica,consultas nuevas menores de 5 anos,2013-06-01,4,3,4,3,7
TRIGAL,atencion odontologica,consultas nuevas menores de 5 anos,2013-06-01,17,19,17,19,36
TRINIDAD,atencion odontologica,consultas nuevas menores de 5 anos,2013-06-01,129,136,129,136,265
TUPIZA,atencion odontologica,consultas nuevas menores de 5 anos,2013-06-01,46,77,46,77,123
TURCO,atencion odontologica,consultas nuevas menores de 5 anos,2013-06-01,24,1,24,1,25
UMALA,atencion odontologica,consultas nuevas menores de 5 anos,2013-06-01,12,16,12,16,28
UNCIA,atencion odontologica,consultas nuevas menores de 5 anos,2013-06-01,26,29,26,29,55
URIONDO (A. CONCEPCION),atencion odontologica,consultas nuevas menores de 5 anos,2013-06-01,77,62,77,62,139
URUBICHA,atencion odontologica,consultas nuevas menores de 5 anos,2013-06-01,18,21,18,21,39
UYUNI,atencion odontologica,consultas nuevas menores de 5 anos,2013-06-01,20,18,20,18,38
VACAS,atencion odontologica,consultas nuevas menores de 5 anos,2013-06-01,23,13,23,13,36
VALLEGRANDE,atencion odontologica,consultas nuevas menores de 5 anos,2013-06-01,122,114,122,114,236
VIACHA,atencion odontologica,consultas nuevas menores de 5 anos,2013-06-01,150,175,150,175,325
VILA VILA,atencion odontologica,consultas nuevas menores de 5 anos,2013-06-01,1,6,1,6,7
VILLA CHARCAS,atencion odontologica,consultas nuevas menores de 5 anos,2013-06-01,3,16,3,16,19
VILLA MONTES,atencion odontologica,consultas nuevas menores de 5 anos,2013-06-01,36,32,36,32,68
VILLA NUEVA (LOMA ALTA),atencion odontologica,consultas nuevas menores de 5 anos,2013-06-01,8,2,8,2,10
VILLA RIVERO,atencion odontologica,consultas nuevas menores de 5 anos,2013-06-01,8,12,8,12,20
VILLA SERRANO,atencion odontologica,consultas nuevas menores de 5 anos,2013-06-01,141,120,141,120,261
VILLA TUNARI,atencion odontologica,consultas nuevas menores de 5 anos,2013-06-01,246,261,246,261,507
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,consultas nuevas menores de 5 anos,2013-06-01,28,68,28,68,96
VILLAZON,atencion odontologica,consultas nuevas menores de 5 anos,2013-06-01,152,174,152,174,326
VINTO,atencion odontologica,consultas nuevas menores de 5 anos,2013-06-01,113,99,113,99,212
VITICHI,atencion odontologica,consultas nuevas menores de 5 anos,2013-06-01,11,24,11,24,35
WALDO BALLIVIAN,atencion odontologica,consultas nuevas menores de 5 anos,2013-06-01,1,1,1,1,2
WARNES,atencion odontologica,consultas nuevas menores de 5 anos,2013-06-01,32,32,32,32,64
YACO,atencion odontologica,consultas nuevas menores de 5 anos,2013-06-01,9,3,9,3,12
YACUIBA,atencion odontologica,consultas nuevas menores de 5 anos,2013-06-01,13,12,13,12,25
YAMPARAEZ,atencion odontologica,consultas nuevas menores de 5 anos,2013-06-01,95,114,95,114,209
YANACACHI,atencion odontologica,consultas nuevas menores de 5 anos,2013-06-01,22,6,22,6,28
YAPACANI,atencion odontologica,consultas nuevas menores de 5 anos,2013-06-01,93,84,93,84,177
YOCALLA,atencion odontologica,consultas nuevas menores de 5 anos,2013-06-01,37,44,37,44,81
YOTALA,atencion odontologica,consultas nuevas menores de 5 anos,2013-06-01,115,110,115,110,225
YUNCHARA,atencion odontologica,consultas nuevas menores de 5 anos,2013-06-01,18,12,18,12,30
ZUDAÑEZ,atencion odontologica,consultas nuevas menores de 5 anos,2013-06-01,24,26,24,26,50
ACACIO,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,8,13,8,13,21
ACHACACHI,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,285,235,285,235,520
ACHOCALLA,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,82,112,82,112,194
AIQUILE,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,70,67,70,67,137
ALALAY,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,2,7,2,7,9
ALCALA,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,81,69,81,69,150
ALTO BENI,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,17,26,17,26,43
ANCORAIMES,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,4,5,4,5,9
ANDAMARCA,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,11,9,11,9,20
ANTEQUERA,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,6,5,6,5,11
ANZALDO,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,44,35,44,35,79
APOLO,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,48,41,48,41,89
ARAMPAMPA,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,7,0,7,0,7
ARANI,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,26,26,26,26,52
ARBIETO,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,144,156,144,156,300
ARQUE,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,27,12,27,12,39
ASCENCION DE GUARAYOS,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,16,28,16,28,44
ATOCHA,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,44,36,44,36,80
AUCAPATA,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,8,8,8,8,16
AYATA,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,8,8,8,8,16
AYO AYO,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,5,4,5,4,9
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,91,100,91,100,191
AZURDUY,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,24,35,24,35,59
BATALLAS,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,27,48,27,48,75
BAURES,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,2,6,2,6,8
BELEN DE ANDAMARCA,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,4,1,4,1,5
BELEN DE URMIRI,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,2,3,2,3,5
BELLA FLOR,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,7,5,7,5,12
BERMEJO,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,103,94,103,94,197
BETANZOS,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,69,40,69,40,109
BOLIVAR,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,16,24,16,24,40
BOLPEBRA,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,13,22,13,22,35
BOYUIBE,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,6,5,6,5,11
BUENA VISTA,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,6,2,6,2,8
CABEZAS,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,45,40,45,40,85
CAIROMA,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,71,32,71,32,103
"CAIZA ""D""",atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,12,20,12,20,32
CAJUATA,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,47,79,47,79,126
CALACOTO,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,32,27,32,27,59
CALAMARCA,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,102,98,102,98,200
CAMARGO,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,54,52,54,52,106
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,25,37,25,37,62
CAMIRI,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,244,207,244,207,451
CAPINOTA,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,125,59,125,59,184
CAQUIAVIRI,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,4,7,4,7,11
CARACOLLO,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,32,39,32,39,71
CARANAVI,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,117,105,117,105,222
CARAPARI,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,8,15,8,15,23
CARIPUYO,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,30,10,30,10,40
CARMEN RIVERO TORREZ,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,19,22,19,22,41
CATACORA,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,5,6,5,6,11
CHALLAPATA,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,129,129,129,129,258
CHAQUI,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,7,10,7,10,17
CHARAGUA,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,28,22,28,22,50
CHARAÑA,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,0,1,0,1,1
CHAYANTA,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,19,37,19,37,56
CHIMORE,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,69,55,69,55,124
CHIPAYA,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,3,0,3,0,3
CHOQUE COTA,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,4,6,4,6,10
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,107,68,107,68,175
CHUMA,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,42,27,42,27,69
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,26,31,26,31,57
CKOCHAS,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,13,17,13,17,30
CLIZA,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,80,118,80,118,198
COBIJA,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,165,194,165,194,359
COCAPATA,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,83,69,83,69,152
COCHABAMBA,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,2635,2347,2635,2347,4982
COIPASA,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,6,6,6,6,12
COLCAPIRHUA,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,311,272,311,272,583
"COLCHA ""K""",atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,17,7,17,7,24
COLLANA,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,67,50,67,50,117
COLOMI,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,58,98,58,98,156
COLPA BELGICA,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,54,53,54,53,107
COLQUECHACA,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,60,56,60,56,116
COLQUENCHA,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,3,2,3,2,5
COLQUIRI,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,26,32,26,32,58
COMANCHE,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,4,2,4,2,6
COMARAPA,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,59,37,59,37,96
COMBAYA,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,26,18,26,18,44
CONCEPCION,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,13,21,13,21,34
COPACABANA,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,47,36,47,36,83
CORIPATA,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,21,11,21,11,32
CORO CORO,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,8,8,8,8,16
COROICO,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,27,30,27,30,57
CORQUE,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,7,5,7,5,12
COTAGAITA,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,28,38,28,38,66
COTOCA,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,63,56,63,56,119
CUATRO CAÑADAS,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,74,91,74,91,165
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,2,2,2,2,4
CUEVO,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,23,17,23,17,40
CULPINA,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,79,78,79,78,157
CURAHUARA DE CARANGAS,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,6,7,6,7,13
CURVA,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,55,22,55,22,77
DESAGUADERO,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,15,20,15,20,35
EL ALTO,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,2770,2755,2770,2755,5525
EL PUENTE(STC),atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,34,22,34,22,56
EL PUENTE(TJA),atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,5,11,5,11,16
EL TORNO,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,183,171,183,171,354
EL VILLAR,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,2,6,2,6,8
ENTRE RIOS TRJ,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,27,42,27,42,69
ENTRE RIOS CBBA,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,95,142,95,142,237
ESCOMA,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,4,2,4,2,6
EUCALIPTUS,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,16,23,16,23,39
FERNANDEZ ALONSO,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,34,41,34,41,75
FILADELFIA,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,50,41,50,41,91
GENERAL SAAVEDRA,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,41,64,41,64,105
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,52,25,52,25,77
GUANAY,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,17,22,17,22,39
GUAQUI,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,8,8,8,8,16
GUAYARAMERIN,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,36,34,36,34,70
GUTIERREZ,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,25,27,25,27,52
HUACARETA,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,85,132,85,132,217
HUACAYA (VILLA DE HUACAYA),atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,40,39,40,39,79
HUACHACALLA,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,1,2,1,2,3
HUANUNI,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,80,132,80,132,212
HUARACAJE,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,12,8,12,8,20
HUARINA,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,0,9,0,9,9
HUATAJATA,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,7,8,7,8,15
HUAYLLAMARCA,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,4,7,4,7,11
HUMANATA,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,2,0,2,0,2
ICHOCA,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,19,17,19,17,36
ICLA,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,99,98,99,98,197
INCAHUASI,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,44,35,44,35,79
INGAVI (HUMAITA),atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,9,13,9,13,22
INQUISIVI,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,17,26,17,26,43
IRUPANA (VILLA DE LANZA),atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,35,46,35,46,81
IXIAMAS,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,20,19,20,19,39
JESUS DE MACHACA,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,43,38,43,38,81
LA ASUNTA,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,79,59,79,59,138
LA GUARDIA,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,189,178,189,178,367
LA PAZ,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,3643,3663,3643,3663,7306
LAGUNILLAS,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,28,26,28,26,54
LAJA,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,26,16,26,16,42
LAS CARRERAS,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,11,9,11,9,20
LICOMA PAMPA,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,14,14,14,14,28
LLALLAGUA,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,175,226,175,226,401
LLICA,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,3,3,3,3,6
LURIBAY,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,64,40,64,40,104
MACHACAMARCA,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,24,19,24,19,43
MACHARETI,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,70,42,70,42,112
MAGDALENA,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,11,1,11,1,12
MAIRANA,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,24,14,24,14,38
MALLA,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,2,5,2,5,7
MAPIRI,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,45,61,45,61,106
MECAPACA,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,11,17,11,17,28
MINEROS,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,72,56,72,56,128
MIZQUE,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,57,69,57,69,126
MOCOMOCO,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,5,2,5,2,7
MOJOCOYA,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,8,22,8,22,30
MONTEAGUDO,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,188,191,188,191,379
MONTERO,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,269,360,269,360,629
MORO MORO,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,24,43,24,43,67
MOROCHATA,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,101,77,101,77,178
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,10,8,10,8,18
OCURI,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,8,1,8,1,9
OKINAWA,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,8,7,8,7,15
OMEREQUE,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,12,11,12,11,23
ORURO,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,1007,1136,1007,1136,2143
PADCAYA,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,57,27,57,27,84
PADILLA,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,53,62,53,62,115
PAILON,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,90,86,90,86,176
PALCA,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,86,72,86,72,158
PALOS BLANCOS,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,46,25,46,25,71
PAMPA AULLAGAS,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,2,4,2,4,6
PAMPA GRANDE,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,8,4,8,4,12
PAPEL PAMPA,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,9,8,9,8,17
PASORAPA,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,13,13,13,13,26
PATACAMAYA,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,116,122,116,122,238
PAZÑA,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,26,16,26,16,42
PELECHUCO,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,29,48,29,48,77
POCOATA,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,209,214,209,214,423
POCONA,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,44,70,44,70,114
POJO (CBBA),atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,74,79,74,79,153
POOPO,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,17,13,17,13,30
PORCO,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,22,21,22,21,43
POROMA,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,161,175,161,175,336
PORONGO,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,5,7,5,7,12
PORTACHUELO,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,38,51,38,51,89
PORVENIR,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,32,19,32,19,51
POSTRER VALLE,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,31,10,31,10,41
POTOSI,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,746,771,746,771,1517
PRESTO,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,119,100,119,100,219
PUCARA,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,16,32,16,32,48
PUCARANI,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,55,57,55,57,112
PUERTO ACOSTA,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,6,15,6,15,21
PUERTO CARABUCO,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,11,7,11,7,18
PUERTO GONZALO MORENO,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,118,142,118,142,260
PUERTO PEREZ,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,10,10,10,10,20
PUERTO QUIJARRO,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,53,70,53,70,123
PUERTO RICO,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,38,30,38,30,68
PUERTO SUAREZ,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,46,96,46,96,142
PUERTO VILLARROEL,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,115,105,115,105,220
PUNA,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,40,42,40,42,82
PUNATA,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,99,168,99,168,267
QUIABAYA,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,27,20,27,20,47
QUILLACOLLO,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,766,810,766,810,1576
QUIME,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,44,35,44,35,79
RAVELO,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,47,81,47,81,128
REYES,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,6,7,6,7,13
RIBERALTA,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,187,251,187,251,438
ROBORE,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,8,7,8,7,15
RURRENABAQUE,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,25,38,25,38,63
SABAYA,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,2,10,2,10,12
SACABA,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,467,418,467,418,885
SACABAMBA,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,4,6,4,6,10
SACACA,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,16,29,16,29,45
SAIPINA,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,2,6,2,6,8
SALINAS DE GARCI MENDOZA,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,103,99,103,99,202
SAMAIPATA,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,21,23,21,23,44
SAN AGUSTIN,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,0,6,0,6,6
SAN ANDRES,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,7,11,7,11,18
SAN ANDRES DE MACHACA,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,20,19,20,19,39
SAN ANTONIO DE ESMORUCO,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,0,5,0,5,5
SAN ANTONIO DE LOMERIO,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,4,4,4,4,8
SAN BENITO,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,103,77,103,77,180
SAN BORJA,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,41,61,41,61,102
SAN BUENA VENTURA,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,27,25,27,25,52
SAN CARLOS,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,21,40,21,40,61
SAN IGNACIO,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,21,12,21,12,33
SAN IGNACIO DE VELASCO,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,24,91,24,91,115
SAN JAVIER(BNI),atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,11,4,11,4,15
SAN JAVIER(STC),atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,28,18,28,18,46
SAN JOAQUIN,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,5,9,5,9,14
SAN JOSE DE CHIQUITOS,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,13,4,13,4,17
SAN JUAN DE YAPACANI,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,21,13,21,13,34
SAN JULIAN,atencion odontologica,consultas nuevas menores de 5 anos,2013-07-01,79,60,79,60,139
