,group,variable,month,PRIMERA CONSULTA CANTIDAD,PRIMERA CONSULTA CANTIDAD,TOTALES,TOTALES,TOTALES
URUBICHA,atencion odontologica,primera consulta,2013-06-01,33,65,33,65,98
UYUNI,atencion odontologica,primera consulta,2013-06-01,74,90,74,90,164
VACAS,atencion odontologica,primera consulta,2013-06-01,106,64,106,64,170
VALLEGRANDE,atencion odontologica,primera consulta,2013-06-01,85,148,85,148,233
VIACHA,atencion odontologica,primera consulta,2013-06-01,106,273,106,273,379
VILA VILA,atencion odontologica,primera consulta,2013-06-01,1,8,1,8,9
VILLA CHARCAS,atencion odontologica,primera consulta,2013-06-01,12,40,12,40,52
VILLA MONTES,atencion odontologica,primera consulta,2013-06-01,256,415,256,415,671
VILLA NUEVA (LOMA ALTA),atencion odontologica,primera consulta,2013-06-01,27,27,27,27,54
VILLA RIVERO,atencion odontologica,primera consulta,2013-06-01,13,21,13,21,34
VILLA SERRANO,atencion odontologica,primera consulta,2013-06-01,36,76,36,76,112
VILLA TUNARI,atencion odontologica,primera consulta,2013-06-01,167,262,167,262,429
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,primera consulta,2013-06-01,17,39,17,39,56
VILLAZON,atencion odontologica,primera consulta,2013-06-01,90,157,90,157,247
VINTO,atencion odontologica,primera consulta,2013-06-01,45,85,45,85,130
VITICHI,atencion odontologica,primera consulta,2013-06-01,107,129,107,129,236
WALDO BALLIVIAN,atencion odontologica,primera consulta,2013-06-01,6,7,6,7,13
WARNES,atencion odontologica,primera consulta,2013-06-01,208,295,208,295,503
YACO,atencion odontologica,primera consulta,2013-06-01,21,27,21,27,48
YACUIBA,atencion odontologica,primera consulta,2013-06-01,271,458,271,458,729
YAMPARAEZ,atencion odontologica,primera consulta,2013-06-01,64,90,64,90,154
YANACACHI,atencion odontologica,primera consulta,2013-06-01,20,23,20,23,43
YAPACANI,atencion odontologica,primera consulta,2013-06-01,74,113,74,113,187
YOCALLA,atencion odontologica,primera consulta,2013-06-01,26,38,26,38,64
YOTALA,atencion odontologica,primera consulta,2013-06-01,67,84,67,84,151
YUNCHARA,atencion odontologica,primera consulta,2013-06-01,65,84,65,84,149
ZUDAÑEZ,atencion odontologica,primera consulta,2013-06-01,28,39,28,39,67
ACACIO,atencion odontologica,primera consulta,2013-07-01,8,21,8,21,29
ACHACACHI,atencion odontologica,primera consulta,2013-07-01,293,301,293,301,594
ACHOCALLA,atencion odontologica,primera consulta,2013-07-01,49,78,49,78,127
AIQUILE,atencion odontologica,primera consulta,2013-07-01,53,83,53,83,136
ALALAY,atencion odontologica,primera consulta,2013-07-01,33,23,33,23,56
ALCALA,atencion odontologica,primera consulta,2013-07-01,32,55,32,55,87
ALTO BENI,atencion odontologica,primera consulta,2013-07-01,15,25,15,25,40
ANCORAIMES,atencion odontologica,primera consulta,2013-07-01,6,9,6,9,15
ANDAMARCA,atencion odontologica,primera consulta,2013-07-01,14,30,14,30,44
ANTEQUERA,atencion odontologica,primera consulta,2013-07-01,14,28,14,28,42
ANZALDO,atencion odontologica,primera consulta,2013-07-01,35,45,35,45,80
APOLO,atencion odontologica,primera consulta,2013-07-01,20,27,20,27,47
ARAMPAMPA,atencion odontologica,primera consulta,2013-07-01,6,8,6,8,14
ARANI,atencion odontologica,primera consulta,2013-07-01,21,31,21,31,52
ARBIETO,atencion odontologica,primera consulta,2013-07-01,85,132,85,132,217
ARQUE,atencion odontologica,primera consulta,2013-07-01,72,99,72,99,171
ASCENCION DE GUARAYOS,atencion odontologica,primera consulta,2013-07-01,135,221,135,221,356
ATOCHA,atencion odontologica,primera consulta,2013-07-01,103,109,103,109,212
AUCAPATA,atencion odontologica,primera consulta,2013-07-01,13,18,13,18,31
AYATA,atencion odontologica,primera consulta,2013-07-01,13,41,13,41,54
AYO AYO,atencion odontologica,primera consulta,2013-07-01,21,38,21,38,59
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,primera consulta,2013-07-01,65,100,65,100,165
AZURDUY,atencion odontologica,primera consulta,2013-07-01,24,48,24,48,72
BATALLAS,atencion odontologica,primera consulta,2013-07-01,21,44,21,44,65
BAURES,atencion odontologica,primera consulta,2013-07-01,14,19,14,19,33
BELEN DE ANDAMARCA,atencion odontologica,primera consulta,2013-07-01,7,11,7,11,18
BELEN DE URMIRI,atencion odontologica,primera consulta,2013-07-01,12,8,12,8,20
BELLA FLOR,atencion odontologica,primera consulta,2013-07-01,21,25,21,25,46
BERMEJO,atencion odontologica,primera consulta,2013-07-01,293,504,293,504,797
BETANZOS,atencion odontologica,primera consulta,2013-07-01,109,187,109,187,296
BOLIVAR,atencion odontologica,primera consulta,2013-07-01,21,47,21,47,68
BOLPEBRA,atencion odontologica,primera consulta,2013-07-01,19,30,19,30,49
BOYUIBE,atencion odontologica,primera consulta,2013-07-01,22,21,22,21,43
BUENA VISTA,atencion odontologica,primera consulta,2013-07-01,30,31,30,31,61
CABEZAS,atencion odontologica,primera consulta,2013-07-01,120,139,120,139,259
CAIROMA,atencion odontologica,primera consulta,2013-07-01,67,85,67,85,152
"CAIZA ""D""",atencion odontologica,primera consulta,2013-07-01,29,44,29,44,73
CAJUATA,atencion odontologica,primera consulta,2013-07-01,61,100,61,100,161
CALACOTO,atencion odontologica,primera consulta,2013-07-01,35,51,35,51,86
CALAMARCA,atencion odontologica,primera consulta,2013-07-01,49,52,49,52,101
CAMARGO,atencion odontologica,primera consulta,2013-07-01,30,62,30,62,92
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,primera consulta,2013-07-01,37,49,37,49,86
CAMIRI,atencion odontologica,primera consulta,2013-07-01,231,322,231,322,553
CAPINOTA,atencion odontologica,primera consulta,2013-07-01,157,126,157,126,283
CAQUIAVIRI,atencion odontologica,primera consulta,2013-07-01,14,20,14,20,34
CARACOLLO,atencion odontologica,primera consulta,2013-07-01,55,115,55,115,170
CARANAVI,atencion odontologica,primera consulta,2013-07-01,111,113,111,113,224
CARAPARI,atencion odontologica,primera consulta,2013-07-01,61,123,61,123,184
CARIPUYO,atencion odontologica,primera consulta,2013-07-01,23,26,23,26,49
CARMEN RIVERO TORREZ,atencion odontologica,primera consulta,2013-07-01,9,104,9,104,113
CATACORA,atencion odontologica,primera consulta,2013-07-01,3,7,3,7,10
CHALLAPATA,atencion odontologica,primera consulta,2013-07-01,153,198,153,198,351
CHAQUI,atencion odontologica,primera consulta,2013-07-01,14,19,14,19,33
CHARAGUA,atencion odontologica,primera consulta,2013-07-01,63,147,63,147,210
CHARAÑA,atencion odontologica,primera consulta,2013-07-01,28,46,28,46,74
CHAYANTA,atencion odontologica,primera consulta,2013-07-01,43,65,43,65,108
CHIMORE,atencion odontologica,primera consulta,2013-07-01,46,53,46,53,99
CHIPAYA,atencion odontologica,primera consulta,2013-07-01,7,6,7,6,13
CHOQUE COTA,atencion odontologica,primera consulta,2013-07-01,6,5,6,5,11
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,primera consulta,2013-07-01,43,35,43,35,78
CHUMA,atencion odontologica,primera consulta,2013-07-01,72,103,72,103,175
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,primera consulta,2013-07-01,13,31,13,31,44
CKOCHAS,atencion odontologica,primera consulta,2013-07-01,20,25,20,25,45
CLIZA,atencion odontologica,primera consulta,2013-07-01,123,141,123,141,264
COBIJA,atencion odontologica,primera consulta,2013-07-01,280,247,280,247,527
COCAPATA,atencion odontologica,primera consulta,2013-07-01,40,90,40,90,130
COCHABAMBA,atencion odontologica,primera consulta,2013-07-01,3243,4147,3243,4147,7390
COIPASA,atencion odontologica,primera consulta,2013-07-01,3,2,3,2,5
COLCAPIRHUA,atencion odontologica,primera consulta,2013-07-01,67,92,67,92,159
"COLCHA ""K""",atencion odontologica,primera consulta,2013-07-01,47,52,47,52,99
COLLANA,atencion odontologica,primera consulta,2013-07-01,16,20,16,20,36
COLOMI,atencion odontologica,primera consulta,2013-07-01,55,105,55,105,160
COLPA BELGICA,atencion odontologica,primera consulta,2013-07-01,16,29,16,29,45
COLQUECHACA,atencion odontologica,primera consulta,2013-07-01,92,150,92,150,242
COLQUENCHA,atencion odontologica,primera consulta,2013-07-01,17,27,17,27,44
COLQUIRI,atencion odontologica,primera consulta,2013-07-01,59,80,59,80,139
COMANCHE,atencion odontologica,primera consulta,2013-07-01,19,28,19,28,47
COMARAPA,atencion odontologica,primera consulta,2013-07-01,72,137,72,137,209
COMBAYA,atencion odontologica,primera consulta,2013-07-01,17,17,17,17,34
CONCEPCION,atencion odontologica,primera consulta,2013-07-01,35,52,35,52,87
COPACABANA,atencion odontologica,primera consulta,2013-07-01,36,50,36,50,86
CORIPATA,atencion odontologica,primera consulta,2013-07-01,36,45,36,45,81
CORO CORO,atencion odontologica,primera consulta,2013-07-01,16,32,16,32,48
COROICO,atencion odontologica,primera consulta,2013-07-01,4,3,4,3,7
CORQUE,atencion odontologica,primera consulta,2013-07-01,9,15,9,15,24
COTAGAITA,atencion odontologica,primera consulta,2013-07-01,173,201,173,201,374
COTOCA,atencion odontologica,primera consulta,2013-07-01,43,103,43,103,146
CUATRO CAÑADAS,atencion odontologica,primera consulta,2013-07-01,80,91,80,91,171
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,primera consulta,2013-07-01,1,7,1,7,8
CUEVO,atencion odontologica,primera consulta,2013-07-01,28,53,28,53,81
CULPINA,atencion odontologica,primera consulta,2013-07-01,108,172,108,172,280
CURAHUARA DE CARANGAS,atencion odontologica,primera consulta,2013-07-01,16,11,16,11,27
CURVA,atencion odontologica,primera consulta,2013-07-01,18,14,18,14,32
DESAGUADERO,atencion odontologica,primera consulta,2013-07-01,105,118,105,118,223
EL ALTO,atencion odontologica,primera consulta,2013-07-01,2619,3328,2619,3328,5947
EL PUENTE(STC),atencion odontologica,primera consulta,2013-07-01,59,77,59,77,136
EL PUENTE(TJA),atencion odontologica,primera consulta,2013-07-01,88,133,88,133,221
EL TORNO,atencion odontologica,primera consulta,2013-07-01,276,369,276,369,645
EL VILLAR,atencion odontologica,primera consulta,2013-07-01,8,23,8,23,31
ENTRE RIOS TRJ,atencion odontologica,primera consulta,2013-07-01,116,190,116,190,306
ENTRE RIOS CBBA,atencion odontologica,primera consulta,2013-07-01,32,71,32,71,103
ESCOMA,atencion odontologica,primera consulta,2013-07-01,45,50,45,50,95
EUCALIPTUS,atencion odontologica,primera consulta,2013-07-01,25,31,25,31,56
FERNANDEZ ALONSO,atencion odontologica,primera consulta,2013-07-01,39,46,39,46,85
FILADELFIA,atencion odontologica,primera consulta,2013-07-01,16,25,16,25,41
GENERAL SAAVEDRA,atencion odontologica,primera consulta,2013-07-01,85,115,85,115,200
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,primera consulta,2013-07-01,97,123,97,123,220
GUANAY,atencion odontologica,primera consulta,2013-07-01,62,136,62,136,198
GUAQUI,atencion odontologica,primera consulta,2013-07-01,37,52,37,52,89
GUAYARAMERIN,atencion odontologica,primera consulta,2013-07-01,353,498,353,498,851
GUTIERREZ,atencion odontologica,primera consulta,2013-07-01,50,86,50,86,136
HUACARETA,atencion odontologica,primera consulta,2013-07-01,36,103,36,103,139
HUACAYA (VILLA DE HUACAYA),atencion odontologica,primera consulta,2013-07-01,29,38,29,38,67
HUACHACALLA,atencion odontologica,primera consulta,2013-07-01,7,3,7,3,10
HUANUNI,atencion odontologica,primera consulta,2013-07-01,123,167,123,167,290
HUARACAJE,atencion odontologica,primera consulta,2013-07-01,15,21,15,21,36
HUARINA,atencion odontologica,primera consulta,2013-07-01,19,23,19,23,42
HUATAJATA,atencion odontologica,primera consulta,2013-07-01,4,17,4,17,21
HUAYLLAMARCA,atencion odontologica,primera consulta,2013-07-01,45,44,45,44,89
HUMANATA,atencion odontologica,primera consulta,2013-07-01,4,4,4,4,8
ICHOCA,atencion odontologica,primera consulta,2013-07-01,11,25,11,25,36
ICLA,atencion odontologica,primera consulta,2013-07-01,32,53,32,53,85
INCAHUASI,atencion odontologica,primera consulta,2013-07-01,19,49,19,49,68
INGAVI (HUMAITA),atencion odontologica,primera consulta,2013-07-01,34,42,34,42,76
INQUISIVI,atencion odontologica,primera consulta,2013-07-01,34,55,34,55,89
IRUPANA (VILLA DE LANZA),atencion odontologica,primera consulta,2013-07-01,3,4,3,4,7
IXIAMAS,atencion odontologica,primera consulta,2013-07-01,51,59,51,59,110
JESUS DE MACHACA,atencion odontologica,primera consulta,2013-07-01,65,114,65,114,179
LA ASUNTA,atencion odontologica,primera consulta,2013-07-01,109,104,109,104,213
LA GUARDIA,atencion odontologica,primera consulta,2013-07-01,177,201,177,201,378
LA PAZ,atencion odontologica,primera consulta,2013-07-01,4220,5214,4220,5214,9434
LAGUNILLAS,atencion odontologica,primera consulta,2013-07-01,23,67,23,67,90
LAJA,atencion odontologica,primera consulta,2013-07-01,28,11,28,11,39
LAS CARRERAS,atencion odontologica,primera consulta,2013-07-01,13,23,13,23,36
LICOMA PAMPA,atencion odontologica,primera consulta,2013-07-01,14,16,14,16,30
LLALLAGUA,atencion odontologica,primera consulta,2013-07-01,86,177,86,177,263
LLICA,atencion odontologica,primera consulta,2013-07-01,18,16,18,16,34
LORETO,atencion odontologica,primera consulta,2013-07-01,0,4,0,4,4
LURIBAY,atencion odontologica,primera consulta,2013-07-01,51,32,51,32,83
MACHACAMARCA,atencion odontologica,primera consulta,2013-07-01,17,17,17,17,34
MACHARETI,atencion odontologica,primera consulta,2013-07-01,63,48,63,48,111
MAGDALENA,atencion odontologica,primera consulta,2013-07-01,8,12,8,12,20
MAIRANA,atencion odontologica,primera consulta,2013-07-01,28,39,28,39,67
MALLA,atencion odontologica,primera consulta,2013-07-01,7,9,7,9,16
MAPIRI,atencion odontologica,primera consulta,2013-07-01,97,155,97,155,252
MECAPACA,atencion odontologica,primera consulta,2013-07-01,40,60,40,60,100
MINEROS,atencion odontologica,primera consulta,2013-07-01,41,70,41,70,111
MIZQUE,atencion odontologica,primera consulta,2013-07-01,30,76,30,76,106
MOCOMOCO,atencion odontologica,primera consulta,2013-07-01,52,94,52,94,146
MOJOCOYA,atencion odontologica,primera consulta,2013-07-01,78,101,78,101,179
MONTEAGUDO,atencion odontologica,primera consulta,2013-07-01,147,191,147,191,338
MONTERO,atencion odontologica,primera consulta,2013-07-01,994,487,994,487,1481
MORO MORO,atencion odontologica,primera consulta,2013-07-01,15,27,15,27,42
MOROCHATA,atencion odontologica,primera consulta,2013-07-01,36,42,36,42,78
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,primera consulta,2013-07-01,26,12,26,12,38
OCURI,atencion odontologica,primera consulta,2013-07-01,49,75,49,75,124
OKINAWA,atencion odontologica,primera consulta,2013-07-01,5,28,5,28,33
OMEREQUE,atencion odontologica,primera consulta,2013-07-01,10,13,10,13,23
ORURO,atencion odontologica,primera consulta,2013-07-01,990,1289,990,1289,2279
PADCAYA,atencion odontologica,primera consulta,2013-07-01,200,251,200,251,451
PADILLA,atencion odontologica,primera consulta,2013-07-01,114,147,114,147,261
PAILON,atencion odontologica,primera consulta,2013-07-01,88,98,88,98,186
PALCA,atencion odontologica,primera consulta,2013-07-01,46,73,46,73,119
PALOS BLANCOS,atencion odontologica,primera consulta,2013-07-01,79,74,79,74,153
PAMPA AULLAGAS,atencion odontologica,primera consulta,2013-07-01,24,35,24,35,59
PAMPA GRANDE,atencion odontologica,primera consulta,2013-07-01,1,4,1,4,5
PAPEL PAMPA,atencion odontologica,primera consulta,2013-07-01,6,9,6,9,15
PASORAPA,atencion odontologica,primera consulta,2013-07-01,4,4,4,4,8
PATACAMAYA,atencion odontologica,primera consulta,2013-07-01,28,31,28,31,59
PAZÑA,atencion odontologica,primera consulta,2013-07-01,15,22,15,22,37
PELECHUCO,atencion odontologica,primera consulta,2013-07-01,29,44,29,44,73
POCOATA,atencion odontologica,primera consulta,2013-07-01,95,161,95,161,256
POCONA,atencion odontologica,primera consulta,2013-07-01,134,210,134,210,344
POJO (CBBA),atencion odontologica,primera consulta,2013-07-01,42,66,42,66,108
POOPO,atencion odontologica,primera consulta,2013-07-01,14,11,14,11,25
PORCO,atencion odontologica,primera consulta,2013-07-01,30,54,30,54,84
POROMA,atencion odontologica,primera consulta,2013-07-01,185,263,185,263,448
PORONGO,atencion odontologica,primera consulta,2013-07-01,7,7,7,7,14
PORTACHUELO,atencion odontologica,primera consulta,2013-07-01,69,142,69,142,211
PORVENIR,atencion odontologica,primera consulta,2013-07-01,41,47,41,47,88
POSTRER VALLE,atencion odontologica,primera consulta,2013-07-01,12,8,12,8,20
POTOSI,atencion odontologica,primera consulta,2013-07-01,644,1262,644,1262,1906
PRESTO,atencion odontologica,primera consulta,2013-07-01,83,83,83,83,166
PUCARA,atencion odontologica,primera consulta,2013-07-01,8,16,8,16,24
PUCARANI,atencion odontologica,primera consulta,2013-07-01,73,130,73,130,203
PUERTO ACOSTA,atencion odontologica,primera consulta,2013-07-01,2,3,2,3,5
PUERTO CARABUCO,atencion odontologica,primera consulta,2013-07-01,75,84,75,84,159
PUERTO GONZALO MORENO,atencion odontologica,primera consulta,2013-07-01,49,43,49,43,92
PUERTO PEREZ,atencion odontologica,primera consulta,2013-07-01,7,14,7,14,21
PUERTO QUIJARRO,atencion odontologica,primera consulta,2013-07-01,79,51,79,51,130
PUERTO RICO,atencion odontologica,primera consulta,2013-07-01,76,82,76,82,158
PUERTO SUAREZ,atencion odontologica,primera consulta,2013-07-01,38,39,38,39,77
PUERTO VILLARROEL,atencion odontologica,primera consulta,2013-07-01,67,93,67,93,160
PUNA,atencion odontologica,primera consulta,2013-07-01,66,111,66,111,177
PUNATA,atencion odontologica,primera consulta,2013-07-01,157,239,157,239,396
QUIABAYA,atencion odontologica,primera consulta,2013-07-01,24,33,24,33,57
QUILLACOLLO,atencion odontologica,primera consulta,2013-07-01,428,654,428,654,1082
QUIME,atencion odontologica,primera consulta,2013-07-01,42,34,42,34,76
RAVELO,atencion odontologica,primera consulta,2013-07-01,51,92,51,92,143
REYES,atencion odontologica,primera consulta,2013-07-01,26,44,26,44,70
RIBERALTA,atencion odontologica,primera consulta,2013-07-01,321,692,321,692,1013
ROBORE,atencion odontologica,primera consulta,2013-07-01,104,111,104,111,215
RURRENABAQUE,atencion odontologica,primera consulta,2013-07-01,47,104,47,104,151
SABAYA,atencion odontologica,primera consulta,2013-07-01,9,5,9,5,14
SACABA,atencion odontologica,primera consulta,2013-07-01,284,461,284,461,745
SACABAMBA,atencion odontologica,primera consulta,2013-07-01,13,17,13,17,30
SACACA,atencion odontologica,primera consulta,2013-07-01,35,104,35,104,139
SAIPINA,atencion odontologica,primera consulta,2013-07-01,13,18,13,18,31
SALINAS DE GARCI MENDOZA,atencion odontologica,primera consulta,2013-07-01,45,74,45,74,119
SAMAIPATA,atencion odontologica,primera consulta,2013-07-01,21,23,21,23,44
SAN AGUSTIN,atencion odontologica,primera consulta,2013-07-01,1,3,1,3,4
SAN ANDRES,atencion odontologica,primera consulta,2013-07-01,15,28,15,28,43
SAN ANDRES DE MACHACA,atencion odontologica,primera consulta,2013-07-01,40,64,40,64,104
SAN ANTONIO DE ESMORUCO,atencion odontologica,primera consulta,2013-07-01,2,5,2,5,7
SAN ANTONIO DE LOMERIO,atencion odontologica,primera consulta,2013-07-01,19,28,19,28,47
SAN BENITO,atencion odontologica,primera consulta,2013-07-01,34,54,34,54,88
SAN BORJA,atencion odontologica,primera consulta,2013-07-01,123,196,123,196,319
SAN BUENA VENTURA,atencion odontologica,primera consulta,2013-07-01,37,88,37,88,125
SAN CARLOS,atencion odontologica,primera consulta,2013-07-01,64,101,64,101,165
SAN IGNACIO,atencion odontologica,primera consulta,2013-07-01,203,191,203,191,394
SAN IGNACIO DE VELASCO,atencion odontologica,primera consulta,2013-07-01,153,500,153,500,653
SAN JAVIER(STC),atencion odontologica,primera consulta,2013-07-01,166,203,166,203,369
SAN JOAQUIN,atencion odontologica,primera consulta,2013-07-01,12,16,12,16,28
SAN JOSE DE CHIQUITOS,atencion odontologica,primera consulta,2013-07-01,76,114,76,114,190
SAN JUAN DE YAPACANI,atencion odontologica,primera consulta,2013-07-01,16,15,16,15,31
SAN JULIAN,atencion odontologica,primera consulta,2013-07-01,152,207,152,207,359
SAN LORENZO(PND),atencion odontologica,primera consulta,2013-07-01,73,54,73,54,127
SAN LORENZO(TJA),atencion odontologica,primera consulta,2013-07-01,210,335,210,335,545
SAN LUCAS,atencion odontologica,primera consulta,2013-07-01,372,436,372,436,808
SAN MATIAS,atencion odontologica,primera consulta,2013-07-01,45,67,45,67,112
SAN MIGUEL DE VELASCO,atencion odontologica,primera consulta,2013-07-01,22,54,22,54,76
SAN PABLO DE LIPEZ,atencion odontologica,primera consulta,2013-07-01,3,2,3,2,5
SAN PEDRO,atencion odontologica,primera consulta,2013-07-01,57,94,57,94,151
SAN PEDRO DE BUENA VISTA,atencion odontologica,primera consulta,2013-07-01,64,112,64,112,176
SAN PEDRO DE CURAHUARA,atencion odontologica,primera consulta,2013-07-01,57,52,57,52,109
SAN PEDRO DE QUEMES,atencion odontologica,primera consulta,2013-07-01,8,12,8,12,20
SAN PEDRO DE TIQUINA,atencion odontologica,primera consulta,2013-07-01,20,31,20,31,51
SAN RAFAEL,atencion odontologica,primera consulta,2013-07-01,15,24,15,24,39
SAN RAMON BENI,atencion odontologica,primera consulta,2013-07-01,35,92,35,92,127
SAN RAMON SCZ,atencion odontologica,primera consulta,2013-07-01,47,54,47,54,101
SANTA ANA,atencion odontologica,primera consulta,2013-07-01,37,40,37,40,77
SANTA CRUZ DE LA SIERRA,atencion odontologica,primera consulta,2013-07-01,3875,6117,3875,6117,9992
SANTA ROSA,atencion odontologica,primera consulta,2013-07-01,14,17,14,17,31
SANTA ROSA DEL SARA,atencion odontologica,primera consulta,2013-07-01,76,106,76,106,182
SANTIAGO DE CALLAPA,atencion odontologica,primera consulta,2013-07-01,11,21,11,21,32
SANTIAGO DE HUARI,atencion odontologica,primera consulta,2013-07-01,150,147,150,147,297
SANTIAGO DE HUATA,atencion odontologica,primera consulta,2013-07-01,52,63,52,63,115
SANTIAGO DE MACHACA,atencion odontologica,primera consulta,2013-07-01,13,18,13,18,31
SANTIVAÑES,atencion odontologica,primera consulta,2013-07-01,22,31,22,31,53
SANTUARIO DE QUILLACAS,atencion odontologica,primera consulta,2013-07-01,22,24,22,24,46
SAPAHAQUI,atencion odontologica,primera consulta,2013-07-01,35,35,35,35,70
SENA,atencion odontologica,primera consulta,2013-07-01,47,55,47,55,102
SHINAOTA,atencion odontologica,primera consulta,2013-07-01,4,7,4,7,11
SICA SICA (VILLA AROMA),atencion odontologica,primera consulta,2013-07-01,26,52,26,52,78
SICAYA,atencion odontologica,primera consulta,2013-07-01,7,12,7,12,19
SIPE SIPE,atencion odontologica,primera consulta,2013-07-01,61,165,61,165,226
SOPACHUY,atencion odontologica,primera consulta,2013-07-01,19,49,19,49,68
SORACACHI,atencion odontologica,primera consulta,2013-07-01,41,24,41,24,65
SORATA,atencion odontologica,primera consulta,2013-07-01,24,33,24,33,57
SUCRE,atencion odontologica,primera consulta,2013-07-01,2367,3472,2367,3472,5839
TACACHI,atencion odontologica,primera consulta,2013-07-01,6,14,6,14,20
TACACOMA,atencion odontologica,primera consulta,2013-07-01,44,55,44,55,99
TACOBAMBA,atencion odontologica,primera consulta,2013-07-01,7,7,7,7,14
TACOPAYA,atencion odontologica,primera consulta,2013-07-01,18,56,18,56,74
TAHUA,atencion odontologica,primera consulta,2013-07-01,5,4,5,4,9
TAPACARI,atencion odontologica,primera consulta,2013-07-01,50,76,50,76,126
TARABUCO,atencion odontologica,primera consulta,2013-07-01,187,248,187,248,435
TARACO,atencion odontologica,primera consulta,2013-07-01,16,19,16,19,35
TARATA,atencion odontologica,primera consulta,2013-07-01,59,74,59,74,133
TARIJA,atencion odontologica,primera consulta,2013-07-01,1507,2292,1507,2292,3799
TARVITA,atencion odontologica,primera consulta,2013-07-01,98,169,98,169,267
TEOPONTE,atencion odontologica,primera consulta,2013-07-01,26,36,26,36,62
TIAWANACU,atencion odontologica,primera consulta,2013-07-01,147,213,147,213,360
TINGUIPAYA,atencion odontologica,primera consulta,2013-07-01,56,103,56,103,159
TIPUANI,atencion odontologica,primera consulta,2013-07-01,38,74,38,74,112
TIQUIPAYA,atencion odontologica,primera consulta,2013-07-01,219,273,219,273,492
TIRAQUE (CBBA),atencion odontologica,primera consulta,2013-07-01,42,82,42,82,124
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,primera consulta,2013-07-01,8,6,8,6,14
TOCO,atencion odontologica,primera consulta,2013-07-01,65,47,65,47,112
TOLATA,atencion odontologica,primera consulta,2013-07-01,11,14,11,14,25
TOLEDO,atencion odontologica,primera consulta,2013-07-01,25,41,25,41,66
TOMAVE,atencion odontologica,primera consulta,2013-07-01,43,83,43,83,126
TOMINA,atencion odontologica,primera consulta,2013-07-01,55,106,55,106,161
TORO TORO,atencion odontologica,primera consulta,2013-07-01,34,70,34,70,104
TOTORA(CBBA),atencion odontologica,primera consulta,2013-07-01,52,64,52,64,116
TRIGAL,atencion odontologica,primera consulta,2013-07-01,8,18,8,18,26
TRINIDAD,atencion odontologica,primera consulta,2013-07-01,519,852,519,852,1371
TUPIZA,atencion odontologica,primera consulta,2013-07-01,299,393,299,393,692
TURCO,atencion odontologica,primera consulta,2013-07-01,22,39,22,39,61
UMALA,atencion odontologica,primera consulta,2013-07-01,22,33,22,33,55
UNCIA,atencion odontologica,primera consulta,2013-07-01,59,77,59,77,136
URIONDO (A. CONCEPCION),atencion odontologica,primera consulta,2013-07-01,183,355,183,355,538
URUBICHA,atencion odontologica,primera consulta,2013-07-01,33,61,33,61,94
UYUNI,atencion odontologica,primera consulta,2013-07-01,67,106,67,106,173
VACAS,atencion odontologica,primera consulta,2013-07-01,59,80,59,80,139
VALLEGRANDE,atencion odontologica,primera consulta,2013-07-01,67,103,67,103,170
VIACHA,atencion odontologica,primera consulta,2013-07-01,141,236,141,236,377
VILA VILA,atencion odontologica,primera consulta,2013-07-01,2,11,2,11,13
VILLA CHARCAS,atencion odontologica,primera consulta,2013-07-01,24,63,24,63,87
VILLA MONTES,atencion odontologica,primera consulta,2013-07-01,281,415,281,415,696
VILLA NUEVA (LOMA ALTA),atencion odontologica,primera consulta,2013-07-01,19,26,19,26,45
VILLA RIVERO,atencion odontologica,primera consulta,2013-07-01,7,27,7,27,34
VILLA SERRANO,atencion odontologica,primera consulta,2013-07-01,25,38,25,38,63
VILLA TUNARI,atencion odontologica,primera consulta,2013-07-01,139,212,139,212,351
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,primera consulta,2013-07-01,40,51,40,51,91
VILLAZON,atencion odontologica,primera consulta,2013-07-01,104,190,104,190,294
VINTO,atencion odontologica,primera consulta,2013-07-01,70,108,70,108,178
VITICHI,atencion odontologica,primera consulta,2013-07-01,68,66,68,66,134
WALDO BALLIVIAN,atencion odontologica,primera consulta,2013-07-01,12,9,12,9,21
WARNES,atencion odontologica,primera consulta,2013-07-01,54,138,54,138,192
YACO,atencion odontologica,primera consulta,2013-07-01,13,23,13,23,36
YACUIBA,atencion odontologica,primera consulta,2013-07-01,402,712,402,712,1114
YAMPARAEZ,atencion odontologica,primera consulta,2013-07-01,44,79,44,79,123
YANACACHI,atencion odontologica,primera consulta,2013-07-01,12,25,12,25,37
YAPACANI,atencion odontologica,primera consulta,2013-07-01,64,177,64,177,241
YOCALLA,atencion odontologica,primera consulta,2013-07-01,27,36,27,36,63
YOTALA,atencion odontologica,primera consulta,2013-07-01,65,90,65,90,155
YUNCHARA,atencion odontologica,primera consulta,2013-07-01,57,95,57,95,152
ZUDAÑEZ,atencion odontologica,primera consulta,2013-07-01,29,45,29,45,74
