,group,variable,month,RESTAURACIONES CANTIDAD,RESTAURACIONES CANTIDAD,TOTALES,TOTALES,TOTALES
SAN ANTONIO DE LOMERIO,atencion odontologica,restauraciones,2011-07-01,12,22,12,22,34
SAN BENITO,atencion odontologica,restauraciones,2011-07-01,42,106,42,106,148
SAN BORJA,atencion odontologica,restauraciones,2011-07-01,168,166,168,166,334
SAN BUENA VENTURA,atencion odontologica,restauraciones,2011-07-01,3,16,3,16,19
SAN CARLOS,atencion odontologica,restauraciones,2011-07-01,43,71,43,71,114
SAN IGNACIO,atencion odontologica,restauraciones,2011-07-01,133,276,133,276,409
SAN JAVIER(BNI),atencion odontologica,restauraciones,2011-07-01,3,15,3,15,18
SAN JAVIER(STC),atencion odontologica,restauraciones,2011-07-01,4,29,4,29,33
SAN JOSE DE CHIQUITOS,atencion odontologica,restauraciones,2011-07-01,66,201,66,201,267
SAN JUAN DE YAPACANI,atencion odontologica,restauraciones,2011-07-01,11,35,11,35,46
SAN JULIAN,atencion odontologica,restauraciones,2011-07-01,35,42,35,42,77
SAN LORENZO(PND),atencion odontologica,restauraciones,2011-07-01,14,17,14,17,31
SAN LORENZO(TJA),atencion odontologica,restauraciones,2011-07-01,68,174,68,174,242
SAN LUCAS,atencion odontologica,restauraciones,2011-07-01,80,177,80,177,257
SAN MATIAS,atencion odontologica,restauraciones,2011-07-01,11,32,11,32,43
SAN MIGUEL DE VELASCO,atencion odontologica,restauraciones,2011-07-01,24,55,24,55,79
SAN PEDRO,atencion odontologica,restauraciones,2011-07-01,32,68,32,68,100
SAN PEDRO DE BUENA VISTA,atencion odontologica,restauraciones,2011-07-01,0,11,0,11,11
SAN PEDRO DE CURAHUARA,atencion odontologica,restauraciones,2011-07-01,37,8,37,8,45
SAN PEDRO DE TIQUINA,atencion odontologica,restauraciones,2011-07-01,12,14,12,14,26
SAN RAFAEL,atencion odontologica,restauraciones,2011-07-01,5,26,5,26,31
SAN RAMON BENI,atencion odontologica,restauraciones,2011-07-01,4,12,4,12,16
SAN RAMON SCZ,atencion odontologica,restauraciones,2011-07-01,21,24,21,24,45
SANTA ANA,atencion odontologica,restauraciones,2011-07-01,43,93,43,93,136
SANTA CRUZ DE LA SIERRA,atencion odontologica,restauraciones,2011-07-01,2273,3903,2273,3903,6176
SANTA ROSA,atencion odontologica,restauraciones,2011-07-01,24,55,24,55,79
SANTA ROSA DEL SARA,atencion odontologica,restauraciones,2011-07-01,26,117,26,117,143
SANTIAGO DE HUARI,atencion odontologica,restauraciones,2011-07-01,123,180,123,180,303
SANTIAGO DE HUATA,atencion odontologica,restauraciones,2011-07-01,3,15,3,15,18
SANTIAGO DE MACHACA,atencion odontologica,restauraciones,2011-07-01,57,96,57,96,153
SANTIVAÑES,atencion odontologica,restauraciones,2011-07-01,16,29,16,29,45
SANTUARIO DE QUILLACAS,atencion odontologica,restauraciones,2011-07-01,7,10,7,10,17
SAPAHAQUI,atencion odontologica,restauraciones,2011-07-01,7,7,7,7,14
SENA,atencion odontologica,restauraciones,2011-07-01,0,1,0,1,1
SHINAOTA,atencion odontologica,restauraciones,2011-07-01,30,105,30,105,135
SICA SICA (VILLA AROMA),atencion odontologica,restauraciones,2011-07-01,29,69,29,69,98
SICAYA,atencion odontologica,restauraciones,2011-07-01,2,20,2,20,22
SIPE SIPE,atencion odontologica,restauraciones,2011-07-01,103,481,103,481,584
SOPACHUY,atencion odontologica,restauraciones,2011-07-01,12,65,12,65,77
SORACACHI,atencion odontologica,restauraciones,2011-07-01,10,14,10,14,24
SORATA,atencion odontologica,restauraciones,2011-07-01,50,84,50,84,134
SUCRE,atencion odontologica,restauraciones,2011-07-01,2471,3633,2471,3633,6104
TACACOMA,atencion odontologica,restauraciones,2011-07-01,22,29,22,29,51
TACOPAYA,atencion odontologica,restauraciones,2011-07-01,1,1,1,1,2
TAHUA,atencion odontologica,restauraciones,2011-07-01,1,2,1,2,3
TAPACARI,atencion odontologica,restauraciones,2011-07-01,57,134,57,134,191
TARABUCO,atencion odontologica,restauraciones,2011-07-01,40,83,40,83,123
TARACO,atencion odontologica,restauraciones,2011-07-01,25,36,25,36,61
TARATA,atencion odontologica,restauraciones,2011-07-01,58,147,58,147,205
TARIJA,atencion odontologica,restauraciones,2011-07-01,1830,3074,1830,3074,4904
TARVITA,atencion odontologica,restauraciones,2011-07-01,25,54,25,54,79
TIAWANACU,atencion odontologica,restauraciones,2011-07-01,20,30,20,30,50
TINGUIPAYA,atencion odontologica,restauraciones,2011-07-01,4,3,4,3,7
TIPUANI,atencion odontologica,restauraciones,2011-07-01,4,25,4,25,29
TIQUIPAYA,atencion odontologica,restauraciones,2011-07-01,459,936,459,936,1395
TIRAQUE (CBBA),atencion odontologica,restauraciones,2011-07-01,14,42,14,42,56
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,restauraciones,2011-07-01,5,1,5,1,6
TOCO,atencion odontologica,restauraciones,2011-07-01,38,47,38,47,85
TOLATA,atencion odontologica,restauraciones,2011-07-01,14,46,14,46,60
TOLEDO,atencion odontologica,restauraciones,2011-07-01,32,54,32,54,86
TOMAVE,atencion odontologica,restauraciones,2011-07-01,12,21,12,21,33
TOMINA,atencion odontologica,restauraciones,2011-07-01,49,119,49,119,168
TORO TORO,atencion odontologica,restauraciones,2011-07-01,0,25,0,25,25
TOTORA(CBBA),atencion odontologica,restauraciones,2011-07-01,36,36,36,36,72
TOTORA(ORR),atencion odontologica,restauraciones,2011-07-01,2,0,2,0,2
TRIGAL,atencion odontologica,restauraciones,2011-07-01,5,11,5,11,16
TRINIDAD,atencion odontologica,restauraciones,2011-07-01,173,403,173,403,576
TUPIZA,atencion odontologica,restauraciones,2011-07-01,101,82,101,82,183
TURCO,atencion odontologica,restauraciones,2011-07-01,11,19,11,19,30
UMALA,atencion odontologica,restauraciones,2011-07-01,9,19,9,19,28
UNCIA,atencion odontologica,restauraciones,2011-07-01,36,33,36,33,69
URIONDO (A. CONCEPCION),atencion odontologica,restauraciones,2011-07-01,85,312,85,312,397
URUBICHA,atencion odontologica,restauraciones,2011-07-01,5,2,5,2,7
UYUNI,atencion odontologica,restauraciones,2011-07-01,54,69,54,69,123
VACAS,atencion odontologica,restauraciones,2011-07-01,11,24,11,24,35
VALLEGRANDE,atencion odontologica,restauraciones,2011-07-01,81,132,81,132,213
VIACHA,atencion odontologica,restauraciones,2011-07-01,67,151,67,151,218
VILA VILA,atencion odontologica,restauraciones,2011-07-01,16,8,16,8,24
VILLA CHARCAS,atencion odontologica,restauraciones,2011-07-01,9,16,9,16,25
VILLA MONTES,atencion odontologica,restauraciones,2011-07-01,183,385,183,385,568
VILLA NUEVA (LOMA ALTA),atencion odontologica,restauraciones,2011-07-01,2,9,2,9,11
VILLA RIVERO,atencion odontologica,restauraciones,2011-07-01,20,50,20,50,70
VILLA SERRANO,atencion odontologica,restauraciones,2011-07-01,92,131,92,131,223
VILLA TUNARI,atencion odontologica,restauraciones,2011-07-01,196,515,196,515,711
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,restauraciones,2011-07-01,72,122,72,122,194
VILLAZON,atencion odontologica,restauraciones,2011-07-01,80,192,80,192,272
VINTO,atencion odontologica,restauraciones,2011-07-01,41,132,41,132,173
VITICHI,atencion odontologica,restauraciones,2011-07-01,19,44,19,44,63
WARNES,atencion odontologica,restauraciones,2011-07-01,120,203,120,203,323
YACO,atencion odontologica,restauraciones,2011-07-01,0,13,0,13,13
YACUIBA,atencion odontologica,restauraciones,2011-07-01,243,385,243,385,628
YAMPARAEZ,atencion odontologica,restauraciones,2011-07-01,34,48,34,48,82
YANACACHI,atencion odontologica,restauraciones,2011-07-01,7,24,7,24,31
YAPACANI,atencion odontologica,restauraciones,2011-07-01,70,218,70,218,288
YOCALLA,atencion odontologica,restauraciones,2011-07-01,4,17,4,17,21
YOTALA,atencion odontologica,restauraciones,2011-07-01,34,93,34,93,127
YUNCHARA,atencion odontologica,restauraciones,2011-07-01,28,51,28,51,79
ZUDAÑEZ,atencion odontologica,restauraciones,2011-07-01,12,32,12,32,44
ACACIO,atencion odontologica,restauraciones,2011-08-01,4,8,4,8,12
ACHACACHI,atencion odontologica,restauraciones,2011-08-01,49,85,49,85,134
ACHOCALLA,atencion odontologica,restauraciones,2011-08-01,16,68,16,68,84
AIQUILE,atencion odontologica,restauraciones,2011-08-01,36,84,36,84,120
ALCALA,atencion odontologica,restauraciones,2011-08-01,31,52,31,52,83
ALTO BENI,atencion odontologica,restauraciones,2011-08-01,12,14,12,14,26
ANCORAIMES,atencion odontologica,restauraciones,2011-08-01,8,17,8,17,25
ANDAMARCA,atencion odontologica,restauraciones,2011-08-01,5,16,5,16,21
ANTEQUERA,atencion odontologica,restauraciones,2011-08-01,14,30,14,30,44
ANZALDO,atencion odontologica,restauraciones,2011-08-01,27,24,27,24,51
APOLO,atencion odontologica,restauraciones,2011-08-01,42,121,42,121,163
ARAMPAMPA,atencion odontologica,restauraciones,2011-08-01,4,8,4,8,12
ARANI,atencion odontologica,restauraciones,2011-08-01,28,41,28,41,69
ARBIETO,atencion odontologica,restauraciones,2011-08-01,5,40,5,40,45
ARQUE,atencion odontologica,restauraciones,2011-08-01,21,69,21,69,90
ASCENCION DE GUARAYOS,atencion odontologica,restauraciones,2011-08-01,11,28,11,28,39
ATOCHA,atencion odontologica,restauraciones,2011-08-01,113,121,113,121,234
AYATA,atencion odontologica,restauraciones,2011-08-01,9,24,9,24,33
AYO AYO,atencion odontologica,restauraciones,2011-08-01,15,10,15,10,25
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,restauraciones,2011-08-01,55,127,55,127,182
AZURDUY,atencion odontologica,restauraciones,2011-08-01,19,45,19,45,64
BATALLAS,atencion odontologica,restauraciones,2011-08-01,40,52,40,52,92
BAURES,atencion odontologica,restauraciones,2011-08-01,15,38,15,38,53
BELEN DE ANDAMARCA,atencion odontologica,restauraciones,2011-08-01,2,2,2,2,4
BELEN DE URMIRI,atencion odontologica,restauraciones,2011-08-01,4,10,4,10,14
BELLA FLOR,atencion odontologica,restauraciones,2011-08-01,0,2,0,2,2
BERMEJO,atencion odontologica,restauraciones,2011-08-01,234,442,234,442,676
BETANZOS,atencion odontologica,restauraciones,2011-08-01,22,52,22,52,74
BOLIVAR,atencion odontologica,restauraciones,2011-08-01,21,28,21,28,49
BOLPEBRA,atencion odontologica,restauraciones,2011-08-01,6,2,6,2,8
BOYUIBE,atencion odontologica,restauraciones,2011-08-01,18,14,18,14,32
BUENA VISTA,atencion odontologica,restauraciones,2011-08-01,11,17,11,17,28
CABEZAS,atencion odontologica,restauraciones,2011-08-01,21,36,21,36,57
CAIROMA,atencion odontologica,restauraciones,2011-08-01,3,11,3,11,14
"CAIZA ""D""",atencion odontologica,restauraciones,2011-08-01,3,15,3,15,18
CAJUATA,atencion odontologica,restauraciones,2011-08-01,32,31,32,31,63
CALACOTO,atencion odontologica,restauraciones,2011-08-01,53,51,53,51,104
CALAMARCA,atencion odontologica,restauraciones,2011-08-01,25,41,25,41,66
CAMARGO,atencion odontologica,restauraciones,2011-08-01,97,127,97,127,224
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,restauraciones,2011-08-01,11,41,11,41,52
CAMIRI,atencion odontologica,restauraciones,2011-08-01,66,183,66,183,249
CAPINOTA,atencion odontologica,restauraciones,2011-08-01,14,27,14,27,41
CAQUIAVIRI,atencion odontologica,restauraciones,2011-08-01,2,17,2,17,19
CARACOLLO,atencion odontologica,restauraciones,2011-08-01,33,61,33,61,94
CARANAVI,atencion odontologica,restauraciones,2011-08-01,120,210,120,210,330
CARAPARI,atencion odontologica,restauraciones,2011-08-01,69,101,69,101,170
CARIPUYO,atencion odontologica,restauraciones,2011-08-01,24,37,24,37,61
CARMEN RIVERO TORREZ,atencion odontologica,restauraciones,2011-08-01,10,14,10,14,24
CATACORA,atencion odontologica,restauraciones,2011-08-01,28,42,28,42,70
CHACARILLA,atencion odontologica,restauraciones,2011-08-01,0,4,0,4,4
CHALLAPATA,atencion odontologica,restauraciones,2011-08-01,141,189,141,189,330
CHAQUI,atencion odontologica,restauraciones,2011-08-01,2,4,2,4,6
CHARAGUA,atencion odontologica,restauraciones,2011-08-01,17,59,17,59,76
CHARAÑA,atencion odontologica,restauraciones,2011-08-01,25,59,25,59,84
CHAYANTA,atencion odontologica,restauraciones,2011-08-01,11,34,11,34,45
CHIMORE,atencion odontologica,restauraciones,2011-08-01,46,126,46,126,172
CHIPAYA,atencion odontologica,restauraciones,2011-08-01,2,15,2,15,17
CHOQUE COTA,atencion odontologica,restauraciones,2011-08-01,29,16,29,16,45
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,restauraciones,2011-08-01,18,56,18,56,74
CHUMA,atencion odontologica,restauraciones,2011-08-01,21,45,21,45,66
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,restauraciones,2011-08-01,11,39,11,39,50
CKOCHAS,atencion odontologica,restauraciones,2011-08-01,22,16,22,16,38
CLIZA,atencion odontologica,restauraciones,2011-08-01,53,110,53,110,163
COBIJA,atencion odontologica,restauraciones,2011-08-01,485,480,485,480,965
COCAPATA,atencion odontologica,restauraciones,2011-08-01,9,31,9,31,40
COCHABAMBA,atencion odontologica,restauraciones,2011-08-01,2908,4642,2908,4642,7550
COIPASA,atencion odontologica,restauraciones,2011-08-01,16,14,16,14,30
COLCAPIRHUA,atencion odontologica,restauraciones,2011-08-01,168,249,168,249,417
"COLCHA ""K""",atencion odontologica,restauraciones,2011-08-01,12,14,12,14,26
COLLANA,atencion odontologica,restauraciones,2011-08-01,8,10,8,10,18
COLOMI,atencion odontologica,restauraciones,2011-08-01,15,73,15,73,88
COLPA BELGICA,atencion odontologica,restauraciones,2011-08-01,18,56,18,56,74
COLQUECHACA,atencion odontologica,restauraciones,2011-08-01,22,55,22,55,77
COLQUIRI,atencion odontologica,restauraciones,2011-08-01,22,14,22,14,36
COMANCHE,atencion odontologica,restauraciones,2011-08-01,32,50,32,50,82
COMARAPA,atencion odontologica,restauraciones,2011-08-01,66,113,66,113,179
COMBAYA,atencion odontologica,restauraciones,2011-08-01,3,4,3,4,7
CONCEPCION,atencion odontologica,restauraciones,2011-08-01,14,17,14,17,31
COPACABANA,atencion odontologica,restauraciones,2011-08-01,8,9,8,9,17
CORIPATA,atencion odontologica,restauraciones,2011-08-01,16,17,16,17,33
CORO CORO,atencion odontologica,restauraciones,2011-08-01,8,9,8,9,17
COROICO,atencion odontologica,restauraciones,2011-08-01,61,95,61,95,156
CORQUE,atencion odontologica,restauraciones,2011-08-01,10,25,10,25,35
COTAGAITA,atencion odontologica,restauraciones,2011-08-01,162,181,162,181,343
COTOCA,atencion odontologica,restauraciones,2011-08-01,53,85,53,85,138
CUATRO CAÑADAS,atencion odontologica,restauraciones,2011-08-01,18,106,18,106,124
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,restauraciones,2011-08-01,0,13,0,13,13
CUEVO,atencion odontologica,restauraciones,2011-08-01,3,11,3,11,14
CULPINA,atencion odontologica,restauraciones,2011-08-01,11,19,11,19,30
CURAHUARA DE CARANGAS,atencion odontologica,restauraciones,2011-08-01,30,43,30,43,73
DESAGUADERO,atencion odontologica,restauraciones,2011-08-01,19,25,19,25,44
EL ALTO,atencion odontologica,restauraciones,2011-08-01,2425,3500,2425,3500,5925
EL CHORO,atencion odontologica,restauraciones,2011-08-01,13,11,13,11,24
EL PUENTE(STC),atencion odontologica,restauraciones,2011-08-01,1,2,1,2,3
EL PUENTE(TJA),atencion odontologica,restauraciones,2011-08-01,51,118,51,118,169
EL TORNO,atencion odontologica,restauraciones,2011-08-01,62,196,62,196,258
EL VILLAR,atencion odontologica,restauraciones,2011-08-01,28,21,28,21,49
ENTRE RIOS TRJ,atencion odontologica,restauraciones,2011-08-01,34,66,34,66,100
ENTRE RIOS CBBA,atencion odontologica,restauraciones,2011-08-01,20,30,20,30,50
ESCOMA,atencion odontologica,restauraciones,2011-08-01,1,2,1,2,3
EUCALIPTUS,atencion odontologica,restauraciones,2011-08-01,19,24,19,24,43
FERNANDEZ ALONSO,atencion odontologica,restauraciones,2011-08-01,38,65,38,65,103
FILADELFIA,atencion odontologica,restauraciones,2011-08-01,15,26,15,26,41
GENERAL SAAVEDRA,atencion odontologica,restauraciones,2011-08-01,5,23,5,23,28
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,restauraciones,2011-08-01,13,36,13,36,49
GUANAY,atencion odontologica,restauraciones,2011-08-01,19,36,19,36,55
GUAQUI,atencion odontologica,restauraciones,2011-08-01,14,32,14,32,46
GUAYARAMERIN,atencion odontologica,restauraciones,2011-08-01,160,234,160,234,394
GUTIERREZ,atencion odontologica,restauraciones,2011-08-01,28,51,28,51,79
HUACARETA,atencion odontologica,restauraciones,2011-08-01,22,60,22,60,82
HUACAYA (VILLA DE HUACAYA),atencion odontologica,restauraciones,2011-08-01,9,13,9,13,22
HUACHACALLA,atencion odontologica,restauraciones,2011-08-01,8,7,8,7,15
HUANUNI,atencion odontologica,restauraciones,2011-08-01,40,147,40,147,187
HUARACAJE,atencion odontologica,restauraciones,2011-08-01,8,12,8,12,20
HUARINA,atencion odontologica,restauraciones,2011-08-01,1,5,1,5,6
HUAYLLAMARCA,atencion odontologica,restauraciones,2011-08-01,35,51,35,51,86
HUMANATA,atencion odontologica,restauraciones,2011-08-01,3,4,3,4,7
ICLA,atencion odontologica,restauraciones,2011-08-01,43,83,43,83,126
INCAHUASI,atencion odontologica,restauraciones,2011-08-01,26,47,26,47,73
INGAVI (HUMAITA),atencion odontologica,restauraciones,2011-08-01,1,0,1,0,1
INQUISIVI,atencion odontologica,restauraciones,2011-08-01,2,1,2,1,3
IRUPANA (VILLA DE LANZA),atencion odontologica,restauraciones,2011-08-01,16,19,16,19,35
IXIAMAS,atencion odontologica,restauraciones,2011-08-01,8,21,8,21,29
JESUS DE MACHACA,atencion odontologica,restauraciones,2011-08-01,18,67,18,67,85
LA ASUNTA,atencion odontologica,restauraciones,2011-08-01,22,45,22,45,67
LA GUARDIA,atencion odontologica,restauraciones,2011-08-01,68,115,68,115,183
LA PAZ,atencion odontologica,restauraciones,2011-08-01,6055,7124,6055,7124,13179
LA RIVERA,atencion odontologica,restauraciones,2011-08-01,0,1,0,1,1
LAGUNILLAS,atencion odontologica,restauraciones,2011-08-01,2,5,2,5,7
LAJA,atencion odontologica,restauraciones,2011-08-01,13,31,13,31,44
LAS CARRERAS,atencion odontologica,restauraciones,2011-08-01,6,14,6,14,20
LLALLAGUA,atencion odontologica,restauraciones,2011-08-01,66,143,66,143,209
LLICA,atencion odontologica,restauraciones,2011-08-01,7,6,7,6,13
LORETO,atencion odontologica,restauraciones,2011-08-01,1,4,1,4,5
LURIBAY,atencion odontologica,restauraciones,2011-08-01,10,21,10,21,31
MACHACAMARCA,atencion odontologica,restauraciones,2011-08-01,21,29,21,29,50
MACHARETI,atencion odontologica,restauraciones,2011-08-01,40,114,40,114,154
MAGDALENA,atencion odontologica,restauraciones,2011-08-01,20,42,20,42,62
MAIRANA,atencion odontologica,restauraciones,2011-08-01,14,89,14,89,103
MALLA,atencion odontologica,restauraciones,2011-08-01,7,15,7,15,22
MAPIRI,atencion odontologica,restauraciones,2011-08-01,27,53,27,53,80
MECAPACA,atencion odontologica,restauraciones,2011-08-01,3,0,3,0,3
MINEROS,atencion odontologica,restauraciones,2011-08-01,70,129,70,129,199
MIZQUE,atencion odontologica,restauraciones,2011-08-01,12,71,12,71,83
MOCOMOCO,atencion odontologica,restauraciones,2011-08-01,7,12,7,12,19
MOJOCOYA,atencion odontologica,restauraciones,2011-08-01,8,19,8,19,27
MONTEAGUDO,atencion odontologica,restauraciones,2011-08-01,67,164,67,164,231
MONTERO,atencion odontologica,restauraciones,2011-08-01,220,447,220,447,667
MORO MORO,atencion odontologica,restauraciones,2011-08-01,2,11,2,11,13
MOROCHATA,atencion odontologica,restauraciones,2011-08-01,16,53,16,53,69
OCURI,atencion odontologica,restauraciones,2011-08-01,4,19,4,19,23
OKINAWA,atencion odontologica,restauraciones,2011-08-01,24,29,24,29,53
OMEREQUE,atencion odontologica,restauraciones,2011-08-01,6,17,6,17,23
ORURO,atencion odontologica,restauraciones,2011-08-01,1007,1668,1007,1668,2675
PADCAYA,atencion odontologica,restauraciones,2011-08-01,100,185,100,185,285
PADILLA,atencion odontologica,restauraciones,2011-08-01,14,59,14,59,73
PAILON,atencion odontologica,restauraciones,2011-08-01,91,239,91,239,330
PALCA,atencion odontologica,restauraciones,2011-08-01,28,56,28,56,84
PALOS BLANCOS,atencion odontologica,restauraciones,2011-08-01,18,107,18,107,125
PAMPA AULLAGAS,atencion odontologica,restauraciones,2011-08-01,10,22,10,22,32
PAMPA GRANDE,atencion odontologica,restauraciones,2011-08-01,0,29,0,29,29
PAPEL PAMPA,atencion odontologica,restauraciones,2011-08-01,20,35,20,35,55
PASORAPA,atencion odontologica,restauraciones,2011-08-01,14,13,14,13,27
PATACAMAYA,atencion odontologica,restauraciones,2011-08-01,41,118,41,118,159
PAZÑA,atencion odontologica,restauraciones,2011-08-01,16,47,16,47,63
PELECHUCO,atencion odontologica,restauraciones,2011-08-01,17,28,17,28,45
POCOATA,atencion odontologica,restauraciones,2011-08-01,36,49,36,49,85
POCONA,atencion odontologica,restauraciones,2011-08-01,127,147,127,147,274
POJO (CBBA),atencion odontologica,restauraciones,2011-08-01,28,68,28,68,96
POOPO,atencion odontologica,restauraciones,2011-08-01,28,72,28,72,100
PORCO,atencion odontologica,restauraciones,2011-08-01,4,23,4,23,27
POROMA,atencion odontologica,restauraciones,2011-08-01,3,15,3,15,18
PORONGO,atencion odontologica,restauraciones,2011-08-01,0,12,0,12,12
PORTACHUELO,atencion odontologica,restauraciones,2011-08-01,61,131,61,131,192
PORVENIR,atencion odontologica,restauraciones,2011-08-01,51,42,51,42,93
POSTRER VALLE,atencion odontologica,restauraciones,2011-08-01,22,20,22,20,42
POTOSI,atencion odontologica,restauraciones,2011-08-01,495,994,495,994,1489
PRESTO,atencion odontologica,restauraciones,2011-08-01,2,11,2,11,13
PUCARA,atencion odontologica,restauraciones,2011-08-01,0,2,0,2,2
PUCARANI,atencion odontologica,restauraciones,2011-08-01,21,31,21,31,52
PUERTO ACOSTA,atencion odontologica,restauraciones,2011-08-01,7,25,7,25,32
PUERTO CARABUCO,atencion odontologica,restauraciones,2011-08-01,23,32,23,32,55
PUERTO GONZALO MORENO,atencion odontologica,restauraciones,2011-08-01,55,56,55,56,111
PUERTO PEREZ,atencion odontologica,restauraciones,2011-08-01,1,5,1,5,6
PUERTO QUIJARRO,atencion odontologica,restauraciones,2011-08-01,33,44,33,44,77
PUERTO RICO,atencion odontologica,restauraciones,2011-08-01,82,87,82,87,169
PUERTO SUAREZ,atencion odontologica,restauraciones,2011-08-01,10,20,10,20,30
PUERTO VILLARROEL,atencion odontologica,restauraciones,2011-08-01,135,155,135,155,290
PUNA,atencion odontologica,restauraciones,2011-08-01,26,69,26,69,95
PUNATA,atencion odontologica,restauraciones,2011-08-01,58,127,58,127,185
QUIABAYA,atencion odontologica,restauraciones,2011-08-01,0,45,0,45,45
QUILLACOLLO,atencion odontologica,restauraciones,2011-08-01,726,1281,726,1281,2007
QUIME,atencion odontologica,restauraciones,2011-08-01,170,54,170,54,224
QUIRUSILLAS,atencion odontologica,restauraciones,2011-08-01,2,7,2,7,9
RAVELO,atencion odontologica,restauraciones,2011-08-01,6,16,6,16,22
REYES,atencion odontologica,restauraciones,2011-08-01,65,29,65,29,94
RIBERALTA,atencion odontologica,restauraciones,2011-08-01,71,231,71,231,302
ROBORE,atencion odontologica,restauraciones,2011-08-01,25,27,25,27,52
RURRENABAQUE,atencion odontologica,restauraciones,2011-08-01,16,28,16,28,44
SABAYA,atencion odontologica,restauraciones,2011-08-01,17,31,17,31,48
SACABA,atencion odontologica,restauraciones,2011-08-01,657,1116,657,1116,1773
SACABAMBA,atencion odontologica,restauraciones,2011-08-01,34,27,34,27,61
SACACA,atencion odontologica,restauraciones,2011-08-01,23,59,23,59,82
SAIPINA,atencion odontologica,restauraciones,2011-08-01,14,24,14,24,38
SALINAS DE GARCI MENDOZA,atencion odontologica,restauraciones,2011-08-01,95,160,95,160,255
SAMAIPATA,atencion odontologica,restauraciones,2011-08-01,29,62,29,62,91
SAN AGUSTIN,atencion odontologica,restauraciones,2011-08-01,3,1,3,1,4
SAN ANDRES,atencion odontologica,restauraciones,2011-08-01,7,0,7,0,7
SAN ANDRES DE MACHACA,atencion odontologica,restauraciones,2011-08-01,73,142,73,142,215
SAN ANTONIO DE LOMERIO,atencion odontologica,restauraciones,2011-08-01,5,2,5,2,7
SAN BENITO,atencion odontologica,restauraciones,2011-08-01,44,86,44,86,130
SAN BORJA,atencion odontologica,restauraciones,2011-08-01,106,292,106,292,398
SAN BUENA VENTURA,atencion odontologica,restauraciones,2011-08-01,18,39,18,39,57
SAN CARLOS,atencion odontologica,restauraciones,2011-08-01,14,114,14,114,128
SAN IGNACIO,atencion odontologica,restauraciones,2011-08-01,73,151,73,151,224
SAN IGNACIO DE VELASCO,atencion odontologica,restauraciones,2011-08-01,54,72,54,72,126
SAN JAVIER(STC),atencion odontologica,restauraciones,2011-08-01,15,34,15,34,49
SAN JOAQUIN,atencion odontologica,restauraciones,2011-08-01,2,2,2,2,4
SAN JOSE DE CHIQUITOS,atencion odontologica,restauraciones,2011-08-01,31,85,31,85,116
SAN JUAN DE YAPACANI,atencion odontologica,restauraciones,2011-08-01,11,46,11,46,57
SAN JULIAN,atencion odontologica,restauraciones,2011-08-01,11,31,11,31,42
SAN LORENZO(PND),atencion odontologica,restauraciones,2011-08-01,2,26,2,26,28
SAN LORENZO(TJA),atencion odontologica,restauraciones,2011-08-01,93,172,93,172,265
SAN LUCAS,atencion odontologica,restauraciones,2011-08-01,96,130,96,130,226
SAN MATIAS,atencion odontologica,restauraciones,2011-08-01,3,11,3,11,14
SAN MIGUEL DE VELASCO,atencion odontologica,restauraciones,2011-08-01,9,39,9,39,48
SAN PEDRO,atencion odontologica,restauraciones,2011-08-01,85,124,85,124,209
SAN PEDRO DE BUENA VISTA,atencion odontologica,restauraciones,2011-08-01,4,5,4,5,9
SAN PEDRO DE TIQUINA,atencion odontologica,restauraciones,2011-08-01,11,19,11,19,30
SAN RAFAEL,atencion odontologica,restauraciones,2011-08-01,2,29,2,29,31
SAN RAMON BENI,atencion odontologica,restauraciones,2011-08-01,23,65,23,65,88
SAN RAMON SCZ,atencion odontologica,restauraciones,2011-08-01,27,38,27,38,65
SANTA ANA,atencion odontologica,restauraciones,2011-08-01,21,84,21,84,105
SANTA CRUZ DE LA SIERRA,atencion odontologica,restauraciones,2011-08-01,2474,4076,2474,4076,6550
SANTA ROSA,atencion odontologica,restauraciones,2011-08-01,38,41,38,41,79
SANTA ROSA DEL SARA,atencion odontologica,restauraciones,2011-08-01,27,73,27,73,100
SANTIAGO DE CALLAPA,atencion odontologica,restauraciones,2011-08-01,2,0,2,0,2
SANTIAGO DE HUARI,atencion odontologica,restauraciones,2011-08-01,84,144,84,144,228
SANTIAGO DE HUATA,atencion odontologica,restauraciones,2011-08-01,4,16,4,16,20
SANTIAGO DE MACHACA,atencion odontologica,restauraciones,2011-08-01,76,116,76,116,192
SANTIVAÑES,atencion odontologica,restauraciones,2011-08-01,12,28,12,28,40
SANTUARIO DE QUILLACAS,atencion odontologica,restauraciones,2011-08-01,5,9,5,9,14
SAPAHAQUI,atencion odontologica,restauraciones,2011-08-01,6,9,6,9,15
SENA,atencion odontologica,restauraciones,2011-08-01,1,2,1,2,3
SHINAOTA,atencion odontologica,restauraciones,2011-08-01,19,164,19,164,183
