,group,variable,month,OTRAS ACCIONES CANTIDAD,OTRAS ACCIONES CANTIDAD,TOTALES,TOTALES,TOTALES
PORCO,atencion odontologica,otras acciones,2011-07-01,24,50,24,50,74
POROMA,atencion odontologica,otras acciones,2011-07-01,1,11,1,11,12
PORTACHUELO,atencion odontologica,otras acciones,2011-07-01,34,61,34,61,95
PORVENIR,atencion odontologica,otras acciones,2011-07-01,68,24,68,24,92
POSTRER VALLE,atencion odontologica,otras acciones,2011-07-01,13,2,13,2,15
POTOSI,atencion odontologica,otras acciones,2011-07-01,271,550,271,550,821
PRESTO,atencion odontologica,otras acciones,2011-07-01,1,0,1,0,1
PUCARA,atencion odontologica,otras acciones,2011-07-01,1,6,1,6,7
PUCARANI,atencion odontologica,otras acciones,2011-07-01,15,23,15,23,38
PUERTO ACOSTA,atencion odontologica,otras acciones,2011-07-01,2,6,2,6,8
PUERTO CARABUCO,atencion odontologica,otras acciones,2011-07-01,0,1,0,1,1
PUERTO PEREZ,atencion odontologica,otras acciones,2011-07-01,10,27,10,27,37
PUERTO QUIJARRO,atencion odontologica,otras acciones,2011-07-01,92,145,92,145,237
PUERTO RICO,atencion odontologica,otras acciones,2011-07-01,9,24,9,24,33
PUERTO SUAREZ,atencion odontologica,otras acciones,2011-07-01,24,47,24,47,71
PUERTO VILLARROEL,atencion odontologica,otras acciones,2011-07-01,52,24,52,24,76
PUNA,atencion odontologica,otras acciones,2011-07-01,45,50,45,50,95
PUNATA,atencion odontologica,otras acciones,2011-07-01,93,136,93,136,229
QUIABAYA,atencion odontologica,otras acciones,2011-07-01,2,2,2,2,4
QUILLACOLLO,atencion odontologica,otras acciones,2011-07-01,365,522,365,522,887
QUIME,atencion odontologica,otras acciones,2011-07-01,160,28,160,28,188
QUIRUSILLAS,atencion odontologica,otras acciones,2011-07-01,3,5,3,5,8
RAVELO,atencion odontologica,otras acciones,2011-07-01,6,10,6,10,16
REYES,atencion odontologica,otras acciones,2011-07-01,191,285,191,285,476
RIBERALTA,atencion odontologica,otras acciones,2011-07-01,11,15,11,15,26
ROBORE,atencion odontologica,otras acciones,2011-07-01,0,1,0,1,1
RURRENABAQUE,atencion odontologica,otras acciones,2011-07-01,12,11,12,11,23
SABAYA,atencion odontologica,otras acciones,2011-07-01,52,72,52,72,124
SACABA,atencion odontologica,otras acciones,2011-07-01,739,979,739,979,1718
SACABAMBA,atencion odontologica,otras acciones,2011-07-01,1,3,1,3,4
SACACA,atencion odontologica,otras acciones,2011-07-01,5,13,5,13,18
SAIPINA,atencion odontologica,otras acciones,2011-07-01,15,29,15,29,44
SALINAS DE GARCI MENDOZA,atencion odontologica,otras acciones,2011-07-01,18,24,18,24,42
SAMAIPATA,atencion odontologica,otras acciones,2011-07-01,19,42,19,42,61
SAN AGUSTIN,atencion odontologica,otras acciones,2011-07-01,5,5,5,5,10
SAN ANDRES DE MACHACA,atencion odontologica,otras acciones,2011-07-01,55,37,55,37,92
SAN ANTONIO DE LOMERIO,atencion odontologica,otras acciones,2011-07-01,7,34,7,34,41
SAN BENITO,atencion odontologica,otras acciones,2011-07-01,33,37,33,37,70
SAN BORJA,atencion odontologica,otras acciones,2011-07-01,0,11,0,11,11
SAN CARLOS,atencion odontologica,otras acciones,2011-07-01,13,20,13,20,33
SAN IGNACIO,atencion odontologica,otras acciones,2011-07-01,1,2,1,2,3
SAN IGNACIO DE VELASCO,atencion odontologica,otras acciones,2011-07-01,16,17,16,17,33
SAN JUAN DE YAPACANI,atencion odontologica,otras acciones,2011-07-01,3,13,3,13,16
SAN LORENZO(TJA),atencion odontologica,otras acciones,2011-07-01,68,124,68,124,192
SAN LUCAS,atencion odontologica,otras acciones,2011-07-01,6,15,6,15,21
SAN MATIAS,atencion odontologica,otras acciones,2011-07-01,9,4,9,4,13
SAN MIGUEL DE VELASCO,atencion odontologica,otras acciones,2011-07-01,17,58,17,58,75
SAN PEDRO,atencion odontologica,otras acciones,2011-07-01,8,2,8,2,10
SAN PEDRO DE BUENA VISTA,atencion odontologica,otras acciones,2011-07-01,4,9,4,9,13
SAN PEDRO DE TIQUINA,atencion odontologica,otras acciones,2011-07-01,2,4,2,4,6
SAN RAFAEL,atencion odontologica,otras acciones,2011-07-01,2,1,2,1,3
SAN RAMON SCZ,atencion odontologica,otras acciones,2011-07-01,8,13,8,13,21
SANTA ANA,atencion odontologica,otras acciones,2011-07-01,2,0,2,0,2
SANTA CRUZ DE LA SIERRA,atencion odontologica,otras acciones,2011-07-01,1093,1624,1093,1624,2717
SANTA ROSA,atencion odontologica,otras acciones,2011-07-01,81,76,81,76,157
SANTA ROSA DEL SARA,atencion odontologica,otras acciones,2011-07-01,14,47,14,47,61
SANTIAGO DE CALLAPA,atencion odontologica,otras acciones,2011-07-01,3,2,3,2,5
SANTIAGO DE HUARI,atencion odontologica,otras acciones,2011-07-01,46,67,46,67,113
SANTIAGO DE HUATA,atencion odontologica,otras acciones,2011-07-01,4,2,4,2,6
SANTIAGO DE MACHACA,atencion odontologica,otras acciones,2011-07-01,8,17,8,17,25
SANTIVAÑES,atencion odontologica,otras acciones,2011-07-01,15,38,15,38,53
SANTUARIO DE QUILLACAS,atencion odontologica,otras acciones,2011-07-01,9,22,9,22,31
SAPAHAQUI,atencion odontologica,otras acciones,2011-07-01,6,16,6,16,22
SENA,atencion odontologica,otras acciones,2011-07-01,0,2,0,2,2
SHINAOTA,atencion odontologica,otras acciones,2011-07-01,11,24,11,24,35
SICA SICA (VILLA AROMA),atencion odontologica,otras acciones,2011-07-01,10,7,10,7,17
SICAYA,atencion odontologica,otras acciones,2011-07-01,3,8,3,8,11
SIPE SIPE,atencion odontologica,otras acciones,2011-07-01,6,23,6,23,29
SOPACHUY,atencion odontologica,otras acciones,2011-07-01,34,90,34,90,124
SORACACHI,atencion odontologica,otras acciones,2011-07-01,26,24,26,24,50
SORATA,atencion odontologica,otras acciones,2011-07-01,48,88,48,88,136
SUCRE,atencion odontologica,otras acciones,2011-07-01,1085,1568,1085,1568,2653
TACACOMA,atencion odontologica,otras acciones,2011-07-01,6,13,6,13,19
TACOPAYA,atencion odontologica,otras acciones,2011-07-01,5,8,5,8,13
TAHUA,atencion odontologica,otras acciones,2011-07-01,6,8,6,8,14
TAPACARI,atencion odontologica,otras acciones,2011-07-01,12,34,12,34,46
TARABUCO,atencion odontologica,otras acciones,2011-07-01,16,33,16,33,49
TARACO,atencion odontologica,otras acciones,2011-07-01,21,19,21,19,40
TARATA,atencion odontologica,otras acciones,2011-07-01,18,32,18,32,50
TARIJA,atencion odontologica,otras acciones,2011-07-01,774,1582,774,1582,2356
TARVITA,atencion odontologica,otras acciones,2011-07-01,17,40,17,40,57
TIAWANACU,atencion odontologica,otras acciones,2011-07-01,40,45,40,45,85
TINGUIPAYA,atencion odontologica,otras acciones,2011-07-01,3,9,3,9,12
TIPUANI,atencion odontologica,otras acciones,2011-07-01,6,8,6,8,14
TIQUIPAYA,atencion odontologica,otras acciones,2011-07-01,137,206,137,206,343
TIRAQUE (CBBA),atencion odontologica,otras acciones,2011-07-01,49,63,49,63,112
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,otras acciones,2011-07-01,2,2,2,2,4
TOCO,atencion odontologica,otras acciones,2011-07-01,13,24,13,24,37
TOLATA,atencion odontologica,otras acciones,2011-07-01,13,50,13,50,63
TOLEDO,atencion odontologica,otras acciones,2011-07-01,3,0,3,0,3
TOMAVE,atencion odontologica,otras acciones,2011-07-01,14,17,14,17,31
TOMINA,atencion odontologica,otras acciones,2011-07-01,234,428,234,428,662
TORO TORO,atencion odontologica,otras acciones,2011-07-01,13,29,13,29,42
TOTORA(CBBA),atencion odontologica,otras acciones,2011-07-01,28,45,28,45,73
TOTORA(ORR),atencion odontologica,otras acciones,2011-07-01,1,2,1,2,3
TRIGAL,atencion odontologica,otras acciones,2011-07-01,3,4,3,4,7
TRINIDAD,atencion odontologica,otras acciones,2011-07-01,61,69,61,69,130
TUPIZA,atencion odontologica,otras acciones,2011-07-01,111,105,111,105,216
TURCO,atencion odontologica,otras acciones,2011-07-01,8,9,8,9,17
UMALA,atencion odontologica,otras acciones,2011-07-01,2,2,2,2,4
UNCIA,atencion odontologica,otras acciones,2011-07-01,5,1,5,1,6
URIONDO (A. CONCEPCION),atencion odontologica,otras acciones,2011-07-01,38,61,38,61,99
URUBICHA,atencion odontologica,otras acciones,2011-07-01,18,19,18,19,37
UYUNI,atencion odontologica,otras acciones,2011-07-01,8,4,8,4,12
VACAS,atencion odontologica,otras acciones,2011-07-01,16,40,16,40,56
VALLEGRANDE,atencion odontologica,otras acciones,2011-07-01,18,37,18,37,55
VIACHA,atencion odontologica,otras acciones,2011-07-01,97,122,97,122,219
VILA VILA,atencion odontologica,otras acciones,2011-07-01,2,0,2,0,2
VILLA CHARCAS,atencion odontologica,otras acciones,2011-07-01,10,9,10,9,19
VILLA MONTES,atencion odontologica,otras acciones,2011-07-01,84,114,84,114,198
VILLA RIVERO,atencion odontologica,otras acciones,2011-07-01,15,25,15,25,40
VILLA SERRANO,atencion odontologica,otras acciones,2011-07-01,31,106,31,106,137
VILLA TUNARI,atencion odontologica,otras acciones,2011-07-01,51,120,51,120,171
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,otras acciones,2011-07-01,5,15,5,15,20
VILLAZON,atencion odontologica,otras acciones,2011-07-01,109,183,109,183,292
VINTO,atencion odontologica,otras acciones,2011-07-01,3,12,3,12,15
VITICHI,atencion odontologica,otras acciones,2011-07-01,50,99,50,99,149
WARNES,atencion odontologica,otras acciones,2011-07-01,26,21,26,21,47
YACO,atencion odontologica,otras acciones,2011-07-01,10,5,10,5,15
YACUIBA,atencion odontologica,otras acciones,2011-07-01,18,34,18,34,52
YAMPARAEZ,atencion odontologica,otras acciones,2011-07-01,32,70,32,70,102
YANACACHI,atencion odontologica,otras acciones,2011-07-01,12,13,12,13,25
YAPACANI,atencion odontologica,otras acciones,2011-07-01,5,5,5,5,10
YOCALLA,atencion odontologica,otras acciones,2011-07-01,7,36,7,36,43
YOTALA,atencion odontologica,otras acciones,2011-07-01,48,120,48,120,168
YUNCHARA,atencion odontologica,otras acciones,2011-07-01,4,47,4,47,51
ZUDAÑEZ,atencion odontologica,otras acciones,2011-07-01,10,9,10,9,19
ACACIO,atencion odontologica,otras acciones,2011-08-01,25,49,25,49,74
ACHACACHI,atencion odontologica,otras acciones,2011-08-01,10,43,10,43,53
ACHOCALLA,atencion odontologica,otras acciones,2011-08-01,3,17,3,17,20
ALCALA,atencion odontologica,otras acciones,2011-08-01,22,45,22,45,67
ANCORAIMES,atencion odontologica,otras acciones,2011-08-01,3,6,3,6,9
ANDAMARCA,atencion odontologica,otras acciones,2011-08-01,23,36,23,36,59
ANTEQUERA,atencion odontologica,otras acciones,2011-08-01,30,40,30,40,70
ANZALDO,atencion odontologica,otras acciones,2011-08-01,11,3,11,3,14
APOLO,atencion odontologica,otras acciones,2011-08-01,3,17,3,17,20
ARAMPAMPA,atencion odontologica,otras acciones,2011-08-01,5,4,5,4,9
ARANI,atencion odontologica,otras acciones,2011-08-01,30,69,30,69,99
ARBIETO,atencion odontologica,otras acciones,2011-08-01,0,1,0,1,1
ARQUE,atencion odontologica,otras acciones,2011-08-01,6,18,6,18,24
ATOCHA,atencion odontologica,otras acciones,2011-08-01,153,191,153,191,344
AYATA,atencion odontologica,otras acciones,2011-08-01,4,3,4,3,7
AYO AYO,atencion odontologica,otras acciones,2011-08-01,2,1,2,1,3
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,otras acciones,2011-08-01,34,50,34,50,84
AZURDUY,atencion odontologica,otras acciones,2011-08-01,30,42,30,42,72
BAURES,atencion odontologica,otras acciones,2011-08-01,9,7,9,7,16
BELEN DE URMIRI,atencion odontologica,otras acciones,2011-08-01,7,14,7,14,21
BERMEJO,atencion odontologica,otras acciones,2011-08-01,115,249,115,249,364
BETANZOS,atencion odontologica,otras acciones,2011-08-01,14,14,14,14,28
BOLIVAR,atencion odontologica,otras acciones,2011-08-01,12,21,12,21,33
BUENA VISTA,atencion odontologica,otras acciones,2011-08-01,9,12,9,12,21
CABEZAS,atencion odontologica,otras acciones,2011-08-01,16,17,16,17,33
CAIROMA,atencion odontologica,otras acciones,2011-08-01,4,1,4,1,5
"CAIZA ""D""",atencion odontologica,otras acciones,2011-08-01,21,18,21,18,39
CAJUATA,atencion odontologica,otras acciones,2011-08-01,3,2,3,2,5
CALACOTO,atencion odontologica,otras acciones,2011-08-01,13,13,13,13,26
CALAMARCA,atencion odontologica,otras acciones,2011-08-01,64,66,64,66,130
CAMARGO,atencion odontologica,otras acciones,2011-08-01,105,145,105,145,250
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,otras acciones,2011-08-01,107,194,107,194,301
CAMIRI,atencion odontologica,otras acciones,2011-08-01,64,158,64,158,222
CAPINOTA,atencion odontologica,otras acciones,2011-08-01,21,58,21,58,79
CAQUIAVIRI,atencion odontologica,otras acciones,2011-08-01,9,20,9,20,29
CARACOLLO,atencion odontologica,otras acciones,2011-08-01,74,124,74,124,198
CARANAVI,atencion odontologica,otras acciones,2011-08-01,65,108,65,108,173
CARAPARI,atencion odontologica,otras acciones,2011-08-01,7,2,7,2,9
CARIPUYO,atencion odontologica,otras acciones,2011-08-01,8,6,8,6,14
CARMEN RIVERO TORREZ,atencion odontologica,otras acciones,2011-08-01,3,3,3,3,6
CATACORA,atencion odontologica,otras acciones,2011-08-01,1,3,1,3,4
CHALLAPATA,atencion odontologica,otras acciones,2011-08-01,46,56,46,56,102
CHAQUI,atencion odontologica,otras acciones,2011-08-01,11,7,11,7,18
CHARAGUA,atencion odontologica,otras acciones,2011-08-01,5,8,5,8,13
CHARAÑA,atencion odontologica,otras acciones,2011-08-01,0,4,0,4,4
CHAYANTA,atencion odontologica,otras acciones,2011-08-01,26,77,26,77,103
CHIMORE,atencion odontologica,otras acciones,2011-08-01,95,81,95,81,176
CHIPAYA,atencion odontologica,otras acciones,2011-08-01,19,29,19,29,48
CHOQUE COTA,atencion odontologica,otras acciones,2011-08-01,29,13,29,13,42
CHUMA,atencion odontologica,otras acciones,2011-08-01,23,20,23,20,43
CKOCHAS,atencion odontologica,otras acciones,2011-08-01,13,31,13,31,44
CLIZA,atencion odontologica,otras acciones,2011-08-01,47,91,47,91,138
COBIJA,atencion odontologica,otras acciones,2011-08-01,15,25,15,25,40
COCAPATA,atencion odontologica,otras acciones,2011-08-01,16,8,16,8,24
COCHABAMBA,atencion odontologica,otras acciones,2011-08-01,1634,2381,1634,2381,4015
COIPASA,atencion odontologica,otras acciones,2011-08-01,3,4,3,4,7
COLCAPIRHUA,atencion odontologica,otras acciones,2011-08-01,34,94,34,94,128
"COLCHA ""K""",atencion odontologica,otras acciones,2011-08-01,25,14,25,14,39
COLLANA,atencion odontologica,otras acciones,2011-08-01,3,3,3,3,6
COLOMI,atencion odontologica,otras acciones,2011-08-01,8,10,8,10,18
COLQUECHACA,atencion odontologica,otras acciones,2011-08-01,52,81,52,81,133
COMANCHE,atencion odontologica,otras acciones,2011-08-01,21,24,21,24,45
COMARAPA,atencion odontologica,otras acciones,2011-08-01,31,49,31,49,80
COMBAYA,atencion odontologica,otras acciones,2011-08-01,2,2,2,2,4
COPACABANA,atencion odontologica,otras acciones,2011-08-01,15,15,15,15,30
CORIPATA,atencion odontologica,otras acciones,2011-08-01,6,8,6,8,14
CORO CORO,atencion odontologica,otras acciones,2011-08-01,9,13,9,13,22
COROICO,atencion odontologica,otras acciones,2011-08-01,11,16,11,16,27
CORQUE,atencion odontologica,otras acciones,2011-08-01,16,19,16,19,35
COTAGAITA,atencion odontologica,otras acciones,2011-08-01,106,87,106,87,193
CUATRO CAÑADAS,atencion odontologica,otras acciones,2011-08-01,19,104,19,104,123
CUEVO,atencion odontologica,otras acciones,2011-08-01,10,9,10,9,19
CULPINA,atencion odontologica,otras acciones,2011-08-01,51,96,51,96,147
CURAHUARA DE CARANGAS,atencion odontologica,otras acciones,2011-08-01,41,26,41,26,67
CURVA,atencion odontologica,otras acciones,2011-08-01,14,12,14,12,26
DESAGUADERO,atencion odontologica,otras acciones,2011-08-01,0,2,0,2,2
EL ALTO,atencion odontologica,otras acciones,2011-08-01,1361,1803,1361,1803,3164
EL CHORO,atencion odontologica,otras acciones,2011-08-01,4,0,4,0,4
EL PUENTE(STC),atencion odontologica,otras acciones,2011-08-01,5,16,5,16,21
EL PUENTE(TJA),atencion odontologica,otras acciones,2011-08-01,4,16,4,16,20
EL TORNO,atencion odontologica,otras acciones,2011-08-01,2,8,2,8,10
EL VILLAR,atencion odontologica,otras acciones,2011-08-01,7,5,7,5,12
ENTRE RIOS TRJ,atencion odontologica,otras acciones,2011-08-01,42,72,42,72,114
ENTRE RIOS CBBA,atencion odontologica,otras acciones,2011-08-01,7,21,7,21,28
ESCOMA,atencion odontologica,otras acciones,2011-08-01,0,2,0,2,2
EUCALIPTUS,atencion odontologica,otras acciones,2011-08-01,33,21,33,21,54
FERNANDEZ ALONSO,atencion odontologica,otras acciones,2011-08-01,1,0,1,0,1
FILADELFIA,atencion odontologica,otras acciones,2011-08-01,4,3,4,3,7
GENERAL SAAVEDRA,atencion odontologica,otras acciones,2011-08-01,4,10,4,10,14
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,otras acciones,2011-08-01,17,22,17,22,39
GUANAY,atencion odontologica,otras acciones,2011-08-01,0,3,0,3,3
GUAQUI,atencion odontologica,otras acciones,2011-08-01,43,31,43,31,74
GUAYARAMERIN,atencion odontologica,otras acciones,2011-08-01,93,126,93,126,219
GUTIERREZ,atencion odontologica,otras acciones,2011-08-01,59,132,59,132,191
HUACARETA,atencion odontologica,otras acciones,2011-08-01,14,42,14,42,56
HUACAYA (VILLA DE HUACAYA),atencion odontologica,otras acciones,2011-08-01,3,12,3,12,15
HUACHACALLA,atencion odontologica,otras acciones,2011-08-01,13,9,13,9,22
HUANUNI,atencion odontologica,otras acciones,2011-08-01,78,153,78,153,231
HUARINA,atencion odontologica,otras acciones,2011-08-01,5,9,5,9,14
HUAYLLAMARCA,atencion odontologica,otras acciones,2011-08-01,29,55,29,55,84
HUMANATA,atencion odontologica,otras acciones,2011-08-01,13,0,13,0,13
ICLA,atencion odontologica,otras acciones,2011-08-01,8,23,8,23,31
INCAHUASI,atencion odontologica,otras acciones,2011-08-01,2,9,2,9,11
INQUISIVI,atencion odontologica,otras acciones,2011-08-01,3,2,3,2,5
IRUPANA (VILLA DE LANZA),atencion odontologica,otras acciones,2011-08-01,12,25,12,25,37
IXIAMAS,atencion odontologica,otras acciones,2011-08-01,13,13,13,13,26
JESUS DE MACHACA,atencion odontologica,otras acciones,2011-08-01,21,32,21,32,53
LA ASUNTA,atencion odontologica,otras acciones,2011-08-01,18,65,18,65,83
LA GUARDIA,atencion odontologica,otras acciones,2011-08-01,34,38,34,38,72
LA PAZ,atencion odontologica,otras acciones,2011-08-01,3827,4447,3827,4447,8274
LAJA,atencion odontologica,otras acciones,2011-08-01,7,11,7,11,18
LLALLAGUA,atencion odontologica,otras acciones,2011-08-01,81,179,81,179,260
LLICA,atencion odontologica,otras acciones,2011-08-01,35,50,35,50,85
LORETO,atencion odontologica,otras acciones,2011-08-01,11,9,11,9,20
LURIBAY,atencion odontologica,otras acciones,2011-08-01,5,5,5,5,10
MACHACAMARCA,atencion odontologica,otras acciones,2011-08-01,14,21,14,21,35
MACHARETI,atencion odontologica,otras acciones,2011-08-01,1,0,1,0,1
MAGDALENA,atencion odontologica,otras acciones,2011-08-01,4,2,4,2,6
MAIRANA,atencion odontologica,otras acciones,2011-08-01,18,17,18,17,35
MALLA,atencion odontologica,otras acciones,2011-08-01,7,2,7,2,9
MAPIRI,atencion odontologica,otras acciones,2011-08-01,85,91,85,91,176
MECAPACA,atencion odontologica,otras acciones,2011-08-01,0,2,0,2,2
MINEROS,atencion odontologica,otras acciones,2011-08-01,20,28,20,28,48
MIZQUE,atencion odontologica,otras acciones,2011-08-01,10,21,10,21,31
MOCOMOCO,atencion odontologica,otras acciones,2011-08-01,15,17,15,17,32
MOJOCOYA,atencion odontologica,otras acciones,2011-08-01,22,23,22,23,45
MONTEAGUDO,atencion odontologica,otras acciones,2011-08-01,55,98,55,98,153
MONTERO,atencion odontologica,otras acciones,2011-08-01,128,81,128,81,209
MOROCHATA,atencion odontologica,otras acciones,2011-08-01,2,5,2,5,7
OCURI,atencion odontologica,otras acciones,2011-08-01,6,1,6,1,7
OMEREQUE,atencion odontologica,otras acciones,2011-08-01,6,14,6,14,20
ORURO,atencion odontologica,otras acciones,2011-08-01,1066,1646,1066,1646,2712
PADCAYA,atencion odontologica,otras acciones,2011-08-01,24,61,24,61,85
PADILLA,atencion odontologica,otras acciones,2011-08-01,21,46,21,46,67
PAILON,atencion odontologica,otras acciones,2011-08-01,1,15,1,15,16
PALCA,atencion odontologica,otras acciones,2011-08-01,11,6,11,6,17
PALOS BLANCOS,atencion odontologica,otras acciones,2011-08-01,3,13,3,13,16
PAMPA AULLAGAS,atencion odontologica,otras acciones,2011-08-01,4,14,4,14,18
PAMPA GRANDE,atencion odontologica,otras acciones,2011-08-01,5,25,5,25,30
PAPEL PAMPA,atencion odontologica,otras acciones,2011-08-01,10,18,10,18,28
PASORAPA,atencion odontologica,otras acciones,2011-08-01,4,4,4,4,8
PATACAMAYA,atencion odontologica,otras acciones,2011-08-01,33,10,33,10,43
PAZÑA,atencion odontologica,otras acciones,2011-08-01,29,58,29,58,87
PELECHUCO,atencion odontologica,otras acciones,2011-08-01,4,4,4,4,8
POCOATA,atencion odontologica,otras acciones,2011-08-01,48,96,48,96,144
POCONA,atencion odontologica,otras acciones,2011-08-01,39,28,39,28,67
POJO (CBBA),atencion odontologica,otras acciones,2011-08-01,22,41,22,41,63
POOPO,atencion odontologica,otras acciones,2011-08-01,35,90,35,90,125
PORCO,atencion odontologica,otras acciones,2011-08-01,36,45,36,45,81
PORTACHUELO,atencion odontologica,otras acciones,2011-08-01,28,45,28,45,73
PORVENIR,atencion odontologica,otras acciones,2011-08-01,20,27,20,27,47
POSTRER VALLE,atencion odontologica,otras acciones,2011-08-01,1,0,1,0,1
POTOSI,atencion odontologica,otras acciones,2011-08-01,241,518,241,518,759
PRESTO,atencion odontologica,otras acciones,2011-08-01,2,1,2,1,3
PUCARA,atencion odontologica,otras acciones,2011-08-01,1,0,1,0,1
PUCARANI,atencion odontologica,otras acciones,2011-08-01,15,22,15,22,37
PUERTO ACOSTA,atencion odontologica,otras acciones,2011-08-01,11,8,11,8,19
PUERTO CARABUCO,atencion odontologica,otras acciones,2011-08-01,35,2,35,2,37
PUERTO PEREZ,atencion odontologica,otras acciones,2011-08-01,11,12,11,12,23
PUERTO QUIJARRO,atencion odontologica,otras acciones,2011-08-01,78,109,78,109,187
PUERTO RICO,atencion odontologica,otras acciones,2011-08-01,22,0,22,0,22
PUERTO SUAREZ,atencion odontologica,otras acciones,2011-08-01,2,6,2,6,8
PUERTO VILLARROEL,atencion odontologica,otras acciones,2011-08-01,61,59,61,59,120
PUNA,atencion odontologica,otras acciones,2011-08-01,51,130,51,130,181
PUNATA,atencion odontologica,otras acciones,2011-08-01,48,113,48,113,161
QUIABAYA,atencion odontologica,otras acciones,2011-08-01,0,4,0,4,4
QUILLACOLLO,atencion odontologica,otras acciones,2011-08-01,373,581,373,581,954
QUIME,atencion odontologica,otras acciones,2011-08-01,31,31,31,31,62
QUIRUSILLAS,atencion odontologica,otras acciones,2011-08-01,0,1,0,1,1
RAVELO,atencion odontologica,otras acciones,2011-08-01,2,14,2,14,16
REYES,atencion odontologica,otras acciones,2011-08-01,80,0,80,0,80
RIBERALTA,atencion odontologica,otras acciones,2011-08-01,7,8,7,8,15
RURRENABAQUE,atencion odontologica,otras acciones,2011-08-01,7,14,7,14,21
SABAYA,atencion odontologica,otras acciones,2011-08-01,44,44,44,44,88
SACABA,atencion odontologica,otras acciones,2011-08-01,757,1119,757,1119,1876
SACABAMBA,atencion odontologica,otras acciones,2011-08-01,0,3,0,3,3
SACACA,atencion odontologica,otras acciones,2011-08-01,2,4,2,4,6
SAIPINA,atencion odontologica,otras acciones,2011-08-01,4,25,4,25,29
SALINAS DE GARCI MENDOZA,atencion odontologica,otras acciones,2011-08-01,13,26,13,26,39
SAMAIPATA,atencion odontologica,otras acciones,2011-08-01,19,57,19,57,76
SAN AGUSTIN,atencion odontologica,otras acciones,2011-08-01,4,3,4,3,7
SAN ANDRES DE MACHACA,atencion odontologica,otras acciones,2011-08-01,18,29,18,29,47
SAN ANTONIO DE LOMERIO,atencion odontologica,otras acciones,2011-08-01,6,12,6,12,18
SAN BENITO,atencion odontologica,otras acciones,2011-08-01,32,38,32,38,70
SAN BORJA,atencion odontologica,otras acciones,2011-08-01,7,12,7,12,19
SAN CARLOS,atencion odontologica,otras acciones,2011-08-01,12,19,12,19,31
SAN IGNACIO,atencion odontologica,otras acciones,2011-08-01,1,2,1,2,3
SAN IGNACIO DE VELASCO,atencion odontologica,otras acciones,2011-08-01,12,10,12,10,22
SAN JAVIER(STC),atencion odontologica,otras acciones,2011-08-01,20,30,20,30,50
SAN JUAN DE YAPACANI,atencion odontologica,otras acciones,2011-08-01,4,11,4,11,15
SAN JULIAN,atencion odontologica,otras acciones,2011-08-01,1,0,1,0,1
SAN LORENZO(PND),atencion odontologica,otras acciones,2011-08-01,0,2,0,2,2
SAN LORENZO(TJA),atencion odontologica,otras acciones,2011-08-01,59,202,59,202,261
SAN LUCAS,atencion odontologica,otras acciones,2011-08-01,27,52,27,52,79
SAN MATIAS,atencion odontologica,otras acciones,2011-08-01,1,4,1,4,5
SAN MIGUEL DE VELASCO,atencion odontologica,otras acciones,2011-08-01,34,71,34,71,105
SAN PEDRO,atencion odontologica,otras acciones,2011-08-01,1,0,1,0,1
SAN PEDRO DE BUENA VISTA,atencion odontologica,otras acciones,2011-08-01,14,15,14,15,29
SAN PEDRO DE TIQUINA,atencion odontologica,otras acciones,2011-08-01,6,11,6,11,17
SAN RAFAEL,atencion odontologica,otras acciones,2011-08-01,1,7,1,7,8
SANTA ANA,atencion odontologica,otras acciones,2011-08-01,35,135,35,135,170
SANTA CRUZ DE LA SIERRA,atencion odontologica,otras acciones,2011-08-01,1082,1333,1082,1333,2415
SANTA ROSA,atencion odontologica,otras acciones,2011-08-01,186,142,186,142,328
SANTA ROSA DEL SARA,atencion odontologica,otras acciones,2011-08-01,21,30,21,30,51
SANTIAGO DE CALLAPA,atencion odontologica,otras acciones,2011-08-01,2,3,2,3,5
SANTIAGO DE HUARI,atencion odontologica,otras acciones,2011-08-01,102,88,102,88,190
SANTIAGO DE HUATA,atencion odontologica,otras acciones,2011-08-01,1,9,1,9,10
SANTIAGO DE MACHACA,atencion odontologica,otras acciones,2011-08-01,13,16,13,16,29
SANTIVAÑES,atencion odontologica,otras acciones,2011-08-01,20,37,20,37,57
SANTUARIO DE QUILLACAS,atencion odontologica,otras acciones,2011-08-01,10,14,10,14,24
SAPAHAQUI,atencion odontologica,otras acciones,2011-08-01,9,31,9,31,40
SENA,atencion odontologica,otras acciones,2011-08-01,1,0,1,0,1
SHINAOTA,atencion odontologica,otras acciones,2011-08-01,19,10,19,10,29
SICA SICA (VILLA AROMA),atencion odontologica,otras acciones,2011-08-01,4,5,4,5,9
SICAYA,atencion odontologica,otras acciones,2011-08-01,4,8,4,8,12
SIPE SIPE,atencion odontologica,otras acciones,2011-08-01,27,43,27,43,70
SOPACHUY,atencion odontologica,otras acciones,2011-08-01,61,110,61,110,171
SORACACHI,atencion odontologica,otras acciones,2011-08-01,47,44,47,44,91
SORATA,atencion odontologica,otras acciones,2011-08-01,44,80,44,80,124
