,group,variable,month,CONSULTAS NUEVAS MENORES DE 5 AÑOS CANTIDAD,CONSULTAS NUEVAS MENORES DE 5 AÑOS CANTIDAD,TOTALES,TOTALES,TOTALES
CLIZA,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,126,183,126,183,309
COBIJA,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,427,415,427,415,842
COCAPATA,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,27,40,27,40,67
COCHABAMBA,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,1992,1853,1992,1853,3845
COIPASA,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,3,4,3,4,7
COLCAPIRHUA,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,192,226,192,226,418
"COLCHA ""K""",atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,23,37,23,37,60
COLLANA,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,4,1,4,1,5
COLOMI,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,22,42,22,42,64
COLPA BELGICA,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,28,32,28,32,60
COLQUECHACA,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,73,101,73,101,174
COLQUIRI,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,9,20,9,20,29
COMANCHE,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,6,0,6,0,6
COMARAPA,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,23,33,23,33,56
CONCEPCION,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,12,19,12,19,31
COPACABANA,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,11,2,11,2,13
CORIPATA,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,52,61,52,61,113
CORO CORO,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,5,4,5,4,9
COROICO,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,24,25,24,25,49
CORQUE,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,5,19,5,19,24
COTAGAITA,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,21,20,21,20,41
COTOCA,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,6,7,6,7,13
CUATRO CAÑADAS,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,73,93,73,93,166
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,10,8,10,8,18
CUEVO,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,9,7,9,7,16
CULPINA,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,23,21,23,21,44
CURAHUARA DE CARANGAS,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,8,14,8,14,22
DESAGUADERO,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,5,3,5,3,8
EL ALTO,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,2001,2206,2001,2206,4207
EL CHORO,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,21,15,21,15,36
EL PUENTE(STC),atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,3,1,3,1,4
EL PUENTE(TJA),atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,1,7,1,7,8
EL TORNO,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,35,33,35,33,68
ENTRE RIOS TRJ,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,12,11,12,11,23
ENTRE RIOS CBBA,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,21,8,21,8,29
ESCOMA,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,3,1,3,1,4
EUCALIPTUS,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,27,23,27,23,50
FERNANDEZ ALONSO,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,36,28,36,28,64
FILADELFIA,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,3,3,3,3,6
GENERAL SAAVEDRA,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,4,18,4,18,22
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,13,7,13,7,20
GUANAY,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,69,64,69,64,133
GUAQUI,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,5,2,5,2,7
GUAYARAMERIN,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,32,28,32,28,60
GUTIERREZ,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,71,85,71,85,156
HUACARETA,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,8,2,8,2,10
HUACAYA (VILLA DE HUACAYA),atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,5,6,5,6,11
HUACHACALLA,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,0,1,0,1,1
HUANUNI,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,19,28,19,28,47
HUARACAJE,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,18,16,18,16,34
HUARINA,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,5,2,5,2,7
HUAYLLAMARCA,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,4,12,4,12,16
HUMANATA,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,0,6,0,6,6
ICHOCA,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,2,1,2,1,3
ICLA,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,104,130,104,130,234
INCAHUASI,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,4,4,4,4,8
INGAVI (HUMAITA),atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,12,17,12,17,29
INQUISIVI,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,5,7,5,7,12
IRUPANA (VILLA DE LANZA),atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,27,46,27,46,73
IXIAMAS,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,5,24,5,24,29
JESUS DE MACHACA,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,15,27,15,27,42
LA ASUNTA,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,21,21,21,21,42
LA GUARDIA,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,67,58,67,58,125
LA PAZ,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,3736,3582,3736,3582,7318
LAGUNILLAS,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,5,11,5,11,16
LAJA,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,50,30,50,30,80
LAS CARRERAS,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,11,10,11,10,21
LLALLAGUA,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,152,165,152,165,317
LLICA,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,14,18,14,18,32
LORETO,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,8,1,8,1,9
LURIBAY,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,108,125,108,125,233
MACHACAMARCA,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,4,17,4,17,21
MACHARETI,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,72,62,72,62,134
MAGDALENA,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,9,2,9,2,11
MAIRANA,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,10,45,10,45,55
MALLA,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,5,5,5,5,10
MAPIRI,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,40,17,40,17,57
MECAPACA,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,4,23,4,23,27
MINEROS,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,73,78,73,78,151
MIZQUE,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,7,9,7,9,16
MOCOMOCO,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,5,1,5,1,6
MOJOCOYA,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,2,5,2,5,7
MONTEAGUDO,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,68,64,68,64,132
MONTERO,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,229,269,229,269,498
MORO MORO,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,22,23,22,23,45
MOROCHATA,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,43,34,43,34,77
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,4,0,4,0,4
OCURI,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,2,4,2,4,6
OKINAWA,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,10,19,10,19,29
OMEREQUE,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,21,6,21,6,27
ORURO,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,733,826,733,826,1559
PADCAYA,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,12,14,12,14,26
PADILLA,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,68,59,68,59,127
PAILON,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,120,80,120,80,200
PALCA,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,9,13,9,13,22
PALOS BLANCOS,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,11,13,11,13,24
PAMPA AULLAGAS,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,7,0,7,0,7
PAMPA GRANDE,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,25,33,25,33,58
PAPEL PAMPA,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,2,18,2,18,20
PASORAPA,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,7,7,7,7,14
PATACAMAYA,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,102,139,102,139,241
PAZÑA,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,23,28,23,28,51
PELECHUCO,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,10,22,10,22,32
POCOATA,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,92,95,92,95,187
POCONA,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,72,53,72,53,125
POJO (CBBA),atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,67,28,67,28,95
POOPO,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,27,52,27,52,79
PORCO,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,35,19,35,19,54
POROMA,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,9,13,9,13,22
PORTACHUELO,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,42,19,42,19,61
PORVENIR,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,83,113,83,113,196
POSTRER VALLE,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,12,26,12,26,38
POTOSI,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,475,566,475,566,1041
PRESTO,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,49,41,49,41,90
PUCARA,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,1,0,1,0,1
PUCARANI,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,10,22,10,22,32
PUERTO ACOSTA,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,3,0,3,0,3
PUERTO CARABUCO,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,3,6,3,6,9
PUERTO GONZALO MORENO,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,15,20,15,20,35
PUERTO PEREZ,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,10,5,10,5,15
PUERTO QUIJARRO,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,4,5,4,5,9
PUERTO RICO,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,17,10,17,10,27
PUERTO SUAREZ,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,32,33,32,33,65
PUERTO VILLARROEL,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,67,61,67,61,128
PUNA,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,33,30,33,30,63
PUNATA,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,137,78,137,78,215
QUIABAYA,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,10,17,10,17,27
QUILLACOLLO,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,655,521,655,521,1176
QUIME,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,47,37,47,37,84
QUIRUSILLAS,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,6,2,6,2,8
RAVELO,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,14,8,14,8,22
REYES,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,11,12,11,12,23
RIBERALTA,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,145,96,145,96,241
ROBORE,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,10,14,10,14,24
RURRENABAQUE,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,18,19,18,19,37
SABAYA,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,6,3,6,3,9
SACABA,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,176,167,176,167,343
SACABAMBA,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,5,15,5,15,20
SACACA,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,51,43,51,43,94
SALINAS DE GARCI MENDOZA,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,104,97,104,97,201
SAMAIPATA,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,17,19,17,19,36
SAN AGUSTIN,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,3,4,3,4,7
SAN ANDRES,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,5,4,5,4,9
SAN ANDRES DE MACHACA,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,11,15,11,15,26
SAN ANTONIO DE LOMERIO,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,6,12,6,12,18
SAN BENITO,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,36,97,36,97,133
SAN BORJA,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,107,179,107,179,286
SAN BUENA VENTURA,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,8,15,8,15,23
SAN CARLOS,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,17,23,17,23,40
SAN IGNACIO,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,38,40,38,40,78
SAN IGNACIO DE VELASCO,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,46,55,46,55,101
SAN JAVIER(BNI),atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,4,2,4,2,6
SAN JAVIER(STC),atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,3,2,3,2,5
SAN JOSE DE CHIQUITOS,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,11,9,11,9,20
SAN JUAN DE YAPACANI,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,13,18,13,18,31
SAN JULIAN,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,23,24,23,24,47
SAN LORENZO(PND),atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,20,22,20,22,42
SAN LORENZO(TJA),atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,15,37,15,37,52
SAN LUCAS,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,81,83,81,83,164
SAN MATIAS,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,10,21,10,21,31
SAN MIGUEL DE VELASCO,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,8,13,8,13,21
SAN PEDRO,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,25,37,25,37,62
SAN PEDRO DE BUENA VISTA,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,25,21,25,21,46
SAN PEDRO DE CURAHUARA,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,10,11,10,11,21
SAN PEDRO DE TIQUINA,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,5,10,5,10,15
SAN RAFAEL,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,8,0,8,0,8
SAN RAMON SCZ,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,24,50,24,50,74
SANTA ANA,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,60,119,60,119,179
SANTA CRUZ DE LA SIERRA,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,2588,2650,2588,2650,5238
SANTA ROSA,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,4,14,4,14,18
SANTA ROSA DEL SARA,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,72,67,72,67,139
SANTIAGO DE CALLAPA,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,1,1,1,1,2
SANTIAGO DE HUARI,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,71,70,71,70,141
SANTIAGO DE HUATA,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,5,2,5,2,7
SANTIAGO DE MACHACA,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,22,24,22,24,46
SANTIVAÑES,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,3,7,3,7,10
SANTUARIO DE QUILLACAS,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,30,32,30,32,62
SAPAHAQUI,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,7,6,7,6,13
SENA,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,32,31,32,31,63
SHINAOTA,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,194,518,194,518,712
SICA SICA (VILLA AROMA),atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,14,17,14,17,31
SICAYA,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,22,8,22,8,30
SIPE SIPE,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,100,145,100,145,245
SOPACHUY,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,18,23,18,23,41
SORACACHI,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,9,9,9,9,18
SORATA,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,37,98,37,98,135
SUCRE,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,1076,1177,1076,1177,2253
TACACOMA,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,22,5,22,5,27
TACOPAYA,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,1,1,1,1,2
TAHUA,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,4,2,4,2,6
TAPACARI,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,54,62,54,62,116
TARABUCO,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,257,288,257,288,545
TARACO,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,24,19,24,19,43
TARATA,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,31,58,31,58,89
TARIJA,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,130,140,130,140,270
TARVITA,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,72,62,72,62,134
TIAWANACU,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,11,11,11,11,22
TINGUIPAYA,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,7,11,7,11,18
TIPUANI,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,32,38,32,38,70
TIQUIPAYA,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,660,639,660,639,1299
TIRAQUE (CBBA),atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,43,15,43,15,58
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,1,4,1,4,5
TOCO,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,31,14,31,14,45
TOLATA,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,21,28,21,28,49
TOLEDO,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,2,10,2,10,12
TOMAVE,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,2,4,2,4,6
TOMINA,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,35,56,35,56,91
TORO TORO,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,31,49,31,49,80
TOTORA(CBBA),atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,35,56,35,56,91
TOTORA(ORR),atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,3,3,3,3,6
TRIGAL,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,5,11,5,11,16
TRINIDAD,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,68,48,68,48,116
TUPIZA,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,69,51,69,51,120
TURCO,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,10,11,10,11,21
UNCIA,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,31,32,31,32,63
URIONDO (A. CONCEPCION),atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,32,43,32,43,75
UYUNI,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,9,16,9,16,25
VACAS,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,16,18,16,18,34
VALLEGRANDE,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,43,75,43,75,118
VIACHA,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,122,183,122,183,305
VILA VILA,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,14,21,14,21,35
VILLA CHARCAS,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,33,32,33,32,65
VILLA MONTES,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,17,30,17,30,47
VILLA NUEVA (LOMA ALTA),atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,1,5,1,5,6
VILLA RIVERO,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,9,28,9,28,37
VILLA SERRANO,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,105,99,105,99,204
VILLA TUNARI,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,162,131,162,131,293
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,84,62,84,62,146
VILLAZON,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,123,128,123,128,251
VINTO,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,94,127,94,127,221
VITICHI,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,34,32,34,32,66
WALDO BALLIVIAN,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,13,10,13,10,23
WARNES,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,65,76,65,76,141
YACO,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,2,8,2,8,10
YACUIBA,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,30,26,30,26,56
YAMPARAEZ,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,69,57,69,57,126
YANACACHI,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,7,6,7,6,13
YAPACANI,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,33,70,33,70,103
YOCALLA,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,15,7,15,7,22
YOTALA,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,87,93,87,93,180
YUNCHARA,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,9,4,9,4,13
ZUDAÑEZ,atencion odontologica,consultas nuevas menores de 5 anos,2011-06-01,61,53,61,53,114
ACACIO,atencion odontologica,consultas nuevas menores de 5 anos,2011-07-01,11,18,11,18,29
ACHACACHI,atencion odontologica,consultas nuevas menores de 5 anos,2011-07-01,103,83,103,83,186
ACHOCALLA,atencion odontologica,consultas nuevas menores de 5 anos,2011-07-01,22,31,22,31,53
AIQUILE,atencion odontologica,consultas nuevas menores de 5 anos,2011-07-01,30,32,30,32,62
ALCALA,atencion odontologica,consultas nuevas menores de 5 anos,2011-07-01,101,79,101,79,180
ALTO BENI,atencion odontologica,consultas nuevas menores de 5 anos,2011-07-01,10,10,10,10,20
ANCORAIMES,atencion odontologica,consultas nuevas menores de 5 anos,2011-07-01,8,6,8,6,14
ANDAMARCA,atencion odontologica,consultas nuevas menores de 5 anos,2011-07-01,11,10,11,10,21
ANTEQUERA,atencion odontologica,consultas nuevas menores de 5 anos,2011-07-01,16,30,16,30,46
ANZALDO,atencion odontologica,consultas nuevas menores de 5 anos,2011-07-01,24,20,24,20,44
APOLO,atencion odontologica,consultas nuevas menores de 5 anos,2011-07-01,37,55,37,55,92
ARANI,atencion odontologica,consultas nuevas menores de 5 anos,2011-07-01,3,1,3,1,4
ARBIETO,atencion odontologica,consultas nuevas menores de 5 anos,2011-07-01,64,110,64,110,174
ARQUE,atencion odontologica,consultas nuevas menores de 5 anos,2011-07-01,10,18,10,18,28
ASCENCION DE GUARAYOS,atencion odontologica,consultas nuevas menores de 5 anos,2011-07-01,20,10,20,10,30
ATOCHA,atencion odontologica,consultas nuevas menores de 5 anos,2011-07-01,41,35,41,35,76
AYATA,atencion odontologica,consultas nuevas menores de 5 anos,2011-07-01,2,2,2,2,4
AYO AYO,atencion odontologica,consultas nuevas menores de 5 anos,2011-07-01,15,11,15,11,26
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,consultas nuevas menores de 5 anos,2011-07-01,49,33,49,33,82
AZURDUY,atencion odontologica,consultas nuevas menores de 5 anos,2011-07-01,22,8,22,8,30
BATALLAS,atencion odontologica,consultas nuevas menores de 5 anos,2011-07-01,41,38,41,38,79
BAURES,atencion odontologica,consultas nuevas menores de 5 anos,2011-07-01,4,7,4,7,11
BELEN DE ANDAMARCA,atencion odontologica,consultas nuevas menores de 5 anos,2011-07-01,1,3,1,3,4
BELEN DE URMIRI,atencion odontologica,consultas nuevas menores de 5 anos,2011-07-01,15,3,15,3,18
BELLA FLOR,atencion odontologica,consultas nuevas menores de 5 anos,2011-07-01,11,20,11,20,31
BERMEJO,atencion odontologica,consultas nuevas menores de 5 anos,2011-07-01,15,19,15,19,34
BETANZOS,atencion odontologica,consultas nuevas menores de 5 anos,2011-07-01,25,40,25,40,65
BOLIVAR,atencion odontologica,consultas nuevas menores de 5 anos,2011-07-01,46,12,46,12,58
BOLPEBRA,atencion odontologica,consultas nuevas menores de 5 anos,2011-07-01,28,25,28,25,53
BOYUIBE,atencion odontologica,consultas nuevas menores de 5 anos,2011-07-01,3,4,3,4,7
BUENA VISTA,atencion odontologica,consultas nuevas menores de 5 anos,2011-07-01,3,3,3,3,6
CABEZAS,atencion odontologica,consultas nuevas menores de 5 anos,2011-07-01,37,21,37,21,58
CAIROMA,atencion odontologica,consultas nuevas menores de 5 anos,2011-07-01,4,8,4,8,12
"CAIZA ""D""",atencion odontologica,consultas nuevas menores de 5 anos,2011-07-01,4,0,4,0,4
