,group,variable,month,PRIMERA CONSULTA CANTIDAD,PRIMERA CONSULTA CANTIDAD,TOTALES,TOTALES,TOTALES
SAN JUAN DE YAPACANI,atencion odontologica,primera consulta,2011-07-01,14,35,14,35,49
SAN JULIAN,atencion odontologica,primera consulta,2011-07-01,67,202,67,202,269
SAN LORENZO(PND),atencion odontologica,primera consulta,2011-07-01,100,148,100,148,248
SAN LORENZO(TJA),atencion odontologica,primera consulta,2011-07-01,110,212,110,212,322
SAN LUCAS,atencion odontologica,primera consulta,2011-07-01,229,441,229,441,670
SAN MATIAS,atencion odontologica,primera consulta,2011-07-01,47,56,47,56,103
SAN MIGUEL DE VELASCO,atencion odontologica,primera consulta,2011-07-01,33,61,33,61,94
SAN PEDRO,atencion odontologica,primera consulta,2011-07-01,46,64,46,64,110
SAN PEDRO DE BUENA VISTA,atencion odontologica,primera consulta,2011-07-01,39,44,39,44,83
SAN PEDRO DE CURAHUARA,atencion odontologica,primera consulta,2011-07-01,62,47,62,47,109
SAN PEDRO DE TIQUINA,atencion odontologica,primera consulta,2011-07-01,22,28,22,28,50
SAN RAFAEL,atencion odontologica,primera consulta,2011-07-01,11,23,11,23,34
SAN RAMON BENI,atencion odontologica,primera consulta,2011-07-01,19,30,19,30,49
SAN RAMON SCZ,atencion odontologica,primera consulta,2011-07-01,24,31,24,31,55
SANTA ANA,atencion odontologica,primera consulta,2011-07-01,140,117,140,117,257
SANTA CRUZ DE LA SIERRA,atencion odontologica,primera consulta,2011-07-01,3515,5361,3515,5361,8876
SANTA ROSA DEL SARA,atencion odontologica,primera consulta,2011-07-01,95,146,95,146,241
SANTIAGO DE CALLAPA,atencion odontologica,primera consulta,2011-07-01,9,9,9,9,18
SANTIAGO DE HUARI,atencion odontologica,primera consulta,2011-07-01,67,111,67,111,178
SANTIAGO DE HUATA,atencion odontologica,primera consulta,2011-07-01,26,29,26,29,55
SANTIAGO DE MACHACA,atencion odontologica,primera consulta,2011-07-01,27,38,27,38,65
SANTIVAÑES,atencion odontologica,primera consulta,2011-07-01,5,11,5,11,16
SANTUARIO DE QUILLACAS,atencion odontologica,primera consulta,2011-07-01,5,7,5,7,12
SAPAHAQUI,atencion odontologica,primera consulta,2011-07-01,14,25,14,25,39
SENA,atencion odontologica,primera consulta,2011-07-01,77,117,77,117,194
SHINAOTA,atencion odontologica,primera consulta,2011-07-01,26,41,26,41,67
SICA SICA (VILLA AROMA),atencion odontologica,primera consulta,2011-07-01,40,52,40,52,92
SICAYA,atencion odontologica,primera consulta,2011-07-01,2,6,2,6,8
SIPE SIPE,atencion odontologica,primera consulta,2011-07-01,70,192,70,192,262
SOPACHUY,atencion odontologica,primera consulta,2011-07-01,15,20,15,20,35
SORACACHI,atencion odontologica,primera consulta,2011-07-01,24,27,24,27,51
SORATA,atencion odontologica,primera consulta,2011-07-01,38,35,38,35,73
SUCRE,atencion odontologica,primera consulta,2011-07-01,1810,2634,1810,2634,4444
TACACOMA,atencion odontologica,primera consulta,2011-07-01,32,48,32,48,80
TACOPAYA,atencion odontologica,primera consulta,2011-07-01,8,19,8,19,27
TAHUA,atencion odontologica,primera consulta,2011-07-01,7,5,7,5,12
TAPACARI,atencion odontologica,primera consulta,2011-07-01,112,97,112,97,209
TARABUCO,atencion odontologica,primera consulta,2011-07-01,378,569,378,569,947
TARACO,atencion odontologica,primera consulta,2011-07-01,17,25,17,25,42
TARATA,atencion odontologica,primera consulta,2011-07-01,18,24,18,24,42
TARIJA,atencion odontologica,primera consulta,2011-07-01,1272,2004,1272,2004,3276
TARVITA,atencion odontologica,primera consulta,2011-07-01,83,196,83,196,279
TIAWANACU,atencion odontologica,primera consulta,2011-07-01,100,140,100,140,240
TINGUIPAYA,atencion odontologica,primera consulta,2011-07-01,14,20,14,20,34
TIPUANI,atencion odontologica,primera consulta,2011-07-01,16,35,16,35,51
TIQUIPAYA,atencion odontologica,primera consulta,2011-07-01,460,302,460,302,762
TIRAQUE (CBBA),atencion odontologica,primera consulta,2011-07-01,15,28,15,28,43
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,primera consulta,2011-07-01,7,15,7,15,22
TOCO,atencion odontologica,primera consulta,2011-07-01,15,28,15,28,43
TOLATA,atencion odontologica,primera consulta,2011-07-01,28,42,28,42,70
TOLEDO,atencion odontologica,primera consulta,2011-07-01,40,60,40,60,100
TOMAVE,atencion odontologica,primera consulta,2011-07-01,17,24,17,24,41
TOMINA,atencion odontologica,primera consulta,2011-07-01,100,145,100,145,245
TORO TORO,atencion odontologica,primera consulta,2011-07-01,30,67,30,67,97
TOTORA(CBBA),atencion odontologica,primera consulta,2011-07-01,90,86,90,86,176
TOTORA(ORR),atencion odontologica,primera consulta,2011-07-01,4,6,4,6,10
TRIGAL,atencion odontologica,primera consulta,2011-07-01,11,23,11,23,34
TRINIDAD,atencion odontologica,primera consulta,2011-07-01,339,468,339,468,807
TUPIZA,atencion odontologica,primera consulta,2011-07-01,206,300,206,300,506
TURCO,atencion odontologica,primera consulta,2011-07-01,12,26,12,26,38
UMALA,atencion odontologica,primera consulta,2011-07-01,40,40,40,40,80
UNCIA,atencion odontologica,primera consulta,2011-07-01,51,73,51,73,124
URIONDO (A. CONCEPCION),atencion odontologica,primera consulta,2011-07-01,137,240,137,240,377
URUBICHA,atencion odontologica,primera consulta,2011-07-01,13,46,13,46,59
UYUNI,atencion odontologica,primera consulta,2011-07-01,106,121,106,121,227
VACAS,atencion odontologica,primera consulta,2011-07-01,14,45,14,45,59
VALLEGRANDE,atencion odontologica,primera consulta,2011-07-01,65,83,65,83,148
VIACHA,atencion odontologica,primera consulta,2011-07-01,27,21,27,21,48
VILA VILA,atencion odontologica,primera consulta,2011-07-01,12,21,12,21,33
VILLA CHARCAS,atencion odontologica,primera consulta,2011-07-01,39,61,39,61,100
VILLA MONTES,atencion odontologica,primera consulta,2011-07-01,290,466,290,466,756
VILLA NUEVA (LOMA ALTA),atencion odontologica,primera consulta,2011-07-01,16,24,16,24,40
VILLA RIVERO,atencion odontologica,primera consulta,2011-07-01,10,12,10,12,22
VILLA SERRANO,atencion odontologica,primera consulta,2011-07-01,57,153,57,153,210
VILLA TUNARI,atencion odontologica,primera consulta,2011-07-01,263,442,263,442,705
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,primera consulta,2011-07-01,27,37,27,37,64
VILLAZON,atencion odontologica,primera consulta,2011-07-01,72,163,72,163,235
VINTO,atencion odontologica,primera consulta,2011-07-01,35,77,35,77,112
VITICHI,atencion odontologica,primera consulta,2011-07-01,26,52,26,52,78
WARNES,atencion odontologica,primera consulta,2011-07-01,78,112,78,112,190
YACO,atencion odontologica,primera consulta,2011-07-01,17,20,17,20,37
YACUIBA,atencion odontologica,primera consulta,2011-07-01,226,353,226,353,579
YAMPARAEZ,atencion odontologica,primera consulta,2011-07-01,48,86,48,86,134
YANACACHI,atencion odontologica,primera consulta,2011-07-01,15,24,15,24,39
YAPACANI,atencion odontologica,primera consulta,2011-07-01,58,135,58,135,193
YOCALLA,atencion odontologica,primera consulta,2011-07-01,5,17,5,17,22
YOTALA,atencion odontologica,primera consulta,2011-07-01,79,117,79,117,196
YUNCHARA,atencion odontologica,primera consulta,2011-07-01,45,92,45,92,137
ZUDAÑEZ,atencion odontologica,primera consulta,2011-07-01,70,97,70,97,167
ACACIO,atencion odontologica,primera consulta,2011-08-01,35,35,35,35,70
ACHACACHI,atencion odontologica,primera consulta,2011-08-01,232,255,232,255,487
ACHOCALLA,atencion odontologica,primera consulta,2011-08-01,3,10,3,10,13
AIQUILE,atencion odontologica,primera consulta,2011-08-01,30,80,30,80,110
ALCALA,atencion odontologica,primera consulta,2011-08-01,16,40,16,40,56
ALTO BENI,atencion odontologica,primera consulta,2011-08-01,16,18,16,18,34
ANCORAIMES,atencion odontologica,primera consulta,2011-08-01,6,13,6,13,19
ANDAMARCA,atencion odontologica,primera consulta,2011-08-01,23,29,23,29,52
ANTEQUERA,atencion odontologica,primera consulta,2011-08-01,21,20,21,20,41
ANZALDO,atencion odontologica,primera consulta,2011-08-01,57,47,57,47,104
APOLO,atencion odontologica,primera consulta,2011-08-01,19,40,19,40,59
ARAMPAMPA,atencion odontologica,primera consulta,2011-08-01,4,6,4,6,10
ARANI,atencion odontologica,primera consulta,2011-08-01,21,46,21,46,67
ARBIETO,atencion odontologica,primera consulta,2011-08-01,22,61,22,61,83
ARQUE,atencion odontologica,primera consulta,2011-08-01,37,92,37,92,129
ASCENCION DE GUARAYOS,atencion odontologica,primera consulta,2011-08-01,47,93,47,93,140
ATOCHA,atencion odontologica,primera consulta,2011-08-01,455,484,455,484,939
AYATA,atencion odontologica,primera consulta,2011-08-01,25,34,25,34,59
AYO AYO,atencion odontologica,primera consulta,2011-08-01,16,26,16,26,42
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,primera consulta,2011-08-01,189,192,189,192,381
AZURDUY,atencion odontologica,primera consulta,2011-08-01,49,46,49,46,95
BATALLAS,atencion odontologica,primera consulta,2011-08-01,36,82,36,82,118
BAURES,atencion odontologica,primera consulta,2011-08-01,23,18,23,18,41
BELEN DE ANDAMARCA,atencion odontologica,primera consulta,2011-08-01,8,7,8,7,15
BELEN DE URMIRI,atencion odontologica,primera consulta,2011-08-01,21,21,21,21,42
BELLA FLOR,atencion odontologica,primera consulta,2011-08-01,47,41,47,41,88
BERMEJO,atencion odontologica,primera consulta,2011-08-01,494,548,494,548,1042
BETANZOS,atencion odontologica,primera consulta,2011-08-01,55,58,55,58,113
BOLIVAR,atencion odontologica,primera consulta,2011-08-01,37,46,37,46,83
BOLPEBRA,atencion odontologica,primera consulta,2011-08-01,19,23,19,23,42
BOYUIBE,atencion odontologica,primera consulta,2011-08-01,15,11,15,11,26
BUENA VISTA,atencion odontologica,primera consulta,2011-08-01,66,55,66,55,121
CABEZAS,atencion odontologica,primera consulta,2011-08-01,84,105,84,105,189
CAIROMA,atencion odontologica,primera consulta,2011-08-01,27,36,27,36,63
"CAIZA ""D""",atencion odontologica,primera consulta,2011-08-01,15,24,15,24,39
CAJUATA,atencion odontologica,primera consulta,2011-08-01,22,18,22,18,40
CALACOTO,atencion odontologica,primera consulta,2011-08-01,69,72,69,72,141
CALAMARCA,atencion odontologica,primera consulta,2011-08-01,51,68,51,68,119
CAMARGO,atencion odontologica,primera consulta,2011-08-01,125,163,125,163,288
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,primera consulta,2011-08-01,120,123,120,123,243
CAMIRI,atencion odontologica,primera consulta,2011-08-01,102,166,102,166,268
CAPINOTA,atencion odontologica,primera consulta,2011-08-01,188,218,188,218,406
CAQUIAVIRI,atencion odontologica,primera consulta,2011-08-01,27,64,27,64,91
CARACOLLO,atencion odontologica,primera consulta,2011-08-01,43,52,43,52,95
CARANAVI,atencion odontologica,primera consulta,2011-08-01,130,224,130,224,354
CARAPARI,atencion odontologica,primera consulta,2011-08-01,107,101,107,101,208
CARIPUYO,atencion odontologica,primera consulta,2011-08-01,27,35,27,35,62
CARMEN RIVERO TORREZ,atencion odontologica,primera consulta,2011-08-01,66,93,66,93,159
CATACORA,atencion odontologica,primera consulta,2011-08-01,10,14,10,14,24
CHACARILLA,atencion odontologica,primera consulta,2011-08-01,3,17,3,17,20
CHALLAPATA,atencion odontologica,primera consulta,2011-08-01,113,175,113,175,288
CHAQUI,atencion odontologica,primera consulta,2011-08-01,23,22,23,22,45
CHARAGUA,atencion odontologica,primera consulta,2011-08-01,56,103,56,103,159
CHARAÑA,atencion odontologica,primera consulta,2011-08-01,18,38,18,38,56
CHAYANTA,atencion odontologica,primera consulta,2011-08-01,11,23,11,23,34
CHIMORE,atencion odontologica,primera consulta,2011-08-01,112,102,112,102,214
CHIPAYA,atencion odontologica,primera consulta,2011-08-01,7,8,7,8,15
CHOQUE COTA,atencion odontologica,primera consulta,2011-08-01,11,14,11,14,25
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,primera consulta,2011-08-01,24,18,24,18,42
CHUMA,atencion odontologica,primera consulta,2011-08-01,63,54,63,54,117
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,primera consulta,2011-08-01,95,130,95,130,225
CKOCHAS,atencion odontologica,primera consulta,2011-08-01,16,42,16,42,58
CLIZA,atencion odontologica,primera consulta,2011-08-01,54,85,54,85,139
COBIJA,atencion odontologica,primera consulta,2011-08-01,333,448,333,448,781
COCAPATA,atencion odontologica,primera consulta,2011-08-01,55,92,55,92,147
COCHABAMBA,atencion odontologica,primera consulta,2011-08-01,2138,3049,2138,3049,5187
COIPASA,atencion odontologica,primera consulta,2011-08-01,1,3,1,3,4
COLCAPIRHUA,atencion odontologica,primera consulta,2011-08-01,89,130,89,130,219
"COLCHA ""K""",atencion odontologica,primera consulta,2011-08-01,62,35,62,35,97
COLLANA,atencion odontologica,primera consulta,2011-08-01,31,39,31,39,70
COLOMI,atencion odontologica,primera consulta,2011-08-01,38,78,38,78,116
COLPA BELGICA,atencion odontologica,primera consulta,2011-08-01,12,16,12,16,28
COLQUECHACA,atencion odontologica,primera consulta,2011-08-01,57,78,57,78,135
COLQUIRI,atencion odontologica,primera consulta,2011-08-01,30,57,30,57,87
COMANCHE,atencion odontologica,primera consulta,2011-08-01,6,22,6,22,28
COMARAPA,atencion odontologica,primera consulta,2011-08-01,82,55,82,55,137
COMBAYA,atencion odontologica,primera consulta,2011-08-01,4,2,4,2,6
CONCEPCION,atencion odontologica,primera consulta,2011-08-01,95,134,95,134,229
COPACABANA,atencion odontologica,primera consulta,2011-08-01,42,73,42,73,115
CORIPATA,atencion odontologica,primera consulta,2011-08-01,64,74,64,74,138
CORO CORO,atencion odontologica,primera consulta,2011-08-01,33,25,33,25,58
COROICO,atencion odontologica,primera consulta,2011-08-01,7,15,7,15,22
CORQUE,atencion odontologica,primera consulta,2011-08-01,28,35,28,35,63
COTAGAITA,atencion odontologica,primera consulta,2011-08-01,238,262,238,262,500
COTOCA,atencion odontologica,primera consulta,2011-08-01,119,188,119,188,307
CUATRO CAÑADAS,atencion odontologica,primera consulta,2011-08-01,45,95,45,95,140
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,primera consulta,2011-08-01,4,4,4,4,8
CUEVO,atencion odontologica,primera consulta,2011-08-01,30,37,30,37,67
CULPINA,atencion odontologica,primera consulta,2011-08-01,868,913,868,913,1781
CURAHUARA DE CARANGAS,atencion odontologica,primera consulta,2011-08-01,7,8,7,8,15
CURVA,atencion odontologica,primera consulta,2011-08-01,7,6,7,6,13
DESAGUADERO,atencion odontologica,primera consulta,2011-08-01,31,48,31,48,79
EL ALTO,atencion odontologica,primera consulta,2011-08-01,1732,2289,1732,2289,4021
EL CHORO,atencion odontologica,primera consulta,2011-08-01,9,6,9,6,15
EL PUENTE(STC),atencion odontologica,primera consulta,2011-08-01,7,8,7,8,15
EL PUENTE(TJA),atencion odontologica,primera consulta,2011-08-01,53,103,53,103,156
EL TORNO,atencion odontologica,primera consulta,2011-08-01,101,195,101,195,296
EL VILLAR,atencion odontologica,primera consulta,2011-08-01,24,28,24,28,52
ENTRE RIOS TRJ,atencion odontologica,primera consulta,2011-08-01,74,147,74,147,221
ENTRE RIOS CBBA,atencion odontologica,primera consulta,2011-08-01,15,59,15,59,74
ESCOMA,atencion odontologica,primera consulta,2011-08-01,11,11,11,11,22
EUCALIPTUS,atencion odontologica,primera consulta,2011-08-01,22,28,22,28,50
FERNANDEZ ALONSO,atencion odontologica,primera consulta,2011-08-01,31,43,31,43,74
FILADELFIA,atencion odontologica,primera consulta,2011-08-01,151,162,151,162,313
GENERAL SAAVEDRA,atencion odontologica,primera consulta,2011-08-01,38,70,38,70,108
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,primera consulta,2011-08-01,49,79,49,79,128
GUANAY,atencion odontologica,primera consulta,2011-08-01,48,65,48,65,113
GUAQUI,atencion odontologica,primera consulta,2011-08-01,51,42,51,42,93
GUAYARAMERIN,atencion odontologica,primera consulta,2011-08-01,166,269,166,269,435
GUTIERREZ,atencion odontologica,primera consulta,2011-08-01,46,97,46,97,143
HUACARETA,atencion odontologica,primera consulta,2011-08-01,45,96,45,96,141
HUACAYA (VILLA DE HUACAYA),atencion odontologica,primera consulta,2011-08-01,8,15,8,15,23
HUACHACALLA,atencion odontologica,primera consulta,2011-08-01,10,4,10,4,14
HUANUNI,atencion odontologica,primera consulta,2011-08-01,85,68,85,68,153
HUARACAJE,atencion odontologica,primera consulta,2011-08-01,2,6,2,6,8
HUARINA,atencion odontologica,primera consulta,2011-08-01,12,18,12,18,30
HUAYLLAMARCA,atencion odontologica,primera consulta,2011-08-01,31,31,31,31,62
HUMANATA,atencion odontologica,primera consulta,2011-08-01,30,36,30,36,66
ICLA,atencion odontologica,primera consulta,2011-08-01,210,225,210,225,435
INCAHUASI,atencion odontologica,primera consulta,2011-08-01,207,304,207,304,511
INQUISIVI,atencion odontologica,primera consulta,2011-08-01,34,50,34,50,84
IRUPANA (VILLA DE LANZA),atencion odontologica,primera consulta,2011-08-01,21,21,21,21,42
IXIAMAS,atencion odontologica,primera consulta,2011-08-01,19,26,19,26,45
JESUS DE MACHACA,atencion odontologica,primera consulta,2011-08-01,85,206,85,206,291
LA ASUNTA,atencion odontologica,primera consulta,2011-08-01,43,87,43,87,130
LA GUARDIA,atencion odontologica,primera consulta,2011-08-01,192,322,192,322,514
LA PAZ,atencion odontologica,primera consulta,2011-08-01,4110,4619,4110,4619,8729
LA RIVERA,atencion odontologica,primera consulta,2011-08-01,1,2,1,2,3
LAGUNILLAS,atencion odontologica,primera consulta,2011-08-01,13,7,13,7,20
LAJA,atencion odontologica,primera consulta,2011-08-01,84,135,84,135,219
LAS CARRERAS,atencion odontologica,primera consulta,2011-08-01,44,48,44,48,92
LLALLAGUA,atencion odontologica,primera consulta,2011-08-01,83,133,83,133,216
LLICA,atencion odontologica,primera consulta,2011-08-01,22,29,22,29,51
LORETO,atencion odontologica,primera consulta,2011-08-01,15,21,15,21,36
LURIBAY,atencion odontologica,primera consulta,2011-08-01,50,40,50,40,90
MACHACAMARCA,atencion odontologica,primera consulta,2011-08-01,15,16,15,16,31
MACHARETI,atencion odontologica,primera consulta,2011-08-01,41,72,41,72,113
MAGDALENA,atencion odontologica,primera consulta,2011-08-01,20,25,20,25,45
MAIRANA,atencion odontologica,primera consulta,2011-08-01,18,58,18,58,76
MALLA,atencion odontologica,primera consulta,2011-08-01,11,21,11,21,32
MAPIRI,atencion odontologica,primera consulta,2011-08-01,25,37,25,37,62
MECAPACA,atencion odontologica,primera consulta,2011-08-01,3,2,3,2,5
MINEROS,atencion odontologica,primera consulta,2011-08-01,52,85,52,85,137
MIZQUE,atencion odontologica,primera consulta,2011-08-01,25,64,25,64,89
MOCOMOCO,atencion odontologica,primera consulta,2011-08-01,108,114,108,114,222
MOJOCOYA,atencion odontologica,primera consulta,2011-08-01,477,415,477,415,892
MONTEAGUDO,atencion odontologica,primera consulta,2011-08-01,183,184,183,184,367
MONTERO,atencion odontologica,primera consulta,2011-08-01,298,548,298,548,846
MORO MORO,atencion odontologica,primera consulta,2011-08-01,25,30,25,30,55
MOROCHATA,atencion odontologica,primera consulta,2011-08-01,25,62,25,62,87
OCURI,atencion odontologica,primera consulta,2011-08-01,29,70,29,70,99
OKINAWA,atencion odontologica,primera consulta,2011-08-01,15,16,15,16,31
OMEREQUE,atencion odontologica,primera consulta,2011-08-01,3,8,3,8,11
ORURO,atencion odontologica,primera consulta,2011-08-01,860,1023,860,1023,1883
PADCAYA,atencion odontologica,primera consulta,2011-08-01,90,182,90,182,272
PADILLA,atencion odontologica,primera consulta,2011-08-01,111,179,111,179,290
PAILON,atencion odontologica,primera consulta,2011-08-01,66,114,66,114,180
PALCA,atencion odontologica,primera consulta,2011-08-01,7,3,7,3,10
PALOS BLANCOS,atencion odontologica,primera consulta,2011-08-01,34,84,34,84,118
PAMPA AULLAGAS,atencion odontologica,primera consulta,2011-08-01,5,15,5,15,20
PAMPA GRANDE,atencion odontologica,primera consulta,2011-08-01,22,43,22,43,65
PAPEL PAMPA,atencion odontologica,primera consulta,2011-08-01,22,31,22,31,53
PASORAPA,atencion odontologica,primera consulta,2011-08-01,7,7,7,7,14
PATACAMAYA,atencion odontologica,primera consulta,2011-08-01,45,42,45,42,87
PAZÑA,atencion odontologica,primera consulta,2011-08-01,20,30,20,30,50
PELECHUCO,atencion odontologica,primera consulta,2011-08-01,43,75,43,75,118
POCOATA,atencion odontologica,primera consulta,2011-08-01,54,67,54,67,121
POCONA,atencion odontologica,primera consulta,2011-08-01,126,124,126,124,250
POJO (CBBA),atencion odontologica,primera consulta,2011-08-01,15,38,15,38,53
POOPO,atencion odontologica,primera consulta,2011-08-01,39,68,39,68,107
PORCO,atencion odontologica,primera consulta,2011-08-01,23,32,23,32,55
POROMA,atencion odontologica,primera consulta,2011-08-01,68,88,68,88,156
PORONGO,atencion odontologica,primera consulta,2011-08-01,0,4,0,4,4
PORTACHUELO,atencion odontologica,primera consulta,2011-08-01,78,108,78,108,186
PORVENIR,atencion odontologica,primera consulta,2011-08-01,60,65,60,65,125
POSTRER VALLE,atencion odontologica,primera consulta,2011-08-01,4,1,4,1,5
POTOSI,atencion odontologica,primera consulta,2011-08-01,973,1406,973,1406,2379
PRESTO,atencion odontologica,primera consulta,2011-08-01,23,32,23,32,55
PUCARA,atencion odontologica,primera consulta,2011-08-01,99,93,99,93,192
PUCARANI,atencion odontologica,primera consulta,2011-08-01,112,162,112,162,274
PUERTO ACOSTA,atencion odontologica,primera consulta,2011-08-01,21,23,21,23,44
PUERTO CARABUCO,atencion odontologica,primera consulta,2011-08-01,47,60,47,60,107
PUERTO GONZALO MORENO,atencion odontologica,primera consulta,2011-08-01,99,94,99,94,193
PUERTO PEREZ,atencion odontologica,primera consulta,2011-08-01,37,35,37,35,72
PUERTO QUIJARRO,atencion odontologica,primera consulta,2011-08-01,175,60,175,60,235
PUERTO RICO,atencion odontologica,primera consulta,2011-08-01,59,73,59,73,132
PUERTO SUAREZ,atencion odontologica,primera consulta,2011-08-01,22,29,22,29,51
PUERTO VILLARROEL,atencion odontologica,primera consulta,2011-08-01,73,94,73,94,167
PUNA,atencion odontologica,primera consulta,2011-08-01,74,135,74,135,209
PUNATA,atencion odontologica,primera consulta,2011-08-01,90,130,90,130,220
QUIABAYA,atencion odontologica,primera consulta,2011-08-01,11,19,11,19,30
QUILLACOLLO,atencion odontologica,primera consulta,2011-08-01,815,1326,815,1326,2141
QUIME,atencion odontologica,primera consulta,2011-08-01,176,34,176,34,210
QUIRUSILLAS,atencion odontologica,primera consulta,2011-08-01,46,33,46,33,79
RAVELO,atencion odontologica,primera consulta,2011-08-01,20,30,20,30,50
RIBERALTA,atencion odontologica,primera consulta,2011-08-01,187,526,187,526,713
ROBORE,atencion odontologica,primera consulta,2011-08-01,47,65,47,65,112
RURRENABAQUE,atencion odontologica,primera consulta,2011-08-01,26,27,26,27,53
SABAYA,atencion odontologica,primera consulta,2011-08-01,19,18,19,18,37
SACABA,atencion odontologica,primera consulta,2011-08-01,245,387,245,387,632
SACABAMBA,atencion odontologica,primera consulta,2011-08-01,19,16,19,16,35
SACACA,atencion odontologica,primera consulta,2011-08-01,66,122,66,122,188
SAIPINA,atencion odontologica,primera consulta,2011-08-01,11,35,11,35,46
SALINAS DE GARCI MENDOZA,atencion odontologica,primera consulta,2011-08-01,35,48,35,48,83
SAMAIPATA,atencion odontologica,primera consulta,2011-08-01,33,67,33,67,100
SAN ANDRES,atencion odontologica,primera consulta,2011-08-01,14,26,14,26,40
SAN ANDRES DE MACHACA,atencion odontologica,primera consulta,2011-08-01,44,70,44,70,114
SAN ANTONIO DE LOMERIO,atencion odontologica,primera consulta,2011-08-01,15,22,15,22,37
SAN BENITO,atencion odontologica,primera consulta,2011-08-01,36,42,36,42,78
SAN BORJA,atencion odontologica,primera consulta,2011-08-01,93,241,93,241,334
SAN BUENA VENTURA,atencion odontologica,primera consulta,2011-08-01,36,62,36,62,98
SAN CARLOS,atencion odontologica,primera consulta,2011-08-01,37,24,37,24,61
SAN IGNACIO,atencion odontologica,primera consulta,2011-08-01,133,243,133,243,376
SAN IGNACIO DE VELASCO,atencion odontologica,primera consulta,2011-08-01,123,169,123,169,292
SAN JAVIER(STC),atencion odontologica,primera consulta,2011-08-01,272,283,272,283,555
SAN JOAQUIN,atencion odontologica,primera consulta,2011-08-01,154,142,154,142,296
SAN JOSE DE CHIQUITOS,atencion odontologica,primera consulta,2011-08-01,50,63,50,63,113
SAN JUAN DE YAPACANI,atencion odontologica,primera consulta,2011-08-01,13,39,13,39,52
SAN JULIAN,atencion odontologica,primera consulta,2011-08-01,244,382,244,382,626
SAN LORENZO(PND),atencion odontologica,primera consulta,2011-08-01,54,108,54,108,162
SAN LORENZO(TJA),atencion odontologica,primera consulta,2011-08-01,142,166,142,166,308
SAN LUCAS,atencion odontologica,primera consulta,2011-08-01,313,406,313,406,719
SAN MATIAS,atencion odontologica,primera consulta,2011-08-01,21,29,21,29,50
SAN MIGUEL DE VELASCO,atencion odontologica,primera consulta,2011-08-01,51,60,51,60,111
SAN PEDRO,atencion odontologica,primera consulta,2011-08-01,62,103,62,103,165
SAN PEDRO DE BUENA VISTA,atencion odontologica,primera consulta,2011-08-01,46,49,46,49,95
SAN PEDRO DE TIQUINA,atencion odontologica,primera consulta,2011-08-01,19,24,19,24,43
SAN RAFAEL,atencion odontologica,primera consulta,2011-08-01,7,23,7,23,30
SAN RAMON BENI,atencion odontologica,primera consulta,2011-08-01,44,86,44,86,130
SAN RAMON SCZ,atencion odontologica,primera consulta,2011-08-01,29,44,29,44,73
SANTA ANA,atencion odontologica,primera consulta,2011-08-01,68,99,68,99,167
SANTA CRUZ DE LA SIERRA,atencion odontologica,primera consulta,2011-08-01,3406,5662,3406,5662,9068
SANTA ROSA DEL SARA,atencion odontologica,primera consulta,2011-08-01,68,114,68,114,182
SANTIAGO DE CALLAPA,atencion odontologica,primera consulta,2011-08-01,6,7,6,7,13
SANTIAGO DE HUARI,atencion odontologica,primera consulta,2011-08-01,54,60,54,60,114
SANTIAGO DE HUATA,atencion odontologica,primera consulta,2011-08-01,230,253,230,253,483
SANTIAGO DE MACHACA,atencion odontologica,primera consulta,2011-08-01,23,33,23,33,56
SANTIVAÑES,atencion odontologica,primera consulta,2011-08-01,3,9,3,9,12
SANTUARIO DE QUILLACAS,atencion odontologica,primera consulta,2011-08-01,42,33,42,33,75
SAPAHAQUI,atencion odontologica,primera consulta,2011-08-01,20,27,20,27,47
SENA,atencion odontologica,primera consulta,2011-08-01,25,39,25,39,64
SHINAOTA,atencion odontologica,primera consulta,2011-08-01,47,64,47,64,111
SICA SICA (VILLA AROMA),atencion odontologica,primera consulta,2011-08-01,21,68,21,68,89
SICAYA,atencion odontologica,primera consulta,2011-08-01,4,8,4,8,12
SIPE SIPE,atencion odontologica,primera consulta,2011-08-01,90,152,90,152,242
SOPACHUY,atencion odontologica,primera consulta,2011-08-01,46,67,46,67,113
SORACACHI,atencion odontologica,primera consulta,2011-08-01,21,30,21,30,51
SORATA,atencion odontologica,primera consulta,2011-08-01,52,101,52,101,153
SUCRE,atencion odontologica,primera consulta,2011-08-01,1916,2851,1916,2851,4767
TACACOMA,atencion odontologica,primera consulta,2011-08-01,39,44,39,44,83
TACOPAYA,atencion odontologica,primera consulta,2011-08-01,33,50,33,50,83
TAHUA,atencion odontologica,primera consulta,2011-08-01,7,7,7,7,14
TAPACARI,atencion odontologica,primera consulta,2011-08-01,171,225,171,225,396
TARABUCO,atencion odontologica,primera consulta,2011-08-01,1277,1316,1277,1316,2593
TARACO,atencion odontologica,primera consulta,2011-08-01,14,23,14,23,37
