,group,variable,month,PERIODONCIAS CANTIDAD,PERIODONCIAS CANTIDAD,TOTALES,TOTALES,TOTALES
ALCALA,atencion odontologica,periodoncias,2011-07-01,2,7,2,7,9
ANTEQUERA,atencion odontologica,periodoncias,2011-07-01,0,2,0,2,2
ANZALDO,atencion odontologica,periodoncias,2011-07-01,11,16,11,16,27
APOLO,atencion odontologica,periodoncias,2011-07-01,0,4,0,4,4
ARANI,atencion odontologica,periodoncias,2011-07-01,2,3,2,3,5
ARBIETO,atencion odontologica,periodoncias,2011-07-01,17,40,17,40,57
ARQUE,atencion odontologica,periodoncias,2011-07-01,0,6,0,6,6
ASCENCION DE GUARAYOS,atencion odontologica,periodoncias,2011-07-01,1,0,1,0,1
ATOCHA,atencion odontologica,periodoncias,2011-07-01,8,11,8,11,19
AYO AYO,atencion odontologica,periodoncias,2011-07-01,0,1,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,periodoncias,2011-07-01,2,6,2,6,8
AZURDUY,atencion odontologica,periodoncias,2011-07-01,1,1,1,1,2
BERMEJO,atencion odontologica,periodoncias,2011-07-01,11,19,11,19,30
BETANZOS,atencion odontologica,periodoncias,2011-07-01,4,3,4,3,7
BOLIVAR,atencion odontologica,periodoncias,2011-07-01,2,1,2,1,3
BOLPEBRA,atencion odontologica,periodoncias,2011-07-01,0,2,0,2,2
BUENA VISTA,atencion odontologica,periodoncias,2011-07-01,1,6,1,6,7
CABEZAS,atencion odontologica,periodoncias,2011-07-01,1,17,1,17,18
CAIROMA,atencion odontologica,periodoncias,2011-07-01,1,0,1,0,1
CALACOTO,atencion odontologica,periodoncias,2011-07-01,2,0,2,0,2
CALAMARCA,atencion odontologica,periodoncias,2011-07-01,6,0,6,0,6
CAMARGO,atencion odontologica,periodoncias,2011-07-01,2,11,2,11,13
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,periodoncias,2011-07-01,1,1,1,1,2
CAMIRI,atencion odontologica,periodoncias,2011-07-01,37,66,37,66,103
CAPINOTA,atencion odontologica,periodoncias,2011-07-01,1,0,1,0,1
CARACOLLO,atencion odontologica,periodoncias,2011-07-01,7,10,7,10,17
CARANAVI,atencion odontologica,periodoncias,2011-07-01,1,8,1,8,9
CARAPARI,atencion odontologica,periodoncias,2011-07-01,3,6,3,6,9
CARMEN RIVERO TORREZ,atencion odontologica,periodoncias,2011-07-01,5,12,5,12,17
CATACORA,atencion odontologica,periodoncias,2011-07-01,0,4,0,4,4
CHALLAPATA,atencion odontologica,periodoncias,2011-07-01,5,3,5,3,8
CHARAGUA,atencion odontologica,periodoncias,2011-07-01,5,2,5,2,7
CHARAÑA,atencion odontologica,periodoncias,2011-07-01,4,4,4,4,8
CHIMORE,atencion odontologica,periodoncias,2011-07-01,2,11,2,11,13
CHIPAYA,atencion odontologica,periodoncias,2011-07-01,0,7,0,7,7
CHOQUE COTA,atencion odontologica,periodoncias,2011-07-01,5,0,5,0,5
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,periodoncias,2011-07-01,2,8,2,8,10
CHUMA,atencion odontologica,periodoncias,2011-07-01,2,3,2,3,5
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,periodoncias,2011-07-01,1,0,1,0,1
CLIZA,atencion odontologica,periodoncias,2011-07-01,65,169,65,169,234
COBIJA,atencion odontologica,periodoncias,2011-07-01,17,26,17,26,43
COCAPATA,atencion odontologica,periodoncias,2011-07-01,0,4,0,4,4
COCHABAMBA,atencion odontologica,periodoncias,2011-07-01,518,839,518,839,1357
COIPASA,atencion odontologica,periodoncias,2011-07-01,1,5,1,5,6
COLCAPIRHUA,atencion odontologica,periodoncias,2011-07-01,7,41,7,41,48
COLOMI,atencion odontologica,periodoncias,2011-07-01,3,13,3,13,16
COLPA BELGICA,atencion odontologica,periodoncias,2011-07-01,0,14,0,14,14
COLQUIRI,atencion odontologica,periodoncias,2011-07-01,2,6,2,6,8
COMARAPA,atencion odontologica,periodoncias,2011-07-01,4,5,4,5,9
COMBAYA,atencion odontologica,periodoncias,2011-07-01,0,3,0,3,3
CONCEPCION,atencion odontologica,periodoncias,2011-07-01,2,3,2,3,5
CORO CORO,atencion odontologica,periodoncias,2011-07-01,1,3,1,3,4
COROICO,atencion odontologica,periodoncias,2011-07-01,2,3,2,3,5
CORQUE,atencion odontologica,periodoncias,2011-07-01,0,3,0,3,3
COTAGAITA,atencion odontologica,periodoncias,2011-07-01,10,9,10,9,19
COTOCA,atencion odontologica,periodoncias,2011-07-01,1,10,1,10,11
CUATRO CAÑADAS,atencion odontologica,periodoncias,2011-07-01,1,2,1,2,3
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,periodoncias,2011-07-01,9,15,9,15,24
CUEVO,atencion odontologica,periodoncias,2011-07-01,2,0,2,0,2
CULPINA,atencion odontologica,periodoncias,2011-07-01,0,3,0,3,3
EL ALTO,atencion odontologica,periodoncias,2011-07-01,106,235,106,235,341
EL CHORO,atencion odontologica,periodoncias,2011-07-01,2,1,2,1,3
EL PUENTE(TJA),atencion odontologica,periodoncias,2011-07-01,0,1,0,1,1
EL TORNO,atencion odontologica,periodoncias,2011-07-01,9,35,9,35,44
EL VILLAR,atencion odontologica,periodoncias,2011-07-01,2,3,2,3,5
ENTRE RIOS TRJ,atencion odontologica,periodoncias,2011-07-01,4,3,4,3,7
ENTRE RIOS CBBA,atencion odontologica,periodoncias,2011-07-01,1,2,1,2,3
EUCALIPTUS,atencion odontologica,periodoncias,2011-07-01,0,3,0,3,3
FERNANDEZ ALONSO,atencion odontologica,periodoncias,2011-07-01,2,2,2,2,4
FILADELFIA,atencion odontologica,periodoncias,2011-07-01,1,3,1,3,4
GENERAL SAAVEDRA,atencion odontologica,periodoncias,2011-07-01,0,1,0,1,1
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,periodoncias,2011-07-01,1,1,1,1,2
GUANAY,atencion odontologica,periodoncias,2011-07-01,3,3,3,3,6
GUAYARAMERIN,atencion odontologica,periodoncias,2011-07-01,14,33,14,33,47
GUTIERREZ,atencion odontologica,periodoncias,2011-07-01,4,15,4,15,19
HUACARETA,atencion odontologica,periodoncias,2011-07-01,1,1,1,1,2
HUACAYA (VILLA DE HUACAYA),atencion odontologica,periodoncias,2011-07-01,3,2,3,2,5
HUANUNI,atencion odontologica,periodoncias,2011-07-01,0,2,0,2,2
HUARACAJE,atencion odontologica,periodoncias,2011-07-01,2,10,2,10,12
HUAYLLAMARCA,atencion odontologica,periodoncias,2011-07-01,1,0,1,0,1
HUMANATA,atencion odontologica,periodoncias,2011-07-01,3,0,3,0,3
ICLA,atencion odontologica,periodoncias,2011-07-01,1,3,1,3,4
IRUPANA (VILLA DE LANZA),atencion odontologica,periodoncias,2011-07-01,4,2,4,2,6
IXIAMAS,atencion odontologica,periodoncias,2011-07-01,1,1,1,1,2
JESUS DE MACHACA,atencion odontologica,periodoncias,2011-07-01,0,6,0,6,6
LA ASUNTA,atencion odontologica,periodoncias,2011-07-01,3,7,3,7,10
LA GUARDIA,atencion odontologica,periodoncias,2011-07-01,6,26,6,26,32
LA PAZ,atencion odontologica,periodoncias,2011-07-01,2137,2316,2137,2316,4453
LAGUNILLAS,atencion odontologica,periodoncias,2011-07-01,2,4,2,4,6
LAS CARRERAS,atencion odontologica,periodoncias,2011-07-01,0,2,0,2,2
LLALLAGUA,atencion odontologica,periodoncias,2011-07-01,4,1,4,1,5
LLICA,atencion odontologica,periodoncias,2011-07-01,0,6,0,6,6
LURIBAY,atencion odontologica,periodoncias,2011-07-01,0,2,0,2,2
MACHACAMARCA,atencion odontologica,periodoncias,2011-07-01,3,8,3,8,11
MACHARETI,atencion odontologica,periodoncias,2011-07-01,19,22,19,22,41
MAGDALENA,atencion odontologica,periodoncias,2011-07-01,1,3,1,3,4
MAIRANA,atencion odontologica,periodoncias,2011-07-01,3,12,3,12,15
MECAPACA,atencion odontologica,periodoncias,2011-07-01,1,2,1,2,3
MINEROS,atencion odontologica,periodoncias,2011-07-01,3,12,3,12,15
MIZQUE,atencion odontologica,periodoncias,2011-07-01,0,4,0,4,4
MOCOMOCO,atencion odontologica,periodoncias,2011-07-01,2,0,2,0,2
MOJOCOYA,atencion odontologica,periodoncias,2011-07-01,0,1,0,1,1
MONTEAGUDO,atencion odontologica,periodoncias,2011-07-01,3,3,3,3,6
MONTERO,atencion odontologica,periodoncias,2011-07-01,22,68,22,68,90
MOROCHATA,atencion odontologica,periodoncias,2011-07-01,6,31,6,31,37
OKINAWA,atencion odontologica,periodoncias,2011-07-01,3,11,3,11,14
OMEREQUE,atencion odontologica,periodoncias,2011-07-01,2,0,2,0,2
ORURO,atencion odontologica,periodoncias,2011-07-01,125,194,125,194,319
PADCAYA,atencion odontologica,periodoncias,2011-07-01,8,15,8,15,23
PADILLA,atencion odontologica,periodoncias,2011-07-01,0,5,0,5,5
PAILON,atencion odontologica,periodoncias,2011-07-01,6,9,6,9,15
PALCA,atencion odontologica,periodoncias,2011-07-01,0,3,0,3,3
PALOS BLANCOS,atencion odontologica,periodoncias,2011-07-01,0,1,0,1,1
PAPEL PAMPA,atencion odontologica,periodoncias,2011-07-01,4,3,4,3,7
PASORAPA,atencion odontologica,periodoncias,2011-07-01,1,1,1,1,2
PATACAMAYA,atencion odontologica,periodoncias,2011-07-01,0,1,0,1,1
PELECHUCO,atencion odontologica,periodoncias,2011-07-01,1,1,1,1,2
POCOATA,atencion odontologica,periodoncias,2011-07-01,0,2,0,2,2
POCONA,atencion odontologica,periodoncias,2011-07-01,3,5,3,5,8
POJO (CBBA),atencion odontologica,periodoncias,2011-07-01,1,8,1,8,9
POOPO,atencion odontologica,periodoncias,2011-07-01,1,4,1,4,5
PORONGO,atencion odontologica,periodoncias,2011-07-01,0,2,0,2,2
PORTACHUELO,atencion odontologica,periodoncias,2011-07-01,2,8,2,8,10
PORVENIR,atencion odontologica,periodoncias,2011-07-01,1,6,1,6,7
POTOSI,atencion odontologica,periodoncias,2011-07-01,12,40,12,40,52
PRESTO,atencion odontologica,periodoncias,2011-07-01,1,0,1,0,1
PUERTO ACOSTA,atencion odontologica,periodoncias,2011-07-01,1,0,1,0,1
PUERTO CARABUCO,atencion odontologica,periodoncias,2011-07-01,4,6,4,6,10
PUERTO PEREZ,atencion odontologica,periodoncias,2011-07-01,1,4,1,4,5
PUERTO QUIJARRO,atencion odontologica,periodoncias,2011-07-01,3,0,3,0,3
PUERTO RICO,atencion odontologica,periodoncias,2011-07-01,46,45,46,45,91
PUERTO SUAREZ,atencion odontologica,periodoncias,2011-07-01,2,9,2,9,11
PUERTO VILLARROEL,atencion odontologica,periodoncias,2011-07-01,6,41,6,41,47
PUNA,atencion odontologica,periodoncias,2011-07-01,1,2,1,2,3
PUNATA,atencion odontologica,periodoncias,2011-07-01,71,138,71,138,209
QUILLACOLLO,atencion odontologica,periodoncias,2011-07-01,25,63,25,63,88
QUIME,atencion odontologica,periodoncias,2011-07-01,2,2,2,2,4
REYES,atencion odontologica,periodoncias,2011-07-01,4,10,4,10,14
RIBERALTA,atencion odontologica,periodoncias,2011-07-01,55,204,55,204,259
ROBORE,atencion odontologica,periodoncias,2011-07-01,0,2,0,2,2
RURRENABAQUE,atencion odontologica,periodoncias,2011-07-01,1,14,1,14,15
SACABA,atencion odontologica,periodoncias,2011-07-01,91,168,91,168,259
SACABAMBA,atencion odontologica,periodoncias,2011-07-01,4,0,4,0,4
SACACA,atencion odontologica,periodoncias,2011-07-01,0,2,0,2,2
SALINAS DE GARCI MENDOZA,atencion odontologica,periodoncias,2011-07-01,2,2,2,2,4
SAMAIPATA,atencion odontologica,periodoncias,2011-07-01,3,0,3,0,3
SAN ANDRES DE MACHACA,atencion odontologica,periodoncias,2011-07-01,6,6,6,6,12
SAN BENITO,atencion odontologica,periodoncias,2011-07-01,9,14,9,14,23
SAN BORJA,atencion odontologica,periodoncias,2011-07-01,12,13,12,13,25
SAN CARLOS,atencion odontologica,periodoncias,2011-07-01,7,8,7,8,15
SAN IGNACIO,atencion odontologica,periodoncias,2011-07-01,5,3,5,3,8
SAN IGNACIO DE VELASCO,atencion odontologica,periodoncias,2011-07-01,1,3,1,3,4
SAN JAVIER(STC),atencion odontologica,periodoncias,2011-07-01,2,9,2,9,11
SAN JOSE DE CHIQUITOS,atencion odontologica,periodoncias,2011-07-01,0,2,0,2,2
SAN JULIAN,atencion odontologica,periodoncias,2011-07-01,3,9,3,9,12
SAN LORENZO(PND),atencion odontologica,periodoncias,2011-07-01,0,4,0,4,4
SAN LORENZO(TJA),atencion odontologica,periodoncias,2011-07-01,0,3,0,3,3
SAN LUCAS,atencion odontologica,periodoncias,2011-07-01,6,22,6,22,28
SAN MATIAS,atencion odontologica,periodoncias,2011-07-01,0,1,0,1,1
SAN MIGUEL DE VELASCO,atencion odontologica,periodoncias,2011-07-01,1,5,1,5,6
SAN PEDRO,atencion odontologica,periodoncias,2011-07-01,1,2,1,2,3
SAN RAFAEL,atencion odontologica,periodoncias,2011-07-01,11,23,11,23,34
SAN RAMON SCZ,atencion odontologica,periodoncias,2011-07-01,2,8,2,8,10
SANTA CRUZ DE LA SIERRA,atencion odontologica,periodoncias,2011-07-01,472,872,472,872,1344
SANTA ROSA,atencion odontologica,periodoncias,2011-07-01,0,2,0,2,2
SANTA ROSA DEL SARA,atencion odontologica,periodoncias,2011-07-01,0,6,0,6,6
SANTIAGO DE HUARI,atencion odontologica,periodoncias,2011-07-01,1,1,1,1,2
SANTIAGO DE MACHACA,atencion odontologica,periodoncias,2011-07-01,0,1,0,1,1
SANTIVAÑES,atencion odontologica,periodoncias,2011-07-01,0,2,0,2,2
SANTUARIO DE QUILLACAS,atencion odontologica,periodoncias,2011-07-01,0,2,0,2,2
SHINAOTA,atencion odontologica,periodoncias,2011-07-01,1,2,1,2,3
SICA SICA (VILLA AROMA),atencion odontologica,periodoncias,2011-07-01,4,8,4,8,12
SICAYA,atencion odontologica,periodoncias,2011-07-01,2,2,2,2,4
SIPE SIPE,atencion odontologica,periodoncias,2011-07-01,2,27,2,27,29
SOPACHUY,atencion odontologica,periodoncias,2011-07-01,0,1,0,1,1
SORACACHI,atencion odontologica,periodoncias,2011-07-01,2,1,2,1,3
SORATA,atencion odontologica,periodoncias,2011-07-01,2,9,2,9,11
SUCRE,atencion odontologica,periodoncias,2011-07-01,235,345,235,345,580
TACACOMA,atencion odontologica,periodoncias,2011-07-01,1,0,1,0,1
TAPACARI,atencion odontologica,periodoncias,2011-07-01,2,22,2,22,24
TARABUCO,atencion odontologica,periodoncias,2011-07-01,0,24,0,24,24
TARACO,atencion odontologica,periodoncias,2011-07-01,0,10,0,10,10
TARATA,atencion odontologica,periodoncias,2011-07-01,5,10,5,10,15
TARIJA,atencion odontologica,periodoncias,2011-07-01,111,249,111,249,360
TARVITA,atencion odontologica,periodoncias,2011-07-01,1,7,1,7,8
TIAWANACU,atencion odontologica,periodoncias,2011-07-01,2,4,2,4,6
TIPUANI,atencion odontologica,periodoncias,2011-07-01,0,8,0,8,8
TIQUIPAYA,atencion odontologica,periodoncias,2011-07-01,76,142,76,142,218
TIRAQUE (CBBA),atencion odontologica,periodoncias,2011-07-01,0,2,0,2,2
TOCO,atencion odontologica,periodoncias,2011-07-01,5,14,5,14,19
TOLATA,atencion odontologica,periodoncias,2011-07-01,16,28,16,28,44
TOLEDO,atencion odontologica,periodoncias,2011-07-01,1,4,1,4,5
TOMINA,atencion odontologica,periodoncias,2011-07-01,6,12,6,12,18
TORO TORO,atencion odontologica,periodoncias,2011-07-01,1,3,1,3,4
TOTORA(CBBA),atencion odontologica,periodoncias,2011-07-01,3,7,3,7,10
TRINIDAD,atencion odontologica,periodoncias,2011-07-01,34,61,34,61,95
TUPIZA,atencion odontologica,periodoncias,2011-07-01,46,35,46,35,81
UMALA,atencion odontologica,periodoncias,2011-07-01,3,1,3,1,4
UNCIA,atencion odontologica,periodoncias,2011-07-01,0,1,0,1,1
URIONDO (A. CONCEPCION),atencion odontologica,periodoncias,2011-07-01,10,26,10,26,36
UYUNI,atencion odontologica,periodoncias,2011-07-01,3,2,3,2,5
VACAS,atencion odontologica,periodoncias,2011-07-01,2,5,2,5,7
VALLEGRANDE,atencion odontologica,periodoncias,2011-07-01,1,3,1,3,4
VIACHA,atencion odontologica,periodoncias,2011-07-01,32,31,32,31,63
VILA VILA,atencion odontologica,periodoncias,2011-07-01,1,3,1,3,4
VILLA CHARCAS,atencion odontologica,periodoncias,2011-07-01,0,1,0,1,1
VILLA MONTES,atencion odontologica,periodoncias,2011-07-01,26,39,26,39,65
VILLA RIVERO,atencion odontologica,periodoncias,2011-07-01,3,10,3,10,13
VILLA SERRANO,atencion odontologica,periodoncias,2011-07-01,1,0,1,0,1
VILLA TUNARI,atencion odontologica,periodoncias,2011-07-01,26,70,26,70,96
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,periodoncias,2011-07-01,1,0,1,0,1
VILLAZON,atencion odontologica,periodoncias,2011-07-01,7,11,7,11,18
VINTO,atencion odontologica,periodoncias,2011-07-01,1,19,1,19,20
VITICHI,atencion odontologica,periodoncias,2011-07-01,1,7,1,7,8
WARNES,atencion odontologica,periodoncias,2011-07-01,13,20,13,20,33
YACUIBA,atencion odontologica,periodoncias,2011-07-01,29,47,29,47,76
YAMPARAEZ,atencion odontologica,periodoncias,2011-07-01,2,2,2,2,4
YANACACHI,atencion odontologica,periodoncias,2011-07-01,5,0,5,0,5
YAPACANI,atencion odontologica,periodoncias,2011-07-01,3,19,3,19,22
YOCALLA,atencion odontologica,periodoncias,2011-07-01,0,1,0,1,1
YOTALA,atencion odontologica,periodoncias,2011-07-01,2,5,2,5,7
YUNCHARA,atencion odontologica,periodoncias,2011-07-01,2,4,2,4,6
ZUDAÑEZ,atencion odontologica,periodoncias,2011-07-01,0,1,0,1,1
ACACIO,atencion odontologica,periodoncias,2011-08-01,2,3,2,3,5
ACHACACHI,atencion odontologica,periodoncias,2011-08-01,1,0,1,0,1
ACHOCALLA,atencion odontologica,periodoncias,2011-08-01,1,1,1,1,2
AIQUILE,atencion odontologica,periodoncias,2011-08-01,0,27,0,27,27
ALCALA,atencion odontologica,periodoncias,2011-08-01,0,4,0,4,4
ANCORAIMES,atencion odontologica,periodoncias,2011-08-01,1,7,1,7,8
ANDAMARCA,atencion odontologica,periodoncias,2011-08-01,0,3,0,3,3
ANTEQUERA,atencion odontologica,periodoncias,2011-08-01,0,1,0,1,1
ANZALDO,atencion odontologica,periodoncias,2011-08-01,20,23,20,23,43
APOLO,atencion odontologica,periodoncias,2011-08-01,0,3,0,3,3
ARAMPAMPA,atencion odontologica,periodoncias,2011-08-01,0,1,0,1,1
ARANI,atencion odontologica,periodoncias,2011-08-01,0,6,0,6,6
ARBIETO,atencion odontologica,periodoncias,2011-08-01,18,56,18,56,74
ARQUE,atencion odontologica,periodoncias,2011-08-01,0,3,0,3,3
ASCENCION DE GUARAYOS,atencion odontologica,periodoncias,2011-08-01,2,2,2,2,4
ATOCHA,atencion odontologica,periodoncias,2011-08-01,6,3,6,3,9
AYATA,atencion odontologica,periodoncias,2011-08-01,0,1,0,1,1
AYO AYO,atencion odontologica,periodoncias,2011-08-01,0,1,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,periodoncias,2011-08-01,1,11,1,11,12
AZURDUY,atencion odontologica,periodoncias,2011-08-01,1,4,1,4,5
BAURES,atencion odontologica,periodoncias,2011-08-01,1,3,1,3,4
BELLA FLOR,atencion odontologica,periodoncias,2011-08-01,0,1,0,1,1
BERMEJO,atencion odontologica,periodoncias,2011-08-01,21,31,21,31,52
BETANZOS,atencion odontologica,periodoncias,2011-08-01,0,1,0,1,1
BOLIVAR,atencion odontologica,periodoncias,2011-08-01,0,2,0,2,2
BOLPEBRA,atencion odontologica,periodoncias,2011-08-01,0,3,0,3,3
BUENA VISTA,atencion odontologica,periodoncias,2011-08-01,1,8,1,8,9
CABEZAS,atencion odontologica,periodoncias,2011-08-01,30,23,30,23,53
CAIROMA,atencion odontologica,periodoncias,2011-08-01,0,1,0,1,1
"CAIZA ""D""",atencion odontologica,periodoncias,2011-08-01,0,1,0,1,1
CAMARGO,atencion odontologica,periodoncias,2011-08-01,6,5,6,5,11
CAMIRI,atencion odontologica,periodoncias,2011-08-01,29,58,29,58,87
CAPINOTA,atencion odontologica,periodoncias,2011-08-01,3,5,3,5,8
CARACOLLO,atencion odontologica,periodoncias,2011-08-01,5,14,5,14,19
CARANAVI,atencion odontologica,periodoncias,2011-08-01,7,19,7,19,26
CARAPARI,atencion odontologica,periodoncias,2011-08-01,13,17,13,17,30
CARMEN RIVERO TORREZ,atencion odontologica,periodoncias,2011-08-01,5,3,5,3,8
CATACORA,atencion odontologica,periodoncias,2011-08-01,1,2,1,2,3
CHALLAPATA,atencion odontologica,periodoncias,2011-08-01,3,5,3,5,8
CHARAGUA,atencion odontologica,periodoncias,2011-08-01,1,5,1,5,6
CHARAÑA,atencion odontologica,periodoncias,2011-08-01,3,4,3,4,7
CHAYANTA,atencion odontologica,periodoncias,2011-08-01,0,3,0,3,3
CHIMORE,atencion odontologica,periodoncias,2011-08-01,2,7,2,7,9
CHIPAYA,atencion odontologica,periodoncias,2011-08-01,1,1,1,1,2
CHOQUE COTA,atencion odontologica,periodoncias,2011-08-01,1,1,1,1,2
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,periodoncias,2011-08-01,1,3,1,3,4
CHUMA,atencion odontologica,periodoncias,2011-08-01,1,10,1,10,11
CLIZA,atencion odontologica,periodoncias,2011-08-01,30,122,30,122,152
COBIJA,atencion odontologica,periodoncias,2011-08-01,34,46,34,46,80
COCAPATA,atencion odontologica,periodoncias,2011-08-01,0,1,0,1,1
COCHABAMBA,atencion odontologica,periodoncias,2011-08-01,441,820,441,820,1261
COIPASA,atencion odontologica,periodoncias,2011-08-01,1,3,1,3,4
COLCAPIRHUA,atencion odontologica,periodoncias,2011-08-01,2,23,2,23,25
COLOMI,atencion odontologica,periodoncias,2011-08-01,3,17,3,17,20
COLPA BELGICA,atencion odontologica,periodoncias,2011-08-01,0,8,0,8,8
COLQUECHACA,atencion odontologica,periodoncias,2011-08-01,6,11,6,11,17
COMARAPA,atencion odontologica,periodoncias,2011-08-01,7,10,7,10,17
COMBAYA,atencion odontologica,periodoncias,2011-08-01,2,0,2,0,2
CONCEPCION,atencion odontologica,periodoncias,2011-08-01,18,30,18,30,48
CORIPATA,atencion odontologica,periodoncias,2011-08-01,1,0,1,0,1
CORO CORO,atencion odontologica,periodoncias,2011-08-01,1,0,1,0,1
COROICO,atencion odontologica,periodoncias,2011-08-01,1,3,1,3,4
CORQUE,atencion odontologica,periodoncias,2011-08-01,0,2,0,2,2
COTAGAITA,atencion odontologica,periodoncias,2011-08-01,16,7,16,7,23
COTOCA,atencion odontologica,periodoncias,2011-08-01,4,31,4,31,35
CUATRO CAÑADAS,atencion odontologica,periodoncias,2011-08-01,0,2,0,2,2
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,periodoncias,2011-08-01,5,2,5,2,7
CUEVO,atencion odontologica,periodoncias,2011-08-01,1,3,1,3,4
CULPINA,atencion odontologica,periodoncias,2011-08-01,1,3,1,3,4
CURAHUARA DE CARANGAS,atencion odontologica,periodoncias,2011-08-01,1,2,1,2,3
DESAGUADERO,atencion odontologica,periodoncias,2011-08-01,0,1,0,1,1
EL ALTO,atencion odontologica,periodoncias,2011-08-01,329,466,329,466,795
EL CHORO,atencion odontologica,periodoncias,2011-08-01,0,3,0,3,3
EL PUENTE(STC),atencion odontologica,periodoncias,2011-08-01,1,0,1,0,1
EL PUENTE(TJA),atencion odontologica,periodoncias,2011-08-01,1,1,1,1,2
EL TORNO,atencion odontologica,periodoncias,2011-08-01,8,17,8,17,25
EL VILLAR,atencion odontologica,periodoncias,2011-08-01,16,13,16,13,29
ENTRE RIOS TRJ,atencion odontologica,periodoncias,2011-08-01,0,2,0,2,2
ENTRE RIOS CBBA,atencion odontologica,periodoncias,2011-08-01,0,4,0,4,4
EUCALIPTUS,atencion odontologica,periodoncias,2011-08-01,0,1,0,1,1
FERNANDEZ ALONSO,atencion odontologica,periodoncias,2011-08-01,3,4,3,4,7
GENERAL SAAVEDRA,atencion odontologica,periodoncias,2011-08-01,1,6,1,6,7
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,periodoncias,2011-08-01,1,1,1,1,2
GUANAY,atencion odontologica,periodoncias,2011-08-01,1,2,1,2,3
GUAYARAMERIN,atencion odontologica,periodoncias,2011-08-01,14,14,14,14,28
GUTIERREZ,atencion odontologica,periodoncias,2011-08-01,5,8,5,8,13
HUACARETA,atencion odontologica,periodoncias,2011-08-01,1,2,1,2,3
HUACAYA (VILLA DE HUACAYA),atencion odontologica,periodoncias,2011-08-01,0,3,0,3,3
HUACHACALLA,atencion odontologica,periodoncias,2011-08-01,1,1,1,1,2
HUARACAJE,atencion odontologica,periodoncias,2011-08-01,6,10,6,10,16
HUARINA,atencion odontologica,periodoncias,2011-08-01,0,1,0,1,1
HUAYLLAMARCA,atencion odontologica,periodoncias,2011-08-01,2,1,2,1,3
ICLA,atencion odontologica,periodoncias,2011-08-01,0,5,0,5,5
IRUPANA (VILLA DE LANZA),atencion odontologica,periodoncias,2011-08-01,2,2,2,2,4
IXIAMAS,atencion odontologica,periodoncias,2011-08-01,1,2,1,2,3
JESUS DE MACHACA,atencion odontologica,periodoncias,2011-08-01,4,8,4,8,12
LA ASUNTA,atencion odontologica,periodoncias,2011-08-01,2,4,2,4,6
LA GUARDIA,atencion odontologica,periodoncias,2011-08-01,13,51,13,51,64
LA PAZ,atencion odontologica,periodoncias,2011-08-01,563,590,563,590,1153
LA RIVERA,atencion odontologica,periodoncias,2011-08-01,1,0,1,0,1
LAGUNILLAS,atencion odontologica,periodoncias,2011-08-01,1,4,1,4,5
LAS CARRERAS,atencion odontologica,periodoncias,2011-08-01,0,1,0,1,1
LLALLAGUA,atencion odontologica,periodoncias,2011-08-01,4,4,4,4,8
LORETO,atencion odontologica,periodoncias,2011-08-01,0,1,0,1,1
LURIBAY,atencion odontologica,periodoncias,2011-08-01,0,2,0,2,2
MACHACAMARCA,atencion odontologica,periodoncias,2011-08-01,0,6,0,6,6
MACHARETI,atencion odontologica,periodoncias,2011-08-01,12,22,12,22,34
MAGDALENA,atencion odontologica,periodoncias,2011-08-01,1,1,1,1,2
MAIRANA,atencion odontologica,periodoncias,2011-08-01,2,14,2,14,16
MAPIRI,atencion odontologica,periodoncias,2011-08-01,1,4,1,4,5
MECAPACA,atencion odontologica,periodoncias,2011-08-01,4,8,4,8,12
MINEROS,atencion odontologica,periodoncias,2011-08-01,11,29,11,29,40
MIZQUE,atencion odontologica,periodoncias,2011-08-01,21,24,21,24,45
MOCOMOCO,atencion odontologica,periodoncias,2011-08-01,1,1,1,1,2
MOJOCOYA,atencion odontologica,periodoncias,2011-08-01,1,0,1,0,1
MONTEAGUDO,atencion odontologica,periodoncias,2011-08-01,3,6,3,6,9
MONTERO,atencion odontologica,periodoncias,2011-08-01,32,64,32,64,96
MOROCHATA,atencion odontologica,periodoncias,2011-08-01,4,19,4,19,23
OKINAWA,atencion odontologica,periodoncias,2011-08-01,4,3,4,3,7
OMEREQUE,atencion odontologica,periodoncias,2011-08-01,3,4,3,4,7
ORURO,atencion odontologica,periodoncias,2011-08-01,89,169,89,169,258
PADCAYA,atencion odontologica,periodoncias,2011-08-01,17,26,17,26,43
PADILLA,atencion odontologica,periodoncias,2011-08-01,1,1,1,1,2
PAILON,atencion odontologica,periodoncias,2011-08-01,3,5,3,5,8
PALCA,atencion odontologica,periodoncias,2011-08-01,0,2,0,2,2
