,group,variable,month,ENDODONCIAS CANTIDAD,ENDODONCIAS CANTIDAD,TOTALES,TOTALES,TOTALES
SORATA,atencion odontologica,endodoncias,2011-06-01,6,14,6,14,20
SUCRE,atencion odontologica,endodoncias,2011-06-01,452,713,452,713,1165
TAHUA,atencion odontologica,endodoncias,2011-06-01,1,1,1,1,2
TAPACARI,atencion odontologica,endodoncias,2011-06-01,10,19,10,19,29
TARABUCO,atencion odontologica,endodoncias,2011-06-01,7,36,7,36,43
TARATA,atencion odontologica,endodoncias,2011-06-01,6,5,6,5,11
TARIJA,atencion odontologica,endodoncias,2011-06-01,535,519,535,519,1054
TARVITA,atencion odontologica,endodoncias,2011-06-01,10,4,10,4,14
TEOPONTE,atencion odontologica,endodoncias,2011-06-01,1,0,1,0,1
TIAWANACU,atencion odontologica,endodoncias,2011-06-01,1,2,1,2,3
TIQUIPAYA,atencion odontologica,endodoncias,2011-06-01,51,51,51,51,102
TIRAQUE (CBBA),atencion odontologica,endodoncias,2011-06-01,8,6,8,6,14
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,endodoncias,2011-06-01,0,2,0,2,2
TOCO,atencion odontologica,endodoncias,2011-06-01,1,1,1,1,2
TOLATA,atencion odontologica,endodoncias,2011-06-01,2,5,2,5,7
TOLEDO,atencion odontologica,endodoncias,2011-06-01,1,2,1,2,3
TOMINA,atencion odontologica,endodoncias,2011-06-01,4,13,4,13,17
TORO TORO,atencion odontologica,endodoncias,2011-06-01,2,6,2,6,8
TOTORA(CBBA),atencion odontologica,endodoncias,2011-06-01,1,3,1,3,4
TRINIDAD,atencion odontologica,endodoncias,2011-06-01,37,78,37,78,115
TUPIZA,atencion odontologica,endodoncias,2011-06-01,56,61,56,61,117
TURCO,atencion odontologica,endodoncias,2011-06-01,13,4,13,4,17
UNCIA,atencion odontologica,endodoncias,2011-06-01,20,14,20,14,34
URIONDO (A. CONCEPCION),atencion odontologica,endodoncias,2011-06-01,24,38,24,38,62
URUBICHA,atencion odontologica,endodoncias,2011-06-01,0,2,0,2,2
UYUNI,atencion odontologica,endodoncias,2011-06-01,9,33,9,33,42
VACAS,atencion odontologica,endodoncias,2011-06-01,7,4,7,4,11
VALLEGRANDE,atencion odontologica,endodoncias,2011-06-01,30,47,30,47,77
VIACHA,atencion odontologica,endodoncias,2011-06-01,23,24,23,24,47
VILA VILA,atencion odontologica,endodoncias,2011-06-01,3,5,3,5,8
VILLA CHARCAS,atencion odontologica,endodoncias,2011-06-01,2,9,2,9,11
VILLA MONTES,atencion odontologica,endodoncias,2011-06-01,33,65,33,65,98
VILLA RIVERO,atencion odontologica,endodoncias,2011-06-01,0,4,0,4,4
VILLA SERRANO,atencion odontologica,endodoncias,2011-06-01,8,18,8,18,26
VILLA TUNARI,atencion odontologica,endodoncias,2011-06-01,37,85,37,85,122
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,endodoncias,2011-06-01,7,12,7,12,19
VILLAZON,atencion odontologica,endodoncias,2011-06-01,29,43,29,43,72
VINTO,atencion odontologica,endodoncias,2011-06-01,22,18,22,18,40
VITICHI,atencion odontologica,endodoncias,2011-06-01,10,14,10,14,24
WALDO BALLIVIAN,atencion odontologica,endodoncias,2011-06-01,1,1,1,1,2
WARNES,atencion odontologica,endodoncias,2011-06-01,8,13,8,13,21
YACUIBA,atencion odontologica,endodoncias,2011-06-01,24,38,24,38,62
YAMPARAEZ,atencion odontologica,endodoncias,2011-06-01,5,4,5,4,9
YANACACHI,atencion odontologica,endodoncias,2011-06-01,3,5,3,5,8
YAPACANI,atencion odontologica,endodoncias,2011-06-01,5,14,5,14,19
YOCALLA,atencion odontologica,endodoncias,2011-06-01,0,1,0,1,1
YOTALA,atencion odontologica,endodoncias,2011-06-01,6,10,6,10,16
YUNCHARA,atencion odontologica,endodoncias,2011-06-01,2,7,2,7,9
ACACIO,atencion odontologica,endodoncias,2011-07-01,3,2,3,2,5
ACHACACHI,atencion odontologica,endodoncias,2011-07-01,33,22,33,22,55
ACHOCALLA,atencion odontologica,endodoncias,2011-07-01,3,6,3,6,9
AIQUILE,atencion odontologica,endodoncias,2011-07-01,19,18,19,18,37
ALCALA,atencion odontologica,endodoncias,2011-07-01,1,7,1,7,8
ANDAMARCA,atencion odontologica,endodoncias,2011-07-01,1,0,1,0,1
ANTEQUERA,atencion odontologica,endodoncias,2011-07-01,4,7,4,7,11
ANZALDO,atencion odontologica,endodoncias,2011-07-01,1,0,1,0,1
ARAMPAMPA,atencion odontologica,endodoncias,2011-07-01,1,0,1,0,1
ARANI,atencion odontologica,endodoncias,2011-07-01,8,13,8,13,21
ARBIETO,atencion odontologica,endodoncias,2011-07-01,3,22,3,22,25
ARQUE,atencion odontologica,endodoncias,2011-07-01,0,7,0,7,7
ASCENCION DE GUARAYOS,atencion odontologica,endodoncias,2011-07-01,3,7,3,7,10
ATOCHA,atencion odontologica,endodoncias,2011-07-01,22,35,22,35,57
AYO AYO,atencion odontologica,endodoncias,2011-07-01,4,3,4,3,7
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,endodoncias,2011-07-01,6,21,6,21,27
AZURDUY,atencion odontologica,endodoncias,2011-07-01,6,4,6,4,10
BATALLAS,atencion odontologica,endodoncias,2011-07-01,4,0,4,0,4
BAURES,atencion odontologica,endodoncias,2011-07-01,0,20,0,20,20
BERMEJO,atencion odontologica,endodoncias,2011-07-01,26,45,26,45,71
BETANZOS,atencion odontologica,endodoncias,2011-07-01,3,13,3,13,16
BOLIVAR,atencion odontologica,endodoncias,2011-07-01,15,5,15,5,20
BOYUIBE,atencion odontologica,endodoncias,2011-07-01,0,1,0,1,1
CABEZAS,atencion odontologica,endodoncias,2011-07-01,8,1,8,1,9
CAIROMA,atencion odontologica,endodoncias,2011-07-01,0,1,0,1,1
"CAIZA ""D""",atencion odontologica,endodoncias,2011-07-01,0,4,0,4,4
CAJUATA,atencion odontologica,endodoncias,2011-07-01,1,4,1,4,5
CALAMARCA,atencion odontologica,endodoncias,2011-07-01,2,7,2,7,9
CAMARGO,atencion odontologica,endodoncias,2011-07-01,31,59,31,59,90
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,endodoncias,2011-07-01,4,5,4,5,9
CAMIRI,atencion odontologica,endodoncias,2011-07-01,19,44,19,44,63
CAPINOTA,atencion odontologica,endodoncias,2011-07-01,20,20,20,20,40
CARACOLLO,atencion odontologica,endodoncias,2011-07-01,9,14,9,14,23
CARANAVI,atencion odontologica,endodoncias,2011-07-01,13,24,13,24,37
CARAPARI,atencion odontologica,endodoncias,2011-07-01,11,11,11,11,22
CARMEN RIVERO TORREZ,atencion odontologica,endodoncias,2011-07-01,0,1,0,1,1
CHALLAPATA,atencion odontologica,endodoncias,2011-07-01,6,6,6,6,12
CHAQUI,atencion odontologica,endodoncias,2011-07-01,2,1,2,1,3
CHARAGUA,atencion odontologica,endodoncias,2011-07-01,1,6,1,6,7
CHARAÑA,atencion odontologica,endodoncias,2011-07-01,1,1,1,1,2
CHAYANTA,atencion odontologica,endodoncias,2011-07-01,0,1,0,1,1
CHIMORE,atencion odontologica,endodoncias,2011-07-01,5,11,5,11,16
CHIPAYA,atencion odontologica,endodoncias,2011-07-01,0,4,0,4,4
CHOQUE COTA,atencion odontologica,endodoncias,2011-07-01,4,1,4,1,5
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,endodoncias,2011-07-01,12,16,12,16,28
CHUMA,atencion odontologica,endodoncias,2011-07-01,7,10,7,10,17
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,endodoncias,2011-07-01,0,9,0,9,9
CKOCHAS,atencion odontologica,endodoncias,2011-07-01,1,0,1,0,1
CLIZA,atencion odontologica,endodoncias,2011-07-01,73,106,73,106,179
COBIJA,atencion odontologica,endodoncias,2011-07-01,2,10,2,10,12
COCHABAMBA,atencion odontologica,endodoncias,2011-07-01,785,954,785,954,1739
COIPASA,atencion odontologica,endodoncias,2011-07-01,1,1,1,1,2
COLCAPIRHUA,atencion odontologica,endodoncias,2011-07-01,32,44,32,44,76
"COLCHA ""K""",atencion odontologica,endodoncias,2011-07-01,1,3,1,3,4
COLLANA,atencion odontologica,endodoncias,2011-07-01,1,3,1,3,4
COLOMI,atencion odontologica,endodoncias,2011-07-01,0,1,0,1,1
COLPA BELGICA,atencion odontologica,endodoncias,2011-07-01,1,4,1,4,5
COLQUECHACA,atencion odontologica,endodoncias,2011-07-01,1,5,1,5,6
COLQUIRI,atencion odontologica,endodoncias,2011-07-01,16,16,16,16,32
COMANCHE,atencion odontologica,endodoncias,2011-07-01,0,1,0,1,1
COMARAPA,atencion odontologica,endodoncias,2011-07-01,7,6,7,6,13
CONCEPCION,atencion odontologica,endodoncias,2011-07-01,2,6,2,6,8
COPACABANA,atencion odontologica,endodoncias,2011-07-01,0,1,0,1,1
CORIPATA,atencion odontologica,endodoncias,2011-07-01,9,9,9,9,18
COROICO,atencion odontologica,endodoncias,2011-07-01,30,37,30,37,67
CORQUE,atencion odontologica,endodoncias,2011-07-01,1,7,1,7,8
COTAGAITA,atencion odontologica,endodoncias,2011-07-01,20,18,20,18,38
COTOCA,atencion odontologica,endodoncias,2011-07-01,0,1,0,1,1
CUATRO CAÑADAS,atencion odontologica,endodoncias,2011-07-01,1,3,1,3,4
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,endodoncias,2011-07-01,0,5,0,5,5
CUEVO,atencion odontologica,endodoncias,2011-07-01,2,0,2,0,2
CULPINA,atencion odontologica,endodoncias,2011-07-01,2,3,2,3,5
CURAHUARA DE CARANGAS,atencion odontologica,endodoncias,2011-07-01,1,8,1,8,9
EL ALTO,atencion odontologica,endodoncias,2011-07-01,385,443,385,443,828
EL PUENTE(TJA),atencion odontologica,endodoncias,2011-07-01,1,12,1,12,13
EL TORNO,atencion odontologica,endodoncias,2011-07-01,18,27,18,27,45
EL VILLAR,atencion odontologica,endodoncias,2011-07-01,0,2,0,2,2
ENTRE RIOS TRJ,atencion odontologica,endodoncias,2011-07-01,2,11,2,11,13
ENTRE RIOS CBBA,atencion odontologica,endodoncias,2011-07-01,3,5,3,5,8
ESCOMA,atencion odontologica,endodoncias,2011-07-01,9,6,9,6,15
EUCALIPTUS,atencion odontologica,endodoncias,2011-07-01,6,7,6,7,13
FERNANDEZ ALONSO,atencion odontologica,endodoncias,2011-07-01,7,15,7,15,22
FILADELFIA,atencion odontologica,endodoncias,2011-07-01,2,10,2,10,12
GENERAL SAAVEDRA,atencion odontologica,endodoncias,2011-07-01,0,2,0,2,2
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,endodoncias,2011-07-01,1,4,1,4,5
GUANAY,atencion odontologica,endodoncias,2011-07-01,10,10,10,10,20
GUAQUI,atencion odontologica,endodoncias,2011-07-01,0,1,0,1,1
GUAYARAMERIN,atencion odontologica,endodoncias,2011-07-01,14,29,14,29,43
GUTIERREZ,atencion odontologica,endodoncias,2011-07-01,10,9,10,9,19
HUACARETA,atencion odontologica,endodoncias,2011-07-01,6,3,6,3,9
HUACAYA (VILLA DE HUACAYA),atencion odontologica,endodoncias,2011-07-01,3,1,3,1,4
HUACHACALLA,atencion odontologica,endodoncias,2011-07-01,0,6,0,6,6
HUANUNI,atencion odontologica,endodoncias,2011-07-01,8,48,8,48,56
HUARACAJE,atencion odontologica,endodoncias,2011-07-01,2,3,2,3,5
HUAYLLAMARCA,atencion odontologica,endodoncias,2011-07-01,0,2,0,2,2
HUMANATA,atencion odontologica,endodoncias,2011-07-01,1,2,1,2,3
ICLA,atencion odontologica,endodoncias,2011-07-01,2,4,2,4,6
INCAHUASI,atencion odontologica,endodoncias,2011-07-01,4,4,4,4,8
IRUPANA (VILLA DE LANZA),atencion odontologica,endodoncias,2011-07-01,4,4,4,4,8
IXIAMAS,atencion odontologica,endodoncias,2011-07-01,1,4,1,4,5
JESUS DE MACHACA,atencion odontologica,endodoncias,2011-07-01,0,4,0,4,4
LA ASUNTA,atencion odontologica,endodoncias,2011-07-01,5,17,5,17,22
LA GUARDIA,atencion odontologica,endodoncias,2011-07-01,6,12,6,12,18
LA PAZ,atencion odontologica,endodoncias,2011-07-01,819,815,819,815,1634
LAGUNILLAS,atencion odontologica,endodoncias,2011-07-01,1,4,1,4,5
LAS CARRERAS,atencion odontologica,endodoncias,2011-07-01,0,3,0,3,3
LLALLAGUA,atencion odontologica,endodoncias,2011-07-01,7,23,7,23,30
LORETO,atencion odontologica,endodoncias,2011-07-01,3,1,3,1,4
LURIBAY,atencion odontologica,endodoncias,2011-07-01,0,4,0,4,4
MACHACAMARCA,atencion odontologica,endodoncias,2011-07-01,4,1,4,1,5
MACHARETI,atencion odontologica,endodoncias,2011-07-01,0,2,0,2,2
MAGDALENA,atencion odontologica,endodoncias,2011-07-01,1,5,1,5,6
MAIRANA,atencion odontologica,endodoncias,2011-07-01,1,3,1,3,4
MECAPACA,atencion odontologica,endodoncias,2011-07-01,5,4,5,4,9
MINEROS,atencion odontologica,endodoncias,2011-07-01,11,45,11,45,56
MIZQUE,atencion odontologica,endodoncias,2011-07-01,0,4,0,4,4
MOCOMOCO,atencion odontologica,endodoncias,2011-07-01,3,5,3,5,8
MOJOCOYA,atencion odontologica,endodoncias,2011-07-01,2,2,2,2,4
MONTEAGUDO,atencion odontologica,endodoncias,2011-07-01,19,33,19,33,52
MONTERO,atencion odontologica,endodoncias,2011-07-01,19,38,19,38,57
MOROCHATA,atencion odontologica,endodoncias,2011-07-01,0,2,0,2,2
OCURI,atencion odontologica,endodoncias,2011-07-01,1,2,1,2,3
OKINAWA,atencion odontologica,endodoncias,2011-07-01,3,2,3,2,5
OMEREQUE,atencion odontologica,endodoncias,2011-07-01,2,10,2,10,12
ORURO,atencion odontologica,endodoncias,2011-07-01,424,458,424,458,882
PADCAYA,atencion odontologica,endodoncias,2011-07-01,8,31,8,31,39
PADILLA,atencion odontologica,endodoncias,2011-07-01,5,11,5,11,16
PAILON,atencion odontologica,endodoncias,2011-07-01,4,16,4,16,20
PALCA,atencion odontologica,endodoncias,2011-07-01,0,2,0,2,2
PALOS BLANCOS,atencion odontologica,endodoncias,2011-07-01,2,9,2,9,11
PAMPA AULLAGAS,atencion odontologica,endodoncias,2011-07-01,4,3,4,3,7
PAMPA GRANDE,atencion odontologica,endodoncias,2011-07-01,1,15,1,15,16
PASORAPA,atencion odontologica,endodoncias,2011-07-01,1,0,1,0,1
PATACAMAYA,atencion odontologica,endodoncias,2011-07-01,0,17,0,17,17
PAZÑA,atencion odontologica,endodoncias,2011-07-01,5,2,5,2,7
PELECHUCO,atencion odontologica,endodoncias,2011-07-01,1,11,1,11,12
POCOATA,atencion odontologica,endodoncias,2011-07-01,4,3,4,3,7
POCONA,atencion odontologica,endodoncias,2011-07-01,2,10,2,10,12
POJO (CBBA),atencion odontologica,endodoncias,2011-07-01,5,16,5,16,21
POOPO,atencion odontologica,endodoncias,2011-07-01,16,14,16,14,30
PORCO,atencion odontologica,endodoncias,2011-07-01,6,8,6,8,14
POROMA,atencion odontologica,endodoncias,2011-07-01,3,5,3,5,8
PORONGO,atencion odontologica,endodoncias,2011-07-01,1,0,1,0,1
PORTACHUELO,atencion odontologica,endodoncias,2011-07-01,3,11,3,11,14
PORVENIR,atencion odontologica,endodoncias,2011-07-01,7,0,7,0,7
POTOSI,atencion odontologica,endodoncias,2011-07-01,114,171,114,171,285
PRESTO,atencion odontologica,endodoncias,2011-07-01,2,3,2,3,5
PUERTO ACOSTA,atencion odontologica,endodoncias,2011-07-01,4,2,4,2,6
PUERTO GONZALO MORENO,atencion odontologica,endodoncias,2011-07-01,2,3,2,3,5
PUERTO RICO,atencion odontologica,endodoncias,2011-07-01,0,1,0,1,1
PUERTO SUAREZ,atencion odontologica,endodoncias,2011-07-01,2,4,2,4,6
PUERTO VILLARROEL,atencion odontologica,endodoncias,2011-07-01,67,51,67,51,118
PUNA,atencion odontologica,endodoncias,2011-07-01,0,1,0,1,1
PUNATA,atencion odontologica,endodoncias,2011-07-01,46,109,46,109,155
QUILLACOLLO,atencion odontologica,endodoncias,2011-07-01,145,204,145,204,349
QUIME,atencion odontologica,endodoncias,2011-07-01,3,13,3,13,16
QUIRUSILLAS,atencion odontologica,endodoncias,2011-07-01,0,3,0,3,3
RAVELO,atencion odontologica,endodoncias,2011-07-01,2,9,2,9,11
REYES,atencion odontologica,endodoncias,2011-07-01,2,5,2,5,7
RIBERALTA,atencion odontologica,endodoncias,2011-07-01,27,49,27,49,76
SABAYA,atencion odontologica,endodoncias,2011-07-01,1,2,1,2,3
SACABA,atencion odontologica,endodoncias,2011-07-01,88,113,88,113,201
SACABAMBA,atencion odontologica,endodoncias,2011-07-01,2,3,2,3,5
SACACA,atencion odontologica,endodoncias,2011-07-01,0,1,0,1,1
SAIPINA,atencion odontologica,endodoncias,2011-07-01,7,10,7,10,17
SALINAS DE GARCI MENDOZA,atencion odontologica,endodoncias,2011-07-01,4,8,4,8,12
SAN AGUSTIN,atencion odontologica,endodoncias,2011-07-01,2,0,2,0,2
SAN ANDRES,atencion odontologica,endodoncias,2011-07-01,2,14,2,14,16
SAN ANDRES DE MACHACA,atencion odontologica,endodoncias,2011-07-01,2,2,2,2,4
SAN ANTONIO DE LOMERIO,atencion odontologica,endodoncias,2011-07-01,2,16,2,16,18
SAN BENITO,atencion odontologica,endodoncias,2011-07-01,14,17,14,17,31
SAN BORJA,atencion odontologica,endodoncias,2011-07-01,2,9,2,9,11
SAN BUENA VENTURA,atencion odontologica,endodoncias,2011-07-01,5,4,5,4,9
SAN CARLOS,atencion odontologica,endodoncias,2011-07-01,14,33,14,33,47
SAN IGNACIO,atencion odontologica,endodoncias,2011-07-01,5,10,5,10,15
SAN IGNACIO DE VELASCO,atencion odontologica,endodoncias,2011-07-01,4,4,4,4,8
SAN JAVIER(STC),atencion odontologica,endodoncias,2011-07-01,4,0,4,0,4
SAN JOSE DE CHIQUITOS,atencion odontologica,endodoncias,2011-07-01,2,4,2,4,6
SAN JULIAN,atencion odontologica,endodoncias,2011-07-01,3,2,3,2,5
SAN LORENZO(TJA),atencion odontologica,endodoncias,2011-07-01,28,56,28,56,84
SAN LUCAS,atencion odontologica,endodoncias,2011-07-01,17,28,17,28,45
SAN MATIAS,atencion odontologica,endodoncias,2011-07-01,1,6,1,6,7
SAN MIGUEL DE VELASCO,atencion odontologica,endodoncias,2011-07-01,12,32,12,32,44
SAN PEDRO,atencion odontologica,endodoncias,2011-07-01,2,4,2,4,6
SAN PEDRO DE TIQUINA,atencion odontologica,endodoncias,2011-07-01,0,7,0,7,7
SAN RAFAEL,atencion odontologica,endodoncias,2011-07-01,5,6,5,6,11
SAN RAMON BENI,atencion odontologica,endodoncias,2011-07-01,1,2,1,2,3
SAN RAMON SCZ,atencion odontologica,endodoncias,2011-07-01,3,4,3,4,7
SANTA CRUZ DE LA SIERRA,atencion odontologica,endodoncias,2011-07-01,451,681,451,681,1132
SANTA ROSA,atencion odontologica,endodoncias,2011-07-01,1,0,1,0,1
SANTA ROSA DEL SARA,atencion odontologica,endodoncias,2011-07-01,0,8,0,8,8
SANTIAGO DE HUARI,atencion odontologica,endodoncias,2011-07-01,9,13,9,13,22
SANTIAGO DE HUATA,atencion odontologica,endodoncias,2011-07-01,2,1,2,1,3
SANTIVAÑES,atencion odontologica,endodoncias,2011-07-01,3,11,3,11,14
SANTUARIO DE QUILLACAS,atencion odontologica,endodoncias,2011-07-01,1,2,1,2,3
SENA,atencion odontologica,endodoncias,2011-07-01,0,2,0,2,2
SHINAOTA,atencion odontologica,endodoncias,2011-07-01,17,21,17,21,38
SICA SICA (VILLA AROMA),atencion odontologica,endodoncias,2011-07-01,1,1,1,1,2
SIPE SIPE,atencion odontologica,endodoncias,2011-07-01,9,70,9,70,79
SOPACHUY,atencion odontologica,endodoncias,2011-07-01,3,10,3,10,13
SORACACHI,atencion odontologica,endodoncias,2011-07-01,3,4,3,4,7
SORATA,atencion odontologica,endodoncias,2011-07-01,8,29,8,29,37
SUCRE,atencion odontologica,endodoncias,2011-07-01,474,793,474,793,1267
TACACOMA,atencion odontologica,endodoncias,2011-07-01,1,1,1,1,2
TAPACARI,atencion odontologica,endodoncias,2011-07-01,3,12,3,12,15
TARABUCO,atencion odontologica,endodoncias,2011-07-01,3,17,3,17,20
TARATA,atencion odontologica,endodoncias,2011-07-01,7,8,7,8,15
TARIJA,atencion odontologica,endodoncias,2011-07-01,453,756,453,756,1209
TARVITA,atencion odontologica,endodoncias,2011-07-01,2,9,2,9,11
TIAWANACU,atencion odontologica,endodoncias,2011-07-01,0,3,0,3,3
TIQUIPAYA,atencion odontologica,endodoncias,2011-07-01,53,70,53,70,123
TIRAQUE (CBBA),atencion odontologica,endodoncias,2011-07-01,10,13,10,13,23
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,endodoncias,2011-07-01,2,0,2,0,2
TOCO,atencion odontologica,endodoncias,2011-07-01,1,7,1,7,8
TOLATA,atencion odontologica,endodoncias,2011-07-01,13,19,13,19,32
TOLEDO,atencion odontologica,endodoncias,2011-07-01,4,3,4,3,7
TOMINA,atencion odontologica,endodoncias,2011-07-01,10,26,10,26,36
TORO TORO,atencion odontologica,endodoncias,2011-07-01,0,1,0,1,1
TOTORA(CBBA),atencion odontologica,endodoncias,2011-07-01,1,1,1,1,2
TRINIDAD,atencion odontologica,endodoncias,2011-07-01,57,87,57,87,144
TUPIZA,atencion odontologica,endodoncias,2011-07-01,37,43,37,43,80
TURCO,atencion odontologica,endodoncias,2011-07-01,2,5,2,5,7
UNCIA,atencion odontologica,endodoncias,2011-07-01,20,6,20,6,26
URIONDO (A. CONCEPCION),atencion odontologica,endodoncias,2011-07-01,24,60,24,60,84
UYUNI,atencion odontologica,endodoncias,2011-07-01,18,26,18,26,44
VACAS,atencion odontologica,endodoncias,2011-07-01,4,13,4,13,17
VALLEGRANDE,atencion odontologica,endodoncias,2011-07-01,25,38,25,38,63
VIACHA,atencion odontologica,endodoncias,2011-07-01,30,35,30,35,65
VILA VILA,atencion odontologica,endodoncias,2011-07-01,1,4,1,4,5
VILLA CHARCAS,atencion odontologica,endodoncias,2011-07-01,4,28,4,28,32
VILLA MONTES,atencion odontologica,endodoncias,2011-07-01,26,60,26,60,86
VILLA RIVERO,atencion odontologica,endodoncias,2011-07-01,1,2,1,2,3
VILLA SERRANO,atencion odontologica,endodoncias,2011-07-01,12,9,12,9,21
VILLA TUNARI,atencion odontologica,endodoncias,2011-07-01,35,96,35,96,131
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,endodoncias,2011-07-01,5,10,5,10,15
VILLAZON,atencion odontologica,endodoncias,2011-07-01,21,26,21,26,47
VINTO,atencion odontologica,endodoncias,2011-07-01,11,23,11,23,34
VITICHI,atencion odontologica,endodoncias,2011-07-01,6,20,6,20,26
WARNES,atencion odontologica,endodoncias,2011-07-01,4,13,4,13,17
YACUIBA,atencion odontologica,endodoncias,2011-07-01,37,66,37,66,103
YAMPARAEZ,atencion odontologica,endodoncias,2011-07-01,2,7,2,7,9
YANACACHI,atencion odontologica,endodoncias,2011-07-01,0,2,0,2,2
YAPACANI,atencion odontologica,endodoncias,2011-07-01,10,25,10,25,35
YOCALLA,atencion odontologica,endodoncias,2011-07-01,0,2,0,2,2
YOTALA,atencion odontologica,endodoncias,2011-07-01,13,8,13,8,21
YUNCHARA,atencion odontologica,endodoncias,2011-07-01,2,6,2,6,8
ZUDAÑEZ,atencion odontologica,endodoncias,2011-07-01,3,0,3,0,3
ACACIO,atencion odontologica,endodoncias,2011-08-01,1,2,1,2,3
ACHACACHI,atencion odontologica,endodoncias,2011-08-01,25,28,25,28,53
ACHOCALLA,atencion odontologica,endodoncias,2011-08-01,1,3,1,3,4
AIQUILE,atencion odontologica,endodoncias,2011-08-01,12,10,12,10,22
ALCALA,atencion odontologica,endodoncias,2011-08-01,2,7,2,7,9
ALTO BENI,atencion odontologica,endodoncias,2011-08-01,1,0,1,0,1
ANDAMARCA,atencion odontologica,endodoncias,2011-08-01,11,4,11,4,15
ANTEQUERA,atencion odontologica,endodoncias,2011-08-01,3,5,3,5,8
ARAMPAMPA,atencion odontologica,endodoncias,2011-08-01,1,2,1,2,3
ARANI,atencion odontologica,endodoncias,2011-08-01,7,7,7,7,14
ARBIETO,atencion odontologica,endodoncias,2011-08-01,2,6,2,6,8
ARQUE,atencion odontologica,endodoncias,2011-08-01,2,10,2,10,12
ASCENCION DE GUARAYOS,atencion odontologica,endodoncias,2011-08-01,4,4,4,4,8
ATOCHA,atencion odontologica,endodoncias,2011-08-01,29,25,29,25,54
AYO AYO,atencion odontologica,endodoncias,2011-08-01,2,2,2,2,4
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,endodoncias,2011-08-01,24,30,24,30,54
AZURDUY,atencion odontologica,endodoncias,2011-08-01,8,10,8,10,18
BATALLAS,atencion odontologica,endodoncias,2011-08-01,4,1,4,1,5
BAURES,atencion odontologica,endodoncias,2011-08-01,0,2,0,2,2
BELEN DE URMIRI,atencion odontologica,endodoncias,2011-08-01,0,2,0,2,2
BERMEJO,atencion odontologica,endodoncias,2011-08-01,24,50,24,50,74
BETANZOS,atencion odontologica,endodoncias,2011-08-01,3,1,3,1,4
BOLIVAR,atencion odontologica,endodoncias,2011-08-01,5,2,5,2,7
BOYUIBE,atencion odontologica,endodoncias,2011-08-01,1,0,1,0,1
BUENA VISTA,atencion odontologica,endodoncias,2011-08-01,1,0,1,0,1
CABEZAS,atencion odontologica,endodoncias,2011-08-01,0,1,0,1,1
CAIROMA,atencion odontologica,endodoncias,2011-08-01,1,2,1,2,3
CAJUATA,atencion odontologica,endodoncias,2011-08-01,4,9,4,9,13
CALAMARCA,atencion odontologica,endodoncias,2011-08-01,5,1,5,1,6
CAMARGO,atencion odontologica,endodoncias,2011-08-01,40,29,40,29,69
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,endodoncias,2011-08-01,1,4,1,4,5
CAMIRI,atencion odontologica,endodoncias,2011-08-01,27,33,27,33,60
CAPINOTA,atencion odontologica,endodoncias,2011-08-01,4,6,4,6,10
CARACOLLO,atencion odontologica,endodoncias,2011-08-01,10,11,10,11,21
CARANAVI,atencion odontologica,endodoncias,2011-08-01,5,18,5,18,23
CARAPARI,atencion odontologica,endodoncias,2011-08-01,12,22,12,22,34
CARIPUYO,atencion odontologica,endodoncias,2011-08-01,5,19,5,19,24
CARMEN RIVERO TORREZ,atencion odontologica,endodoncias,2011-08-01,0,1,0,1,1
CATACORA,atencion odontologica,endodoncias,2011-08-01,0,1,0,1,1
CHALLAPATA,atencion odontologica,endodoncias,2011-08-01,7,6,7,6,13
CHAQUI,atencion odontologica,endodoncias,2011-08-01,1,3,1,3,4
CHARAGUA,atencion odontologica,endodoncias,2011-08-01,1,3,1,3,4
CHARAÑA,atencion odontologica,endodoncias,2011-08-01,5,0,5,0,5
CHIMORE,atencion odontologica,endodoncias,2011-08-01,5,9,5,9,14
CHIPAYA,atencion odontologica,endodoncias,2011-08-01,1,7,1,7,8
CHOQUE COTA,atencion odontologica,endodoncias,2011-08-01,5,2,5,2,7
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,endodoncias,2011-08-01,4,1,4,1,5
CHUMA,atencion odontologica,endodoncias,2011-08-01,5,8,5,8,13
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,endodoncias,2011-08-01,2,12,2,12,14
CLIZA,atencion odontologica,endodoncias,2011-08-01,36,89,36,89,125
COBIJA,atencion odontologica,endodoncias,2011-08-01,4,9,4,9,13
COCAPATA,atencion odontologica,endodoncias,2011-08-01,5,3,5,3,8
COCHABAMBA,atencion odontologica,endodoncias,2011-08-01,744,1150,744,1150,1894
