,group,variable,month,CONSULTAS NUEVAS DE 5 A 59 AÑOS CANTIDAD,CONSULTAS NUEVAS DE 5 A 59 AÑOS CANTIDAD,TOTALES,TOTALES,TOTALES
SANTA CRUZ DE LA SIERRA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-06-01,2606,4446,2606,4446,7052
SANTA ROSA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-06-01,318,317,318,317,635
SANTA ROSA DEL SARA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-06-01,384,431,384,431,815
SANTIAGO DE CALLAPA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-06-01,6,7,6,7,13
SANTIAGO DE HUARI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-06-01,86,81,86,81,167
SANTIAGO DE HUATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-06-01,34,35,34,35,69
SANTIAGO DE MACHACA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-06-01,62,77,62,77,139
SANTIVAÑES,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-06-01,23,49,23,49,72
SANTUARIO DE QUILLACAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-06-01,50,46,50,46,96
SAPAHAQUI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-06-01,10,30,10,30,40
SENA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-06-01,314,305,314,305,619
SHINAOTA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-06-01,37,174,37,174,211
SICA SICA (VILLA AROMA),atencion odontologica,consultas nuevas de 5 a 59 anos,2011-06-01,46,55,46,55,101
SICAYA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-06-01,95,83,95,83,178
SIPE SIPE,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-06-01,66,336,66,336,402
SOPACHUY,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-06-01,398,446,398,446,844
SORACACHI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-06-01,17,36,17,36,53
SORATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-06-01,38,45,38,45,83
SUCRE,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-06-01,2343,3586,2343,3586,5929
TACACOMA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-06-01,47,46,47,46,93
TACOPAYA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-06-01,23,30,23,30,53
TAHUA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-06-01,7,7,7,7,14
TAPACARI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-06-01,131,123,131,123,254
TARABUCO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-06-01,218,335,218,335,553
TARACO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-06-01,20,34,20,34,54
TARATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-06-01,111,113,111,113,224
TARIJA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-06-01,2232,3794,2232,3794,6026
TARVITA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-06-01,111,215,111,215,326
TEOPONTE,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-06-01,12,19,12,19,31
TIAWANACU,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-06-01,79,103,79,103,182
TINGUIPAYA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-06-01,23,57,23,57,80
TIPUANI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-06-01,73,80,73,80,153
TIQUIPAYA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-06-01,229,390,229,390,619
TIRAQUE (CBBA),atencion odontologica,consultas nuevas de 5 a 59 anos,2011-06-01,49,58,49,58,107
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,consultas nuevas de 5 a 59 anos,2011-06-01,8,23,8,23,31
TOCO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-06-01,7,19,7,19,26
TOLATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-06-01,22,30,22,30,52
TOLEDO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-06-01,85,120,85,120,205
TOMAVE,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-06-01,5,21,5,21,26
TOMINA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-06-01,243,291,243,291,534
TORO TORO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-06-01,83,123,83,123,206
TOTORA(CBBA),atencion odontologica,consultas nuevas de 5 a 59 anos,2011-06-01,132,167,132,167,299
TOTORA(ORR),atencion odontologica,consultas nuevas de 5 a 59 anos,2011-06-01,1,5,1,5,6
TRIGAL,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-06-01,12,17,12,17,29
TRINIDAD,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-06-01,485,749,485,749,1234
TUPIZA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-06-01,288,332,288,332,620
TURCO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-06-01,98,32,98,32,130
UNCIA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-06-01,36,50,36,50,86
URIONDO (A. CONCEPCION),atencion odontologica,consultas nuevas de 5 a 59 anos,2011-06-01,259,432,259,432,691
UYUNI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-06-01,52,110,52,110,162
VACAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-06-01,25,35,25,35,60
VALLEGRANDE,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-06-01,124,230,124,230,354
VIACHA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-06-01,72,178,72,178,250
VILA VILA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-06-01,48,43,48,43,91
VILLA CHARCAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-06-01,273,369,273,369,642
VILLA MONTES,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-06-01,441,861,441,861,1302
VILLA NUEVA (LOMA ALTA),atencion odontologica,consultas nuevas de 5 a 59 anos,2011-06-01,16,32,16,32,48
VILLA RIVERO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-06-01,26,50,26,50,76
VILLA SERRANO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-06-01,129,196,129,196,325
VILLA TUNARI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-06-01,207,404,207,404,611
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,consultas nuevas de 5 a 59 anos,2011-06-01,347,323,347,323,670
VILLAZON,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-06-01,105,165,105,165,270
VINTO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-06-01,34,37,34,37,71
VITICHI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-06-01,58,143,58,143,201
WALDO BALLIVIAN,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-06-01,10,13,10,13,23
WARNES,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-06-01,151,315,151,315,466
YACO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-06-01,19,25,19,25,44
YACUIBA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-06-01,498,632,498,632,1130
YAMPARAEZ,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-06-01,28,56,28,56,84
YANACACHI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-06-01,22,42,22,42,64
YAPACANI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-06-01,61,117,61,117,178
YOCALLA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-06-01,15,33,15,33,48
YOTALA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-06-01,25,25,25,25,50
YUNCHARA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-06-01,60,90,60,90,150
ZUDAÑEZ,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-06-01,18,33,18,33,51
ACACIO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,30,36,30,36,66
ACHACACHI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,112,112,112,112,224
ACHOCALLA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,37,38,37,38,75
AIQUILE,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,57,57,57,57,114
ALCALA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,59,155,59,155,214
ALTO BENI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,21,31,21,31,52
ANCORAIMES,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,32,33,32,33,65
ANDAMARCA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,17,34,17,34,51
ANTEQUERA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,54,62,54,62,116
ANZALDO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,30,44,30,44,74
APOLO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,48,118,48,118,166
ARAMPAMPA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,1,12,1,12,13
ARANI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,12,16,12,16,28
ARBIETO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,25,49,25,49,74
ARQUE,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,156,267,156,267,423
ASCENCION DE GUARAYOS,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,14,26,14,26,40
ATOCHA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,273,389,273,389,662
AYATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,32,70,32,70,102
AYO AYO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,23,33,23,33,56
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,57,236,57,236,293
AZURDUY,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,36,55,36,55,91
BATALLAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,28,57,28,57,85
BAURES,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,16,45,16,45,61
BELEN DE ANDAMARCA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,2,4,2,4,6
BELEN DE URMIRI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,16,7,16,7,23
BELLA FLOR,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,27,42,27,42,69
BERMEJO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,388,623,388,623,1011
BETANZOS,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,50,151,50,151,201
BOLIVAR,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,52,53,52,53,105
BOLPEBRA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,74,57,74,57,131
BOYUIBE,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,14,30,14,30,44
BUENA VISTA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,22,25,22,25,47
CABEZAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,70,143,70,143,213
CAIROMA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,18,45,18,45,63
"CAIZA ""D""",atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,29,54,29,54,83
CAJUATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,20,12,20,12,32
CALACOTO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,48,52,48,52,100
CALAMARCA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,45,68,45,68,113
CAMARGO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,94,111,94,111,205
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,48,52,48,52,100
CAMIRI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,209,400,209,400,609
CAPINOTA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,127,188,127,188,315
CAQUIAVIRI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,61,67,61,67,128
CARACOLLO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,110,218,110,218,328
CARANAVI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,112,179,112,179,291
CARAPARI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,169,311,169,311,480
CARIPUYO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,12,12,12,12,24
CARMEN RIVERO TORREZ,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,24,29,24,29,53
CATACORA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,16,36,16,36,52
CHACARILLA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,2,0,2,0,2
CHALLAPATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,111,153,111,153,264
CHAQUI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,6,10,6,10,16
CHARAGUA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,79,171,79,171,250
CHARAÑA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,53,63,53,63,116
CHAYANTA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,49,52,49,52,101
CHIMORE,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,71,183,71,183,254
CHIPAYA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,3,31,3,31,34
CHOQUE COTA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,70,8,70,8,78
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,38,33,38,33,71
CHUMA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,68,135,68,135,203
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,11,12,11,12,23
CKOCHAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,6,22,6,22,28
CLIZA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,178,309,178,309,487
COBIJA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,217,285,217,285,502
COCAPATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,20,42,20,42,62
COCHABAMBA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,2405,3520,2405,3520,5925
COIPASA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,12,21,12,21,33
COLCAPIRHUA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,87,147,87,147,234
"COLCHA ""K""",atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,20,31,20,31,51
COLLANA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,15,43,15,43,58
COLOMI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,50,43,50,43,93
COLPA BELGICA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,64,162,64,162,226
COLQUECHACA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,59,104,59,104,163
COLQUIRI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,46,73,46,73,119
COMANCHE,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,18,16,18,16,34
COMARAPA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,73,217,73,217,290
CONCEPCION,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,33,51,33,51,84
COPACABANA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,22,25,22,25,47
CORIPATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,38,54,38,54,92
CORO CORO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,20,39,20,39,59
COROICO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,110,153,110,153,263
CORQUE,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,18,69,18,69,87
COTAGAITA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,233,211,233,211,444
COTOCA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,4,70,4,70,74
CUATRO CAÑADAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,25,62,25,62,87
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,12,15,12,15,27
CUEVO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,18,36,18,36,54
CULPINA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,83,158,83,158,241
CURAHUARA DE CARANGAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,38,49,38,49,87
CURVA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,27,17,27,17,44
DESAGUADERO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,16,28,16,28,44
EL ALTO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,4243,5966,4243,5966,10209
EL CHORO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,8,30,8,30,38
EL PUENTE(STC),atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,24,26,24,26,50
EL PUENTE(TJA),atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,71,197,71,197,268
EL TORNO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,136,339,136,339,475
EL VILLAR,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,9,12,9,12,21
ENTRE RIOS TRJ,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,86,229,86,229,315
ENTRE RIOS CBBA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,17,29,17,29,46
ESCOMA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,59,51,59,51,110
EUCALIPTUS,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,29,72,29,72,101
FERNANDEZ ALONSO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,62,97,62,97,159
FILADELFIA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,34,51,34,51,85
GENERAL SAAVEDRA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,4,51,4,51,55
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,36,51,36,51,87
GUANAY,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,62,57,62,57,119
GUAQUI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,57,61,57,61,118
GUAYARAMERIN,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,228,306,228,306,534
GUTIERREZ,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,56,214,56,214,270
HUACARETA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,70,78,70,78,148
HUACAYA (VILLA DE HUACAYA),atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,14,47,14,47,61
HUACHACALLA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,9,32,9,32,41
HUANUNI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,76,115,76,115,191
HUARACAJE,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,7,19,7,19,26
HUARINA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,14,21,14,21,35
HUAYLLAMARCA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,22,37,22,37,59
HUMANATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,20,46,20,46,66
ICLA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,58,66,58,66,124
INCAHUASI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,39,70,39,70,109
INQUISIVI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,20,26,20,26,46
IRUPANA (VILLA DE LANZA),atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,34,64,34,64,98
IXIAMAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,57,84,57,84,141
JESUS DE MACHACA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,41,96,41,96,137
LA ASUNTA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,46,78,46,78,124
LA GUARDIA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,86,244,86,244,330
LA PAZ,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,5174,7290,5174,7290,12464
LAGUNILLAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,13,32,13,32,45
LAJA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,25,62,25,62,87
LAS CARRERAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,24,29,24,29,53
LLALLAGUA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,96,140,96,140,236
LLICA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,71,66,71,66,137
LORETO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,17,25,17,25,42
LURIBAY,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,12,21,12,21,33
MACHACAMARCA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,54,79,54,79,133
MACHARETI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,24,40,24,40,64
MAGDALENA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,34,95,34,95,129
MAIRANA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,36,83,36,83,119
MALLA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,20,7,20,7,27
MECAPACA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,15,15,15,15,30
MINEROS,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,17,173,17,173,190
MIZQUE,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,9,23,9,23,32
MOCOMOCO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,58,92,58,92,150
MOJOCOYA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,25,38,25,38,63
MONTEAGUDO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,74,90,74,90,164
MONTERO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,171,350,171,350,521
MORO MORO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,6,11,6,11,17
MOROCHATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,3,0,3,0,3
OCURI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,20,42,20,42,62
OKINAWA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,9,51,9,51,60
OMEREQUE,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,32,33,32,33,65
ORURO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,1518,2508,1518,2508,4026
PADCAYA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,123,229,123,229,352
PADILLA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,93,172,93,172,265
PAILON,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,129,200,129,200,329
PALCA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,27,58,27,58,85
PALOS BLANCOS,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,30,56,30,56,86
PAMPA AULLAGAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,15,25,15,25,40
PAMPA GRANDE,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,22,71,22,71,93
PAPEL PAMPA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,33,40,33,40,73
PASORAPA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,96,94,96,94,190
PATACAMAYA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,27,45,27,45,72
PAZÑA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,29,33,29,33,62
PELECHUCO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,35,51,35,51,86
POCOATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,45,85,45,85,130
POCONA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,150,222,150,222,372
POJO (CBBA),atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,50,67,50,67,117
POOPO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,112,148,112,148,260
PORCO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,29,42,29,42,71
POROMA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,7,7,7,7,14
PORONGO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,0,12,0,12,12
PORTACHUELO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,114,226,114,226,340
PORVENIR,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,143,151,143,151,294
POSTRER VALLE,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,14,12,14,12,26
POTOSI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,703,1340,703,1340,2043
PRESTO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,45,37,45,37,82
PUCARA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,12,14,12,14,26
PUCARANI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,136,158,136,158,294
PUERTO ACOSTA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,28,41,28,41,69
PUERTO CARABUCO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,48,49,48,49,97
PUERTO GONZALO MORENO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,37,31,37,31,68
PUERTO PEREZ,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,21,21,21,21,42
PUERTO QUIJARRO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,135,106,135,106,241
PUERTO RICO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,79,84,79,84,163
PUERTO SUAREZ,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,69,71,69,71,140
PUERTO VILLARROEL,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,123,179,123,179,302
PUNA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,102,141,102,141,243
PUNATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,307,636,307,636,943
QUIABAYA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,25,30,25,30,55
QUILLACOLLO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,705,1494,705,1494,2199
QUIME,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,213,88,213,88,301
QUIRUSILLAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,19,22,19,22,41
RAVELO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-07-01,20,35,20,35,55
