,group,variable,month,CONSULTAS NUEVAS DE 60 AÑOS Y MÁS CANTIDAD,CONSULTAS NUEVAS DE 60 AÑOS Y MÁS CANTIDAD,TOTALES,TOTALES,TOTALES
TARVITA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-06-01,14,25,14,25,39
TEOPONTE,atencion odontologica,consultas nuevas de 60 anos y mas,2011-06-01,2,0,2,0,2
TIAWANACU,atencion odontologica,consultas nuevas de 60 anos y mas,2011-06-01,20,31,20,31,51
TINGUIPAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-06-01,1,3,1,3,4
TIQUIPAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-06-01,7,9,7,9,16
TIRAQUE (CBBA),atencion odontologica,consultas nuevas de 60 anos y mas,2011-06-01,2,0,2,0,2
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,consultas nuevas de 60 anos y mas,2011-06-01,2,6,2,6,8
TOCO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-06-01,6,12,6,12,18
TOLATA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-06-01,1,8,1,8,9
TOLEDO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-06-01,4,0,4,0,4
TOMAVE,atencion odontologica,consultas nuevas de 60 anos y mas,2011-06-01,10,20,10,20,30
TOMINA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-06-01,2,10,2,10,12
TORO TORO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-06-01,4,3,4,3,7
TOTORA(CBBA),atencion odontologica,consultas nuevas de 60 anos y mas,2011-06-01,0,5,0,5,5
TOTORA(ORR),atencion odontologica,consultas nuevas de 60 anos y mas,2011-06-01,1,0,1,0,1
TRIGAL,atencion odontologica,consultas nuevas de 60 anos y mas,2011-06-01,0,2,0,2,2
TRINIDAD,atencion odontologica,consultas nuevas de 60 anos y mas,2011-06-01,167,28,167,28,195
TUPIZA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-06-01,72,86,72,86,158
TURCO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-06-01,2,5,2,5,7
UNCIA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-06-01,3,3,3,3,6
URIONDO (A. CONCEPCION),atencion odontologica,consultas nuevas de 60 anos y mas,2011-06-01,6,5,6,5,11
UYUNI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-06-01,35,29,35,29,64
VACAS,atencion odontologica,consultas nuevas de 60 anos y mas,2011-06-01,3,3,3,3,6
VALLEGRANDE,atencion odontologica,consultas nuevas de 60 anos y mas,2011-06-01,8,23,8,23,31
VIACHA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-06-01,32,21,32,21,53
VILLA CHARCAS,atencion odontologica,consultas nuevas de 60 anos y mas,2011-06-01,3,3,3,3,6
VILLA MONTES,atencion odontologica,consultas nuevas de 60 anos y mas,2011-06-01,15,8,15,8,23
VILLA SERRANO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-06-01,12,10,12,10,22
VILLA TUNARI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-06-01,30,22,30,22,52
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,consultas nuevas de 60 anos y mas,2011-06-01,15,11,15,11,26
VILLAZON,atencion odontologica,consultas nuevas de 60 anos y mas,2011-06-01,15,21,15,21,36
VINTO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-06-01,5,4,5,4,9
VITICHI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-06-01,12,8,12,8,20
WARNES,atencion odontologica,consultas nuevas de 60 anos y mas,2011-06-01,20,18,20,18,38
YACO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-06-01,1,3,1,3,4
YACUIBA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-06-01,2,2,2,2,4
YAMPARAEZ,atencion odontologica,consultas nuevas de 60 anos y mas,2011-06-01,3,0,3,0,3
YANACACHI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-06-01,0,1,0,1,1
YAPACANI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-06-01,8,11,8,11,19
YOCALLA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-06-01,1,3,1,3,4
YOTALA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-06-01,5,2,5,2,7
YUNCHARA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-06-01,3,5,3,5,8
ZUDAÑEZ,atencion odontologica,consultas nuevas de 60 anos y mas,2011-06-01,4,2,4,2,6
ACACIO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,2,1,2,1,3
ACHACACHI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,92,79,92,79,171
AIQUILE,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,2,3,2,3,5
ALCALA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,1,4,1,4,5
ALTO BENI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,1,0,1,0,1
ANCORAIMES,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,5,11,5,11,16
ANDAMARCA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,10,15,10,15,25
ANTEQUERA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,6,9,6,9,15
ANZALDO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,6,23,6,23,29
APOLO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,2,5,2,5,7
ARAMPAMPA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,1,0,1,0,1
ARBIETO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,0,14,0,14,14
ARQUE,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,3,2,3,2,5
ASCENCION DE GUARAYOS,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,15,22,15,22,37
ATOCHA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,16,12,16,12,28
AYATA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,0,3,0,3,3
AYO AYO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,10,2,10,2,12
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,0,2,0,2,2
AZURDUY,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,0,2,0,2,2
BATALLAS,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,20,10,20,10,30
BELEN DE ANDAMARCA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,1,5,1,5,6
BELEN DE URMIRI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,1,6,1,6,7
BERMEJO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,71,77,71,77,148
BETANZOS,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,2,3,2,3,5
BOLIVAR,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,3,5,3,5,8
BOYUIBE,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,1,1,1,1,2
CABEZAS,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,8,3,8,3,11
CAIROMA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,3,4,3,4,7
"CAIZA ""D""",atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,3,5,3,5,8
CAJUATA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,2,0,2,0,2
CALACOTO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,7,5,7,5,12
CALAMARCA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,7,2,7,2,9
CAMARGO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,3,4,3,4,7
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,1,0,1,0,1
CAMIRI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,18,18,18,18,36
CAPINOTA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,11,6,11,6,17
CAQUIAVIRI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,7,7,7,7,14
CARACOLLO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,15,12,15,12,27
CARANAVI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,25,7,25,7,32
CARAPARI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,19,17,19,17,36
CARMEN RIVERO TORREZ,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,2,0,2,0,2
CATACORA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,2,4,2,4,6
CHALLAPATA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,17,14,17,14,31
CHAQUI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,3,0,3,0,3
CHARAGUA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,4,23,4,23,27
CHARAÑA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,6,1,6,1,7
CHAYANTA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,3,4,3,4,7
CHIMORE,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,9,4,9,4,13
CHIPAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,1,0,1,0,1
CHOQUE COTA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,0,5,0,5,5
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,2,1,2,1,3
CHUMA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,11,5,11,5,16
CKOCHAS,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,0,5,0,5,5
CLIZA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,51,88,51,88,139
COBIJA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,8,3,8,3,11
COCAPATA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,1,0,1,0,1
COCHABAMBA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,547,430,547,430,977
COIPASA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,1,5,1,5,6
"COLCHA ""K""",atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,3,0,3,0,3
COLLANA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,0,2,0,2,2
COLOMI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,1,0,1,0,1
COLPA BELGICA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,18,12,18,12,30
COLQUECHACA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,1,1,1,1,2
COLQUIRI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,6,7,6,7,13
COMANCHE,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,0,4,0,4,4
COMARAPA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,16,14,16,14,30
COMBAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,0,1,0,1,1
CONCEPCION,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,8,9,8,9,17
COPACABANA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,4,8,4,8,12
CORIPATA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,16,4,16,4,20
CORO CORO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,15,7,15,7,22
COROICO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,13,17,13,17,30
CORQUE,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,3,3,3,3,6
COTAGAITA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,9,6,9,6,15
COTOCA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,4,5,4,5,9
CUATRO CAÑADAS,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,15,15,15,15,30
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,1,17,1,17,18
CUEVO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,4,1,4,1,5
CULPINA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,2,4,2,4,6
CURAHUARA DE CARANGAS,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,4,8,4,8,12
CURVA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,1,4,1,4,5
DESAGUADERO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,5,6,5,6,11
EL ALTO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,149,172,149,172,321
EL CHORO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,8,10,8,10,18
EL PUENTE(STC),atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,7,4,7,4,11
EL PUENTE(TJA),atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,2,11,2,11,13
EL TORNO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,16,12,16,12,28
EL VILLAR,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,2,0,2,0,2
ENTRE RIOS TRJ,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,2,6,2,6,8
ENTRE RIOS CBBA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,10,15,10,15,25
ESCOMA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,2,3,2,3,5
EUCALIPTUS,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,2,8,2,8,10
FERNANDEZ ALONSO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,8,6,8,6,14
FILADELFIA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,4,0,4,0,4
GENERAL SAAVEDRA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,4,4,4,4,8
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,6,8,6,8,14
GUANAY,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,2,5,2,5,7
GUAQUI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,13,18,13,18,31
GUAYARAMERIN,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,8,3,8,3,11
GUTIERREZ,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,38,66,38,66,104
HUACARETA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,4,5,4,5,9
HUACAYA (VILLA DE HUACAYA),atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,1,2,1,2,3
HUACHACALLA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,2,0,2,0,2
HUANUNI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,4,2,4,2,6
HUARACAJE,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,1,1,1,1,2
HUARINA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,9,4,9,4,13
HUAYLLAMARCA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,1,2,1,2,3
HUMANATA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,6,7,6,7,13
ICLA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,1,1,1,1,2
INCAHUASI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,3,2,3,2,5
INGAVI (HUMAITA),atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,1,0,1,0,1
IRUPANA (VILLA DE LANZA),atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,6,3,6,3,9
IXIAMAS,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,2,10,2,10,12
JESUS DE MACHACA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,24,20,24,20,44
LA ASUNTA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,2,7,2,7,9
LA GUARDIA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,7,0,7,0,7
LA PAZ,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,494,547,494,547,1041
LAJA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,6,5,6,5,11
LAS CARRERAS,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,1,2,1,2,3
LLALLAGUA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,3,3,3,3,6
LLICA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,7,9,7,9,16
LORETO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,3,1,3,1,4
LURIBAY,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,9,1,9,1,10
MACHACAMARCA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,6,5,6,5,11
MACHARETI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,1,6,1,6,7
MAGDALENA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,2,2,2,2,4
MAIRANA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,2,2,2,2,4
MECAPACA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,2,1,2,1,3
MINEROS,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,3,0,3,0,3
MIZQUE,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,3,2,3,2,5
MOCOMOCO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,16,4,16,4,20
MOJOCOYA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,5,4,5,4,9
MONTEAGUDO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,6,1,6,1,7
MONTERO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,10,15,10,15,25
OCURI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,1,6,1,6,7
OKINAWA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,13,9,13,9,22
ORURO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,163,195,163,195,358
PADCAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,0,3,0,3,3
PADILLA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,8,11,8,11,19
PAILON,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,3,6,3,6,9
PALCA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,3,2,3,2,5
PALOS BLANCOS,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,10,3,10,3,13
PAMPA AULLAGAS,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,1,1,1,1,2
PAMPA GRANDE,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,7,5,7,5,12
PAPEL PAMPA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,16,6,16,6,22
PATACAMAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,6,1,6,1,7
PAZÑA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,2,3,2,3,5
PELECHUCO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,3,2,3,2,5
POCOATA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,2,4,2,4,6
POCONA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,0,4,0,4,4
POJO (CBBA),atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,0,5,0,5,5
POOPO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,10,9,10,9,19
PORCO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,0,2,0,2,2
POROMA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,5,1,5,1,6
PORTACHUELO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,9,7,9,7,16
PORVENIR,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,4,6,4,6,10
POTOSI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,36,44,36,44,80
PRESTO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,2,0,2,0,2
PUCARA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,1,1,1,1,2
PUCARANI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,26,17,26,17,43
PUERTO ACOSTA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,5,0,5,0,5
PUERTO CARABUCO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,0,5,0,5,5
PUERTO GONZALO MORENO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,0,2,0,2,2
PUERTO PEREZ,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,11,22,11,22,33
PUERTO QUIJARRO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,4,6,4,6,10
PUERTO RICO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,1,0,1,0,1
PUERTO SUAREZ,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,4,18,4,18,22
PUERTO VILLARROEL,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,7,4,7,4,11
PUNA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,9,18,9,18,27
PUNATA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,40,48,40,48,88
QUIABAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,3,4,3,4,7
QUILLACOLLO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,87,92,87,92,179
QUIME,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,16,4,16,4,20
QUIRUSILLAS,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,1,0,1,0,1
RAVELO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,7,19,7,19,26
REYES,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,2,0,2,0,2
RIBERALTA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,12,5,12,5,17
ROBORE,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,5,4,5,4,9
SABAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,2,1,2,1,3
SACABA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,8,12,8,12,20
SACABAMBA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,0,10,0,10,10
SACACA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,0,4,0,4,4
SAIPINA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,1,0,1,0,1
SALINAS DE GARCI MENDOZA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,12,2,12,2,14
SAMAIPATA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,12,3,12,3,15
SAN AGUSTIN,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,0,1,0,1,1
SAN ANDRES DE MACHACA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,53,37,53,37,90
SAN ANTONIO DE LOMERIO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,1,3,1,3,4
SAN BENITO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,6,23,6,23,29
SAN BORJA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,4,3,4,3,7
SAN BUENA VENTURA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,3,2,3,2,5
SAN CARLOS,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,8,10,8,10,18
SAN IGNACIO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,46,42,46,42,88
SAN IGNACIO DE VELASCO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,2,2,2,2,4
SAN JAVIER(STC),atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,4,0,4,0,4
SAN JOSE DE CHIQUITOS,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,0,1,0,1,1
SAN LORENZO(TJA),atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,7,11,7,11,18
SAN LUCAS,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,14,31,14,31,45
SAN MATIAS,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,11,2,11,2,13
SAN MIGUEL DE VELASCO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,2,3,2,3,5
SAN PEDRO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,5,5,5,5,10
SAN PEDRO DE BUENA VISTA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,0,3,0,3,3
SAN PEDRO DE CURAHUARA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,2,2,2,2,4
SAN PEDRO DE TIQUINA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,7,6,7,6,13
SAN RAMON SCZ,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,2,5,2,5,7
SANTA CRUZ DE LA SIERRA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,181,222,181,222,403
SANTA ROSA DEL SARA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,3,6,3,6,9
SANTIAGO DE CALLAPA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,1,3,1,3,4
SANTIAGO DE HUARI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,8,12,8,12,20
SANTIAGO DE HUATA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,13,10,13,10,23
SANTIAGO DE MACHACA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,23,34,23,34,57
SANTIVAÑES,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,1,3,1,3,4
SANTUARIO DE QUILLACAS,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,2,4,2,4,6
SAPAHAQUI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,1,1,1,1,2
SENA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,5,3,5,3,8
SHINAOTA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,0,1,0,1,1
SICA SICA (VILLA AROMA),atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,13,6,13,6,19
SIPE SIPE,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,5,9,5,9,14
SOPACHUY,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,3,5,3,5,8
SORACACHI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,5,2,5,2,7
SORATA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,15,1,15,1,16
SUCRE,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,252,259,252,259,511
TACACOMA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,0,6,0,6,6
TACOPAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,0,1,0,1,1
TAPACARI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,4,5,4,5,9
TARABUCO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,19,11,19,11,30
TARACO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,35,30,35,30,65
TARATA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,13,23,13,23,36
TARIJA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-07-01,81,73,81,73,154
