,group,variable,month,CONSULTAS NUEVAS A MUJER EMBARAZADA O PUÉRPERA CANTIDAD,CONSULTAS NUEVAS A MUJER EMBARAZADA O PUÉRPERA CANTIDAD,TOTALES,TOTALES,TOTALES
ARAMPAMPA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,3,0,3,3
ARANI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,4,0,4,4
ARBIETO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,52,0,52,52
ARQUE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,74,0,74,74
ASCENCION DE GUARAYOS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,29,0,29,29
ATOCHA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,3,0,3,3
AYATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,3,0,3,3
AYO AYO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,3,0,3,3
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,10,0,10,10
AZURDUY,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,67,0,67,67
BATALLAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,31,0,31,31
BAURES,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,12,0,12,12
BELEN DE ANDAMARCA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,3,0,3,3
BELEN DE URMIRI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,3,0,3,3
BELLA FLOR,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,1,0,1,1
BERMEJO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,48,0,48,48
BETANZOS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,17,0,17,17
BOLIVAR,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,10,0,10,10
BOLPEBRA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,11,0,11,11
BOYUIBE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,16,0,16,16
CABEZAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,28,0,28,28
CAIROMA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,4,0,4,4
"CAIZA ""D""",atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,34,0,34,34
CAJUATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,11,0,11,11
CALAMARCA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,17,0,17,17
CAMARGO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,53,0,53,53
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,15,0,15,15
CAMIRI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,111,0,111,111
CAPINOTA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,21,0,21,21
CAQUIAVIRI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,12,0,12,12
CARACOLLO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,14,0,14,14
CARANAVI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,51,0,51,51
CARAPARI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,4,0,4,4
CARIPUYO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,6,0,6,6
CARMEN RIVERO TORREZ,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,5,0,5,5
CATACORA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,1,0,1,1
CHALLAPATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,44,0,44,44
CHAQUI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,6,0,6,6
CHARAGUA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,36,0,36,36
CHARAÑA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,2,0,2,2
CHAYANTA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,10,0,10,10
CHIMORE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,90,0,90,90
CHIPAYA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,2,0,2,2
CHOQUE COTA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,2,0,2,2
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,21,0,21,21
CHUMA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,29,0,29,29
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,11,0,11,11
CKOCHAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,5,0,5,5
CLIZA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,146,0,146,146
COBIJA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,160,0,160,160
COCAPATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,16,0,16,16
COCHABAMBA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,1065,0,1065,1065
COIPASA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,4,0,4,4
COLCAPIRHUA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,274,0,274,274
"COLCHA ""K""",atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,7,0,7,7
COLLANA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,1,0,1,1
COLOMI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,32,0,32,32
COLPA BELGICA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,64,0,64,64
COLQUECHACA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,30,0,30,30
COLQUIRI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,20,0,20,20
COMANCHE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,5,0,5,5
COMARAPA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,66,0,66,66
CONCEPCION,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,10,0,10,10
COPACABANA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,20,0,20,20
CORIPATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,29,0,29,29
CORO CORO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,11,0,11,11
COROICO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,3,0,3,3
CORQUE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,32,0,32,32
COTAGAITA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,10,0,10,10
COTOCA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,80,0,80,80
CUATRO CAÑADAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,74,0,74,74
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,40,0,40,40
CUEVO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,5,0,5,5
CULPINA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,12,0,12,12
CURAHUARA DE CARANGAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,7,0,7,7
CURVA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,5,0,5,5
EL ALTO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,852,0,852,852
EL CHORO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,5,0,5,5
EL PUENTE(STC),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,6,0,6,6
EL PUENTE(TJA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,3,0,3,3
EL TORNO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,31,0,31,31
EL VILLAR,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,3,0,3,3
ENTRE RIOS TRJ,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,15,0,15,15
ENTRE RIOS CBBA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,15,0,15,15
ESCOMA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,11,0,11,11
EUCALIPTUS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,14,0,14,14
FERNANDEZ ALONSO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,43,0,43,43
FILADELFIA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,26,0,26,26
GENERAL SAAVEDRA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,10,0,10,10
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,10,0,10,10
GUANAY,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,35,0,35,35
GUAQUI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,6,0,6,6
GUAYARAMERIN,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,64,0,64,64
GUTIERREZ,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,82,0,82,82
HUACARETA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,30,0,30,30
HUACAYA (VILLA DE HUACAYA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,21,0,21,21
HUACHACALLA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,1,0,1,1
HUANUNI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,2,0,2,2
HUARACAJE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,14,0,14,14
HUAYLLAMARCA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,8,0,8,8
HUMANATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,4,0,4,4
ICLA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,22,0,22,22
INCAHUASI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,13,0,13,13
INQUISIVI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,4,0,4,4
IRUPANA (VILLA DE LANZA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,2,0,2,2
IXIAMAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,29,0,29,29
JESUS DE MACHACA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,14,0,14,14
LA ASUNTA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,48,0,48,48
LA GUARDIA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,101,0,101,101
LA PAZ,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,1494,0,1494,1494
LAGUNILLAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,1,0,1,1
LAJA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,30,0,30,30
LAS CARRERAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,11,0,11,11
LLALLAGUA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,79,0,79,79
LLICA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,4,0,4,4
LORETO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,7,0,7,7
LURIBAY,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,12,0,12,12
MACHACAMARCA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,2,0,2,2
MACHARETI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,26,0,26,26
MAGDALENA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,13,0,13,13
MAIRANA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,62,0,62,62
MALLA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,1,0,1,1
MECAPACA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,2,0,2,2
MINEROS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,21,0,21,21
MIZQUE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,19,0,19,19
MOCOMOCO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,9,0,9,9
MOJOCOYA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,5,0,5,5
MONTEAGUDO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,81,0,81,81
MONTERO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,241,0,241,241
MORO MORO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,4,0,4,4
MOROCHATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,67,0,67,67
OCURI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,45,0,45,45
OKINAWA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,11,0,11,11
OMEREQUE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,17,0,17,17
ORURO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,306,0,306,306
PADCAYA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,8,0,8,8
PADILLA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,29,0,29,29
PAILON,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,148,0,148,148
PALCA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,1,0,1,1
PALOS BLANCOS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,74,0,74,74
PAMPA AULLAGAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,12,0,12,12
PAMPA GRANDE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,20,0,20,20
PAPEL PAMPA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,7,0,7,7
PASORAPA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,8,0,8,8
PATACAMAYA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,105,0,105,105
PAZÑA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,33,0,33,33
PELECHUCO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,18,0,18,18
POCOATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,46,0,46,46
POCONA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,108,0,108,108
POJO (CBBA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,25,0,25,25
POOPO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,10,0,10,10
PORCO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,27,0,27,27
POROMA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,37,0,37,37
PORONGO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,12,0,12,12
PORTACHUELO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,28,0,28,28
PORVENIR,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,57,0,57,57
POSTRER VALLE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,7,0,7,7
POTOSI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,326,0,326,326
PRESTO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,3,0,3,3
PUCARA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,2,0,2,2
PUCARANI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,20,0,20,20
PUERTO ACOSTA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,3,0,3,3
PUERTO CARABUCO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,2,0,2,2
PUERTO GONZALO MORENO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,7,0,7,7
PUERTO PEREZ,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,13,0,13,13
PUERTO QUIJARRO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,45,0,45,45
PUERTO RICO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,48,0,48,48
PUERTO SUAREZ,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,36,0,36,36
PUERTO VILLARROEL,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,66,0,66,66
PUNA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,29,0,29,29
PUNATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,81,0,81,81
QUIABAYA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,6,0,6,6
QUILLACOLLO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,153,0,153,153
QUIME,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,45,0,45,45
QUIRUSILLAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,7,0,7,7
RAVELO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,10,0,10,10
REYES,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,26,0,26,26
RIBERALTA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,285,0,285,285
ROBORE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,4,0,4,4
RURRENABAQUE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,19,0,19,19
SACABA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,340,0,340,340
SACABAMBA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,31,0,31,31
SACACA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,11,0,11,11
SAIPINA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,40,0,40,40
SALINAS DE GARCI MENDOZA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,41,0,41,41
SAMAIPATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,60,0,60,60
SAN ANDRES,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,1,0,1,1
SAN ANDRES DE MACHACA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,14,0,14,14
SAN ANTONIO DE LOMERIO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,15,0,15,15
SAN BENITO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,24,0,24,24
SAN BORJA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,106,0,106,106
SAN BUENA VENTURA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,14,0,14,14
SAN CARLOS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,70,0,70,70
SAN IGNACIO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,11,0,11,11
SAN IGNACIO DE VELASCO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,1,0,1,1
SAN JAVIER(STC),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,25,0,25,25
SAN JOSE DE CHIQUITOS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,10,0,10,10
SAN JUAN DE YAPACANI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,30,0,30,30
SAN JULIAN,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,21,0,21,21
SAN LORENZO(PND),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,11,0,11,11
SAN LORENZO(TJA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,5,0,5,5
SAN LUCAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,69,0,69,69
SAN MATIAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,14,0,14,14
SAN MIGUEL DE VELASCO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,47,0,47,47
SAN PEDRO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,19,0,19,19
SAN PEDRO DE BUENA VISTA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,6,0,6,6
SAN PEDRO DE CURAHUARA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,14,0,14,14
SAN PEDRO DE TIQUINA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,10,0,10,10
SAN RAFAEL,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,32,0,32,32
SAN RAMON SCZ,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,15,0,15,15
SANTA ANA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,49,0,49,49
SANTA CRUZ DE LA SIERRA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,1994,0,1994,1994
SANTA ROSA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,3,0,3,3
SANTA ROSA DEL SARA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,89,0,89,89
SANTIAGO DE HUARI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,20,0,20,20
SANTIAGO DE HUATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,2,0,2,2
SANTIAGO DE MACHACA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,3,0,3,3
SANTIVAÑES,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,2,0,2,2
SANTUARIO DE QUILLACAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,6,0,6,6
SAPAHAQUI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,2,0,2,2
SENA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,41,0,41,41
SHINAOTA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,85,0,85,85
SICA SICA (VILLA AROMA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,48,0,48,48
SICAYA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,17,0,17,17
SIPE SIPE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,247,0,247,247
SOPACHUY,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,26,0,26,26
SORACACHI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,8,0,8,8
SORATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,56,0,56,56
SUCRE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,746,0,746,746
TACACOMA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,15,0,15,15
TAHUA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,2,0,2,2
TAPACARI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,77,0,77,77
TARABUCO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,82,0,82,82
TARACO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,34,0,34,34
TARATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,93,0,93,93
TARIJA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,312,0,312,312
TARVITA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,82,0,82,82
TIAWANACU,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,10,0,10,10
TINGUIPAYA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,2,0,2,2
TIPUANI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,10,0,10,10
TIQUIPAYA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,489,0,489,489
TIRAQUE (CBBA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,42,0,42,42
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,1,0,1,1
TOCO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,24,0,24,24
TOLATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,24,0,24,24
TOLEDO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,8,0,8,8
TOMAVE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,12,0,12,12
TOMINA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,95,0,95,95
TORO TORO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,49,0,49,49
TOTORA(CBBA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,38,0,38,38
TOTORA(ORR),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-07-01,0,3,0,3,3
