,group,variable,month,ACCIONES PREVENTIVAS DENTRO DEL ESTABLECIMIENTO CANTIDAD,ACCIONES PREVENTIVAS DENTRO DEL ESTABLECIMIENTO CANTIDAD,TOTALES,TOTALES,TOTALES
COCAPATA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,24,31,24,31,55
COCHABAMBA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,3155,2528,3155,2528,5683
COIPASA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,2,1,2,1,3
COLCAPIRHUA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,65,93,65,93,158
"COLCHA ""K""",atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,21,25,21,25,46
COLLANA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,10,5,10,5,15
COLOMI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,61,134,61,134,195
COLPA BELGICA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,96,117,96,117,213
COLQUECHACA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,24,41,24,41,65
COLQUIRI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,20,14,20,14,34
COMARAPA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,43,40,43,40,83
CONCEPCION,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,12,10,12,10,22
COPACABANA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,3,2,3,2,5
CORIPATA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,86,104,86,104,190
CORO CORO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,6,11,6,11,17
CORQUE,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,38,36,38,36,74
COTAGAITA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,18,30,18,30,48
COTOCA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,13,44,13,44,57
CUATRO CAÑADAS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,44,60,44,60,104
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,1,4,1,4,5
CUEVO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,1,0,1,0,1
CULPINA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,3,2,3,2,5
CURAHUARA DE CARANGAS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,3,2,3,2,5
DESAGUADERO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,2,4,2,4,6
EL ALTO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,1421,1694,1421,1694,3115
EL CHORO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,16,24,16,24,40
EL PUENTE(TJA),atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,19,24,19,24,43
EL TORNO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,23,29,23,29,52
ENTRE RIOS TRJ,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,20,20,20,20,40
ENTRE RIOS CBBA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,8,13,8,13,21
ESCOMA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,1,3,1,3,4
EUCALIPTUS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,229,228,229,228,457
FERNANDEZ ALONSO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,14,22,14,22,36
GENERAL SAAVEDRA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,1,0,1,0,1
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,4,7,4,7,11
GUANAY,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,43,46,43,46,89
GUAQUI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,7,5,7,5,12
GUAYARAMERIN,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,135,135,135,135,270
GUTIERREZ,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,44,48,44,48,92
HUACARETA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,9,0,9,0,9
HUACAYA (VILLA DE HUACAYA),atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,2,3,2,3,5
HUANUNI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,27,32,27,32,59
HUARACAJE,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,16,24,16,24,40
HUAYLLAMARCA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,6,31,6,31,37
ICLA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,16,15,16,15,31
INCAHUASI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,0,9,0,9,9
INGAVI (HUMAITA),atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,8,12,8,12,20
INQUISIVI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,2,0,2,0,2
IRUPANA (VILLA DE LANZA),atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,16,15,16,15,31
JESUS DE MACHACA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,12,16,12,16,28
LA ASUNTA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,8,25,8,25,33
LA GUARDIA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,21,58,21,58,79
LA PAZ,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,3017,2291,3017,2291,5308
LAGUNILLAS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,5,7,5,7,12
LAJA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,77,98,77,98,175
LICOMA PAMPA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,80,43,80,43,123
LLALLAGUA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,74,64,74,64,138
LLICA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,6,6,6,6,12
LORETO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,2,3,2,3,5
LURIBAY,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,90,102,90,102,192
MACHACAMARCA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,2,6,2,6,8
MACHARETI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,23,27,23,27,50
MAGDALENA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,25,36,25,36,61
MAIRANA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,3,20,3,20,23
MALLA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,20,18,20,18,38
MAPIRI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,16,13,16,13,29
MECAPACA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,0,6,0,6,6
MIZQUE,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,22,73,22,73,95
MOCOMOCO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,13,3,13,3,16
MOJOCOYA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,2,4,2,4,6
MONTEAGUDO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,54,127,54,127,181
MONTERO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,489,796,489,796,1285
MORO MORO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,11,8,11,8,19
MOROCHATA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,21,12,21,12,33
OKINAWA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,2,1,2,1,3
OMEREQUE,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,33,34,33,34,67
ORURO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,770,924,770,924,1694
PADCAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,38,31,38,31,69
PADILLA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,21,20,21,20,41
PAILON,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,53,56,53,56,109
PALCA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,31,34,31,34,65
PALOS BLANCOS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,11,22,11,22,33
PAMPA AULLAGAS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,8,4,8,4,12
PAMPA GRANDE,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,20,27,20,27,47
PAPEL PAMPA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,1,1,1,1,2
PASORAPA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,6,0,6,0,6
PATACAMAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,58,127,58,127,185
PAZÑA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,0,4,0,4,4
PELECHUCO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,26,92,26,92,118
POCOATA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,7,11,7,11,18
POCONA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,137,155,137,155,292
POJO (CBBA),atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,26,13,26,13,39
POOPO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,43,107,43,107,150
PORCO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,16,32,16,32,48
POROMA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,16,78,16,78,94
PORTACHUELO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,12,13,12,13,25
PORVENIR,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,59,132,59,132,191
POSTRER VALLE,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,60,76,60,76,136
POTOSI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,217,288,217,288,505
PUCARA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,1,0,1,0,1
PUCARANI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,66,66,66,66,132
PUERTO ACOSTA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,17,27,17,27,44
PUERTO CARABUCO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,105,88,105,88,193
PUERTO GONZALO MORENO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,0,1,0,1,1
PUERTO PEREZ,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,1,3,1,3,4
PUERTO QUIJARRO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,11,9,11,9,20
PUERTO RICO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,10,14,10,14,24
PUERTO SUAREZ,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,18,30,18,30,48
PUERTO VILLARROEL,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,79,80,79,80,159
PUNA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,20,17,20,17,37
PUNATA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,67,36,67,36,103
QUIABAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,15,10,15,10,25
QUILLACOLLO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,1510,1984,1510,1984,3494
QUIME,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,54,24,54,24,78
QUIRUSILLAS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,3,11,3,11,14
RAVELO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,11,15,11,15,26
REYES,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,15,95,15,95,110
RIBERALTA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,67,273,67,273,340
RURRENABAQUE,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,22,43,22,43,65
SABAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,1,1,1,1,2
SACABA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,820,1264,820,1264,2084
SACABAMBA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,7,8,7,8,15
SACACA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,5,18,5,18,23
SALINAS DE GARCI MENDOZA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,34,42,34,42,76
SAMAIPATA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,4,2,4,2,6
SAN AGUSTIN,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,0,1,0,1,1
SAN ANDRES,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,30,19,30,19,49
SAN ANDRES DE MACHACA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,22,33,22,33,55
SAN ANTONIO DE LOMERIO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,3,14,3,14,17
SAN BENITO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,33,62,33,62,95
SAN BORJA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,45,51,45,51,96
SAN BUENA VENTURA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,5,5,5,5,10
SAN CARLOS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,14,35,14,35,49
SAN IGNACIO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,14,33,14,33,47
SAN IGNACIO DE VELASCO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,129,154,129,154,283
SAN JAVIER(STC),atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,400,534,400,534,934
SAN JOAQUIN,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,85,91,85,91,176
SAN JOSE DE CHIQUITOS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,3,7,3,7,10
SAN JUAN DE YAPACANI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,2,4,2,4,6
SAN JULIAN,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,10,19,10,19,29
SAN LORENZO(PND),atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,10,8,10,8,18
SAN LORENZO(TJA),atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,21,38,21,38,59
SAN LUCAS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,12,8,12,8,20
SAN MATIAS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,0,7,0,7,7
SAN MIGUEL DE VELASCO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,5,9,5,9,14
SAN PEDRO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,3,5,3,5,8
SAN PEDRO DE BUENA VISTA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,24,16,24,16,40
SAN PEDRO DE CURAHUARA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,1,1,1,1,2
SAN PEDRO DE TIQUINA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,2,5,2,5,7
SAN RAFAEL,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,7,28,7,28,35
SAN RAMON BENI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,6,2,6,2,8
SAN RAMON SCZ,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,3,7,3,7,10
SANTA ANA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,64,177,64,177,241
SANTA CRUZ DE LA SIERRA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,1752,2357,1752,2357,4109
SANTA ROSA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,7,6,7,6,13
SANTA ROSA DEL SARA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,130,155,130,155,285
SANTIAGO DE CALLAPA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,4,2,4,2,6
SANTIAGO DE HUARI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,65,87,65,87,152
SANTIAGO DE HUATA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,4,3,4,3,7
SANTIAGO DE MACHACA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,20,30,20,30,50
SANTIVAÑES,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,0,1,0,1,1
SANTUARIO DE QUILLACAS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,54,64,54,64,118
SAPAHAQUI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,3,1,3,1,4
SENA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,12,24,12,24,36
SHINAOTA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,80,205,80,205,285
SICA SICA (VILLA AROMA),atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,10,6,10,6,16
SICAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,29,17,29,17,46
SIPE SIPE,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,31,93,31,93,124
SOPACHUY,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,117,128,117,128,245
SORACACHI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,0,2,0,2,2
SORATA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,13,17,13,17,30
SUCRE,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,629,803,629,803,1432
TACACOMA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,8,10,8,10,18
TACOPAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,1,1,1,1,2
TAHUA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,5,2,5,2,7
TAPACARI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,61,104,61,104,165
TARABUCO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,34,44,34,44,78
TARACO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,7,14,7,14,21
TARATA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,39,38,39,38,77
TARIJA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,756,889,756,889,1645
TARVITA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,47,76,47,76,123
TEOPONTE,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,2,7,2,7,9
TIAWANACU,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,20,30,20,30,50
TINGUIPAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,1,8,1,8,9
TIPUANI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,26,32,26,32,58
TIQUIPAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,654,671,654,671,1325
TIRAQUE (CBBA),atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,20,25,20,25,45
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,0,4,0,4,4
TOCO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,5,12,5,12,17
TOLATA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,8,7,8,7,15
TOLEDO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,37,34,37,34,71
TOMAVE,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,0,2,0,2,2
TOMINA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,12,15,12,15,27
TORO TORO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,25,46,25,46,71
TOTORA(CBBA),atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,3,16,3,16,19
TRIGAL,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,3,13,3,13,16
TRINIDAD,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,201,172,201,172,373
TUPIZA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,210,169,210,169,379
TURCO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,0,1,0,1,1
UNCIA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,23,0,23,0,23
URIONDO (A. CONCEPCION),atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,54,87,54,87,141
URUBICHA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,0,18,0,18,18
UYUNI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,2,5,2,5,7
VACAS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,4,8,4,8,12
VALLEGRANDE,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,70,64,70,64,134
VIACHA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,230,214,230,214,444
VILA VILA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,5,17,5,17,22
VILLA CHARCAS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,1,0,1,0,1
VILLA MONTES,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,96,135,96,135,231
VILLA NUEVA (LOMA ALTA),atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,17,37,17,37,54
VILLA RIVERO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,15,54,15,54,69
VILLA SERRANO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,7,7,7,7,14
VILLA TUNARI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,192,412,192,412,604
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,27,47,27,47,74
VILLAZON,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,75,90,75,90,165
VINTO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,75,97,75,97,172
VITICHI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,5,7,5,7,12
WALDO BALLIVIAN,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,8,9,8,9,17
WARNES,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,29,53,29,53,82
YACUIBA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,105,132,105,132,237
YAMPARAEZ,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,56,8,56,8,64
YANACACHI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,0,5,0,5,5
YAPACANI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,45,62,45,62,107
YOCALLA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,12,10,12,10,22
YOTALA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,51,52,51,52,103
YUNCHARA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-06-01,7,10,7,10,17
ACACIO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,7,8,7,8,15
ACHACACHI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,77,73,77,73,150
ACHOCALLA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,7,15,7,15,22
AIQUILE,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,22,12,22,12,34
ALCALA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,18,21,18,21,39
ALTO BENI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,10,8,10,8,18
ANCORAIMES,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,6,5,6,5,11
ANDAMARCA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,12,13,12,13,25
ANTEQUERA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,11,23,11,23,34
ANZALDO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,29,46,29,46,75
APOLO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,7,24,7,24,31
ARAMPAMPA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,0,6,0,6,6
ARANI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,15,21,15,21,36
ARBIETO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,36,77,36,77,113
ARQUE,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,4,4,4,4,8
ASCENCION DE GUARAYOS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,1,4,1,4,5
ATOCHA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,22,18,22,18,40
AYATA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,4,5,4,5,9
AYO AYO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,9,6,9,6,15
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,91,262,91,262,353
AZURDUY,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,9,7,9,7,16
BATALLAS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,11,12,11,12,23
BAURES,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,30,32,30,32,62
BELEN DE URMIRI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,0,2,0,2,2
BELLA FLOR,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,1,6,1,6,7
BERMEJO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,121,170,121,170,291
BETANZOS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,7,15,7,15,22
BOLIVAR,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,6,7,6,7,13
BOLPEBRA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,2,18,2,18,20
BOYUIBE,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,3,3,3,3,6
CABEZAS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,28,30,28,30,58
CAIROMA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,0,6,0,6,6
"CAIZA ""D""",atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,5,2,5,2,7
CAJUATA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,18,12,18,12,30
CALACOTO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,12,17,12,17,29
CALAMARCA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,42,42,42,42,84
CAMARGO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,27,27,27,27,54
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,7,6,7,6,13
CAMIRI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,31,25,31,25,56
CAPINOTA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,201,262,201,262,463
CAQUIAVIRI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,2,0,2,0,2
CARACOLLO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,16,19,16,19,35
CARANAVI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,83,99,83,99,182
CARAPARI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-07-01,8,10,8,10,18
