,group,variable,month,CIRUGIA BUCAL MENOR CANTIDAD,CIRUGIA BUCAL MENOR CANTIDAD,TOTALES,TOTALES,TOTALES
PUERTO PEREZ,atencion odontologica,cirugia bucal menor,2011-07-01,11,22,11,22,33
PUERTO RICO,atencion odontologica,cirugia bucal menor,2011-07-01,32,44,32,44,76
PUERTO SUAREZ,atencion odontologica,cirugia bucal menor,2011-07-01,19,33,19,33,52
PUERTO VILLARROEL,atencion odontologica,cirugia bucal menor,2011-07-01,19,47,19,47,66
PUNA,atencion odontologica,cirugia bucal menor,2011-07-01,24,50,24,50,74
PUNATA,atencion odontologica,cirugia bucal menor,2011-07-01,27,38,27,38,65
QUIABAYA,atencion odontologica,cirugia bucal menor,2011-07-01,20,17,20,17,37
QUILLACOLLO,atencion odontologica,cirugia bucal menor,2011-07-01,24,98,24,98,122
QUIME,atencion odontologica,cirugia bucal menor,2011-07-01,35,67,35,67,102
QUIRUSILLAS,atencion odontologica,cirugia bucal menor,2011-07-01,2,3,2,3,5
RAVELO,atencion odontologica,cirugia bucal menor,2011-07-01,14,50,14,50,64
REYES,atencion odontologica,cirugia bucal menor,2011-07-01,39,59,39,59,98
RIBERALTA,atencion odontologica,cirugia bucal menor,2011-07-01,105,196,105,196,301
ROBORE,atencion odontologica,cirugia bucal menor,2011-07-01,26,18,26,18,44
RURRENABAQUE,atencion odontologica,cirugia bucal menor,2011-07-01,29,28,29,28,57
SABAYA,atencion odontologica,cirugia bucal menor,2011-07-01,7,12,7,12,19
SACABA,atencion odontologica,cirugia bucal menor,2011-07-01,294,351,294,351,645
SACABAMBA,atencion odontologica,cirugia bucal menor,2011-07-01,2,3,2,3,5
SACACA,atencion odontologica,cirugia bucal menor,2011-07-01,15,30,15,30,45
SAIPINA,atencion odontologica,cirugia bucal menor,2011-07-01,17,25,17,25,42
SALINAS DE GARCI MENDOZA,atencion odontologica,cirugia bucal menor,2011-07-01,23,19,23,19,42
SAMAIPATA,atencion odontologica,cirugia bucal menor,2011-07-01,11,26,11,26,37
SAN AGUSTIN,atencion odontologica,cirugia bucal menor,2011-07-01,3,2,3,2,5
SAN ANDRES,atencion odontologica,cirugia bucal menor,2011-07-01,10,26,10,26,36
SAN ANDRES DE MACHACA,atencion odontologica,cirugia bucal menor,2011-07-01,64,72,64,72,136
SAN ANTONIO DE LOMERIO,atencion odontologica,cirugia bucal menor,2011-07-01,13,23,13,23,36
SAN BENITO,atencion odontologica,cirugia bucal menor,2011-07-01,12,24,12,24,36
SAN BORJA,atencion odontologica,cirugia bucal menor,2011-07-01,55,59,55,59,114
SAN BUENA VENTURA,atencion odontologica,cirugia bucal menor,2011-07-01,0,6,0,6,6
SAN CARLOS,atencion odontologica,cirugia bucal menor,2011-07-01,12,17,12,17,29
SAN IGNACIO,atencion odontologica,cirugia bucal menor,2011-07-01,114,130,114,130,244
SAN IGNACIO DE VELASCO,atencion odontologica,cirugia bucal menor,2011-07-01,2,0,2,0,2
SAN JAVIER(BNI),atencion odontologica,cirugia bucal menor,2011-07-01,5,8,5,8,13
SAN JAVIER(STC),atencion odontologica,cirugia bucal menor,2011-07-01,7,7,7,7,14
SAN JOSE DE CHIQUITOS,atencion odontologica,cirugia bucal menor,2011-07-01,15,46,15,46,61
SAN JUAN DE YAPACANI,atencion odontologica,cirugia bucal menor,2011-07-01,5,25,5,25,30
SAN JULIAN,atencion odontologica,cirugia bucal menor,2011-07-01,9,33,9,33,42
SAN LORENZO(PND),atencion odontologica,cirugia bucal menor,2011-07-01,6,7,6,7,13
SAN LORENZO(TJA),atencion odontologica,cirugia bucal menor,2011-07-01,59,191,59,191,250
SAN LUCAS,atencion odontologica,cirugia bucal menor,2011-07-01,58,126,58,126,184
SAN MATIAS,atencion odontologica,cirugia bucal menor,2011-07-01,31,27,31,27,58
SAN MIGUEL DE VELASCO,atencion odontologica,cirugia bucal menor,2011-07-01,21,48,21,48,69
SAN PEDRO,atencion odontologica,cirugia bucal menor,2011-07-01,20,30,20,30,50
SAN PEDRO DE BUENA VISTA,atencion odontologica,cirugia bucal menor,2011-07-01,1,11,1,11,12
SAN PEDRO DE CURAHUARA,atencion odontologica,cirugia bucal menor,2011-07-01,7,6,7,6,13
SAN PEDRO DE TIQUINA,atencion odontologica,cirugia bucal menor,2011-07-01,27,42,27,42,69
SAN RAFAEL,atencion odontologica,cirugia bucal menor,2011-07-01,6,14,6,14,20
SAN RAMON BENI,atencion odontologica,cirugia bucal menor,2011-07-01,10,17,10,17,27
SAN RAMON SCZ,atencion odontologica,cirugia bucal menor,2011-07-01,4,6,4,6,10
SANTA ANA,atencion odontologica,cirugia bucal menor,2011-07-01,28,41,28,41,69
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucal menor,2011-07-01,334,656,334,656,990
SANTA ROSA,atencion odontologica,cirugia bucal menor,2011-07-01,7,17,7,17,24
SANTA ROSA DEL SARA,atencion odontologica,cirugia bucal menor,2011-07-01,26,68,26,68,94
SANTIAGO DE CALLAPA,atencion odontologica,cirugia bucal menor,2011-07-01,6,9,6,9,15
SANTIAGO DE HUARI,atencion odontologica,cirugia bucal menor,2011-07-01,65,82,65,82,147
SANTIAGO DE HUATA,atencion odontologica,cirugia bucal menor,2011-07-01,25,17,25,17,42
SANTIAGO DE MACHACA,atencion odontologica,cirugia bucal menor,2011-07-01,61,96,61,96,157
SANTIVAÑES,atencion odontologica,cirugia bucal menor,2011-07-01,9,16,9,16,25
SANTUARIO DE QUILLACAS,atencion odontologica,cirugia bucal menor,2011-07-01,12,14,12,14,26
SAPAHAQUI,atencion odontologica,cirugia bucal menor,2011-07-01,7,21,7,21,28
SENA,atencion odontologica,cirugia bucal menor,2011-07-01,0,14,0,14,14
SHINAOTA,atencion odontologica,cirugia bucal menor,2011-07-01,15,23,15,23,38
SICA SICA (VILLA AROMA),atencion odontologica,cirugia bucal menor,2011-07-01,35,44,35,44,79
SICAYA,atencion odontologica,cirugia bucal menor,2011-07-01,0,2,0,2,2
SIPE SIPE,atencion odontologica,cirugia bucal menor,2011-07-01,33,64,33,64,97
SOPACHUY,atencion odontologica,cirugia bucal menor,2011-07-01,22,26,22,26,48
SORACACHI,atencion odontologica,cirugia bucal menor,2011-07-01,10,19,10,19,29
SORATA,atencion odontologica,cirugia bucal menor,2011-07-01,31,28,31,28,59
SUCRE,atencion odontologica,cirugia bucal menor,2011-07-01,467,785,467,785,1252
TACACOMA,atencion odontologica,cirugia bucal menor,2011-07-01,14,26,14,26,40
TACOPAYA,atencion odontologica,cirugia bucal menor,2011-07-01,2,6,2,6,8
TAHUA,atencion odontologica,cirugia bucal menor,2011-07-01,6,1,6,1,7
TAPACARI,atencion odontologica,cirugia bucal menor,2011-07-01,30,65,30,65,95
TARABUCO,atencion odontologica,cirugia bucal menor,2011-07-01,59,55,59,55,114
TARACO,atencion odontologica,cirugia bucal menor,2011-07-01,20,19,20,19,39
TARATA,atencion odontologica,cirugia bucal menor,2011-07-01,15,9,15,9,24
TARIJA,atencion odontologica,cirugia bucal menor,2011-07-01,485,885,485,885,1370
TARVITA,atencion odontologica,cirugia bucal menor,2011-07-01,28,72,28,72,100
TIAWANACU,atencion odontologica,cirugia bucal menor,2011-07-01,48,60,48,60,108
TINGUIPAYA,atencion odontologica,cirugia bucal menor,2011-07-01,2,7,2,7,9
TIPUANI,atencion odontologica,cirugia bucal menor,2011-07-01,4,14,4,14,18
TIQUIPAYA,atencion odontologica,cirugia bucal menor,2011-07-01,64,138,64,138,202
TIRAQUE (CBBA),atencion odontologica,cirugia bucal menor,2011-07-01,11,15,11,15,26
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,cirugia bucal menor,2011-07-01,7,18,7,18,25
TOCO,atencion odontologica,cirugia bucal menor,2011-07-01,8,10,8,10,18
TOLATA,atencion odontologica,cirugia bucal menor,2011-07-01,9,5,9,5,14
TOLEDO,atencion odontologica,cirugia bucal menor,2011-07-01,13,16,13,16,29
TOMAVE,atencion odontologica,cirugia bucal menor,2011-07-01,25,58,25,58,83
TOMINA,atencion odontologica,cirugia bucal menor,2011-07-01,35,52,35,52,87
TORO TORO,atencion odontologica,cirugia bucal menor,2011-07-01,16,19,16,19,35
TOTORA(CBBA),atencion odontologica,cirugia bucal menor,2011-07-01,31,44,31,44,75
TOTORA(ORR),atencion odontologica,cirugia bucal menor,2011-07-01,1,3,1,3,4
TRIGAL,atencion odontologica,cirugia bucal menor,2011-07-01,3,20,3,20,23
TRINIDAD,atencion odontologica,cirugia bucal menor,2011-07-01,122,176,122,176,298
TUPIZA,atencion odontologica,cirugia bucal menor,2011-07-01,60,118,60,118,178
TURCO,atencion odontologica,cirugia bucal menor,2011-07-01,12,13,12,13,25
UMALA,atencion odontologica,cirugia bucal menor,2011-07-01,14,6,14,6,20
UNCIA,atencion odontologica,cirugia bucal menor,2011-07-01,49,11,49,11,60
URIONDO (A. CONCEPCION),atencion odontologica,cirugia bucal menor,2011-07-01,62,124,62,124,186
URUBICHA,atencion odontologica,cirugia bucal menor,2011-07-01,7,29,7,29,36
UYUNI,atencion odontologica,cirugia bucal menor,2011-07-01,25,49,25,49,74
VACAS,atencion odontologica,cirugia bucal menor,2011-07-01,15,31,15,31,46
VALLEGRANDE,atencion odontologica,cirugia bucal menor,2011-07-01,16,44,16,44,60
VIACHA,atencion odontologica,cirugia bucal menor,2011-07-01,11,37,11,37,48
VILA VILA,atencion odontologica,cirugia bucal menor,2011-07-01,0,1,0,1,1
VILLA CHARCAS,atencion odontologica,cirugia bucal menor,2011-07-01,17,21,17,21,38
VILLA MONTES,atencion odontologica,cirugia bucal menor,2011-07-01,182,331,182,331,513
VILLA NUEVA (LOMA ALTA),atencion odontologica,cirugia bucal menor,2011-07-01,4,8,4,8,12
VILLA RIVERO,atencion odontologica,cirugia bucal menor,2011-07-01,8,8,8,8,16
VILLA SERRANO,atencion odontologica,cirugia bucal menor,2011-07-01,26,41,26,41,67
VILLA TUNARI,atencion odontologica,cirugia bucal menor,2011-07-01,85,155,85,155,240
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,cirugia bucal menor,2011-07-01,4,30,4,30,34
VILLAZON,atencion odontologica,cirugia bucal menor,2011-07-01,46,96,46,96,142
VINTO,atencion odontologica,cirugia bucal menor,2011-07-01,12,28,12,28,40
VITICHI,atencion odontologica,cirugia bucal menor,2011-07-01,10,58,10,58,68
WARNES,atencion odontologica,cirugia bucal menor,2011-07-01,40,71,40,71,111
YACO,atencion odontologica,cirugia bucal menor,2011-07-01,9,19,9,19,28
YACUIBA,atencion odontologica,cirugia bucal menor,2011-07-01,116,194,116,194,310
YAMPARAEZ,atencion odontologica,cirugia bucal menor,2011-07-01,13,37,13,37,50
YANACACHI,atencion odontologica,cirugia bucal menor,2011-07-01,9,21,9,21,30
YAPACANI,atencion odontologica,cirugia bucal menor,2011-07-01,36,79,36,79,115
YOCALLA,atencion odontologica,cirugia bucal menor,2011-07-01,1,10,1,10,11
YUNCHARA,atencion odontologica,cirugia bucal menor,2011-07-01,32,65,32,65,97
ZUDAÑEZ,atencion odontologica,cirugia bucal menor,2011-07-01,13,28,13,28,41
ACACIO,atencion odontologica,cirugia bucal menor,2011-08-01,10,9,10,9,19
ACHACACHI,atencion odontologica,cirugia bucal menor,2011-08-01,120,100,120,100,220
ACHOCALLA,atencion odontologica,cirugia bucal menor,2011-08-01,22,32,22,32,54
AIQUILE,atencion odontologica,cirugia bucal menor,2011-08-01,4,7,4,7,11
ALCALA,atencion odontologica,cirugia bucal menor,2011-08-01,16,70,16,70,86
ALTO BENI,atencion odontologica,cirugia bucal menor,2011-08-01,18,33,18,33,51
ANCORAIMES,atencion odontologica,cirugia bucal menor,2011-08-01,28,41,28,41,69
ANDAMARCA,atencion odontologica,cirugia bucal menor,2011-08-01,9,21,9,21,30
ANTEQUERA,atencion odontologica,cirugia bucal menor,2011-08-01,15,15,15,15,30
ANZALDO,atencion odontologica,cirugia bucal menor,2011-08-01,13,15,13,15,28
APOLO,atencion odontologica,cirugia bucal menor,2011-08-01,16,37,16,37,53
ARAMPAMPA,atencion odontologica,cirugia bucal menor,2011-08-01,2,3,2,3,5
ARANI,atencion odontologica,cirugia bucal menor,2011-08-01,15,9,15,9,24
ARBIETO,atencion odontologica,cirugia bucal menor,2011-08-01,1,2,1,2,3
ARQUE,atencion odontologica,cirugia bucal menor,2011-08-01,16,19,16,19,35
ASCENCION DE GUARAYOS,atencion odontologica,cirugia bucal menor,2011-08-01,17,36,17,36,53
ATOCHA,atencion odontologica,cirugia bucal menor,2011-08-01,58,62,58,62,120
AYATA,atencion odontologica,cirugia bucal menor,2011-08-01,21,43,21,43,64
AYO AYO,atencion odontologica,cirugia bucal menor,2011-08-01,19,13,19,13,32
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,cirugia bucal menor,2011-08-01,17,57,17,57,74
AZURDUY,atencion odontologica,cirugia bucal menor,2011-08-01,10,18,10,18,28
BATALLAS,atencion odontologica,cirugia bucal menor,2011-08-01,19,73,19,73,92
BAURES,atencion odontologica,cirugia bucal menor,2011-08-01,14,9,14,9,23
BELEN DE ANDAMARCA,atencion odontologica,cirugia bucal menor,2011-08-01,1,1,1,1,2
BELEN DE URMIRI,atencion odontologica,cirugia bucal menor,2011-08-01,18,12,18,12,30
BELLA FLOR,atencion odontologica,cirugia bucal menor,2011-08-01,5,9,5,9,14
BERMEJO,atencion odontologica,cirugia bucal menor,2011-08-01,74,148,74,148,222
BETANZOS,atencion odontologica,cirugia bucal menor,2011-08-01,13,31,13,31,44
BOLIVAR,atencion odontologica,cirugia bucal menor,2011-08-01,11,16,11,16,27
BOLPEBRA,atencion odontologica,cirugia bucal menor,2011-08-01,5,6,5,6,11
BOYUIBE,atencion odontologica,cirugia bucal menor,2011-08-01,7,44,7,44,51
BUENA VISTA,atencion odontologica,cirugia bucal menor,2011-08-01,3,10,3,10,13
CABEZAS,atencion odontologica,cirugia bucal menor,2011-08-01,32,62,32,62,94
CAIROMA,atencion odontologica,cirugia bucal menor,2011-08-01,22,33,22,33,55
"CAIZA ""D""",atencion odontologica,cirugia bucal menor,2011-08-01,7,15,7,15,22
CAJUATA,atencion odontologica,cirugia bucal menor,2011-08-01,22,16,22,16,38
CALACOTO,atencion odontologica,cirugia bucal menor,2011-08-01,33,53,33,53,86
CALAMARCA,atencion odontologica,cirugia bucal menor,2011-08-01,29,58,29,58,87
CAMARGO,atencion odontologica,cirugia bucal menor,2011-08-01,66,52,66,52,118
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,cirugia bucal menor,2011-08-01,12,7,12,7,19
CAMIRI,atencion odontologica,cirugia bucal menor,2011-08-01,55,128,55,128,183
CAPINOTA,atencion odontologica,cirugia bucal menor,2011-08-01,3,2,3,2,5
CAQUIAVIRI,atencion odontologica,cirugia bucal menor,2011-08-01,18,42,18,42,60
CARACOLLO,atencion odontologica,cirugia bucal menor,2011-08-01,33,55,33,55,88
CARANAVI,atencion odontologica,cirugia bucal menor,2011-08-01,87,81,87,81,168
CARAPARI,atencion odontologica,cirugia bucal menor,2011-08-01,127,174,127,174,301
CARIPUYO,atencion odontologica,cirugia bucal menor,2011-08-01,8,15,8,15,23
CARMEN RIVERO TORREZ,atencion odontologica,cirugia bucal menor,2011-08-01,64,72,64,72,136
CATACORA,atencion odontologica,cirugia bucal menor,2011-08-01,11,16,11,16,27
CHACARILLA,atencion odontologica,cirugia bucal menor,2011-08-01,4,11,4,11,15
CHALLAPATA,atencion odontologica,cirugia bucal menor,2011-08-01,76,127,76,127,203
CHAQUI,atencion odontologica,cirugia bucal menor,2011-08-01,15,11,15,11,26
CHARAGUA,atencion odontologica,cirugia bucal menor,2011-08-01,53,95,53,95,148
CHARAÑA,atencion odontologica,cirugia bucal menor,2011-08-01,20,57,20,57,77
CHAYANTA,atencion odontologica,cirugia bucal menor,2011-08-01,5,15,5,15,20
CHIMORE,atencion odontologica,cirugia bucal menor,2011-08-01,20,53,20,53,73
CHIPAYA,atencion odontologica,cirugia bucal menor,2011-08-01,9,9,9,9,18
CHOQUE COTA,atencion odontologica,cirugia bucal menor,2011-08-01,13,3,13,3,16
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,cirugia bucal menor,2011-08-01,24,24,24,24,48
CHUMA,atencion odontologica,cirugia bucal menor,2011-08-01,48,55,48,55,103
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,cirugia bucal menor,2011-08-01,4,9,4,9,13
CKOCHAS,atencion odontologica,cirugia bucal menor,2011-08-01,5,25,5,25,30
CLIZA,atencion odontologica,cirugia bucal menor,2011-08-01,14,22,14,22,36
COBIJA,atencion odontologica,cirugia bucal menor,2011-08-01,53,105,53,105,158
COCAPATA,atencion odontologica,cirugia bucal menor,2011-08-01,33,39,33,39,72
COCHABAMBA,atencion odontologica,cirugia bucal menor,2011-08-01,294,469,294,469,763
COIPASA,atencion odontologica,cirugia bucal menor,2011-08-01,3,2,3,2,5
COLCAPIRHUA,atencion odontologica,cirugia bucal menor,2011-08-01,104,126,104,126,230
"COLCHA ""K""",atencion odontologica,cirugia bucal menor,2011-08-01,17,27,17,27,44
COLLANA,atencion odontologica,cirugia bucal menor,2011-08-01,8,14,8,14,22
COLOMI,atencion odontologica,cirugia bucal menor,2011-08-01,11,16,11,16,27
COLPA BELGICA,atencion odontologica,cirugia bucal menor,2011-08-01,10,23,10,23,33
COLQUECHACA,atencion odontologica,cirugia bucal menor,2011-08-01,28,44,28,44,72
COLQUIRI,atencion odontologica,cirugia bucal menor,2011-08-01,42,58,42,58,100
COMANCHE,atencion odontologica,cirugia bucal menor,2011-08-01,13,22,13,22,35
COMARAPA,atencion odontologica,cirugia bucal menor,2011-08-01,28,55,28,55,83
COMBAYA,atencion odontologica,cirugia bucal menor,2011-08-01,1,4,1,4,5
CONCEPCION,atencion odontologica,cirugia bucal menor,2011-08-01,62,106,62,106,168
COPACABANA,atencion odontologica,cirugia bucal menor,2011-08-01,51,85,51,85,136
CORIPATA,atencion odontologica,cirugia bucal menor,2011-08-01,41,53,41,53,94
CORO CORO,atencion odontologica,cirugia bucal menor,2011-08-01,28,25,28,25,53
COROICO,atencion odontologica,cirugia bucal menor,2011-08-01,41,55,41,55,96
CORQUE,atencion odontologica,cirugia bucal menor,2011-08-01,6,13,6,13,19
COTAGAITA,atencion odontologica,cirugia bucal menor,2011-08-01,58,70,58,70,128
COTOCA,atencion odontologica,cirugia bucal menor,2011-08-01,24,39,24,39,63
CUATRO CAÑADAS,atencion odontologica,cirugia bucal menor,2011-08-01,10,36,10,36,46
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,cirugia bucal menor,2011-08-01,0,10,0,10,10
CUEVO,atencion odontologica,cirugia bucal menor,2011-08-01,9,9,9,9,18
CULPINA,atencion odontologica,cirugia bucal menor,2011-08-01,23,39,23,39,62
CURAHUARA DE CARANGAS,atencion odontologica,cirugia bucal menor,2011-08-01,20,37,20,37,57
CURVA,atencion odontologica,cirugia bucal menor,2011-08-01,3,5,3,5,8
DESAGUADERO,atencion odontologica,cirugia bucal menor,2011-08-01,16,20,16,20,36
EL ALTO,atencion odontologica,cirugia bucal menor,2011-08-01,1044,1600,1044,1600,2644
EL CHORO,atencion odontologica,cirugia bucal menor,2011-08-01,1,6,1,6,7
EL PUENTE(STC),atencion odontologica,cirugia bucal menor,2011-08-01,13,17,13,17,30
EL PUENTE(TJA),atencion odontologica,cirugia bucal menor,2011-08-01,33,107,33,107,140
EL TORNO,atencion odontologica,cirugia bucal menor,2011-08-01,45,82,45,82,127
EL VILLAR,atencion odontologica,cirugia bucal menor,2011-08-01,4,13,4,13,17
ENTRE RIOS TRJ,atencion odontologica,cirugia bucal menor,2011-08-01,64,119,64,119,183
ENTRE RIOS CBBA,atencion odontologica,cirugia bucal menor,2011-08-01,4,15,4,15,19
ESCOMA,atencion odontologica,cirugia bucal menor,2011-08-01,9,7,9,7,16
EUCALIPTUS,atencion odontologica,cirugia bucal menor,2011-08-01,12,23,12,23,35
FERNANDEZ ALONSO,atencion odontologica,cirugia bucal menor,2011-08-01,24,30,24,30,54
FILADELFIA,atencion odontologica,cirugia bucal menor,2011-08-01,42,56,42,56,98
GENERAL SAAVEDRA,atencion odontologica,cirugia bucal menor,2011-08-01,9,45,9,45,54
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,cirugia bucal menor,2011-08-01,23,46,23,46,69
GUANAY,atencion odontologica,cirugia bucal menor,2011-08-01,14,21,14,21,35
GUAQUI,atencion odontologica,cirugia bucal menor,2011-08-01,27,51,27,51,78
GUAYARAMERIN,atencion odontologica,cirugia bucal menor,2011-08-01,13,15,13,15,28
GUTIERREZ,atencion odontologica,cirugia bucal menor,2011-08-01,31,134,31,134,165
HUACARETA,atencion odontologica,cirugia bucal menor,2011-08-01,21,62,21,62,83
HUACAYA (VILLA DE HUACAYA),atencion odontologica,cirugia bucal menor,2011-08-01,11,16,11,16,27
HUACHACALLA,atencion odontologica,cirugia bucal menor,2011-08-01,3,10,3,10,13
HUANUNI,atencion odontologica,cirugia bucal menor,2011-08-01,45,35,45,35,80
HUARACAJE,atencion odontologica,cirugia bucal menor,2011-08-01,1,8,1,8,9
HUARINA,atencion odontologica,cirugia bucal menor,2011-08-01,4,7,4,7,11
HUAYLLAMARCA,atencion odontologica,cirugia bucal menor,2011-08-01,16,29,16,29,45
HUMANATA,atencion odontologica,cirugia bucal menor,2011-08-01,12,23,12,23,35
ICLA,atencion odontologica,cirugia bucal menor,2011-08-01,25,33,25,33,58
INCAHUASI,atencion odontologica,cirugia bucal menor,2011-08-01,22,69,22,69,91
INGAVI (HUMAITA),atencion odontologica,cirugia bucal menor,2011-08-01,8,22,8,22,30
INQUISIVI,atencion odontologica,cirugia bucal menor,2011-08-01,38,68,38,68,106
IRUPANA (VILLA DE LANZA),atencion odontologica,cirugia bucal menor,2011-08-01,54,102,54,102,156
IXIAMAS,atencion odontologica,cirugia bucal menor,2011-08-01,22,60,22,60,82
JESUS DE MACHACA,atencion odontologica,cirugia bucal menor,2011-08-01,35,90,35,90,125
LA ASUNTA,atencion odontologica,cirugia bucal menor,2011-08-01,29,51,29,51,80
LA GUARDIA,atencion odontologica,cirugia bucal menor,2011-08-01,17,71,17,71,88
LA PAZ,atencion odontologica,cirugia bucal menor,2011-08-01,828,1013,828,1013,1841
LA RIVERA,atencion odontologica,cirugia bucal menor,2011-08-01,2,1,2,1,3
LAGUNILLAS,atencion odontologica,cirugia bucal menor,2011-08-01,6,11,6,11,17
LAJA,atencion odontologica,cirugia bucal menor,2011-08-01,14,30,14,30,44
LAS CARRERAS,atencion odontologica,cirugia bucal menor,2011-08-01,4,5,4,5,9
LLALLAGUA,atencion odontologica,cirugia bucal menor,2011-08-01,37,62,37,62,99
LLICA,atencion odontologica,cirugia bucal menor,2011-08-01,13,29,13,29,42
LORETO,atencion odontologica,cirugia bucal menor,2011-08-01,10,12,10,12,22
LURIBAY,atencion odontologica,cirugia bucal menor,2011-08-01,23,20,23,20,43
MACHACAMARCA,atencion odontologica,cirugia bucal menor,2011-08-01,11,9,11,9,20
MACHARETI,atencion odontologica,cirugia bucal menor,2011-08-01,16,36,16,36,52
MAGDALENA,atencion odontologica,cirugia bucal menor,2011-08-01,17,30,17,30,47
MAIRANA,atencion odontologica,cirugia bucal menor,2011-08-01,3,10,3,10,13
MALLA,atencion odontologica,cirugia bucal menor,2011-08-01,5,17,5,17,22
MAPIRI,atencion odontologica,cirugia bucal menor,2011-08-01,14,14,14,14,28
MECAPACA,atencion odontologica,cirugia bucal menor,2011-08-01,9,19,9,19,28
MINEROS,atencion odontologica,cirugia bucal menor,2011-08-01,10,19,10,19,29
MIZQUE,atencion odontologica,cirugia bucal menor,2011-08-01,9,43,9,43,52
MOCOMOCO,atencion odontologica,cirugia bucal menor,2011-08-01,50,65,50,65,115
MOJOCOYA,atencion odontologica,cirugia bucal menor,2011-08-01,23,21,23,21,44
MONTEAGUDO,atencion odontologica,cirugia bucal menor,2011-08-01,16,54,16,54,70
MONTERO,atencion odontologica,cirugia bucal menor,2011-08-01,50,107,50,107,157
MORO MORO,atencion odontologica,cirugia bucal menor,2011-08-01,6,5,6,5,11
MOROCHATA,atencion odontologica,cirugia bucal menor,2011-08-01,1,9,1,9,10
OCURI,atencion odontologica,cirugia bucal menor,2011-08-01,23,66,23,66,89
OKINAWA,atencion odontologica,cirugia bucal menor,2011-08-01,8,6,8,6,14
OMEREQUE,atencion odontologica,cirugia bucal menor,2011-08-01,4,17,4,17,21
ORURO,atencion odontologica,cirugia bucal menor,2011-08-01,478,665,478,665,1143
PADCAYA,atencion odontologica,cirugia bucal menor,2011-08-01,39,115,39,115,154
PADILLA,atencion odontologica,cirugia bucal menor,2011-08-01,11,30,11,30,41
PAILON,atencion odontologica,cirugia bucal menor,2011-08-01,36,62,36,62,98
PALCA,atencion odontologica,cirugia bucal menor,2011-08-01,13,25,13,25,38
PALOS BLANCOS,atencion odontologica,cirugia bucal menor,2011-08-01,23,43,23,43,66
PAMPA AULLAGAS,atencion odontologica,cirugia bucal menor,2011-08-01,3,14,3,14,17
PAMPA GRANDE,atencion odontologica,cirugia bucal menor,2011-08-01,3,6,3,6,9
PAPEL PAMPA,atencion odontologica,cirugia bucal menor,2011-08-01,11,11,11,11,22
PASORAPA,atencion odontologica,cirugia bucal menor,2011-08-01,7,9,7,9,16
PATACAMAYA,atencion odontologica,cirugia bucal menor,2011-08-01,22,52,22,52,74
PAZÑA,atencion odontologica,cirugia bucal menor,2011-08-01,9,11,9,11,20
PELECHUCO,atencion odontologica,cirugia bucal menor,2011-08-01,19,21,19,21,40
POCOATA,atencion odontologica,cirugia bucal menor,2011-08-01,23,43,23,43,66
POCONA,atencion odontologica,cirugia bucal menor,2011-08-01,27,65,27,65,92
POJO (CBBA),atencion odontologica,cirugia bucal menor,2011-08-01,3,9,3,9,12
POOPO,atencion odontologica,cirugia bucal menor,2011-08-01,39,42,39,42,81
PORCO,atencion odontologica,cirugia bucal menor,2011-08-01,3,14,3,14,17
POROMA,atencion odontologica,cirugia bucal menor,2011-08-01,3,8,3,8,11
PORTACHUELO,atencion odontologica,cirugia bucal menor,2011-08-01,19,53,19,53,72
PORVENIR,atencion odontologica,cirugia bucal menor,2011-08-01,30,39,30,39,69
POSTRER VALLE,atencion odontologica,cirugia bucal menor,2011-08-01,2,6,2,6,8
POTOSI,atencion odontologica,cirugia bucal menor,2011-08-01,119,275,119,275,394
PRESTO,atencion odontologica,cirugia bucal menor,2011-08-01,3,7,3,7,10
PUCARA,atencion odontologica,cirugia bucal menor,2011-08-01,8,12,8,12,20
PUCARANI,atencion odontologica,cirugia bucal menor,2011-08-01,103,121,103,121,224
PUERTO ACOSTA,atencion odontologica,cirugia bucal menor,2011-08-01,31,29,31,29,60
PUERTO CARABUCO,atencion odontologica,cirugia bucal menor,2011-08-01,32,51,32,51,83
PUERTO GONZALO MORENO,atencion odontologica,cirugia bucal menor,2011-08-01,11,9,11,9,20
PUERTO PEREZ,atencion odontologica,cirugia bucal menor,2011-08-01,15,23,15,23,38
PUERTO RICO,atencion odontologica,cirugia bucal menor,2011-08-01,46,38,46,38,84
PUERTO SUAREZ,atencion odontologica,cirugia bucal menor,2011-08-01,19,7,19,7,26
PUERTO VILLARROEL,atencion odontologica,cirugia bucal menor,2011-08-01,34,42,34,42,76
PUNA,atencion odontologica,cirugia bucal menor,2011-08-01,33,75,33,75,108
PUNATA,atencion odontologica,cirugia bucal menor,2011-08-01,20,58,20,58,78
QUIABAYA,atencion odontologica,cirugia bucal menor,2011-08-01,9,12,9,12,21
QUILLACOLLO,atencion odontologica,cirugia bucal menor,2011-08-01,48,86,48,86,134
