,group,variable,month,ACCIONES PREVENTIVAS FUERA DEL ESTABLECIMIENTO CANTIDAD,ACCIONES PREVENTIVAS FUERA DEL ESTABLECIMIENTO CANTIDAD,TOTALES,TOTALES,TOTALES
YACUIBA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-06-01,89,62,89,62,151
YAMPARAEZ,atencion odontologica,acciones preventivas fuera del establecimiento,2011-06-01,57,58,57,58,115
YOTALA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-06-01,157,150,157,150,307
YUNCHARA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-06-01,2,0,2,0,2
ZUDAÑEZ,atencion odontologica,acciones preventivas fuera del establecimiento,2011-06-01,6,12,6,12,18
ACACIO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,6,9,6,9,15
ACHACACHI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,18,29,18,29,47
AIQUILE,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,93,119,93,119,212
ALCALA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,33,37,33,37,70
ANDAMARCA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,4,4,4,4,8
ANTEQUERA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,5,10,5,10,15
ANZALDO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,15,17,15,17,32
ARANI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,18,29,18,29,47
ARBIETO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,13,7,13,7,20
ARQUE,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,121,113,121,113,234
ASCENCION DE GUARAYOS,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,6,16,6,16,22
ATOCHA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,10,33,10,33,43
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,144,104,144,104,248
BAURES,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,3,2,3,2,5
BELEN DE URMIRI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,8,0,8,0,8
BELLA FLOR,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,34,51,34,51,85
BETANZOS,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,19,24,19,24,43
BOLIVAR,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,2,4,2,4,6
BOLPEBRA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,65,205,65,205,270
BOYUIBE,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,12,17,12,17,29
CABEZAS,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,0,20,0,20,20
"CAIZA ""D""",atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,10,11,10,11,21
CALACOTO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,24,7,24,7,31
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,43,23,43,23,66
CAMIRI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,54,62,54,62,116
CAPINOTA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,4,16,4,16,20
CAQUIAVIRI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,20,15,20,15,35
CARACOLLO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,0,8,0,8,8
CARANAVI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,35,50,35,50,85
CARAPARI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,9,13,9,13,22
CHALLAPATA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,2,0,2,0,2
CHARAGUA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,6,10,6,10,16
CHIMORE,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,48,131,48,131,179
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,13,21,13,21,34
CHUMA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,7,8,7,8,15
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,7,22,7,22,29
CKOCHAS,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,0,1,0,1,1
CLIZA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,95,115,95,115,210
COBIJA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,34,36,34,36,70
COCAPATA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,7,9,7,9,16
COCHABAMBA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,2083,2093,2083,2093,4176
"COLCHA ""K""",atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,0,1,0,1,1
COLOMI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,0,16,0,16,16
COLPA BELGICA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,52,46,52,46,98
COLQUECHACA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,20,14,20,14,34
COMARAPA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,68,75,68,75,143
CORO CORO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,0,1,0,1,1
COTAGAITA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,2,1,2,1,3
CULPINA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,3,1,3,1,4
CURVA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,37,24,37,24,61
EL ALTO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,2,0,2,0,2
EL PUENTE(TJA),atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,2,0,2,0,2
EL TORNO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,43,51,43,51,94
EL VILLAR,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,10,9,10,9,19
ENTRE RIOS TRJ,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,4,0,4,0,4
ENTRE RIOS CBBA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,95,50,95,50,145
GUAYARAMERIN,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,0,52,0,52,52
GUTIERREZ,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,13,25,13,25,38
HUACAYA (VILLA DE HUACAYA),atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,15,20,15,20,35
HUARACAJE,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,6,8,6,8,14
ICLA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,192,213,192,213,405
INCAHUASI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,22,24,22,24,46
IRUPANA (VILLA DE LANZA),atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,0,13,0,13,13
JESUS DE MACHACA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,2,1,2,1,3
LA ASUNTA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,38,117,38,117,155
LA GUARDIA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,151,169,151,169,320
LA PAZ,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,18,32,18,32,50
LAGUNILLAS,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,0,2,0,2,2
LAS CARRERAS,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,5,6,5,6,11
LLICA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,2,11,2,11,13
LORETO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,1,1,1,1,2
MACHACAMARCA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,9,4,9,4,13
MACHARETI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,68,59,68,59,127
MAIRANA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,2,0,2,0,2
MINEROS,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,10,4,10,4,14
MIZQUE,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,9,37,9,37,46
MOCOMOCO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,0,2,0,2,2
MOJOCOYA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,0,1,0,1,1
MONTEAGUDO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,0,1,0,1,1
MONTERO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,208,186,208,186,394
MOROCHATA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,36,30,36,30,66
OCURI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,35,30,35,30,65
OKINAWA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,12,10,12,10,22
ORURO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,14,31,14,31,45
PADCAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,74,82,74,82,156
PAILON,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,97,128,97,128,225
PALCA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,21,33,21,33,54
PAMPA GRANDE,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,20,26,20,26,46
PASORAPA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,74,77,74,77,151
POCOATA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,18,16,18,16,34
POCONA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,55,28,55,28,83
POROMA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,22,35,22,35,57
POSTRER VALLE,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,0,1,0,1,1
POTOSI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,0,3,0,3,3
PRESTO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,55,42,55,42,97
PUCARA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,15,10,15,10,25
PUERTO PEREZ,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,2,0,2,0,2
PUERTO QUIJARRO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,36,36,36,36,72
PUERTO RICO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,48,48,48,48,96
PUERTO VILLARROEL,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,12,15,12,15,27
PUNATA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,109,59,109,59,168
QUILLACOLLO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,54,81,54,81,135
QUIME,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,6,0,6,0,6
REYES,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,46,64,46,64,110
RIBERALTA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,125,153,125,153,278
SAIPINA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,3,7,3,7,10
SAN ANDRES,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,1,1,1,1,2
SAN ANDRES DE MACHACA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,31,29,31,29,60
SAN BENITO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,117,146,117,146,263
SAN BORJA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,320,477,320,477,797
SAN BUENA VENTURA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,15,25,15,25,40
SAN IGNACIO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,130,156,130,156,286
SAN JAVIER(BNI),atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,80,75,80,75,155
SAN JOSE DE CHIQUITOS,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,0,22,0,22,22
SAN JUAN DE YAPACANI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,1,6,1,6,7
SAN JULIAN,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,11,15,11,15,26
SAN LORENZO(PND),atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,104,80,104,80,184
SAN LORENZO(TJA),atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,3,4,3,4,7
SAN LUCAS,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,30,45,30,45,75
SAN MATIAS,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,4,0,4,0,4
SAN PEDRO DE BUENA VISTA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,35,23,35,23,58
SAN RAMON SCZ,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,4,6,4,6,10
SANTA CRUZ DE LA SIERRA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,967,1068,967,1068,2035
SANTA ROSA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,79,72,79,72,151
SANTIVAÑES,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,2,6,2,6,8
SENA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,20,40,20,40,60
SICA SICA (VILLA AROMA),atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,108,93,108,93,201
SICAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,9,10,9,10,19
SIPE SIPE,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,132,258,132,258,390
SOPACHUY,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,23,27,23,27,50
SUCRE,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,207,213,207,213,420
TACOPAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,4,11,4,11,15
TAPACARI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,228,120,228,120,348
TARABUCO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,749,691,749,691,1440
TARATA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,42,51,42,51,93
TARIJA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,94,135,94,135,229
TARVITA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,63,73,63,73,136
TIQUIPAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,115,73,115,73,188
TIRAQUE (CBBA),atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,1,2,1,2,3
TOLATA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,231,268,231,268,499
TOMAVE,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,5,9,5,9,14
TOMINA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,44,62,44,62,106
TORO TORO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,18,9,18,9,27
TOTORA(CBBA),atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,100,80,100,80,180
TRINIDAD,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,33,48,33,48,81
TUPIZA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,45,45,45,45,90
UMALA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,2,2,2,2,4
URIONDO (A. CONCEPCION),atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,10,4,10,4,14
URUBICHA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,10,11,10,11,21
VACAS,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,76,82,76,82,158
VIACHA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,43,43,43,43,86
VILA VILA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,6,21,6,21,27
VILLA CHARCAS,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,10,3,10,3,13
VILLA MONTES,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,20,25,20,25,45
VILLA SERRANO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,112,52,112,52,164
VILLA TUNARI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,243,351,243,351,594
VITICHI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,2,10,2,10,12
WARNES,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,128,159,128,159,287
YACUIBA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,40,52,40,52,92
YAMPARAEZ,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,105,113,105,113,218
YANACACHI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,3,6,3,6,9
YOTALA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,116,119,116,119,235
YUNCHARA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,4,6,4,6,10
ZUDAÑEZ,atencion odontologica,acciones preventivas fuera del establecimiento,2011-07-01,72,63,72,63,135
ACHACACHI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,209,214,209,214,423
AIQUILE,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,125,150,125,150,275
ALCALA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,47,55,47,55,102
ALTO BENI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,0,1,0,1,1
ANDAMARCA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,12,4,12,4,16
ANZALDO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,36,50,36,50,86
APOLO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,0,3,0,3,3
ARANI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,30,50,30,50,80
ARBIETO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,23,44,23,44,67
ARQUE,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,6,30,6,30,36
ASCENCION DE GUARAYOS,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,11,20,11,20,31
ATOCHA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,47,56,47,56,103
AYATA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,1,4,1,4,5
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,166,127,166,127,293
AZURDUY,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,84,44,84,44,128
BELEN DE ANDAMARCA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,2,1,2,1,3
BELEN DE URMIRI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,9,3,9,3,12
BELLA FLOR,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,97,75,97,75,172
BERMEJO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,72,71,72,71,143
BETANZOS,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,13,13,13,13,26
BOLIVAR,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,8,9,8,9,17
BOLPEBRA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,17,59,17,59,76
BUENA VISTA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,2,1,2,1,3
"CAIZA ""D""",atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,7,15,7,15,22
CALACOTO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,36,39,36,39,75
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,12,24,12,24,36
CAMIRI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,513,573,513,573,1086
CAPINOTA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,300,333,300,333,633
CAQUIAVIRI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,15,38,15,38,53
CARANAVI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,321,320,321,320,641
CARAPARI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,380,301,380,301,681
CARIPUYO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,7,1,7,1,8
CARMEN RIVERO TORREZ,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,143,158,143,158,301
CATACORA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,4,8,4,8,12
CHACARILLA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,0,4,0,4,4
CHALLAPATA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,70,130,70,130,200
CHARAGUA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,71,73,71,73,144
CHARAÑA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,28,44,28,44,72
CHIMORE,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,110,61,110,61,171
CHOQUE COTA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,38,42,38,42,80
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,58,51,58,51,109
CLIZA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,1280,2662,1280,2662,3942
COBIJA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,5,5,5,5,10
COCAPATA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,27,45,27,45,72
COCHABAMBA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,122,158,122,158,280
COIPASA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,1,1,1,1,2
"COLCHA ""K""",atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,7,4,7,4,11
COLOMI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,579,523,579,523,1102
COLPA BELGICA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,113,133,113,133,246
COLQUECHACA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,6,15,6,15,21
COMARAPA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,52,33,52,33,85
COMBAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,2,1,2,1,3
CORIPATA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,5,4,5,4,9
COTAGAITA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,0,1,0,1,1
COTOCA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,571,509,571,509,1080
CUATRO CAÑADAS,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,74,102,74,102,176
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,14,13,14,13,27
CUEVO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,30,30,30,30,60
CULPINA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,2,5,2,5,7
CURAHUARA DE CARANGAS,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,31,43,31,43,74
EL ALTO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,26,17,26,17,43
EL PUENTE(TJA),atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,18,21,18,21,39
EL TORNO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,196,187,196,187,383
EL VILLAR,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,20,24,20,24,44
ENTRE RIOS CBBA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,12,48,12,48,60
FERNANDEZ ALONSO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,1,1,1,1,2
FILADELFIA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,170,182,170,182,352
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,3,2,3,2,5
GUAYARAMERIN,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,0,1,0,1,1
GUTIERREZ,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,13,19,13,19,32
HUACARETA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,27,28,27,28,55
HUACAYA (VILLA DE HUACAYA),atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,7,14,7,14,21
HUARACAJE,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,25,32,25,32,57
ICLA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,338,334,338,334,672
INCAHUASI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,79,120,79,120,199
IRUPANA (VILLA DE LANZA),atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,48,61,48,61,109
IXIAMAS,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,138,71,138,71,209
JESUS DE MACHACA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,6,4,6,4,10
LA ASUNTA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,144,116,144,116,260
LA GUARDIA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,297,291,297,291,588
LA PAZ,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,20,30,20,30,50
LAS CARRERAS,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,19,29,19,29,48
LLALLAGUA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,30,28,30,28,58
LLICA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,5,7,5,7,12
MACHARETI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,37,32,37,32,69
MAIRANA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,1,0,1,0,1
MAPIRI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,5,8,5,8,13
MECAPACA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,67,50,67,50,117
MINEROS,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,7,16,7,16,23
MIZQUE,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,112,109,112,109,221
MOCOMOCO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,1,2,1,2,3
MOJOCOYA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,339,260,339,260,599
MONTEAGUDO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,89,90,89,90,179
MONTERO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,31,33,31,33,64
MORO MORO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,14,14,14,14,28
MOROCHATA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,14,51,14,51,65
OCURI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,25,28,25,28,53
OKINAWA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,4,5,4,5,9
ORURO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,0,5,0,5,5
PADCAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,84,92,84,92,176
PADILLA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,34,16,34,16,50
PAILON,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,62,87,62,87,149
PALCA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-08-01,2,4,2,4,6
