,group,variable,month,PENTAVALENTE 1RA. DOSIS,PENTAVALENTE 1RA. DOSIS,TOTALES,TOTALES,TOTALES
HUARINA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,5,2,5,2,7
HUAYLLAMARCA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,5,7,5,7,12
HUMANATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,4,5,4,5,9
ICHOCA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,3,4,3,4,7
ICLA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,8,3,8,3,11
INCAHUASI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,12,15,12,15,27
INQUISIVI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,7,10,7,10,17
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,12,12,12,12,24
IXIAMAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,21,0,21,0,21
JESUS DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,14,2,14,2,16
LA ASUNTA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,50,37,50,37,87
LA GUARDIA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,150,5,150,5,155
LA PAZ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,1373,11,1373,11,1384
LA RIVERA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,0,1,0,1,1
LAGUNILLAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,13,6,13,6,19
LAJA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,10,5,10,5,15
LAS CARRERAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,4,1,4,1,5
LICOMA PAMPA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,4,1,4,1,5
LLALLAGUA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,38,35,38,35,73
LLICA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,5,2,5,2,7
LORETO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,4,19,4,19,23
LURIBAY,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,4,3,4,3,7
MACHACAMARCA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,4,0,4,0,4
MACHARETI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,7,11,7,11,18
MAGDALENA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,20,11,20,11,31
MAIRANA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,20,0,20,0,20
MALLA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,0,2,0,2,2
MAPIRI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,20,6,20,6,26
MECAPACA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,5,7,5,7,12
MINEROS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,47,11,47,11,58
MIZQUE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,37,30,37,30,67
MOCOMOCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,12,12,12,12,24
MOJINETE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,1,0,1,0,1
MOJOCOYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,18,9,18,9,27
MONTEAGUDO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,40,7,40,7,47
MONTERO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,276,11,276,11,287
MORO MORO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,1,1,1,1,2
MOROCHATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,5,20,5,20,25
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,1,0,1,0,1
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,0,4,0,4,4
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,3,0,3,0,3
OCURI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,19,25,19,25,44
OKINAWA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,26,2,26,2,28
OMEREQUE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,9,6,9,6,15
ORURO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,557,10,557,10,567
PADCAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,15,12,15,12,27
PADILLA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,10,2,10,2,12
PAILON,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,46,64,46,64,110
PALCA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,7,10,7,10,17
PALOS BLANCOS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,44,11,44,11,55
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,1,1,1,1,2
PAMPA GRANDE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,12,1,12,1,13
PAPEL PAMPA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,4,5,4,5,9
PASORAPA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,1,2,1,2,3
PATACAMAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,36,4,36,4,40
PAZÑA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,6,1,6,1,7
PELECHUCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,6,14,6,14,20
POCOATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,5,33,5,33,38
POCONA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,6,7,6,7,13
POJO (CBBA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,19,15,19,15,34
POOPO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,2,0,2,0,2
PORCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,22,2,22,2,24
POROMA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,9,15,9,15,24
PORONGO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,9,10,9,10,19
PORTACHUELO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,39,7,39,7,46
PORVENIR,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,5,2,5,2,7
POSTRER VALLE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,1,0,1,0,1
POTOSI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,382,11,382,11,393
PRESTO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,5,14,5,14,19
PUCARA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,1,1,1,1,2
PUCARANI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,45,18,45,18,63
PUERTO ACOSTA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,8,14,8,14,22
PUERTO CARABUCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,20,12,20,12,32
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,3,6,3,6,9
PUERTO PEREZ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,2,6,2,6,8
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,36,9,36,9,45
PUERTO RICO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,13,3,13,3,16
PUERTO SUAREZ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,36,4,36,4,40
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,112,12,112,12,124
PUNA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,26,18,26,18,44
PUNATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,57,3,57,3,60
QUIABAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,2,4,2,4,6
QUILLACOLLO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,234,14,234,14,248
QUIME,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,2,6,2,6,8
QUIRUSILLAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,1,0,1,0,1
RAVELO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,5,20,5,20,25
REYES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,21,3,21,3,24
RIBERALTA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,251,47,251,47,298
ROBORE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,26,0,26,0,26
RURRENABAQUE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,29,14,29,14,43
SABAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,3,0,3,0,3
SACABA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,241,51,241,51,292
SACABAMBA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,6,1,6,1,7
SACACA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,22,13,22,13,35
SAIPINA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,10,4,10,4,14
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,11,7,11,7,18
SAMAIPATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,9,4,9,4,13
SAN AGUSTIN,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,1,0,1,0,1
SAN ANDRES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,14,9,14,9,23
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,2,4,2,4,6
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,2,1,2,1,3
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,10,2,10,2,12
SAN BENITO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,25,2,25,2,27
SAN BORJA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,77,28,77,28,105
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,25,3,25,3,28
SAN CARLOS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,34,3,34,3,37
SAN IGNACIO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,40,1,40,1,41
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,98,19,98,19,117
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,4,0,4,0,4
SAN JAVIER(STC),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,31,0,31,0,31
SAN JOAQUIN,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,6,0,6,0,6
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,26,0,26,0,26
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,21,2,21,2,23
SAN JULIAN,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,69,35,69,35,104
SAN LORENZO(PND),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,9,9,9,9,18
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,27,8,27,8,35
SAN LUCAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,35,42,35,42,77
SAN MATIAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,34,14,34,14,48
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,24,8,24,8,32
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,4,0,4,0,4
SAN PEDRO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,26,0,26,0,26
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,21,51,21,51,72
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,4,4,4,4,8
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,2,2,2,2,4
SAN PEDRO(PND),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,0,1,0,1,1
SAN RAFAEL,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,8,2,8,2,10
SAN RAMON BENI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,3,11,3,11,14
SAN RAMON SCZ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,21,0,21,0,21
SANTA ANA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,30,4,30,4,34
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,2984,176,2984,176,3160
SANTA ROSA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,13,6,13,6,19
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,27,6,27,6,33
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,1,5,1,5,6
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,4,10,4,10,14
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,2,7,2,7,9
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,4,3,4,3,7
SANTIVAÑES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,9,2,9,2,11
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,3,4,3,4,7
SAPAHAQUI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,6,3,6,3,9
SENA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,9,0,9,0,9
SHINAOTA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,36,11,36,11,47
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,23,16,23,16,39
SICAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,2,6,2,6,8
SIPE SIPE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,73,13,73,13,86
SOPACHUY,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,7,2,7,2,9
SORACACHI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,8,13,8,13,21
SORATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,23,36,23,36,59
SUCRE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,490,22,490,22,512
TACACHI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,2,0,2,0,2
TACACOMA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,8,8,8,8,16
TACOBAMBA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,15,9,15,9,24
TACOPAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,10,7,10,7,17
TAHUA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,0,2,0,2,2
TAPACARI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,21,18,21,18,39
TARABUCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,10,12,10,12,22
TARACO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,2,1,2,1,3
TARATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,12,6,12,6,18
TARIJA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,340,3,340,3,343
TARVITA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,11,11,11,11,22
TEOPONTE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,4,5,4,5,9
TIAWANACU,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,13,17,13,17,30
TINGUIPAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,32,23,32,23,55
TIPUANI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,21,4,21,4,25
TIQUIPAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,95,8,95,8,103
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,29,11,29,11,40
TOCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,6,4,6,4,10
TOLATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,5,4,5,4,9
TOLEDO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,4,5,4,5,9
TOMAVE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,8,12,8,12,20
TOMINA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,3,7,3,7,10
TORO TORO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,10,10,10,10,20
TOTORA(CBBA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,30,8,30,8,38
TOTORA(ORR),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,6,1,6,1,7
TRIGAL,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,2,1,2,1,3
TRINIDAD,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,229,15,229,15,244
TUPIZA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,50,5,50,5,55
TURCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,2,0,2,0,2
UMALA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,0,16,0,16,16
UNCIA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,22,13,22,13,35
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,12,4,12,4,16
URUBICHA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,1,13,1,13,14
UYUNI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,51,4,51,4,55
VACAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,5,5,5,5,10
VALLEGRANDE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,31,1,31,1,32
VIACHA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,90,54,90,54,144
VILA VILA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,8,7,8,7,15
VILLA CHARCAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,19,3,19,3,22
VILLA MONTES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,78,13,78,13,91
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,4,0,4,0,4
VILLA RIVERO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,9,5,9,5,14
VILLA SERRANO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,14,10,14,10,24
VILLA TUNARI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,165,35,165,35,200
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,8,11,8,11,19
VILLAZON,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,61,6,61,6,67
VINTO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,89,15,89,15,104
VITICHI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,13,9,13,9,22
WARNES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,133,37,133,37,170
YACO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,1,10,1,10,11
YACUIBA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,162,20,162,20,182
YAMPARAEZ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,8,2,8,2,10
YANACACHI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,4,1,4,1,5
YAPACANI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,94,7,94,7,101
YOCALLA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,7,1,7,1,8
YOTALA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,11,3,11,3,14
YUNCHARA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,3,2,3,2,5
ZUDAÑEZ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-07-01,9,2,9,2,11
ACACIO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,9,0,9,0,9
ACHACACHI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,50,45,50,45,95
ACHOCALLA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,15,13,15,13,28
AIQUILE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,43,11,43,11,54
ALALAY,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,2,4,2,4,6
ALCALA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,6,2,6,2,8
ALTO BENI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,16,3,16,3,19
ANCORAIMES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,8,5,8,5,13
ANDAMARCA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,6,5,6,5,11
ANTEQUERA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,5,2,5,2,7
ANZALDO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,7,6,7,6,13
APOLO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,23,9,23,9,32
ARAMPAMPA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,2,1,2,1,3
ARANI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,11,5,11,5,16
ARBIETO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,9,14,9,14,23
ARQUE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,18,4,18,4,22
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,73,2,73,2,75
ATOCHA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,13,5,13,5,18
AUCAPATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,1,7,1,7,8
AYATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,6,17,6,17,23
AYO AYO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,6,2,6,2,8
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,23,28,23,28,51
AZURDUY,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,16,16,16,16,32
BATALLAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,30,5,30,5,35
BAURES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,7,6,7,6,13
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,1,0,1,0,1
BELEN DE URMIRI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,2,3,2,3,5
BELLA FLOR,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,2,2,2,2,4
BERMEJO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,64,10,64,10,74
BETANZOS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,45,21,45,21,66
BOLIVAR,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,6,14,6,14,20
BOLPEBRA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,0,3,0,3,3
BOYUIBE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,5,5,5,5,10
BUENA VISTA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,16,16,16,16,32
CABEZAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,31,51,31,51,82
CAIROMA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,7,6,7,6,13
"CAIZA ""D""",vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,6,9,6,9,15
CAJUATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,10,8,10,8,18
CALACOTO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,5,4,5,4,9
CALAMARCA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,12,10,12,10,22
CAMARGO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,18,6,18,6,24
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-08-01,7,0,7,0,7
