,group,variable,month,BCG,BCG,TOTALES,TOTALES,TOTALES
TUPIZA,vacunaciones en menores de 1 ano,bcg,2010-06-01,23,4,23,4,27
TURCO,vacunaciones en menores de 1 ano,bcg,2010-06-01,0,6,0,6,6
UMALA,vacunaciones en menores de 1 ano,bcg,2010-06-01,0,7,0,7,7
UNCIA,vacunaciones en menores de 1 ano,bcg,2010-06-01,40,14,40,14,54
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,bcg,2010-06-01,9,1,9,1,10
URUBICHA,vacunaciones en menores de 1 ano,bcg,2010-06-01,6,8,6,8,14
UYUNI,vacunaciones en menores de 1 ano,bcg,2010-06-01,35,14,35,14,49
VACAS,vacunaciones en menores de 1 ano,bcg,2010-06-01,6,5,6,5,11
VALLEGRANDE,vacunaciones en menores de 1 ano,bcg,2010-06-01,20,0,20,0,20
VIACHA,vacunaciones en menores de 1 ano,bcg,2010-06-01,57,4,57,4,61
VILA VILA,vacunaciones en menores de 1 ano,bcg,2010-06-01,2,7,2,7,9
VILLA CHARCAS,vacunaciones en menores de 1 ano,bcg,2010-06-01,8,19,8,19,27
VILLA MONTES,vacunaciones en menores de 1 ano,bcg,2010-06-01,75,0,75,0,75
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,bcg,2010-06-01,0,1,0,1,1
VILLA RIVERO,vacunaciones en menores de 1 ano,bcg,2010-06-01,10,5,10,5,15
VILLA SERRANO,vacunaciones en menores de 1 ano,bcg,2010-06-01,3,20,3,20,23
VILLA TUNARI,vacunaciones en menores de 1 ano,bcg,2010-06-01,120,26,120,26,146
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,bcg,2010-06-01,13,4,13,4,17
VILLAZON,vacunaciones en menores de 1 ano,bcg,2010-06-01,71,1,71,1,72
VINTO,vacunaciones en menores de 1 ano,bcg,2010-06-01,67,4,67,4,71
VITICHI,vacunaciones en menores de 1 ano,bcg,2010-06-01,3,0,3,0,3
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,bcg,2010-06-01,0,2,0,2,2
WARNES,vacunaciones en menores de 1 ano,bcg,2010-06-01,136,9,136,9,145
YACO,vacunaciones en menores de 1 ano,bcg,2010-06-01,3,16,3,16,19
YACUIBA,vacunaciones en menores de 1 ano,bcg,2010-06-01,163,9,163,9,172
YAMPARAEZ,vacunaciones en menores de 1 ano,bcg,2010-06-01,3,0,3,0,3
YANACACHI,vacunaciones en menores de 1 ano,bcg,2010-06-01,4,0,4,0,4
YAPACANI,vacunaciones en menores de 1 ano,bcg,2010-06-01,66,9,66,9,75
YOCALLA,vacunaciones en menores de 1 ano,bcg,2010-06-01,1,11,1,11,12
YOTALA,vacunaciones en menores de 1 ano,bcg,2010-06-01,9,0,9,0,9
YUNCHARA,vacunaciones en menores de 1 ano,bcg,2010-06-01,2,5,2,5,7
ZUDAÑEZ,vacunaciones en menores de 1 ano,bcg,2010-06-01,5,4,5,4,9
ACACIO,vacunaciones en menores de 1 ano,bcg,2010-07-01,0,10,0,10,10
ACHACACHI,vacunaciones en menores de 1 ano,bcg,2010-07-01,42,42,42,42,84
ACHOCALLA,vacunaciones en menores de 1 ano,bcg,2010-07-01,9,12,9,12,21
AIQUILE,vacunaciones en menores de 1 ano,bcg,2010-07-01,41,9,41,9,50
ALALAY,vacunaciones en menores de 1 ano,bcg,2010-07-01,0,3,0,3,3
ALCALA,vacunaciones en menores de 1 ano,bcg,2010-07-01,5,0,5,0,5
ALTO BENI,vacunaciones en menores de 1 ano,bcg,2010-07-01,12,7,12,7,19
ANCORAIMES,vacunaciones en menores de 1 ano,bcg,2010-07-01,4,15,4,15,19
ANDAMARCA,vacunaciones en menores de 1 ano,bcg,2010-07-01,2,4,2,4,6
ANTEQUERA,vacunaciones en menores de 1 ano,bcg,2010-07-01,5,4,5,4,9
ANZALDO,vacunaciones en menores de 1 ano,bcg,2010-07-01,2,13,2,13,15
APOLO,vacunaciones en menores de 1 ano,bcg,2010-07-01,21,15,21,15,36
ARANI,vacunaciones en menores de 1 ano,bcg,2010-07-01,10,3,10,3,13
ARBIETO,vacunaciones en menores de 1 ano,bcg,2010-07-01,8,15,8,15,23
ARQUE,vacunaciones en menores de 1 ano,bcg,2010-07-01,19,6,19,6,25
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,bcg,2010-07-01,65,1,65,1,66
ATOCHA,vacunaciones en menores de 1 ano,bcg,2010-07-01,23,1,23,1,24
AUCAPATA,vacunaciones en menores de 1 ano,bcg,2010-07-01,0,2,0,2,2
AYATA,vacunaciones en menores de 1 ano,bcg,2010-07-01,1,13,1,13,14
AYO AYO,vacunaciones en menores de 1 ano,bcg,2010-07-01,6,11,6,11,17
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,bcg,2010-07-01,20,14,20,14,34
AZURDUY,vacunaciones en menores de 1 ano,bcg,2010-07-01,17,9,17,9,26
BATALLAS,vacunaciones en menores de 1 ano,bcg,2010-07-01,19,11,19,11,30
BAURES,vacunaciones en menores de 1 ano,bcg,2010-07-01,2,0,2,0,2
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,bcg,2010-07-01,1,1,1,1,2
BELEN DE URMIRI,vacunaciones en menores de 1 ano,bcg,2010-07-01,0,1,0,1,1
BELLA FLOR,vacunaciones en menores de 1 ano,bcg,2010-07-01,1,5,1,5,6
BERMEJO,vacunaciones en menores de 1 ano,bcg,2010-07-01,69,5,69,5,74
BETANZOS,vacunaciones en menores de 1 ano,bcg,2010-07-01,27,27,27,27,54
BOLIVAR,vacunaciones en menores de 1 ano,bcg,2010-07-01,0,13,0,13,13
BOYUIBE,vacunaciones en menores de 1 ano,bcg,2010-07-01,2,1,2,1,3
BUENA VISTA,vacunaciones en menores de 1 ano,bcg,2010-07-01,5,7,5,7,12
CABEZAS,vacunaciones en menores de 1 ano,bcg,2010-07-01,6,12,6,12,18
CAIROMA,vacunaciones en menores de 1 ano,bcg,2010-07-01,10,5,10,5,15
"CAIZA ""D""",vacunaciones en menores de 1 ano,bcg,2010-07-01,11,2,11,2,13
CAJUATA,vacunaciones en menores de 1 ano,bcg,2010-07-01,9,8,9,8,17
CALAMARCA,vacunaciones en menores de 1 ano,bcg,2010-07-01,6,9,6,9,15
CAMARGO,vacunaciones en menores de 1 ano,bcg,2010-07-01,20,2,20,2,22
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,bcg,2010-07-01,4,3,4,3,7
CAMIRI,vacunaciones en menores de 1 ano,bcg,2010-07-01,37,2,37,2,39
CAPINOTA,vacunaciones en menores de 1 ano,bcg,2010-07-01,41,6,41,6,47
CAQUIAVIRI,vacunaciones en menores de 1 ano,bcg,2010-07-01,3,11,3,11,14
CARACOLLO,vacunaciones en menores de 1 ano,bcg,2010-07-01,19,9,19,9,28
CARANAVI,vacunaciones en menores de 1 ano,bcg,2010-07-01,76,19,76,19,95
CARAPARI,vacunaciones en menores de 1 ano,bcg,2010-07-01,11,1,11,1,12
CARIPUYO,vacunaciones en menores de 1 ano,bcg,2010-07-01,1,28,1,28,29
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,bcg,2010-07-01,7,12,7,12,19
CHALLAPATA,vacunaciones en menores de 1 ano,bcg,2010-07-01,54,25,54,25,79
CHAQUI,vacunaciones en menores de 1 ano,bcg,2010-07-01,3,1,3,1,4
CHARAGUA,vacunaciones en menores de 1 ano,bcg,2010-07-01,26,72,26,72,98
CHARAÑA,vacunaciones en menores de 1 ano,bcg,2010-07-01,2,1,2,1,3
CHAYANTA,vacunaciones en menores de 1 ano,bcg,2010-07-01,9,15,9,15,24
CHIMORE,vacunaciones en menores de 1 ano,bcg,2010-07-01,23,1,23,1,24
CHIPAYA,vacunaciones en menores de 1 ano,bcg,2010-07-01,0,4,0,4,4
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,bcg,2010-07-01,31,6,31,6,37
CHUMA,vacunaciones en menores de 1 ano,bcg,2010-07-01,12,17,12,17,29
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,bcg,2010-07-01,0,3,0,3,3
CKOCHAS,vacunaciones en menores de 1 ano,bcg,2010-07-01,4,18,4,18,22
CLIZA,vacunaciones en menores de 1 ano,bcg,2010-07-01,18,9,18,9,27
COBIJA,vacunaciones en menores de 1 ano,bcg,2010-07-01,136,2,136,2,138
COCAPATA,vacunaciones en menores de 1 ano,bcg,2010-07-01,14,35,14,35,49
COCHABAMBA,vacunaciones en menores de 1 ano,bcg,2010-07-01,1482,46,1482,46,1528
COIPASA,vacunaciones en menores de 1 ano,bcg,2010-07-01,1,0,1,0,1
COLCAPIRHUA,vacunaciones en menores de 1 ano,bcg,2010-07-01,102,0,102,0,102
"COLCHA ""K""",vacunaciones en menores de 1 ano,bcg,2010-07-01,16,6,16,6,22
COLLANA,vacunaciones en menores de 1 ano,bcg,2010-07-01,5,0,5,0,5
COLOMI,vacunaciones en menores de 1 ano,bcg,2010-07-01,32,8,32,8,40
COLPA BELGICA,vacunaciones en menores de 1 ano,bcg,2010-07-01,3,7,3,7,10
COLQUECHACA,vacunaciones en menores de 1 ano,bcg,2010-07-01,17,66,17,66,83
COLQUENCHA,vacunaciones en menores de 1 ano,bcg,2010-07-01,2,10,2,10,12
COLQUIRI,vacunaciones en menores de 1 ano,bcg,2010-07-01,0,30,0,30,30
COMARAPA,vacunaciones en menores de 1 ano,bcg,2010-07-01,34,1,34,1,35
COMBAYA,vacunaciones en menores de 1 ano,bcg,2010-07-01,0,5,0,5,5
CONCEPCION,vacunaciones en menores de 1 ano,bcg,2010-07-01,47,0,47,0,47
COPACABANA,vacunaciones en menores de 1 ano,bcg,2010-07-01,7,6,7,6,13
CORIPATA,vacunaciones en menores de 1 ano,bcg,2010-07-01,5,12,5,12,17
CORO CORO,vacunaciones en menores de 1 ano,bcg,2010-07-01,0,9,0,9,9
COROICO,vacunaciones en menores de 1 ano,bcg,2010-07-01,43,6,43,6,49
CORQUE,vacunaciones en menores de 1 ano,bcg,2010-07-01,3,8,3,8,11
COTAGAITA,vacunaciones en menores de 1 ano,bcg,2010-07-01,8,10,8,10,18
COTOCA,vacunaciones en menores de 1 ano,bcg,2010-07-01,105,7,105,7,112
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,bcg,2010-07-01,23,21,23,21,44
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,bcg,2010-07-01,1,8,1,8,9
CUEVO,vacunaciones en menores de 1 ano,bcg,2010-07-01,2,3,2,3,5
CULPINA,vacunaciones en menores de 1 ano,bcg,2010-07-01,20,14,20,14,34
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,bcg,2010-07-01,1,3,1,3,4
CURVA,vacunaciones en menores de 1 ano,bcg,2010-07-01,0,7,0,7,7
DESAGUADERO,vacunaciones en menores de 1 ano,bcg,2010-07-01,0,5,0,5,5
EL ALTO,vacunaciones en menores de 1 ano,bcg,2010-07-01,1707,24,1707,24,1731
EL CHORO,vacunaciones en menores de 1 ano,bcg,2010-07-01,4,1,4,1,5
EL PUENTE(STC),vacunaciones en menores de 1 ano,bcg,2010-07-01,8,4,8,4,12
EL PUENTE(TJA),vacunaciones en menores de 1 ano,bcg,2010-07-01,10,12,10,12,22
EL TORNO,vacunaciones en menores de 1 ano,bcg,2010-07-01,77,7,77,7,84
EL VILLAR,vacunaciones en menores de 1 ano,bcg,2010-07-01,5,0,5,0,5
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,bcg,2010-07-01,17,7,17,7,24
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,bcg,2010-07-01,27,7,27,7,34
ESCOMA,vacunaciones en menores de 1 ano,bcg,2010-07-01,4,0,4,0,4
EUCALIPTUS,vacunaciones en menores de 1 ano,bcg,2010-07-01,9,0,9,0,9
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,bcg,2010-07-01,1,3,1,3,4
EXALTACION,vacunaciones en menores de 1 ano,bcg,2010-07-01,2,0,2,0,2
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,bcg,2010-07-01,8,12,8,12,20
FILADELFIA,vacunaciones en menores de 1 ano,bcg,2010-07-01,0,1,0,1,1
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,bcg,2010-07-01,21,9,21,9,30
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,bcg,2010-07-01,2,10,2,10,12
GUANAY,vacunaciones en menores de 1 ano,bcg,2010-07-01,30,3,30,3,33
GUAQUI,vacunaciones en menores de 1 ano,bcg,2010-07-01,1,9,1,9,10
GUAYARAMERIN,vacunaciones en menores de 1 ano,bcg,2010-07-01,74,4,74,4,78
GUTIERREZ,vacunaciones en menores de 1 ano,bcg,2010-07-01,12,17,12,17,29
HUACARETA,vacunaciones en menores de 1 ano,bcg,2010-07-01,10,4,10,4,14
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,bcg,2010-07-01,0,8,0,8,8
HUACHACALLA,vacunaciones en menores de 1 ano,bcg,2010-07-01,3,0,3,0,3
HUANUNI,vacunaciones en menores de 1 ano,bcg,2010-07-01,27,3,27,3,30
HUARACAJE,vacunaciones en menores de 1 ano,bcg,2010-07-01,3,0,3,0,3
HUARINA,vacunaciones en menores de 1 ano,bcg,2010-07-01,0,9,0,9,9
HUAYLLAMARCA,vacunaciones en menores de 1 ano,bcg,2010-07-01,2,3,2,3,5
HUMANATA,vacunaciones en menores de 1 ano,bcg,2010-07-01,0,5,0,5,5
ICHOCA,vacunaciones en menores de 1 ano,bcg,2010-07-01,2,6,2,6,8
ICLA,vacunaciones en menores de 1 ano,bcg,2010-07-01,9,12,9,12,21
INCAHUASI,vacunaciones en menores de 1 ano,bcg,2010-07-01,21,16,21,16,37
INQUISIVI,vacunaciones en menores de 1 ano,bcg,2010-07-01,1,10,1,10,11
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,bcg,2010-07-01,3,10,3,10,13
IXIAMAS,vacunaciones en menores de 1 ano,bcg,2010-07-01,20,0,20,0,20
JESUS DE MACHACA,vacunaciones en menores de 1 ano,bcg,2010-07-01,5,2,5,2,7
LA ASUNTA,vacunaciones en menores de 1 ano,bcg,2010-07-01,73,22,73,22,95
LA GUARDIA,vacunaciones en menores de 1 ano,bcg,2010-07-01,86,3,86,3,89
LA PAZ,vacunaciones en menores de 1 ano,bcg,2010-07-01,1867,3,1867,3,1870
LAGUNILLAS,vacunaciones en menores de 1 ano,bcg,2010-07-01,5,7,5,7,12
LAJA,vacunaciones en menores de 1 ano,bcg,2010-07-01,20,11,20,11,31
LAS CARRERAS,vacunaciones en menores de 1 ano,bcg,2010-07-01,2,0,2,0,2
LICOMA PAMPA,vacunaciones en menores de 1 ano,bcg,2010-07-01,1,2,1,2,3
LLALLAGUA,vacunaciones en menores de 1 ano,bcg,2010-07-01,34,53,34,53,87
LLICA,vacunaciones en menores de 1 ano,bcg,2010-07-01,0,6,0,6,6
LORETO,vacunaciones en menores de 1 ano,bcg,2010-07-01,0,17,0,17,17
LURIBAY,vacunaciones en menores de 1 ano,bcg,2010-07-01,5,3,5,3,8
MACHACAMARCA,vacunaciones en menores de 1 ano,bcg,2010-07-01,1,1,1,1,2
MACHARETI,vacunaciones en menores de 1 ano,bcg,2010-07-01,5,1,5,1,6
MAGDALENA,vacunaciones en menores de 1 ano,bcg,2010-07-01,11,2,11,2,13
MAIRANA,vacunaciones en menores de 1 ano,bcg,2010-07-01,22,0,22,0,22
MALLA,vacunaciones en menores de 1 ano,bcg,2010-07-01,0,3,0,3,3
MAPIRI,vacunaciones en menores de 1 ano,bcg,2010-07-01,20,8,20,8,28
MECAPACA,vacunaciones en menores de 1 ano,bcg,2010-07-01,7,9,7,9,16
MINEROS,vacunaciones en menores de 1 ano,bcg,2010-07-01,54,5,54,5,59
MIZQUE,vacunaciones en menores de 1 ano,bcg,2010-07-01,29,37,29,37,66
MOCOMOCO,vacunaciones en menores de 1 ano,bcg,2010-07-01,4,10,4,10,14
MOJINETE,vacunaciones en menores de 1 ano,bcg,2010-07-01,1,0,1,0,1
MOJOCOYA,vacunaciones en menores de 1 ano,bcg,2010-07-01,1,4,1,4,5
MONTEAGUDO,vacunaciones en menores de 1 ano,bcg,2010-07-01,39,3,39,3,42
MONTERO,vacunaciones en menores de 1 ano,bcg,2010-07-01,302,1,302,1,303
MORO MORO,vacunaciones en menores de 1 ano,bcg,2010-07-01,2,1,2,1,3
MOROCHATA,vacunaciones en menores de 1 ano,bcg,2010-07-01,2,21,2,21,23
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,bcg,2010-07-01,4,0,4,0,4
OCURI,vacunaciones en menores de 1 ano,bcg,2010-07-01,17,33,17,33,50
OKINAWA,vacunaciones en menores de 1 ano,bcg,2010-07-01,6,0,6,0,6
OMEREQUE,vacunaciones en menores de 1 ano,bcg,2010-07-01,0,7,0,7,7
ORURO,vacunaciones en menores de 1 ano,bcg,2010-07-01,699,1,699,1,700
PADCAYA,vacunaciones en menores de 1 ano,bcg,2010-07-01,9,12,9,12,21
PADILLA,vacunaciones en menores de 1 ano,bcg,2010-07-01,17,0,17,0,17
PAILON,vacunaciones en menores de 1 ano,bcg,2010-07-01,37,31,37,31,68
PALCA,vacunaciones en menores de 1 ano,bcg,2010-07-01,4,11,4,11,15
PALOS BLANCOS,vacunaciones en menores de 1 ano,bcg,2010-07-01,36,3,36,3,39
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,bcg,2010-07-01,0,4,0,4,4
PAMPA GRANDE,vacunaciones en menores de 1 ano,bcg,2010-07-01,6,0,6,0,6
PAPEL PAMPA,vacunaciones en menores de 1 ano,bcg,2010-07-01,0,5,0,5,5
PASORAPA,vacunaciones en menores de 1 ano,bcg,2010-07-01,6,1,6,1,7
PATACAMAYA,vacunaciones en menores de 1 ano,bcg,2010-07-01,40,0,40,0,40
PAZÑA,vacunaciones en menores de 1 ano,bcg,2010-07-01,7,4,7,4,11
PELECHUCO,vacunaciones en menores de 1 ano,bcg,2010-07-01,5,20,5,20,25
POCOATA,vacunaciones en menores de 1 ano,bcg,2010-07-01,2,45,2,45,47
POCONA,vacunaciones en menores de 1 ano,bcg,2010-07-01,4,16,4,16,20
POJO (CBBA),vacunaciones en menores de 1 ano,bcg,2010-07-01,8,12,8,12,20
POOPO,vacunaciones en menores de 1 ano,bcg,2010-07-01,5,1,5,1,6
PORCO,vacunaciones en menores de 1 ano,bcg,2010-07-01,18,1,18,1,19
POROMA,vacunaciones en menores de 1 ano,bcg,2010-07-01,15,14,15,14,29
PORONGO,vacunaciones en menores de 1 ano,bcg,2010-07-01,4,13,4,13,17
PORTACHUELO,vacunaciones en menores de 1 ano,bcg,2010-07-01,41,2,41,2,43
PORVENIR,vacunaciones en menores de 1 ano,bcg,2010-07-01,4,3,4,3,7
POSTRER VALLE,vacunaciones en menores de 1 ano,bcg,2010-07-01,1,1,1,1,2
POTOSI,vacunaciones en menores de 1 ano,bcg,2010-07-01,472,4,472,4,476
PRESTO,vacunaciones en menores de 1 ano,bcg,2010-07-01,2,14,2,14,16
PUCARA,vacunaciones en menores de 1 ano,bcg,2010-07-01,3,0,3,0,3
PUCARANI,vacunaciones en menores de 1 ano,bcg,2010-07-01,25,25,25,25,50
PUERTO ACOSTA,vacunaciones en menores de 1 ano,bcg,2010-07-01,4,15,4,15,19
PUERTO CARABUCO,vacunaciones en menores de 1 ano,bcg,2010-07-01,3,22,3,22,25
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,bcg,2010-07-01,1,1,1,1,2
PUERTO PEREZ,vacunaciones en menores de 1 ano,bcg,2010-07-01,0,13,0,13,13
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,bcg,2010-07-01,11,9,11,9,20
PUERTO RICO,vacunaciones en menores de 1 ano,bcg,2010-07-01,15,1,15,1,16
PUERTO SUAREZ,vacunaciones en menores de 1 ano,bcg,2010-07-01,32,2,32,2,34
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,bcg,2010-07-01,109,3,109,3,112
PUNA,vacunaciones en menores de 1 ano,bcg,2010-07-01,14,15,14,15,29
PUNATA,vacunaciones en menores de 1 ano,bcg,2010-07-01,81,5,81,5,86
QUIABAYA,vacunaciones en menores de 1 ano,bcg,2010-07-01,3,5,3,5,8
QUILLACOLLO,vacunaciones en menores de 1 ano,bcg,2010-07-01,171,11,171,11,182
QUIME,vacunaciones en menores de 1 ano,bcg,2010-07-01,1,5,1,5,6
RAVELO,vacunaciones en menores de 1 ano,bcg,2010-07-01,11,18,11,18,29
REYES,vacunaciones en menores de 1 ano,bcg,2010-07-01,18,1,18,1,19
RIBERALTA,vacunaciones en menores de 1 ano,bcg,2010-07-01,248,8,248,8,256
ROBORE,vacunaciones en menores de 1 ano,bcg,2010-07-01,22,4,22,4,26
RURRENABAQUE,vacunaciones en menores de 1 ano,bcg,2010-07-01,37,8,37,8,45
SABAYA,vacunaciones en menores de 1 ano,bcg,2010-07-01,0,1,0,1,1
SACABA,vacunaciones en menores de 1 ano,bcg,2010-07-01,221,20,221,20,241
SACABAMBA,vacunaciones en menores de 1 ano,bcg,2010-07-01,10,2,10,2,12
SACACA,vacunaciones en menores de 1 ano,bcg,2010-07-01,24,23,24,23,47
SAIPINA,vacunaciones en menores de 1 ano,bcg,2010-07-01,1,5,1,5,6
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,bcg,2010-07-01,11,6,11,6,17
SAMAIPATA,vacunaciones en menores de 1 ano,bcg,2010-07-01,10,2,10,2,12
SAN ANDRES,vacunaciones en menores de 1 ano,bcg,2010-07-01,9,4,9,4,13
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,bcg,2010-07-01,2,5,2,5,7
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,bcg,2010-07-01,4,0,4,0,4
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,bcg,2010-07-01,5,2,5,2,7
SAN BENITO,vacunaciones en menores de 1 ano,bcg,2010-07-01,16,6,16,6,22
SAN BORJA,vacunaciones en menores de 1 ano,bcg,2010-07-01,66,42,66,42,108
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,bcg,2010-07-01,15,2,15,2,17
SAN CARLOS,vacunaciones en menores de 1 ano,bcg,2010-07-01,33,6,33,6,39
SAN IGNACIO,vacunaciones en menores de 1 ano,bcg,2010-07-01,39,9,39,9,48
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,bcg,2010-07-01,98,11,98,11,109
SAN JAVIER(STC),vacunaciones en menores de 1 ano,bcg,2010-07-01,33,0,33,0,33
SAN JOAQUIN,vacunaciones en menores de 1 ano,bcg,2010-07-01,1,7,1,7,8
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,bcg,2010-07-01,35,0,35,0,35
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,bcg,2010-07-01,17,1,17,1,18
SAN JULIAN,vacunaciones en menores de 1 ano,bcg,2010-07-01,54,15,54,15,69
SAN LORENZO(PND),vacunaciones en menores de 1 ano,bcg,2010-07-01,4,9,4,9,13
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,bcg,2010-07-01,11,1,11,1,12
SAN LUCAS,vacunaciones en menores de 1 ano,bcg,2010-07-01,33,29,33,29,62
SAN MATIAS,vacunaciones en menores de 1 ano,bcg,2010-07-01,24,6,24,6,30
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,bcg,2010-07-01,27,4,27,4,31
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,bcg,2010-07-01,2,0,2,0,2
SAN PEDRO,vacunaciones en menores de 1 ano,bcg,2010-07-01,10,0,10,0,10
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,bcg,2010-07-01,35,45,35,45,80
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,bcg,2010-07-01,4,1,4,1,5
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,bcg,2010-07-01,1,1,1,1,2
SAN PEDRO(PND),vacunaciones en menores de 1 ano,bcg,2010-07-01,0,2,0,2,2
SAN RAFAEL,vacunaciones en menores de 1 ano,bcg,2010-07-01,3,3,3,3,6
SAN RAMON BENI,vacunaciones en menores de 1 ano,bcg,2010-07-01,5,4,5,4,9
SAN RAMON SCZ,vacunaciones en menores de 1 ano,bcg,2010-07-01,22,0,22,0,22
SANTA ANA,vacunaciones en menores de 1 ano,bcg,2010-07-01,38,7,38,7,45
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,bcg,2010-07-01,3159,79,3159,79,3238
SANTA ROSA,vacunaciones en menores de 1 ano,bcg,2010-07-01,12,8,12,8,20
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,bcg,2010-07-01,14,12,14,12,26
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,bcg,2010-07-01,1,13,1,13,14
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,bcg,2010-07-01,5,9,5,9,14
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,bcg,2010-07-01,0,6,0,6,6
SANTIVAÑES,vacunaciones en menores de 1 ano,bcg,2010-07-01,7,0,7,0,7
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,bcg,2010-07-01,4,8,4,8,12
SAPAHAQUI,vacunaciones en menores de 1 ano,bcg,2010-07-01,0,6,0,6,6
SENA,vacunaciones en menores de 1 ano,bcg,2010-07-01,6,0,6,0,6
SHINAOTA,vacunaciones en menores de 1 ano,bcg,2010-07-01,51,2,51,2,53
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,bcg,2010-07-01,17,20,17,20,37
SICAYA,vacunaciones en menores de 1 ano,bcg,2010-07-01,1,11,1,11,12
SIPE SIPE,vacunaciones en menores de 1 ano,bcg,2010-07-01,45,7,45,7,52
SOPACHUY,vacunaciones en menores de 1 ano,bcg,2010-07-01,10,4,10,4,14
SORACACHI,vacunaciones en menores de 1 ano,bcg,2010-07-01,0,19,0,19,19
SORATA,vacunaciones en menores de 1 ano,bcg,2010-07-01,27,29,27,29,56
SUCRE,vacunaciones en menores de 1 ano,bcg,2010-07-01,428,17,428,17,445
TACACHI,vacunaciones en menores de 1 ano,bcg,2010-07-01,2,0,2,0,2
TACACOMA,vacunaciones en menores de 1 ano,bcg,2010-07-01,5,10,5,10,15
TACOBAMBA,vacunaciones en menores de 1 ano,bcg,2010-07-01,7,10,7,10,17
TAPACARI,vacunaciones en menores de 1 ano,bcg,2010-07-01,32,25,32,25,57
TARABUCO,vacunaciones en menores de 1 ano,bcg,2010-07-01,25,10,25,10,35
TARACO,vacunaciones en menores de 1 ano,bcg,2010-07-01,2,1,2,1,3
TARATA,vacunaciones en menores de 1 ano,bcg,2010-07-01,18,1,18,1,19
TARIJA,vacunaciones en menores de 1 ano,bcg,2010-07-01,388,3,388,3,391
TARVITA,vacunaciones en menores de 1 ano,bcg,2010-07-01,14,7,14,7,21
TEOPONTE,vacunaciones en menores de 1 ano,bcg,2010-07-01,3,4,3,4,7
TIAWANACU,vacunaciones en menores de 1 ano,bcg,2010-07-01,3,14,3,14,17
TINGUIPAYA,vacunaciones en menores de 1 ano,bcg,2010-07-01,4,23,4,23,27
TIPUANI,vacunaciones en menores de 1 ano,bcg,2010-07-01,10,2,10,2,12
TIQUIPAYA,vacunaciones en menores de 1 ano,bcg,2010-07-01,80,16,80,16,96
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,bcg,2010-07-01,43,18,43,18,61
TOCO,vacunaciones en menores de 1 ano,bcg,2010-07-01,4,1,4,1,5
