municipality,group,variable,month,Vacunaciones dentro de servicio,TOTAL
GUAQUI,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-06-01,1,1
GUAYARAMERIN,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-06-01,1,1
HUACHACALLA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-06-01,1,1
HUANUNI,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-06-01,3,3
INCAHUASI,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-06-01,2,2
IXIAMAS,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-06-01,2,2
LA ASUNTA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-06-01,3,3
LA GUARDIA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-06-01,33,33
LA PAZ,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-06-01,114,114
LAS CARRERAS,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-06-01,1,1
LICOMA PAMPA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-06-01,1,1
LLALLAGUA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-06-01,7,7
LORETO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-06-01,7,7
MAGDALENA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-06-01,2,2
MINEROS,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-06-01,4,4
MONTERO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-06-01,26,26
MOROCHATA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-06-01,2,2
OKINAWA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-06-01,1,1
ORURO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-06-01,29,29
PAILON,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-06-01,3,3
PALOS BLANCOS,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-06-01,2,2
PATACAMAYA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-06-01,2,2
PAZÑA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-06-01,1,1
POCOATA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-06-01,2,2
POJO (CBBA),vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-06-01,1,1
POROMA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-06-01,1,1
PORTACHUELO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-06-01,2,2
POTOSI,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-06-01,28,28
PUERTO QUIJARRO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-06-01,3,3
PUERTO VILLARROEL,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-06-01,10,10
PUNA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-06-01,2,2
PUNATA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-06-01,2,2
QUILLACOLLO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-06-01,4,4
QUIRUSILLAS,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-06-01,1,1
REYES,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-06-01,1,1
RIBERALTA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-06-01,6,6
ROBORE,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-06-01,4,4
SACABA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-06-01,6,6
SACABAMBA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-06-01,1,1
SAMAIPATA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-06-01,1,1
SAN ANDRES,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-06-01,6,6
SAN ANDRES DE MACHACA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-06-01,10,10
SAN BORJA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-06-01,11,11
SAN CARLOS,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-06-01,1,1
SAN IGNACIO DE VELASCO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-06-01,3,3
SAN JAVIER(STC),vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-06-01,1,1
SAN JOSE DE CHIQUITOS,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-06-01,6,6
SAN JULIAN,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-06-01,1,1
SANTA ANA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-06-01,2,2
SANTA CRUZ DE LA SIERRA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-06-01,260,260
SUCRE,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-06-01,20,20
TARIJA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-06-01,24,24
TIAWANACU,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-06-01,1,1
TINGUIPAYA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-06-01,2,2
TIQUIPAYA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-06-01,11,11
TIRAQUE (CBBA),vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-06-01,2,2
TRINIDAD,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-06-01,66,66
TUPIZA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-06-01,1,1
VACAS,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-06-01,1,1
VIACHA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-06-01,14,14
VILLA MONTES,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-06-01,1,1
VILLA TUNARI,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-06-01,2,2
VILLAZON,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-06-01,1,1
VINTO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-06-01,2,2
WALDO BALLIVIAN,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-06-01,1,1
WARNES,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-06-01,3,3
YACUIBA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-06-01,1,1
YAPACANI,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-06-01,1,1
ACHACACHI,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-07-01,3,3
ANTEQUERA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-07-01,10,10
ASCENCION DE GUARAYOS,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-07-01,2,2
BERMEJO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-07-01,2,2
CAMIRI,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-07-01,14,14
CAPINOTA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-07-01,2,2
CARANAVI,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-07-01,1,1
CLIZA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-07-01,1,1
COBIJA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-07-01,2,2
COCHABAMBA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-07-01,166,166
COLOMI,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-07-01,4,4
CONCEPCION,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-07-01,1,1
COROICO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-07-01,3,3
COTOCA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-07-01,4,4
CUATRO CAÑADAS,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-07-01,12,12
EL ALTO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-07-01,118,118
EL PUENTE(STC),vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-07-01,1,1
EL TORNO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-07-01,10,10
FERNANDEZ ALONSO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-07-01,3,3
GUAYARAMERIN,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-07-01,3,3
HUACARETA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-07-01,1,1
HUANUNI,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-07-01,2,2
LA GUARDIA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-07-01,6,6
LA PAZ,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-07-01,214,214
MAGDALENA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-07-01,1,1
MINEROS,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-07-01,1,1
MONTERO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-07-01,33,33
MOROCHATA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-07-01,5,5
OKINAWA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-07-01,1,1
ORURO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-07-01,43,43
PADILLA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-07-01,1,1
PELECHUCO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-07-01,2,2
POJO (CBBA),vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-07-01,4,4
POOPO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-07-01,2,2
POTOSI,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-07-01,12,12
PUCARANI,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-07-01,2,2
PUERTO QUIJARRO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-07-01,2,2
PUERTO VILLARROEL,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-07-01,1,1
PUNATA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-07-01,1,1
QUILLACOLLO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-07-01,9,9
RIBERALTA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-07-01,4,4
ROBORE,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-07-01,1,1
SACABA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-07-01,12,12
SAN BENITO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-07-01,2,2
SAN BORJA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-07-01,7,7
SAN IGNACIO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-07-01,5,5
SAN JOSE DE CHIQUITOS,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-07-01,2,2
SAN JUAN DE YAPACANI,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-07-01,2,2
SAN LUCAS,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-07-01,6,6
SAN RAMON,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-07-01,1,1
SANTA ANA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-07-01,2,2
SANTA CRUZ DE LA SIERRA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-07-01,209,209
SANTA ROSA DEL SARA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-07-01,1,1
SUCRE,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-07-01,18,18
TARACO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-07-01,1,1
TARATA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-07-01,1,1
TARIJA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-07-01,8,8
TINGUIPAYA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-07-01,1,1
TIQUIPAYA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-07-01,6,6
TIRAQUE (CBBA),vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-07-01,3,3
TRINIDAD,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-07-01,9,9
VIACHA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-07-01,9,9
VILLA TUNARI,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-07-01,1,1
VILLAZON,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-07-01,2,2
WARNES,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-07-01,22,22
YACUIBA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-07-01,5,5
YAPACANI,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-07-01,3,3
ACHACACHI,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-08-01,12,12
ACHOCALLA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-08-01,1,1
ANZALDO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-08-01,3,3
ARAMPAMPA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-08-01,1,1
ARANI,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-08-01,1,1
ASCENCION DE GUARAYOS,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-08-01,8,8
BERMEJO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-08-01,2,2
CABEZAS,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-08-01,3,3
CAMIRI,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-08-01,42,42
CARANAVI,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-08-01,3,3
CHALLAPATA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-08-01,26,26
CHULUMANI (V. DE LA LIBERTAD),vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-08-01,3,3
CLIZA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-08-01,1,1
COBIJA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-08-01,2,2
COCHABAMBA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-08-01,130,130
COLCAPIRHUA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-08-01,6,6
COMARAPA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-08-01,2,2
CORIPATA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-08-01,1,1
COROICO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-08-01,1,1
COTOCA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-08-01,3,3
DESAGUADERO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-08-01,3,3
EL ALTO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-08-01,188,188
EL TORNO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-08-01,4,4
ENTRE RIOS,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-08-01,7,7
FERNANDEZ ALONSO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-08-01,4,4
GUAYARAMERIN,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-08-01,1,1
HUANUNI,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-08-01,4,4
HUAYLLAMARCA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-08-01,1,1
LA GUARDIA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-08-01,9,9
LA PAZ,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-08-01,136,136
LAJA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-08-01,1,1
MAIRANA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-08-01,2,2
MECAPACA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-08-01,5,5
MINEROS,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-08-01,6,6
MIZQUE,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-08-01,2,2
MONTERO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-08-01,23,23
MOROCHATA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-08-01,6,6
ORURO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-08-01,26,26
PADCAYA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-08-01,2,2
PAILON,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-08-01,2,2
POROMA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-08-01,4,4
POTOSI,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-08-01,14,14
PUCARANI,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-08-01,2,2
PUERTO QUIJARRO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-08-01,4,4
PUERTO VILLARROEL,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-08-01,6,6
PUNATA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-08-01,2,2
QUILLACOLLO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-08-01,14,14
RIBERALTA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-08-01,4,4
ROBORE,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-08-01,1,1
RURRENABAQUE,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-08-01,5,5
SACABA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-08-01,5,5
SALINAS DE GARCI MENDOZA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-08-01,1,1
SAN BORJA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-08-01,8,8
SAN CARLOS,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-08-01,1,1
SAN IGNACIO DE VELASCO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-08-01,1,1
SAN JULIAN,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-08-01,1,1
SAN MIGUEL DE VELASCO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-08-01,1,1
SAN PEDRO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-08-01,1,1
SAN PEDRO DE BUENA VISTA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-08-01,1,1
SANTA ANA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-08-01,1,1
SANTA CRUZ DE LA SIERRA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-08-01,401,401
SANTA ROSA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-08-01,4,4
SIPE SIPE,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-08-01,1,1
SUCRE,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-08-01,9,9
TARIJA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-08-01,4,4
TINGUIPAYA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-08-01,2,2
TIPUANI,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-08-01,4,4
TIRAQUE (CBBA),vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-08-01,7,7
TOLATA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-08-01,1,1
TOTORA(CBBA),vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-08-01,1,1
TRINIDAD,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-08-01,12,12
TUPIZA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-08-01,13,13
URUBICHA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-08-01,1,1
VIACHA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-08-01,3,3
VILLA MONTES,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-08-01,1,1
VILLA TUNARI,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-08-01,3,3
VILLAZON,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-08-01,6,6
VINTO,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-08-01,1,1
WARNES,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-08-01,5,5
YACUIBA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-08-01,15,15
YAMPARAEZ,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-08-01,2,2
AIQUILE,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-09-01,11,11
ANDAMARCA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-09-01,1,1
ASCENCION DE GUARAYOS,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-09-01,3,3
BATALLAS,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-09-01,3,3
CABEZAS,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-09-01,1,1
"CAIZA ""D""",vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-09-01,1,1
CALAMARCA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-09-01,1,1
CAMIRI,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-09-01,55,55
CARANAVI,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-09-01,8,8
CHULUMANI (V. DE LA LIBERTAD),vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-09-01,1,1
COCHABAMBA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-09-01,141,141
"COLCHA ""K""",vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-09-01,1,1
COLOMI,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-09-01,1,1
COLQUENCHA,vacunaciones de sr (ninos de 24 a menores de 5 anos),vacunaciones dentro de servicio,2006-09-01,1,1
