municipality,group,variable,month,Nº de CAI de establecimiento,TOTAL
CALAMARCA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,2,2
CAMARGO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,2,2
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,1,1
CAPINOTA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,5,5
CARACOLLO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,4,4
CARANAVI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,2,2
CARAPARI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,10,10
CHALLAPATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,2,2
CHAQUI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,1,1
CHARAGUA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,2,2
CHIMORE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,3,3
CHOQUE COTA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,1,1
CHUA COCANI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,1,1
CHUMA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,2,2
CHUQUIHUTA AYLLU JUCUMANI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,1,1
CLIZA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,1,1
COBIJA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,4,4
COCAPATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,4,4
COCHABAMBA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,5,5
"COLCHA ""K""",actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,1,1
COLLANA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,1,1
COLPA BELGICA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,1,1
COLQUENCHA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,4,4
COMARAPA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,6,6
COMBAYA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,1,1
CONCEPCION,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,8,8
COPACABANA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,1,1
COROICO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,1,1
COTAGAITA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,5,5
COTOCA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,4,4
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,1,1
CUCHUMUELA (V. G. VILLARROEL),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,1,1
CUEVO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,1,1
CULPINA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,1,1
CURAHUARA DE CARANGAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,1,1
CURVA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,1,1
DESAGUADERO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,2,2
EL ALTO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,45,45
EL CHORO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,1,1
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,3,3
EL TORNO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,8,8
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,2,2
ESCARA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,1,1
ESCOMA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,1,1
EUCALIPTUS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,1,1
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,3,3
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,2,2
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,6,6
GUAYARAMERIN,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,8,8
GUTIERREZ,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,1,1
HUACARETA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,2,2
HUANUNI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,1,1
HUARINA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,2,2
HUATAJATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,2,2
HUMANATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,1,1
ICHOCA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,2,2
ICLA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,1,1
INCAHUASI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,1,1
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,1,1
LA ASUNTA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,1,1
LA GUARDIA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,2,2
LA PAZ,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,49,49
LAGUNILLAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,2,2
LAJA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,1,1
LAS CARRERAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,1,1
LICOMA PAMPA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,1,1
LLALLAGUA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,3,3
MAGDALENA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,1,1
MINEROS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,1,1
MIZQUE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,2,2
MOJINETE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,2,2
MOJOCOYA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,1,1
MONTERO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,10,10
MORO MORO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,2,2
MOROCHATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,2,2
NUEVO MANOA (NUEVA ESPERANZA),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,1,1
ORURO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,3,3
PADCAYA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,1,1
PAILON,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,1,1
PALOS BLANCOS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,2,2
PAMPA GRANDE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,2,2
PAPEL PAMPA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,3,3
PASORAPA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,1,1
PATACAMAYA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,3,3
PAZÑA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,1,1
POCOATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,5,5
POCONA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,13,13
POJO (CBBA),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,1,1
PORCO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,2,2
POROMA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,1,1
PORONGO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,2,2
PORTACHUELO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,3,3
POTOSI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,4,4
PRESTO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,3,3
PUCARANI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,5,5
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,2,2
PUERTO GONZALO MORENO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,1,1
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,5,5
QUIABAYA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,1,1
QUILLACOLLO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,5,5
QUIME,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,1,1
RAVELO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,4,4
RIBERALTA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,7,7
SABAYA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,1,1
SACABA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,4,4
SACABAMBA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,1,1
SAIPINA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,1,1
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,1,1
SAN AGUSTIN,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,2,2
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,2,2
SAN BENITO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,2,2
SAN BORJA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,2,2
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,1,1
SAN CARLOS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,1,1
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,1,1
SAN JAVIER(STC),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,1,1
SAN JOAQUIN,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,1,1
SAN JULIAN,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,16,16
SAN LORENZO(PND),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,1,1
SAN LUCAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,3,3
SAN MATIAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,1,1
SAN PEDRO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,6,6
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,3,3
SAN PEDRO(PND),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,2,2
SAN RAMON SCZ,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,7,7
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,23,23
SANTA ROSA DEL SARA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,1,1
SANTIAGO DE CALLAPA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,2,2
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,6,6
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,2,2
SANTIAGO DE MACHACA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,1,1
SANTIVAÑES,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,1,1
SAPAHAQUI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,1,1
SHINAOTA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,5,5
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,3,3
SIPE SIPE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,1,1
SORACACHI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,4,4
SORATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,3,3
SUCRE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,27,27
TACACOMA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,1,1
TACOBAMBA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,1,1
TACOPAYA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,5,5
TAPACARI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,10,10
TARABUCO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,1,1
TARACO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,1,1
TARATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,1,1
TARIJA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,15,15
TIAWANACU,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,1,1
TINGUIPAYA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,1,1
TIPUANI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,1,1
TIQUIPAYA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,5,5
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,3,3
TOCO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,1,1
TOLATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,1,1
TOMAVE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,3,3
TOMINA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,7,7
TORO TORO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,1,1
TOTORA(CBBA),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,2,2
TRINIDAD,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,2,2
TUPIZA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,14,14
UMALA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,1,1
UNCIA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,9,9
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,2,2
UYUNI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,5,5
VACAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,1,1
VALLEGRANDE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,2,2
VIACHA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,4,4
VILLA CHARCAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,1,1
VILLA RIVERO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,1,1
VILLA SERRANO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,1,1
VILLA TUNARI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,5,5
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,1,1
VILLAZON,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,2,2
VINTO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,3,3
VITICHI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,6,6
WALDO BALLIVIAN,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,1,1
WARNES,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,5,5
YACUIBA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,3,3
YAPACANI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,1,1
YOTALA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,5,5
YUNCHARA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,1,1
ZUDAÑEZ,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-07-01,1,1
ACHACACHI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,5,5
ALCALA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,1,1
ANCORAIMES,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,2,2
APOLO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,1,1
ARANI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,1,1
ARQUE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,2,2
ATOCHA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,1,1
AYO AYO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,3,3
BELEN DE URMIRI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,1,1
BETANZOS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,2,2
BOYUIBE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,1,1
BUENA VISTA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,2,2
CABEZAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,5,5
CALAMARCA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,2,2
CAMARGO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,1,1
CAPINOTA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,2,2
CARANAVI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,1,1
CARANGAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,1,1
CARIPUYO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,1,1
CHALLAPATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,2,2
CHARAGUA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,1,1
CHIPAYA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,2,2
CHUA COCANI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,1,1
CHUMA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,5,5
CLIZA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,1,1
COBIJA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,3,3
COCAPATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,4,4
COCHABAMBA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,4,4
COLOMI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,1,1
COLPA BELGICA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,1,1
COLQUENCHA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,4,4
COMANCHE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,1,1
COMARAPA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,1,1
CONCEPCION,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,8,8
COPACABANA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,1,1
CORQUE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,2,2
COTAGAITA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,6,6
COTOCA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,5,5
CRUZ DE MACHACAMARCA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,1,1
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,1,1
CUEVO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,1,1
DESAGUADERO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,2,2
EL ALTO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,44,44
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,1,1
EL TORNO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,4,4
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,2,2
ESCOMA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,1,1
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,3,3
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,2,2
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,5,5
GUAQUI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,1,1
GUAYARAMERIN,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,19,19
HUARINA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,1,1
HUATAJATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,2,2
HUMANATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,1,1
ICHOCA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,1,1
IXIAMAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,1,1
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,1,1
LA GUARDIA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,2,2
LA PAZ,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,51,51
LA RIVERA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,1,1
LAGUNILLAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,1,1
LAJA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,1,1
LLALLAGUA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,1,1
MACHARETI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,2,2
MAIRANA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,1,1
MAPIRI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,1,1
MECAPACA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,1,1
MINEROS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,2,2
MOJINETE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,1,1
MOJOCOYA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,1,1
MONTEAGUDO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,1,1
MONTERO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,8,8
MORO MORO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,2,2
MOROCHATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,1,1
OKINAWA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,2,2
OMEREQUE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,1,1
ORURO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,1,1
PALCA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,1,1
PALOS BLANCOS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,2,2
PAPEL PAMPA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,1,1
PATACAMAYA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,4,4
POCOATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,2,2
POCONA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,10,10
POJO (CBBA),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,1,1
PORONGO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,2,2
POTOSI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,7,7
PUCARANI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,5,5
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,3,3
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,2,2
PUNA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,1,1
QUILLACOLLO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,6,6
RAVELO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,1,1
RIBERALTA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,3,3
RURRENABAQUE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,1,1
SACABA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,3,3
SACABAMBA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,1,1
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,1,1
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,1,1
SAN BENITO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,1,1
SAN BORJA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,1,1
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,3,3
SAN CARLOS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,3,3
SAN JAVIER(BNI),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,1,1
SAN JAVIER(STC),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,1,1
SAN JOSE DE CHIQUITOS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,1,1
SAN JULIAN,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,15,15
SAN LUCAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,3,3
SAN PEDRO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-08-01,6,6
