,group,variable,month,MUJERES DE 10 A 49 AÑOS 2DA DOSIS DE DT CANTIDAD,MUJERES DE 10 A 49 AÑOS 2DA DOSIS DE DT CANTIDAD,TOTALES,TOTALES,TOTALES
SABAYA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,1,1,1,1,2
SACABA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,139,259,139,259,398
SACABAMBA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,11,15,11,15,26
SACACA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,16,23,16,23,39
SAIPINA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,3,7,3,7,10
SALINAS DE GARCI MENDOZA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,9,2,9,2,11
SAMAIPATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,24,4,24,4,28
SAN AGUSTIN,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,3,0,3,0,3
SAN ANDRES,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,22,8,22,8,30
SAN ANDRES DE MACHACA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,0,15,0,15,15
SAN ANTONIO DE ESMORUCO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,10,3,10,3,13
SAN ANTONIO DE LOMERIO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,3,4,3,4,7
SAN BENITO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,10,6,10,6,16
SAN BORJA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,69,65,69,65,134
SAN BUENA VENTURA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,8,6,8,6,14
SAN CARLOS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,17,90,17,90,107
SAN IGNACIO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,37,10,37,10,47
SAN IGNACIO DE VELASCO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,86,37,86,37,123
SAN JAVIER(BNI),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,2,1,2,1,3
SAN JAVIER(STC),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,15,0,15,0,15
SAN JOAQUIN,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,7,1,7,1,8
SAN JOSE DE CHIQUITOS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,11,9,11,9,20
SAN JUAN DE YAPACANI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,8,9,8,9,17
SAN JULIAN,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,15,34,15,34,49
SAN LORENZO(PND),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,1,2,1,2,3
SAN LORENZO(TJA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,116,207,116,207,323
SAN LUCAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,267,298,267,298,565
SAN MATIAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,77,75,77,75,152
SAN MIGUEL DE VELASCO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,28,48,28,48,76
SAN PABLO DE LIPEZ,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,8,0,8,0,8
SAN PEDRO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,1,0,1,0,1
SAN PEDRO DE BUENA VISTA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,46,78,46,78,124
SAN PEDRO DE CURAHUARA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,0,1,0,1,1
SAN RAFAEL,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,8,0,8,0,8
SAN RAMON BENI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,2,2,2,2,4
SAN RAMON SCZ,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,14,7,14,7,21
SANTA CRUZ DE LA SIERRA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,3391,1865,3391,1865,5256
SANTA ROSA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,19,2,19,2,21
SANTA ROSA DEL SARA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,13,9,13,9,22
SANTIAGO DE CALLAPA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,4,19,4,19,23
SANTIAGO DE HUARI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,4,20,4,20,24
SANTIAGO DE HUATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,10,2,10,2,12
SANTIAGO DE MACHACA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,1,94,1,94,95
SANTIVAÑES,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,7,1,7,1,8
SANTUARIO DE QUILLACAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,0,6,0,6,6
SAPAHAQUI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,4,4,4,4,8
SENA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,3,0,3,0,3
SHINAOTA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,14,23,14,23,37
SICA SICA (VILLA AROMA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,14,24,14,24,38
SICAYA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,1,9,1,9,10
SIPE SIPE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,31,30,31,30,61
SOPACHUY,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,5,1,5,1,6
SORACACHI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,2,25,2,25,27
SORATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,21,52,21,52,73
SUCRE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,236,402,236,402,638
TACACHI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,6,0,6,0,6
TACACOMA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,13,2,13,2,15
TACOBAMBA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,17,29,17,29,46
TACOPAYA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,6,6,6,6,12
TAHUA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,0,2,0,2,2
TAPACARI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,39,42,39,42,81
TARABUCO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,129,11,129,11,140
TARACO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,1,7,1,7,8
TARATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,15,13,15,13,28
TARIJA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,578,558,578,558,1136
TARVITA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,3,24,3,24,27
TEOPONTE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,3,8,3,8,11
TIAWANACU,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,16,110,16,110,126
TINGUIPAYA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,12,16,12,16,28
TIPUANI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,6,2,6,2,8
TIQUIPAYA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,87,114,87,114,201
TIRAQUE (CBBA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,34,200,34,200,234
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,1,0,1,0,1
TOCO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,11,4,11,4,15
TOLATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,44,134,44,134,178
TOLEDO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,2,11,2,11,13
TOMAVE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,9,10,9,10,19
TOMINA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,3,14,3,14,17
TORO TORO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,2,0,2,0,2
TOTORA(CBBA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,16,20,16,20,36
TOTORA(ORR),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,2,17,2,17,19
TRIGAL,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,1,8,1,8,9
TRINIDAD,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,226,43,226,43,269
TUPIZA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,40,30,40,30,70
UMALA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,0,6,0,6,6
UNCIA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,0,7,0,7,7
URIONDO (A. CONCEPCION),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,31,3,31,3,34
URUBICHA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,14,13,14,13,27
UYUNI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,10,24,10,24,34
VACAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,1,7,1,7,8
VALLEGRANDE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,32,5,32,5,37
VIACHA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,37,39,37,39,76
VILA VILA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,9,3,9,3,12
VILLA CHARCAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,71,128,71,128,199
VILLA MONTES,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,142,80,142,80,222
VILLA NUEVA (LOMA ALTA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,11,0,11,0,11
VILLA RIVERO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,18,75,18,75,93
VILLA SERRANO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,5,8,5,8,13
VILLA TUNARI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,97,126,97,126,223
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,6,33,6,33,39
VILLAZON,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,171,94,171,94,265
VINTO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,63,2,63,2,65
VITICHI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,17,11,17,11,28
WALDO BALLIVIAN,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,1,0,1,0,1
WARNES,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,123,127,123,127,250
YACO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,1,56,1,56,57
YACUIBA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,73,136,73,136,209
YAMPARAEZ,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,21,76,21,76,97
YANACACHI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,2,0,2,0,2
YAPACANI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,25,190,25,190,215
YOCALLA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,6,0,6,0,6
YOTALA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,6,65,6,65,71
YUNCHARA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,5,9,5,9,14
ZUDAÑEZ,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-07-01,15,71,15,71,86
ACACIO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,1,2,1,2,3
ACHACACHI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,23,35,23,35,58
ACHOCALLA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,7,31,7,31,38
AIQUILE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,2,10,2,10,12
ALALAY,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,4,8,4,8,12
ALCALA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,4,6,4,6,10
ALTO BENI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,9,110,9,110,119
ANCORAIMES,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,29,3,29,3,32
ANDAMARCA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,8,5,8,5,13
ANTEQUERA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,2,0,2,0,2
ANZALDO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,6,28,6,28,34
APOLO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,5,16,5,16,21
ARAMPAMPA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,0,2,0,2,2
ARANI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,8,28,8,28,36
ARBIETO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,2,35,2,35,37
ARQUE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,2,2,2,2,4
ASCENCION DE GUARAYOS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,36,12,36,12,48
ATOCHA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,9,38,9,38,47
AUCAPATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,0,5,0,5,5
AYATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,4,0,4,0,4
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,25,83,25,83,108
AZURDUY,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,42,3,42,3,45
BATALLAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,43,18,43,18,61
BAURES,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,1,7,1,7,8
BELEN DE ANDAMARCA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,3,2,3,2,5
BELLA FLOR,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,1,0,1,0,1
BERMEJO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,161,112,161,112,273
BETANZOS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,23,127,23,127,150
BOLIVAR,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,6,0,6,0,6
BOLPEBRA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,3,2,3,2,5
BOYUIBE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,5,3,5,3,8
BUENA VISTA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,24,102,24,102,126
CABEZAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,54,496,54,496,550
CAIROMA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,13,3,13,3,16
"CAIZA ""D""",otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,6,0,6,0,6
CAJUATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,17,10,17,10,27
CALACOTO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,0,93,0,93,93
CALAMARCA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,10,2,10,2,12
CAMARGO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,45,193,45,193,238
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,70,291,70,291,361
CAMIRI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,14,8,14,8,22
CAPINOTA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,9,50,9,50,59
CAQUIAVIRI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,7,18,7,18,25
CARACOLLO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,6,43,6,43,49
CARANAVI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,58,108,58,108,166
CARAPARI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,18,0,18,0,18
CARIPUYO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,7,14,7,14,21
CARMEN RIVERO TORREZ,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,6,11,6,11,17
CATACORA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,0,3,0,3,3
CHALLAPATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,23,6,23,6,29
CHAQUI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,3,17,3,17,20
CHARAGUA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,16,26,16,26,42
CHARAÑA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,1,20,1,20,21
CHAYANTA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,21,16,21,16,37
CHIMORE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,26,20,26,20,46
CHIPAYA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,0,11,0,11,11
CHUMA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,1,4,1,4,5
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,14,3,14,3,17
CKOCHAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,1,20,1,20,21
CLIZA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,26,84,26,84,110
COBIJA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,103,12,103,12,115
COCAPATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,6,16,6,16,22
COCHABAMBA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,695,799,695,799,1494
COLCAPIRHUA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,51,32,51,32,83
"COLCHA ""K""",otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,8,7,8,7,15
COLOMI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,20,25,20,25,45
COLPA BELGICA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,8,1,8,1,9
COLQUECHACA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,4,94,4,94,98
COLQUENCHA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,4,0,4,0,4
COLQUIRI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,13,71,13,71,84
COMANCHE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,3,19,3,19,22
COMARAPA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,29,6,29,6,35
COMBAYA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,0,82,0,82,82
CONCEPCION,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,28,8,28,8,36
COPACABANA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,8,1,8,1,9
CORIPATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,8,16,8,16,24
CORO CORO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,15,52,15,52,67
COROICO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,3,24,3,24,27
CORQUE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,13,6,13,6,19
COTAGAITA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,21,81,21,81,102
COTOCA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,101,65,101,65,166
CUATRO CAÑADAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,13,96,13,96,109
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,1,6,1,6,7
CUEVO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,0,7,0,7,7
CULPINA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,99,375,99,375,474
CURAHUARA DE CARANGAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,6,0,6,0,6
CURVA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,1,8,1,8,9
DESAGUADERO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,7,0,7,0,7
EL ALTO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,1296,913,1296,913,2209
EL CHORO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,0,2,0,2,2
EL PUENTE(STC),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,24,12,24,12,36
EL PUENTE(TJA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,17,256,17,256,273
EL TORNO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,79,59,79,59,138
EL VILLAR,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,9,0,9,0,9
ENTRE RIOS TRJ,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,16,55,16,55,71
ENTRE RIOS CBBA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,64,30,64,30,94
ESCOMA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,2,8,2,8,10
EUCALIPTUS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,2,3,2,3,5
EUREKA (SANTOS MERCADO),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,0,4,0,4,4
FERNANDEZ ALONSO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,31,38,31,38,69
FILADELFIA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,0,4,0,4,4
GENERAL SAAVEDRA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,29,37,29,37,66
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,7,37,7,37,44
GUANAY,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,14,3,14,3,17
GUAQUI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,6,4,6,4,10
GUAYARAMERIN,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,95,255,95,255,350
GUTIERREZ,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,47,19,47,19,66
HUACARETA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,78,135,78,135,213
HUANUNI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,9,5,9,5,14
HUARACAJE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,0,2,0,2,2
HUARINA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,1,33,1,33,34
HUAYLLAMARCA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,7,7,7,7,14
HUMANATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,5,3,5,3,8
ICHOCA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,9,13,9,13,22
ICLA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,58,73,58,73,131
INCAHUASI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,71,198,71,198,269
INGAVI (HUMAITA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,0,5,0,5,5
INQUISIVI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-08-01,3,80,3,80,83
