,group,variable,month,MUJERES DE 10 A 49 AÑOS 5TA DOSIS DE DT CANTIDAD,MUJERES DE 10 A 49 AÑOS 5TA DOSIS DE DT CANTIDAD,TOTALES,TOTALES,TOTALES
MAIRANA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-07-01,1,0,1,0,1
MINEROS,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-07-01,5,0,5,0,5
MIZQUE,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-07-01,0,3,0,3,3
MOCOMOCO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-07-01,0,1,0,1,1
MOJINETE,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-07-01,0,2,0,2,2
MOJOCOYA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-07-01,0,1,0,1,1
MONTEAGUDO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-07-01,12,13,12,13,25
MONTERO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-07-01,34,5,34,5,39
MORO MORO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-07-01,2,0,2,0,2
OCURI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-07-01,0,2,0,2,2
OKINAWA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-07-01,5,8,5,8,13
OMEREQUE,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-07-01,1,2,1,2,3
ORURO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-07-01,39,1,39,1,40
PADCAYA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-07-01,0,12,0,12,12
PADILLA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-07-01,0,2,0,2,2
PAILON,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-07-01,7,16,7,16,23
PASORAPA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-07-01,0,1,0,1,1
PELECHUCO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-07-01,0,2,0,2,2
POCONA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-07-01,1,1,1,1,2
POJO (CBBA),otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-07-01,2,4,2,4,6
PORONGO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-07-01,0,9,0,9,9
PORTACHUELO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-07-01,3,1,3,1,4
POTOSI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-07-01,9,0,9,0,9
PUCARANI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-07-01,1,0,1,0,1
PUERTO GONZALO MORENO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-07-01,1,0,1,0,1
PUERTO QUIJARRO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-07-01,1,0,1,0,1
PUERTO SUAREZ,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-07-01,1,0,1,0,1
PUERTO VILLARROEL,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-07-01,6,1,6,1,7
PUNATA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-07-01,3,2,3,2,5
QUILLACOLLO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-07-01,10,7,10,7,17
QUIRUSILLAS,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-07-01,0,2,0,2,2
RIBERALTA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-07-01,15,13,15,13,28
ROBORE,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-07-01,11,12,11,12,23
SABAYA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-07-01,0,1,0,1,1
SACABA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-07-01,20,56,20,56,76
SACABAMBA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-07-01,0,3,0,3,3
SACACA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-07-01,0,3,0,3,3
SAIPINA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-07-01,1,2,1,2,3
SALINAS DE GARCI MENDOZA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-07-01,1,0,1,0,1
SAMAIPATA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-07-01,1,0,1,0,1
SAN ANTONIO DE LOMERIO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-07-01,3,0,3,0,3
SAN BENITO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-07-01,2,0,2,0,2
SAN BORJA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-07-01,7,1,7,1,8
SAN CARLOS,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-07-01,2,0,2,0,2
SAN IGNACIO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-07-01,0,2,0,2,2
SAN IGNACIO DE VELASCO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-07-01,41,17,41,17,58
SAN JAVIER(STC),otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-07-01,11,0,11,0,11
SAN JOAQUIN,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-07-01,0,1,0,1,1
SAN JOSE DE CHIQUITOS,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-07-01,1,4,1,4,5
SAN JUAN DE YAPACANI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-07-01,1,0,1,0,1
SAN JULIAN,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-07-01,0,7,0,7,7
SAN LORENZO(TJA),otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-07-01,0,2,0,2,2
SAN LUCAS,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-07-01,8,89,8,89,97
SAN MATIAS,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-07-01,4,33,4,33,37
SAN MIGUEL DE VELASCO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-07-01,1,40,1,40,41
SAN PEDRO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-07-01,1,0,1,0,1
SAN PEDRO DE BUENA VISTA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-07-01,0,1,0,1,1
SAN PEDRO DE TIQUINA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-07-01,0,2,0,2,2
SAN RAFAEL,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-07-01,1,0,1,0,1
SAN RAMON SCZ,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-07-01,3,0,3,0,3
SANTA CRUZ DE LA SIERRA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-07-01,551,131,551,131,682
SANTA ROSA DEL SARA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-07-01,5,0,5,0,5
SAPAHAQUI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-07-01,1,0,1,0,1
SHINAOTA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-07-01,1,5,1,5,6
SICAYA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-07-01,0,1,0,1,1
SIPE SIPE,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-07-01,5,2,5,2,7
SOPACHUY,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-07-01,2,0,2,0,2
SORACACHI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-07-01,3,2,3,2,5
SORATA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-07-01,0,4,0,4,4
SUCRE,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-07-01,38,23,38,23,61
TACACOMA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-07-01,1,1,1,1,2
TACOPAYA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-07-01,0,1,0,1,1
TAPACARI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-07-01,2,3,2,3,5
TARABUCO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-07-01,14,0,14,0,14
TARATA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-07-01,2,2,2,2,4
TARIJA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-07-01,55,90,55,90,145
TARVITA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-07-01,0,6,0,6,6
TEOPONTE,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-07-01,1,0,1,0,1
TIQUIPAYA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-07-01,4,6,4,6,10
TOCO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-07-01,0,1,0,1,1
TOMINA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-07-01,7,0,7,0,7
TORO TORO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-07-01,2,0,2,0,2
TOTORA(CBBA),otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-07-01,1,0,1,0,1
TOTORA(ORR),otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-07-01,2,0,2,0,2
TRIGAL,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-07-01,0,2,0,2,2
TRINIDAD,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-07-01,11,1,11,1,12
TUPIZA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-07-01,12,15,12,15,27
URIONDO (A. CONCEPCION),otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-07-01,1,0,1,0,1
VALLEGRANDE,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-07-01,5,0,5,0,5
VIACHA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-07-01,4,3,4,3,7
VILA VILA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-07-01,0,1,0,1,1
VILLA CHARCAS,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-07-01,5,3,5,3,8
VILLA MONTES,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-07-01,7,0,7,0,7
VILLA SERRANO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-07-01,1,4,1,4,5
VILLA TUNARI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-07-01,3,12,3,12,15
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-07-01,0,10,0,10,10
VILLAZON,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-07-01,63,30,63,30,93
VINTO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-07-01,5,0,5,0,5
WARNES,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-07-01,11,15,11,15,26
YACO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-07-01,1,0,1,0,1
YACUIBA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-07-01,0,1,0,1,1
YAMPARAEZ,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-07-01,2,0,2,0,2
YANACACHI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-07-01,3,0,3,0,3
YAPACANI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-07-01,1,13,1,13,14
YOTALA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-07-01,0,6,0,6,6
YUNCHARA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-07-01,1,0,1,0,1
ZUDAÑEZ,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-07-01,1,0,1,0,1
ACHOCALLA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,0,1,0,1,1
ALCALA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,3,8,3,8,11
ALTO BENI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,1,0,1,0,1
APOLO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,2,24,2,24,26
ARBIETO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,4,6,4,6,10
ASCENCION DE GUARAYOS,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,43,1,43,1,44
ATOCHA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,0,1,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,0,9,0,9,9
BATALLAS,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,1,2,1,2,3
BERMEJO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,6,1,6,1,7
BETANZOS,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,2,5,2,5,7
BOLIVAR,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,0,1,0,1,1
BOLPEBRA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,0,1,0,1,1
BOYUIBE,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,2,1,2,1,3
BUENA VISTA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,9,15,9,15,24
CABEZAS,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,11,27,11,27,38
CAIROMA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,1,0,1,0,1
CALAMARCA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,1,0,1,0,1
CAMARGO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,1,11,1,11,12
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,0,2,0,2,2
CAMIRI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,6,4,6,4,10
CAPINOTA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,3,5,3,5,8
CAQUIAVIRI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,0,1,0,1,1
CARACOLLO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,0,3,0,3,3
CARANAVI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,13,3,13,3,16
CARIPUYO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,2,0,2,0,2
CARMEN RIVERO TORREZ,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,0,1,0,1,1
CHALLAPATA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,1,0,1,0,1
CHARAGUA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,5,9,5,9,14
CKOCHAS,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,0,9,0,9,9
CLIZA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,4,2,4,2,6
COBIJA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,6,0,6,0,6
COCAPATA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,0,2,0,2,2
COCHABAMBA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,97,153,97,153,250
COLCAPIRHUA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,18,10,18,10,28
"COLCHA ""K""",otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,1,1,1,1,2
COLLANA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,1,0,1,0,1
COLOMI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,2,1,2,1,3
COLQUECHACA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,0,13,0,13,13
COLQUIRI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,0,2,0,2,2
COMARAPA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,8,5,8,5,13
CONCEPCION,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,2,8,2,8,10
CORO CORO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,2,1,2,1,3
COTAGAITA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,1,9,1,9,10
COTOCA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,17,25,17,25,42
CUATRO CAÑADAS,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,1,11,1,11,12
CUEVO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,1,0,1,0,1
CULPINA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,3,4,3,4,7
CURAHUARA DE CARANGAS,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,1,0,1,0,1
EL ALTO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,226,68,226,68,294
EL PUENTE(STC),otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,1,0,1,0,1
EL PUENTE(TJA),otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,0,2,0,2,2
EL TORNO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,18,22,18,22,40
ENTRE RIOS TRJ,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,1,2,1,2,3
ENTRE RIOS CBBA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,3,1,3,1,4
EUCALIPTUS,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,1,1,1,1,2
EUREKA (SANTOS MERCADO),otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,0,1,0,1,1
FERNANDEZ ALONSO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,1,0,1,0,1
GENERAL SAAVEDRA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,3,3,3,3,6
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,0,1,0,1,1
GUANAY,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,1,0,1,0,1
GUAQUI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,0,1,0,1,1
GUAYARAMERIN,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,5,4,5,4,9
GUTIERREZ,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,2,1,2,1,3
HUACARETA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,11,33,11,33,44
HUANUNI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,1,0,1,0,1
ICLA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,1,0,1,0,1
INCAHUASI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,2,3,2,3,5
INQUISIVI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,3,3,3,3,6
IRUPANA (VILLA DE LANZA),otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,0,1,0,1,1
JESUS DE MACHACA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,1,0,1,0,1
LA ASUNTA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,0,2,0,2,2
LA GUARDIA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,33,9,33,9,42
LA PAZ,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,129,36,129,36,165
LAGUNILLAS,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,0,3,0,3,3
LAS CARRERAS,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,0,1,0,1,1
MACHARETI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,2,2,2,2,4
MAGDALENA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,1,4,1,4,5
MAIRANA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,5,1,5,1,6
MAPIRI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,1,0,1,0,1
MINEROS,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,3,2,3,2,5
MIZQUE,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,2,4,2,4,6
MOJOCOYA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,1,0,1,0,1
MONTEAGUDO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,41,49,41,49,90
MONTERO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,48,42,48,42,90
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,1,0,1,0,1
OCURI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,0,1,0,1,1
OKINAWA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,7,2,7,2,9
ORURO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,28,0,28,0,28
PADCAYA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,1,1,1,1,2
PADILLA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,1,1,1,1,2
PAILON,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,0,6,0,6,6
PASORAPA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,0,4,0,4,4
PELECHUCO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,2,2,2,2,4
POCONA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,0,1,0,1,1
POJO (CBBA),otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,0,3,0,3,3
PORONGO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,16,41,16,41,57
PORTACHUELO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,1,0,1,0,1
PORVENIR,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,1,1,1,1,2
POSTRER VALLE,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,1,0,1,0,1
POTOSI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,4,5,4,5,9
PRESTO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,1,0,1,0,1
PUCARA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,0,3,0,3,3
PUCARANI,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,1,0,1,0,1
PUERTO CARABUCO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,0,5,0,5,5
PUERTO GONZALO MORENO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,0,5,0,5,5
PUERTO QUIJARRO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,4,0,4,0,4
PUERTO SUAREZ,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,3,0,3,0,3
PUERTO VILLARROEL,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,4,12,4,12,16
PUNA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,21,0,21,0,21
PUNATA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,2,0,2,0,2
QUILLACOLLO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,6,6,6,6,12
QUIME,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,1,0,1,0,1
QUIRUSILLAS,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,1,0,1,0,1
REYES,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,4,1,4,1,5
RIBERALTA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,12,2,12,2,14
ROBORE,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,0,87,0,87,87
RURRENABAQUE,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,3,1,3,1,4
SACABA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,9,68,9,68,77
SACACA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,0,7,0,7,7
SAIPINA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,0,7,0,7,7
SAMAIPATA,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,2,4,2,4,6
SAN ANDRES,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,1,1,1,1,2
SAN ANTONIO DE LOMERIO,otras vacunaciones,mujeres de 10 a 49 anos 5ta dosis de dt,2010-08-01,3,3,3,3,6
