municipality,group,variable,month,Neumonías,TOTAL
TEOPONTE,diagnostico de egreso en menores de 5 anos,neumonias,2007-07-01,1,1
TIQUIPAYA,diagnostico de egreso en menores de 5 anos,neumonias,2007-07-01,9,9
TIRAQUE (CBBA),diagnostico de egreso en menores de 5 anos,neumonias,2007-07-01,21,21
TRINIDAD,diagnostico de egreso en menores de 5 anos,neumonias,2007-07-01,9,9
TUPIZA,diagnostico de egreso en menores de 5 anos,neumonias,2007-07-01,22,22
UNCIA,diagnostico de egreso en menores de 5 anos,neumonias,2007-07-01,25,25
URUBICHA,diagnostico de egreso en menores de 5 anos,neumonias,2007-07-01,1,1
VALLEGRANDE,diagnostico de egreso en menores de 5 anos,neumonias,2007-07-01,2,2
VIACHA,diagnostico de egreso en menores de 5 anos,neumonias,2007-07-01,1,1
VILLA MONTES,diagnostico de egreso en menores de 5 anos,neumonias,2007-07-01,13,13
VILLA TUNARI,diagnostico de egreso en menores de 5 anos,neumonias,2007-07-01,5,5
VILLA VACA GUZMAN (MUYUPAMPA),diagnostico de egreso en menores de 5 anos,neumonias,2007-07-01,1,1
VILLAZON,diagnostico de egreso en menores de 5 anos,neumonias,2007-07-01,35,35
VINTO,diagnostico de egreso en menores de 5 anos,neumonias,2007-07-01,3,3
WARNES,diagnostico de egreso en menores de 5 anos,neumonias,2007-07-01,3,3
YACUIBA,diagnostico de egreso en menores de 5 anos,neumonias,2007-07-01,15,15
YAPACANI,diagnostico de egreso en menores de 5 anos,neumonias,2007-07-01,6,6
ZUDAÑEZ,diagnostico de egreso en menores de 5 anos,neumonias,2007-07-01,1,1
ACHACACHI,diagnostico de egreso en menores de 5 anos,neumonias,2007-08-01,2,2
AIQUILE,diagnostico de egreso en menores de 5 anos,neumonias,2007-08-01,4,4
APOLO,diagnostico de egreso en menores de 5 anos,neumonias,2007-08-01,2,2
ASCENCION DE GUARAYOS,diagnostico de egreso en menores de 5 anos,neumonias,2007-08-01,7,7
AYOPAYA (V. DE INDEPENDENCIA),diagnostico de egreso en menores de 5 anos,neumonias,2007-08-01,1,1
AZURDUY,diagnostico de egreso en menores de 5 anos,neumonias,2007-08-01,3,3
BERMEJO,diagnostico de egreso en menores de 5 anos,neumonias,2007-08-01,4,4
CABEZAS,diagnostico de egreso en menores de 5 anos,neumonias,2007-08-01,1,1
CAMARGO,diagnostico de egreso en menores de 5 anos,neumonias,2007-08-01,4,4
CAMIRI,diagnostico de egreso en menores de 5 anos,neumonias,2007-08-01,3,3
CARANAVI,diagnostico de egreso en menores de 5 anos,neumonias,2007-08-01,5,5
CARMEN RIVERO TORREZ,diagnostico de egreso en menores de 5 anos,neumonias,2007-08-01,17,17
CHALLAPATA,diagnostico de egreso en menores de 5 anos,neumonias,2007-08-01,2,2
CHARAGUA,diagnostico de egreso en menores de 5 anos,neumonias,2007-08-01,2,2
COBIJA,diagnostico de egreso en menores de 5 anos,neumonias,2007-08-01,22,22
COCHABAMBA,diagnostico de egreso en menores de 5 anos,neumonias,2007-08-01,82,82
COLCAPIRHUA,diagnostico de egreso en menores de 5 anos,neumonias,2007-08-01,1,1
COLQUIRI,diagnostico de egreso en menores de 5 anos,neumonias,2007-08-01,1,1
COMARAPA,diagnostico de egreso en menores de 5 anos,neumonias,2007-08-01,1,1
CONCEPCION,diagnostico de egreso en menores de 5 anos,neumonias,2007-08-01,1,1
COROICO,diagnostico de egreso en menores de 5 anos,neumonias,2007-08-01,2,2
CUATRO CAÑADAS,diagnostico de egreso en menores de 5 anos,neumonias,2007-08-01,1,1
EL ALTO,diagnostico de egreso en menores de 5 anos,neumonias,2007-08-01,41,41
EL TORNO,diagnostico de egreso en menores de 5 anos,neumonias,2007-08-01,1,1
GUAYARAMERIN,diagnostico de egreso en menores de 5 anos,neumonias,2007-08-01,1,1
GUTIERREZ,diagnostico de egreso en menores de 5 anos,neumonias,2007-08-01,1,1
HUANUNI,diagnostico de egreso en menores de 5 anos,neumonias,2007-08-01,7,7
IXIAMAS,diagnostico de egreso en menores de 5 anos,neumonias,2007-08-01,1,1
JESUS DE MACHACA,diagnostico de egreso en menores de 5 anos,neumonias,2007-08-01,1,1
LA ASUNTA,diagnostico de egreso en menores de 5 anos,neumonias,2007-08-01,3,3
LA GUARDIA,diagnostico de egreso en menores de 5 anos,neumonias,2007-08-01,8,8
LA PAZ,diagnostico de egreso en menores de 5 anos,neumonias,2007-08-01,45,45
LLALLAGUA,diagnostico de egreso en menores de 5 anos,neumonias,2007-08-01,1,1
LURIBAY,diagnostico de egreso en menores de 5 anos,neumonias,2007-08-01,1,1
MACHARETI,diagnostico de egreso en menores de 5 anos,neumonias,2007-08-01,6,6
MAGDALENA,diagnostico de egreso en menores de 5 anos,neumonias,2007-08-01,4,4
MIZQUE,diagnostico de egreso en menores de 5 anos,neumonias,2007-08-01,1,1
MONTEAGUDO,diagnostico de egreso en menores de 5 anos,neumonias,2007-08-01,4,4
MONTERO,diagnostico de egreso en menores de 5 anos,neumonias,2007-08-01,47,47
ORURO,diagnostico de egreso en menores de 5 anos,neumonias,2007-08-01,11,11
PAILON,diagnostico de egreso en menores de 5 anos,neumonias,2007-08-01,1,1
PALOS BLANCOS,diagnostico de egreso en menores de 5 anos,neumonias,2007-08-01,5,5
PORTACHUELO,diagnostico de egreso en menores de 5 anos,neumonias,2007-08-01,4,4
POTOSI,diagnostico de egreso en menores de 5 anos,neumonias,2007-08-01,18,18
PRESTO,diagnostico de egreso en menores de 5 anos,neumonias,2007-08-01,1,1
PUERTO RICO,diagnostico de egreso en menores de 5 anos,neumonias,2007-08-01,3,3
PUERTO SUAREZ,diagnostico de egreso en menores de 5 anos,neumonias,2007-08-01,4,4
PUERTO VILLARROEL,diagnostico de egreso en menores de 5 anos,neumonias,2007-08-01,1,1
PUNATA,diagnostico de egreso en menores de 5 anos,neumonias,2007-08-01,6,6
QUILLACOLLO,diagnostico de egreso en menores de 5 anos,neumonias,2007-08-01,13,13
RIBERALTA,diagnostico de egreso en menores de 5 anos,neumonias,2007-08-01,34,34
ROBORE,diagnostico de egreso en menores de 5 anos,neumonias,2007-08-01,6,6
RURRENABAQUE,diagnostico de egreso en menores de 5 anos,neumonias,2007-08-01,2,2
SACABA,diagnostico de egreso en menores de 5 anos,neumonias,2007-08-01,12,12
SAN ANTONIO DE LOMERIO,diagnostico de egreso en menores de 5 anos,neumonias,2007-08-01,1,1
SAN BORJA,diagnostico de egreso en menores de 5 anos,neumonias,2007-08-01,3,3
SAN BUENA VENTURA,diagnostico de egreso en menores de 5 anos,neumonias,2007-08-01,1,1
SAN CARLOS,diagnostico de egreso en menores de 5 anos,neumonias,2007-08-01,7,7
SAN IGNACIO,diagnostico de egreso en menores de 5 anos,neumonias,2007-08-01,1,1
SAN IGNACIO DE VELASCO,diagnostico de egreso en menores de 5 anos,neumonias,2007-08-01,25,25
SAN JOAQUIN,diagnostico de egreso en menores de 5 anos,neumonias,2007-08-01,1,1
SAN JOSE DE CHIQUITOS,diagnostico de egreso en menores de 5 anos,neumonias,2007-08-01,1,1
SAN JULIAN,diagnostico de egreso en menores de 5 anos,neumonias,2007-08-01,3,3
SAN MATIAS,diagnostico de egreso en menores de 5 anos,neumonias,2007-08-01,2,2
SAN MIGUEL DE VELASCO,diagnostico de egreso en menores de 5 anos,neumonias,2007-08-01,1,1
SAN RAFAEL,diagnostico de egreso en menores de 5 anos,neumonias,2007-08-01,1,1
SAN RAMON,diagnostico de egreso en menores de 5 anos,neumonias,2007-08-01,1,1
SAN RAMON,diagnostico de egreso en menores de 5 anos,neumonias,2007-08-01,1,1
SANTA ANA,diagnostico de egreso en menores de 5 anos,neumonias,2007-08-01,4,4
SANTA CRUZ DE LA SIERRA,diagnostico de egreso en menores de 5 anos,neumonias,2007-08-01,173,173
SANTA ROSA,diagnostico de egreso en menores de 5 anos,neumonias,2007-08-01,1,1
SANTA ROSA DEL SARA,diagnostico de egreso en menores de 5 anos,neumonias,2007-08-01,2,2
SOPACHUY,diagnostico de egreso en menores de 5 anos,neumonias,2007-08-01,1,1
SUCRE,diagnostico de egreso en menores de 5 anos,neumonias,2007-08-01,32,32
TACOBAMBA,diagnostico de egreso en menores de 5 anos,neumonias,2007-08-01,17,17
TARABUCO,diagnostico de egreso en menores de 5 anos,neumonias,2007-08-01,1,1
TARIJA,diagnostico de egreso en menores de 5 anos,neumonias,2007-08-01,30,30
TARVITA,diagnostico de egreso en menores de 5 anos,neumonias,2007-08-01,4,4
TIPUANI,diagnostico de egreso en menores de 5 anos,neumonias,2007-08-01,1,1
TIQUIPAYA,diagnostico de egreso en menores de 5 anos,neumonias,2007-08-01,2,2
TIRAQUE (CBBA),diagnostico de egreso en menores de 5 anos,neumonias,2007-08-01,22,22
TOTORA(CBBA),diagnostico de egreso en menores de 5 anos,neumonias,2007-08-01,1,1
TRINIDAD,diagnostico de egreso en menores de 5 anos,neumonias,2007-08-01,19,19
TUPIZA,diagnostico de egreso en menores de 5 anos,neumonias,2007-08-01,17,17
UNCIA,diagnostico de egreso en menores de 5 anos,neumonias,2007-08-01,4,4
URUBICHA,diagnostico de egreso en menores de 5 anos,neumonias,2007-08-01,2,2
VALLEGRANDE,diagnostico de egreso en menores de 5 anos,neumonias,2007-08-01,1,1
VILLA MONTES,diagnostico de egreso en menores de 5 anos,neumonias,2007-08-01,4,4
VILLA SERRANO,diagnostico de egreso en menores de 5 anos,neumonias,2007-08-01,2,2
VILLA TUNARI,diagnostico de egreso en menores de 5 anos,neumonias,2007-08-01,43,43
VILLAZON,diagnostico de egreso en menores de 5 anos,neumonias,2007-08-01,10,10
VINTO,diagnostico de egreso en menores de 5 anos,neumonias,2007-08-01,1,1
WARNES,diagnostico de egreso en menores de 5 anos,neumonias,2007-08-01,8,8
YACUIBA,diagnostico de egreso en menores de 5 anos,neumonias,2007-08-01,12,12
YAPACANI,diagnostico de egreso en menores de 5 anos,neumonias,2007-08-01,6,6
ACHACACHI,diagnostico de egreso en menores de 5 anos,neumonias,2007-09-01,1,1
AIQUILE,diagnostico de egreso en menores de 5 anos,neumonias,2007-09-01,2,2
ASCENCION DE GUARAYOS,diagnostico de egreso en menores de 5 anos,neumonias,2007-09-01,6,6
ATOCHA,diagnostico de egreso en menores de 5 anos,neumonias,2007-09-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),diagnostico de egreso en menores de 5 anos,neumonias,2007-09-01,1,1
AZURDUY,diagnostico de egreso en menores de 5 anos,neumonias,2007-09-01,8,8
BERMEJO,diagnostico de egreso en menores de 5 anos,neumonias,2007-09-01,2,2
BETANZOS,diagnostico de egreso en menores de 5 anos,neumonias,2007-09-01,4,4
BOYUIBE,diagnostico de egreso en menores de 5 anos,neumonias,2007-09-01,2,2
BUENA VISTA,diagnostico de egreso en menores de 5 anos,neumonias,2007-09-01,8,8
CABEZAS,diagnostico de egreso en menores de 5 anos,neumonias,2007-09-01,1,1
CAMARGO,diagnostico de egreso en menores de 5 anos,neumonias,2007-09-01,4,4
CAMATAQUI (C. VILLA ABECIA),diagnostico de egreso en menores de 5 anos,neumonias,2007-09-01,1,1
CAMIRI,diagnostico de egreso en menores de 5 anos,neumonias,2007-09-01,16,16
CARANAVI,diagnostico de egreso en menores de 5 anos,neumonias,2007-09-01,2,2
CARMEN RIVERO TORREZ,diagnostico de egreso en menores de 5 anos,neumonias,2007-09-01,6,6
CHALLAPATA,diagnostico de egreso en menores de 5 anos,neumonias,2007-09-01,2,2
CHARAGUA,diagnostico de egreso en menores de 5 anos,neumonias,2007-09-01,10,10
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso en menores de 5 anos,neumonias,2007-09-01,1,1
CLIZA,diagnostico de egreso en menores de 5 anos,neumonias,2007-09-01,2,2
COBIJA,diagnostico de egreso en menores de 5 anos,neumonias,2007-09-01,21,21
COCHABAMBA,diagnostico de egreso en menores de 5 anos,neumonias,2007-09-01,54,54
COLCAPIRHUA,diagnostico de egreso en menores de 5 anos,neumonias,2007-09-01,2,2
COMARAPA,diagnostico de egreso en menores de 5 anos,neumonias,2007-09-01,6,6
CONCEPCION,diagnostico de egreso en menores de 5 anos,neumonias,2007-09-01,3,3
COROICO,diagnostico de egreso en menores de 5 anos,neumonias,2007-09-01,1,1
COTAGAITA,diagnostico de egreso en menores de 5 anos,neumonias,2007-09-01,1,1
CULPINA,diagnostico de egreso en menores de 5 anos,neumonias,2007-09-01,2,2
EL ALTO,diagnostico de egreso en menores de 5 anos,neumonias,2007-09-01,39,39
EL TORNO,diagnostico de egreso en menores de 5 anos,neumonias,2007-09-01,3,3
ENTRE RIOS,diagnostico de egreso en menores de 5 anos,neumonias,2007-09-01,2,2
GUAYARAMERIN,diagnostico de egreso en menores de 5 anos,neumonias,2007-09-01,6,6
GUTIERREZ,diagnostico de egreso en menores de 5 anos,neumonias,2007-09-01,2,2
IXIAMAS,diagnostico de egreso en menores de 5 anos,neumonias,2007-09-01,1,1
LA GUARDIA,diagnostico de egreso en menores de 5 anos,neumonias,2007-09-01,2,2
LA PAZ,diagnostico de egreso en menores de 5 anos,neumonias,2007-09-01,50,50
LLALLAGUA,diagnostico de egreso en menores de 5 anos,neumonias,2007-09-01,6,6
LURIBAY,diagnostico de egreso en menores de 5 anos,neumonias,2007-09-01,1,1
MACHARETI,diagnostico de egreso en menores de 5 anos,neumonias,2007-09-01,3,3
MAGDALENA,diagnostico de egreso en menores de 5 anos,neumonias,2007-09-01,2,2
MONTEAGUDO,diagnostico de egreso en menores de 5 anos,neumonias,2007-09-01,5,5
MONTERO,diagnostico de egreso en menores de 5 anos,neumonias,2007-09-01,23,23
OCURI,diagnostico de egreso en menores de 5 anos,neumonias,2007-09-01,1,1
ORURO,diagnostico de egreso en menores de 5 anos,neumonias,2007-09-01,22,22
PADILLA,diagnostico de egreso en menores de 5 anos,neumonias,2007-09-01,2,2
PALOS BLANCOS,diagnostico de egreso en menores de 5 anos,neumonias,2007-09-01,5,5
POROMA,diagnostico de egreso en menores de 5 anos,neumonias,2007-09-01,3,3
PORTACHUELO,diagnostico de egreso en menores de 5 anos,neumonias,2007-09-01,1,1
POTOSI,diagnostico de egreso en menores de 5 anos,neumonias,2007-09-01,33,33
PUERTO SUAREZ,diagnostico de egreso en menores de 5 anos,neumonias,2007-09-01,5,5
PUERTO VILLARROEL,diagnostico de egreso en menores de 5 anos,neumonias,2007-09-01,7,7
PUNATA,diagnostico de egreso en menores de 5 anos,neumonias,2007-09-01,5,5
QUILLACOLLO,diagnostico de egreso en menores de 5 anos,neumonias,2007-09-01,10,10
RIBERALTA,diagnostico de egreso en menores de 5 anos,neumonias,2007-09-01,17,17
ROBORE,diagnostico de egreso en menores de 5 anos,neumonias,2007-09-01,2,2
RURRENABAQUE,diagnostico de egreso en menores de 5 anos,neumonias,2007-09-01,6,6
SACABA,diagnostico de egreso en menores de 5 anos,neumonias,2007-09-01,8,8
SACACA,diagnostico de egreso en menores de 5 anos,neumonias,2007-09-01,3,3
SAN BORJA,diagnostico de egreso en menores de 5 anos,neumonias,2007-09-01,2,2
SAN BUENA VENTURA,diagnostico de egreso en menores de 5 anos,neumonias,2007-09-01,3,3
SAN CARLOS,diagnostico de egreso en menores de 5 anos,neumonias,2007-09-01,6,6
SAN IGNACIO,diagnostico de egreso en menores de 5 anos,neumonias,2007-09-01,1,1
SAN IGNACIO DE VELASCO,diagnostico de egreso en menores de 5 anos,neumonias,2007-09-01,24,24
SAN JOAQUIN,diagnostico de egreso en menores de 5 anos,neumonias,2007-09-01,3,3
SAN JOSE DE CHIQUITOS,diagnostico de egreso en menores de 5 anos,neumonias,2007-09-01,1,1
SAN JULIAN,diagnostico de egreso en menores de 5 anos,neumonias,2007-09-01,21,21
SAN LUCAS,diagnostico de egreso en menores de 5 anos,neumonias,2007-09-01,3,3
SAN MATIAS,diagnostico de egreso en menores de 5 anos,neumonias,2007-09-01,6,6
SAN MIGUEL DE VELASCO,diagnostico de egreso en menores de 5 anos,neumonias,2007-09-01,4,4
SAN RAFAEL,diagnostico de egreso en menores de 5 anos,neumonias,2007-09-01,1,1
SAN RAMON,diagnostico de egreso en menores de 5 anos,neumonias,2007-09-01,5,5
SANTA CRUZ DE LA SIERRA,diagnostico de egreso en menores de 5 anos,neumonias,2007-09-01,105,105
SANTA ROSA,diagnostico de egreso en menores de 5 anos,neumonias,2007-09-01,3,3
SOPACHUY,diagnostico de egreso en menores de 5 anos,neumonias,2007-09-01,2,2
SUCRE,diagnostico de egreso en menores de 5 anos,neumonias,2007-09-01,38,38
TACOBAMBA,diagnostico de egreso en menores de 5 anos,neumonias,2007-09-01,4,4
TARABUCO,diagnostico de egreso en menores de 5 anos,neumonias,2007-09-01,2,2
TARIJA,diagnostico de egreso en menores de 5 anos,neumonias,2007-09-01,71,71
TARVITA,diagnostico de egreso en menores de 5 anos,neumonias,2007-09-01,2,2
TIQUIPAYA,diagnostico de egreso en menores de 5 anos,neumonias,2007-09-01,8,8
TIRAQUE (CBBA),diagnostico de egreso en menores de 5 anos,neumonias,2007-09-01,26,26
TRINIDAD,diagnostico de egreso en menores de 5 anos,neumonias,2007-09-01,17,17
TUPIZA,diagnostico de egreso en menores de 5 anos,neumonias,2007-09-01,8,8
UNCIA,diagnostico de egreso en menores de 5 anos,neumonias,2007-09-01,9,9
URIONDO (A. CONCEPCION),diagnostico de egreso en menores de 5 anos,neumonias,2007-09-01,1,1
VILLA MONTES,diagnostico de egreso en menores de 5 anos,neumonias,2007-09-01,14,14
VILLA SERRANO,diagnostico de egreso en menores de 5 anos,neumonias,2007-09-01,2,2
VILLA TUNARI,diagnostico de egreso en menores de 5 anos,neumonias,2007-09-01,12,12
VILLAZON,diagnostico de egreso en menores de 5 anos,neumonias,2007-09-01,4,4
WARNES,diagnostico de egreso en menores de 5 anos,neumonias,2007-09-01,5,5
YACUIBA,diagnostico de egreso en menores de 5 anos,neumonias,2007-09-01,16,16
YAPACANI,diagnostico de egreso en menores de 5 anos,neumonias,2007-09-01,12,12
AIQUILE,diagnostico de egreso en menores de 5 anos,neumonias,2007-10-01,2,2
APOLO,diagnostico de egreso en menores de 5 anos,neumonias,2007-10-01,1,1
ASCENCION DE GUARAYOS,diagnostico de egreso en menores de 5 anos,neumonias,2007-10-01,5,5
ATOCHA,diagnostico de egreso en menores de 5 anos,neumonias,2007-10-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),diagnostico de egreso en menores de 5 anos,neumonias,2007-10-01,5,5
BETANZOS,diagnostico de egreso en menores de 5 anos,neumonias,2007-10-01,3,3
CABEZAS,diagnostico de egreso en menores de 5 anos,neumonias,2007-10-01,1,1
CAMIRI,diagnostico de egreso en menores de 5 anos,neumonias,2007-10-01,20,20
CARANAVI,diagnostico de egreso en menores de 5 anos,neumonias,2007-10-01,6,6
CARAPARI,diagnostico de egreso en menores de 5 anos,neumonias,2007-10-01,1,1
CHALLAPATA,diagnostico de egreso en menores de 5 anos,neumonias,2007-10-01,2,2
CHARAGUA,diagnostico de egreso en menores de 5 anos,neumonias,2007-10-01,16,16
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso en menores de 5 anos,neumonias,2007-10-01,4,4
CLIZA,diagnostico de egreso en menores de 5 anos,neumonias,2007-10-01,3,3
COBIJA,diagnostico de egreso en menores de 5 anos,neumonias,2007-10-01,11,11
COCHABAMBA,diagnostico de egreso en menores de 5 anos,neumonias,2007-10-01,53,53
COLCAPIRHUA,diagnostico de egreso en menores de 5 anos,neumonias,2007-10-01,4,4
COMARAPA,diagnostico de egreso en menores de 5 anos,neumonias,2007-10-01,5,5
CONCEPCION,diagnostico de egreso en menores de 5 anos,neumonias,2007-10-01,5,5
COROICO,diagnostico de egreso en menores de 5 anos,neumonias,2007-10-01,3,3
COTAGAITA,diagnostico de egreso en menores de 5 anos,neumonias,2007-10-01,1,1
EL ALTO,diagnostico de egreso en menores de 5 anos,neumonias,2007-10-01,62,62
EL PUENTE(TJA),diagnostico de egreso en menores de 5 anos,neumonias,2007-10-01,10,10
EL TORNO,diagnostico de egreso en menores de 5 anos,neumonias,2007-10-01,1,1
ENTRE RIOS,diagnostico de egreso en menores de 5 anos,neumonias,2007-10-01,1,1
FERNANDEZ ALONSO,diagnostico de egreso en menores de 5 anos,neumonias,2007-10-01,32,32
GUAYARAMERIN,diagnostico de egreso en menores de 5 anos,neumonias,2007-10-01,5,5
GUTIERREZ,diagnostico de egreso en menores de 5 anos,neumonias,2007-10-01,1,1
HUANUNI,diagnostico de egreso en menores de 5 anos,neumonias,2007-10-01,3,3
IXIAMAS,diagnostico de egreso en menores de 5 anos,neumonias,2007-10-01,1,1
LA ASUNTA,diagnostico de egreso en menores de 5 anos,neumonias,2007-10-01,2,2
LA GUARDIA,diagnostico de egreso en menores de 5 anos,neumonias,2007-10-01,6,6
LA PAZ,diagnostico de egreso en menores de 5 anos,neumonias,2007-10-01,60,60
LLALLAGUA,diagnostico de egreso en menores de 5 anos,neumonias,2007-10-01,10,10
MAGDALENA,diagnostico de egreso en menores de 5 anos,neumonias,2007-10-01,3,3
MIZQUE,diagnostico de egreso en menores de 5 anos,neumonias,2007-10-01,4,4
MOJOCOYA,diagnostico de egreso en menores de 5 anos,neumonias,2007-10-01,4,4
MONTEAGUDO,diagnostico de egreso en menores de 5 anos,neumonias,2007-10-01,5,5
MONTERO,diagnostico de egreso en menores de 5 anos,neumonias,2007-10-01,34,34
OCURI,diagnostico de egreso en menores de 5 anos,neumonias,2007-10-01,1,1
OMEREQUE,diagnostico de egreso en menores de 5 anos,neumonias,2007-10-01,1,1
ORURO,diagnostico de egreso en menores de 5 anos,neumonias,2007-10-01,15,15
PADILLA,diagnostico de egreso en menores de 5 anos,neumonias,2007-10-01,1,1
PALOS BLANCOS,diagnostico de egreso en menores de 5 anos,neumonias,2007-10-01,3,3
PATACAMAYA,diagnostico de egreso en menores de 5 anos,neumonias,2007-10-01,2,2
PORTACHUELO,diagnostico de egreso en menores de 5 anos,neumonias,2007-10-01,2,2
POTOSI,diagnostico de egreso en menores de 5 anos,neumonias,2007-10-01,37,37
PUERTO RICO,diagnostico de egreso en menores de 5 anos,neumonias,2007-10-01,2,2
PUERTO VILLARROEL,diagnostico de egreso en menores de 5 anos,neumonias,2007-10-01,3,3
PUNATA,diagnostico de egreso en menores de 5 anos,neumonias,2007-10-01,9,9
QUILLACOLLO,diagnostico de egreso en menores de 5 anos,neumonias,2007-10-01,11,11
REYES,diagnostico de egreso en menores de 5 anos,neumonias,2007-10-01,16,16
RIBERALTA,diagnostico de egreso en menores de 5 anos,neumonias,2007-10-01,39,39
ROBORE,diagnostico de egreso en menores de 5 anos,neumonias,2007-10-01,4,4
RURRENABAQUE,diagnostico de egreso en menores de 5 anos,neumonias,2007-10-01,4,4
SACABA,diagnostico de egreso en menores de 5 anos,neumonias,2007-10-01,12,12
SACACA,diagnostico de egreso en menores de 5 anos,neumonias,2007-10-01,1,1
SAMAIPATA,diagnostico de egreso en menores de 5 anos,neumonias,2007-10-01,1,1
SAN ANTONIO DE LOMERIO,diagnostico de egreso en menores de 5 anos,neumonias,2007-10-01,1,1
SAN BORJA,diagnostico de egreso en menores de 5 anos,neumonias,2007-10-01,4,4
SAN BUENA VENTURA,diagnostico de egreso en menores de 5 anos,neumonias,2007-10-01,6,6
SAN CARLOS,diagnostico de egreso en menores de 5 anos,neumonias,2007-10-01,6,6
SAN IGNACIO,diagnostico de egreso en menores de 5 anos,neumonias,2007-10-01,3,3
SAN IGNACIO DE VELASCO,diagnostico de egreso en menores de 5 anos,neumonias,2007-10-01,34,34
SAN JAVIER(STC),diagnostico de egreso en menores de 5 anos,neumonias,2007-10-01,2,2
SAN JOAQUIN,diagnostico de egreso en menores de 5 anos,neumonias,2007-10-01,4,4
SAN JOSE DE CHIQUITOS,diagnostico de egreso en menores de 5 anos,neumonias,2007-10-01,2,2
SAN JULIAN,diagnostico de egreso en menores de 5 anos,neumonias,2007-10-01,40,40
SAN LUCAS,diagnostico de egreso en menores de 5 anos,neumonias,2007-10-01,7,7
SAN MATIAS,diagnostico de egreso en menores de 5 anos,neumonias,2007-10-01,5,5
SAN MIGUEL DE VELASCO,diagnostico de egreso en menores de 5 anos,neumonias,2007-10-01,2,2
SAN PEDRO DE BUENA VISTA,diagnostico de egreso en menores de 5 anos,neumonias,2007-10-01,1,1
SAN RAMON,diagnostico de egreso en menores de 5 anos,neumonias,2007-10-01,4,4
SANTA ANA,diagnostico de egreso en menores de 5 anos,neumonias,2007-10-01,1,1
SANTA CRUZ DE LA SIERRA,diagnostico de egreso en menores de 5 anos,neumonias,2007-10-01,119,119
SANTA ROSA,diagnostico de egreso en menores de 5 anos,neumonias,2007-10-01,1,1
SANTA ROSA DEL SARA,diagnostico de egreso en menores de 5 anos,neumonias,2007-10-01,1,1
SENA,diagnostico de egreso en menores de 5 anos,neumonias,2007-10-01,1,1
SOPACHUY,diagnostico de egreso en menores de 5 anos,neumonias,2007-10-01,2,2
SUCRE,diagnostico de egreso en menores de 5 anos,neumonias,2007-10-01,52,52
TACOPAYA,diagnostico de egreso en menores de 5 anos,neumonias,2007-10-01,1,1
TARABUCO,diagnostico de egreso en menores de 5 anos,neumonias,2007-10-01,3,3
TARIJA,diagnostico de egreso en menores de 5 anos,neumonias,2007-10-01,35,35
TINGUIPAYA,diagnostico de egreso en menores de 5 anos,neumonias,2007-10-01,6,6
TIQUIPAYA,diagnostico de egreso en menores de 5 anos,neumonias,2007-10-01,12,12
TIRAQUE (CBBA),diagnostico de egreso en menores de 5 anos,neumonias,2007-10-01,32,32
TOLEDO,diagnostico de egreso en menores de 5 anos,neumonias,2007-10-01,1,1
TRINIDAD,diagnostico de egreso en menores de 5 anos,neumonias,2007-10-01,14,14
TUPIZA,diagnostico de egreso en menores de 5 anos,neumonias,2007-10-01,19,19
UNCIA,diagnostico de egreso en menores de 5 anos,neumonias,2007-10-01,3,3
VALLEGRANDE,diagnostico de egreso en menores de 5 anos,neumonias,2007-10-01,5,5
VILLA MONTES,diagnostico de egreso en menores de 5 anos,neumonias,2007-10-01,24,24
VILLA TUNARI,diagnostico de egreso en menores de 5 anos,neumonias,2007-10-01,13,13
VILLAZON,diagnostico de egreso en menores de 5 anos,neumonias,2007-10-01,9,9
VINTO,diagnostico de egreso en menores de 5 anos,neumonias,2007-10-01,3,3
WARNES,diagnostico de egreso en menores de 5 anos,neumonias,2007-10-01,5,5
YACUIBA,diagnostico de egreso en menores de 5 anos,neumonias,2007-10-01,34,34
YAPACANI,diagnostico de egreso en menores de 5 anos,neumonias,2007-10-01,12,12
ZUDAÑEZ,diagnostico de egreso en menores de 5 anos,neumonias,2007-10-01,1,1
APOLO,diagnostico de egreso en menores de 5 anos,neumonias,2007-11-01,1,1
ASCENCION DE GUARAYOS,diagnostico de egreso en menores de 5 anos,neumonias,2007-11-01,5,5
ATOCHA,diagnostico de egreso en menores de 5 anos,neumonias,2007-11-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),diagnostico de egreso en menores de 5 anos,neumonias,2007-11-01,4,4
BERMEJO,diagnostico de egreso en menores de 5 anos,neumonias,2007-11-01,1,1
BUENA VISTA,diagnostico de egreso en menores de 5 anos,neumonias,2007-11-01,7,7
CABEZAS,diagnostico de egreso en menores de 5 anos,neumonias,2007-11-01,1,1
CAMARGO,diagnostico de egreso en menores de 5 anos,neumonias,2007-11-01,26,26
CAMIRI,diagnostico de egreso en menores de 5 anos,neumonias,2007-11-01,11,11
CARANAVI,diagnostico de egreso en menores de 5 anos,neumonias,2007-11-01,2,2
CHALLAPATA,diagnostico de egreso en menores de 5 anos,neumonias,2007-11-01,2,2
CHARAGUA,diagnostico de egreso en menores de 5 anos,neumonias,2007-11-01,6,6
CLIZA,diagnostico de egreso en menores de 5 anos,neumonias,2007-11-01,1,1
