municipality,group,variable,month,Otros,TOTAL
SAN BUENA VENTURA,diagnostico de egreso en menores de 5 anos,otros,2007-08-01,2,2
SAN CARLOS,diagnostico de egreso en menores de 5 anos,otros,2007-08-01,7,7
SAN IGNACIO DE VELASCO,diagnostico de egreso en menores de 5 anos,otros,2007-08-01,76,76
SAN JAVIER(STC),diagnostico de egreso en menores de 5 anos,otros,2007-08-01,1,1
SAN JOAQUIN,diagnostico de egreso en menores de 5 anos,otros,2007-08-01,2,2
SAN JULIAN,diagnostico de egreso en menores de 5 anos,otros,2007-08-01,4,4
SAN LUCAS,diagnostico de egreso en menores de 5 anos,otros,2007-08-01,5,5
SAN RAFAEL,diagnostico de egreso en menores de 5 anos,otros,2007-08-01,3,3
SAN RAMON,diagnostico de egreso en menores de 5 anos,otros,2007-08-01,1,1
SANTA ANA,diagnostico de egreso en menores de 5 anos,otros,2007-08-01,5,5
SANTA CRUZ DE LA SIERRA,diagnostico de egreso en menores de 5 anos,otros,2007-08-01,916,916
SANTA ROSA,diagnostico de egreso en menores de 5 anos,otros,2007-08-01,2,2
SANTA ROSA DEL SARA,diagnostico de egreso en menores de 5 anos,otros,2007-08-01,2,2
SIPE SIPE,diagnostico de egreso en menores de 5 anos,otros,2007-08-01,9,9
SOPACHUY,diagnostico de egreso en menores de 5 anos,otros,2007-08-01,4,4
SUCRE,diagnostico de egreso en menores de 5 anos,otros,2007-08-01,150,150
TARABUCO,diagnostico de egreso en menores de 5 anos,otros,2007-08-01,9,9
TARIJA,diagnostico de egreso en menores de 5 anos,otros,2007-08-01,89,89
TIQUIPAYA,diagnostico de egreso en menores de 5 anos,otros,2007-08-01,1,1
TIRAQUE (CBBA),diagnostico de egreso en menores de 5 anos,otros,2007-08-01,24,24
TOMINA,diagnostico de egreso en menores de 5 anos,otros,2007-08-01,2,2
TOTORA(CBBA),diagnostico de egreso en menores de 5 anos,otros,2007-08-01,1,1
TRINIDAD,diagnostico de egreso en menores de 5 anos,otros,2007-08-01,321,321
TUPIZA,diagnostico de egreso en menores de 5 anos,otros,2007-08-01,25,25
UNCIA,diagnostico de egreso en menores de 5 anos,otros,2007-08-01,98,98
VALLEGRANDE,diagnostico de egreso en menores de 5 anos,otros,2007-08-01,11,11
VILLA MONTES,diagnostico de egreso en menores de 5 anos,otros,2007-08-01,18,18
VILLA TUNARI,diagnostico de egreso en menores de 5 anos,otros,2007-08-01,17,17
VILLAZON,diagnostico de egreso en menores de 5 anos,otros,2007-08-01,17,17
WARNES,diagnostico de egreso en menores de 5 anos,otros,2007-08-01,7,7
YACUIBA,diagnostico de egreso en menores de 5 anos,otros,2007-08-01,17,17
YAPACANI,diagnostico de egreso en menores de 5 anos,otros,2007-08-01,9,9
ACHACACHI,diagnostico de egreso en menores de 5 anos,otros,2007-09-01,3,3
AIQUILE,diagnostico de egreso en menores de 5 anos,otros,2007-09-01,4,4
APOLO,diagnostico de egreso en menores de 5 anos,otros,2007-09-01,5,5
ASCENCION DE GUARAYOS,diagnostico de egreso en menores de 5 anos,otros,2007-09-01,9,9
ATOCHA,diagnostico de egreso en menores de 5 anos,otros,2007-09-01,19,19
AYOPAYA (V. DE INDEPENDENCIA),diagnostico de egreso en menores de 5 anos,otros,2007-09-01,4,4
AZURDUY,diagnostico de egreso en menores de 5 anos,otros,2007-09-01,89,89
BAURES,diagnostico de egreso en menores de 5 anos,otros,2007-09-01,2,2
BERMEJO,diagnostico de egreso en menores de 5 anos,otros,2007-09-01,20,20
BOYUIBE,diagnostico de egreso en menores de 5 anos,otros,2007-09-01,2,2
CABEZAS,diagnostico de egreso en menores de 5 anos,otros,2007-09-01,2,2
CAMARGO,diagnostico de egreso en menores de 5 anos,otros,2007-09-01,11,11
CAMIRI,diagnostico de egreso en menores de 5 anos,otros,2007-09-01,38,38
CARANAVI,diagnostico de egreso en menores de 5 anos,otros,2007-09-01,9,9
CHALLAPATA,diagnostico de egreso en menores de 5 anos,otros,2007-09-01,3,3
CHARAGUA,diagnostico de egreso en menores de 5 anos,otros,2007-09-01,6,6
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso en menores de 5 anos,otros,2007-09-01,9,9
CLIZA,diagnostico de egreso en menores de 5 anos,otros,2007-09-01,23,23
COBIJA,diagnostico de egreso en menores de 5 anos,otros,2007-09-01,21,21
COCHABAMBA,diagnostico de egreso en menores de 5 anos,otros,2007-09-01,164,164
COLCAPIRHUA,diagnostico de egreso en menores de 5 anos,otros,2007-09-01,4,4
COLQUIRI,diagnostico de egreso en menores de 5 anos,otros,2007-09-01,1,1
COMARAPA,diagnostico de egreso en menores de 5 anos,otros,2007-09-01,2,2
CONCEPCION,diagnostico de egreso en menores de 5 anos,otros,2007-09-01,6,6
COROICO,diagnostico de egreso en menores de 5 anos,otros,2007-09-01,11,11
COTAGAITA,diagnostico de egreso en menores de 5 anos,otros,2007-09-01,2,2
EL ALTO,diagnostico de egreso en menores de 5 anos,otros,2007-09-01,129,129
EL TORNO,diagnostico de egreso en menores de 5 anos,otros,2007-09-01,2,2
GUAYARAMERIN,diagnostico de egreso en menores de 5 anos,otros,2007-09-01,151,151
HUANUNI,diagnostico de egreso en menores de 5 anos,otros,2007-09-01,3,3
IRUPANA (VILLA DE LANZA),diagnostico de egreso en menores de 5 anos,otros,2007-09-01,14,14
LA ASUNTA,diagnostico de egreso en menores de 5 anos,otros,2007-09-01,1,1
LA PAZ,diagnostico de egreso en menores de 5 anos,otros,2007-09-01,560,560
LLALLAGUA,diagnostico de egreso en menores de 5 anos,otros,2007-09-01,13,13
MAGDALENA,diagnostico de egreso en menores de 5 anos,otros,2007-09-01,6,6
MAIRANA,diagnostico de egreso en menores de 5 anos,otros,2007-09-01,1,1
MIZQUE,diagnostico de egreso en menores de 5 anos,otros,2007-09-01,2,2
MONTEAGUDO,diagnostico de egreso en menores de 5 anos,otros,2007-09-01,5,5
MONTERO,diagnostico de egreso en menores de 5 anos,otros,2007-09-01,66,66
OCURI,diagnostico de egreso en menores de 5 anos,otros,2007-09-01,2,2
ORURO,diagnostico de egreso en menores de 5 anos,otros,2007-09-01,84,84
PADILLA,diagnostico de egreso en menores de 5 anos,otros,2007-09-01,2,2
PALOS BLANCOS,diagnostico de egreso en menores de 5 anos,otros,2007-09-01,2,2
PORTACHUELO,diagnostico de egreso en menores de 5 anos,otros,2007-09-01,6,6
POTOSI,diagnostico de egreso en menores de 5 anos,otros,2007-09-01,75,75
PUERTO SUAREZ,diagnostico de egreso en menores de 5 anos,otros,2007-09-01,5,5
PUERTO VILLARROEL,diagnostico de egreso en menores de 5 anos,otros,2007-09-01,5,5
PUNATA,diagnostico de egreso en menores de 5 anos,otros,2007-09-01,26,26
QUILLACOLLO,diagnostico de egreso en menores de 5 anos,otros,2007-09-01,23,23
RIBERALTA,diagnostico de egreso en menores de 5 anos,otros,2007-09-01,42,42
ROBORE,diagnostico de egreso en menores de 5 anos,otros,2007-09-01,2,2
RURRENABAQUE,diagnostico de egreso en menores de 5 anos,otros,2007-09-01,14,14
SACABA,diagnostico de egreso en menores de 5 anos,otros,2007-09-01,33,33
SAMAIPATA,diagnostico de egreso en menores de 5 anos,otros,2007-09-01,2,2
SAN BORJA,diagnostico de egreso en menores de 5 anos,otros,2007-09-01,5,5
SAN CARLOS,diagnostico de egreso en menores de 5 anos,otros,2007-09-01,3,3
SAN IGNACIO DE VELASCO,diagnostico de egreso en menores de 5 anos,otros,2007-09-01,98,98
SAN JOAQUIN,diagnostico de egreso en menores de 5 anos,otros,2007-09-01,3,3
SAN JOSE DE CHIQUITOS,diagnostico de egreso en menores de 5 anos,otros,2007-09-01,14,14
SAN JULIAN,diagnostico de egreso en menores de 5 anos,otros,2007-09-01,2,2
SAN LUCAS,diagnostico de egreso en menores de 5 anos,otros,2007-09-01,5,5
SAN MATIAS,diagnostico de egreso en menores de 5 anos,otros,2007-09-01,1,1
SAN RAFAEL,diagnostico de egreso en menores de 5 anos,otros,2007-09-01,3,3
SAN RAMON,diagnostico de egreso en menores de 5 anos,otros,2007-09-01,3,3
SANTA ANA,diagnostico de egreso en menores de 5 anos,otros,2007-09-01,4,4
SANTA CRUZ DE LA SIERRA,diagnostico de egreso en menores de 5 anos,otros,2007-09-01,1208,1208
SIPE SIPE,diagnostico de egreso en menores de 5 anos,otros,2007-09-01,15,15
SOPACHUY,diagnostico de egreso en menores de 5 anos,otros,2007-09-01,3,3
SORATA,diagnostico de egreso en menores de 5 anos,otros,2007-09-01,2,2
SUCRE,diagnostico de egreso en menores de 5 anos,otros,2007-09-01,134,134
TACOBAMBA,diagnostico de egreso en menores de 5 anos,otros,2007-09-01,3,3
TARABUCO,diagnostico de egreso en menores de 5 anos,otros,2007-09-01,7,7
TARIJA,diagnostico de egreso en menores de 5 anos,otros,2007-09-01,47,47
TIQUIPAYA,diagnostico de egreso en menores de 5 anos,otros,2007-09-01,2,2
TIRAQUE (CBBA),diagnostico de egreso en menores de 5 anos,otros,2007-09-01,17,17
TOTORA(CBBA),diagnostico de egreso en menores de 5 anos,otros,2007-09-01,1,1
TRINIDAD,diagnostico de egreso en menores de 5 anos,otros,2007-09-01,300,300
TUPIZA,diagnostico de egreso en menores de 5 anos,otros,2007-09-01,9,9
UNCIA,diagnostico de egreso en menores de 5 anos,otros,2007-09-01,107,107
VALLEGRANDE,diagnostico de egreso en menores de 5 anos,otros,2007-09-01,9,9
VILLA MONTES,diagnostico de egreso en menores de 5 anos,otros,2007-09-01,16,16
VILLA TUNARI,diagnostico de egreso en menores de 5 anos,otros,2007-09-01,29,29
VILLAZON,diagnostico de egreso en menores de 5 anos,otros,2007-09-01,13,13
VINTO,diagnostico de egreso en menores de 5 anos,otros,2007-09-01,3,3
WARNES,diagnostico de egreso en menores de 5 anos,otros,2007-09-01,7,7
YACUIBA,diagnostico de egreso en menores de 5 anos,otros,2007-09-01,40,40
YAPACANI,diagnostico de egreso en menores de 5 anos,otros,2007-09-01,9,9
ZUDAÑEZ,diagnostico de egreso en menores de 5 anos,otros,2007-09-01,2,2
AIQUILE,diagnostico de egreso en menores de 5 anos,otros,2007-10-01,7,7
APOLO,diagnostico de egreso en menores de 5 anos,otros,2007-10-01,3,3
ASCENCION DE GUARAYOS,diagnostico de egreso en menores de 5 anos,otros,2007-10-01,15,15
ATOCHA,diagnostico de egreso en menores de 5 anos,otros,2007-10-01,14,14
BERMEJO,diagnostico de egreso en menores de 5 anos,otros,2007-10-01,17,17
BOYUIBE,diagnostico de egreso en menores de 5 anos,otros,2007-10-01,1,1
CABEZAS,diagnostico de egreso en menores de 5 anos,otros,2007-10-01,1,1
CAMIRI,diagnostico de egreso en menores de 5 anos,otros,2007-10-01,39,39
CARANAVI,diagnostico de egreso en menores de 5 anos,otros,2007-10-01,10,10
CHALLAPATA,diagnostico de egreso en menores de 5 anos,otros,2007-10-01,1,1
CHARAGUA,diagnostico de egreso en menores de 5 anos,otros,2007-10-01,6,6
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso en menores de 5 anos,otros,2007-10-01,3,3
COBIJA,diagnostico de egreso en menores de 5 anos,otros,2007-10-01,40,40
COCHABAMBA,diagnostico de egreso en menores de 5 anos,otros,2007-10-01,174,174
COLCAPIRHUA,diagnostico de egreso en menores de 5 anos,otros,2007-10-01,15,15
COMARAPA,diagnostico de egreso en menores de 5 anos,otros,2007-10-01,3,3
COROICO,diagnostico de egreso en menores de 5 anos,otros,2007-10-01,6,6
CULPINA,diagnostico de egreso en menores de 5 anos,otros,2007-10-01,3,3
EL ALTO,diagnostico de egreso en menores de 5 anos,otros,2007-10-01,164,164
EL PUENTE(TJA),diagnostico de egreso en menores de 5 anos,otros,2007-10-01,47,47
EL TORNO,diagnostico de egreso en menores de 5 anos,otros,2007-10-01,2,2
GUAYARAMERIN,diagnostico de egreso en menores de 5 anos,otros,2007-10-01,170,170
HUANUNI,diagnostico de egreso en menores de 5 anos,otros,2007-10-01,4,4
LA ASUNTA,diagnostico de egreso en menores de 5 anos,otros,2007-10-01,1,1
LA GUARDIA,diagnostico de egreso en menores de 5 anos,otros,2007-10-01,4,4
LA PAZ,diagnostico de egreso en menores de 5 anos,otros,2007-10-01,619,619
LLALLAGUA,diagnostico de egreso en menores de 5 anos,otros,2007-10-01,16,16
MAGDALENA,diagnostico de egreso en menores de 5 anos,otros,2007-10-01,9,9
MAIRANA,diagnostico de egreso en menores de 5 anos,otros,2007-10-01,1,1
MIZQUE,diagnostico de egreso en menores de 5 anos,otros,2007-10-01,4,4
MONTEAGUDO,diagnostico de egreso en menores de 5 anos,otros,2007-10-01,9,9
MONTERO,diagnostico de egreso en menores de 5 anos,otros,2007-10-01,108,108
OCURI,diagnostico de egreso en menores de 5 anos,otros,2007-10-01,1,1
OMEREQUE,diagnostico de egreso en menores de 5 anos,otros,2007-10-01,1,1
ORURO,diagnostico de egreso en menores de 5 anos,otros,2007-10-01,57,57
PADILLA,diagnostico de egreso en menores de 5 anos,otros,2007-10-01,5,5
PORTACHUELO,diagnostico de egreso en menores de 5 anos,otros,2007-10-01,7,7
POTOSI,diagnostico de egreso en menores de 5 anos,otros,2007-10-01,86,86
PUERTO RICO,diagnostico de egreso en menores de 5 anos,otros,2007-10-01,1,1
PUERTO SUAREZ,diagnostico de egreso en menores de 5 anos,otros,2007-10-01,1,1
PUERTO VILLARROEL,diagnostico de egreso en menores de 5 anos,otros,2007-10-01,11,11
PUNATA,diagnostico de egreso en menores de 5 anos,otros,2007-10-01,31,31
QUILLACOLLO,diagnostico de egreso en menores de 5 anos,otros,2007-10-01,14,14
RIBERALTA,diagnostico de egreso en menores de 5 anos,otros,2007-10-01,50,50
ROBORE,diagnostico de egreso en menores de 5 anos,otros,2007-10-01,1,1
RURRENABAQUE,diagnostico de egreso en menores de 5 anos,otros,2007-10-01,7,7
SACABA,diagnostico de egreso en menores de 5 anos,otros,2007-10-01,29,29
SAN BORJA,diagnostico de egreso en menores de 5 anos,otros,2007-10-01,4,4
SAN CARLOS,diagnostico de egreso en menores de 5 anos,otros,2007-10-01,8,8
SAN IGNACIO,diagnostico de egreso en menores de 5 anos,otros,2007-10-01,3,3
SAN IGNACIO DE VELASCO,diagnostico de egreso en menores de 5 anos,otros,2007-10-01,63,63
SAN JOAQUIN,diagnostico de egreso en menores de 5 anos,otros,2007-10-01,4,4
SAN JULIAN,diagnostico de egreso en menores de 5 anos,otros,2007-10-01,47,47
SAN LUCAS,diagnostico de egreso en menores de 5 anos,otros,2007-10-01,4,4
SAN MATIAS,diagnostico de egreso en menores de 5 anos,otros,2007-10-01,4,4
SAN MIGUEL DE VELASCO,diagnostico de egreso en menores de 5 anos,otros,2007-10-01,2,2
SAN RAMON,diagnostico de egreso en menores de 5 anos,otros,2007-10-01,6,6
SANTA ANA,diagnostico de egreso en menores de 5 anos,otros,2007-10-01,3,3
SANTA CRUZ DE LA SIERRA,diagnostico de egreso en menores de 5 anos,otros,2007-10-01,1157,1157
SIPE SIPE,diagnostico de egreso en menores de 5 anos,otros,2007-10-01,7,7
SOPACHUY,diagnostico de egreso en menores de 5 anos,otros,2007-10-01,2,2
SUCRE,diagnostico de egreso en menores de 5 anos,otros,2007-10-01,177,177
TARABUCO,diagnostico de egreso en menores de 5 anos,otros,2007-10-01,5,5
TARIJA,diagnostico de egreso en menores de 5 anos,otros,2007-10-01,135,135
TIQUIPAYA,diagnostico de egreso en menores de 5 anos,otros,2007-10-01,8,8
TIRAQUE (CBBA),diagnostico de egreso en menores de 5 anos,otros,2007-10-01,20,20
TORO TORO,diagnostico de egreso en menores de 5 anos,otros,2007-10-01,1,1
TOTORA(CBBA),diagnostico de egreso en menores de 5 anos,otros,2007-10-01,2,2
TRINIDAD,diagnostico de egreso en menores de 5 anos,otros,2007-10-01,269,269
TUPIZA,diagnostico de egreso en menores de 5 anos,otros,2007-10-01,8,8
UNCIA,diagnostico de egreso en menores de 5 anos,otros,2007-10-01,106,106
VALLEGRANDE,diagnostico de egreso en menores de 5 anos,otros,2007-10-01,6,6
VILLA MONTES,diagnostico de egreso en menores de 5 anos,otros,2007-10-01,14,14
VILLA TUNARI,diagnostico de egreso en menores de 5 anos,otros,2007-10-01,35,35
VILLAZON,diagnostico de egreso en menores de 5 anos,otros,2007-10-01,13,13
WARNES,diagnostico de egreso en menores de 5 anos,otros,2007-10-01,6,6
YACUIBA,diagnostico de egreso en menores de 5 anos,otros,2007-10-01,50,50
YAPACANI,diagnostico de egreso en menores de 5 anos,otros,2007-10-01,7,7
AIQUILE,diagnostico de egreso en menores de 5 anos,otros,2007-11-01,6,6
APOLO,diagnostico de egreso en menores de 5 anos,otros,2007-11-01,2,2
ASCENCION DE GUARAYOS,diagnostico de egreso en menores de 5 anos,otros,2007-11-01,10,10
ATOCHA,diagnostico de egreso en menores de 5 anos,otros,2007-11-01,17,17
AYOPAYA (V. DE INDEPENDENCIA),diagnostico de egreso en menores de 5 anos,otros,2007-11-01,2,2
BERMEJO,diagnostico de egreso en menores de 5 anos,otros,2007-11-01,25,25
CABEZAS,diagnostico de egreso en menores de 5 anos,otros,2007-11-01,1,1
CAMARGO,diagnostico de egreso en menores de 5 anos,otros,2007-11-01,8,8
CAMIRI,diagnostico de egreso en menores de 5 anos,otros,2007-11-01,17,17
CARANAVI,diagnostico de egreso en menores de 5 anos,otros,2007-11-01,10,10
CHALLAPATA,diagnostico de egreso en menores de 5 anos,otros,2007-11-01,3,3
CHARAGUA,diagnostico de egreso en menores de 5 anos,otros,2007-11-01,18,18
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso en menores de 5 anos,otros,2007-11-01,6,6
COBIJA,diagnostico de egreso en menores de 5 anos,otros,2007-11-01,18,18
COCHABAMBA,diagnostico de egreso en menores de 5 anos,otros,2007-11-01,180,180
COLCAPIRHUA,diagnostico de egreso en menores de 5 anos,otros,2007-11-01,3,3
COMARAPA,diagnostico de egreso en menores de 5 anos,otros,2007-11-01,10,10
COROICO,diagnostico de egreso en menores de 5 anos,otros,2007-11-01,8,8
COTOCA,diagnostico de egreso en menores de 5 anos,otros,2007-11-01,1,1
EL ALTO,diagnostico de egreso en menores de 5 anos,otros,2007-11-01,93,93
EL PUENTE(TJA),diagnostico de egreso en menores de 5 anos,otros,2007-11-01,89,89
GUAYARAMERIN,diagnostico de egreso en menores de 5 anos,otros,2007-11-01,159,159
GUTIERREZ,diagnostico de egreso en menores de 5 anos,otros,2007-11-01,1,1
HUANUNI,diagnostico de egreso en menores de 5 anos,otros,2007-11-01,6,6
IXIAMAS,diagnostico de egreso en menores de 5 anos,otros,2007-11-01,2,2
LA GUARDIA,diagnostico de egreso en menores de 5 anos,otros,2007-11-01,3,3
LA PAZ,diagnostico de egreso en menores de 5 anos,otros,2007-11-01,622,622
LLALLAGUA,diagnostico de egreso en menores de 5 anos,otros,2007-11-01,11,11
MAGDALENA,diagnostico de egreso en menores de 5 anos,otros,2007-11-01,12,12
MIZQUE,diagnostico de egreso en menores de 5 anos,otros,2007-11-01,1,1
MONTEAGUDO,diagnostico de egreso en menores de 5 anos,otros,2007-11-01,6,6
MONTERO,diagnostico de egreso en menores de 5 anos,otros,2007-11-01,63,63
ORURO,diagnostico de egreso en menores de 5 anos,otros,2007-11-01,71,71
PADILLA,diagnostico de egreso en menores de 5 anos,otros,2007-11-01,10,10
PORTACHUELO,diagnostico de egreso en menores de 5 anos,otros,2007-11-01,3,3
POTOSI,diagnostico de egreso en menores de 5 anos,otros,2007-11-01,62,62
PUERTO RICO,diagnostico de egreso en menores de 5 anos,otros,2007-11-01,1,1
PUERTO SILES,diagnostico de egreso en menores de 5 anos,otros,2007-11-01,1,1
PUERTO SUAREZ,diagnostico de egreso en menores de 5 anos,otros,2007-11-01,1,1
PUERTO VILLARROEL,diagnostico de egreso en menores de 5 anos,otros,2007-11-01,14,14
PUNATA,diagnostico de egreso en menores de 5 anos,otros,2007-11-01,21,21
QUILLACOLLO,diagnostico de egreso en menores de 5 anos,otros,2007-11-01,35,35
RIBERALTA,diagnostico de egreso en menores de 5 anos,otros,2007-11-01,22,22
ROBORE,diagnostico de egreso en menores de 5 anos,otros,2007-11-01,4,4
SACABA,diagnostico de egreso en menores de 5 anos,otros,2007-11-01,1,1
SACACA,diagnostico de egreso en menores de 5 anos,otros,2007-11-01,1,1
SAN BORJA,diagnostico de egreso en menores de 5 anos,otros,2007-11-01,9,9
SAN CARLOS,diagnostico de egreso en menores de 5 anos,otros,2007-11-01,8,8
SAN IGNACIO,diagnostico de egreso en menores de 5 anos,otros,2007-11-01,1,1
SAN IGNACIO DE VELASCO,diagnostico de egreso en menores de 5 anos,otros,2007-11-01,65,65
SAN JOSE DE CHIQUITOS,diagnostico de egreso en menores de 5 anos,otros,2007-11-01,3,3
SAN JULIAN,diagnostico de egreso en menores de 5 anos,otros,2007-11-01,4,4
SAN LUCAS,diagnostico de egreso en menores de 5 anos,otros,2007-11-01,5,5
SAN MATIAS,diagnostico de egreso en menores de 5 anos,otros,2007-11-01,1,1
SAN MIGUEL DE VELASCO,diagnostico de egreso en menores de 5 anos,otros,2007-11-01,1,1
SAN RAMON,diagnostico de egreso en menores de 5 anos,otros,2007-11-01,1,1
SANTA ANA,diagnostico de egreso en menores de 5 anos,otros,2007-11-01,2,2
SANTA CRUZ DE LA SIERRA,diagnostico de egreso en menores de 5 anos,otros,2007-11-01,1189,1189
SIPE SIPE,diagnostico de egreso en menores de 5 anos,otros,2007-11-01,12,12
SOPACHUY,diagnostico de egreso en menores de 5 anos,otros,2007-11-01,4,4
SUCRE,diagnostico de egreso en menores de 5 anos,otros,2007-11-01,148,148
TARABUCO,diagnostico de egreso en menores de 5 anos,otros,2007-11-01,10,10
TARIJA,diagnostico de egreso en menores de 5 anos,otros,2007-11-01,108,108
TIQUIPAYA,diagnostico de egreso en menores de 5 anos,otros,2007-11-01,3,3
TIRAQUE (CBBA),diagnostico de egreso en menores de 5 anos,otros,2007-11-01,27,27
TOLEDO,diagnostico de egreso en menores de 5 anos,otros,2007-11-01,9,9
TOTORA(CBBA),diagnostico de egreso en menores de 5 anos,otros,2007-11-01,1,1
TRINIDAD,diagnostico de egreso en menores de 5 anos,otros,2007-11-01,247,247
TUPIZA,diagnostico de egreso en menores de 5 anos,otros,2007-11-01,8,8
UNCIA,diagnostico de egreso en menores de 5 anos,otros,2007-11-01,63,63
VALLEGRANDE,diagnostico de egreso en menores de 5 anos,otros,2007-11-01,6,6
VILLA MONTES,diagnostico de egreso en menores de 5 anos,otros,2007-11-01,30,30
VILLA TUNARI,diagnostico de egreso en menores de 5 anos,otros,2007-11-01,31,31
VILLAZON,diagnostico de egreso en menores de 5 anos,otros,2007-11-01,34,34
WARNES,diagnostico de egreso en menores de 5 anos,otros,2007-11-01,4,4
YACUIBA,diagnostico de egreso en menores de 5 anos,otros,2007-11-01,42,42
YAPACANI,diagnostico de egreso en menores de 5 anos,otros,2007-11-01,4,4
YUNCHARA,diagnostico de egreso en menores de 5 anos,otros,2007-11-01,9,9
ACHACACHI,diagnostico de egreso en menores de 5 anos,otros,2007-12-01,1,1
AIQUILE,diagnostico de egreso en menores de 5 anos,otros,2007-12-01,8,8
APOLO,diagnostico de egreso en menores de 5 anos,otros,2007-12-01,3,3
ASCENCION DE GUARAYOS,diagnostico de egreso en menores de 5 anos,otros,2007-12-01,18,18
ATOCHA,diagnostico de egreso en menores de 5 anos,otros,2007-12-01,19,19
AYOPAYA (V. DE INDEPENDENCIA),diagnostico de egreso en menores de 5 anos,otros,2007-12-01,2,2
BERMEJO,diagnostico de egreso en menores de 5 anos,otros,2007-12-01,17,17
CABEZAS,diagnostico de egreso en menores de 5 anos,otros,2007-12-01,1,1
CAMARGO,diagnostico de egreso en menores de 5 anos,otros,2007-12-01,7,7
CAMIRI,diagnostico de egreso en menores de 5 anos,otros,2007-12-01,18,18
CARANAVI,diagnostico de egreso en menores de 5 anos,otros,2007-12-01,10,10
CHALLAPATA,diagnostico de egreso en menores de 5 anos,otros,2007-12-01,5,5
CHARAGUA,diagnostico de egreso en menores de 5 anos,otros,2007-12-01,6,6
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso en menores de 5 anos,otros,2007-12-01,5,5
COBIJA,diagnostico de egreso en menores de 5 anos,otros,2007-12-01,11,11
COCHABAMBA,diagnostico de egreso en menores de 5 anos,otros,2007-12-01,146,146
COLCAPIRHUA,diagnostico de egreso en menores de 5 anos,otros,2007-12-01,2,2
COMARAPA,diagnostico de egreso en menores de 5 anos,otros,2007-12-01,6,6
COROICO,diagnostico de egreso en menores de 5 anos,otros,2007-12-01,6,6
COTOCA,diagnostico de egreso en menores de 5 anos,otros,2007-12-01,3,3
EL ALTO,diagnostico de egreso en menores de 5 anos,otros,2007-12-01,164,164
EL TORNO,diagnostico de egreso en menores de 5 anos,otros,2007-12-01,1,1
GUAYARAMERIN,diagnostico de egreso en menores de 5 anos,otros,2007-12-01,26,26
IXIAMAS,diagnostico de egreso en menores de 5 anos,otros,2007-12-01,1,1
LA ASUNTA,diagnostico de egreso en menores de 5 anos,otros,2007-12-01,1,1
LA GUARDIA,diagnostico de egreso en menores de 5 anos,otros,2007-12-01,1,1
LA PAZ,diagnostico de egreso en menores de 5 anos,otros,2007-12-01,648,648
LLALLAGUA,diagnostico de egreso en menores de 5 anos,otros,2007-12-01,23,23
MAGDALENA,diagnostico de egreso en menores de 5 anos,otros,2007-12-01,2,2
MAIRANA,diagnostico de egreso en menores de 5 anos,otros,2007-12-01,1,1
MIZQUE,diagnostico de egreso en menores de 5 anos,otros,2007-12-01,4,4
MONTEAGUDO,diagnostico de egreso en menores de 5 anos,otros,2007-12-01,10,10
MONTERO,diagnostico de egreso en menores de 5 anos,otros,2007-12-01,112,112
ORURO,diagnostico de egreso en menores de 5 anos,otros,2007-12-01,62,62
PADILLA,diagnostico de egreso en menores de 5 anos,otros,2007-12-01,7,7
PALOS BLANCOS,diagnostico de egreso en menores de 5 anos,otros,2007-12-01,1,1
PORTACHUELO,diagnostico de egreso en menores de 5 anos,otros,2007-12-01,4,4
POTOSI,diagnostico de egreso en menores de 5 anos,otros,2007-12-01,59,59
PUERTO RICO,diagnostico de egreso en menores de 5 anos,otros,2007-12-01,1,1
PUERTO SILES,diagnostico de egreso en menores de 5 anos,otros,2007-12-01,4,4
PUERTO VILLARROEL,diagnostico de egreso en menores de 5 anos,otros,2007-12-01,10,10
PUNATA,diagnostico de egreso en menores de 5 anos,otros,2007-12-01,23,23
QUILLACOLLO,diagnostico de egreso en menores de 5 anos,otros,2007-12-01,50,50
RIBERALTA,diagnostico de egreso en menores de 5 anos,otros,2007-12-01,16,16
RURRENABAQUE,diagnostico de egreso en menores de 5 anos,otros,2007-12-01,7,7
SACABA,diagnostico de egreso en menores de 5 anos,otros,2007-12-01,4,4
SACACA,diagnostico de egreso en menores de 5 anos,otros,2007-12-01,1,1
SAN BORJA,diagnostico de egreso en menores de 5 anos,otros,2007-12-01,7,7
SAN CARLOS,diagnostico de egreso en menores de 5 anos,otros,2007-12-01,1,1
SAN IGNACIO DE VELASCO,diagnostico de egreso en menores de 5 anos,otros,2007-12-01,56,56
SAN JAVIER(STC),diagnostico de egreso en menores de 5 anos,otros,2007-12-01,2,2
SAN JOAQUIN,diagnostico de egreso en menores de 5 anos,otros,2007-12-01,4,4
SAN JOSE DE CHIQUITOS,diagnostico de egreso en menores de 5 anos,otros,2007-12-01,1,1
SAN JULIAN,diagnostico de egreso en menores de 5 anos,otros,2007-12-01,7,7
SAN LUCAS,diagnostico de egreso en menores de 5 anos,otros,2007-12-01,5,5
SAN PEDRO DE BUENA VISTA,diagnostico de egreso en menores de 5 anos,otros,2007-12-01,2,2
SAN RAMON,diagnostico de egreso en menores de 5 anos,otros,2007-12-01,1,1
