,group,variable,month,NÚMERO DE MUJERES CON PÍLDORA ANTICONCEPTIVA ORAL DE EMERGENCIA < 15,NÚMERO DE MUJERES CON PÍLDORA ANTICONCEPTIVA ORAL DE EMERGENCIA 15 - 19,NÚMERO DE MUJERES CON PÍLDORA ANTICONCEPTIVA ORAL DE EMERGENCIA 20 - 34,NÚMERO DE MUJERES CON PÍLDORA ANTICONCEPTIVA ORAL DE EMERGENCIA 35 - 49,NÚMERO DE MUJERES CON PÍLDORA ANTICONCEPTIVA ORAL DE EMERGENCIA 50 Y +,TOTALES
CORIPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-05-01,0,2,0,0,0,2
COTAGAITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-05-01,0,0,1,0,0,1
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-05-01,0,37,74,85,0,196
ENTRE RIOS CBBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-05-01,0,0,1,0,0,1
ESMERALDA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-05-01,0,1,3,0,0,4
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-05-01,0,6,32,6,2,46
HUACARETA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-05-01,0,0,3,0,0,3
INCAHUASI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-05-01,0,1,0,1,0,2
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-05-01,0,16,30,15,0,61
LURIBAY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-05-01,0,0,1,0,0,1
MACHARETI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-05-01,0,1,2,0,0,3
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-05-01,0,0,1,1,0,2
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-05-01,0,0,2,0,0,2
OCURI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-05-01,0,1,0,0,0,1
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-05-01,0,1,1,0,0,2
PALOS BLANCOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-05-01,0,1,0,0,0,1
PORCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-05-01,0,0,1,0,0,1
POROMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-05-01,0,0,0,1,0,1
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-05-01,0,0,1,0,0,1
PRESTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-05-01,0,2,2,0,0,4
PUERTO RICO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-05-01,0,1,0,0,0,1
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-05-01,0,0,4,1,0,5
RAVELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-05-01,0,0,1,0,0,1
ROBORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-05-01,0,0,1,0,0,1
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-05-01,0,1,1,1,0,3
SAN ANDRES DE MACHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-05-01,0,0,0,1,0,1
SAN CARLOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-05-01,0,0,1,0,0,1
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-05-01,0,0,0,1,0,1
SAN MATIAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-05-01,0,0,1,0,0,1
SAN PEDRO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-05-01,0,1,0,0,0,1
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-05-01,0,7,16,3,0,26
SANTUARIO DE QUILLACAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-05-01,0,0,1,0,0,1
SICA SICA (VILLA AROMA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-05-01,1,1,0,0,0,2
SOPACHUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-05-01,0,0,1,0,0,1
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-05-01,0,4,5,0,0,9
TACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-05-01,0,0,1,0,0,1
TARABUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-05-01,0,3,1,2,0,6
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-05-01,0,2,4,6,0,12
TOLEDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-05-01,0,1,0,0,0,1
TOMAVE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-05-01,0,2,1,1,0,4
TORO TORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-05-01,0,0,1,0,0,1
TOTORA(CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-05-01,0,0,0,1,0,1
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-05-01,0,4,1,1,0,6
UMALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-05-01,0,0,0,0,1,1
VIACHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-05-01,0,0,3,0,0,3
VILLA CHARCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-05-01,37,7,4,0,0,48
VILLAZON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-05-01,0,0,1,0,0,1
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-05-01,0,3,10,0,0,13
YANACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-05-01,0,0,1,0,0,1
AIQUILE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-06-01,0,0,3,0,0,3
ALCALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-06-01,0,3,0,0,0,3
ALTO BENI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-06-01,0,1,1,1,0,3
ATOCHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-06-01,0,5,0,6,0,11
AYATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-06-01,0,0,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-06-01,0,0,1,0,0,1
BAURES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-06-01,0,0,1,0,0,1
BELEN DE ANDAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-06-01,0,0,0,1,0,1
BERMEJO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-06-01,0,0,3,1,0,4
BETANZOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-06-01,0,0,1,0,0,1
CABEZAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-06-01,0,4,3,0,0,7
"CAIZA ""D""","anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-06-01,0,0,2,1,0,3
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-06-01,0,1,0,1,0,2
CAMATAQUI (C. VILLA ABECIA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-06-01,0,1,3,0,0,4
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-06-01,0,0,1,0,0,1
CHACARILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-06-01,0,0,0,0,1,1
CHALLAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-06-01,0,0,3,1,0,4
CHARAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-06-01,0,0,2,0,0,2
CHAYANTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-06-01,0,1,1,0,0,2
CKOCHAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-06-01,0,0,1,1,0,2
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-06-01,0,0,1,1,0,2
COCAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-06-01,0,4,5,3,0,12
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-06-01,2,3,5,0,0,10
"COLCHA ""K""","anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-06-01,0,1,1,0,0,2
COLQUECHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-06-01,0,1,2,0,0,3
COLQUENCHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-06-01,1,0,0,0,0,1
COMARAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-06-01,0,0,1,0,0,1
CORIPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-06-01,0,0,1,1,0,2
CORQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-06-01,0,0,1,0,0,1
CUEVO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-06-01,0,0,1,1,0,2
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-06-01,0,1,5,0,0,6
ENTRE RIOS TRJ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-06-01,1,0,1,0,0,2
FERNANDEZ ALONSO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-06-01,1,0,0,0,0,1
GUANAY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-06-01,0,0,1,0,0,1
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-06-01,1,5,20,3,0,29
GUTIERREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-06-01,0,0,1,0,0,1
HUACARETA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-06-01,0,1,0,0,0,1
IRUPANA (VILLA DE LANZA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-06-01,0,0,2,1,0,3
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-06-01,0,1,1,0,0,2
LLALLAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-06-01,0,0,1,0,0,1
MACHARETI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-06-01,0,3,9,1,0,13
MECAPACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-06-01,0,1,0,0,0,1
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-06-01,0,2,1,1,0,4
MOJOCOYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-06-01,0,2,0,0,0,2
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-06-01,0,2,0,0,0,2
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-06-01,0,0,1,0,0,1
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-06-01,1,0,1,0,0,2
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-06-01,0,1,2,0,0,3
PALOS BLANCOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-06-01,0,2,1,0,0,3
PAPEL PAMPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-06-01,0,1,0,1,0,2
PRESTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-06-01,0,1,2,0,0,3
PUERTO QUIJARRO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-06-01,1,10,6,1,0,18
PUERTO SILES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-06-01,0,0,0,1,1,2
PUNA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-06-01,0,0,0,1,0,1
ROBORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-06-01,0,0,2,0,0,2
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-06-01,0,0,1,0,0,1
SAN ANTONIO DE LOMERIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-06-01,0,0,1,0,0,1
SAN BUENA VENTURA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-06-01,0,1,1,0,0,2
SAN LUCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-06-01,1,1,0,0,0,2
SAN MATIAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-06-01,0,2,2,0,0,4
SAN PEDRO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-06-01,0,1,0,0,0,1
SAN PEDRO DE TIQUINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-06-01,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-06-01,0,5,8,2,0,15
SANTIVAÑES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-06-01,0,1,0,0,0,1
SICA SICA (VILLA AROMA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-06-01,0,1,5,0,0,6
SICAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-06-01,0,0,0,1,0,1
SORATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-06-01,0,1,0,1,0,2
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-06-01,0,12,14,4,0,30
TARABUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-06-01,0,0,2,1,0,3
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-06-01,0,0,4,2,0,6
TARVITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-06-01,0,0,2,0,0,2
TINGUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-06-01,0,1,0,0,0,1
TOLEDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-06-01,0,0,3,0,0,3
TOMAVE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-06-01,0,1,0,0,0,1
TOTORA(ORR),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-06-01,0,0,1,0,0,1
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-06-01,0,0,3,0,0,3
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-06-01,0,1,1,0,0,2
UYUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-06-01,0,0,1,0,0,1
VILLA CHARCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-06-01,0,0,2,0,0,2
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-06-01,0,0,1,0,0,1
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-06-01,0,1,0,0,0,1
VINTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-06-01,0,1,0,0,0,1
VITICHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-06-01,0,0,1,1,0,2
WALDO BALLIVIAN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-06-01,0,0,0,1,0,1
YAMPARAEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-06-01,0,1,1,0,0,2
YUNCHARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-06-01,0,0,1,0,0,1
ZUDAÑEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-06-01,0,1,0,0,0,1
ALCALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-07-01,0,1,0,0,0,1
ALTO BENI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-07-01,0,1,0,0,0,1
ANZALDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-07-01,0,1,0,0,0,1
APOLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-07-01,1,0,1,0,0,2
ATOCHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-07-01,0,1,1,0,0,2
AYATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-07-01,1,0,0,0,0,1
BELEN DE URMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-07-01,0,0,1,0,0,1
BERMEJO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-07-01,0,0,3,2,0,5
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-07-01,0,0,2,1,0,3
CHALLAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-07-01,0,0,2,0,0,2
CHAYANTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-07-01,0,0,1,0,0,1
CHIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-07-01,0,0,1,0,0,1
CKOCHAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-07-01,0,1,1,0,0,2
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-07-01,2,2,6,1,0,11
"COLCHA ""K""","anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-07-01,0,0,2,0,0,2
COLQUECHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-07-01,0,0,1,0,0,1
CORIPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-07-01,0,3,2,1,0,6
CORQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-07-01,0,0,1,2,0,3
COTAGAITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-07-01,0,0,0,1,0,1
CRUZ DE MACHACAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-07-01,0,0,1,0,0,1
CUEVO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-07-01,0,0,2,0,0,2
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-07-01,0,2,32,3,0,37
ENTRE RIOS CBBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-07-01,0,0,3,0,0,3
FILADELFIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-07-01,0,0,1,0,0,1
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-07-01,1,5,10,1,0,17
HUACARETA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-07-01,0,0,2,1,0,3
ICLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-07-01,0,0,1,0,0,1
INCAHUASI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-07-01,0,0,1,0,0,1
INGAVI (HUMAITA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-07-01,0,0,1,0,0,1
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-07-01,0,0,4,18,0,22
LAS CARRERAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con pildora anticonceptiva oral de emergencia,2017-07-01,0,0,1,0,0,1
