,group,variable,month,AQV FEMENINO < 15,AQV FEMENINO 15 - 19,AQV FEMENINO 20 - 34,AQV FEMENINO 35 - 49,AQV FEMENINO 50 Y +,TOTALES
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-10-01,0,0,3,1,0,4
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-10-01,0,0,3,3,0,6
SAN LUCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-10-01,0,0,4,2,0,6
SANTA ANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-10-01,0,0,3,0,0,3
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-10-01,0,0,6,1,0,7
SENA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-10-01,1,2,6,1,0,10
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-10-01,0,0,5,1,0,6
TARABUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-10-01,0,0,1,0,0,1
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-10-01,0,0,0,3,0,3
TIQUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-10-01,0,0,3,3,0,6
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-10-01,0,2,24,10,0,36
VALLEGRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-10-01,0,0,2,2,0,4
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-10-01,0,1,3,1,0,5
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-10-01,0,0,1,1,0,2
VILLAZON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-10-01,0,0,3,0,0,3
BETANZOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-11-01,0,0,0,1,0,1
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-11-01,0,0,1,3,0,4
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-11-01,0,0,4,7,0,11
CHARAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-11-01,0,0,1,2,0,3
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-11-01,0,0,2,0,0,2
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-11-01,0,0,11,7,0,18
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-11-01,0,1,55,30,0,86
COMARAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-11-01,0,0,2,0,0,2
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-11-01,0,0,23,14,0,37
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-11-01,0,0,2,0,0,2
GUANAY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-11-01,0,0,0,1,0,1
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-11-01,0,0,9,1,0,10
HUANUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-11-01,0,0,1,0,0,1
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-11-01,0,0,10,5,0,15
LLALLAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-11-01,0,1,1,4,0,6
MAGDALENA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-11-01,0,0,2,1,0,3
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-11-01,0,0,2,1,0,3
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-11-01,0,0,6,4,0,10
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-11-01,0,0,3,1,0,4
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-11-01,0,0,2,2,0,4
PORTACHUELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-11-01,0,0,1,1,0,2
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-11-01,0,0,3,7,0,10
PUERTO SUAREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-11-01,0,0,5,1,0,6
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-11-01,0,0,3,2,0,5
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-11-01,0,0,18,2,0,20
ROBORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-11-01,0,0,1,1,0,2
RURRENABAQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-11-01,0,0,1,0,0,1
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-11-01,0,0,2,4,0,6
SACACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-11-01,0,0,0,1,0,1
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-11-01,0,0,1,2,0,3
SAN BUENA VENTURA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-11-01,0,0,1,0,0,1
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-11-01,0,0,2,1,0,3
SAN LUCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-11-01,0,0,0,2,0,2
SAN RAMON BENI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-11-01,0,0,1,0,0,1
SANTA ANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-11-01,0,0,2,1,0,3
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-11-01,0,1,10,15,0,26
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-11-01,0,0,12,1,0,13
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-11-01,0,0,0,1,0,1
TIQUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-11-01,0,0,3,2,0,5
TORO TORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-11-01,0,0,1,0,0,1
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-11-01,0,1,30,14,0,45
UYUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-11-01,0,0,2,1,0,3
VALLEGRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-11-01,0,1,2,0,0,3
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-11-01,0,0,11,1,0,12
VILLAZON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-11-01,0,0,3,1,0,4
ACHACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-12-01,0,0,0,1,0,1
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-12-01,0,0,2,1,0,3
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-12-01,0,0,1,0,1,2
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-12-01,0,0,3,3,0,6
CHARAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-12-01,0,0,2,1,0,3
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-12-01,0,0,13,7,0,20
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-12-01,0,0,59,27,0,86
COLQUECHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-12-01,0,0,1,0,0,1
COTOCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-12-01,0,0,1,1,0,2
CULPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-12-01,0,1,1,1,0,3
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-12-01,0,0,3,11,0,14
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-12-01,0,0,1,0,0,1
ENTRE RIOS TRJ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-12-01,0,0,1,3,0,4
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-12-01,0,0,6,8,0,14
HUANUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-12-01,0,0,2,0,0,2
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-12-01,0,0,11,7,0,18
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-12-01,0,0,3,5,0,8
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-12-01,0,0,2,1,0,3
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-12-01,0,0,3,0,0,3
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-12-01,0,0,3,4,0,7
PUERTO SUAREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-12-01,0,0,2,1,0,3
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-12-01,0,0,2,0,0,2
ROBORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-12-01,0,0,1,0,0,1
RURRENABAQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-12-01,0,0,1,0,0,1
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-12-01,0,0,3,8,0,11
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-12-01,0,0,4,2,0,6
SAN BUENA VENTURA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-12-01,0,0,0,1,0,1
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-12-01,0,0,3,0,0,3
SAN MATIAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-12-01,0,0,3,1,0,4
SANTA ANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-12-01,0,0,2,0,0,2
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-12-01,0,4,10,6,0,20
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-12-01,0,0,5,0,0,5
TIQUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-12-01,0,0,1,0,0,1
TOTORA(CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-12-01,0,0,2,0,0,2
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-12-01,0,1,25,6,0,32
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-12-01,0,0,0,6,0,6
UYUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-12-01,0,0,1,1,0,2
VALLEGRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-12-01,0,0,0,1,0,1
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2017-12-01,0,0,5,3,0,8
