,group,variable,month,PENTAVALENTE 5TA. DOSIS DENTRO,PENTAVALENTE 5TA. DOSIS DENTRO,PENTAVALENTE 5TA. DOSIS FUERA,PENTAVALENTE 5TA. DOSIS FUERA,TOTALES
CAIROMA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,2,3,1,1,7
"CAIZA ""D""",vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,3,7,1,0,11
CAJUATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,5,4,0,7,16
CALACOTO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,0,0,1,0,1
CALAMARCA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,2,1,0,0,3
CAMARGO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,6,6,3,2,17
CAMATAQUI (C. VILLA ABECIA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,2,1,0,0,3
CAMIRI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,13,8,0,1,22
CAPINOTA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,3,11,15,20,49
CAQUIAVIRI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,0,2,0,2,4
CARACOLLO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,3,2,6,4,15
CARANAVI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,37,30,8,7,82
CARAPARI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,6,10,5,4,25
CARIPUYO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,0,1,1,2,4
CARMEN RIVERO TORREZ,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,1,1,1,1,4
CATACORA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,0,2,0,0,2
CHACARILLA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,0,1,0,0,1
CHALLAPATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,7,16,3,3,29
CHAQUI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,5,2,1,1,9
CHARAGUA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,4,5,5,5,19
CHARAÑA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,0,0,2,1,3
CHAYANTA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,9,4,4,2,19
CHIMORE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,8,9,7,13,37
CHIPAYA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,0,0,2,1,3
CHOQUE COTA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,2,0,0,0,2
CHUA COCANI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,0,0,0,1,1
CHULUMANI (V. DE LA LIBERTAD),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,3,5,0,1,9
CHUMA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,0,1,4,1,6
CHUQUIHUTA AYLLU JUCUMANI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,1,0,2,1,4
CKOCHAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,7,5,3,4,19
CLIZA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,9,9,8,5,31
COBIJA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,13,20,61,52,146
COCAPATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,3,1,6,12,22
COCHABAMBA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,212,212,327,318,1069
COLCAPIRHUA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,8,15,44,33,100
"COLCHA ""K""",vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,1,6,0,4,11
COLLANA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,0,0,1,3,4
COLOMI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,9,10,15,9,43
COLPA BELGICA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,0,6,0,0,6
COLQUECHACA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,7,10,12,13,42
COLQUENCHA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,3,3,1,2,9
COLQUIRI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,0,1,1,8,10
COMARAPA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,9,2,24,27,62
COMBAYA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,1,0,1,1,3
CONCEPCION,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,7,5,8,2,22
COPACABANA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,5,1,3,3,12
CORIPATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,8,9,0,0,17
CORO CORO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,2,3,1,0,6
COROICO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,3,5,1,2,11
CORQUE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,2,5,0,1,8
COTAGAITA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,4,10,7,5,26
COTOCA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,28,25,10,10,73
CUATRO CAÑADAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,4,13,4,1,22
CUCHUMUELA (V. G. VILLARROEL),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,1,0,1,1,3
CUEVO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,2,2,5,4,13
CULPINA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,14,6,2,3,25
CURAHUARA DE CARANGAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,10,8,0,0,18
CURVA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,3,1,0,2,6
DESAGUADERO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,1,0,0,0,1
EL ALTO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,193,210,333,322,1058
EL CHORO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,3,0,0,0,3
EL PUENTE(STC),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,5,3,1,0,9
EL PUENTE(TJA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,2,6,4,1,13
EL TORNO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,40,39,11,8,98
EL VILLAR,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,0,0,2,0,2
ENTRE RIOS TRJ,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,11,8,2,3,24
ENTRE RIOS CBBA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,32,34,2,2,70
EUCALIPTUS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,1,0,1,3,5
EUREKA (SANTOS MERCADO),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,0,1,1,2,4
EXALTACION,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,0,1,2,0,3
FERNANDEZ ALONSO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,3,8,2,1,14
FILADELFIA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,4,2,4,1,11
GENERAL SAAVEDRA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,7,12,2,0,21
GRAL. J.J. PEREZ (CHARAZANI),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,5,1,0,0,6
GUANAY,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,3,7,10,6,26
GUAQUI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,2,0,0,4,6
GUAYARAMERIN,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,4,5,2,3,14
GUTIERREZ,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,1,3,1,0,5
HUACARETA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,4,1,6,4,15
HUACAYA (VILLA DE HUACAYA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,1,1,2,1,5
HUANUNI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,3,4,7,3,17
HUARACAJE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,0,1,0,0,1
HUARINA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,0,0,1,5,6
HUATAJATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,3,5,0,0,8
HUAYLLAMARCA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,1,1,0,0,2
HUMANATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,1,0,2,3,6
ICHOCA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,0,2,1,1,4
ICLA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,3,2,3,1,9
INCAHUASI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,5,4,1,4,14
INGAVI (HUMAITA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,2,0,1,1,4
INQUISIVI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,7,3,0,2,12
IRUPANA (VILLA DE LANZA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,2,3,1,3,9
IXIAMAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,1,3,5,3,12
JESUS DE MACHACA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,4,1,0,2,7
LA ASUNTA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,14,7,3,3,27
LA GUARDIA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,64,51,44,31,190
LA PAZ,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,188,174,28,31,421
LAGUNILLAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,2,2,1,0,5
LAJA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,3,3,0,0,6
LAS CARRERAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,5,2,0,4,11
LICOMA PAMPA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,1,0,0,0,1
LLALLAGUA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,8,8,30,33,79
LORETO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,0,1,0,3,4
LURIBAY,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,3,2,0,1,6
MACHACAMARCA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,0,0,1,0,1
MACHARETI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,0,6,0,1,7
MAGDALENA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,10,6,4,7,27
MAIRANA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,7,6,1,5,19
MALLA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,1,0,0,0,1
MAPIRI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,8,1,2,0,11
MECAPACA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,0,1,0,3,4
MINEROS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,1,0,0,0,1
MIZQUE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,21,12,8,4,45
MOCOMOCO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,1,4,3,6,14
MOJOCOYA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,5,5,0,0,10
MONTEAGUDO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,11,8,6,5,30
MONTERO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,37,45,48,42,172
MORO MORO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,1,1,1,3,6
MOROCHATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,1,0,4,5,10
NACEBE (SANTA ROSA DEL ABUNA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,1,0,7,3,11
NAZACARA DE PACAJES,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,0,1,0,0,1
NUEVO MANOA (NUEVA ESPERANZA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,0,0,2,1,3
OCURI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,3,2,6,7,18
OKINAWA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,11,3,2,2,18
OMEREQUE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,2,1,5,3,11
ORURO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,86,71,92,119,368
PADCAYA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,7,8,2,0,17
PADILLA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,3,3,1,0,7
PAILON,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,5,8,4,4,21
PALCA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,7,6,8,3,24
PALOS BLANCOS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,10,8,2,5,25
PAMPA AULLAGAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,2,2,1,0,5
PAMPA GRANDE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,2,4,3,0,9
PAPEL PAMPA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,2,0,1,0,3
PASORAPA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,3,1,0,1,5
PATACAMAYA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,1,3,1,0,5
PAZÑA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,0,3,0,0,3
PELECHUCO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,2,0,1,1,4
POCOATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,1,4,5,4,14
POCONA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,1,4,9,2,16
POJO (CBBA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,3,4,3,3,13
POOPO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,2,3,1,5,11
PORCO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,3,4,2,0,9
POROMA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,5,5,7,3,20
PORONGO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,5,5,7,6,23
PORTACHUELO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,8,7,0,0,15
PORVENIR,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,203,8,8,0,219
POSTRER VALLE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,0,1,0,0,1
POTOSI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,68,61,76,62,267
PRESTO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,2,5,1,1,9
PUCARA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,0,1,0,0,1
PUCARANI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,9,8,4,5,26
PUERTO ACOSTA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,0,0,5,3,8
PUERTO CARABUCO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,0,1,3,3,7
PUERTO GONZALO MORENO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,0,0,3,3,6
PUERTO PEREZ,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,0,0,1,2,3
PUERTO QUIJARRO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,5,4,2,2,13
PUERTO RICO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,1,2,6,5,14
PUERTO SUAREZ,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,3,2,5,6,16
PUERTO VILLARROEL,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,24,16,11,11,62
PUNA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,6,5,6,9,26
PUNATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,9,13,55,42,119
QUIABAYA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,1,2,2,0,5
QUILLACOLLO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,7,17,44,45,113
QUIME,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,2,1,2,1,6
QUIRUSILLAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,0,1,0,1,2
RAQAYPAMPA(ETA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,2,5,2,1,10
RAVELO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,3,3,12,5,23
REYES,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,3,5,0,0,8
RIBERALTA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,21,36,4,3,64
ROBORE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,6,6,5,2,19
RURRENABAQUE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,6,7,2,4,19
SABAYA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,1,1,0,0,2
SACABA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,53,51,130,126,360
SACABAMBA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,1,0,2,0,3
SACACA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,3,5,4,6,18
SAIPINA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,0,3,0,2,5
SALINAS DE GARCI MENDOZA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,4,3,3,1,11
SAMAIPATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,10,5,2,1,18
SAN ANDRES,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,1,2,0,0,3
SAN ANDRES DE MACHACA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,2,1,0,0,3
SAN ANTONIO DE ESMORUCO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,3,3,0,1,7
SAN ANTONIO DE LOMERIO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,4,3,3,4,14
SAN BENITO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,5,4,2,4,15
SAN BORJA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,14,18,3,3,38
SAN BUENA VENTURA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,2,1,1,1,5
SAN CARLOS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,15,20,3,1,39
SAN IGNACIO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,8,17,13,4,42
SAN IGNACIO DE VELASCO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,13,27,9,6,55
SAN JAVIER(BNI),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,0,0,0,1,1
SAN JAVIER(STC),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,9,14,1,1,25
SAN JOAQUIN,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,0,1,5,6,12
SAN JOSE DE CHIQUITOS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,17,16,12,16,61
SAN JUAN DE YAPACANI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,2,0,0,0,2
SAN JULIAN,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,7,21,23,22,73
SAN LORENZO(PND),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,3,4,4,4,15
SAN LORENZO(TJA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,9,9,0,2,20
SAN LUCAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,9,7,14,10,40
SAN MATIAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,4,4,0,0,8
SAN MIGUEL DE VELASCO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,5,9,4,8,26
SAN PABLO DE LIPEZ,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,0,1,0,1,2
SAN PEDRO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,8,4,4,3,19
SAN PEDRO DE BUENA VISTA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,6,2,11,14,33
SAN PEDRO DE CURAHUARA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,5,4,1,4,14
SAN PEDRO DE QUEMES,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,0,0,1,2,3
SAN PEDRO DE TIQUINA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,0,4,2,1,7
SAN PEDRO(PND),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,0,0,3,5,8
SAN RAFAEL,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,4,4,0,2,10
SAN RAMON BENI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,0,3,6,3,12
SAN RAMON SCZ,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,3,0,0,0,3
SANTA ANA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,1,5,20,24,50
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,586,527,337,326,1776
SANTA ROSA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,1,3,0,0,4
SANTA ROSA DEL SARA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,5,4,2,2,13
SANTIAGO DE CALLAPA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,1,0,3,0,4
SANTIAGO DE HUARI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,1,2,3,1,7
SANTIAGO DE HUATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,0,0,1,0,1
SANTIAGO DE MACHACA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,3,0,0,0,3
SANTIVAÑES,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,1,1,0,2,4
SANTUARIO DE QUILLACAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,2,0,0,0,2
SAPAHAQUI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,0,2,2,1,5
SENA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,3,5,3,6,17
SHINAOTA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,12,9,5,2,28
SICA SICA (VILLA AROMA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,5,3,0,4,12
SIPE SIPE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,17,19,32,33,101
SOPACHUY,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,0,12,2,3,17
SORACACHI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,2,0,1,2,5
SORATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,1,6,6,3,16
SUCRE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,113,100,87,91,391
TACACOMA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,0,2,2,2,6
TACOBAMBA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,2,3,1,1,7
TACOPAYA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,0,0,1,0,1
TAHUA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,1,0,0,0,1
TAPACARI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,3,2,10,9,24
TARABUCO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,3,1,2,2,8
TARACO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,1,1,0,1,3
TARATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,4,4,6,8,22
TARIJA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,79,74,19,25,197
TARVITA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,3,1,3,6,13
TEOPONTE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,8,6,0,0,14
TIAHUANACU,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,1,2,3,0,6
TINGUIPAYA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,2,3,5,7,17
TIPUANI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,3,2,4,4,13
TIQUIPAYA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,13,13,18,25,69
TIRAQUE (CBBA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis,2019-06-01,5,5,23,22,55
