,group,variable,month,ANTIAMARILICA DOSIS UNICA DENTRO,ANTIAMARILICA DOSIS UNICA DENTRO,ANTIAMARILICA DOSIS UNICA FUERA,ANTIAMARILICA DOSIS UNICA FUERA,TOTALES
SENA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-10-01,1,0,0,0,1
SHINAOTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-10-01,1,0,0,1,2
SIPE SIPE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-10-01,1,0,0,0,1
SORACACHI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-10-01,1,0,0,0,1
SUCRE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-10-01,3,0,1,0,4
TARIJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-10-01,1,1,0,0,2
TRINIDAD,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-10-01,3,2,0,2,7
TUPIZA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-10-01,7,4,0,0,11
UYUNI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-10-01,0,1,0,0,1
VIACHA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-10-01,0,0,1,2,3
VILLAZON,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-10-01,1,0,1,0,2
WARNES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-10-01,3,0,0,0,3
YACUIBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-10-01,1,0,0,0,1
ACHACACHI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-11-01,0,1,0,1,2
AIQUILE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-11-01,1,0,1,1,3
ANTEQUERA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-11-01,0,0,0,1,1
ARBIETO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-11-01,1,0,0,0,1
ASCENCION DE GUARAYOS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-11-01,1,1,0,0,2
CAMIRI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-11-01,6,3,0,0,9
CARAPARI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-11-01,0,0,1,0,1
CHALLAPATA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-11-01,0,1,0,0,1
COCHABAMBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-11-01,11,7,0,0,18
COLCAPIRHUA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-11-01,0,0,1,0,1
COLOMI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-11-01,1,0,0,0,1
COTOCA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-11-01,0,2,0,0,2
EL ALTO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-11-01,5,4,10,19,38
GUAYARAMERIN,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-11-01,0,0,0,4,4
GUTIERREZ,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-11-01,0,1,0,0,1
HUACARETA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-11-01,0,0,1,0,1
JESUS DE MACHACA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-11-01,1,0,0,0,1
LA ASUNTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-11-01,1,1,0,0,2
LA GUARDIA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-11-01,0,2,0,0,2
LA PAZ,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-11-01,9,14,2,2,27
MAIRANA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-11-01,1,0,0,0,1
MINEROS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-11-01,1,0,0,0,1
MIZQUE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-11-01,0,0,1,0,1
MONTERO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-11-01,1,0,1,1,3
ORURO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-11-01,3,4,0,2,9
PALCA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-11-01,1,0,0,0,1
POCOATA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-11-01,0,0,1,1,2
PORONGO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-11-01,0,1,0,0,1
POTOSI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-11-01,2,8,3,3,16
PUERTO QUIJARRO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-11-01,0,0,0,1,1
PUERTO SUAREZ,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-11-01,0,1,0,0,1
PUNATA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-11-01,0,0,1,1,2
QUILLACOLLO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-11-01,0,0,1,3,4
RAQAYPAMPA(ETA),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-11-01,0,0,1,0,1
RAVELO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-11-01,1,0,0,0,1
ROBORE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-11-01,0,0,1,0,1
SACABA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-11-01,1,0,1,0,2
SAN ANDRES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-11-01,1,0,0,0,1
SAN IGNACIO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-11-01,2,2,0,0,4
SAN MIGUEL DE VELASCO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-11-01,0,0,1,0,1
SAN RAMON BENI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-11-01,0,0,0,1,1
SANTA ANA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-11-01,1,0,0,0,1
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-11-01,124,282,4,1,411
SANTA ROSA DEL SARA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-11-01,0,1,0,0,1
SHINAOTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-11-01,0,1,0,0,1
SIPE SIPE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-11-01,0,1,0,0,1
SORATA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-11-01,0,0,0,1,1
SUCRE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-11-01,2,9,0,0,11
TARIJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-11-01,1,1,1,0,3
TRINIDAD,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-11-01,0,1,0,0,1
TUPIZA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-11-01,0,1,0,0,1
VALLEGRANDE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-11-01,0,1,0,0,1
VIACHA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-11-01,1,2,0,0,3
VILLA MONTES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-11-01,0,1,0,0,1
VILLA TUNARI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-11-01,0,0,1,1,2
VILLAZON,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-11-01,1,1,0,0,2
WARNES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-11-01,1,0,0,1,2
YACUIBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-11-01,1,0,2,3,6
ACHACACHI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-12-01,0,0,1,0,1
ATOCHA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-12-01,0,0,3,1,4
CAMARGO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-12-01,0,0,1,2,3
CAMIRI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-12-01,2,1,0,0,3
CHALLAPATA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-12-01,0,1,1,0,2
CHARAÑA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-12-01,1,0,0,0,1
CHAYANTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-12-01,2,1,0,0,3
CHULUMANI (V. DE LA LIBERTAD),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-12-01,0,0,0,1,1
COBIJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-12-01,0,0,1,0,1
COCHABAMBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-12-01,8,14,1,0,23
COLCAPIRHUA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-12-01,0,1,1,2,4
COLOMI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-12-01,0,0,0,1,1
COPACABANA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-12-01,0,0,1,0,1
CORO CORO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-12-01,0,0,1,0,1
COTOCA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-12-01,1,1,0,0,2
DESAGUADERO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-12-01,0,0,1,1,2
EL ALTO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-12-01,14,8,15,8,45
EL TORNO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-12-01,1,0,0,0,1
ENTRE RIOS CBBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-12-01,1,0,0,0,1
GENERAL SAAVEDRA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-12-01,0,1,0,0,1
GRAL. J.J. PEREZ (CHARAZANI),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-12-01,0,0,1,0,1
GUAYARAMERIN,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-12-01,1,0,1,0,2
HUAYLLAMARCA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-12-01,2,0,0,0,2
LA ASUNTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-12-01,0,1,0,0,1
LA GUARDIA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-12-01,0,2,1,1,4
LA PAZ,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-12-01,2,5,24,27,58
LLALLAGUA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-12-01,0,0,2,1,3
MACHARETI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-12-01,0,0,1,0,1
MAIRANA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-12-01,0,0,1,0,1
MOJINETE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-12-01,0,0,0,1,1
MONTERO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-12-01,1,1,0,0,2
ORURO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-12-01,2,2,3,1,8
PAILON,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-12-01,2,1,2,3,8
PAMPA GRANDE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-12-01,0,1,0,0,1
POROMA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-12-01,0,0,1,0,1
POTOSI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-12-01,1,3,0,0,4
PUCARANI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-12-01,0,0,1,0,1
QUILLACOLLO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-12-01,0,1,4,4,9
SACABA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-12-01,0,0,3,1,4
SAIPINA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-12-01,1,0,0,0,1
SAN BENITO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-12-01,0,1,0,0,1
SAN BORJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-12-01,1,0,0,0,1
SAN IGNACIO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-12-01,2,1,2,3,8
SAN IGNACIO DE VELASCO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-12-01,0,4,0,0,4
SANTA ANA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-12-01,0,1,0,0,1
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-12-01,144,209,3,5,361
SIPE SIPE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-12-01,0,0,2,0,2
SUCRE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-12-01,2,9,0,0,11
TARIJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-12-01,0,1,0,0,1
TIAHUANACU,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-12-01,0,1,3,1,5
TIRAQUE (CBBA),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-12-01,0,1,0,0,1
TOMINA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-12-01,2,0,0,0,2
TRINIDAD,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-12-01,0,1,0,0,1
TUPIZA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-12-01,0,0,1,1,2
UNCIA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-12-01,0,0,2,1,3
URUBICHA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-12-01,0,1,0,0,1
VIACHA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-12-01,1,1,0,0,2
VILLA MONTES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-12-01,0,1,0,0,1
VILLA TUNARI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-12-01,0,2,0,0,2
WARNES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-12-01,0,1,1,0,2
YACUIBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-12-01,0,0,0,1,1
