municipality,group,variable,month,Primer Control Post Parto,TOTAL
SORACACHI,atencion de partos en servicios,primer control post parto,2023-06-01,1,1
SORATA,atencion de partos en servicios,primer control post parto,2023-06-01,8,8
SUCRE,atencion de partos en servicios,primer control post parto,2023-06-01,555,555
TACOBAMBA,atencion de partos en servicios,primer control post parto,2023-06-01,1,1
TAPACARI,atencion de partos en servicios,primer control post parto,2023-06-01,1,1
TARABUCO,atencion de partos en servicios,primer control post parto,2023-06-01,5,5
TARIJA,atencion de partos en servicios,primer control post parto,2023-06-01,108,108
TARVITA,atencion de partos en servicios,primer control post parto,2023-06-01,8,8
TIAHUANACU,atencion de partos en servicios,primer control post parto,2023-06-01,6,6
TINGUIPAYA,atencion de partos en servicios,primer control post parto,2023-06-01,1,1
TIPUANI,atencion de partos en servicios,primer control post parto,2023-06-01,1,1
TIQUIPAYA,atencion de partos en servicios,primer control post parto,2023-06-01,66,66
TIRAQUE (CBBA),atencion de partos en servicios,primer control post parto,2023-06-01,14,14
TOCO,atencion de partos en servicios,primer control post parto,2023-06-01,2,2
TOLATA,atencion de partos en servicios,primer control post parto,2023-06-01,1,1
TOMAVE,atencion de partos en servicios,primer control post parto,2023-06-01,1,1
TOMINA,atencion de partos en servicios,primer control post parto,2023-06-01,4,4
TORO TORO,atencion de partos en servicios,primer control post parto,2023-06-01,7,7
TOTORA(CBBA),atencion de partos en servicios,primer control post parto,2023-06-01,10,10
TOTORA(ORR),atencion de partos en servicios,primer control post parto,2023-06-01,1,1
TRIGAL,atencion de partos en servicios,primer control post parto,2023-06-01,1,1
TUPIZA,atencion de partos en servicios,primer control post parto,2023-06-01,50,50
UNCIA,atencion de partos en servicios,primer control post parto,2023-06-01,10,10
URIONDO (A. CONCEPCION),atencion de partos en servicios,primer control post parto,2023-06-01,7,7
URUBICHA,atencion de partos en servicios,primer control post parto,2023-06-01,4,4
UYUNI,atencion de partos en servicios,primer control post parto,2023-06-01,2,2
VALLEGRANDE,atencion de partos en servicios,primer control post parto,2023-06-01,16,16
VIACHA,atencion de partos en servicios,primer control post parto,2023-06-01,6,6
VILLA CHARCAS,atencion de partos en servicios,primer control post parto,2023-06-01,1,1
VILLA MONTES,atencion de partos en servicios,primer control post parto,2023-06-01,28,28
VILLA RIVERO,atencion de partos en servicios,primer control post parto,2023-06-01,7,7
VILLA SERRANO,atencion de partos en servicios,primer control post parto,2023-06-01,2,2
VILLA TUNARI,atencion de partos en servicios,primer control post parto,2023-06-01,45,45
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicios,primer control post parto,2023-06-01,4,4
VINTO,atencion de partos en servicios,primer control post parto,2023-06-01,54,54
VITICHI,atencion de partos en servicios,primer control post parto,2023-06-01,4,4
WARNES,atencion de partos en servicios,primer control post parto,2023-06-01,62,62
YACUIBA,atencion de partos en servicios,primer control post parto,2023-06-01,35,35
YAMPARAEZ,atencion de partos en servicios,primer control post parto,2023-06-01,7,7
YANACACHI,atencion de partos en servicios,primer control post parto,2023-06-01,1,1
YAPACANI,atencion de partos en servicios,primer control post parto,2023-06-01,6,6
YOTALA,atencion de partos en servicios,primer control post parto,2023-06-01,1,1
ZUDAÑEZ,atencion de partos en servicios,primer control post parto,2023-06-01,5,5
ACACIO,atencion de partos en servicios,primer control post parto,2023-07-01,1,1
ACHACACHI,atencion de partos en servicios,primer control post parto,2023-07-01,26,26
ACHOCALLA,atencion de partos en servicios,primer control post parto,2023-07-01,14,14
AIQUILE,atencion de partos en servicios,primer control post parto,2023-07-01,35,35
ALCALA,atencion de partos en servicios,primer control post parto,2023-07-01,1,1
ANZALDO,atencion de partos en servicios,primer control post parto,2023-07-01,1,1
APOLO,atencion de partos en servicios,primer control post parto,2023-07-01,17,17
ARANI,atencion de partos en servicios,primer control post parto,2023-07-01,4,4
ARBIETO,atencion de partos en servicios,primer control post parto,2023-07-01,20,20
ASCENCION DE GUARAYOS,atencion de partos en servicios,primer control post parto,2023-07-01,49,49
ATOCHA,atencion de partos en servicios,primer control post parto,2023-07-01,4,4
AUCAPATA,atencion de partos en servicios,primer control post parto,2023-07-01,2,2
AYATA,atencion de partos en servicios,primer control post parto,2023-07-01,2,2
AYO AYO,atencion de partos en servicios,primer control post parto,2023-07-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,primer control post parto,2023-07-01,7,7
AZURDUY,atencion de partos en servicios,primer control post parto,2023-07-01,5,5
BAURES,atencion de partos en servicios,primer control post parto,2023-07-01,9,9
BERMEJO,atencion de partos en servicios,primer control post parto,2023-07-01,38,38
BETANZOS,atencion de partos en servicios,primer control post parto,2023-07-01,3,3
BOLIVAR,atencion de partos en servicios,primer control post parto,2023-07-01,4,4
BOYUIBE,atencion de partos en servicios,primer control post parto,2023-07-01,2,2
BUENA VISTA,atencion de partos en servicios,primer control post parto,2023-07-01,8,8
CABEZAS,atencion de partos en servicios,primer control post parto,2023-07-01,10,10
CAIROMA,atencion de partos en servicios,primer control post parto,2023-07-01,3,3
"CAIZA ""D""",atencion de partos en servicios,primer control post parto,2023-07-01,3,3
CAJUATA,atencion de partos en servicios,primer control post parto,2023-07-01,1,1
CAMARGO,atencion de partos en servicios,primer control post parto,2023-07-01,17,17
CAMIRI,atencion de partos en servicios,primer control post parto,2023-07-01,41,41
CAPINOTA,atencion de partos en servicios,primer control post parto,2023-07-01,15,15
CARACOLLO,atencion de partos en servicios,primer control post parto,2023-07-01,15,15
CARANAVI,atencion de partos en servicios,primer control post parto,2023-07-01,46,46
CARAPARI,atencion de partos en servicios,primer control post parto,2023-07-01,4,4
CARIPUYO,atencion de partos en servicios,primer control post parto,2023-07-01,4,4
CARMEN RIVERO TORREZ,atencion de partos en servicios,primer control post parto,2023-07-01,1,1
CHACARILLA,atencion de partos en servicios,primer control post parto,2023-07-01,1,1
CHALLAPATA,atencion de partos en servicios,primer control post parto,2023-07-01,44,44
CHAQUI,atencion de partos en servicios,primer control post parto,2023-07-01,2,2
CHARAGUA,atencion de partos en servicios,primer control post parto,2023-07-01,9,9
CHAYANTA,atencion de partos en servicios,primer control post parto,2023-07-01,4,4
CHIMORE,atencion de partos en servicios,primer control post parto,2023-07-01,19,19
CHIPAYA,atencion de partos en servicios,primer control post parto,2023-07-01,2,2
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,primer control post parto,2023-07-01,14,14
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en servicios,primer control post parto,2023-07-01,4,4
CKOCHAS,atencion de partos en servicios,primer control post parto,2023-07-01,8,8
CLIZA,atencion de partos en servicios,primer control post parto,2023-07-01,5,5
COBIJA,atencion de partos en servicios,primer control post parto,2023-07-01,9,9
COCHABAMBA,atencion de partos en servicios,primer control post parto,2023-07-01,476,476
COLCAPIRHUA,atencion de partos en servicios,primer control post parto,2023-07-01,54,54
"COLCHA ""K""",atencion de partos en servicios,primer control post parto,2023-07-01,4,4
COLOMI,atencion de partos en servicios,primer control post parto,2023-07-01,13,13
COLPA BELGICA,atencion de partos en servicios,primer control post parto,2023-07-01,5,5
COLQUECHACA,atencion de partos en servicios,primer control post parto,2023-07-01,8,8
COLQUENCHA,atencion de partos en servicios,primer control post parto,2023-07-01,6,6
COMARAPA,atencion de partos en servicios,primer control post parto,2023-07-01,15,15
CONCEPCION,atencion de partos en servicios,primer control post parto,2023-07-01,22,22
COPACABANA,atencion de partos en servicios,primer control post parto,2023-07-01,2,2
CORIPATA,atencion de partos en servicios,primer control post parto,2023-07-01,8,8
COROICO,atencion de partos en servicios,primer control post parto,2023-07-01,26,26
CORQUE,atencion de partos en servicios,primer control post parto,2023-07-01,4,4
COTAGAITA,atencion de partos en servicios,primer control post parto,2023-07-01,3,3
COTOCA,atencion de partos en servicios,primer control post parto,2023-07-01,71,71
CUATRO CAÑADAS,atencion de partos en servicios,primer control post parto,2023-07-01,11,11
CUCHUMUELA (V. G. VILLARROEL),atencion de partos en servicios,primer control post parto,2023-07-01,1,1
CUEVO,atencion de partos en servicios,primer control post parto,2023-07-01,2,2
CULPINA,atencion de partos en servicios,primer control post parto,2023-07-01,11,11
CURVA,atencion de partos en servicios,primer control post parto,2023-07-01,1,1
DESAGUADERO,atencion de partos en servicios,primer control post parto,2023-07-01,1,1
EL ALTO,atencion de partos en servicios,primer control post parto,2023-07-01,791,791
EL CHORO,atencion de partos en servicios,primer control post parto,2023-07-01,1,1
EL PUENTE(STC),atencion de partos en servicios,primer control post parto,2023-07-01,3,3
EL PUENTE(TJA),atencion de partos en servicios,primer control post parto,2023-07-01,3,3
EL TORNO,atencion de partos en servicios,primer control post parto,2023-07-01,10,10
EL VILLAR,atencion de partos en servicios,primer control post parto,2023-07-01,2,2
ENTRE RIOS TRJ,atencion de partos en servicios,primer control post parto,2023-07-01,13,13
ENTRE RIOS CBBA,atencion de partos en servicios,primer control post parto,2023-07-01,14,14
ESCOMA,atencion de partos en servicios,primer control post parto,2023-07-01,2,2
ESMERALDA,atencion de partos en servicios,primer control post parto,2023-07-01,2,2
EUCALIPTUS,atencion de partos en servicios,primer control post parto,2023-07-01,1,1
FERNANDEZ ALONSO,atencion de partos en servicios,primer control post parto,2023-07-01,15,15
FILADELFIA,atencion de partos en servicios,primer control post parto,2023-07-01,1,1
GAIOC JATUN AYLLU YURA,atencion de partos en servicios,primer control post parto,2023-07-01,2,2
GENERAL SAAVEDRA,atencion de partos en servicios,primer control post parto,2023-07-01,9,9
GUAQUI,atencion de partos en servicios,primer control post parto,2023-07-01,5,5
GUAYARAMERIN,atencion de partos en servicios,primer control post parto,2023-07-01,17,17
GUTIERREZ,atencion de partos en servicios,primer control post parto,2023-07-01,8,8
HUACARETA,atencion de partos en servicios,primer control post parto,2023-07-01,1,1
HUANUNI,atencion de partos en servicios,primer control post parto,2023-07-01,15,15
HUARINA,atencion de partos en servicios,primer control post parto,2023-07-01,4,4
HUATAJATA,atencion de partos en servicios,primer control post parto,2023-07-01,1,1
HUAYLLAMARCA,atencion de partos en servicios,primer control post parto,2023-07-01,4,4
HUMANATA,atencion de partos en servicios,primer control post parto,2023-07-01,3,3
ICHOCA,atencion de partos en servicios,primer control post parto,2023-07-01,2,2
ICLA,atencion de partos en servicios,primer control post parto,2023-07-01,5,5
INQUISIVI,atencion de partos en servicios,primer control post parto,2023-07-01,1,1
IRUPANA (VILLA DE LANZA),atencion de partos en servicios,primer control post parto,2023-07-01,3,3
IXIAMAS,atencion de partos en servicios,primer control post parto,2023-07-01,8,8
JESUS DE MACHACA,atencion de partos en servicios,primer control post parto,2023-07-01,1,1
LA ASUNTA,atencion de partos en servicios,primer control post parto,2023-07-01,50,50
LA GUARDIA,atencion de partos en servicios,primer control post parto,2023-07-01,75,75
LA PAZ,atencion de partos en servicios,primer control post parto,2023-07-01,290,290
LAGUNILLAS,atencion de partos en servicios,primer control post parto,2023-07-01,3,3
LAJA,atencion de partos en servicios,primer control post parto,2023-07-01,6,6
LLALLAGUA,atencion de partos en servicios,primer control post parto,2023-07-01,16,16
LLICA,atencion de partos en servicios,primer control post parto,2023-07-01,3,3
LORETO,atencion de partos en servicios,primer control post parto,2023-07-01,1,1
LURIBAY,atencion de partos en servicios,primer control post parto,2023-07-01,2,2
MACHACAMARCA,atencion de partos en servicios,primer control post parto,2023-07-01,7,7
MAGDALENA,atencion de partos en servicios,primer control post parto,2023-07-01,5,5
MAIRANA,atencion de partos en servicios,primer control post parto,2023-07-01,6,6
MAPIRI,atencion de partos en servicios,primer control post parto,2023-07-01,1,1
MECAPACA,atencion de partos en servicios,primer control post parto,2023-07-01,5,5
MINEROS,atencion de partos en servicios,primer control post parto,2023-07-01,9,9
MIZQUE,atencion de partos en servicios,primer control post parto,2023-07-01,16,16
MOJOCOYA,atencion de partos en servicios,primer control post parto,2023-07-01,3,3
MONTERO,atencion de partos en servicios,primer control post parto,2023-07-01,83,83
MORO MORO,atencion de partos en servicios,primer control post parto,2023-07-01,2,2
MOROCHATA,atencion de partos en servicios,primer control post parto,2023-07-01,1,1
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en servicios,primer control post parto,2023-07-01,2,2
OCURI,atencion de partos en servicios,primer control post parto,2023-07-01,7,7
ORURO,atencion de partos en servicios,primer control post parto,2023-07-01,401,401
PADCAYA,atencion de partos en servicios,primer control post parto,2023-07-01,8,8
PADILLA,atencion de partos en servicios,primer control post parto,2023-07-01,4,4
PAILON,atencion de partos en servicios,primer control post parto,2023-07-01,4,4
PALCA,atencion de partos en servicios,primer control post parto,2023-07-01,8,8
PALOS BLANCOS,atencion de partos en servicios,primer control post parto,2023-07-01,17,17
PAMPA AULLAGAS,atencion de partos en servicios,primer control post parto,2023-07-01,1,1
PAMPA GRANDE,atencion de partos en servicios,primer control post parto,2023-07-01,3,3
PAPEL PAMPA,atencion de partos en servicios,primer control post parto,2023-07-01,4,4
PASORAPA,atencion de partos en servicios,primer control post parto,2023-07-01,1,1
PATACAMAYA,atencion de partos en servicios,primer control post parto,2023-07-01,29,29
PAZÑA,atencion de partos en servicios,primer control post parto,2023-07-01,1,1
PELECHUCO,atencion de partos en servicios,primer control post parto,2023-07-01,1,1
POCOATA,atencion de partos en servicios,primer control post parto,2023-07-01,19,19
POCONA,atencion de partos en servicios,primer control post parto,2023-07-01,5,5
POJO (CBBA),atencion de partos en servicios,primer control post parto,2023-07-01,3,3
POOPO,atencion de partos en servicios,primer control post parto,2023-07-01,3,3
PORCO,atencion de partos en servicios,primer control post parto,2023-07-01,5,5
POROMA,atencion de partos en servicios,primer control post parto,2023-07-01,4,4
PORONGO,atencion de partos en servicios,primer control post parto,2023-07-01,4,4
PORTACHUELO,atencion de partos en servicios,primer control post parto,2023-07-01,11,11
PORVENIR,atencion de partos en servicios,primer control post parto,2023-07-01,1,1
POTOSI,atencion de partos en servicios,primer control post parto,2023-07-01,257,257
PRESTO,atencion de partos en servicios,primer control post parto,2023-07-01,4,4
PUCARANI,atencion de partos en servicios,primer control post parto,2023-07-01,2,2
PUERTO GONZALO MORENO,atencion de partos en servicios,primer control post parto,2023-07-01,5,5
PUERTO QUIJARRO,atencion de partos en servicios,primer control post parto,2023-07-01,21,21
PUERTO RICO,atencion de partos en servicios,primer control post parto,2023-07-01,5,5
PUERTO VILLARROEL,atencion de partos en servicios,primer control post parto,2023-07-01,22,22
PUNA,atencion de partos en servicios,primer control post parto,2023-07-01,6,6
PUNATA,atencion de partos en servicios,primer control post parto,2023-07-01,27,27
QUIABAYA,atencion de partos en servicios,primer control post parto,2023-07-01,2,2
QUILLACOLLO,atencion de partos en servicios,primer control post parto,2023-07-01,73,73
QUIME,atencion de partos en servicios,primer control post parto,2023-07-01,5,5
RAVELO,atencion de partos en servicios,primer control post parto,2023-07-01,2,2
RIBERALTA,atencion de partos en servicios,primer control post parto,2023-07-01,206,206
RURRENABAQUE,atencion de partos en servicios,primer control post parto,2023-07-01,24,24
SACABA,atencion de partos en servicios,primer control post parto,2023-07-01,123,123
SACABAMBA,atencion de partos en servicios,primer control post parto,2023-07-01,2,2
SACACA,atencion de partos en servicios,primer control post parto,2023-07-01,10,10
SAIPINA,atencion de partos en servicios,primer control post parto,2023-07-01,2,2
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,primer control post parto,2023-07-01,5,5
SAMAIPATA,atencion de partos en servicios,primer control post parto,2023-07-01,7,7
SAN ANDRES,atencion de partos en servicios,primer control post parto,2023-07-01,1,1
SAN ANTONIO DE ESMORUCO,atencion de partos en servicios,primer control post parto,2023-07-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,primer control post parto,2023-07-01,5,5
SAN BORJA,atencion de partos en servicios,primer control post parto,2023-07-01,10,10
SAN BUENA VENTURA,atencion de partos en servicios,primer control post parto,2023-07-01,18,18
SAN CARLOS,atencion de partos en servicios,primer control post parto,2023-07-01,5,5
SAN IGNACIO,atencion de partos en servicios,primer control post parto,2023-07-01,22,22
SAN IGNACIO DE VELASCO,atencion de partos en servicios,primer control post parto,2023-07-01,84,84
SAN JAVIER(BNI),atencion de partos en servicios,primer control post parto,2023-07-01,1,1
SAN JAVIER(STC),atencion de partos en servicios,primer control post parto,2023-07-01,23,23
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,primer control post parto,2023-07-01,16,16
SAN JUAN DE YAPACANI,atencion de partos en servicios,primer control post parto,2023-07-01,1,1
SAN JULIAN,atencion de partos en servicios,primer control post parto,2023-07-01,3,3
SAN LORENZO(PND),atencion de partos en servicios,primer control post parto,2023-07-01,3,3
SAN LORENZO(TJA),atencion de partos en servicios,primer control post parto,2023-07-01,13,13
SAN LUCAS,atencion de partos en servicios,primer control post parto,2023-07-01,13,13
SAN MATIAS,atencion de partos en servicios,primer control post parto,2023-07-01,8,8
SAN MIGUEL DE VELASCO,atencion de partos en servicios,primer control post parto,2023-07-01,10,10
SAN PABLO DE LIPEZ,atencion de partos en servicios,primer control post parto,2023-07-01,1,1
SAN PEDRO,atencion de partos en servicios,primer control post parto,2023-07-01,9,9
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,primer control post parto,2023-07-01,2,2
SAN PEDRO DE MACHA,atencion de partos en servicios,primer control post parto,2023-07-01,11,11
SAN RAFAEL,atencion de partos en servicios,primer control post parto,2023-07-01,2,2
SAN RAMON SCZ,atencion de partos en servicios,primer control post parto,2023-07-01,11,11
SANTA ANA,atencion de partos en servicios,primer control post parto,2023-07-01,35,35
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,primer control post parto,2023-07-01,449,449
SANTA ROSA,atencion de partos en servicios,primer control post parto,2023-07-01,14,14
SANTA ROSA DEL SARA,atencion de partos en servicios,primer control post parto,2023-07-01,7,7
SANTIAGO DE HUARI,atencion de partos en servicios,primer control post parto,2023-07-01,1,1
SAPAHAQUI,atencion de partos en servicios,primer control post parto,2023-07-01,1,1
SENA,atencion de partos en servicios,primer control post parto,2023-07-01,6,6
SHINAOTA,atencion de partos en servicios,primer control post parto,2023-07-01,31,31
SICA SICA (VILLA AROMA),atencion de partos en servicios,primer control post parto,2023-07-01,9,9
SIPE SIPE,atencion de partos en servicios,primer control post parto,2023-07-01,34,34
SOPACHUY,atencion de partos en servicios,primer control post parto,2023-07-01,3,3
SORACACHI,atencion de partos en servicios,primer control post parto,2023-07-01,3,3
SORATA,atencion de partos en servicios,primer control post parto,2023-07-01,16,16
SUCRE,atencion de partos en servicios,primer control post parto,2023-07-01,574,574
TACACOMA,atencion de partos en servicios,primer control post parto,2023-07-01,2,2
TACOBAMBA,atencion de partos en servicios,primer control post parto,2023-07-01,1,1
TAPACARI,atencion de partos en servicios,primer control post parto,2023-07-01,1,1
TARABUCO,atencion de partos en servicios,primer control post parto,2023-07-01,5,5
TARIJA,atencion de partos en servicios,primer control post parto,2023-07-01,58,58
TARVITA,atencion de partos en servicios,primer control post parto,2023-07-01,10,10
TEOPONTE,atencion de partos en servicios,primer control post parto,2023-07-01,1,1
TIAHUANACU,atencion de partos en servicios,primer control post parto,2023-07-01,4,4
TINGUIPAYA,atencion de partos en servicios,primer control post parto,2023-07-01,3,3
TIPUANI,atencion de partos en servicios,primer control post parto,2023-07-01,2,2
TIQUIPAYA,atencion de partos en servicios,primer control post parto,2023-07-01,48,48
TIRAQUE (CBBA),atencion de partos en servicios,primer control post parto,2023-07-01,17,17
TOCO,atencion de partos en servicios,primer control post parto,2023-07-01,3,3
TOLATA,atencion de partos en servicios,primer control post parto,2023-07-01,1,1
TOLEDO,atencion de partos en servicios,primer control post parto,2023-07-01,1,1
TOMAVE,atencion de partos en servicios,primer control post parto,2023-07-01,2,2
TOMINA,atencion de partos en servicios,primer control post parto,2023-07-01,4,4
TOTORA(CBBA),atencion de partos en servicios,primer control post parto,2023-07-01,13,13
TOTORA(ORR),atencion de partos en servicios,primer control post parto,2023-07-01,1,1
TRIGAL,atencion de partos en servicios,primer control post parto,2023-07-01,1,1
TRINIDAD,atencion de partos en servicios,primer control post parto,2023-07-01,1,1
TUPIZA,atencion de partos en servicios,primer control post parto,2023-07-01,44,44
TURCO,atencion de partos en servicios,primer control post parto,2023-07-01,2,2
UNCIA,atencion de partos en servicios,primer control post parto,2023-07-01,6,6
URIONDO (A. CONCEPCION),atencion de partos en servicios,primer control post parto,2023-07-01,6,6
URUBICHA,atencion de partos en servicios,primer control post parto,2023-07-01,4,4
UYUNI,atencion de partos en servicios,primer control post parto,2023-07-01,25,25
VACAS,atencion de partos en servicios,primer control post parto,2023-07-01,1,1
VALLEGRANDE,atencion de partos en servicios,primer control post parto,2023-07-01,12,12
VIACHA,atencion de partos en servicios,primer control post parto,2023-07-01,9,9
VILA VILA,atencion de partos en servicios,primer control post parto,2023-07-01,1,1
VILLA CHARCAS,atencion de partos en servicios,primer control post parto,2023-07-01,2,2
VILLA MONTES,atencion de partos en servicios,primer control post parto,2023-07-01,33,33
VILLA RIVERO,atencion de partos en servicios,primer control post parto,2023-07-01,2,2
VILLA SERRANO,atencion de partos en servicios,primer control post parto,2023-07-01,6,6
VILLA TUNARI,atencion de partos en servicios,primer control post parto,2023-07-01,109,109
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicios,primer control post parto,2023-07-01,1,1
VILLAZON,atencion de partos en servicios,primer control post parto,2023-07-01,44,44
VINTO,atencion de partos en servicios,primer control post parto,2023-07-01,50,50
VITICHI,atencion de partos en servicios,primer control post parto,2023-07-01,8,8
WARNES,atencion de partos en servicios,primer control post parto,2023-07-01,144,144
YACUIBA,atencion de partos en servicios,primer control post parto,2023-07-01,30,30
YAMPARAEZ,atencion de partos en servicios,primer control post parto,2023-07-01,7,7
YANACACHI,atencion de partos en servicios,primer control post parto,2023-07-01,1,1
YAPACANI,atencion de partos en servicios,primer control post parto,2023-07-01,79,79
YOTALA,atencion de partos en servicios,primer control post parto,2023-07-01,6,6
ZUDAÑEZ,atencion de partos en servicios,primer control post parto,2023-07-01,9,9
ACHACACHI,atencion de partos en servicios,primer control post parto,2023-08-01,27,27
ACHOCALLA,atencion de partos en servicios,primer control post parto,2023-08-01,14,14
AIQUILE,atencion de partos en servicios,primer control post parto,2023-08-01,16,16
ALCALA,atencion de partos en servicios,primer control post parto,2023-08-01,1,1
ANCORAIMES,atencion de partos en servicios,primer control post parto,2023-08-01,3,3
ANZALDO,atencion de partos en servicios,primer control post parto,2023-08-01,1,1
APOLO,atencion de partos en servicios,primer control post parto,2023-08-01,21,21
ARANI,atencion de partos en servicios,primer control post parto,2023-08-01,3,3
ARBIETO,atencion de partos en servicios,primer control post parto,2023-08-01,10,10
ASCENCION DE GUARAYOS,atencion de partos en servicios,primer control post parto,2023-08-01,43,43
AUCAPATA,atencion de partos en servicios,primer control post parto,2023-08-01,1,1
AYATA,atencion de partos en servicios,primer control post parto,2023-08-01,1,1
AYO AYO,atencion de partos en servicios,primer control post parto,2023-08-01,4,4
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,primer control post parto,2023-08-01,8,8
AZURDUY,atencion de partos en servicios,primer control post parto,2023-08-01,6,6
BATALLAS,atencion de partos en servicios,primer control post parto,2023-08-01,1,1
BAURES,atencion de partos en servicios,primer control post parto,2023-08-01,2,2
BELEN DE URMIRI,atencion de partos en servicios,primer control post parto,2023-08-01,2,2
BERMEJO,atencion de partos en servicios,primer control post parto,2023-08-01,42,42
BETANZOS,atencion de partos en servicios,primer control post parto,2023-08-01,2,2
BOLIVAR,atencion de partos en servicios,primer control post parto,2023-08-01,3,3
BUENA VISTA,atencion de partos en servicios,primer control post parto,2023-08-01,10,10
CABEZAS,atencion de partos en servicios,primer control post parto,2023-08-01,16,16
CAIROMA,atencion de partos en servicios,primer control post parto,2023-08-01,1,1
"CAIZA ""D""",atencion de partos en servicios,primer control post parto,2023-08-01,5,5
CALAMARCA,atencion de partos en servicios,primer control post parto,2023-08-01,1,1
CAMARGO,atencion de partos en servicios,primer control post parto,2023-08-01,16,16
CAMIRI,atencion de partos en servicios,primer control post parto,2023-08-01,9,9
CAPINOTA,atencion de partos en servicios,primer control post parto,2023-08-01,22,22
CARACOLLO,atencion de partos en servicios,primer control post parto,2023-08-01,9,9
CARANAVI,atencion de partos en servicios,primer control post parto,2023-08-01,64,64
CARAPARI,atencion de partos en servicios,primer control post parto,2023-08-01,3,3
CARIPUYO,atencion de partos en servicios,primer control post parto,2023-08-01,5,5
CHALLAPATA,atencion de partos en servicios,primer control post parto,2023-08-01,44,44
CHARAGUA,atencion de partos en servicios,primer control post parto,2023-08-01,6,6
CHAYANTA,atencion de partos en servicios,primer control post parto,2023-08-01,1,1
CHIMORE,atencion de partos en servicios,primer control post parto,2023-08-01,14,14
CHIPAYA,atencion de partos en servicios,primer control post parto,2023-08-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,primer control post parto,2023-08-01,25,25
CHUMA,atencion de partos en servicios,primer control post parto,2023-08-01,4,4
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en servicios,primer control post parto,2023-08-01,1,1
CKOCHAS,atencion de partos en servicios,primer control post parto,2023-08-01,1,1
CLIZA,atencion de partos en servicios,primer control post parto,2023-08-01,2,2
COBIJA,atencion de partos en servicios,primer control post parto,2023-08-01,14,14
COCAPATA,atencion de partos en servicios,primer control post parto,2023-08-01,2,2
COCHABAMBA,atencion de partos en servicios,primer control post parto,2023-08-01,469,469
COLCAPIRHUA,atencion de partos en servicios,primer control post parto,2023-08-01,46,46
"COLCHA ""K""",atencion de partos en servicios,primer control post parto,2023-08-01,6,6
COLLANA,atencion de partos en servicios,primer control post parto,2023-08-01,1,1
COLOMI,atencion de partos en servicios,primer control post parto,2023-08-01,15,15
COLQUECHACA,atencion de partos en servicios,primer control post parto,2023-08-01,7,7
COLQUENCHA,atencion de partos en servicios,primer control post parto,2023-08-01,1,1
COMARAPA,atencion de partos en servicios,primer control post parto,2023-08-01,14,14
CONCEPCION,atencion de partos en servicios,primer control post parto,2023-08-01,27,27
COPACABANA,atencion de partos en servicios,primer control post parto,2023-08-01,2,2
CORIPATA,atencion de partos en servicios,primer control post parto,2023-08-01,15,15
CORO CORO,atencion de partos en servicios,primer control post parto,2023-08-01,1,1
COROICO,atencion de partos en servicios,primer control post parto,2023-08-01,23,23
CORQUE,atencion de partos en servicios,primer control post parto,2023-08-01,4,4
COTAGAITA,atencion de partos en servicios,primer control post parto,2023-08-01,2,2
COTOCA,atencion de partos en servicios,primer control post parto,2023-08-01,64,64
CUATRO CAÑADAS,atencion de partos en servicios,primer control post parto,2023-08-01,9,9
CUCHUMUELA (V. G. VILLARROEL),atencion de partos en servicios,primer control post parto,2023-08-01,1,1
CUEVO,atencion de partos en servicios,primer control post parto,2023-08-01,4,4
CULPINA,atencion de partos en servicios,primer control post parto,2023-08-01,8,8
CURAHUARA DE CARANGAS,atencion de partos en servicios,primer control post parto,2023-08-01,2,2
CURVA,atencion de partos en servicios,primer control post parto,2023-08-01,1,1
EL ALTO,atencion de partos en servicios,primer control post parto,2023-08-01,710,710
EL CHORO,atencion de partos en servicios,primer control post parto,2023-08-01,2,2
EL PUENTE(STC),atencion de partos en servicios,primer control post parto,2023-08-01,6,6
EL PUENTE(TJA),atencion de partos en servicios,primer control post parto,2023-08-01,1,1
EL TORNO,atencion de partos en servicios,primer control post parto,2023-08-01,12,12
ENTRE RIOS TRJ,atencion de partos en servicios,primer control post parto,2023-08-01,6,6
ENTRE RIOS CBBA,atencion de partos en servicios,primer control post parto,2023-08-01,12,12
ESCOMA,atencion de partos en servicios,primer control post parto,2023-08-01,8,8
FERNANDEZ ALONSO,atencion de partos en servicios,primer control post parto,2023-08-01,8,8
GAIOC JATUN AYLLU YURA,atencion de partos en servicios,primer control post parto,2023-08-01,1,1
GENERAL SAAVEDRA,atencion de partos en servicios,primer control post parto,2023-08-01,18,18
