municipality,group,variable,month,RN con corte tardío de Cordón Umbilical,TOTAL
SAN MIGUEL DE VELASCO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-06-01,9,9
SAN PEDRO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-06-01,2,2
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-06-01,15,15
SAN PEDRO DE CURAHUARA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-06-01,2,2
SAN PEDRO DE MACHA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-06-01,4,4
SAN PEDRO DE TIQUINA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-06-01,1,1
SAN RAFAEL,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-06-01,3,3
SANTA ANA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-06-01,34,34
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-06-01,261,261
SANTA ROSA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-06-01,1,1
SANTIAGO DE CALLAPA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-06-01,2,2
SANTIAGO DE HUARI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-06-01,3,3
SANTIAGO DE HUATA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-06-01,1,1
SANTIAGO DE MACHACA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-06-01,3,3
SANTIVAÑES,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-06-01,6,6
SAPAHAQUI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-06-01,3,3
SENA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-06-01,12,12
SHINAOTA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-06-01,26,26
SICA SICA (VILLA AROMA),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-06-01,5,5
SICAYA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-06-01,1,1
SIPE SIPE,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-06-01,51,51
SOPACHUY,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-06-01,4,4
SORACACHI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-06-01,1,1
SORATA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-06-01,1,1
SUCRE,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-06-01,355,355
TACACHI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-06-01,1,1
TACACOMA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-06-01,5,5
TACOBAMBA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-06-01,2,2
TACOPAYA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-06-01,1,1
TAPACARI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-06-01,5,5
TARABUCO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-06-01,5,5
TARACO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-06-01,1,1
TARATA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-06-01,6,6
TARIJA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-06-01,11,11
TARVITA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-06-01,12,12
TEOPONTE,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-06-01,4,4
TIAHUANACU,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-06-01,5,5
TINGUIPAYA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-06-01,3,3
TIPUANI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-06-01,5,5
TIQUIPAYA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-06-01,34,34
TOMAVE,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-06-01,1,1
TOMINA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-06-01,4,4
TORO TORO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-06-01,10,10
TOTORA(CBBA),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-06-01,11,11
TUPIZA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-06-01,2,2
UNCIA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-06-01,15,15
URIONDO (A. CONCEPCION),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-06-01,8,8
URUBICHA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-06-01,4,4
UYUNI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-06-01,3,3
VACAS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-06-01,5,5
VILA VILA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-06-01,2,2
VILLA CHARCAS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-06-01,6,6
VILLA MONTES,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-06-01,1,1
VILLA RIVERO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-06-01,7,7
VILLA SERRANO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-06-01,3,3
VILLA TUNARI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-06-01,58,58
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-06-01,3,3
VINTO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-06-01,52,52
VITICHI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-06-01,4,4
WALDO BALLIVIAN,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-06-01,1,1
WARNES,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-06-01,1,1
YACO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-06-01,2,2
YACUIBA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-06-01,12,12
YAMPARAEZ,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-06-01,7,7
YANACACHI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-06-01,1,1
YAPACANI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-06-01,79,79
YOTALA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-06-01,2,2
ZUDAÑEZ,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-06-01,2,2
ACACIO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,1,1
ACHACACHI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,26,26
ACHOCALLA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,10,10
AIQUILE,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,34,34
ALCALA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,1,1
ALTO BENI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,4,4
ANZALDO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,1,1
APOLO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,17,17
ARAMPAMPA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,2,2
ARBIETO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,7,7
ARQUE,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,25,25
ATOCHA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,4,4
AUCAPATA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,2,2
AYATA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,2,2
AYO AYO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,15,15
AZURDUY,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,7,7
BATALLAS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,3,3
BAURES,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,7,7
BERMEJO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,20,20
BETANZOS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,15,15
BOLIVAR,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,6,6
BOYUIBE,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,1,1
CABEZAS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,10,10
CAIROMA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,4,4
"CAIZA ""D""",atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,5,5
CAJUATA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,7,7
CALAMARCA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,4,4
CAMARGO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,17,17
CAPINOTA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,17,17
CARACOLLO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,12,12
CARANAVI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,2,2
CARAPARI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,3,3
CARIPUYO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,4,4
CARMEN RIVERO TORREZ,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,2,2
CHACARILLA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,1,1
CHAQUI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,2,2
CHARAGUA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,3,3
CHAYANTA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,10,10
CHIMORE,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,3,3
CHIPAYA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,2,2
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,14,14
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,6,6
CKOCHAS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,8,8
CLIZA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,11,11
COBIJA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,33,33
COCAPATA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,13,13
COCHABAMBA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,384,384
COLCAPIRHUA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,29,29
"COLCHA ""K""",atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,4,4
COLOMI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,6,6
COLPA BELGICA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,5,5
COLQUECHACA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,8,8
COLQUENCHA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,7,7
COLQUIRI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,4,4
CONCEPCION,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,22,22
COPACABANA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,1,1
CORIPATA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,9,9
COROICO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,26,26
CORQUE,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,4,4
COTAGAITA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,9,9
COTOCA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,9,9
CUCHUMUELA (V. G. VILLARROEL),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,1,1
CULPINA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,10,10
CURVA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,1,1
DESAGUADERO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,2,2
EL ALTO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,521,521
EL CHORO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,1,1
EL PUENTE(STC),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,3,3
EL PUENTE(TJA),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,5,5
EL VILLAR,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,2,2
ENTRE RIOS TRJ,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,11,11
ENTRE RIOS CBBA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,12,12
ESMERALDA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,1,1
EUCALIPTUS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,3,3
FERNANDEZ ALONSO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,8,8
FILADELFIA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,2,2
GAIOC JATUN AYLLU YURA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,2,2
GUAQUI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,5,5
HUACARETA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,2,2
HUACAYA (VILLA DE HUACAYA),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,1,1
HUANUNI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,15,15
HUARINA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,1,1
HUATAJATA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,2,2
HUAYLLAMARCA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,4,4
HUMANATA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,3,3
ICHOCA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,2,2
ICLA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,6,6
INCAHUASI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,1,1
IRUPANA (VILLA DE LANZA),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,8,8
JESUS DE MACHACA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,2,2
LA ASUNTA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,47,47
LA PAZ,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,19,19
LAGUNILLAS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,1,1
LAJA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,6,6
LICOMA PAMPA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,1,1
LLICA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,3,3
LORETO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,1,1
LURIBAY,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,3,3
MACHACAMARCA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,4,4
MACHARETI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,1,1
MAIRANA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,2,2
MAPIRI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,18,18
MECAPACA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,1,1
MINEROS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,1,1
MIZQUE,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,15,15
MOJOCOYA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,2,2
MONTEAGUDO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,24,24
MONTERO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,24,24
MOROCHATA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,3,3
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,2,2
OCURI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,8,8
OKINAWA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,3,3
OMEREQUE,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,5,5
ORURO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,99,99
PADCAYA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,7,7
PADILLA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,14,14
PAILON,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,27,27
PALCA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,3,3
PALOS BLANCOS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,16,16
PAMPA AULLAGAS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,1,1
PAPEL PAMPA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,4,4
PAZÑA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,2,2
PELECHUCO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,1,1
POCOATA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,19,19
POCONA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,7,7
POJO (CBBA),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,10,10
POOPO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,3,3
PORCO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,12,12
POROMA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,4,4
PORVENIR,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,1,1
POTOSI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,84,84
PRESTO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,4,4
PUCARANI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,14,14
PUERTO CARABUCO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,1,1
PUERTO GONZALO MORENO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,3,3
PUERTO RICO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,4,4
PUERTO SILES,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,1,1
PUERTO VILLARROEL,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,22,22
PUNA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,5,5
PUNATA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,42,42
QUIABAYA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,2,2
QUILLACOLLO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,20,20
QUIME,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,7,7
RAQAYPAMPA(ETA),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,5,5
RAVELO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,2,2
REYES,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,8,8
RIBERALTA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,162,162
ROBORE,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,20,20
SACABA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,103,103
SACACA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,10,10
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,6,6
SAMAIPATA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,3,3
SAN ANDRES,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,2,2
SAN ANTONIO DE ESMORUCO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,5,5
SAN BENITO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,2,2
SAN BORJA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,7,7
SAN CARLOS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,5,5
SAN IGNACIO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,23,23
SAN IGNACIO DE VELASCO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,52,52
SAN JAVIER(STC),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,20,20
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,23,23
SAN JUAN DE YAPACANI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,1,1
SAN LORENZO(PND),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,2,2
SAN LUCAS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,13,13
SAN MATIAS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,2,2
SAN MIGUEL DE VELASCO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,7,7
SAN PEDRO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,3,3
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,14,14
SAN PEDRO DE CURAHUARA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,1,1
SAN PEDRO DE MACHA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,11,11
SAN RAFAEL,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,8,8
SAN RAMON SCZ,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,5,5
SANTA ANA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,35,35
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,263,263
SANTA ROSA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,1,1
SANTIAGO DE HUARI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,1,1
SANTIAGO DE MACHACA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,2,2
SANTIVAÑES,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,1,1
SAPAHAQUI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,1,1
SENA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,6,6
SHINAOTA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,29,29
SICA SICA (VILLA AROMA),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,9,9
SICAYA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,1,1
SIPE SIPE,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,45,45
SOPACHUY,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,3,3
SORACACHI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,3,3
SORATA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,16,16
SUCRE,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,349,349
TACACOMA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,2,2
TACOBAMBA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,1,1
TACOPAYA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,1,1
TAHUA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,1,1
TAPACARI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,1,1
TARABUCO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,5,5
TARATA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,4,4
TARIJA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,3,3
TARVITA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,13,13
TEOPONTE,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,8,8
TIAHUANACU,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,6,6
TINGUIPAYA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,4,4
TIPUANI,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,2,2
TIQUIPAYA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,34,34
TOCO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,4,4
TOLATA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,2,2
TOLEDO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,1,1
TOMAVE,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,2,2
TOMINA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,6,6
TORO TORO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,8,8
TOTORA(CBBA),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,13,13
TUPIZA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,36,36
TURCO,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,2,2
UNCIA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,10,10
URIONDO (A. CONCEPCION),atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,4,4
URUBICHA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,4,4
VACAS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,1,1
VIACHA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,6,6
VILA VILA,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,1,1
VILLA CHARCAS,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,6,6
VILLA MONTES,atencion de partos en servicios,rn con corte tardio de cordon umbilical,2023-07-01,1,1
